,af,aspect,polarities
2945,"Jong buurt-nuwerwetse wei bedags by die toonbank, terwyl sjiek kunshuisdrinkers met groot dosisse van die munchies laat in die nag inkom.",Toonbank,neutral
2947,"'n Klein buite-eetarea sorg vir 'n privaat, gemaklike ruimte om alleen te studeer of vriende te ontmoet.",Spasie,positive
2951,"'n Klein buite-eetarea sorg vir 'n privaat, gemaklike ruimte om alleen te studeer of vriende te ontmoet.",buitelug eetarea,positive
2955,"Mildelik versierde, organiese gegrilde hamburgers is die gewildste gereg, maar die falafel-wraps in Jerusalem-markstyl en Mediterreense slaaie-gelaag met beet, bokkaas en okkerneute-is ewe heerlik.",Jerusalem-markstyl falafel-wraps,positive
2959,"Mildelik versierde, organiese gegrilde hamburgers is die gewildste gereg, maar die falafel-wraps in Jerusalem-markstyl en Mediterreense slaaie-gelaag met beet, bokkaas en okkerneute-is ewe heerlik.",Gereg,positive
2963,"Mildelik versierde, organiese gegrilde hamburgers is die gewildste gereg, maar die falafel-wraps in Jerusalem-markstyl en Mediterreense slaaie-gelaag met beet, bokkaas en okkerneute-is ewe heerlik.",organiese geroosterde hamburgers,positive
2967,"Mildelik versierde, organiese gegrilde hamburgers is die gewildste gereg, maar die falafel-wraps in Jerusalem-markstyl en Mediterreense slaaie-gelaag met beet, bokkaas en okkerneute-is ewe heerlik.","Mediterreense slaaie-gelaag met beet, bokkaas en okkerneute",positive
2969,"Vleisfobes is gelukkig met die buitengewone groenteburger, gemaak van 'n kenmerkende mengsel van kekerertjies, wortels en ander groente en speserye.",Wortels,positive
2973,"Vleisfobes is gelukkig met die buitengewone groenteburger, gemaak van 'n kenmerkende mengsel van kekerertjies, wortels en ander groente en speserye.",Kekerertjies,positive
2977,"Vleisfobes is gelukkig met die buitengewone groenteburger, gemaak van 'n kenmerkende mengsel van kekerertjies, wortels en ander groente en speserye.",Groente,positive
2981,"Vleisfobes is gelukkig met die buitengewone groenteburger, gemaak van 'n kenmerkende mengsel van kekerertjies, wortels en ander groente en speserye.",Speserye,positive
2985,"Vleisfobes is gelukkig met die buitengewone groenteburger, gemaak van 'n kenmerkende mengsel van kekerertjies, wortels en ander groente en speserye.",Groente burger,positive
2989,"Die kos was uiters lekker, kreatief aangebied en die wyn uitstekend.",Wyn,positive
2993,"Die kos was uiters lekker, kreatief aangebied en die wyn uitstekend.",Kos,positive
2997,Het ook die blou kroegarea gegrawe.,blou staafarea,positive
2999,"Kortom, The Black Sheep onderskei hom van die Midtown-kroegkudde met 'n voorkoms wat 'n mengsel is van sportkroeg-butch en versierde kitsch.",Kyk,negative
3001,"Die spyskaart bevat kroegkos - hamburgers, steaks en herderspastei - en selfs 'n portabella -lasagne vir die swart skape wat bekend staan as 'vegetariërs'.",hamburgers,neutral
3003,"Die spyskaart bevat kroegkos - hamburgers, steaks en herderspastei - en selfs 'n portabella -lasagne vir die swart skape wat bekend staan as 'vegetariërs'.",Kieslys,neutral
3005,"Die spyskaart bevat kroegkos - hamburgers, steaks en herderspastei - en selfs 'n portabella -lasagne vir die swart skape wat bekend staan as 'vegetariërs'.",kroeg tarief,neutral
3007,"Die spyskaart bevat kroegkos - hamburgers, steaks en herderspastei - en selfs 'n portabella -lasagne vir die swart skape wat bekend staan as 'vegetariërs'.",Herders tert,neutral
3009,"Die spyskaart bevat kroegkos - hamburgers, steaks en herderspastei - en selfs 'n portabella -lasagne vir die swart skape wat bekend staan as 'vegetariërs'.",Steaks,neutral
3011,"Die spyskaart bevat kroegkos - hamburgers, steaks en herderspastei - en selfs 'n portabella -lasagne vir die swart skape wat bekend staan as 'vegetariërs'.",portabella lasagne,neutral
3013,"En al die [vroulike] bedieners is ook oulik, wat altyd lekker is.",[vroulike] bedieners,positive
3015,Die porsies is baie groot en die diens is fantasties!!,Gedeeltes,positive
3019,Die porsies is baie groot en die diens is fantasties!!,Diens,positive
3023,Ek beveel die hoender milanese aan.,Hoender Milanese,positive
3026,En die eienaar is eenvoudig lieflik en vriendelik.,Eienaar,positive
3029,Die tee is wonderlik en al die lekkers is tuisgemaak.,Lekkers,positive
3033,Die tee is wonderlik en al die lekkers is tuisgemaak.,Tee,positive
3037,Intieme maar bekoorlike interieur met uiters vriendelike en oplettende diens.,Diens,positive
3041,Intieme maar bekoorlike interieur met uiters vriendelike en oplettende diens.,Binneland,positive
3045,"Die kos is rondom goed, met die broodjies gewoonlik uitstekend en die sushi/sashimi nie heeltemal op dieselfde vlak nie.",sushi/sashimi,neutral
3047,"Die kos is rondom goed, met die broodjies gewoonlik uitstekend en die sushi/sashimi nie heeltemal op dieselfde vlak nie.",Rol,positive
3051,"Die kos is rondom goed, met die broodjies gewoonlik uitstekend en die sushi/sashimi nie heeltemal op dieselfde vlak nie.",Kos,positive
3055,(Die sashimi word 'n bietjie dun gesny.,Sashimi,negative
3058,") Dit is nie die beste Japannese restaurant in die East Village nie, maar dit is redelik stewig vir sy beskeie pryse, en die moeite werd om herhaalde besoeke te besoek.",Pryse,positive
3061,"Nie omdat ek swanger was nie, maar die kos hier is altyd heerlik.",Kos,positive
3064,"Omdat ek Puerto Ricaans is, weet ek 'n ding of twee van flan en hierdie plek dien een van die beste (ek hoop Ma lees dit nie!).",Flan,positive
3066,"Hierdie kroeg het alles - heerlike drankies, koel atmosfeer, uitstekende diens en heerlike kos.",Drinkgoed,positive
3070,"Hierdie kroeg het alles - heerlike drankies, koel atmosfeer, uitstekende diens en heerlike kos.",Kos,positive
3074,"Hierdie kroeg het alles - heerlike drankies, koel atmosfeer, uitstekende diens en heerlike kos.",Atmosfeer,positive
3078,"Hierdie kroeg het alles - heerlike drankies, koel atmosfeer, uitstekende diens en heerlike kos.",Diens,positive
3082,Die steak het in my mond gesmelt.,Steak,positive
3084,"Die happy hour is so goedkoop, maar dit weerspieël nie die diens of die atmosfeer nie.",Diens,positive
3086,"Die happy hour is so goedkoop, maar dit weerspieël nie die diens of die atmosfeer nie.",Atmosfeer,positive
3088,"Die happy hour is so goedkoop, maar dit weerspieël nie die diens of die atmosfeer nie.",gelukkige uur,positive
3091,"Aan die eienaars; Goeie werk ouens, hierdie plek is 'n bewaarder!",Eienaars,positive
3094,"Die wynlys was uitstekend, ons tapas heerlik en die stil atmosfeer perfek vir goeie gesprekke.",wynlys,positive
3098,"Die wynlys was uitstekend, ons tapas heerlik en die stil atmosfeer perfek vir goeie gesprekke.",Atmosfeer,positive
3102,"Die wynlys was uitstekend, ons tapas heerlik en die stil atmosfeer perfek vir goeie gesprekke.",tapas,positive
3106,Ons het begin met die kammossels en aspersies en het ook die sagte dopkrap sowel as die kaasbord gehad.,Asparagus,neutral
3108,Ons het begin met die kammossels en aspersies en het ook die sagte dopkrap sowel as die kaasbord gehad.,kaasbord,neutral
3110,Ons het begin met die kammossels en aspersies en het ook die sagte dopkrap sowel as die kaasbord gehad.,sint -jakobsschelpe,neutral
3112,Ons het begin met die kammossels en aspersies en het ook die sagte dopkrap sowel as die kaasbord gehad.,sagte dop krap,neutral
3114,Ek sien daarna uit om binnekort terug te gaan en uiteindelik byna alles op die spyskaart te probeer!,Kieslys,positive
3116,Eienaar is aangenaam en vermaaklik.,Eienaar,positive
3119,"Probeer dit, spyskaart is tipies Frans, maar uiteenlopend.",Kieslys,neutral
3122,"uitstekende tapas teen goeie pryse, romanties, klein maar nie te kraai nie, uitstekend",Pryse,positive
3126,"uitstekende tapas teen goeie pryse, romanties, klein maar nie te kraai nie, uitstekend",tapas,positive
3130,"Dit is nog steeds een van my gunsteling restaurante in die omgewing, die kos is goedkoop, maar baie goed (kimono garnale spesiaal was uitstekend) en het 'n wonderlike atmosfeer.",Atmosfeer,positive
3134,"Dit is nog steeds een van my gunsteling restaurante in die omgewing, die kos is goedkoop, maar baie goed (kimono garnale spesiaal was uitstekend) en het 'n wonderlike atmosfeer.",Kimono garnale spesiaal,positive
3138,"Dit is nog steeds een van my gunsteling restaurante in die omgewing, die kos is goedkoop, maar baie goed (kimono garnale spesiaal was uitstekend) en het 'n wonderlike atmosfeer.",Kos,positive
3142,Kan 'n bietjie besig wees rondom spitstye as gevolg van die grootte.,Grootte,negative
3145,Ek het die naweek na Kitchenette gegaan vir brunch.,brunch,neutral
3147,Die plek is absoluut oulik en die kos is heerlik.,Plek,positive
3151,Die plek is absoluut oulik en die kos is heerlik.,Kos,positive
3155,Die diens is egter absoluut aaklig.,Diens,negative
3158,"Die kelners is besorgd en vriendelik en lyk altyd bly om ons te sien, en die kos is wonderlik, indien nie verstommend kreatief nie.",Kelnerpersoneel,positive
3162,"Die kelners is besorgd en vriendelik en lyk altyd bly om ons te sien, en die kos is wonderlik, indien nie verstommend kreatief nie.",Kos,positive
3166,Ek is verlief op die kreef ravioli!,kreef ravioli,positive
3169,"Ons het onlangs Oujaarsaand in die restaurant deurgebring en 'n wonderlike ervaring gehad, van die wyn tot die nageregspyskaart.",Nagereg spyskaart,positive
3172,"Ons het onlangs Oujaarsaand in die restaurant deurgebring en 'n wonderlike ervaring gehad, van die wyn tot die nageregspyskaart.",Wyn,positive
3175,"Hierdie plek is deftig, sjiek, die diens is warm en gasvry, en die kos is uitstekend.",Plek,positive
3179,"Hierdie plek is deftig, sjiek, die diens is warm en gasvry, en die kos is uitstekend.",Diens,positive
3183,"Hierdie plek is deftig, sjiek, die diens is warm en gasvry, en die kos is uitstekend.",Kos,positive
3187,Ek moes 'n paar minute vir my vriend by die kroeg wag,Bar,neutral
3189,"Hierdie plek het pragtige sushi, en dit is heerlik GOEDKOOP. ",soesji,positive
3192,Dit het ook baie ander Koreaanse geregte wat bekostigbaar en net so lekker is.,Koreaanse geregte,positive
3195,"Wonderlike spyskaart, warm uitnodigende atmosfeer, puik diens die KOS laat my terugkom!",Diens,positive
3199,"Wonderlike spyskaart, warm uitnodigende atmosfeer, puik diens die KOS laat my terugkom!",Kieslys,positive
3203,"Wonderlike spyskaart, warm uitnodigende atmosfeer, puik diens die KOS laat my terugkom!",atmosfeer,positive
3207,"Wonderlike spyskaart, warm uitnodigende atmosfeer, puik diens die KOS laat my terugkom!",KOS,positive
3209,Dit het gelyk asof daar geen moeite gedoen is met die vertoon en kwaliteit van die kos nie.,vertoon en kwaliteit van die kos,negative
3211,Kon beter gewees het vir 1/3 van die prys in Chinatown.,Prys,negative
3213,Gasheer en gasvrou was nogal onbeskof.,Gasheer,negative
3216,Gasheer en gasvrou was nogal onbeskof.,Gasvrou,negative
3219,"die atmosfeer is baie lekker, en 'n welkome ontsnapping van die res van die SI-winkelsentrum.",Atmosfeer,positive
3222,Die kos en diens ontbreek egter dramaties.,Diens,negative
3225,Die kos en diens ontbreek egter dramaties.,Kos,negative
3228,Die sushi word in blokke groter as my selfoon gesny.,soesji,negative
3231,"Ons het versoek dat hulle die sushi weer sny, en dit is in klein kaasagtige blokkies aan ons terugbesorg.",soesji,negative
3233,Die wagpersoneel was hard en onbedagsaam.,Wagpersoneel,negative
3236,Die patat - met die kalmata -dip was wonderlik!,patat - met die kalmata -dip,positive
3239,"Sterk aanbeveel ...  Soos gesê, het ek nog nie in die restaurant geëet nie, maar daar gestop om wegneemetes af te haal en dit lyk 'n baie ontspannende plek; Die kroeg lyk ook mooi.",Plek,positive
3243,"Sterk aanbeveel ...  Soos gesê, het ek nog nie in die restaurant geëet nie, maar daar gestop om wegneemetes af te haal en dit lyk 'n baie ontspannende plek; Die kroeg lyk ook mooi.",Bar,positive
3247,"Sterk aanbeveel ...  Soos gesê, het ek nog nie in die restaurant geëet nie, maar daar gestop om wegneemetes af te haal en dit lyk 'n baie ontspannende plek; Die kroeg lyk ook mooi.",Wegneemete,neutral
3249,"Van die erbazzone emiliana tot die mostarda op die kaasbord, die geregte in hierdie restaurant word almal met fyn sorg hanteer.",mostarda op die kaasbord,positive
3251,"Van die erbazzone emiliana tot die mostarda op die kaasbord, die geregte in hierdie restaurant word almal met fyn sorg hanteer.",Geregte,positive
3253,"Van die erbazzone emiliana tot die mostarda op die kaasbord, die geregte in hierdie restaurant word almal met fyn sorg hanteer.",erbazzone emiliana,positive
3255,"Die kos is nie net outentiek nie, maar die personeel hier is feitlik van die boot af, hulle is jonk en hip en weet wat hulle doen as dit by kos en wyn kom.",Kos,positive
3259,"Die kos is nie net outentiek nie, maar die personeel hier is feitlik van die boot af, hulle is jonk en hip en weet wat hulle doen as dit by kos en wyn kom.",Personeel,positive
3263,"Die kos is nie net outentiek nie, maar die personeel hier is feitlik van die boot af, hulle is jonk en hip en weet wat hulle doen as dit by kos en wyn kom.",Wyn,positive
3265,"Die kos is nie net outentiek nie, maar die personeel hier is feitlik van die boot af, hulle is jonk en hip en weet wat hulle doen as dit by kos en wyn kom.",Kos,positive
3269,Enige ander plek sou die pryse 3x so hoog wees!,Pryse,positive
3271,"Het die warmte van 'n gesin plaaslik, maar dit is 'n wonderlike plek om na sportbyeenkomste te kyk.",Plek,positive
3274,Personeel is tegemoetkomend om seker te maak jy is tevrede.,Personeel,positive
3277,Lieflike Ierse kroegman is altyd gelukkig en kan 'n glimlag vir my vriende op my gesig bring.,kroegman,positive
3280,"Alhoewel ek in die middestad verhuis het, probeer ek so gereeld as moontlik inloer vir die HEERLIKE goedkoop kos en om die vriendelike personeel te besoek.",Personeel,positive
3284,"Alhoewel ek in die middestad verhuis het, probeer ek so gereeld as moontlik inloer vir die HEERLIKE goedkoop kos en om die vriendelike personeel te besoek.",Kos,positive
3288,Hoe pretensieus en onvanpas vir MJ Grill om te beweer dat dit kragmiddagete en aandetes bied!,Middagete,negative
3291,Hoe pretensieus en onvanpas vir MJ Grill om te beweer dat dit kragmiddagete en aandetes bied!,Etes,negative
3294,Hoe kan hulle oorleef om middelmatige kos teen buitensporige pryse te bedien?!,Kos,neutral
3298,Hoe kan hulle oorleef om middelmatige kos teen buitensporige pryse te bedien?!,Pryse,negative
3302,Ek het gevra vir 'n eenvoudige medium skaars steak.,Steak,neutral
3305,"Toe maak hulle op een of ander manier 'n droë en verbrande kors, rondom 'n rou en koue binnekant.",kors,negative
3308,Twee vermorste steaks - wat 'n misdaad!,Steaks,negative
3311,"Fantastiese restaurant, en nog groter kos!",Kos,positive
3314,Die geregte is merkwaardig lekker en so 'n gesellige en intieme plek!,Plek,positive
3318,Die geregte is merkwaardig lekker en so 'n gesellige en intieme plek!,Geregte,positive
3322,Spaar plek vir die nageregte! ;-),Nageregte,positive
3324,"Die huldeblyk aan Indië is die duidelikste in die heerlike roti canai-voorgereg, 'n gebraaide pannekoek bedien met skerp kerriesous, terwyl die mangohoender 'n verbasend gesofistikeerde, vars soet-en-suur bekyk.",Roti Canai voorgereg,positive
3328,"Die huldeblyk aan Indië is die duidelikste in die heerlike roti canai-voorgereg, 'n gebraaide pannekoek bedien met skerp kerriesous, terwyl die mangohoender 'n verbasend gesofistikeerde, vars soet-en-suur bekyk.",Gebraaide pannekoek bedien met skerp kerrie doopsous,positive
3330,"Die huldeblyk aan Indië is die duidelikste in die heerlike roti canai-voorgereg, 'n gebraaide pannekoek bedien met skerp kerriesous, terwyl die mangohoender 'n verbasend gesofistikeerde, vars soet-en-suur bekyk.",mango hoender,positive
3334,Een waarskuwing: Sommige van die kerriepanne kan 'n klein bietjie hard wees.,Kerrie braaipanne,negative
3337,"Dit was goed, maar nie een van die geure WOW nie.",Geure,neutral
3339,"Die naaste wat ek gekom het, was die Cherry Marscapone, maar hulle was daardie dag daaruit.",Kersie Marscapone,neutral
3341,Die personeel moet 'n bietjie vriendeliker wees.,Personeel,negative
3344,Beste worsbroodjies in die driestaatgebied.,worsbroodjies,positive
3347,"Gunstelinge van alle tye sluit in die Big Mac, Chicken McNuggets, Filet-O-Fish-toebroodjie en McDonald's se beroemde patat; Ligter opsies soos slaaie in voorgereg is ook beskikbaar.",Hoender McNuggets,positive
3351,"Gunstelinge van alle tye sluit in die Big Mac, Chicken McNuggets, Filet-O-Fish-toebroodjie en McDonald's se beroemde patat; Ligter opsies soos slaaie in voorgereg is ook beskikbaar.",Filet-O-Fish toebroodjie,positive
3355,"Gunstelinge van alle tye sluit in die Big Mac, Chicken McNuggets, Filet-O-Fish-toebroodjie en McDonald's se beroemde patat; Ligter opsies soos slaaie in voorgereg is ook beskikbaar.",voorgereg grootte slaaie,neutral
3359,"Gunstelinge van alle tye sluit in die Big Mac, Chicken McNuggets, Filet-O-Fish-toebroodjie en McDonald's se beroemde patat; Ligter opsies soos slaaie in voorgereg is ook beskikbaar.",McDonald's se beroemde patat,positive
3363,"Gunstelinge van alle tye sluit in die Big Mac, Chicken McNuggets, Filet-O-Fish-toebroodjie en McDonald's se beroemde patat; Ligter opsies soos slaaie in voorgereg is ook beskikbaar.",Groot Mac,positive
3367,Aanbiedinge soos soetkoek en die Egg McMuffin -toebroodjie is beskikbaar vir ontbyt.,Warm koek,neutral
3370,Aanbiedinge soos soetkoek en die Egg McMuffin -toebroodjie is beskikbaar vir ontbyt.,Ontbyt,neutral
3372,Aanbiedinge soos soetkoek en die Egg McMuffin -toebroodjie is beskikbaar vir ontbyt.,Eier McMuffin toebroodjie,neutral
3375,"Die personeel is arrogant, die pryse is baie hoog vir Brooklyn.",Personeel,negative
3379,"Die personeel is arrogant, die pryse is baie hoog vir Brooklyn.",Pryse,negative
3383,"Sjef Vincenzo, altyd daar as jy hom nodig het, is 'n ware talent en 'n regte Romein.",Sjef,positive
3386,"Sy kos is uitstekend (en nie duur volgens NYC-standaarde nie - geen voorgeregte van meer as $ 30 nie, die meeste voorgeregte $ 12 tot 14).",voorgeregte,positive
3390,"Sy kos is uitstekend (en nie duur volgens NYC-standaarde nie - geen voorgeregte van meer as $ 30 nie, die meeste voorgeregte $ 12 tot 14).",voorgeregte,positive
3392,"Sy kos is uitstekend (en nie duur volgens NYC-standaarde nie - geen voorgeregte van meer as $ 30 nie, die meeste voorgeregte $ 12 tot 14).",Kos,positive
3396,"Die kamer is 'n pragtige, tweevlakkige ruimte en die lang kroeg perfek vir 'n drankie.",Drink,neutral
3398,"Die kamer is 'n pragtige, tweevlakkige ruimte en die lang kroeg perfek vir 'n drankie.",Kamer,positive
3402,"Die kamer is 'n pragtige, tweevlakkige ruimte en die lang kroeg perfek vir 'n drankie.",Tweevlak-spasie,positive
3406,"Die kamer is 'n pragtige, tweevlakkige ruimte en die lang kroeg perfek vir 'n drankie.",lang balk,positive
3410,Gaan vir die Seafood Paella vir twee.,Seekos Paella vir twee,positive
3412,Selfs vir twee baie honger mense is daar nog baie kos oor om huis toe te neem (dit word ook baie goed verhit).,Kos,positive
3415,Al die apetizers is goed en die Sangria is baie goed.,Sangria,positive
3419,Al die apetizers is goed en die Sangria is baie goed.,Apetiseerders,positive
3423,Diens is gewoonlik redelik goed.,Diens,positive
3426,Die ontwerp is baie intiem en romanties.,Ontwerp,positive
3429,Die kos was wonderlik en verbeeldingryk.,Kos,positive
3432,Die personeel is baie skerp en hulle lyk ook goed.,Personeel,positive
3435,Dit was so 'n fantastiese eetervaring dat ek dieselfde week weer teruggekeer het.,Eet-ervaring,positive
3438,"Die kos is wonderlik, kunstig gedoen en eenvoudig heerlik.",Kos,positive
3441,Spaar plek vir woestyne - hulle is om voor te sterf.,woestyne,positive
3444,"Die enigste Argentynse chorizo-voorgereg teen $ 8,95 was 'n Italiaanse wors met 'n swaar vinkelgeur, soos dié wat vir $ 2,99 per pond in die winkel verkoop word.",Argentynse chorizo voorgereg,negative
3446,"Die enigste Argentynse chorizo-voorgereg teen $ 8,95 was 'n Italiaanse wors met 'n swaar vinkelgeur, soos dié wat vir $ 2,99 per pond in die winkel verkoop word.",Italiaanse wors met vinkelgeur,negative
3449,"Dit het goeie musiek, lekker tapas, 'n interessante verskeidenheid wyne (hoofsaaklik Spaans) en 'n rustige hip buurtkliënte.",seleksie van wyne (hoofsaaklik Spaans),positive
3451,"Dit het goeie musiek, lekker tapas, 'n interessante verskeidenheid wyne (hoofsaaklik Spaans) en 'n rustige hip buurtkliënte.",tapas,positive
3455,"Dit het goeie musiek, lekker tapas, 'n interessante verskeidenheid wyne (hoofsaaklik Spaans) en 'n rustige hip buurtkliënte.",kliënte,positive
3459,"Dit het goeie musiek, lekker tapas, 'n interessante verskeidenheid wyne (hoofsaaklik Spaans) en 'n rustige hip buurtkliënte.",Musiek,positive
3463,Die belangrikste is dat dit redelik geprys is.,Geprys,positive
3466,"Ek gaan al jare na hierdie restaurant, in die verlede was die diens gemiddeld en die kos teenstrydig.",Diens,neutral
3470,"Ek gaan al jare na hierdie restaurant, in die verlede was die diens gemiddeld en die kos teenstrydig.",Kos,negative
3474,"Wat 'n verskil, die diens was baie vertroostend en die kos was beter as die gemiddelde, maar wat regtig uitgestaan het, was so 'n dinamiese en uitgebreide bierlys.",Diens,positive
3478,"Wat 'n verskil, die diens was baie vertroostend en die kos was beter as die gemiddelde, maar wat regtig uitgestaan het, was so 'n dinamiese en uitgebreide bierlys.",bier lys,positive
3482,"Wat 'n verskil, die diens was baie vertroostend en die kos was beter as die gemiddelde, maar wat regtig uitgestaan het, was so 'n dinamiese en uitgebreide bierlys.",Kos,positive
3486,Baie mooi aanraking wat baie by die plek pas.,Plek,positive
3489,die negatiewe resensies op City Search is waarskynlik van jaloerse mededingende restaurante wat besef dat hulle nie kan meeding met Temple se hele positiewe houding oor die regte manier om hul kliënte te behandel en kos van topgehalte te lewer nie.,Houding,positive
3493,die negatiewe resensies op City Search is waarskynlik van jaloerse mededingende restaurante wat besef dat hulle nie kan meeding met Temple se hele positiewe houding oor die regte manier om hul kliënte te behandel en kos van topgehalte te lewer nie.,Kos,positive
3497,Ek het pas my eerste besoek aan hierdie plek gehad en kan nie wag om terug te gaan en stadig deur die spyskaart te werk nie.,Kieslys,neutral
3499,Ek en my dogter het tevrede (nie gevul nie) vertrek en dit het goed gevoel om te weet ons het 'n gesonde middagete gehad.,Middagete,positive
3502,"Om nie oor die hoof gesien te word nie, die diens is uitstekend.",Diens,positive
3505,Die personeel is 100% Italiaans en die kos is so outentiek as wat dit kan wees.,Personeel,positive
3507,Die personeel is 100% Italiaans en die kos is so outentiek as wat dit kan wees.,Kos,positive
3510,Die gnocchi smelt letterlik in jou mond!,gnocchi,positive
3513,Alles omtrent hierdie plek is pragtig - selfs die badkamer!,Badkamer,positive
3516,Het ek genoem dat die koffie UITSTAANDE is?,Koffie,positive
3519,"Voorgeregte sluit klassieke soos lasagne, fettuccine Alfredo en hoenderparmigiana in.",hoender parmigiana,neutral
3521,"Voorgeregte sluit klassieke soos lasagne, fettuccine Alfredo en hoenderparmigiana in.",lasagne,neutral
3523,"Voorgeregte sluit klassieke soos lasagne, fettuccine Alfredo en hoenderparmigiana in.",Voorgeregte,neutral
3525,"Voorgeregte sluit klassieke soos lasagne, fettuccine Alfredo en hoenderparmigiana in.",fettuccine Alfredo,neutral
3527,Die ergste was egter die smaak.,Smaak,negative
