,ig,aspect,polarities
2364,"Nri ahụ dị ezigbo mma, ọrụ ahụ dịkwa mma.",ọrụ,positive
2368,"Nri ahụ dị ezigbo mma, ọrụ ahụ dịkwa mma.",nri,positive
2372,"Na mi burrito, ebe a abụghị ihe ọ bụla ma ọ bụghị ọkụkọ gbara ọchịchịrị nke nwere nke ahụ na-esi nri n'izu gara aga ma na-ekpo ọkụ na uto microwave.",ọkụkọ,negative
2376,"Na mi burrito, ebe a abụghị ihe ọ bụla ma ọ bụghị ọkụkọ gbara ọchịchịrị nke nwere nke ahụ na-esi nri n'izu gara aga ma na-ekpo ọkụ na uto microwave.",uto,negative
2380,"Gaa na ndị pụrụ iche, ma nọrọ n'ebe dị anya site na salmon. ",pụrụ iche,positive
2384,"Gaa na ndị pụrụ iche, ma nọrọ n'ebe dị anya site na salmon. ",salmon,negative
2388,Pastas dị ezigbo mma.,pastas,positive
2391,Ikuku bụ bore.,Ikuku,negative
2394,Gaa ebe a ma ọ bụrụ na ịchọrọ salads ọhụrụ ma dị ụtọ nke ụdị ọ bụla ị nwere ike iche.,salads,positive
2397,Tuesday gara aga maka nri ehihie na enyi.,nri ehihie,neutral
2399,"Mgbe o chere ihe fọrọ nke nta ka ọ bụrụ otu awa, onye na-echere ya gwara anyị na ya echefuola inye kichin iwu anyị.",onye na-echere,negative
2402,"Mgbe o chere ihe fọrọ nke nta ka ọ bụrụ otu awa, onye na-echere ya gwara anyị na ya echefuola inye kichin iwu anyị.",na-echere,negative
2404,"Mgbe o chere ihe fọrọ nke nta ka ọ bụrụ otu awa, onye na-echere ya gwara anyị na ya echefuola inye kichin iwu anyị.",kichin,neutral
2406,M jụrụ ugboro ugboro ihe ọnọdụ nke nri bụ na bụ mara mma nke ukwuu grunted na site unbelievably mkparị waiter.,nri,neutral
2408,M jụrụ ugboro ugboro ihe ọnọdụ nke nri bụ na bụ mara mma nke ukwuu grunted na site unbelievably mkparị waiter.,onye na-echere,negative
2411,"Ebe a nwere nri India kachasị mma na New York, aka ala.",Nri India,positive
2414,The waiters bụ nnọọ enyi na enyi na-enye aka na ọ bụrụ na ị ugboro ugboro ha ga-echeta gị.,ndị na-echere,positive
2417,"Nri ahụ dịkwa mma, a na-enyekwa ya ngwa ngwa.",Na-eje ozi,positive
2421,"Nri ahụ dịkwa mma, a na-enyekwa ya ngwa ngwa.",nri,positive
2425,Mụ na di m anọwo ebe ahụ ma ọ dịkarịa ala ugboro 6 ma nye anyị mgbe niile ọrụ kachasị elu na mgbe mgbe desserts n'efu.,ọrụ,positive
2429,Mụ na di m anọwo ebe ahụ ma ọ dịkarịa ala ugboro 6 ma nye anyị mgbe niile ọrụ kachasị elu na mgbe mgbe desserts n'efu.,desserts,positive
2433,"Ọ bụrụ na ị na-achọ ịnụ ụtọ ụfọdụ nnukwu nri India ma chọọ ọrụ dị mma, maa gaa Curry Leaf.",Nri India,positive
2437,"Ọ bụrụ na ị na-achọ ịnụ ụtọ ụfọdụ nnukwu nri India ma chọọ ọrụ dị mma, maa gaa Curry Leaf.",ọrụ,positive
2441,"El Nidos otu n'ime ụlọ oriri na ọṅụṅụ kachasị mma na New York nke m gara, nwere nnukwu ihe dị ụtọ, ọnụ na-agba pizza mmiri.",Pizza aka,positive
2444,"A na-eme pizza ọhụrụ, crispy, ma dị njikere ije ozi.",Pizza aka,positive
2447,Ọrụ anyị nwetara bụ enyi na enyi ma dị mma.,ọrụ,positive
2450,"Enwere m ike ikwu na wraps, burgers na salads niile dị ọhụrụ, tọrọ ụtọ na mango margareta na $ 9 bara uru ego ahụ.",salads,positive
2454,"Enwere m ike ikwu na wraps, burgers na salads niile dị ọhụrụ, tọrọ ụtọ na mango margareta na $ 9 bara uru ego ahụ.",mango margareta,positive
2458,"Enwere m ike ikwu na wraps, burgers na salads niile dị ọhụrụ, tọrọ ụtọ na mango margareta na $ 9 bara uru ego ahụ.",wraps,positive
2462,"Enwere m ike ikwu na wraps, burgers na salads niile dị ọhụrụ, tọrọ ụtọ na mango margareta na $ 9 bara uru ego ahụ.",burgers,positive
2466,"Ugbu a na-akpọ Nikki Sushi, sushi dị mma.",sushi,neutral
2469,Hamburger ọhụrụ nwere ihendori pụrụ iche dị mma - ọ dịkarịa ala karịa nnukwu mac!,Hamburger ọhụrụ na ihendori pụrụ iche,positive
2473,Hamburger ọhụrụ nwere ihendori pụrụ iche dị mma - ọ dịkarịa ala karịa nnukwu mac!,nnukwu mac,negative
2477,"Ma, filet mignon adịghị nnọọ mma na niile mmanya hour na-agụnye free appetizers (mma na-abụghị sushi nhọrọ).",Nhọrọ na-abụghị sushi,positive
2481,"Ma, filet mignon adịghị nnọọ mma na niile mmanya hour na-agụnye free appetizers (mma na-abụghị sushi nhọrọ).",Appetizers,positive
2485,"Ma, filet mignon adịghị nnọọ mma na niile mmanya hour na-agụnye free appetizers (mma na-abụghị sushi nhọrọ).",mmanya hour,positive
2487,"Ma, filet mignon adịghị nnọọ mma na niile mmanya hour na-agụnye free appetizers (mma na-abụghị sushi nhọrọ).",filet mignon,negative
2491,Ọ BỤ NAANỊ OHERE ANYỊ NWERE ILETA MA CHỌỌ EZIGBO NRI ỊTALI.,NRI ỊTALI,neutral
2494,HA NWERE NDỊ NA-ECHERE N'AKỤKỤ ỤZỌ NA-AGBALỊ ỊDỌRỌ GỊ NKE MERE KA ANYỊ NA-ENYO ENYO.,NDỊ NA-ECHERE,neutral
2496,O nwere ike ịbụ na LasAGNA bụ ihe kasị mma m detụrụ.,LasAGNA,positive
2499,The menu bụ na-adọrọ mmasị na nnọọ ezi uche ọnụ.,ọnụ,positive
2503,The menu bụ na-adọrọ mmasị na nnọọ ezi uche ọnụ.,menu,positive
2507,Nri ahụ dị ụtọ ma doo anya na a na-eji ihe ndị ọhụrụ eme ihe.,Ihe ndị na-emepụta ihe,positive
2511,Nri ahụ dị ụtọ ma doo anya na a na-eji ihe ndị ọhụrụ eme ihe.,nri,positive
2515,Ndị ọrụ ahụ nwere ezigbo enyi ma na-atọ ụtọ.,ndị ọrụ,positive
2518,"Ụlọ ahụ dị ntakịrị larịị, ma o siri ike ime ka obere ebe dị otú ahụ bụrụ ihe na-akpali akpali ma agaghị m atụ aro na dịka ihe kpatara ịghara ịga.",ụlọ,negative
2521,"Ụlọ ahụ dị ntakịrị larịị, ma o siri ike ime ka obere ebe dị otú ahụ bụrụ ihe na-akpali akpali ma agaghị m atụ aro na dịka ihe kpatara ịghara ịga.",ebe,negative
2523,"Nwere nri abalị mara mma na nkwonkwo nri mmiri a raara onwe ya nye, a kwadebere nri nke ọma ma gosipụta ya ma ọrụ ahụ dị mma ma dị ngwa.",ọrụ,positive
2527,"Nwere nri abalị mara mma na nkwonkwo nri mmiri a raara onwe ya nye, a kwadebere nri nke ọma ma gosipụta ya ma ọrụ ahụ dị mma ma dị ngwa.",nri,positive
2531,"Nwere nri abalị mara mma na nkwonkwo nri mmiri a raara onwe ya nye, a kwadebere nri nke ọma ma gosipụta ya ma ọrụ ahụ dị mma ma dị ngwa.",nri abalị,positive
2535,"Ohere dị mma, ọ bụrụhaala na ọ naghị enweta oke mmadụ jupụtara na nraranye singleminded maka nri ọ họọrọ na-eme ka Mare bụrụ nhọrọ dị ukwuu maka ndị hụrụ nri mmiri n'anya.",nri,positive
2537,"Ohere dị mma, ọ bụrụhaala na ọ naghị enweta oke mmadụ jupụtara na nraranye singleminded maka nri ọ họọrọ na-eme ka Mare bụrụ nhọrọ dị ukwuu maka ndị hụrụ nri mmiri n'anya.",nri oké osimiri,positive
2540,Na niile ụwa ma ọ bụ mediocre ebe na 8th ụzọ ọ dị mma inwe otu nke bụ nzọụkwụ n'elu na quaility na ikuku.,quaility,positive
2543,Na niile ụwa ma ọ bụ mediocre ebe na 8th ụzọ ọ dị mma inwe otu nke bụ nzọụkwụ n'elu na quaility na ikuku.,ikuku,positive
2546,Ọ bụrụ na ị na-amasị nri mmiri na / ma ọ bụ nri Greek ị ga-ahụ ebe a n'anya ọ bụ ezie na ọ bụghị nanị ihe ndị a.,nri oké osimiri,positive
2548,Ọ bụrụ na ị na-amasị nri mmiri na / ma ọ bụ nri Greek ị ga-ahụ ebe a n'anya ọ bụ ezie na ọ bụghị nanị ihe ndị a.,Greek nri,positive
2550,Nri ahụ fọrọ nke nta ka ọ bụrụ mgbe niile magburu onwe ya.,nri,positive
2553,Ndị ọkacha mmasị m ebe a bụ Tacos Pastor na Tostada de Tinga ...,Tacos Pastor,positive
2556,Ndị ọkacha mmasị m ebe a bụ Tacos Pastor na Tostada de Tinga ...,Tostada de Tinga,positive
2559,Ihe ndozi ahụ bụ ihe na mbụ mere ka m banye n'ọnụ ụzọ.,ihe ndozi,positive
2561,"Oké fries, meaty chili na stuffed butere poteto gburugburu a menu na-agụnye a jụụ, ultra-oké chocolate Frosty.",Stuffed eghe poteto,neutral
2563,"Oké fries, meaty chili na stuffed butere poteto gburugburu a menu na-agụnye a jụụ, ultra-oké chocolate Frosty.",meaty chili,neutral
2565,"Oké fries, meaty chili na stuffed butere poteto gburugburu a menu na-agụnye a jụụ, ultra-oké chocolate Frosty.",chocolate Frosty,positive
2569,"Oké fries, meaty chili na stuffed butere poteto gburugburu a menu na-agụnye a jụụ, ultra-oké chocolate Frosty.",menu,neutral
2571,"Oké fries, meaty chili na stuffed butere poteto gburugburu a menu na-agụnye a jụụ, ultra-oké chocolate Frosty.",fries,neutral
2575,M ga-ekwu na ha nwere otu n'ime oge nnyefe ngwa ngwa n'obodo ahụ.,oge nnyefe,positive
2578,Nri na-adị ọhụrụ mgbe niile ma na-ekpo ọkụ- dị njikere iri nri!,Nri,positive
2581,Kọfị bụ ihe dị mma karịa sandwiches Cosi karịrị akarị.,Kọfị,positive
2585,Kọfị bụ ihe dị mma karịa sandwiches Cosi karịrị akarị.,Cosi sandwiches,negative
2589,M ga-aga naanị maka kọfị nke bụ ụzọ dị mma karịa Starbucks ma ọ bụ ihe ndị yiri ya.,kọfị,positive
2592,"Ọ bụrụ na ị na-achọ ezigbo nri hong kong-style, lee anya ọzọ.",Hong Kong-style nri,positive
2595,Nri osikapa na efere noodle adịkarịghị agafe $ 5 ma tinye ihe ọṅụṅụ ice na-enye ume ọhụrụ maka $ 2 ma setịpụrụ gị maka abalị!,ice ihe ọṅụṅụ,positive
2598,Nri osikapa na efere noodle adịkarịghị agafe $ 5 ma tinye ihe ọṅụṅụ ice na-enye ume ọhụrụ maka $ 2 ma setịpụrụ gị maka abalị!,osikapa efere,positive
2600,Nri osikapa na efere noodle adịkarịghị agafe $ 5 ma tinye ihe ọṅụṅụ ice na-enye ume ọhụrụ maka $ 2 ma setịpụrụ gị maka abalị!,noodle efere,positive
2602,"N'ụzọ dị mwute, anyị họọrọ ntụpọ a maka nri ehihie dịka anyị mere ọtụtụ ije ma kwụsị na South St Seaport.",nri ehihie,neutral
2604,"Enweghị agwa akwụkwọ ndụ akwụkwọ ndụ, enweghị àkwá, enweghị uwe anchovy, enweghị olive nicoise, enweghị yabasị na-acha uhie uhie.",Yabasị uhie,neutral
2607,"Enweghị agwa akwụkwọ ndụ akwụkwọ ndụ, enweghị àkwá, enweghị uwe anchovy, enweghị olive nicoise, enweghị yabasị na-acha uhie uhie.",nike olive,neutral
2610,"Enweghị agwa akwụkwọ ndụ akwụkwọ ndụ, enweghị àkwá, enweghị uwe anchovy, enweghị olive nicoise, enweghị yabasị na-acha uhie uhie.",egg,neutral
2613,"Enweghị agwa akwụkwọ ndụ akwụkwọ ndụ, enweghị àkwá, enweghị uwe anchovy, enweghị olive nicoise, enweghị yabasị na-acha uhie uhie.",green agwa,neutral
2616,"Enweghị agwa akwụkwọ ndụ akwụkwọ ndụ, enweghị àkwá, enweghị uwe anchovy, enweghị olive nicoise, enweghị yabasị na-acha uhie uhie.",Anchovy ejiji,neutral
2619,"N'Ezie, nke a abụghị salad Nicoise ma ghara iri nri.",Nicoise salad,negative
2621,"Nwanyị ahụ na-adịghị mma nọ n'akụkụ anyị chere na ọ nyere iwu salad (gụnyere ịrịọ maka ejiji salad) ma kama nke ahụ, e nyere ya quesedilla.",salad ejiji,neutral
2623,"Nwanyị ahụ na-adịghị mma nọ n'akụkụ anyị chere na ọ nyere iwu salad (gụnyere ịrịọ maka ejiji salad) ma kama nke ahụ, e nyere ya quesedilla.",Quesedilla,neutral
2625,"Nwanyị ahụ na-adịghị mma nọ n'akụkụ anyị chere na ọ nyere iwu salad (gụnyere ịrịọ maka ejiji salad) ma kama nke ahụ, e nyere ya quesedilla.",salad,neutral
2627,"Mgbe ọ na-eme mkpesa, onye na-arụ ọrụ ahụ kwuru, Ndo.",waitress,neutral
2629,15% gratuity na-akpaghị aka gbakwunyere na ụgwọ ahụ.,gratuity,negative
2631,15% gratuity na-akpaghị aka gbakwunyere na ụgwọ ahụ.,bill,negative
2633,"The chocolate raspberry achicha bụ eluigwe- ọ bụghị kwa ụtọ, ma jupụtara flavor.",flavor,positive
2637,"The chocolate raspberry achicha bụ eluigwe- ọ bụghị kwa ụtọ, ma jupụtara flavor.",chocolate raspberry achicha,positive
2641,Nọdụ ala n'otu n'ime oche ndị ahụ dị mma.,oche oche,positive
2644,"Ikuku na-eburu gị gaa ebe ahụ, ebe ọtụtụ nrọ nke.",ikuku,positive
2646,Ma gị họrọ iced blended mocha ma ọ bụ na-ekpo ọkụ na-acha ọcha mocha ị bụ n'aka na-enwe oké obi ụtọ.,na-ekpo ọkụ na-acha ọcha mocha,positive
2648,Ma gị họrọ iced blended mocha ma ọ bụ na-ekpo ọkụ na-acha ọcha mocha ị bụ n'aka na-enwe oké obi ụtọ.,iced blended mocha,positive
2650,"Ọ bụ ezie na enwere ezigbo menu, ọ gaghị ewe nkeji iri iji nweta ihe ọṅụṅụ gị na 45 maka pizza dessert.",ihe ọṅụṅụ,neutral
2652,"Ọ bụ ezie na enwere ezigbo menu, ọ gaghị ewe nkeji iri iji nweta ihe ọṅụṅụ gị na 45 maka pizza dessert.",menu,positive
2655,"Ọ bụ ezie na enwere ezigbo menu, ọ gaghị ewe nkeji iri iji nweta ihe ọṅụṅụ gị na 45 maka pizza dessert.",dessert pizza,neutral
2657,Anyị mechara pụọ naanị n'ihi na ndị ọrụ nchere na-eleghara anyị anya - n'agbanyeghị na ụlọ oriri na ọṅụṅụ ndị ọzọ bụ n'ụzọ dị ukwuu efu.,ndị ọrụ na-echere,negative
2660,Nri abalị ha pụrụ iche dị egwu.,Nri abalị pụrụ iche,positive
2663,"N'ihi na ihe dị ka iri na otu bucks ị na-a gigantic burrito (ma ọ bụ tacos), margarita, na dessert.",Tacos,positive
2666,"N'ihi na ihe dị ka iri na otu bucks ị na-a gigantic burrito (ma ọ bụ tacos), margarita, na dessert.",margarita,neutral
2668,"N'ihi na ihe dị ka iri na otu bucks ị na-a gigantic burrito (ma ọ bụ tacos), margarita, na dessert.",dessert,neutral
2670,"N'ihi na ihe dị ka iri na otu bucks ị na-a gigantic burrito (ma ọ bụ tacos), margarita, na dessert.",burrito,positive
2673,Zuru okè maka nri ngwa ngwa.,nri,positive
2676,"Ọ dịghị ele anya dị ka ọtụtụ ihe n'èzí, ma nkeji ị na-eje ije n'ime, ọ bụ a dum ọzọ ikuku.",ikuku,positive
2678,"Ọ dịghị ele anya dị ka ọtụtụ ihe n'èzí, ma nkeji ị na-eje ije n'ime, ọ bụ a dum ọzọ ikuku.",n'èzí,negative
2680,M gara Common Stock maka brunch na m nnọọ mmasị.,brunch,neutral
2683,Enyi m nwere burger na m nwere ndị a magburu onwe blueberry pancakes.,burger,neutral
2685,Enyi m nwere burger na m nwere ndị a magburu onwe blueberry pancakes.,blueberry pancakes,positive
2688,Anyị nwere nnọọ obi ụtọ na nri anyị ma nwee obi ụtọ ọbụna karị mgbe anyị hụrụ ụgwọ ahụ.,bill,positive
2692,Anyị nwere nnọọ obi ụtọ na nri anyị ma nwee obi ụtọ ọbụna karị mgbe anyị hụrụ ụgwọ ahụ.,nri,positive
2696,Ha na-eweta ụgbọ ibu ihendori ruo na tebụl gị ma nye gị nhọrọ 7 ma ọ bụ 8 nke sauces maka steak gị (agbalịrị m ha NIILE).,ihendori cart,neutral
2698,Ha na-eweta ụgbọ ibu ihendori ruo na tebụl gị ma nye gị nhọrọ 7 ma ọ bụ 8 nke sauces maka steak gị (agbalịrị m ha NIILE).,tebụl,neutral
2700,Ha na-eweta ụgbọ ibu ihendori ruo na tebụl gị ma nye gị nhọrọ 7 ma ọ bụ 8 nke sauces maka steak gị (agbalịrị m ha NIILE).,Nhọrọ nke sauces,positive
2702,Ha na-eweta ụgbọ ibu ihendori ruo na tebụl gị ma nye gị nhọrọ 7 ma ọ bụ 8 nke sauces maka steak gị (agbalịrị m ha NIILE).,steak,neutral
2704,Ọrụ ahụ dị n'ókè - gịnị ọzọ ị ga-atụ anya n'aka Ritz?,ọrụ,positive
2707,Dessert bụkwa ịnwụ maka!,Dessert,positive
2710,Àgwà nke anụ ahụ kwekọrọ na ụlọ ahịa nri mpaghara gị.,Quality nke anụ ahụ,negative
2713,A maara ọrụ maka ịgbagọ azụ azụ iji mee ka onye ọ bụla nwee obi ụtọ.,Ọrụ,positive
2716,"Efere denoted dị ka ""Roy si Classics"" (akara na menu na asterisks) na-agbalị-na-ezi Ezi Ntụziaka, dị ka macadamia-crusted mahi mahi, ma ọ bụ subtly ụtọ mmanụ aṅụ-mustard ehi obere ọgịrịga.","""Roy's Classics""",positive
2719,"Efere denoted dị ka ""Roy si Classics"" (akara na menu na asterisks) na-agbalị-na-ezi Ezi Ntụziaka, dị ka macadamia-crusted mahi mahi, ma ọ bụ subtly ụtọ mmanụ aṅụ-mustard ehi obere ọgịrịga.",Macadamia-crusted mahi mahi mahi,positive
2722,"Efere denoted dị ka ""Roy si Classics"" (akara na menu na asterisks) na-agbalị-na-ezi Ezi Ntụziaka, dị ka macadamia-crusted mahi mahi, ma ọ bụ subtly ụtọ mmanụ aṅụ-mustard ehi obere ọgịrịga.",Efere,positive
2725,"Efere denoted dị ka ""Roy si Classics"" (akara na menu na asterisks) na-agbalị-na-ezi Ezi Ntụziaka, dị ka macadamia-crusted mahi mahi, ma ọ bụ subtly ụtọ mmanụ aṅụ-mustard ehi obere ọgịrịga.",Sweet mmanụ aṅụ-mustard beef short ọgịrịga,positive
2728,"Efere denoted dị ka ""Roy si Classics"" (akara na menu na asterisks) na-agbalị-na-ezi Ezi Ntụziaka, dị ka macadamia-crusted mahi mahi, ma ọ bụ subtly ụtọ mmanụ aṅụ-mustard ehi obere ọgịrịga.",menu,neutral
2730,"Efere denoted dị ka ""Roy si Classics"" (akara na menu na asterisks) na-agbalị-na-ezi Ezi Ntụziaka, dị ka macadamia-crusted mahi mahi, ma ọ bụ subtly ụtọ mmanụ aṅụ-mustard ehi obere ọgịrịga.",Ntụziaka,positive
2733,"Dessert kachasị mma, chocolate na ahịhịa ahịhịa tart, abụghị karịsịa Hawaiian, mana ọ bụ obere ụwa ma a bịa n'ihe ụtọ.",sweets,neutral
2735,"Dessert kachasị mma, chocolate na ahịhịa ahịhịa tart, abụghị karịsịa Hawaiian, mana ọ bụ obere ụwa ma a bịa n'ihe ụtọ.",dessert,positive
2738,"Dessert kachasị mma, chocolate na ahịhịa ahịhịa tart, abụghị karịsịa Hawaiian, mana ọ bụ obere ụwa ma a bịa n'ihe ụtọ.",chocolate na ahịhịa butter tart,positive
2740,"The nri abalị menu awade a dịgasị iche iche nke oké entrees, gụnyere ọhụrụ oké osimiri na nnukwu steaks, e nwekwara di na nwunye nke na-abụghị anụ ọzọ.",steaks,positive
2744,"The nri abalị menu awade a dịgasị iche iche nke oké entrees, gụnyere ọhụrụ oké osimiri na nnukwu steaks, e nwekwara di na nwunye nke na-abụghị anụ ọzọ.",Ndị ọzọ na-abụghị anụ,neutral
2746,"The nri abalị menu awade a dịgasị iche iche nke oké entrees, gụnyere ọhụrụ oké osimiri na nnukwu steaks, e nwekwara di na nwunye nke na-abụghị anụ ọzọ.",nri oké osimiri,positive
2750,"The nri abalị menu awade a dịgasị iche iche nke oké entrees, gụnyere ọhụrụ oké osimiri na nnukwu steaks, e nwekwara di na nwunye nke na-abụghị anụ ọzọ.",entrees,positive
2754,"The nri abalị menu awade a dịgasị iche iche nke oké entrees, gụnyere ọhụrụ oké osimiri na nnukwu steaks, e nwekwara di na nwunye nke na-abụghị anụ ọzọ.",nri abalị menu,positive
2758,"Ihe niile bụ scrumptious, si magburu onwe ọrụ site cute waitresses, ka oké lush ikuku.",ọrụ,positive
2762,"Ihe niile bụ scrumptious, si magburu onwe ọrụ site cute waitresses, ka oké lush ikuku.",Ndị na-eche nche,positive
2766,"Ihe niile bụ scrumptious, si magburu onwe ọrụ site cute waitresses, ka oké lush ikuku.",ikuku,positive
2770,"Ha n'ezie na-enye a na-atụrụ ndụ, tọrọ-azụ ikuku.",ikuku,positive
2773,"M bịara ọhụrụ na-atụ anya a oké nri, na ihe niile m nwetara bụ marginally otú-otú nri jere ozi na a ụlọ oriri na ọṅụṅụ na bụ nnọọ otú oyi anyị na-apụghị ịnụ ụtọ iri.",Na-eje ozi,neutral
2775,"M bịara ọhụrụ na-atụ anya a oké nri, na ihe niile m nwetara bụ marginally otú-otú nri jere ozi na a ụlọ oriri na ọṅụṅụ na bụ nnọọ otú oyi anyị na-apụghị ịnụ ụtọ iri.",nri,negative
2777,"M bịara ọhụrụ na-atụ anya a oké nri, na ihe niile m nwetara bụ marginally otú-otú nri jere ozi na a ụlọ oriri na ọṅụṅụ na bụ nnọọ otú oyi anyị na-apụghị ịnụ ụtọ iri.",nri,negative
2780,"O doro anya na onye na - arụ ọrụ anyị anwalebeghị nri ọ bụla, ọ dịghịkwa onye ga - akwado mmanya ọ bụla.",nri,neutral
2782,"O doro anya na onye na - arụ ọrụ anyị anwalebeghị nri ọ bụla, ọ dịghịkwa onye ga - akwado mmanya ọ bụla.",mmanya,neutral
2784,"O doro anya na onye na - arụ ọrụ anyị anwalebeghị nri ọ bụla, ọ dịghịkwa onye ga - akwado mmanya ọ bụla.",waitress,negative
2786,"The halibut cheek appetizer bịara na a na-emesapụ aka òkè nke foie gras, ma nke ahụ bụ banyere nanị ihe dị mma m nwere ike ikwu banyere nri.",halibut cheek appetizer,neutral
2790,"The halibut cheek appetizer bịara na a na-emesapụ aka òkè nke foie gras, ma nke ahụ bụ banyere nanị ihe dị mma m nwere ike ikwu banyere nri.",Akụkụ nke foie gras,positive
2794,Ihe ọdịnala Ịtali dị oke mma - dị ọnụ ala ma jee ozi n'ọnọdụ dị mma.,Na-eje ozi,positive
2796,Ihe ọdịnala Ịtali dị oke mma - dị ọnụ ala ma jee ozi n'ọnọdụ dị mma.,ịtọ,positive
2800,Ihe ọdịnala Ịtali dị oke mma - dị ọnụ ala ma jee ozi n'ọnọdụ dị mma.,Omenala Italian ihe,positive
2804,"N'ụzọ zuru oke al dente pasta, ọ bụghị mmiri mmiri na ihendori - akụkụ na-emesapụ aka.",akụkụ,positive
2808,"N'ụzọ zuru oke al dente pasta, ọ bụghị mmiri mmiri na ihendori - akụkụ na-emesapụ aka.",pasta,positive
2812,"N'ụzọ zuru oke al dente pasta, ọ bụghị mmiri mmiri na ihendori - akụkụ na-emesapụ aka.",ihendori,neutral
2816,Anyị nwere obi ụtọ nke ukwuu ma ga-alaghachi maka desserts ....,desserts,positive
2818,"My Chelsea si nnukwu na okike menu na-agụnye oge a, Westernized Japanese efere dị ka Foie Gras Unagi Napolean, Jap style hamburger steak, spicy cod roe spaghetti, oji cod na miso isi, na ogbe nke nwa atụrụ na oji truffle ihendori, ịkpọ aha ole na ole.",Ihe na-esi ísì ụtọ cod roe spaghetti,neutral
2822,"My Chelsea si nnukwu na okike menu na-agụnye oge a, Westernized Japanese efere dị ka Foie Gras Unagi Napolean, Jap style hamburger steak, spicy cod roe spaghetti, oji cod na miso isi, na ogbe nke nwa atụrụ na oji truffle ihendori, ịkpọ aha ole na ole.",Foie Gras Unagi Napolean,neutral
2826,"My Chelsea si nnukwu na okike menu na-agụnye oge a, Westernized Japanese efere dị ka Foie Gras Unagi Napolean, Jap style hamburger steak, spicy cod roe spaghetti, oji cod na miso isi, na ogbe nke nwa atụrụ na oji truffle ihendori, ịkpọ aha ole na ole.",Black cod na miso base,neutral
2830,"My Chelsea si nnukwu na okike menu na-agụnye oge a, Westernized Japanese efere dị ka Foie Gras Unagi Napolean, Jap style hamburger steak, spicy cod roe spaghetti, oji cod na miso isi, na ogbe nke nwa atụrụ na oji truffle ihendori, ịkpọ aha ole na ole.",menu,positive
2834,"My Chelsea si nnukwu na okike menu na-agụnye oge a, Westernized Japanese efere dị ka Foie Gras Unagi Napolean, Jap style hamburger steak, spicy cod roe spaghetti, oji cod na miso isi, na ogbe nke nwa atụrụ na oji truffle ihendori, ịkpọ aha ole na ole.",rack nke nwa atụrụ na oji truffle ihendori,neutral
2838,"My Chelsea si nnukwu na okike menu na-agụnye oge a, Westernized Japanese efere dị ka Foie Gras Unagi Napolean, Jap style hamburger steak, spicy cod roe spaghetti, oji cod na miso isi, na ogbe nke nwa atụrụ na oji truffle ihendori, ịkpọ aha ole na ole.",Japanese efere,neutral
2842,"My Chelsea si nnukwu na okike menu na-agụnye oge a, Westernized Japanese efere dị ka Foie Gras Unagi Napolean, Jap style hamburger steak, spicy cod roe spaghetti, oji cod na miso isi, na ogbe nke nwa atụrụ na oji truffle ihendori, ịkpọ aha ole na ole.",Jap style hamburger steak,neutral
2846,Desserts fọrọ nke nta ka ọ bụrụ ihe na-enweghị atụ: ọkacha mmasị m bụ Tart nke Ụbọchị ha.,Desserts,positive
2850,Desserts fọrọ nke nta ka ọ bụrụ ihe na-enweghị atụ: ọkacha mmasị m bụ Tart nke Ụbọchị ha.,Tart nke ụbọchị,positive
2854,"Ọrụ dị mma, nnukwu nri, uru dị mma, ọ dịghịkwa mgbe ị ga-echere n'ahịrị!",ọrụ,positive
2858,"Ọrụ dị mma, nnukwu nri, uru dị mma, ọ dịghịkwa mgbe ị ga-echere n'ahịrị!",chere,positive
2862,"Ọrụ dị mma, nnukwu nri, uru dị mma, ọ dịghịkwa mgbe ị ga-echere n'ahịrị!",uru,positive
2866,"Ọrụ dị mma, nnukwu nri, uru dị mma, ọ dịghịkwa mgbe ị ga-echere n'ahịrị!",nri,positive
2870,Ọ bara uru iburu ụgbọ ala gaa Chelsea naanị maka nri abalị dị egwu na My Chelsea.,nri abalị,positive
2873,"Enwetara m ohere iri nri na ntọala gị ọzọ izu ole na ole gara aga, anọ m n'ebe a na-eri nri gị.",Ebe a na-eri nri na-eri nri,neutral
2875,Akụkụ nke nri ndị pụtara bụ mediocre.,Akụkụ nke nri,neutral
2878,Olee otú olileanya ịnọgide na azụmahịa na ọrụ dị ka nke a?,ọrụ,negative
2880,"BEST spicy tuna mpịakọta, oké Asian salad.",Asian salad,positive
2884,"BEST spicy tuna mpịakọta, oké Asian salad.",Spicy tuna mpịakọta,positive
2888,Gbalịa mpịakọta rose (ọ bụghị na menu).,rose mpịakọta,positive
2891,Gbalịa mpịakọta rose (ọ bụghị na menu).,menu,neutral
2893,Mee ka tebụl ndị ọzọ- ikekwe ụlọ mmanya dị n'elu ụlọ?,n'elu ụlọ mmanya,neutral
2895,Mee ka tebụl ndị ọzọ- ikekwe ụlọ mmanya dị n'elu ụlọ?,tebụl,negative
2897,"Guacamole a rụrụ n'ụlọ, ndị na-ekweghị ekwe entrée, na gị kasị ịtụnanya deserts.",deserts,positive
2901,"Guacamole a rụrụ n'ụlọ, ndị na-ekweghị ekwe entrée, na gị kasị ịtụnanya deserts.",entrée,positive
2905,"Guacamole a rụrụ n'ụlọ, ndị na-ekweghị ekwe entrée, na gị kasị ịtụnanya deserts.",Guacamole arụrụ n'ụlọ,positive
