,zu,aspect,polarities
2523,"Waba nesidlo sakusihlwa esithandekayo kuleli lunga lokudla kwasolwandle elizinikezele, ukudla kwakulungiselelwe kahle futhi -kwethulwa futhi inkonzo yayimnandi futhi ishesha.",service,positive
2527,"Waba nesidlo sakusihlwa esithandekayo kuleli lunga lokudla kwasolwandle elizinikezele, ukudla kwakulungiselelwe kahle futhi -kwethulwa futhi inkonzo yayimnandi futhi ishesha.",ukudla,positive
2531,"Waba nesidlo sakusihlwa esithandekayo kuleli lunga lokudla kwasolwandle elizinikezele, ukudla kwakulungiselelwe kahle futhi -kwethulwa futhi inkonzo yayimnandi futhi ishesha.",isidlo sakusihlwa,positive
2535,"Isikhala esihle, inqobo nje uma singaphithizelanga kakhulu futhi ukuzinikela okukodwa ku-cuisine yayo ekhethiwe kwenza uMare akhethe kakhulu abathandi bokudla kwasolwandle.",cuisine,positive
2537,"Isikhala esihle, inqobo nje uma singaphithizelanga kakhulu futhi ukuzinikela okukodwa ku-cuisine yayo ekhethiwe kwenza uMare akhethe kakhulu abathandi bokudla kwasolwandle.",ukudla kwasolwandle,positive
2540,Ngazo zonke izindawo ezijwayelekile noma eziphakathi ku-8th avenue kumnandi ukuba nenye eyisinyathelo esingenhla ku-quaility nasemkhathini.,quaility,positive
2543,Ngazo zonke izindawo ezijwayelekile noma eziphakathi ku-8th avenue kumnandi ukuba nenye eyisinyathelo esingenhla ku-quaility nasemkhathini.,umkhathi,positive
2546,Uma uthanda ukudla kwasolwandle kanye / noma ukudla kwesiGreki uzoyithanda le ndawo nakuba ingagcini nje kulezi zinto.,ukudla kwasolwandle,positive
2548,Uma uthanda ukudla kwasolwandle kanye / noma ukudla kwesiGreki uzoyithanda le ndawo nakuba ingagcini nje kulezi zinto.,Ukudla kwesiGreki,positive
2550,Ukudla cishe kwakuhlale kuhle kakhulu.,ukudla,positive
2553,Izintandokazi zami lapha yi-Tacos Pastor kanye ne-Tostada de Tinga ...,Tacos Pastor,positive
2556,Izintandokazi zami lapha yi-Tacos Pastor kanye ne-Tostada de Tinga ...,Tostada de Tinga,positive
2559,Ukuhlobisa yikho okwangithola ekuqaleni emnyango.,decor,positive
2561,"Ama-fries amakhulu, i-chili enenyama kanye namazambane abhakwe agcwele ajikeleza imenyu ehlanganisa ushokoledi opholile, we-ultra-thick Frosty.",amazambane abhakwe agcwele,neutral
2563,"Ama-fries amakhulu, i-chili enenyama kanye namazambane abhakwe agcwele ajikeleza imenyu ehlanganisa ushokoledi opholile, we-ultra-thick Frosty.",chili meaty,neutral
2565,"Ama-fries amakhulu, i-chili enenyama kanye namazambane abhakwe agcwele ajikeleza imenyu ehlanganisa ushokoledi opholile, we-ultra-thick Frosty.",ushokoledi Frosty,positive
2569,"Ama-fries amakhulu, i-chili enenyama kanye namazambane abhakwe agcwele ajikeleza imenyu ehlanganisa ushokoledi opholile, we-ultra-thick Frosty.",imenyu,neutral
2571,"Ama-fries amakhulu, i-chili enenyama kanye namazambane abhakwe agcwele ajikeleza imenyu ehlanganisa ushokoledi opholile, we-ultra-thick Frosty.",fries,neutral
2575,Kumele ngithi banesinye sezikhathi zokulethwa okusheshayo edolobheni.,izikhathi zokulethwa,positive
2578,Ukudla kuhlale kusha futhi kushisa- kulungele ukudla!,Ukudla,positive
2581,Ikhofi kuyinto deal kangcono kuka overpriced Cosi sandwich.,Ikhofi,positive
2585,Ikhofi kuyinto deal kangcono kuka overpriced Cosi sandwich.,Cosi sandwich,negative
2589,Ngingaya kuphela ikhofi okuyinto indlela engcono kune-Starbucks noma okunye okunjalo.,ikhofi,positive
2592,"uma ufuna ukudla okuyiqiniso kwesitayela se-hong kong, ungabheki okunye.",ukudla kwesitayela se-hong kong,positive
2595,izitsha zelayisi nezitsha ze-noodle akuvamile ukudlula i- $ 5 bese ufaka isiphuzo seqhwa esiqabulayo se- $ 2 futhi usethelwe ubusuku!,isiphuzo seqhwa,positive
2598,izitsha zelayisi nezitsha ze-noodle akuvamile ukudlula i- $ 5 bese ufaka isiphuzo seqhwa esiqabulayo se- $ 2 futhi usethelwe ubusuku!,izitsha zelayisi,positive
2600,izitsha zelayisi nezitsha ze-noodle akuvamile ukudlula i- $ 5 bese ufaka isiphuzo seqhwa esiqabulayo se- $ 2 futhi usethelwe ubusuku!,izitsha noodle,positive
2602,"Ngeshwa, sakhetha le ndawo yokudla kwasemini njengoba sasenze ukuhamba okuningi futhi saphelela eSouth St Seaport.",isidlo sasemini,neutral
2604,"Akukho ubhontshisi oluhlaza, akukho iqanda, akukho ukugqoka kwe-anchovy, akukho iminqumo ye-nicoise, akukho u-anyanisi obomvu.",u-anyanisi obomvu,neutral
2607,"Akukho ubhontshisi oluhlaza, akukho iqanda, akukho ukugqoka kwe-anchovy, akukho iminqumo ye-nicoise, akukho u-anyanisi obomvu.",nicoise iminqumo,neutral
2610,"Akukho ubhontshisi oluhlaza, akukho iqanda, akukho ukugqoka kwe-anchovy, akukho iminqumo ye-nicoise, akukho u-anyanisi obomvu.",iqanda,neutral
2613,"Akukho ubhontshisi oluhlaza, akukho iqanda, akukho ukugqoka kwe-anchovy, akukho iminqumo ye-nicoise, akukho u-anyanisi obomvu.",ubhontshisi oluhlaza,neutral
2616,"Akukho ubhontshisi oluhlaza, akukho iqanda, akukho ukugqoka kwe-anchovy, akukho iminqumo ye-nicoise, akukho u-anyanisi obomvu.",ukugqoka anchovy,neutral
2619,"Eqinisweni, lokhu kwakungeyona isaladi le-Nicoise futhi kwakungadliwa kancane.",Isaladi le-Nicoise,negative
2621,Inkosikazi engeyinhle eduze kwethu yacabanga ukuthi i-oda isaladi (kufaka phakathi ukucela ukugqoka isaladi) futhi esikhundleni salokho yanikezwa i-quesedilla.,ukugqoka isaladi,neutral
2623,Inkosikazi engeyinhle eduze kwethu yacabanga ukuthi i-oda isaladi (kufaka phakathi ukucela ukugqoka isaladi) futhi esikhundleni salokho yanikezwa i-quesedilla.,quesedilla,neutral
2625,Inkosikazi engeyinhle eduze kwethu yacabanga ukuthi i-oda isaladi (kufaka phakathi ukucela ukugqoka isaladi) futhi esikhundleni salokho yanikezwa i-quesedilla.,isaladi,neutral
2627,"Ngesikhathi ekhononda, i-waitress yathi, Uxolo.",waitress,neutral
2629,15% gratuity ngokuzenzakalelayo wanezela bill.,gratuity,negative
2631,15% gratuity ngokuzenzakalelayo wanezela bill.,bill,negative
2633,"Ikhekhe ushokoledi raspberry ezulwini- hhayi amnandi kakhulu, kodwa egcwele ukunambitheka.",ukunambitheka,positive
2637,"Ikhekhe ushokoledi raspberry ezulwini- hhayi amnandi kakhulu, kodwa egcwele ukunambitheka.",ushokoledi raspberry ikhekhe,positive
2641,Hlala emuva kwesinye salezo zihlalo ezikhululekile.,izihlalo,positive
2644,"Umkhathi ukuyisa kuleyo ndawo, indawo abaningi abaphupha kuyo.",umkhathi,positive
2646,Kungakhathaliseki ukuthi ukhetha i-mocha ehlanganisiwe eneqhwa noma i-mocha emhlophe eshisayo uqinisekile ukuthi ujabule kakhulu.,i-mocha emhlophe eshisayo,positive
2648,Kungakhathaliseki ukuthi ukhetha i-mocha ehlanganisiwe eneqhwa noma i-mocha emhlophe eshisayo uqinisekile ukuthi ujabule kakhulu.,i-mocha ehlanganisiwe eneqhwa,positive
2650,"Ngenkathi kukhona imenyu ehloniphekile, akufanele kuthathe imizuzu eyishumi ukuthola iziphuzo zakho kanye ne-45 ye-pizza ye-dessert.",iziphuzo,neutral
2652,"Ngenkathi kukhona imenyu ehloniphekile, akufanele kuthathe imizuzu eyishumi ukuthola iziphuzo zakho kanye ne-45 ye-pizza ye-dessert.",imenyu,positive
2655,"Ngenkathi kukhona imenyu ehloniphekile, akufanele kuthathe imizuzu eyishumi ukuthola iziphuzo zakho kanye ne-45 ye-pizza ye-dessert.",dessert pizza,neutral
2657,Saqeda kufanele sihambe nje ngoba ngokuyisisekelo sasishaywa indiva ngabasebenzi bokulinda-yize yonke indawo yokudlela yayingenalutho kakhulu.,linda abasebenzi,negative
2660,izipesheli zabo zesidlo sakusihlwa zimnandi.,dinner okukhethekile,positive
2663,"cishe ama-bucks ayishumi nanye uthola i-burrito enkulu (noma i-tacos), i-margarita, ne-dessert.",tacos,positive
2666,"cishe ama-bucks ayishumi nanye uthola i-burrito enkulu (noma i-tacos), i-margarita, ne-dessert.",margarita,neutral
2668,"cishe ama-bucks ayishumi nanye uthola i-burrito enkulu (noma i-tacos), i-margarita, ne-dessert.",dessert,neutral
2670,"cishe ama-bucks ayishumi nanye uthola i-burrito enkulu (noma i-tacos), i-margarita, ne-dessert.",burrito,positive
2673,ephelele ukudla okusheshayo.,isidlo,positive
2676,"Akubukeki njengokuningi ngaphandle, kodwa ngomzuzu ohamba ngaphakathi, kungcono omunye umkhathi wonke.",umkhathi,positive
2678,"Akubukeki njengokuningi ngaphandle, kodwa ngomzuzu ohamba ngaphakathi, kungcono omunye umkhathi wonke.",ngaphandle,negative
2680,Ngaya eCommon Stock nge-brunch futhi ngahlabeka umxhwele kakhulu.,brunch,neutral
2683,Umngane wami wayene-burger futhi nganginala ma-pancake amangalisayo e-blueberry.,Burger,neutral
2685,Umngane wami wayene-burger futhi nganginala ma-pancake amangalisayo e-blueberry.,ama-pancake e-blueberry,positive
2688,Sasijabule kakhulu ngokudla kwethu futhi sajabula nakakhulu lapho sibona ibhilidi.,bill,positive
2692,Sasijabule kakhulu ngokudla kwethu futhi sajabula nakakhulu lapho sibona ibhilidi.,ukudla,positive
2696,Baletha inqola ye-sauce kuze kufike etafuleni lakho futhi bakunikeze kuze kufike ku-7 noma i-8 ukukhetha amasoso we-steak yakho (ngazama BONKE).,sauce inqola,neutral
2698,Baletha inqola ye-sauce kuze kufike etafuleni lakho futhi bakunikeze kuze kufike ku-7 noma i-8 ukukhetha amasoso we-steak yakho (ngazama BONKE).,ithebula,neutral
2700,Baletha inqola ye-sauce kuze kufike etafuleni lakho futhi bakunikeze kuze kufike ku-7 noma i-8 ukukhetha amasoso we-steak yakho (ngazama BONKE).,ukukhetha amasoso,positive
2702,Baletha inqola ye-sauce kuze kufike etafuleni lakho futhi bakunikeze kuze kufike ku-7 noma i-8 ukukhetha amasoso we-steak yakho (ngazama BONKE).,steak,neutral
2704,Insizakalo yayiseqophelweni - yini enye ongayilindela ku-Ritz?,service,positive
2707,I-dessert nayo kwakufanele ife!,Dessert,positive
2710,Ikhwalithi yenyama yayilingana nesitolo sokudla sendawo yakho.,ikhwalithi yenyama,negative
2713,Inkonzo yaziwa ngokugoba emuva ukuze wonke umuntu ajabule.,Service,positive
2716,"Izitsha eziboniswa ngokuthi ""i-Roy's Classics"" (ephawulwe kwimenyu ene-asterisks) yindlela yokupheka ezame futhi eyiqiniso, njenge-macadamia-crusted mahi mahi, noma i-subtly sweet honey-mustard beef short ribs.","""Roy's Classics""",positive
2719,"Izitsha eziboniswa ngokuthi ""i-Roy's Classics"" (ephawulwe kwimenyu ene-asterisks) yindlela yokupheka ezame futhi eyiqiniso, njenge-macadamia-crusted mahi mahi, noma i-subtly sweet honey-mustard beef short ribs.",macadamia-crusted mahi mahi,positive
2722,"Izitsha eziboniswa ngokuthi ""i-Roy's Classics"" (ephawulwe kwimenyu ene-asterisks) yindlela yokupheka ezame futhi eyiqiniso, njenge-macadamia-crusted mahi mahi, noma i-subtly sweet honey-mustard beef short ribs.",Izitsha,positive
2725,"Izitsha eziboniswa ngokuthi ""i-Roy's Classics"" (ephawulwe kwimenyu ene-asterisks) yindlela yokupheka ezame futhi eyiqiniso, njenge-macadamia-crusted mahi mahi, noma i-subtly sweet honey-mustard beef short ribs.",amnandi uju-lwesinaphi yenkomo izimbambo iDemo,positive
2728,"Izitsha eziboniswa ngokuthi ""i-Roy's Classics"" (ephawulwe kwimenyu ene-asterisks) yindlela yokupheka ezame futhi eyiqiniso, njenge-macadamia-crusted mahi mahi, noma i-subtly sweet honey-mustard beef short ribs.",imenyu,neutral
2730,"Izitsha eziboniswa ngokuthi ""i-Roy's Classics"" (ephawulwe kwimenyu ene-asterisks) yindlela yokupheka ezame futhi eyiqiniso, njenge-macadamia-crusted mahi mahi, noma i-subtly sweet honey-mustard beef short ribs.",zokupheka,positive
2733,"I-dessert engcono kakhulu, ushokoledi kanye ne-peanut butter tart, akuyona ikakhulukazi iHawaiian, kodwa izwe elincane uma kuziwa kumaswidi.",amaswidi,neutral
2735,"I-dessert engcono kakhulu, ushokoledi kanye ne-peanut butter tart, akuyona ikakhulukazi iHawaiian, kodwa izwe elincane uma kuziwa kumaswidi.",dessert,positive
2738,"I-dessert engcono kakhulu, ushokoledi kanye ne-peanut butter tart, akuyona ikakhulukazi iHawaiian, kodwa izwe elincane uma kuziwa kumaswidi.",ushokoledi kanye ne-peanut butter tart,positive
2740,"imenyu yesidlo sakusihlwa inikeza izinhlobonhlobo ze-entrees ezinkulu, kufaka phakathi ukudla kwasolwandle okusha kanye nama-steaks amakhulu, kukhona nezinye izindlela ezimbalwa ezingezona inyama.",steaks,positive
2744,"imenyu yesidlo sakusihlwa inikeza izinhlobonhlobo ze-entrees ezinkulu, kufaka phakathi ukudla kwasolwandle okusha kanye nama-steaks amakhulu, kukhona nezinye izindlela ezimbalwa ezingezona inyama.",ezinye izindlela ezingezona inyama,neutral
2746,"imenyu yesidlo sakusihlwa inikeza izinhlobonhlobo ze-entrees ezinkulu, kufaka phakathi ukudla kwasolwandle okusha kanye nama-steaks amakhulu, kukhona nezinye izindlela ezimbalwa ezingezona inyama.",ukudla kwasolwandle,positive
2750,"imenyu yesidlo sakusihlwa inikeza izinhlobonhlobo ze-entrees ezinkulu, kufaka phakathi ukudla kwasolwandle okusha kanye nama-steaks amakhulu, kukhona nezinye izindlela ezimbalwa ezingezona inyama.",entrees,positive
2754,"imenyu yesidlo sakusihlwa inikeza izinhlobonhlobo ze-entrees ezinkulu, kufaka phakathi ukudla kwasolwandle okusha kanye nama-steaks amakhulu, kukhona nezinye izindlela ezimbalwa ezingezona inyama.",imenyu yesidlo sakusihlwa,positive
2758,"yonke into i-scrumptious, kusukela enkonzweni enhle kakhulu ngama-waitresses amnandi, kuya emkhathini oluhlaza kakhulu.",service,positive
2762,"yonke into i-scrumptious, kusukela enkonzweni enhle kakhulu ngama-waitresses amnandi, kuya emkhathini oluhlaza kakhulu.",ama-waitresses,positive
2766,"yonke into i-scrumptious, kusukela enkonzweni enhle kakhulu ngama-waitresses amnandi, kuya emkhathini oluhlaza kakhulu.",umkhathi,positive
2770,"banikeza ngempela umoya wokuphumula, obekiwe.",umkhathi,positive
2773,"Ngafika fresh elindele isidlo esikhulu, futhi konke engikutholile kancane ngakho-ke ukudla wakhonza endaweni yokudlela eyayibanda nje asikwazanga ukujabulela ukudla.",wakhonza,neutral
2775,"Ngafika fresh elindele isidlo esikhulu, futhi konke engikutholile kancane ngakho-ke ukudla wakhonza endaweni yokudlela eyayibanda nje asikwazanga ukujabulela ukudla.",isidlo,negative
2777,"Ngafika fresh elindele isidlo esikhulu, futhi konke engikutholile kancane ngakho-ke ukudla wakhonza endaweni yokudlela eyayibanda nje asikwazanga ukujabulela ukudla.",ukudla,negative
2780,"Kuyabonakala ukuthi i-waitress yethu yayingakaze izame noma yikuphi ukudla, futhi kwakungekho muntu wokuncoma noma yiliphi iwayini.",ukudla,neutral
2782,"Kuyabonakala ukuthi i-waitress yethu yayingakaze izame noma yikuphi ukudla, futhi kwakungekho muntu wokuncoma noma yiliphi iwayini.",iwayini,neutral
2784,"Kuyabonakala ukuthi i-waitress yethu yayingakaze izame noma yikuphi ukudla, futhi kwakungekho muntu wokuncoma noma yiliphi iwayini.",waitress,negative
2786,"I-halibut cheek appetizer yafika nengxenye enomusa ye-foe gras, kodwa lokho kumayelana nento enhle kuphela engingayisho ngokudla.",halibut cheek appetizer,neutral
2790,"I-halibut cheek appetizer yafika nengxenye enomusa ye-foe gras, kodwa lokho kumayelana nento enhle kuphela engingayisho ngokudla.",ingxenye ye-foe gras,positive
2794,Izinto zendabuko zase-Italy zinkulu - zishibhile futhi zikhonzwe endaweni ethokomele.,wakhonza,positive
2796,Izinto zendabuko zase-Italy zinkulu - zishibhile futhi zikhonzwe endaweni ethokomele.,isimiso,positive
2800,Izinto zendabuko zase-Italy zinkulu - zishibhile futhi zikhonzwe endaweni ethokomele.,izinto zendabuko zase-Italy,positive
2804,"Ngokuphelele al dente pasta, hhayi washonela sauce -- izingxenye ophanayo.",izingxenye,positive
2808,"Ngokuphelele al dente pasta, hhayi washonela sauce -- izingxenye ophanayo.",pasta,positive
2812,"Ngokuphelele al dente pasta, hhayi washonela sauce -- izingxenye ophanayo.",sauce,neutral
2816,Sizithokozise kahle futhi sizobe sibuyela emuva kuma-dessert ....,ama-dessert,positive
2818,"Imenyu yami ye-Chelsea ehlaba umxhwele futhi yokudala ihlanganisa izitsha zanamuhla, zaseNtshonalanga zaseJapane ezifana ne-Foie Gras Unagi Napolean, i-Jap style hamburger steak, i-cod roe spaghetti ebabayo, i-cod emnyama enesisekelo se-miso, kanye ne-rack yewundlu ku-black truffle sauce, uma sibala nje ezimbalwa.",okubabayo cod roe spaghetti,neutral
2822,"Imenyu yami ye-Chelsea ehlaba umxhwele futhi yokudala ihlanganisa izitsha zanamuhla, zaseNtshonalanga zaseJapane ezifana ne-Foie Gras Unagi Napolean, i-Jap style hamburger steak, i-cod roe spaghetti ebabayo, i-cod emnyama enesisekelo se-miso, kanye ne-rack yewundlu ku-black truffle sauce, uma sibala nje ezimbalwa.",Foie Gras Unagi Napolean,neutral
2826,"Imenyu yami ye-Chelsea ehlaba umxhwele futhi yokudala ihlanganisa izitsha zanamuhla, zaseNtshonalanga zaseJapane ezifana ne-Foie Gras Unagi Napolean, i-Jap style hamburger steak, i-cod roe spaghetti ebabayo, i-cod emnyama enesisekelo se-miso, kanye ne-rack yewundlu ku-black truffle sauce, uma sibala nje ezimbalwa.",i-cod emnyama enesisekelo se-miso,neutral
2830,"Imenyu yami ye-Chelsea ehlaba umxhwele futhi yokudala ihlanganisa izitsha zanamuhla, zaseNtshonalanga zaseJapane ezifana ne-Foie Gras Unagi Napolean, i-Jap style hamburger steak, i-cod roe spaghetti ebabayo, i-cod emnyama enesisekelo se-miso, kanye ne-rack yewundlu ku-black truffle sauce, uma sibala nje ezimbalwa.",imenyu,positive
2834,"Imenyu yami ye-Chelsea ehlaba umxhwele futhi yokudala ihlanganisa izitsha zanamuhla, zaseNtshonalanga zaseJapane ezifana ne-Foie Gras Unagi Napolean, i-Jap style hamburger steak, i-cod roe spaghetti ebabayo, i-cod emnyama enesisekelo se-miso, kanye ne-rack yewundlu ku-black truffle sauce, uma sibala nje ezimbalwa.",i-rack yewundlu ku-black truffle sauce,neutral
2838,"Imenyu yami ye-Chelsea ehlaba umxhwele futhi yokudala ihlanganisa izitsha zanamuhla, zaseNtshonalanga zaseJapane ezifana ne-Foie Gras Unagi Napolean, i-Jap style hamburger steak, i-cod roe spaghetti ebabayo, i-cod emnyama enesisekelo se-miso, kanye ne-rack yewundlu ku-black truffle sauce, uma sibala nje ezimbalwa.",izitsha Japanese,neutral
2842,"Imenyu yami ye-Chelsea ehlaba umxhwele futhi yokudala ihlanganisa izitsha zanamuhla, zaseNtshonalanga zaseJapane ezifana ne-Foie Gras Unagi Napolean, i-Jap style hamburger steak, i-cod roe spaghetti ebabayo, i-cod emnyama enesisekelo se-miso, kanye ne-rack yewundlu ku-black truffle sauce, uma sibala nje ezimbalwa.",Jap isitayela hamburger steak,neutral
2846,Ama-dessert acishe amangalisa: intandokazi yami siqu yi-Tart yabo yoSuku.,Ama-dessert,positive
2850,Ama-dessert acishe amangalisa: intandokazi yami siqu yi-Tart yabo yoSuku.,Tart of the Day,positive
2854,"Inkonzo enhle, ukudla okukhulu, inani elihle, futhi ungalokothi ulinde emgqeni!",service,positive
2858,"Inkonzo enhle, ukudla okukhulu, inani elihle, futhi ungalokothi ulinde emgqeni!",linda,positive
2862,"Inkonzo enhle, ukudla okukhulu, inani elihle, futhi ungalokothi ulinde emgqeni!",inani,positive
2866,"Inkonzo enhle, ukudla okukhulu, inani elihle, futhi ungalokothi ulinde emgqeni!",ukudla,positive
2870,Kufanelekile ukuthatha i-cab eya e-Chelsea nje isidlo sakusihlwa esabekayo e-My Chelsea.,isidlo sakusihlwa,positive
2873,"Ngithole ithuba lokudla ekusungulweni kwakho futhi emasontweni ambalwa edlule, ngangisendaweni yakho yokudlela ye-upstrairs.",upstrairs indawo yokudlela,neutral
2875,Izingxenye zokudla okwaphuma zaziphakathi.,izingxenye zokudla,neutral
2878,Ungathemba kanjani ukuhlala ebhizinisini ngenkonzo efana nale?,service,negative
2880,"BEST okubabayo tuna roll, isaladi omkhulu asian.",isaladi lase-asia,positive
2884,"BEST okubabayo tuna roll, isaladi omkhulu asian.",okubabayo tuna roll,positive
2888,Zama i-rose roll (hhayi kwimenyu).,rose roll,positive
2891,Zama i-rose roll (hhayi kwimenyu).,imenyu,neutral
2893,Yenza amatafula amaningi- mhlawumbe ibha yophahla?,ibha ophahleni,neutral
2895,Yenza amatafula amaningi- mhlawumbe ibha yophahla?,amatafula,negative
2897,"i-Guacamole eyenziwe ekhaya, i-entrée engakholeki, futhi i-thee izinkangala ezimangalisayo kakhulu.",izinkangala,positive
2901,"i-Guacamole eyenziwe ekhaya, i-entrée engakholeki, futhi i-thee izinkangala ezimangalisayo kakhulu.",entrée,positive
2905,"i-Guacamole eyenziwe ekhaya, i-entrée engakholeki, futhi i-thee izinkangala ezimangalisayo kakhulu.",Guacamole okuzenzela,positive
2908,Uma ungumlandeli weTequila ngeke uphoxeke.,Tequila,positive
2911,Letha usuku lwakho nebhodlela lewayini!,ibhodlela lewayini,neutral
2913,"Amatafula aseduze, ngakho-ke kungcono ukhululeke ukubhaxabulwa izindololwane nabanye abaxhasi.",Amathebula,negative
2916,Ukudla kwakudala njengokuhlobisa futhi bobabili basebenza.,decor,positive
2919,Ukudla kwakudala njengokuhlobisa futhi bobabili basebenza.,ukudla,positive
2922,"Isiphakamiso kuphela ukuthi weqa dessert, kwaba overpriced futhi wawa kancane ukunambitheka.",dessert,negative
2926,"Isiphakamiso kuphela ukuthi weqa dessert, kwaba overpriced futhi wawa kancane ukunambitheka.",ukunambitheka,negative
2930,"Ama-sandwich, ama-burger namasaladi, njenge-cobb egqoke i-lemon, yimpumelelo yakudala.",Sandwiches,positive
2933,"Ama-sandwich, ama-burger namasaladi, njenge-cobb egqoke i-lemon, yimpumelelo yakudala.",Burgers,positive
2936,"Ama-sandwich, ama-burger namasaladi, njenge-cobb egqoke i-lemon, yimpumelelo yakudala.",amasaladi,positive
2939,"Ama-sandwich, ama-burger namasaladi, njenge-cobb egqoke i-lemon, yimpumelelo yakudala.",i-cobb egqoke i-lemon,positive
2942,"Ama-hip boutiques kanye nemigoqo ku-Ludlow engeza emkhathini we-artsy, obekwe emuva kule takeout yesitayela sase-Israel kanye ne-eat-in burger joint.",umkhathi,positive
2945,"Ama-trendies amancane omakhelwane adla ekhawunteni emini, kuyilapho abaphuza i-chic, i-art-house ngemithamo enzima yenqwaba ye-munchies ebusuku.",counter,neutral
2947,"Indawo encane, yokudla yangaphandle yenza indawo yangasese, ekhululekile yokufunda yodwa noma ukuhlangana nabangani.",isikhala,positive
2951,"Indawo encane, yokudla yangaphandle yenza indawo yangasese, ekhululekile yokufunda yodwa noma ukuhlangana nabangani.",indawo yokudla yangaphandle,positive
2955,"Ama-burger ahlotshiswe ngesisa, ama-organic grilled ayisidlo esithandwa kakhulu, kodwa i-Jerusalem market-style falafel wraps kanye namasaladi aseMedithera--anezingqimba ezinama-beet, ushizi wembuzi nama-walnuts--alinganayo ama-scrumptious.",I-Jerusalem market-style falafel wraps,positive
2959,"Ama-burger ahlotshiswe ngesisa, ama-organic grilled ayisidlo esithandwa kakhulu, kodwa i-Jerusalem market-style falafel wraps kanye namasaladi aseMedithera--anezingqimba ezinama-beet, ushizi wembuzi nama-walnuts--alinganayo ama-scrumptious.",isidlo,positive
2963,"Ama-burger ahlotshiswe ngesisa, ama-organic grilled ayisidlo esithandwa kakhulu, kodwa i-Jerusalem market-style falafel wraps kanye namasaladi aseMedithera--anezingqimba ezinama-beet, ushizi wembuzi nama-walnuts--alinganayo ama-scrumptious.",ama-burger aqoshiwe e-organic,positive
2967,"Ama-burger ahlotshiswe ngesisa, ama-organic grilled ayisidlo esithandwa kakhulu, kodwa i-Jerusalem market-style falafel wraps kanye namasaladi aseMedithera--anezingqimba ezinama-beet, ushizi wembuzi nama-walnuts--alinganayo ama-scrumptious.","Amasaladi aseMedithera--anezingqimba ngama-beet, ushizi wembuzi nama-walnuts",positive
2969,"Ama-meat-phobes anenhlanhla nge-veggie burger engavamile, eyenziwe ngenhlanganisela ehlukile ye-chickpeas, izaqathe neminye imifino nezinongo.",izaqathe,positive
2973,"Ama-meat-phobes anenhlanhla nge-veggie burger engavamile, eyenziwe ngenhlanganisela ehlukile ye-chickpeas, izaqathe neminye imifino nezinongo.",chickpeas,positive
2977,"Ama-meat-phobes anenhlanhla nge-veggie burger engavamile, eyenziwe ngenhlanganisela ehlukile ye-chickpeas, izaqathe neminye imifino nezinongo.",imifino,positive
2981,"Ama-meat-phobes anenhlanhla nge-veggie burger engavamile, eyenziwe ngenhlanganisela ehlukile ye-chickpeas, izaqathe neminye imifino nezinongo.",izinongo,positive
2985,"Ama-meat-phobes anenhlanhla nge-veggie burger engavamile, eyenziwe ngenhlanganisela ehlukile ye-chickpeas, izaqathe neminye imifino nezinongo.",veggie burger,positive
2989,"Ukudla kwakunambitheka kakhulu, kwethulwa ngobuciko futhi iwayini lihle kakhulu.",iwayini,positive
2993,"Ukudla kwakunambitheka kakhulu, kwethulwa ngobuciko futhi iwayini lihle kakhulu.",ukudla,positive
2997,Dug indawo ibha blue kakhulu.,indawo yebha eluhlaza okwesibhakabhaka,positive
2999,Ku-Short The Black Sheep izihlukanisa nomhlambi we-Midtown pub ngokubukeka okuxubene ne-sports-bar butch kanye ne-kitsch ehlotshisiwe.,bheka,negative
3001,""" Imenyu ihlanganisa imali yokugibela i-pub--burgers, ama-steaks nabelusi be-pie-ngisho ne-portabella lasagna yalezo zimvu ezimnyama ezaziwa ngokuthi ""imifino.",Burgers,neutral
3003,""" Imenyu ihlanganisa imali yokugibela i-pub--burgers, ama-steaks nabelusi be-pie-ngisho ne-portabella lasagna yalezo zimvu ezimnyama ezaziwa ngokuthi ""imifino.",imenyu,neutral
3005,""" Imenyu ihlanganisa imali yokugibela i-pub--burgers, ama-steaks nabelusi be-pie-ngisho ne-portabella lasagna yalezo zimvu ezimnyama ezaziwa ngokuthi ""imifino.",pub fare,neutral
3007,""" Imenyu ihlanganisa imali yokugibela i-pub--burgers, ama-steaks nabelusi be-pie-ngisho ne-portabella lasagna yalezo zimvu ezimnyama ezaziwa ngokuthi ""imifino.",abelusi pie,neutral
3009,""" Imenyu ihlanganisa imali yokugibela i-pub--burgers, ama-steaks nabelusi be-pie-ngisho ne-portabella lasagna yalezo zimvu ezimnyama ezaziwa ngokuthi ""imifino.",steaks,neutral
3011,""" Imenyu ihlanganisa imali yokugibela i-pub--burgers, ama-steaks nabelusi be-pie-ngisho ne-portabella lasagna yalezo zimvu ezimnyama ezaziwa ngokuthi ""imifino.",portabella lasagna,neutral
3013,"Futhi wonke amaseva [wesifazane] amnandi futhi, okuhlale kumnandi.",[owesifazane] amaseva,positive
3015,Izingxenye zinkulu kakhulu futhi insizakalo imnandi !!,izingxenye,positive
3019,Izingxenye zinkulu kakhulu futhi insizakalo imnandi !!,service,positive
3023,Ngincoma inkukhu milanese.,inkukhu milanese,positive
3026,futhi umnikazi umane ethandekayo futhi enobungane.,umnikazi,positive
