,am,aspect,polarities
380,አገልግሎቱ ፍፁም ነው በዚህ የጣሊያን/ፈረንሳይ ምግብ ቤት ምንም ስህተት የለውም,አገልግሎት,positive
383,ፎይ ግራስ ጣፋጭና ጣፋጭ ነበር።,ፎይ ግራስ,positive
386,ምንም እንኳ ብዙም የማመሳከሪያ ጽሑፍ ባይኖረኝም የእኔ የዳክዬ ምት በጣም ጠንካራ ነበር።,ዳክዬ ምስጢር,positive
389,የመጠበቂያ ግንቡ ሠራተኞች ጨዋነት የጎደለው ወይም ጨዋነት የጎደለው ካልሆነ በጣም ተግባቢ ናቸው....... ባለፈው ቅዳሜና እሁድ በሊዮን የምንመገበው ምግብ በጣም አስደሳች ነበር ።,የመጠበቅ ሠራተኞች,positive
393,የመጠበቂያ ግንቡ ሠራተኞች ጨዋነት የጎደለው ወይም ጨዋነት የጎደለው ካልሆነ በጣም ተግባቢ ናቸው....... ባለፈው ቅዳሜና እሁድ በሊዮን የምንመገበው ምግብ በጣም አስደሳች ነበር ።,ምግብ,positive
397,የሳልሞኖቻቸውን ማናቸውንም የሳልሞኖች ምግቦቻቸውን እመክራለሁ......,ሳልሞኖች,positive
400,ግሩም ምግብ ቢሆንም አገልግሎቱ በጣም አስፈሪ ነበር!,አገልግሎት,negative
404,ግሩም ምግብ ቢሆንም አገልግሎቱ በጣም አስፈሪ ነበር!,ምግብ,positive
408,ሁለቱ አስተናጋጅ ሎሚ ሲጠቡ የነበሩ ይመስል ነበር።,አስተናጋጇ,negative
410,አገልግሎቱ በጣም አዝጋሚ ነበር (ቦታው ግማሽ ብቻ ሙሉ ነበር) እና ፈገግታ ጥሩ ይሆን ነበር...,አገልግሎት,negative
413,ምግብ ቤቱ ከፍተኛ ደረጃ ላይ በሚደርስበት ጊዜ በሕዝብ የተጨናነቀ ከመሆኑም በላይ ጠረጴዛዎቹ በጣም ይከብዳሉ።,ጠረጴዛዎች,negative
416,በቅድሚያ ምግብ ለመታየት እዚህ ከሆናችሁ፣ ታክሲ ውስጥ ዘልላችሁ ተጨማሪ 10 ደቂቃ ወስዳችሁ ወደ ከተማው ቦታ ሂዱ።,ቅድመ-ማሳያ ምግብ,neutral
418,ሁሉም ነገር ብቻ ነው... ምግቡ፣ ከባቢ አየር... ተአማኒነት የሌለበት ደግ እንግዳ ተቀባይ።,ከባቢ አየር,positive
420,ሁሉም ነገር ብቻ ነው... ምግቡ፣ ከባቢ አየር... ተአማኒነት የሌለበት ደግ እንግዳ ተቀባይ።,አስተናጋጇ,positive
423,ሁሉም ነገር ብቻ ነው... ምግቡ፣ ከባቢ አየር... ተአማኒነት የሌለበት ደግ እንግዳ ተቀባይ።,ምግብ,positive
425,ትንሽ ጮክ ብሎ የነበረ ቢሆንም አሁንም ቢሆን ጥሩና የፍቅር ስሜት ነበረው ።,ambiance,positive
428,ይሁን እንጂ በምግቡ በጣም አዝነን ነበር ።,ምግብ,negative
431,"ጥቁር የተጠበሰ ኮድፊሽን እመክራለሁ, ምሽት ላይ ምርጥ ምግነው.",ጥቁር የተጠበሰ ኮድፊሽ,positive
434,"ጥቁር የተጠበሰ ኮድፊሽን እመክራለሁ, ምሽት ላይ ምርጥ ምግነው.",dish,positive
437,ጣፋጭ የሽሪምፕ ክሪዮል ነበረኝ።,ሽሪምፕ ክሪዮል,positive
440,የዶሮ እራት በጣም ጥሩ ነበር ።,የዶሮ እራት,positive
443,ምግቡ ግን ጣፋጭ ነበር ።,ምግብ,positive
446,ቦታው በስሜት ውስጥ የተለመደ ነው ።,ቦታ,neutral
449,እንደ ንጉሡ ሸርጣን ሰላጣ ናፍቆት ያለው የፍራፍሬ ቫይናይግሬት እና ፌቱሲን በሮዝሜሪ ብርቱካንማ ስጎ ውስጥ የተጠበሰ የባሕር ምግቦች ያልተጠበቁ ንጥረ ነገሮች ናቸው።,bistro ሜኑ,neutral
453,እንደ ንጉሡ ሸርጣን ሰላጣ ናፍቆት ያለው የፍራፍሬ ቫይናይግሬት እና ፌቱሲን በሮዝሜሪ ብርቱካንማ ስጎ ውስጥ የተጠበሰ የባሕር ምግቦች ያልተጠበቁ ንጥረ ነገሮች ናቸው።,የንጉሥ ሸርጣን ሰላጣ በስሜት ፍሬ vinaigrette,positive
457,እንደ ንጉሡ ሸርጣን ሰላጣ ናፍቆት ያለው የፍራፍሬ ቫይናይግሬት እና ፌቱሲን በሮዝሜሪ ብርቱካንማ ስጎ ውስጥ የተጠበሰ የባሕር ምግቦች ያልተጠበቁ ንጥረ ነገሮች ናቸው።,የምጣኔ ሃሳቦች,positive
461,እንደ ንጉሡ ሸርጣን ሰላጣ ናፍቆት ያለው የፍራፍሬ ቫይናይግሬት እና ፌቱሲን በሮዝሜሪ ብርቱካንማ ስጎ ውስጥ የተጠበሰ የባሕር ምግቦች ያልተጠበቁ ንጥረ ነገሮች ናቸው።,fettuccine በሮዝሜሪ-ብርቱካን ስጎ ውስጥ የተፈጨ የባህር ምግቦች,positive
465,የሞንትፓርናሴ ጣፋጭ ምግቦች በተለይም የሐር ክሬም ብሩል እና በወረቀት ላይ የሚንጠለጠለው ፖም ታርት ምግብ ቤቱ ለጉዞው ዋጋ እንዲኖረው ለማድረግ በራሳቸው ጥሩ ናቸው።,ጣፋጭ ምግብ,positive
469,የሞንትፓርናሴ ጣፋጭ ምግቦች በተለይም የሐር ክሬም ብሩል እና በወረቀት ላይ የሚንጠለጠለው ፖም ታርት ምግብ ቤቱ ለጉዞው ዋጋ እንዲኖረው ለማድረግ በራሳቸው ጥሩ ናቸው።,ፖም ታርት,positive
473,የሞንትፓርናሴ ጣፋጭ ምግቦች በተለይም የሐር ክሬም ብሩል እና በወረቀት ላይ የሚንጠለጠለው ፖም ታርት ምግብ ቤቱ ለጉዞው ዋጋ እንዲኖረው ለማድረግ በራሳቸው ጥሩ ናቸው።,ክሬም brulee,positive
477,በዚህ ቅዳሜና እሁድ ወደ ፊልሞች ከመሄዴ በፊት ጥሩ ምግብ ተመገብኩ!,ምግብ,positive
480,ከጥቂት ጊዜ በኋላ ክሬፕ ምን ያህል ጣፋጭ ሊሆን እንደሚችል ረሳሁ ።,ክሬፕ,positive
483,ምግቡ–ባብዛኛው ጠለቅ ያለ ቢሆንም ቀላልና አርኪ ነው።,ምግብ,positive
486,ምግብ የሚመገቡ ሰዎች ከሰላጣ ጋር ተጣብቀው ይጣበባሉ አሊያም በአትዮጵያ ውስጥ የሚበሉ ምግቦችን ይመገባሉ።,ሰላጣ,positive
488,ምግብ የሚመገቡ ሰዎች ከሰላጣ ጋር ተጣብቀው ይጣበባሉ አሊያም በአትዮጵያ ውስጥ የሚበሉ ምግቦችን ይመገባሉ።,የአትዮጵያ ሳህን,positive
490,"ክሬሚ የሚባለው ንጥረ ነገር-ታራማሳላታ, እንቁላል ሰላጣ እና የግሪክ እርጎ (ከኩከምበር, ዲል እና ነጭ ሽንኩርት ጋር) በሞቃት ፒታዎች ላይ በሚመገብበት ጊዜ በጣም ጥሩ ጣዕም አለው.",taramasalata,positive
494,"ክሬሚ የሚባለው ንጥረ ነገር-ታራማሳላታ, እንቁላል ሰላጣ እና የግሪክ እርጎ (ከኩከምበር, ዲል እና ነጭ ሽንኩርት ጋር) በሞቃት ፒታዎች ላይ በሚመገብበት ጊዜ በጣም ጥሩ ጣዕም አለው.",ክሬሚ የቅመማ ቅመማ,positive
498,"ክሬሚ የሚባለው ንጥረ ነገር-ታራማሳላታ, እንቁላል ሰላጣ እና የግሪክ እርጎ (ከኩከምበር, ዲል እና ነጭ ሽንኩርት ጋር) በሞቃት ፒታዎች ላይ በሚመገብበት ጊዜ በጣም ጥሩ ጣዕም አለው.",የግሪክ እርጎ (ከኩከምበር፣ ከዲል እና ከነጭ ሽንኩርት ጋር),positive
500,"ክሬሚ የሚባለው ንጥረ ነገር-ታራማሳላታ, እንቁላል ሰላጣ እና የግሪክ እርጎ (ከኩከምበር, ዲል እና ነጭ ሽንኩርት ጋር) በሞቃት ፒታዎች ላይ በሚመገብበት ጊዜ በጣም ጥሩ ጣዕም አለው.",ሙቅ ፒታዎች,neutral
504,"ክሬሚ የሚባለው ንጥረ ነገር-ታራማሳላታ, እንቁላል ሰላጣ እና የግሪክ እርጎ (ከኩከምበር, ዲል እና ነጭ ሽንኩርት ጋር) በሞቃት ፒታዎች ላይ በሚመገብበት ጊዜ በጣም ጥሩ ጣዕም አለው.",እንቁላል ሰላጣ,positive
508,ምክንያቱም አስተናጋጆቹ ከባድ የአቲቱ ማስተካከያ ማድረግ ያስፈልጋቸዋል ።,አስተናጋጆች,negative
510,አስተናጋጆቹ ሁልጊዜ የተናደዱ ይመስላሉ፤ አልፎ ተርፎም በቋሚነት የሚንቀሳቀሰውን ነገር ችላ ይሉታል።,አስተናጋጆች,negative
513,ብዙ ጊዜ አስተናጋጆቹ ሥራቸውን ቀላል እንዳልሆነ ስለሚያውቁ መጥፎ ምግባር ማሳየት ንገራቸው።,አስተናጋጆች,negative
516,በመጨረሻም መጥፎ አገልግሎት በመመሥረቴ ናፍቆት ናፍቆኝ ነበር ።,አገልግሎት,negative
519,ባህላዊ፣ ቀለል ያለ የጣሊያን ምግብ ነው።,የጣሊያን ምግብ,positive
522,"ጥሩ ምግብ ብቻ ነው, ምንም ተጨማሪ እና እኛ የምንፈልገው ይህ ብቻ ነው!",ምግብ,positive
525,የወይን ጠጅ ዝርዝር ሰፊ፣ ጥሩ ዋጋ ያለውና ብዙ አካባቢዎችን የሚሸፍን ነው።,የወይን ጠጅ ዝርዝር,positive
529,የወይን ጠጅ ዝርዝር ሰፊ፣ ጥሩ ዋጋ ያለውና ብዙ አካባቢዎችን የሚሸፍን ነው።,ዋጋ,positive
533,ጥሩ ምግብ ጥሩ የወይን ጠጅ ነው።,ወይን ጠጅ,positive
537,ጥሩ ምግብ ጥሩ የወይን ጠጅ ነው።,ምግብ,positive
541,ለምግቡ የሚሰጠውን ቀላልነትና አክብሮት እወደዋለሁ፤ እንዲሁም ሠራተኞቹ ተግባቢና በደንብ የሚያውቁ ነበሩ።,በትር,positive
544,ለምግቡ የሚሰጠውን ቀላልነትና አክብሮት እወደዋለሁ፤ እንዲሁም ሠራተኞቹ ተግባቢና በደንብ የሚያውቁ ነበሩ።,ምግብ,positive
547,ምግቡ መካከለኛ ከመሆኑም በላይ አገልግሎቱ በጣም አዝጋሚ ነበር ።,ምግብ,neutral
551,ምግቡ መካከለኛ ከመሆኑም በላይ አገልግሎቱ በጣም አዝጋሚ ነበር ።,አገልግሎት,negative
555,2 ኛ ኮርሶቻችንን ለማቅረብ 2 1/2 ሰዓት ያህል ፈጅቶናል።,ኮርሶች,neutral
557,2 ኛ ኮርሶቻችንን ለማቅረብ 2 1/2 ሰዓት ያህል ፈጅቶናል።,ያገለገለ,negative
559,አንድ ብርጭቆ የወይን ጠጅ ካዘዝን በኋላ የወይን ጠጁ ከመምጣቱ በፊት መብላትና መክፈል ጨርሰን ነበር ።,ብርጭቆ የወይን ጠጅ,neutral
561,የተቀመጥኩበት የተጣጠፈ ወንበር ይከብደኝ ነበር ።,የተጣጠፈ ወንበር,negative
564,አስተናጋጁ ተግባቢ ነበር እናም አብሮት የሚሠራ ድጋፍ ሰጪ ሠራተኛ ስላልነበረው ያሳፍራል።,በትር,negative
566,አስተናጋጁ ተግባቢ ነበር እናም አብሮት የሚሠራ ድጋፍ ሰጪ ሠራተኛ ስላልነበረው ያሳፍራል።,አስተናጋጅ,positive
569,ለምግብ ቤት ሳምንት ሄድኩና ፕሪክስ ፊክስ ማውጫውን አዘዝኩ,prix fixe ሜኑ,neutral
571,የመጠበቂያ ግንባሩ ሠራተኞች በትኩረት የሚከታተሉና ትህትና ያላቸው ነበሩ ።,የመጠበቅ ሠራተኞች,positive
574,ጥራት ያለው ወደብ ያለው በብልሃት የተመረጠው የፖርቹጋል አይብ ጋሪ ፍጹም የሆነ ፍጻሜውን ይዟል።,ፖርቱጋል አይብ ጋሪ,positive
578,ጥራት ያለው ወደብ ያለው በብልሃት የተመረጠው የፖርቹጋል አይብ ጋሪ ፍጹም የሆነ ፍጻሜውን ይዟል።,ወደብ,positive
582,መጠጡ ትልቅና ትንሽ የሚያናውጥ ቢሆንም በጣም ግሩም ከመሆኑም በላይ ምግቡ በጣም ግሩም ነበር።,መጠጦች,positive
586,መጠጡ ትልቅና ትንሽ የሚያናውጥ ቢሆንም በጣም ግሩም ከመሆኑም በላይ ምግቡ በጣም ግሩም ነበር።,ምግብ,positive
590,ዋጋው አስከፊ አይደለም ።,ዋጋዎች,positive
593,አገልግሎቱ በጣም አስደሳች ከመሆኑም በላይ ለልደት ቀን በጣም ብዙ ነገር አላቸው ።,አገልግሎት,positive
596,"በሌሎቹ ጊዜያት ሄጃለሁ የፍቅር ቀን ሰማይ ነው, እርስዎ በመስኮቶች አጠገብ ዳስ ማግኘት, እንደ VIP በማይጨናነቅ ቦታ, ታላቅ ምግብ እና አገልግሎት ጋር መታየት ይችላሉ.",አገልግሎት,positive
600,"በሌሎቹ ጊዜያት ሄጃለሁ የፍቅር ቀን ሰማይ ነው, እርስዎ በመስኮቶች አጠገብ ዳስ ማግኘት, እንደ VIP በማይጨናነቅ ቦታ, ታላቅ ምግብ እና አገልግሎት ጋር መታየት ይችላሉ.",ምግብ,positive
604,"በሌሎቹ ጊዜያት ሄጃለሁ የፍቅር ቀን ሰማይ ነው, እርስዎ በመስኮቶች አጠገብ ዳስ ማግኘት, እንደ VIP በማይጨናነቅ ቦታ, ታላቅ ምግብ እና አገልግሎት ጋር መታየት ይችላሉ.",በመስኮት አጠገብ ዳስ,neutral
606,"በሌሎቹ ጊዜያት ሄጃለሁ የፍቅር ቀን ሰማይ ነው, እርስዎ በመስኮቶች አጠገብ ዳስ ማግኘት, እንደ VIP በማይጨናነቅ ቦታ, ታላቅ ምግብ እና አገልግሎት ጋር መታየት ይችላሉ.",ቦታ,positive
610,"ትኩስ አትክልቶች, ሁሉም ዓይነት የመካከለኛው ምስራቅ ዝርጋታ, አይብ እና ፋላፌል, ሾርባ, ዓሣ, ሩዝ, ሥር አትክልቶች, ሩዝ ሜድሌይ, አንዳንድ ስፒናች ነገር, የበግ ኬባብ, አይብ baclava ... በጣም ብዙ ፉድ፣ እና ሁሉ ጣፋጭ ነው።",አይብ,positive
613,"ትኩስ አትክልቶች, ሁሉም ዓይነት የመካከለኛው ምስራቅ ዝርጋታ, አይብ እና ፋላፌል, ሾርባ, ዓሣ, ሩዝ, ሥር አትክልቶች, ሩዝ ሜድሌይ, አንዳንድ ስፒናች ነገር, የበግ ኬባብ, አይብ baclava ... በጣም ብዙ ፉድ፣ እና ሁሉ ጣፋጭ ነው።",አዲስ የተንቆጠቆጠ,positive
614,"ትኩስ አትክልቶች, ሁሉም ዓይነት የመካከለኛው ምስራቅ ዝርጋታ, አይብ እና ፋላፌል, ሾርባ, ዓሣ, ሩዝ, ሥር አትክልቶች, ሩዝ ሜድሌይ, አንዳንድ ስፒናች ነገር, የበግ ኬባብ, አይብ baclava ... በጣም ብዙ ፉድ፣ እና ሁሉ ጣፋጭ ነው።",ዓሣ,positive
617,"ትኩስ አትክልቶች, ሁሉም ዓይነት የመካከለኛው ምስራቅ ዝርጋታ, አይብ እና ፋላፌል, ሾርባ, ዓሣ, ሩዝ, ሥር አትክልቶች, ሩዝ ሜድሌይ, አንዳንድ ስፒናች ነገር, የበግ ኬባብ, አይብ baclava ... በጣም ብዙ ፉድ፣ እና ሁሉ ጣፋጭ ነው።",fooood,positive
620,"ትኩስ አትክልቶች, ሁሉም ዓይነት የመካከለኛው ምስራቅ ዝርጋታ, አይብ እና ፋላፌል, ሾርባ, ዓሣ, ሩዝ, ሥር አትክልቶች, ሩዝ ሜድሌይ, አንዳንድ ስፒናች ነገር, የበግ ኬባብ, አይብ baclava ... በጣም ብዙ ፉድ፣ እና ሁሉ ጣፋጭ ነው።",የሥር አትክልቶች,positive
625,"ትኩስ አትክልቶች, ሁሉም ዓይነት የመካከለኛው ምስራቅ ዝርጋታ, አይብ እና ፋላፌል, ሾርባ, ዓሣ, ሩዝ, ሥር አትክልቶች, ሩዝ ሜድሌይ, አንዳንድ ስፒናች ነገር, የበግ ኬባብ, አይብ baclava ... በጣም ብዙ ፉድ፣ እና ሁሉ ጣፋጭ ነው።",የሩዝ መሀል,positive
628,"ትኩስ አትክልቶች, ሁሉም ዓይነት የመካከለኛው ምስራቅ ዝርጋታ, አይብ እና ፋላፌል, ሾርባ, ዓሣ, ሩዝ, ሥር አትክልቶች, ሩዝ ሜድሌይ, አንዳንድ ስፒናች ነገር, የበግ ኬባብ, አይብ baclava ... በጣም ብዙ ፉድ፣ እና ሁሉ ጣፋጭ ነው።",ስፒናች ነገር,positive
631,"ትኩስ አትክልቶች, ሁሉም ዓይነት የመካከለኛው ምስራቅ ዝርጋታ, አይብ እና ፋላፌል, ሾርባ, ዓሣ, ሩዝ, ሥር አትክልቶች, ሩዝ ሜድሌይ, አንዳንድ ስፒናች ነገር, የበግ ኬባብ, አይብ baclava ... በጣም ብዙ ፉድ፣ እና ሁሉ ጣፋጭ ነው።",ፋላፌል,positive
634,"ትኩስ አትክልቶች, ሁሉም ዓይነት የመካከለኛው ምስራቅ ዝርጋታ, አይብ እና ፋላፌል, ሾርባ, ዓሣ, ሩዝ, ሥር አትክልቶች, ሩዝ ሜድሌይ, አንዳንድ ስፒናች ነገር, የበግ ኬባብ, አይብ baclava ... በጣም ብዙ ፉድ፣ እና ሁሉ ጣፋጭ ነው።",መካከለኛው ምሥራቅ ተሰራጨ,positive
637,"ትኩስ አትክልቶች, ሁሉም ዓይነት የመካከለኛው ምስራቅ ዝርጋታ, አይብ እና ፋላፌል, ሾርባ, ዓሣ, ሩዝ, ሥር አትክልቶች, ሩዝ ሜድሌይ, አንዳንድ ስፒናች ነገር, የበግ ኬባብ, አይብ baclava ... በጣም ብዙ ፉድ፣ እና ሁሉ ጣፋጭ ነው።",በግ kebabs,positive
