,ln,aspect,polarities
2546,"Soki olingaka mbisi ya mbu mpe/to bilei ya Bagrɛki okolinga esika oyo, atako esuki kaka te na biloko wana.",BILOKO YA MBU,positive
2548,"Soki olingaka mbisi ya mbu mpe/to bilei ya Bagrɛki okolinga esika oyo, atako esuki kaka te na biloko wana.",Bilei ya Bagreke,positive
2550,Bilei ezalaki pene ya NTANGO nyonso KITOKO.,bilei,positive
2553,Oyo nalingaka mingi awa eza Tacos Pastor mpe Tostada de Tinga...,Tacos Pastor,positive
2556,Oyo nalingaka mingi awa eza Tacos Pastor mpe Tostada de Tinga...,Tostada de Tinga,positive
2559,Décor yango nde ekɔtisaki ngai na ebandeli na porte.,DEKORE,positive
2561,"Fulufulu ya makasi, chili ya misuni mpe badame oyo batyá biloko ya kotumba na menu oyo eza na chocolat ya malili, ya monene mpenza Frosty.",Bamboo maki maki,neutral
2563,"Fulufulu ya makasi, chili ya misuni mpe badame oyo batyá biloko ya kotumba na menu oyo eza na chocolat ya malili, ya monene mpenza Frosty.",chili ya nyama,neutral
2565,"Fulufulu ya makasi, chili ya misuni mpe badame oyo batyá biloko ya kotumba na menu oyo eza na chocolat ya malili, ya monene mpenza Frosty.",Chocolat Frosty,positive
2569,"Fulufulu ya makasi, chili ya misuni mpe badame oyo batyá biloko ya kotumba na menu oyo eza na chocolat ya malili, ya monene mpenza Frosty.",menu,neutral
2571,"Fulufulu ya makasi, chili ya misuni mpe badame oyo batyá biloko ya kotumba na menu oyo eza na chocolat ya malili, ya monene mpenza Frosty.",fries,neutral
2575,Nasengeli koloba ete baza na moko ya bantango ya kokabola biloko oyo eleki noki na ville.,Ntango ya kokabola biloko,positive
2578,Bilei ezalaka ntango nyonso ya sika mpe ya mɔ́tɔ pene ya kolya!,Bilei,positive
2581,Kafe eza eloko ya malamu koleka sandwiche ya Cosi oyo eza na ntalo mingi.,Kafé,positive
2585,Kafe eza eloko ya malamu koleka sandwiche ya Cosi oyo eza na ntalo mingi.,Cosi Kandekotid,negative
2589,Nazalaki kokende komela kafe kaka oyo eza malamu koleka Starbucks to biloko mosusu ya ndenge wana.,Kafé,positive
2592,"Soki ozali koluka bilei ya solo ya ndenge ya Hong Kong, talá mosika te.",Food-style ya Hong Kong,positive
2595,Bilubu ya loso mpe basaani ya makaroni elekaka mbala mingi te $5 mpe tyá masanga ya glace oyo epesaka motema na badolare 2 mpe okobongisa yango na butu!,masanga ya glace,positive
2598,Bilubu ya loso mpe basaani ya makaroni elekaka mbala mingi te $5 mpe tyá masanga ya glace oyo epesaka motema na badolare 2 mpe okobongisa yango na butu!,Elubu ya loso,positive
2600,Bilubu ya loso mpe basaani ya makaroni elekaka mbala mingi te $5 mpe tyá masanga ya glace oyo epesaka motema na badolare 2 mpe okobongisa yango na butu!,Dishes ya makaroni,positive
2602,"Likambo ya mawa, toponaki esika oyo mpo na kolya na midi ndenge tosalaki mingi na kotambola mpe tosukaki na South St Seaport.",midi,neutral
2604,"Madesu ya mai ya pondu te, maki ezali te, bilamba ya anhovy ezali te, olive ya nicoise ezali te, matungulu ya motane te.",Onion ya motane,neutral
2607,"Madesu ya mai ya pondu te, maki ezali te, bilamba ya anhovy ezali te, olive ya nicoise ezali te, matungulu ya motane te.",nicoise olive,neutral
2610,"Madesu ya mai ya pondu te, maki ezali te, bilamba ya anhovy ezali te, olive ya nicoise ezali te, matungulu ya motane te.",Maki,neutral
2613,"Madesu ya mai ya pondu te, maki ezali te, bilamba ya anhovy ezali te, olive ya nicoise ezali te, matungulu ya motane te.",madesu ya pondu,neutral
2616,"Madesu ya mai ya pondu te, maki ezali te, bilamba ya anhovy ezali te, olive ya nicoise ezali te, matungulu ya motane te.",ANCHOVY dressing,neutral
2619,"Ya solo, yango ezalaki salade ya Nicoise te mpe ezalaki mpasi mpo na kolyama.",Salade nicoise,negative
2621,Mwasi ya mawa oyo azalaki pembeni na biso akanisaki ete asɛngaki salade (ata mpe kosɛnga kolata salade) mpe na esika na yango bapesaki ye quesedilla.,dressing ya salade,neutral
2623,Mwasi ya mawa oyo azalaki pembeni na biso akanisaki ete asɛngaki salade (ata mpe kosɛnga kolata salade) mpe na esika na yango bapesaki ye quesedilla.,Quesedilla,neutral
2625,Mwasi ya mawa oyo azalaki pembeni na biso akanisaki ete asɛngaki salade (ata mpe kosɛnga kolata salade) mpe na esika na yango bapesaki ye quesedilla.,salade,neutral
2627,"Ntango mwasi oyo azalaki kosala na restora alobaki, Sorry.",waitress,neutral
2629,15% gratuity ebakisaki yango moko na mobeko wana.,gratuity,negative
2631,15% gratuity ebakisaki yango moko na mobeko wana.,bill,negative
2633,"gato ya raspberries ya shokola ezalaka na likoló- eza te na sukali mingi, kasi etondi na elɛngi.",Elengi,positive
2637,"gato ya raspberries ya shokola ezalaka na likoló- eza te na sukali mingi, kasi etondi na elɛngi.",gato ya raspberry ya chocolat,positive
2641,Fandá nsima na moko ya bakiti wana ya kitoko.,bakiti,positive
2644,"Mopepe ememi yo na esika wana, esika oyo bato mingi balɔtaka.",atmosphere,positive
2646,Ezala opona na yo ya iced blended mocha to mocha ya mpɛmbɛ ya mɔ́tɔ ozali na ntembe te ete okozala na esengo mingi.,bisous bisous bisous,positive
2648,Ezala opona na yo ya iced blended mocha to mocha ya mpɛmbɛ ya mɔ́tɔ ozali na ntembe te ete okozala na esengo mingi.,Misaki Mocha,positive
2650,"Ata eza na menu ya malamu, esengeli te kozwa miniti zomi mpona kozwa masanga na yo mpe 45 mpona pizza ya dessert.",masanga,neutral
2652,"Ata eza na menu ya malamu, esengeli te kozwa miniti zomi mpona kozwa masanga na yo mpe 45 mpona pizza ya dessert.",menu,positive
2655,"Ata eza na menu ya malamu, esengeli te kozwa miniti zomi mpona kozwa masanga na yo mpe 45 mpona pizza ya dessert.",dessert pizza,neutral
2657,Tosukaki na kosenga kolongwa kaka mpo bazalaki mpenza kokipe biso te na bato oyo bazalaki kozela--ata soki bato nyonso oyo batikalaki na restora bazalaki mpenza na eloko te.,Kozela ya bato ya mosala,negative
2660,Biloko na bango ya kolya ezalaka kitoko mingi.,dinner specials,positive
2663,"Mpona ba bucks pene ya zomi na moko ozozwa burrito ya gigantic (to tacos), Margarita, mpe dessert.",TACOS,positive
2666,"Mpona ba bucks pene ya zomi na moko ozozwa burrito ya gigantic (to tacos), Margarita, mpe dessert.",Margarita,neutral
2668,"Mpona ba bucks pene ya zomi na moko ozozwa burrito ya gigantic (to tacos), Margarita, mpe dessert.",dessert,neutral
2670,"Mpona ba bucks pene ya zomi na moko ozozwa burrito ya gigantic (to tacos), Margarita, mpe dessert.",Burrito,positive
2673,Ebongi mpenza mpo na kolya noki.,Kolya,positive
2676,"Emonanaka mpenza te lokola makambo mingi na libanda, kasi na miniti oyo otambolaka na kati, eza mpe mopepe mosusu mobimba.",atmosphere,positive
2678,"Emonanaka mpenza te lokola makambo mingi na libanda, kasi na miniti oyo otambolaka na kati, eza mpe mopepe mosusu mobimba.",libanda,negative
2680,Nakendeki na Common Stock mpona brunch mpe nakamwaki mingi.,brunch,neutral
2683,Moninga na ngai azalaki na burger mpe ngai nazalaki na pancakes kitoko wana ya blueberry.,Burger,neutral
2685,Moninga na ngai azalaki na burger mpe ngai nazalaki na pancakes kitoko wana ya blueberry.,pancakes blueberry,positive
2688,Tozalaki mpenza kosepela na bilei na biso mpe tosepelaki lisusu mingi ntango tomonaki mobeko yango.,bill,positive
2692,Tozalaki mpenza kosepela na bilei na biso mpe tosepelaki lisusu mingi ntango tomonaki mobeko yango.,bilei,positive
2696,Bamemaka cart ya sauce na mesa na yo mpe bapesaka yo biloko 7 to 8 ya kopona supu mpo na steak na yo (namekaki yango NYONSO).,Supu cart,neutral
2698,Bamemaka cart ya sauce na mesa na yo mpe bapesaka yo biloko 7 to 8 ya kopona supu mpo na steak na yo (namekaki yango NYONSO).,mesa,neutral
2700,Bamemaka cart ya sauce na mesa na yo mpe bapesaka yo biloko 7 to 8 ya kopona supu mpo na steak na yo (namekaki yango NYONSO).,Ponamaki sauces,positive
2702,Bamemaka cart ya sauce na mesa na yo mpe bapesaka yo biloko 7 to 8 ya kopona supu mpo na steak na yo (namekaki yango NYONSO).,nyama ya nyama,neutral
2704,Service ezalaki na point - eloko nini mosusu okoki kozela epai ya Ritz?,mosala,positive
2707,Dessert mpe esengelaki kokufa mpo na yango!,Dessert,positive
2710,Lolenge ya misuni yango ezalaki ndenge moko na magazini ya bilei ya mboka na bino.,Quality ya nyama,negative
2713,Service eyebana mpo na kogumbama na nsima mpona kosala ete moto nyonso azala na esengo.,Mosala,positive
2716,"Bilubu oyo eyebani te lokola ""Roy's Classics"" (oyo bakomá yango na menu na asterisk) eza barecipe ya komeka-mpe-ya solo, na ndakisa macadamia-crusted mahi mahi, to na nse ya sukali ya mafuta ya nzoi-mutarde ya misuni ya motane ya moke ya misuni.","""Roy's Roy""",positive
2719,"Bilubu oyo eyebani te lokola ""Roy's Classics"" (oyo bakomá yango na menu na asterisk) eza barecipe ya komeka-mpe-ya solo, na ndakisa macadamia-crusted mahi mahi, to na nse ya sukali ya mafuta ya nzoi-mutarde ya misuni ya motane ya moke ya misuni.",mahi ma,positive
2722,"Bilubu oyo eyebani te lokola ""Roy's Classics"" (oyo bakomá yango na menu na asterisk) eza barecipe ya komeka-mpe-ya solo, na ndakisa macadamia-crusted mahi mahi, to na nse ya sukali ya mafuta ya nzoi-mutarde ya misuni ya motane ya moke ya misuni.",Elubu,positive
2725,"Bilubu oyo eyebani te lokola ""Roy's Classics"" (oyo bakomá yango na menu na asterisk) eza barecipe ya komeka-mpe-ya solo, na ndakisa macadamia-crusted mahi mahi, to na nse ya sukali ya mafuta ya nzoi-mutarde ya misuni ya motane ya moke ya misuni.",sweet honey-mutards ya ngombe ya motane ya moke,positive
2728,"Bilubu oyo eyebani te lokola ""Roy's Classics"" (oyo bakomá yango na menu na asterisk) eza barecipe ya komeka-mpe-ya solo, na ndakisa macadamia-crusted mahi mahi, to na nse ya sukali ya mafuta ya nzoi-mutarde ya misuni ya motane ya moke ya misuni.",menu,neutral
2730,"Bilubu oyo eyebani te lokola ""Roy's Classics"" (oyo bakomá yango na menu na asterisk) eza barecipe ya komeka-mpe-ya solo, na ndakisa macadamia-crusted mahi mahi, to na nse ya sukali ya mafuta ya nzoi-mutarde ya misuni ya motane ya moke ya misuni.",recipes,positive
2733,"Dessert ya malamu koleka, tart ya chocolat mpe ya pastɛkɛ, eza mpenza ya Hawaii te, kasi eza mokili ya moke na oyo etali biloko ya sukali.",makolinhot,neutral
2735,"Dessert ya malamu koleka, tart ya chocolat mpe ya pastɛkɛ, eza mpenza ya Hawaii te, kasi eza mokili ya moke na oyo etali biloko ya sukali.",dessert,positive
2738,"Dessert ya malamu koleka, tart ya chocolat mpe ya pastɛkɛ, eza mpenza ya Hawaii te, kasi eza mokili ya moke na oyo etali biloko ya sukali.",Chocolat na tart ya nguba,positive
2740,"Manaka ya bolei ezalaka na banzete ya kitoko ndenge na ndenge, ata mpe mbisi ya mbu ya sika mpe steaks ya minene, eza mpe na biloko mibale oyo eza te misuni.",nyama ya nyama,positive
2744,"Manaka ya bolei ezalaka na banzete ya kitoko ndenge na ndenge, ata mpe mbisi ya mbu ya sika mpe steaks ya minene, eza mpe na biloko mibale oyo eza te misuni.",Alternative non utilisées,neutral
2746,"Manaka ya bolei ezalaka na banzete ya kitoko ndenge na ndenge, ata mpe mbisi ya mbu ya sika mpe steaks ya minene, eza mpe na biloko mibale oyo eza te misuni.",BILOKO YA MBU,positive
2750,"Manaka ya bolei ezalaka na banzete ya kitoko ndenge na ndenge, ata mpe mbisi ya mbu ya sika mpe steaks ya minene, eza mpe na biloko mibale oyo eza te misuni.",LOPANGO,positive
2754,"Manaka ya bolei ezalaka na banzete ya kitoko ndenge na ndenge, ata mpe mbisi ya mbu ya sika mpe steaks ya minene, eza mpe na biloko mibale oyo eza te misuni.",menu ya mpokwa,positive
2758,"Eloko nyonso eza scrumptious, banda na mosala ya malamu ya basali ya restora ya kitoko, kino na mopepe ya kitoko mpenza.",mosala,positive
2762,"Eloko nyonso eza scrumptious, banda na mosala ya malamu ya basali ya restora ya kitoko, kino na mopepe ya kitoko mpenza.",Basáli na restora,positive
2766,"Eloko nyonso eza scrumptious, banda na mosala ya malamu ya basali ya restora ya kitoko, kino na mopepe ya kitoko mpenza.",atmosphere,positive
2770,"Bapesaka mpenza mopepe ya kopema, ya laid-back.",atmosphere,positive
2773,"Nayaki sika kozela bilei ya monene, mpe nyonso oyo nazwaki ezalaki kaka na marginally bilei oyo bapesaki na restora oyo ezalaki kaka na malili makasi tozalaki kosepela te na kolya.",Akokisa,neutral
2775,"Nayaki sika kozela bilei ya monene, mpe nyonso oyo nazwaki ezalaki kaka na marginally bilei oyo bapesaki na restora oyo ezalaki kaka na malili makasi tozalaki kosepela te na kolya.",Kolya,negative
2777,"Nayaki sika kozela bilei ya monene, mpe nyonso oyo nazwaki ezalaki kaka na marginally bilei oyo bapesaki na restora oyo ezalaki kaka na malili makasi tozalaki kosepela te na kolya.",bilei,negative
2780,"Emonani ete mwasi na biso oyo tozalaki kosala na restora amekaki ata moke te bilei yango, mpe moto ya kolendisa vinyo azalaki te.",bilei,neutral
2782,"Emonani ete mwasi na biso oyo tozalaki kosala na restora amekaki ata moke te bilei yango, mpe moto ya kolendisa vinyo azalaki te.",Bibenda,neutral
2784,"Emonani ete mwasi na biso oyo tozalaki kosala na restora amekaki ata moke te bilei yango, mpe moto ya kolendisa vinyo azalaki te.",waitress,negative
2786,"Appetizer ya halibut matama eyaki na ndambo ya foie gras ya bokabi mingi, kasi yango etali likambo kaka moko ya malamu oyo nakoki koloba na ntina ya bilei.",halibut cheek appetizer,neutral
2790,"Appetizer ya halibut matama eyaki na ndambo ya foie gras ya bokabi mingi, kasi yango etali likambo kaka moko ya malamu oyo nakoki koloba na ntina ya bilei.",Eteni ya foie gras,positive
2794,Biloko ya bonkɔkɔ ya Italie ezalaka malamu mpenza - ntalo moke mpe bapesaka yango na esika ya kitoko.,Akokisa,positive
2796,Biloko ya bonkɔkɔ ya Italie ezalaka malamu mpenza - ntalo moke mpe bapesaka yango na esika ya kitoko.,ESIKA,positive
2800,Biloko ya bonkɔkɔ ya Italie ezalaka malamu mpenza - ntalo moke mpe bapesaka yango na esika ya kitoko.,Biloko ya bonkɔkɔ ya Italie,positive
2804,"Mapa ya al dente ya kokoka, ezindi te na supu -- biloko ya kokaba mingi.",biteni,positive
2808,"Mapa ya al dente ya kokoka, ezindi te na supu -- biloko ya kokaba mingi.",MAKARONI,positive
2812,"Mapa ya al dente ya kokoka, ezindi te na supu -- biloko ya kokaba mingi.",Supu,neutral
2816,Tosepelaki mingi mpe tokozonga mpo na desserts ....,desserts,positive
2818,"Menyu ya Chelsea na ngai ya kokamwa mpe ya kosala makambo eza na bilei ya mikolo oyo, ya Japon ya Wɛsti na ndakisa Foie Gras Unagi Napolean, steak ya hamburger ya lolenge ya Jap, spaghetti ya cod roe ya nsolo kitoko, cod ya moindo ya kopakola na miso base, mpe rack ya mwana mpate na supu ya truffle ya moindo, kaka mpo na kolobela kaka mwa ndambo.",Kod roe spaghetti ya pilipili,neutral
2822,"Menyu ya Chelsea na ngai ya kokamwa mpe ya kosala makambo eza na bilei ya mikolo oyo, ya Japon ya Wɛsti na ndakisa Foie Gras Unagi Napolean, steak ya hamburger ya lolenge ya Jap, spaghetti ya cod roe ya nsolo kitoko, cod ya moindo ya kopakola na miso base, mpe rack ya mwana mpate na supu ya truffle ya moindo, kaka mpo na kolobela kaka mwa ndambo.",Foie Gras Unagi Napolean,neutral
2826,"Menyu ya Chelsea na ngai ya kokamwa mpe ya kosala makambo eza na bilei ya mikolo oyo, ya Japon ya Wɛsti na ndakisa Foie Gras Unagi Napolean, steak ya hamburger ya lolenge ya Jap, spaghetti ya cod roe ya nsolo kitoko, cod ya moindo ya kopakola na miso base, mpe rack ya mwana mpate na supu ya truffle ya moindo, kaka mpo na kolobela kaka mwa ndambo.",Robe noir na miso base,neutral
2830,"Menyu ya Chelsea na ngai ya kokamwa mpe ya kosala makambo eza na bilei ya mikolo oyo, ya Japon ya Wɛsti na ndakisa Foie Gras Unagi Napolean, steak ya hamburger ya lolenge ya Jap, spaghetti ya cod roe ya nsolo kitoko, cod ya moindo ya kopakola na miso base, mpe rack ya mwana mpate na supu ya truffle ya moindo, kaka mpo na kolobela kaka mwa ndambo.",menu,positive
2834,"Menyu ya Chelsea na ngai ya kokamwa mpe ya kosala makambo eza na bilei ya mikolo oyo, ya Japon ya Wɛsti na ndakisa Foie Gras Unagi Napolean, steak ya hamburger ya lolenge ya Jap, spaghetti ya cod roe ya nsolo kitoko, cod ya moindo ya kopakola na miso base, mpe rack ya mwana mpate na supu ya truffle ya moindo, kaka mpo na kolobela kaka mwa ndambo.",Souci ya mwana mpate na supu ya truffle ya moindo,neutral
2838,"Menyu ya Chelsea na ngai ya kokamwa mpe ya kosala makambo eza na bilei ya mikolo oyo, ya Japon ya Wɛsti na ndakisa Foie Gras Unagi Napolean, steak ya hamburger ya lolenge ya Jap, spaghetti ya cod roe ya nsolo kitoko, cod ya moindo ya kopakola na miso base, mpe rack ya mwana mpate na supu ya truffle ya moindo, kaka mpo na kolobela kaka mwa ndambo.",Elubu ya Japon,neutral
2842,"Menyu ya Chelsea na ngai ya kokamwa mpe ya kosala makambo eza na bilei ya mikolo oyo, ya Japon ya Wɛsti na ndakisa Foie Gras Unagi Napolean, steak ya hamburger ya lolenge ya Jap, spaghetti ya cod roe ya nsolo kitoko, cod ya moindo ya kopakola na miso base, mpe rack ya mwana mpate na supu ya truffle ya moindo, kaka mpo na kolobela kaka mwa ndambo.",Jap style hamburger steak,neutral
2846,Desserts eza pene ya kokamwa: oyo nalingaka mingi na ngai moko eza Tart na bango ya mokolo.,Desserts,positive
2850,Desserts eza pene ya kokamwa: oyo nalingaka mingi na ngai moko eza Tart na bango ya mokolo.,Yaki pour moi,positive
2854,"Mosala malamu, bilei ya malamu, motuya mpe kozela na molɔngɔ́ te!",mosala,positive
2858,"Mosala malamu, bilei ya malamu, motuya mpe kozela na molɔngɔ́ te!",Zelá,positive
2862,"Mosala malamu, bilei ya malamu, motuya mpe kozela na molɔngɔ́ te!",Motuya,positive
2866,"Mosala malamu, bilei ya malamu, motuya mpe kozela na molɔngɔ́ te!",bilei,positive
2870,Ebongi mpenza komema taksi na Chelsea kaka mpo na bolei ya nsɔmɔ na Chelsea na ngai.,kolya,positive
2873,"Nazwaki lisusu libaku ya kolya na esika na bino ya kosala makambo eleki mwa baposo, nazalaki na esika na bino ya kolya na upstrairs.",Ebi Ebi Eating Zone,neutral
2875,Biteni ya bilei oyo ebimaki ezalaki mediocre.,Biteni ya bilei,neutral
2878,Ndenge nini elikya ekoki kozala ntango nyonso na mombongo na mosala ya ndenge oyo?,mosala,negative
2880,"ROLL ya thon ya nsolo kitoko koleka, salade ya monene ya Asie.",Salade ya azia,positive
2884,"ROLL ya thon ya nsolo kitoko koleka, salade ya monene ya Asie.",Tuna roll ya pilipili,positive
2888,Meka rulo ya rose (na menu te).,Rose roll,positive
2891,Meka rulo ya rose (na menu te).,menu,neutral
2893,Salá bamesa mingi- mbala mosusu bar ya nsamba?,Bar Rooftop Bar,neutral
2895,Salá bamesa mingi- mbala mosusu bar ya nsamba?,bamesa,negative
2897,"Guacamole oyo basalaka na ndako, entrée oyo okoki kondima te, mpe yo bisobe ya kokamwa koleka.",Bisobe,positive
2901,"Guacamole oyo basalaka na ndako, entrée oyo okoki kondima te, mpe yo bisobe ya kokamwa koleka.",entrée,positive
2905,"Guacamole oyo basalaka na ndako, entrée oyo okoki kondima te, mpe yo bisobe ya kokamwa koleka.",Homemade Kobo,positive
2908,Soki ozali fan ya Tequila okoyoka mawa te.,Tequila,positive
2911,Mema date na yo mpe molangi ya vinyo!,Molangi ya vinyo,neutral
2913,"Bamesa eza pene, yango wana eza malamu ozala malamu obɛta coude na ba patron mosusu.",Bamesa,negative
2916,Bilei ezalaki ya bozalisi kaka ndenge moko na decor mpe nyonso mibale ezalaki kosala.,DEKORE,positive
2919,Bilei ezalaki ya bozalisi kaka ndenge moko na decor mpe nyonso mibale ezalaki kosala.,bilei,positive
2922,"Bobele likanisi ezali ete olongola dessert, ezalaki na ntalo mingi mpe ekitaki moke na elɛngi.",dessert,negative
2926,"Bobele likanisi ezali ete olongola dessert, ezalaki na ntalo mingi mpe ekitaki moke na elɛngi.",elɛngi,negative
2930,"Sandwiches, ba burgers na ba salade, ndenge moko na cobb oyo balati mái, ezalaka bolongi ya kala.",Kandekotid,positive
2933,"Sandwiches, ba burgers na ba salade, ndenge moko na cobb oyo balati mái, ezalaka bolongi ya kala.",Burgers,positive
2936,"Sandwiches, ba burgers na ba salade, ndenge moko na cobb oyo balati mái, ezalaka bolongi ya kala.",salade,positive
2939,"Sandwiches, ba burgers na ba salade, ndenge moko na cobb oyo balati mái, ezalaka bolongi ya kala.",Limonene Limonene,positive
2942,"Ba boutiques ya hip mpe ba bar na Ludlow ebakisaka makambo ya art, ya laid-back na lisanga oyo ya kozwa mpe kolya burger joint.",atmosphere,positive
2945,"Midele ya bilenge ya kartye ezali kolya bilei na mesa na moi, mpe chic, bameli ya ndako ya ntɔki oyo baza na doze ya makasi ya libondo ya munchies na butu makasi.",Counter,neutral
2947,"Esika ya moke ya kolya na libanda esalaka esika ya moto ye moko, ya malamu ya koyekola yango moko to kokutana na baninga.",espace,positive
2951,"Esika ya moke ya kolya na libanda esalaka esika ya moto ye moko, ya malamu ya koyekola yango moko to kokutana na baninga.",Esika ya kolya na libanda,positive
2955,"Ba burgers ya grill ya bokabi, ya organice eza bilei oyo bato balingaka mingi, kasi bazingi ya falafel ya ndenge ya zando ya Jerusalem mpe salade ya Mediterane-oyo eza na beets, fromage ya ntaba mpe walnuts-eza ndenge moko scrumptious.",Jérusalem-ndenge ya zando falafel wraps,positive
2959,"Ba burgers ya grill ya bokabi, ya organice eza bilei oyo bato balingaka mingi, kasi bazingi ya falafel ya ndenge ya zando ya Jerusalem mpe salade ya Mediterane-oyo eza na beets, fromage ya ntaba mpe walnuts-eza ndenge moko scrumptious.",elubu,positive
2963,"Ba burgers ya grill ya bokabi, ya organice eza bilei oyo bato balingaka mingi, kasi bazingi ya falafel ya ndenge ya zando ya Jerusalem mpe salade ya Mediterane-oyo eza na beets, fromage ya ntaba mpe walnuts-eza ndenge moko scrumptious.",Organic Combo Combo,positive
2967,"Ba burgers ya grill ya bokabi, ya organice eza bilei oyo bato balingaka mingi, kasi bazingi ya falafel ya ndenge ya zando ya Jerusalem mpe salade ya Mediterane-oyo eza na beets, fromage ya ntaba mpe walnuts-eza ndenge moko scrumptious.","Salades ya Mediterane-oyo eza na banzoi, fromage ya ntaba mpe mbuma ya morque",positive
2969,"Misuni-phobes eza na makila malamu na burger ya veggie ya kokamwa, esalemi na bosangani ya ndenge mosusu ya chickpeas, carotte mpe bandunda mosusu mpe biloko ya nsolo kitoko.",carotte,positive
2973,"Misuni-phobes eza na makila malamu na burger ya veggie ya kokamwa, esalemi na bosangani ya ndenge mosusu ya chickpeas, carotte mpe bandunda mosusu mpe biloko ya nsolo kitoko.",Chickpeas,positive
2977,"Misuni-phobes eza na makila malamu na burger ya veggie ya kokamwa, esalemi na bosangani ya ndenge mosusu ya chickpeas, carotte mpe bandunda mosusu mpe biloko ya nsolo kitoko.",ndunda,positive
2981,"Misuni-phobes eza na makila malamu na burger ya veggie ya kokamwa, esalemi na bosangani ya ndenge mosusu ya chickpeas, carotte mpe bandunda mosusu mpe biloko ya nsolo kitoko.",matiti ya nsolo kitoko,positive
2985,"Misuni-phobes eza na makila malamu na burger ya veggie ya kokamwa, esalemi na bosangani ya ndenge mosusu ya chickpeas, carotte mpe bandunda mosusu mpe biloko ya nsolo kitoko.",Veggie Burger,positive
2989,"Bilei yango ezalaki kitoko mpenza, bazalaki kolakisa yango na ndenge ya kosala yango mpe vinyo ezalaki kitoko mpenza.",Bibenda,positive
2993,"Bilei yango ezalaki kitoko mpenza, bazalaki kolakisa yango na ndenge ya kosala yango mpe vinyo ezalaki kitoko mpenza.",bilei,positive
2997,Batimolaki mpe esika ya bule ya bar.,Esika ya blue bar,positive
2999,Na Mokuse The Black Sheep ekesenisaka yango na etonga ya pub ya Midtown na eloko ya kotala oyo eza bosangani ya sports-bar butch mpe kitsch ya kitoko.,Talá,negative
3001,""" Na menu eza na pub, ba burgers ya pub, steaks mpe tartes ya babateli ya mpate- mpe kutu lasagna portabella mpona bampate wana ya moindo oyo bayebani na nkombo ya ""bato oyo balyaka banyama.",Burgers,neutral
3003,""" Na menu eza na pub, ba burgers ya pub, steaks mpe tartes ya babateli ya mpate- mpe kutu lasagna portabella mpona bampate wana ya moindo oyo bayebani na nkombo ya ""bato oyo balyaka banyama.",menu,neutral
3005,""" Na menu eza na pub, ba burgers ya pub, steaks mpe tartes ya babateli ya mpate- mpe kutu lasagna portabella mpona bampate wana ya moindo oyo bayebani na nkombo ya ""bato oyo balyaka banyama.",pub fare,neutral
3007,""" Na menu eza na pub, ba burgers ya pub, steaks mpe tartes ya babateli ya mpate- mpe kutu lasagna portabella mpona bampate wana ya moindo oyo bayebani na nkombo ya ""bato oyo balyaka banyama.",babateli ya mpate pie,neutral
3009,""" Na menu eza na pub, ba burgers ya pub, steaks mpe tartes ya babateli ya mpate- mpe kutu lasagna portabella mpona bampate wana ya moindo oyo bayebani na nkombo ya ""bato oyo balyaka banyama.",nyama ya nyama,neutral
3011,""" Na menu eza na pub, ba burgers ya pub, steaks mpe tartes ya babateli ya mpate- mpe kutu lasagna portabella mpona bampate wana ya moindo oyo bayebani na nkombo ya ""bato oyo balyaka banyama.",portabella lasagna,neutral
3013,"Mpe ba-server [ya basi] nyonso eza kitoko mpe, oyo ezalaka ntango nyonso kitoko.",[Mwasi] Servers,positive
3015,Batu ya ba grands mains et bonne nuit!!,biteni,positive
3019,Batu ya ba grands mains et bonne nuit!!,mosala,positive
3023,Nazali kolendisa bamilanese ya soso.,milane ya soso,positive
3026,Mpe nkolo na yango azali bobele kitoko mpe na boboto.,nkolo,positive
3029,Ti yango ezali minene mpe biloko nyonso ya sukali esalemi na ndako.,makolinhot,positive
3033,Ti yango ezali minene mpe biloko nyonso ya sukali esalemi na ndako.,TEAS,positive
3037,Penepene kasi kitoko na kati ya ndako elongo na mosala ya boboto mingi mpe ya kotya likebi.,mosala,positive
3041,Penepene kasi kitoko na kati ya ndako elongo na mosala ya boboto mingi mpe ya kotya likebi.,kati,positive
3045,"Bilei ezalaka malamu nyonso, mbala mingi barulo ezalaka malamu mpenza mpe sushi/sashimi eza mpenza te na nivo moko.",sushi/sashimi,neutral
3047,"Bilei ezalaka malamu nyonso, mbala mingi barulo ezalaka malamu mpenza mpe sushi/sashimi eza mpenza te na nivo moko.",rulo,positive
3051,"Bilei ezalaka malamu nyonso, mbala mingi barulo ezalaka malamu mpenza mpe sushi/sashimi eza mpenza te na nivo moko.",bilei,positive
3055,(Sashimi ekatami mwa moke moke.,Sashimi,negative
3058,") Eza te restora ya Japon oyo eleki malamu na East Village, kasi eza mpenza makasi mpona ntalo na yango ya moke, mpe ebongi kozongela yango.",talo,positive
3061,"Ezali te mpo nazalaki na zemi, kasi bilei oyo ezali awa ezalaka ntango nyonso kitoko.",bilei,positive
3064,Kozala moto ya Porto Rico Nayebi likambo moko to mibale na flan mpe esika oyo esalisaka moko ya malamu koleka (nazali kolikya ete mama atánga oyo te!).,Flan,positive
3066,"Bar oyo eza na yango nyonso - masanga ya minene, mopepe ya malili, mosala ya malamu mpenza mpe bilei ya kitoko.",masanga,positive
