,so,aspect,polarities
2313,Waxaan u istaagay qaar ka mid ah quraacda maanta oo waxaan haystay canjeerada kalluunka vegan-ka ah iyo qaar ka mid ah caanaha bariiska.,brunch,neutral
2315,Waxaan u istaagay qaar ka mid ah quraacda maanta oo waxaan haystay canjeerada kalluunka vegan-ka ah iyo qaar ka mid ah caanaha bariiska.,caano bariis,neutral
2317,Raashinka wuxuu ahaa mid aad u wanaagsan si aad ahna waan ula yaabay si aan u arko fursado badan oo vegan ah.,fursadaha vegan,positive
2321,Raashinka wuxuu ahaa mid aad u wanaagsan si aad ahna waan ula yaabay si aan u arko fursado badan oo vegan ah.,cuntod,positive
2325,"Qof hore u necbaan jiray cuntada Hindida, Baluchi ayaa badhtamahaygii bedeshay.",Cuntada Hindida,positive
2327,"Ugu danbayn curry aan cuni karo, ku raaxeysan karo oo aanan gaasku ka soo dhicin oo ka yimaada 3 saacadood ka dib.",cirro,positive
2330,Tijaabi rootiga guriga laga soo galo.,rootiga guriga,positive
2333,"Alle waa GREAT - poori, naan, paratha all FRESH.",poori,positive
2337,"Alle waa GREAT - poori, naan, paratha all FRESH.",paratha,positive
2341,"Alle waa GREAT - poori, naan, paratha all FRESH.",naan,positive
2345,Aniga iyo xaaskeyga waxaan dhawaan booqday bistro ee casho oo uu lahaa waayo-aragnimo cajiib ah.,casho,neutral
2348,Bajaajka crab waa mid macaan iyo feedhaha BBQ wuxuu ahaa mid qumman.,cakes caws,positive
2352,Bajaajka crab waa mid macaan iyo feedhaha BBQ wuxuu ahaa mid qumman.,BBQ feeraha,positive
2356,Liiska khamriga Great iyo menu cocktail weyn.,cocktail liis,positive
2360,Liiska khamriga Great iyo menu cocktail weyn.,liiska khamriga,positive
2364,"Raashinku aad bay u fiican tahay, adeegguna waa weyn yahay.",adeege,positive
2368,"Raashinku aad bay u fiican tahay, adeegguna waa weyn yahay.",cuntod,positive
2372,"Mi burrito, halkan waxba ma ahayn digaag mugdi ah oo lahaa kuwa wax karsaday isbuucii lasoo dhaafay oo kaliya kuleylmay dhadhanka microwave.",shiiny,negative
2376,"Mi burrito, halkan waxba ma ahayn digaag mugdi ah oo lahaa kuwa wax karsaday isbuucii lasoo dhaafay oo kaliya kuleylmay dhadhanka microwave.",dhadhan,negative
2380,"Raac faanuusyada, oo ka fogow salmonka. ",jabniis,positive
2384,"Raac faanuusyada, oo ka fogow salmonka. ",salmon,negative
2388,Baasiga aad bay u wanaagsanaayeen.,pastas,positive
2391,Jawiga waa caajis.,Jawiga,negative
2394,Halkan ka eeg hadii aad rabtid saladyo cusub oo dhadhan leh nooc kasta oo aad qiyaastoba.,salad,positive
2397,Talaadadii la soo dhaafay oo casho daah lala qaatay saaxiib.,daahda qadada,neutral
2399,"Ka dib markii uu sugayay ku dhawaad saacad, khabiirkii wuxuu noo sheegay inuu illoobay inuu jikada amarkeena bixiyo.",khadka,negative
2402,"Ka dib markii uu sugayay ku dhawaad saacad, khabiirkii wuxuu noo sheegay inuu illoobay inuu jikada amarkeena bixiyo.",sugid,negative
2404,"Ka dib markii uu sugayay ku dhawaad saacad, khabiirkii wuxuu noo sheegay inuu illoobay inuu jikada amarkeena bixiyo.",jikada,neutral
2406,Waxaan marar badan isweydiiyay waxa ay tahay xaaladda raashinkii oo uu aad ugu xumaaday askariga aan la rumaysan karin ee xushmad la'aanta ah.,raab,neutral
2408,Waxaan marar badan isweydiiyay waxa ay tahay xaaladda raashinkii oo uu aad ugu xumaaday askariga aan la rumaysan karin ee xushmad la'aanta ah.,khadka,negative
2411,"Meeshani waxa ay leedahay cuntadii ugu fiicneyd ee Hindiya ee NewYork, gacmo hoos u dhig.",Cuntada Hindida,positive
2414,"Waxay sugi lahaayeen saaxiibtinimo iyo gargaar, haddii aad joogto ahna way ku xasuusan doonaan.",sugaayo,positive
2417,"Cuntada iyaduna waa mid aad u fiican, si dhaqso ahna loogu adeegaa.",adeegi,positive
2421,"Cuntada iyaduna waa mid aad u fiican, si dhaqso ahna loogu adeegaa.",cuntod,positive
2425,Aniga iyo ninkeyga halkaa waxaan joognay ugu yaraan 6 jeer waligeena waxaa naloo siin jiray adeegga ugu sareeya iyo macmacaanno badanaa bilaash ah.,adeege,positive
2429,Aniga iyo ninkeyga halkaa waxaan joognay ugu yaraan 6 jeer waligeena waxaa naloo siin jiray adeegga ugu sareeya iyo macmacaanno badanaa bilaash ah.,caleemos,positive
2433,"Haddii aad raadineyso inaad dhadhamisid qaar ka mid ah cuntooyinka waaweyn ee Hindiya oo aad dooneyso adeeg wanaagsan, hubaal booqo Curry Leaf.",Cuntada Hindida,positive
2437,"Haddii aad raadineyso inaad dhadhamisid qaar ka mid ah cuntooyinka waaweyn ee Hindiya oo aad dooneyso adeeg wanaagsan, hubaal booqo Curry Leaf.",adeege,positive
2441,"El Nidos mid ka mid ah makhaayadaha ugu fiican New York oo aan abid tagay, waxay leedahay noocyo badan oo dhadhan leh, afka waraabiyo pizza ee.",pizza,positive
2444,"Pizza-da waxaa laga sameeyaa mid cusub, oo qallafsan, oo diyaar u ah inay adeegto.",pizza,positive
2447,Adeega aanu kala kulannay wuxuu ahaa mid saaxiibtinimo iyo tas-wanaag ah.,adeege,positive
2450,"Waxan oran karaa in duubo, burgers, iyo salads dhamaantood ahaayeen kuwo cusub, macna dhadhan leh iyo margareta mango $9 waxay ahayd WELL WORTH lacagta.",salad,positive
2454,"Waxan oran karaa in duubo, burgers, iyo salads dhamaantood ahaayeen kuwo cusub, macna dhadhan leh iyo margareta mango $9 waxay ahayd WELL WORTH lacagta.",mango margareta,positive
2458,"Waxan oran karaa in duubo, burgers, iyo salads dhamaantood ahaayeen kuwo cusub, macna dhadhan leh iyo margareta mango $9 waxay ahayd WELL WORTH lacagta.",duubab,positive
2462,"Waxan oran karaa in duubo, burgers, iyo salads dhamaantood ahaayeen kuwo cusub, macna dhadhan leh iyo margareta mango $9 waxay ahayd WELL WORTH lacagta.",burger,positive
2466,"iminka waxaa lagu magacaabaa nikki sushi, sushi waa ok.",suldaa,neutral
2469,Hamburger cusub oo leh suugo gaar ah waa ok - ugu yaraan ka fiican Mac weyn!,Hamburger cusub oo leh qasacad gaar ah,positive
2473,Hamburger cusub oo leh suugo gaar ah waa ok - ugu yaraan ka fiican Mac weyn!,mac weyn,negative
2477,"laakiin, mignon filet ahaa mid aan aad u wanaagsan at dhan saacadda cocktail ka mid ah appetizers free (xulashada fiican non-sushi).",doorashada non-sushi,positive
2481,"laakiin, mignon filet ahaa mid aan aad u wanaagsan at dhan saacadda cocktail ka mid ah appetizers free (xulashada fiican non-sushi).",appetizers,positive
2485,"laakiin, mignon filet ahaa mid aan aad u wanaagsan at dhan saacadda cocktail ka mid ah appetizers free (xulashada fiican non-sushi).",saacad,positive
2487,"laakiin, mignon filet ahaa mid aan aad u wanaagsan at dhan saacadda cocktail ka mid ah appetizers free (xulashada fiican non-sushi).",filet mignon,negative
2491,WAXAY NOO AHAYD FURSADDA KALIYA EE AAN KU BOOQANNO OO AAN U DOONNAY CUNTO TALYAANI OO DHAB AH.,CUNTADA TALYAANIGA,neutral
2494,"WAXAY LEEYIHIIN ADEEGAYAAL JIDKA U JIRA OO ISKU DAYAYA INAY AAD SOO JIIDAAN, TAASOO NAGA DHIGTAY INAANU KA SHAKIYIN.",suga,neutral
2496,LASAGNA AYAA LAGA YAABAA INAY AHAYD TII UGU FIICNAYD EE AAN DHADHAMIYEY.,LASAGNA,positive
2499,menu waa mid xiiso leh oo aad u qiimo macquul ah.,qaali,positive
2503,menu waa mid xiiso leh oo aad u qiimo macquul ah.,menu,positive
2507,Cuntadaasi waxay ahayd mid macaan oo sida muuqatana waxaa la isticmaalay waxyaaro cusub.,maaddooyinka,positive
2511,Cuntadaasi waxay ahayd mid macaan oo sida muuqatana waxaa la isticmaalay waxyaaro cusub.,cuntod,positive
2515,Shaqaaluhu wuxuu ahaa mid aad u saaxiibtinimo badan oo wacan.,shaqaalaha,positive
2518,"qolka waa yara Caraabaah, lakiin way adagtahay in meel yar oo noocan oo kale ah xiiso laga dhigo, mana soo jeedin lahaa in ay tahay sabab in aan la tagin.",qolka,negative
2521,"qolka waa yara Caraabaah, lakiin way adagtahay in meel yar oo noocan oo kale ah xiiso laga dhigo, mana soo jeedin lahaa in ay tahay sabab in aan la tagin.",meele,negative
2523,"casho aad u qurux badan ayaa ku qabtay isku xidhka cuntada badda ee u heelan, cuntada ayaa ahayd mid si fiican loo soo diyaariyey loona soo bandhigay adeeguna ahaa mid wacan oo degdeg ah.",adeege,positive
2527,"casho aad u qurux badan ayaa ku qabtay isku xidhka cuntada badda ee u heelan, cuntada ayaa ahayd mid si fiican loo soo diyaariyey loona soo bandhigay adeeguna ahaa mid wacan oo degdeg ah.",cuntod,positive
2531,"casho aad u qurux badan ayaa ku qabtay isku xidhka cuntada badda ee u heelan, cuntada ayaa ahayd mid si fiican loo soo diyaariyey loona soo bandhigay adeeguna ahaa mid wacan oo degdeg ah.",casho,positive
2535,"meel fiican, ilaa iyo inta aysan aad u buuxsamin oo ay u hibayso in ay cuntada la doortay ka dhigi Mare doorasho weyn oo loogu talagalay dadka jecel raaxada badda.",qadano,positive
2537,"meel fiican, ilaa iyo inta aysan aad u buuxsamin oo ay u hibayso in ay cuntada la doortay ka dhigi Mare doorasho weyn oo loogu talagalay dadka jecel raaxada badda.",seafood,positive
2540,Iyada oo dhan meelaha caadiga ah ama mediocre on 8th avenue waxaa fiican in ay leeyihiin mid ka mid ah in uu yahay talaabo kor ku xusan in quaility iyo jawiga.,quaility,positive
2543,Iyada oo dhan meelaha caadiga ah ama mediocre on 8th avenue waxaa fiican in ay leeyihiin mid ka mid ah in uu yahay talaabo kor ku xusan in quaility iyo jawiga.,jawiga,positive
2546,Haddii aad jeceshahay cuntada badda iyo / ama cuntada Greek aad jeclaan doonaa meeshan in kastoo aysan ku koobnayn oo kaliya waxyaalahan oo kale.,seafood,positive
2548,Haddii aad jeceshahay cuntada badda iyo / ama cuntada Greek aad jeclaan doonaa meeshan in kastoo aysan ku koobnayn oo kaliya waxyaalahan oo kale.,cuntada Griiga,positive
2550,Raashinku wuxuu ahaa ku dhowaad mar walba mid aad u wanaagsan.,cuntod,positive
2553,My jecel halkan yihiin Pastor Tacos ah iyo Tostada de Tinga ah ...,Tacos Pastor,positive
2556,My jecel halkan yihiin Pastor Tacos ah iyo Tostada de Tinga ah ...,Tostada de Tinga,positive
2559,Qurxinta waa tii markii hore albaabka igu heshay.,décor,positive
2561,"Baradhada oo qaro weyn leh, bulaacada hilibka leh iyo baradho la dubay oo cufan ayaa soo saaray menu oo ay ku jiraan qabow, shukulaatada shukulaatada oo aad u qaro weyn.",bulaacado la dubay oo bulaacado ah,neutral
2563,"Baradhada oo qaro weyn leh, bulaacada hilibka leh iyo baradho la dubay oo cufan ayaa soo saaray menu oo ay ku jiraan qabow, shukulaatada shukulaatada oo aad u qaro weyn.",macsarada hilibka leh,neutral
2565,"Baradhada oo qaro weyn leh, bulaacada hilibka leh iyo baradho la dubay oo cufan ayaa soo saaray menu oo ay ku jiraan qabow, shukulaatada shukulaatada oo aad u qaro weyn.",shukulaato Frosty,positive
2569,"Baradhada oo qaro weyn leh, bulaacada hilibka leh iyo baradho la dubay oo cufan ayaa soo saaray menu oo ay ku jiraan qabow, shukulaatada shukulaatada oo aad u qaro weyn.",menu,neutral
2571,"Baradhada oo qaro weyn leh, bulaacada hilibka leh iyo baradho la dubay oo cufan ayaa soo saaray menu oo ay ku jiraan qabow, shukulaatada shukulaatada oo aad u qaro weyn.",marka,neutral
2575,Waxaan leeyahay waxay leeyihiin mid ka mid ah waqtiyada dhalmada ugu dhaqsiyaha badan ee magaalada.,jeer gaarsiinta,positive
2578,Cuntada mar walba waa mid cusub oo kulul- diyaar u ah in la cuno!,Cunto,positive
2581,Coffee waa heshiis ka wanaagsan sanbabka san-duubo ee Cosi.,Kafee,positive
2585,Coffee waa heshiis ka wanaagsan sanbabka san-duubo ee Cosi.,Ilwada Cosi,negative
2589,Waxaan u tagi lahaa oo kaliya kafeega kaas oo ah hab ka fiican Starbucks ama wixii lamid ah.,kafee,positive
2592,"haddii aad raadinayso cunto-style dhab ah Hong Kong, ha sii dheeraad ah eegin.",cuntada-style Hong Kong,positive
2595,Suxuunta bariiska iyo suxuunta marada lagu furo mariya 5 dollar iyo ku darso cabitaan baraf ah oo qaboojinaya $2 waxaana laguu qeexayaa habeenkii!,cabitaanka barafka,positive
2598,Suxuunta bariiska iyo suxuunta marada lagu furo mariya 5 dollar iyo ku darso cabitaan baraf ah oo qaboojinaya $2 waxaana laguu qeexayaa habeenkii!,suxuunta bariiska,positive
2600,Suxuunta bariiska iyo suxuunta marada lagu furo mariya 5 dollar iyo ku darso cabitaan baraf ah oo qaboojinaya $2 waxaana laguu qeexayaa habeenkii!,suxuunta noodle,positive
2602,"Nasiib darro, waxaan meeshan u dooranay qado maadaama aan socod badan sameynay waxaana ku dambaynay South St Seaport.",qado,neutral
2604,"Ukun cagaaran ma leh, ukun la'aan, labiska labiska labiska, saytuunka nacaybka ah, ma jiro baalal cas.",arooska,neutral
2607,"Ukun cagaaran ma leh, ukun la'aan, labiska labiska labiska, saytuunka nacaybka ah, ma jiro baalal cas.",nicoise olives,neutral
2610,"Ukun cagaaran ma leh, ukun la'aan, labiska labiska labiska, saytuunka nacaybka ah, ma jiro baalal cas.",Ukun,neutral
2613,"Ukun cagaaran ma leh, ukun la'aan, labiska labiska labiska, saytuunka nacaybka ah, ma jiro baalal cas.",beedka cagaaran,neutral
2616,"Ukun cagaaran ma leh, ukun la'aan, labiska labiska labiska, saytuunka nacaybka ah, ma jiro baalal cas.",labista anchovy,neutral
2619,"Xaqiiq ahaan, tani ma ahayn Nicoise salad oo si dhib yar loo cuni karo.",Tabboul salad,negative
2621,Gabadha nasiib darrada ah ee nagu ag-xiga waxay u malaynaysay in ay dalbatay salaad (oo ay ku jirto dalbashada salad-labiska) waxaana la siiyey meeshii la siiyey quesedilla.,salaadin-kaftan,neutral
2623,Gabadha nasiib darrada ah ee nagu ag-xiga waxay u malaynaysay in ay dalbatay salaad (oo ay ku jirto dalbashada salad-labiska) waxaana la siiyey meeshii la siiyey quesedilla.,quesedilla,neutral
2625,Gabadha nasiib darrada ah ee nagu ag-xiga waxay u malaynaysay in ay dalbatay salaad (oo ay ku jirto dalbashada salad-labiska) waxaana la siiyey meeshii la siiyey quesedilla.,salad,neutral
2627,"Markay cabanaysay, midigii midigta ayaa tidhi, Ka xumahay.",sugiri,neutral
2629,15% gratuity si toos ah lagu daray biilka.,gratuity,negative
2631,15% gratuity si toos ah lagu daray biilka.,bill,negative
2633,"Cake raspberry shukulaatada waa jannada- ma aha mid aad u macaan, laakiin waxaa ka buuxa dhadhan.",dhadhan,positive
2637,"Cake raspberry shukulaatada waa jannada- ma aha mid aad u macaan, laakiin waxaa ka buuxa dhadhan.",cake raspberry shukulaato,positive
2641,Mid ka mid ah kuraastaas middood oo raaxo leh u fadhiiso.,kuraasta,positive
2644,"Jawiga ayaa laguu geynayaa meeshaas, meesha ay ku riyoodaan badana ay ku riyoonayaan.",jawiga,positive
2646,Haddii aad doorato mocha qashinka qashinka ah ama mocha cad cad kulul aad hubto in aad tahay mid aad u faraxsan.,kuuma mocha cad,positive
2648,Haddii aad doorato mocha qashinka qashinka ah ama mocha cad cad kulul aad hubto in aad tahay mid aad u faraxsan.,mocha iced bidix,positive
2650,"Inkastoo ay jirto liis dhab ah, waa inaysan qaadan toban daqiiqo si aad u hesho cabitaankaaga iyo 45 pizza macmacaan.",cabitaan,neutral
2652,"Inkastoo ay jirto liis dhab ah, waa inaysan qaadan toban daqiiqo si aad u hesho cabitaankaaga iyo 45 pizza macmacaan.",menu,positive
2655,"Inkastoo ay jirto liis dhab ah, waa inaysan qaadan toban daqiiqo si aad u hesho cabitaankaaga iyo 45 pizza macmacaan.",pizza macmacaanka,neutral
2657,Waxaan ku dhamaannay inaan iska fasaxno sababtoo ah aasaas ahaan waxaa naga indho tiray shaqaalihii sugitaanka-- inkastoo makhaayadda inteeda kale ay ahayd mid inta badan faa'iido ah.,shaqaalaha gato,negative
2660,gaarka ah ee ay cuntada waa fantastic.,gaarka ah casho,positive
2663,"qiyaastii kow iyo toban bucks waxaad heleysaa burrito weyn (ama tacos), margarita, iyo macmacaan.",tacos,positive
2666,"qiyaastii kow iyo toban bucks waxaad heleysaa burrito weyn (ama tacos), margarita, iyo macmacaan.",margarita,neutral
2668,"qiyaastii kow iyo toban bucks waxaad heleysaa burrito weyn (ama tacos), margarita, iyo macmacaan.",deeto,neutral
2670,"qiyaastii kow iyo toban bucks waxaad heleysaa burrito weyn (ama tacos), margarita, iyo macmacaan.",burrito,positive
2673,ku fiican cuntada degdegga ah.,raab,positive
2676,"Dibadda wax badan uma muuqato, laakin daqiiqada aad gudaha ku socotid, waa jawi isbedel kale oo dhan.",jawiga,positive
2678,"Dibadda wax badan uma muuqato, laakin daqiiqada aad gudaha ku socotid, waa jawi isbedel kale oo dhan.",baxsan,negative
2680,Waxaan u tagay in ay Common Stock for quraacda iyo waxaan ahaa si aad ula yaabay.,brunch,neutral
2683,"Saaxiibkay wuxuu lahaa burger, waxaana haystay canjeero buluug ah oo cajiib ah.",burger,neutral
2685,"Saaxiibkay wuxuu lahaa burger, waxaana haystay canjeero buluug ah oo cajiib ah.",buluug ah,positive
2688,"Aad ayaan ugu faraxsannahay cuntadeena, xitaa aad ayaan u sii faraxsannahay markii aan aragnay biilka.",bill,positive
2692,"Aad ayaan ugu faraxsannahay cuntadeena, xitaa aad ayaan u sii faraxsannahay markii aan aragnay biilka.",cuntod,positive
2696,Waxay keenaan gaadhi saxaro ah ilaa miiskaaga waxayna kuu soo bandhigaan ilaa 7 ama 8 xulasho oo safaro ah oo loogu talagalay steak-kaaga (All ayaan isku dayay).,gaadhigii suugada,neutral
2698,Waxay keenaan gaadhi saxaro ah ilaa miiskaaga waxayna kuu soo bandhigaan ilaa 7 ama 8 xulasho oo safaro ah oo loogu talagalay steak-kaaga (All ayaan isku dayay).,miise,neutral
2700,Waxay keenaan gaadhi saxaro ah ilaa miiskaaga waxayna kuu soo bandhigaan ilaa 7 ama 8 xulasho oo safaro ah oo loogu talagalay steak-kaaga (All ayaan isku dayay).,doorashooyin ah sauces,positive
2702,Waxay keenaan gaadhi saxaro ah ilaa miiskaaga waxayna kuu soo bandhigaan ilaa 7 ama 8 xulasho oo safaro ah oo loogu talagalay steak-kaaga (All ayaan isku dayay).,stekaar,neutral
2704,Adeeggu wuxuu ahaa mid dhibic ah - maxaa kale oo aad ka fili lahayd Ritz?,adeege,positive
2707,Dessert sidoo kale ahayd in ay u dhintaan!,Dessert,positive
2710,Tayadda hilibka wuxuu la mid ahaa bakaaraha cuntada ee xaafadaada.,tayada hilibka,negative
2713,Adeega ayaa lagu yaqaanaa dib u laabashada si qofkasta uu ugu farxo.,Adeegga,positive
2716,"Suxuunta loo yaqaan ""Roy's Classics"" (oo lagu calaamadeynayo menu-ka lehsterisks) ayaa la isku dayaa in la isku dayo oo run ah, sida macadamia-dillaac mahi mahi mahi, ama feeraha gaaban ee si xeel dheer u macaan malab-khamiil iyo khamiis.","""Roy ee Classics""",positive
2719,"Suxuunta loo yaqaan ""Roy's Classics"" (oo lagu calaamadeynayo menu-ka lehsterisks) ayaa la isku dayaa in la isku dayo oo run ah, sida macadamia-dillaac mahi mahi mahi, ama feeraha gaaban ee si xeel dheer u macaan malab-khamiil iyo khamiis.",Macadamia-dilaaca mahi mahi,positive
2722,"Suxuunta loo yaqaan ""Roy's Classics"" (oo lagu calaamadeynayo menu-ka lehsterisks) ayaa la isku dayaa in la isku dayo oo run ah, sida macadamia-dillaac mahi mahi mahi, ama feeraha gaaban ee si xeel dheer u macaan malab-khamiil iyo khamiis.",Suxuunta,positive
2725,"Suxuunta loo yaqaan ""Roy's Classics"" (oo lagu calaamadeynayo menu-ka lehsterisks) ayaa la isku dayaa in la isku dayo oo run ah, sida macadamia-dillaac mahi mahi mahi, ama feeraha gaaban ee si xeel dheer u macaan malab-khamiil iyo khamiis.",hilibka lo'da ee udgoon ah malab-mustardo gaaban feedhaha gaaban,positive
2728,"Suxuunta loo yaqaan ""Roy's Classics"" (oo lagu calaamadeynayo menu-ka lehsterisks) ayaa la isku dayaa in la isku dayo oo run ah, sida macadamia-dillaac mahi mahi mahi, ama feeraha gaaban ee si xeel dheer u macaan malab-khamiil iyo khamiis.",menu,neutral
2730,"Suxuunta loo yaqaan ""Roy's Classics"" (oo lagu calaamadeynayo menu-ka lehsterisks) ayaa la isku dayaa in la isku dayo oo run ah, sida macadamia-dillaac mahi mahi mahi, ama feeraha gaaban ee si xeel dheer u macaan malab-khamiil iyo khamiis.",qaabilaadda,positive
2733,"Macmacaanka ugu fiican, shokolaatada iyo subagga looskaarta, gaar uma aha Hawaiian, laakin waa duni yar marka laga hadlayo macmacaanka.",macamos,neutral
2735,"Macmacaanka ugu fiican, shokolaatada iyo subagga looskaarta, gaar uma aha Hawaiian, laakin waa duni yar marka laga hadlayo macmacaanka.",deeto,positive
2738,"Macmacaanka ugu fiican, shokolaatada iyo subagga looskaarta, gaar uma aha Hawaiian, laakin waa duni yar marka laga hadlayo macmacaanka.",chocolate iyo tart qoorta,positive
2740,"liiska cashada wuxuu bixiyaa waxyaabo kala duwan oo wax lagu galo, oo ay ku jiraan cuntada badda oo cusub iyo mareeg weyn, waxaa sidoo kale jira laba nooc oo aan hilibka ahayn.",steaks,positive
2744,"liiska cashada wuxuu bixiyaa waxyaabo kala duwan oo wax lagu galo, oo ay ku jiraan cuntada badda oo cusub iyo mareeg weyn, waxaa sidoo kale jira laba nooc oo aan hilibka ahayn.",alternatives non-meat,neutral
2746,"liiska cashada wuxuu bixiyaa waxyaabo kala duwan oo wax lagu galo, oo ay ku jiraan cuntada badda oo cusub iyo mareeg weyn, waxaa sidoo kale jira laba nooc oo aan hilibka ahayn.",seafood,positive
2750,"liiska cashada wuxuu bixiyaa waxyaabo kala duwan oo wax lagu galo, oo ay ku jiraan cuntada badda oo cusub iyo mareeg weyn, waxaa sidoo kale jira laba nooc oo aan hilibka ahayn.",entrees,positive
2754,"liiska cashada wuxuu bixiyaa waxyaabo kala duwan oo wax lagu galo, oo ay ku jiraan cuntada badda oo cusub iyo mareeg weyn, waxaa sidoo kale jira laba nooc oo aan hilibka ahayn.",menu casho,positive
2758,"Wax walba waa la isku qarqarxinayaa, laga bilaabo adeegga aadka u fiican by makhaayadaha cute, ilaa jawiga aad u cajiibaan.",adeege,positive
2762,"Wax walba waa la isku qarqarxinayaa, laga bilaabo adeegga aadka u fiican by makhaayadaha cute, ilaa jawiga aad u cajiibaan.",kaftans,positive
2766,"Wax walba waa la isku qarqarxinayaa, laga bilaabo adeegga aadka u fiican by makhaayadaha cute, ilaa jawiga aad u cajiibaan.",jawiga,positive
2770,"runtii waxay bixiyaan jawiga nasashada, oo jiidh-dhabarka loo dhigay.",jawiga,positive
2773,"Waxaan u imaaday cunto cusub oo aan filayo cunto weyn, dhamaan waxaan helayna waxay ahayd mid marar badan raashinkii loogu adeegi jiray makhaayad taas oo ahayd kaliya si bareejeyn aan ku raaxaysan waynay inaan wax cunno.",adeegi,neutral
2775,"Waxaan u imaaday cunto cusub oo aan filayo cunto weyn, dhamaan waxaan helayna waxay ahayd mid marar badan raashinkii loogu adeegi jiray makhaayad taas oo ahayd kaliya si bareejeyn aan ku raaxaysan waynay inaan wax cunno.",raab,negative
2777,"Waxaan u imaaday cunto cusub oo aan filayo cunto weyn, dhamaan waxaan helayna waxay ahayd mid marar badan raashinkii loogu adeegi jiray makhaayad taas oo ahayd kaliya si bareejeyn aan ku raaxaysan waynay inaan wax cunno.",cuntod,negative
2780,"Midiidiiqdeennu sida cad marnaba ma ay tijaabin mid ka mid ah cuntada, mana jirin cid wax khamri ah ku talinaysa.",cuntod,neutral
2782,"Midiidiiqdeennu sida cad marnaba ma ay tijaabin mid ka mid ah cuntada, mana jirin cid wax khamri ah ku talinaysa.",khamrie,neutral
2784,"Midiidiiqdeennu sida cad marnaba ma ay tijaabin mid ka mid ah cuntada, mana jirin cid wax khamri ah ku talinaysa.",sugiri,negative
2786,"Appetizer-ka dhabanka halibut wuxuu la yimid qayb deeqsinimo leh oo cawska foie ah, laakiin taasi waxay ku saabsan tahay waxa kaliya ee wanaagsan ee aan ka dhihi karo cuntada.",halibut appetizer dhaban,neutral
2790,"Appetizer-ka dhabanka halibut wuxuu la yimid qayb deeqsinimo leh oo cawska foie ah, laakiin taasi waxay ku saabsan tahay waxa kaliya ee wanaagsan ee aan ka dhihi karo cuntada.",qayb ka mid ah caws foie,positive
2794,The alaabta dhaqanka Talyaani waa weyn - raqiis ah oo lagu adeegiyo goob raaxo leh.,adeegi,positive
2796,The alaabta dhaqanka Talyaani waa weyn - raqiis ah oo lagu adeegiyo goob raaxo leh.,goob-goob,positive
2800,The alaabta dhaqanka Talyaani waa weyn - raqiis ah oo lagu adeegiyo goob raaxo leh.,waxyaabaha dhaqameed Talyaaniga,positive
2804,"Dhammaata baastada al dente, oo aan lagu maanshaynin suugogaal -- qaybo deeqsi ah.",adag,positive
2808,"Dhammaata baastada al dente, oo aan lagu maanshaynin suugogaal -- qaybo deeqsi ah.",pasta,positive
2812,"Dhammaata baastada al dente, oo aan lagu maanshaynin suugogaal -- qaybo deeqsi ah.",kasar,neutral
2816,"Waxaan si fiican u riyaaqnay nafteena, waxaanan dib ugu noqon doonnaa macmacaankii ....",caleemos,positive
2818,"My Chelsea's menu cajiib ah oo hal abuur leh ayaa waxaa ka mid ah casriga ah, westernized suxuunta Japanese sida Foie Gras Unagi Napolean, Jap style steak hamburger, spicy cod roe spaghetti, cod madow oo leh saldhig miso, iyo hayayaashii wanka in maraakiibta madow, in la xuso wax yar.",spicy karey boobaal badan spaghetti,neutral
2822,"My Chelsea's menu cajiib ah oo hal abuur leh ayaa waxaa ka mid ah casriga ah, westernized suxuunta Japanese sida Foie Gras Unagi Napolean, Jap style steak hamburger, spicy cod roe spaghetti, cod madow oo leh saldhig miso, iyo hayayaashii wanka in maraakiibta madow, in la xuso wax yar.",Foie Gras Unagi Napolean,neutral
2826,"My Chelsea's menu cajiib ah oo hal abuur leh ayaa waxaa ka mid ah casriga ah, westernized suxuunta Japanese sida Foie Gras Unagi Napolean, Jap style steak hamburger, spicy cod roe spaghetti, cod madow oo leh saldhig miso, iyo hayayaashii wanka in maraakiibta madow, in la xuso wax yar.",kaar madow oo leh saldhiga Miso,neutral
2830,"My Chelsea's menu cajiib ah oo hal abuur leh ayaa waxaa ka mid ah casriga ah, westernized suxuunta Japanese sida Foie Gras Unagi Napolean, Jap style steak hamburger, spicy cod roe spaghetti, cod madow oo leh saldhig miso, iyo hayayaashii wanka in maraakiibta madow, in la xuso wax yar.",menu,positive
2834,"My Chelsea's menu cajiib ah oo hal abuur leh ayaa waxaa ka mid ah casriga ah, westernized suxuunta Japanese sida Foie Gras Unagi Napolean, Jap style steak hamburger, spicy cod roe spaghetti, cod madow oo leh saldhig miso, iyo hayayaashii wanka in maraakiibta madow, in la xuso wax yar.",rack oo wanka in Qaawane truffle madow,neutral
2838,"My Chelsea's menu cajiib ah oo hal abuur leh ayaa waxaa ka mid ah casriga ah, westernized suxuunta Japanese sida Foie Gras Unagi Napolean, Jap style steak hamburger, spicy cod roe spaghetti, cod madow oo leh saldhig miso, iyo hayayaashii wanka in maraakiibta madow, in la xuso wax yar.",Suxuunta Japanese,neutral
