,yo,aspect,polarities
1864,"Casablanca fi falafel tí ó dùn pamọ́, tabouleh, humus àti àwọn ìdùnnú Mẹditarenia mìíràn, èyí tí gbogbo wọn kò wọ́n rárá.",falafel,positive
1867,"Casablanca fi falafel tí ó dùn pamọ́, tabouleh, humus àti àwọn ìdùnnú Mẹditarenia mìíràn, èyí tí gbogbo wọn kò wọ́n rárá.",humus,positive
1870,"Casablanca fi falafel tí ó dùn pamọ́, tabouleh, humus àti àwọn ìdùnnú Mẹditarenia mìíràn, èyí tí gbogbo wọn kò wọ́n rárá.",tabouleh,positive
1873,"Ilé-oúnjẹ náà jẹ́ àìbìkítà, ṣùgbọ́n ó dára fún oúnjẹ ọ̀sán, àti pé ìfijíṣẹ́ wọn máa ń yára púpọ̀.",oúnjẹ ọ̀sán,neutral
1877,"Ilé-oúnjẹ náà jẹ́ àìbìkítà, ṣùgbọ́n ó dára fún oúnjẹ ọ̀sán, àti pé ìfijíṣẹ́ wọn máa ń yára púpọ̀.",ifijiṣẹ iṣẹ,positive
1881,Wọ́n tún ní àkójọpọ̀ onírúurú ìdì ńlá tí o kò bá ní ìmọ̀lára fún owó ìbílẹ̀ Mẹditarenia.,awọn orisirisi ti wraps,positive
1884,Wọ́n tún ní àkójọpọ̀ onírúurú ìdì ńlá tí o kò bá ní ìmọ̀lára fún owó ìbílẹ̀ Mẹditarenia.,ibile Mẹditarenia fare,neutral
1887,O gba ọdun 100 fun Parisi lati wa ni ayika lati ṣe pizza (o kere ju Emi ko ro pe wọn ti ṣe ṣaaju ọdun yii)... Ṣùgbọ́n ó tó kí a dúró dè é.,pizza,positive
1890,Ọbẹ̀ náà dára (tuntun púpọ̀) pẹ̀lú dazzarella gidi.,dabs ti gidi mozzarella,neutral
1892,Ọbẹ̀ náà dára (tuntun púpọ̀) pẹ̀lú dazzarella gidi.,ọbẹ̀,positive
1895,Búrẹ́dì náà dára jù pẹ̀lú.,búrẹ́dì,positive
1898,Wọ́n máa ń pèsè wọn lórí búrẹ́dì Focacchia wọ́n sì máa kú fún.,sin sin,neutral
1900,Wọ́n máa ń pèsè wọn lórí búrẹ́dì Focacchia wọ́n sì máa kú fún.,Akara Focacchia,neutral
1903,Bákan náà gba Òrùka Onion -- èyí tí ó dára jù tí a ti ní rí.,Onion Oruka,positive
1906,"Àyíká tó rẹwà, ó dára fún ohun mímu àti/tàbí oúnjẹ áàpù.",awọn appetizers,neutral
1910,"Àyíká tó rẹwà, ó dára fún ohun mímu àti/tàbí oúnjẹ áàpù.",afẹ́fẹ́,positive
1914,"Àyíká tó rẹwà, ó dára fún ohun mímu àti/tàbí oúnjẹ áàpù.",awọn ohun mimu,neutral
1918,Wọ́n máa ń san oúnjẹ gẹ́gẹ́ bí àpapọ̀ Asia - kò bá owó náà mu.,billed,negative
1920,Wọ́n máa ń san oúnjẹ gẹ́gẹ́ bí àpapọ̀ Asia - kò bá owó náà mu.,Asian fusion,neutral
1922,Wọ́n máa ń san oúnjẹ gẹ́gẹ́ bí àpapọ̀ Asia - kò bá owó náà mu.,Onjewiwa,negative
1924,Wọ́n máa ń san oúnjẹ gẹ́gẹ́ bí àpapọ̀ Asia - kò bá owó náà mu.,owo,negative
1926,"Àwọn oníbàárà náà jẹ́ akọ́ṣẹ́mọṣẹ́ gidi, wọ́n ní ìwà rere wọ́n sì fetí sílẹ̀.",awọn olutọju,positive
1929,"Mo ti lọ sí ọ̀dọ̀ èyí tí ó wà ní Brooklyn fún ju ọdún 25 lọ, nísinsìnyí mi ò nílò láti kọjá afárá fún pizza tó dára jùlọ... Hanx",pizza,positive
1932,Mo mọ oúnjẹ India gidi èyí kì í sì í ṣe bẹ́ẹ̀.,Ounjẹ India,negative
1934,"Mo fọwọ́sọ̀yà ẹran ẹlẹ́dẹ̀ díndín, adìẹ olómi ọsàn/ẹran màálù, àti ìrẹsì díndín.",sisun ẹran ẹlẹdẹ dumplings,positive
1937,"Mo fọwọ́sọ̀yà ẹran ẹlẹ́dẹ̀ díndín, adìẹ olómi ọsàn/ẹran màálù, àti ìrẹsì díndín.",fried rice,positive
1940,"Mo fọwọ́sọ̀yà ẹran ẹlẹ́dẹ̀ díndín, adìẹ olómi ọsàn/ẹran màálù, àti ìrẹsì díndín.",orange adie / eran malu,positive
1943,Rí i dájú pé o tẹ̀lé oúnjẹ rẹ pẹ̀lú ọ̀kan lára àwọn ohun èlò ọtí tuntun wọn.,ounjẹ,neutral
1945,Rí i dájú pé o tẹ̀lé oúnjẹ rẹ pẹ̀lú ọ̀kan lára àwọn ohun èlò ọtí tuntun wọn.,alabapade oje concoctions,positive
1948,"Bẹ́ẹ̀ni, wọ́n wọ́n díẹ̀ lẹ́yìn náà wọ́n jẹ́ àpẹẹrẹ, ṣùgbọ́n lẹ́ẹ̀kan síi, bẹ́ẹ̀ náà ni oúnjẹ wọn.",ounjẹ,positive
1951,"Mo fọwọ́sọ̀yà ẹja ńlá marnier, ó dára gan-an.",Grand marnier shrimp,positive
1954,"Glechik lè kéré jù fún ilé-oúnjẹ pẹ̀lú ìlànà Russia, ṣùgbọ́n ó rọrùn àti pé oúnjẹ náà dára.",ounjẹ,positive
1957,"o gbọdọ gbiyanju Odessa stew tabi ehoro stew; salads-gbogbo ti o dara; àti pé kompot tuni lára gan-an ní ọjọ́ ooru gbígbóná (wọ́n máa ń jẹ́ kí ó jẹ́ bí ìyá mi ṣe ń ṣe, rán mi létí ilé púpọ̀).",salads,positive
1961,"o gbọdọ gbiyanju Odessa stew tabi ehoro stew; salads-gbogbo ti o dara; àti pé kompot tuni lára gan-an ní ọjọ́ ooru gbígbóná (wọ́n máa ń jẹ́ kí ó jẹ́ bí ìyá mi ṣe ń ṣe, rán mi létí ilé púpọ̀).",kompot,positive
1965,"o gbọdọ gbiyanju Odessa stew tabi ehoro stew; salads-gbogbo ti o dara; àti pé kompot tuni lára gan-an ní ọjọ́ ooru gbígbóná (wọ́n máa ń jẹ́ kí ó jẹ́ bí ìyá mi ṣe ń ṣe, rán mi létí ilé púpọ̀).",Ọbẹ̀ ehoro,positive
1969,"o gbọdọ gbiyanju Odessa stew tabi ehoro stew; salads-gbogbo ti o dara; àti pé kompot tuni lára gan-an ní ọjọ́ ooru gbígbóná (wọ́n máa ń jẹ́ kí ó jẹ́ bí ìyá mi ṣe ń ṣe, rán mi létí ilé púpọ̀).",Odessa stew,positive
1973,Nítorí náà fún oúnjẹ kíkún àti ìlera máa ń jáde.,ounjẹ,positive
1976,Oúnjẹ tí kò dára tí kò dára tí kò wọ́n.,ounjẹ,positive
1979,Ọbẹ̀ chickpea ilẹ̀ tí a ṣe àpẹẹrẹ rẹ̀ gẹ́gẹ́ bí ìbẹ̀rẹ̀ dùn díẹ̀.,ilẹ chickpea soup,negative
1982,Ọbẹ̀ chickpea ilẹ̀ tí a ṣe àpẹẹrẹ rẹ̀ gẹ́gẹ́ bí ìbẹ̀rẹ̀ dùn díẹ̀.,ìbẹ̀rẹ̀,neutral
1985,Adìẹ àti àwo falafel jẹ́ àkójọpọ̀ tí kò ní àpèjúwe pẹ̀lú sàláàdì ewé tuntun.,adie ati falafel platters,neutral
1988,Adìẹ àti àwo falafel jẹ́ àkójọpọ̀ tí kò ní àpèjúwe pẹ̀lú sàláàdì ewé tuntun.,alabapade bunkun saladi,neutral
1991,Falafal náà ti di sísè ó sì gbẹ ṣùgbọ́n adìẹ náà dára.,adie,positive
1995,Falafal náà ti di sísè ó sì gbẹ ṣùgbọ́n adìẹ náà dára.,Falafal,negative
1999,Awọn ifilelẹ ti fa ti ibi yi ni iye owo.,iye owo,positive
2002,"Níkẹyìn jẹ́ kí wọ́n wọ ilé ìtajà 5 lẹ́ẹ̀kan náà, láti ra àwọn ìpín iyebíye lọ́wọ́ àwọn òṣìṣẹ́ tí wọ́n ní ìpolongo.",awọn ege,negative
2006,"Níkẹyìn jẹ́ kí wọ́n wọ ilé ìtajà 5 lẹ́ẹ̀kan náà, láti ra àwọn ìpín iyebíye lọ́wọ́ àwọn òṣìṣẹ́ tí wọ́n ní ìpolongo.",oṣiṣẹ,negative
2010,"Àbájáde (velvet pupa): Ìrísí tó dára, ó rọ̀ ó sì ní velvety, àmì kókó tó dára.",itọkasi ti koko,positive
2014,"Àbájáde (velvet pupa): Ìrísí tó dára, ó rọ̀ ó sì ní velvety, àmì kókó tó dára.",awoara,positive
2018,"The icing MADE yi akara oyinbo, o je fluffy, ko olekenka dun, creamy ati ina.",àkàrà òyìnbó,positive
2021,"Àkàrà òyìnbó tó dára ṣùgbọ́n: kì í ṣe àkàrà òyìnbó tí ó dára jùlọ tí mo ti jẹ rí, àti pé dájúdájú kò tọ́ láti dúró síta ní ẹ̀gbẹ́ ọ̀nà tí àwọn òṣìṣẹ́ tí kò fi bẹ́ẹ̀ ní àníyàn àti àwọn òṣìṣẹ́ tí wọ́n ń ṣiṣẹ́ púpọ̀ bíi màlúù.",awọn oṣiṣẹ,negative
2023,"Àkàrà òyìnbó tó dára ṣùgbọ́n: kì í ṣe àkàrà òyìnbó tí ó dára jùlọ tí mo ti jẹ rí, àti pé dájúdájú kò tọ́ láti dúró síta ní ẹ̀gbẹ́ ọ̀nà tí àwọn òṣìṣẹ́ tí kò fi bẹ́ẹ̀ ní àníyàn àti àwọn òṣìṣẹ́ tí wọ́n ń ṣiṣẹ́ púpọ̀ bíi màlúù.",àkàrà òyìnbó,negative
2026,Àpapọ̀ àkàrà òyìnbó tí ọ̀pọ̀lọpọ̀ ìgbéraga ti fẹ́.,àkàrà òyìnbó,negative
2029,Wọ́n ṣe ọ̀ṣọ́ náà ní ilé-oúnjẹ ìgbàlódé Japanese style.,ọ̀ṣọ́,neutral
2031,"Oúnjẹ náà dára, teriyaki tí mo fọwọ́ sí.",teriyaki,positive
2035,"Oúnjẹ náà dára, teriyaki tí mo fọwọ́ sí.",ounjẹ,positive
2039,"Ìpín Sashimi tóbi tó láti tu ọ̀pọ̀lọpọ̀ ènìyàn nínú, ṣùgbọ́n mi ò fẹ́ràn òtítọ́ pé wọ́n lo ẹran lobster artifical.",Sashimi ipin,positive
2043,"Ìpín Sashimi tóbi tó láti tu ọ̀pọ̀lọpọ̀ ènìyàn nínú, ṣùgbọ́n mi ò fẹ́ràn òtítọ́ pé wọ́n lo ẹran lobster artifical.",artifical lobster meat,negative
2047,"Lápapọ̀, ibí yìí jẹ́ ibi tó dára láti mú àwọn ọ̀rẹ́ díẹ̀ láti máa jáde níbi iṣẹ́ náà sì dára gan-an.",iṣẹ,positive
2051,"Lápapọ̀, ibí yìí jẹ́ ibi tó dára láti mú àwọn ọ̀rẹ́ díẹ̀ láti máa jáde níbi iṣẹ́ náà sì dára gan-an.",ibi,positive
2055,Awọn ounjẹ jẹ nla ati awọn milkshakes paapaa dara julọ!,milkshakes,positive
2059,Awọn ounjẹ jẹ nla ati awọn milkshakes paapaa dara julọ!,ounjẹ,positive
2063,"Kọ́ oúnjẹ pẹ̀lú àwọn ìbéèrè ẹ̀gbẹ́ bíi sàláàdì Greens tó yani lẹ́nu, Buffalo Chicken Kickers àti Cinna Stix.",Buffalo Chicken Kickers,neutral
2065,"Kọ́ oúnjẹ pẹ̀lú àwọn ìbéèrè ẹ̀gbẹ́ bíi sàláàdì Greens tó yani lẹ́nu, Buffalo Chicken Kickers àti Cinna Stix.",ounjẹ,neutral
2067,"Kọ́ oúnjẹ pẹ̀lú àwọn ìbéèrè ẹ̀gbẹ́ bíi sàláàdì Greens tó yani lẹ́nu, Buffalo Chicken Kickers àti Cinna Stix.",awọn aṣẹ ẹgbẹ,neutral
2069,"Kọ́ oúnjẹ pẹ̀lú àwọn ìbéèrè ẹ̀gbẹ́ bíi sàláàdì Greens tó yani lẹ́nu, Buffalo Chicken Kickers àti Cinna Stix.",Cinna Stix,neutral
2071,"Kọ́ oúnjẹ pẹ̀lú àwọn ìbéèrè ẹ̀gbẹ́ bíi sàláàdì Greens tó yani lẹ́nu, Buffalo Chicken Kickers àti Cinna Stix.",Iyanu ' Greens saladi,neutral
2073,Oúnjẹ àti iye náà wú wa lórí gidi gan-an.,iye,positive
2076,Oúnjẹ àti iye náà wú wa lórí gidi gan-an.,ounjẹ,positive
2079,O gbọ́dọ̀ gbìyànjú ọbẹ̀ ata!,ata soup,positive
2082,"Oúnjẹ náà dára (àṣàyàn tó tóbi, iye tí kò gunpá) àti pé àwọn ọtí náà dára.",awọn ohun mimu,positive
2086,"Oúnjẹ náà dára (àṣàyàn tó tóbi, iye tí kò gunpá) àti pé àwọn ọtí náà dára.",awọn idiyele,positive
2090,"Oúnjẹ náà dára (àṣàyàn tó tóbi, iye tí kò gunpá) àti pé àwọn ọtí náà dára.",aṣayan,positive
2094,"Oúnjẹ náà dára (àṣàyàn tó tóbi, iye tí kò gunpá) àti pé àwọn ọtí náà dára.",ounjẹ,positive
2098,"Afẹ́fẹ́ náà lọ́ wọ́ọ́rọ́, ó rọrùn, iṣẹ́ ọnà àti ìbálòpọ̀.",afẹ́fẹ́,positive
2101,"A ti wà níbẹ̀ a sì gbádùn oúnjẹ náà, oúnjẹ wọn dára púpọ̀, ìṣe wọn sì dára púpọ̀.",ounjẹ,positive
2105,"A ti wà níbẹ̀ a sì gbádùn oúnjẹ náà, oúnjẹ wọn dára púpọ̀, ìṣe wọn sì dára púpọ̀.",iṣẹ,positive
2109,"A ti wà níbẹ̀ a sì gbádùn oúnjẹ náà, oúnjẹ wọn dára púpọ̀, ìṣe wọn sì dára púpọ̀.",ounjẹ,positive
2113,"Ọ̀ṣọ́ náà ń ní ìmọ̀lára bí ẹni pé a wà ní Cairo, lóòótọ́ òpópónà náà jẹ́ ara ìrìn-àjò yẹn.",ohun ọṣọ,positive
2115,Oúnjẹ náà dára púpọ̀ ó sì gbajúmọ̀ débi pé dídúró lè jẹ́ àlá alẹ́.,dúró,negative
2119,Oúnjẹ náà dára púpọ̀ ó sì gbajúmọ̀ débi pé dídúró lè jẹ́ àlá alẹ́.,ounjẹ,positive
2123,Dájúdájú ààyè yìí pàtó máa ń lo ẹran tí kò bójú mu.,ẹran,negative
2126,"Bí ó tilẹ̀ jẹ́ pé ó kéré, ó ní àyíká tó rẹwà, oúnjẹ tó tayọ (ẹja ológbò náà dùn - tí o kò bá kọminú sí i ní iyọ̀ lil) àti iṣẹ́ tí ó fetí sílẹ̀.",iṣẹ,positive
2130,"Bí ó tilẹ̀ jẹ́ pé ó kéré, ó ní àyíká tó rẹwà, oúnjẹ tó tayọ (ẹja ológbò náà dùn - tí o kò bá kọminú sí i ní iyọ̀ lil) àti iṣẹ́ tí ó fetí sílẹ̀.",ambience,positive
2134,"Bí ó tilẹ̀ jẹ́ pé ó kéré, ó ní àyíká tó rẹwà, oúnjẹ tó tayọ (ẹja ológbò náà dùn - tí o kò bá kọminú sí i ní iyọ̀ lil) àti iṣẹ́ tí ó fetí sílẹ̀.",catfish,positive
2138,"Bí ó tilẹ̀ jẹ́ pé ó kéré, ó ní àyíká tó rẹwà, oúnjẹ tó tayọ (ẹja ológbò náà dùn - tí o kò bá kọminú sí i ní iyọ̀ lil) àti iṣẹ́ tí ó fetí sílẹ̀.",ounjẹ,positive
2142,"Oúnjẹ náà gba ìṣẹ́jú díẹ̀ sí i láti wá, ṣùgbọ́n àwàdà àti ọ̀rẹ́ àwọn oníbàárà tó rẹwà náà ṣe àtúnṣe fún un.",ounjẹ,neutral
2144,"Oúnjẹ náà gba ìṣẹ́jú díẹ̀ sí i láti wá, ṣùgbọ́n àwàdà àti ọ̀rẹ́ àwọn oníbàárà tó rẹwà náà ṣe àtúnṣe fún un.",awọn olutọju,positive
2147,Mo ti wá síbí fún oúnjẹ ọ̀sán àti fún ọjọ́ ìbí ọ̀rẹ́ kan mo sì máa ń gbádùn ara mi.,Casual Lunches,neutral
2149,Sushi náà máa ń ṣẹ̀ṣẹ̀ ṣẹ̀ṣẹ̀ ṣẹ̀ṣẹ̀ ṣẹ,akojọ aṣayan,positive
2153,Sushi náà máa ń ṣẹ̀ṣẹ̀ ṣẹ̀ṣẹ̀ ṣẹ̀ṣẹ̀ ṣẹ,sushi,positive
2157,Ó wú mi lórí gan-an nígbà ayẹyẹ ọjọ́ bday nígbà tí àwọn òṣìṣẹ́ ìdúró lọ sókè àti kọjá láti ràn mí lọ́wọ́ láti ṣe ọ̀ṣọ́ àti láti mú àkàrà òyìnbó ọjọ́ jáde àti pípèsè iṣẹ́ kíákíá àti ọ̀rẹ́ sí ayẹyẹ ènìyàn 15.,iṣẹ,positive
2160,Ó wú mi lórí gan-an nígbà ayẹyẹ ọjọ́ bday nígbà tí àwọn òṣìṣẹ́ ìdúró lọ sókè àti kọjá láti ràn mí lọ́wọ́ láti ṣe ọ̀ṣọ́ àti láti mú àkàrà òyìnbó ọjọ́ jáde àti pípèsè iṣẹ́ kíákíá àti ọ̀rẹ́ sí ayẹyẹ ènìyàn 15.,waitstaff,positive
2162,Oúnjẹ India tó dára jù tí mo ti jẹ.,Ounjẹ India,positive
2165,"Àwọn òṣìṣẹ́ náà jẹ́ ọ̀rẹ́ ìgbàgbọ́, mo sì lá àlá nípa Saag gosht wọn... Ó dára gan-an.",Saag gosht,positive
2169,"Àwọn òṣìṣẹ́ náà jẹ́ ọ̀rẹ́ ìgbàgbọ́, mo sì lá àlá nípa Saag gosht wọn... Ó dára gan-an.",oṣiṣẹ,positive
2173,"Laanu, ayafi ti o ba n gbe ni adugbo, kii ṣe ni ipo ti o rọrun ṣugbọn o dabi iṣura ti o farapamọ.",ipo,negative
2176,Àwọn òṣìṣẹ́ náà kí mi pẹ̀lú ìfẹ́ ní ẹnu ọ̀nà mo sì jókòó ní kíákíá oúnjẹ náà sì dára púpọ̀.,oṣiṣẹ,positive
2180,Àwọn òṣìṣẹ́ náà kí mi pẹ̀lú ìfẹ́ ní ẹnu ọ̀nà mo sì jókòó ní kíákíá oúnjẹ náà sì dára púpọ̀.,ounjẹ,positive
2184,"Àtòjọ-àṣàyàn náà dára, pẹ̀lú àṣàyàn tó dára, gbogbo ohun tí mo ti gbìyànjú sì dùn gan-an.",akojọ aṣayan,positive
2188,"Àtòjọ-àṣàyàn náà dára, pẹ̀lú àṣàyàn tó dára, gbogbo ohun tí mo ti gbìyànjú sì dùn gan-an.",aṣayan,positive
2192,"Mo lọ sí Swiftys pẹ̀lú àwọn ọ̀rẹ́ ẹbí kan a sì jẹ oúnjẹ alẹ́ tí ó dára, ṣùgbọ́n kò sí ohun tí ó dára.",oúnjẹ alẹ́,positive
2195,Mo jẹ adìyẹ sísun àti sàláàdì kan.,saladi,neutral
2197,Mo jẹ adìyẹ sísun àti sàláàdì kan.,sisun adie,neutral
2199,Ibí yìí ní sushi tó dára jùlọ ní ìlú.,sushi,positive
2202,Wọ́n ní àṣàyàn tí ó tayọ (àwọn rolls pẹ̀lú akàn náà dára gan-an).,Rolls pẹ̀lú akàn,positive
2206,Wọ́n ní àṣàyàn tí ó tayọ (àwọn rolls pẹ̀lú akàn náà dára gan-an).,aṣayan,positive
2210,Owó rẹ kò wọ́n jù pẹ̀lú sushi tuntun.,sushi,positive
2214,Owó rẹ kò wọ́n jù pẹ̀lú sushi tuntun.,iye owo,positive
2218,Mo wọlé lọ́jọ́ kan láti bèèrè fún tábìlì fún ẹgbẹ́ kan mo sì kí àwọn olùgbàlejò tí kò dára.,hostess,negative
2221,Mo wọlé lọ́jọ́ kan láti bèèrè fún tábìlì fún ẹgbẹ́ kan mo sì kí àwọn olùgbàlejò tí kò dára.,tabili,neutral
2223,"Ilé-oúnjẹ náà ṣófo pátápátá, ṣùgbọ́n ó wò mí ní ojú ẹ̀gbin ó sì béèrè pé, kò sí ààyè?",awọn ifiṣura,neutral
2225,Lẹ́yìn náà ó ṣe ìdàrúdàpọ̀ nípa àìlè fi àga 1 tàbí 2 kún òpin tábìlì fún àfikún ènìyàn.,awọn ijoko,neutral
2227,Lẹ́yìn náà ó ṣe ìdàrúdàpọ̀ nípa àìlè fi àga 1 tàbí 2 kún òpin tábìlì fún àfikún ènìyàn.,tabili,neutral
2229,Mo ti jẹun níbí lọ́nà mìíràn - oúnjẹ náà kò dára tó.,ounjẹ,neutral
2232,Mo ti jẹun níbí lọ́nà mìíràn - oúnjẹ náà kò dára tó.,awọn idiyele,negative
2234,Àwọn oúnjẹ ìpanu pẹ̀lú flan àti sopaipillas.,sopaipillas,neutral
2236,Àwọn oúnjẹ ìpanu pẹ̀lú flan àti sopaipillas.,Desserts,neutral
2238,Àwọn oúnjẹ ìpanu pẹ̀lú flan àti sopaipillas.,flan,neutral
2240,O ṣii nikan fun ounjẹ ọsan ṣugbọn ounjẹ naa dara julọ!,oúnjẹ ọ̀sán,neutral
2242,O ṣii nikan fun ounjẹ ọsan ṣugbọn ounjẹ naa dara julọ!,ounjẹ,positive
2245,Ó tó $7 fún oúnjẹ ọ̀sán wọ́n sì ní oúnjẹ ọ̀sán tàbí jẹun.,dine-in,neutral
2247,Ó tó $7 fún oúnjẹ ọ̀sán wọ́n sì ní oúnjẹ ọ̀sán tàbí jẹun.,oúnjẹ ọ̀sán,neutral
2249,Ó tó $7 fún oúnjẹ ọ̀sán wọ́n sì ní oúnjẹ ọ̀sán tàbí jẹun.,Mú-jáde,neutral
2251,Oúnjẹ dára púpọ̀ wọ́n sì tún ní empenadas àti plaintains tí ó dára fún ìpanu ọ̀sán.,plaintains,positive
2255,Oúnjẹ dára púpọ̀ wọ́n sì tún ní empenadas àti plaintains tí ó dára fún ìpanu ọ̀sán.,Oúnjẹ,positive
2259,Oúnjẹ dára púpọ̀ wọ́n sì tún ní empenadas àti plaintains tí ó dára fún ìpanu ọ̀sán.,oúnjẹ ìpanu ọ̀sán,positive
2263,Oúnjẹ dára púpọ̀ wọ́n sì tún ní empenadas àti plaintains tí ó dára fún ìpanu ọ̀sán.,empenadas,positive
2267,"Oúnjẹ tó dára, ọtí-ẹlẹ́rìndòdò tó dára àti olùgbàlejò tó tayọ.",gbalejo,positive
2271,"Oúnjẹ tó dára, ọtí-ẹlẹ́rìndòdò tó dára àti olùgbàlejò tó tayọ.",ọtí ẹlẹ́rìndòdò,positive
2275,"Oúnjẹ tó dára, ọtí-ẹlẹ́rìndòdò tó dára àti olùgbàlejò tó tayọ.",ounjẹ,positive
2279,Gbogbo àwọn ohun èlò náà ṣẹ̀ṣẹ̀,crust,positive
2283,Gbogbo àwọn ohun èlò náà ṣẹ̀ṣẹ̀,awọn toppings,positive
2287,Ibí yìí ní pizza tó dára jù.,pizza,positive
2290,Ó máa ń kún fún ọ̀pọ̀lọpọ̀ ènìyàn ní àsìkò ọ̀sán ṣùgbọ́n ọ̀pọ̀lọpọ̀ ìjókòó ló wà ní ẹ̀yìn àti pé gbogbo àwọn tí wọ́n ń ṣiṣẹ́ níbẹ̀ dára púpọ̀.,awọn ijoko,positive
2293,Mo tún fọwọ́sọ̀yà àwọn kókó ata-ilẹ̀.,ata knots,positive
2296,Mo lérò pé parm meatball parm náà dára.,meatball parm,positive
2299,Oúnjẹ náà dùn àti pé ilé ọtí náà ní ìgbádùn tó dára.,bar,positive
2303,Oúnjẹ náà dùn àti pé ilé ọtí náà ní ìgbádùn tó dára.,vibe,positive
2307,Oúnjẹ náà dùn àti pé ilé ọtí náà ní ìgbádùn tó dára.,ounjẹ,positive
2311,Mo dúró fún oúnjẹ àárọ̀ díẹ̀ lónìí mo sì jẹ pankéèkì cranberry vegan àti wàrà ìrẹsì díẹ̀.,vegan cranberry pancakes,neutral
2313,Mo dúró fún oúnjẹ àárọ̀ díẹ̀ lónìí mo sì jẹ pankéèkì cranberry vegan àti wàrà ìrẹsì díẹ̀.,Brunch,neutral
2315,Mo dúró fún oúnjẹ àárọ̀ díẹ̀ lónìí mo sì jẹ pankéèkì cranberry vegan àti wàrà ìrẹsì díẹ̀.,iresi wara,neutral
2317,Oúnjẹ náà dára gan-an ó sì yà mí lẹ́nu gidi gan-an láti rí ọ̀pọ̀ àṣàyàn vegan.,Vegan options,positive
2321,Oúnjẹ náà dára gan-an ó sì yà mí lẹ́nu gidi gan-an láti rí ọ̀pọ̀ àṣàyàn vegan.,ounjẹ,positive
2325,"Fún ẹnìkan tí ó máa ń kórìíra oúnjẹ India tẹ́lẹ̀, Baluchi ti yí àárín mi padà.",Ounjẹ India,positive
2327,"Níkẹyìn curry kan tí mo lè jẹ, gbádùn àti pé mi ò jìyà gastritis láti wákàtí 3 lẹ́yìn náà.",curry,positive
2330,Gbiyanju awọn akara oyinbo ti a ṣe ni ile.,Awọn akara oyinbo ti a ṣe ni ile,positive
2333,"Gbogbo wọn ló dára - poori, naan, paratha gbogbo wọn ló TUNTUN.",poori,positive
2337,"Gbogbo wọn ló dára - poori, naan, paratha gbogbo wọn ló TUNTUN.",paratha,positive
2341,"Gbogbo wọn ló dára - poori, naan, paratha gbogbo wọn ló TUNTUN.",naan,positive
2345,Èmi àti ìyàwó mi ṣẹ̀ṣẹ̀ ṣàbẹ̀wò sí ilé oúnjẹ alẹ́ fún oúnjẹ alẹ́ a sì ní ìrírí tó dára.,oúnjẹ alẹ́,neutral
2348,Àkàrà òyìnbó alákàn náà dùn àti egungun BBQ náà dára.,akàn akara oyinbo,positive
2352,Àkàrà òyìnbó alákàn náà dùn àti egungun BBQ náà dára.,BBQ rib,positive
2356,Àtòjọ ọtí wáìnì tó dára àti àkójọ àṣàyàn cocktail tó dára.,cocktail menu,positive
2360,Àtòjọ ọtí wáìnì tó dára àti àkójọ àṣàyàn cocktail tó dára.,waini akojọ,positive
2364,Oúnjẹ náà dára ìṣẹ́ wọn náà sì dára,iṣẹ,positive
2368,Oúnjẹ náà dára ìṣẹ́ wọn náà sì dára,ounjẹ,positive
2372,"Nínú burrito mi burrito, èyí kì í ṣe nkankan bí kò ṣe adìẹ dúdú tí ó ti sè ìyẹn ní ọ̀sẹ̀ tó kọjá tí ó sì ṣẹ̀ṣẹ̀ gbóná ní ìtọ́wò microwave.",adie,negative
2376,"Nínú burrito mi burrito, èyí kì í ṣe nkankan bí kò ṣe adìẹ dúdú tí ó ti sè ìyẹn ní ọ̀sẹ̀ tó kọjá tí ó sì ṣẹ̀ṣẹ̀ gbóná ní ìtọ́wò microwave.",ìtọ́wò,negative
2380,"Lọ pẹlu awọn pataki, ki o si duro kuro ninu salmon. ",awọn pataki,positive
2384,"Lọ pẹlu awọn pataki, ki o si duro kuro ninu salmon. ",salmon,negative
2388,Àwọn pásítà náà dára púpọ̀.,pastas,positive
2391,Afẹ́fẹ́ jẹ́ bore.,Afẹ́fẹ́,negative
2394,Lọ síbí tí o bá fẹ́ sàláàdì tuntun àti adùn èyíkéyìí irúfẹ́ èyí tí o lè fojú inú wò.,salads,positive
2397,Ọjọ́ Ìṣẹ́gun tó kọjá fún oúnjẹ ọ̀sán pẹ́ pẹ̀lú ọ̀rẹ́ kan.,late lunch,neutral
2399,"Lẹ́yìn tí ó ti dúró fún bíi wákàtí kan, olùgbà náà sọ fún wa pé òun ti gbàgbé láti fún ilé-ìdáná ní àṣẹ wa.",waiter,negative
2402,"Lẹ́yìn tí ó ti dúró fún bíi wákàtí kan, olùgbà náà sọ fún wa pé òun ti gbàgbé láti fún ilé-ìdáná ní àṣẹ wa.",dúró,negative
2404,"Lẹ́yìn tí ó ti dúró fún bíi wákàtí kan, olùgbà náà sọ fún wa pé òun ti gbàgbé láti fún ilé-ìdáná ní àṣẹ wa.",ibi idana ounjẹ,neutral
2406,Mo béèrè léraléra ohun tí ipò oúnjẹ náà jẹ́ àti pé ẹni tí ó ń dúró fún ìwà ìkà tí kò ṣeé gbàgbọ́ bínú sí i.,ounjẹ,neutral
