,nya,aspect,polarities
2531,"Anali ndi chakudya chamadzulo chokongola mu mgwirizanowu wodzipereka wa nsomba zam'nyanja, chakudya chinali chokonzedwa bwino komanso -choperekedwa ndipo utumikiwo unali wosangalatsa komanso wofulumira.",chakudya chamadzulo,positive
2535,"Malo abwino, malinga ngati sakhala odzaza kwambiri komanso kudzipereka kwa singleminded ku zakudya zake zosankhidwa zimapangitsa Mare kusankha kwakukulu kwa okonda nsomba zam'nyanja.",zakudya,positive
2537,"Malo abwino, malinga ngati sakhala odzaza kwambiri komanso kudzipereka kwa singleminded ku zakudya zake zosankhidwa zimapangitsa Mare kusankha kwakukulu kwa okonda nsomba zam'nyanja.",nsomba za m'nyanja,positive
2540,Ndi malo onse wamba kapena mediocre pa 8th avenue ndibwino kukhala ndi imodzi yomwe ili sitepe pamwamba pa quaility ndi mlengalenga.,quaility,positive
2543,Ndi malo onse wamba kapena mediocre pa 8th avenue ndibwino kukhala ndi imodzi yomwe ili sitepe pamwamba pa quaility ndi mlengalenga.,mlengalenga,positive
2546,Ngati mumakonda nsomba zam'nyanja ndi / kapena chakudya chachigiriki mudzakonda malowa ngakhale kuti siziri zokhazokha pazinthu izi.,nsomba za m'nyanja,positive
2548,Ngati mumakonda nsomba zam'nyanja ndi / kapena chakudya chachigiriki mudzakonda malowa ngakhale kuti siziri zokhazokha pazinthu izi.,Chakudya chachigiriki,positive
2550,Chakudyacho chinali pafupifupi nthawi zonse EXCELLENT.,chakudya,positive
2553,Zokonda zanga pano ndi Tacos Pastor ndi Tostada de Tinga ...,Tacos Pastor,positive
2556,Zokonda zanga pano ndi Tacos Pastor ndi Tostada de Tinga ...,Tostada de Tinga,positive
2559,Kukongoletsa ndiko kumene poyamba anandilowetsa pakhomo.,kukongoletsa,positive
2561,"Batala wandiweyani, chili meaty ndi mbatata yophika yodzaza kuzungulira menyu yomwe imaphatikizapo chokoleti chozizira, cha chokoleti chachikulu frosty.",odzaza mbatata yophika,neutral
2563,"Batala wandiweyani, chili meaty ndi mbatata yophika yodzaza kuzungulira menyu yomwe imaphatikizapo chokoleti chozizira, cha chokoleti chachikulu frosty.",meaty chili,neutral
2565,"Batala wandiweyani, chili meaty ndi mbatata yophika yodzaza kuzungulira menyu yomwe imaphatikizapo chokoleti chozizira, cha chokoleti chachikulu frosty.",chokoleti Frosty,positive
2569,"Batala wandiweyani, chili meaty ndi mbatata yophika yodzaza kuzungulira menyu yomwe imaphatikizapo chokoleti chozizira, cha chokoleti chachikulu frosty.",menyu,neutral
2571,"Batala wandiweyani, chili meaty ndi mbatata yophika yodzaza kuzungulira menyu yomwe imaphatikizapo chokoleti chozizira, cha chokoleti chachikulu frosty.",batala,neutral
2575,Ndiyenera kunena kuti ali ndi imodzi mwa nthawi zoperekera mofulumira kwambiri mumzindawu.,nthawi yobereka,positive
2578,Chakudya nthawi zonse mwatsopano ndi otentha- okonzeka kudya!,Chakudya,positive
2581,Khofi ndi malonda abwino kuposa masangweji a Cosi okwera mtengo.,Khofi,positive
2585,Khofi ndi malonda abwino kuposa masangweji a Cosi okwera mtengo.,Masangweji a Cosi,negative
2589,Ine ndikanangopita kwa khofi amene ali njira bwino kuposa Starbucks kapena ngati.,khofi,positive
2592,"ngati mukuyang'ana chakudya chenicheni cha hong kong, yang'anani patali.",hong kong-kalembedwe chakudya,positive
2595,mbale mpunga ndi mbale noodle kawirikawiri kupitirira $ 5 ndi kuwonjezera pa zotsitsimutsa ayezi chakumwa kwa $ 2 ndipo inu anapereka usiku!,chakumwa cha ayezi,positive
2598,mbale mpunga ndi mbale noodle kawirikawiri kupitirira $ 5 ndi kuwonjezera pa zotsitsimutsa ayezi chakumwa kwa $ 2 ndipo inu anapereka usiku!,mbale za mpunga,positive
2600,mbale mpunga ndi mbale noodle kawirikawiri kupitirira $ 5 ndi kuwonjezera pa zotsitsimutsa ayezi chakumwa kwa $ 2 ndipo inu anapereka usiku!,noodle mbale,positive
2602,"Tsoka ilo, tinasankha malo awa chakudya chamasana monga momwe tinayendera kwambiri ndipo tinathera ku South St Seaport.",chakudya chamasana,neutral
2604,"Palibe nyemba zobiriwira, palibe dzira, palibe kuvala kwa anchovy, palibe maolivi a nicoise, palibe anyezi wofiira.",anyezi wofiira,neutral
2607,"Palibe nyemba zobiriwira, palibe dzira, palibe kuvala kwa anchovy, palibe maolivi a nicoise, palibe anyezi wofiira.",nicoise azitona,neutral
2610,"Palibe nyemba zobiriwira, palibe dzira, palibe kuvala kwa anchovy, palibe maolivi a nicoise, palibe anyezi wofiira.",dzira,neutral
2613,"Palibe nyemba zobiriwira, palibe dzira, palibe kuvala kwa anchovy, palibe maolivi a nicoise, palibe anyezi wofiira.",nyemba zobiriwira,neutral
2616,"Palibe nyemba zobiriwira, palibe dzira, palibe kuvala kwa anchovy, palibe maolivi a nicoise, palibe anyezi wofiira.",anchovy kuvala,neutral
2619,"Kwenikweni, iyi sinali saladi ya Nicoise ndipo inali yosadya kwenikweni.",Nicoise saladi,negative
2621,Mkazi womvetsa chisoni pafupi nafe anaganiza kuti analamula saladi (kuphatikizapo kupempha kuvala saladi) ndipo m'malo mwake anapatsidwa quesedilla.,kuvala saladi,neutral
2623,Mkazi womvetsa chisoni pafupi nafe anaganiza kuti analamula saladi (kuphatikizapo kupempha kuvala saladi) ndipo m'malo mwake anapatsidwa quesedilla.,quesedilla,neutral
2625,Mkazi womvetsa chisoni pafupi nafe anaganiza kuti analamula saladi (kuphatikizapo kupempha kuvala saladi) ndipo m'malo mwake anapatsidwa quesedilla.,saladi,neutral
2627,"Pamene anadandaula, woperekera chakudyayo anati, Pepani.",waitress,neutral
2629,15% gratuity basi anawonjezera bilu.,gratuity,negative
2631,15% gratuity basi anawonjezera bilu.,bilu,negative
2633,"The chokoleti rasipiberi keke ndi kumwamba- osati zokoma kwambiri, koma odzaza ndi kukoma.",kukoma,positive
2637,"The chokoleti rasipiberi keke ndi kumwamba- osati zokoma kwambiri, koma odzaza ndi kukoma.",chokoleti rasipiberi keke,positive
2641,Khalani kumbuyo mu imodzi mwa mipando yabwino imeneyo.,mipando,positive
2644,"Mlengalenga umakutengerani kumalo amenewo, malo omwe ambiri amalota.",mlengalenga,positive
2646,Kaya wanu kusankha iced wosakanizidwa mocha kapena otentha woyera mocha ndinu otsimikiza kukhala wokondwa kwambiri.,otentha woyera mocha,positive
2648,Kaya wanu kusankha iced wosakanizidwa mocha kapena otentha woyera mocha ndinu otsimikiza kukhala wokondwa kwambiri.,iced wosakanizidwa mocha,positive
2650,"Ngakhale pali menyu yabwino, sayenera kutenga mphindi khumi kuti mupeze zakumwa zanu ndi 45 kwa pizza ya dessert.",zakumwa,neutral
2652,"Ngakhale pali menyu yabwino, sayenera kutenga mphindi khumi kuti mupeze zakumwa zanu ndi 45 kwa pizza ya dessert.",menyu,positive
2655,"Ngakhale pali menyu yabwino, sayenera kutenga mphindi khumi kuti mupeze zakumwa zanu ndi 45 kwa pizza ya dessert.",dessert pizza,neutral
2657,Tinamaliza kungochoka chifukwa kwenikweni tinali kunyalanyazidwa ndi ogwira ntchito yodikirira--ngakhale kuti malo ena onse odyera anali opanda kanthu.,dikirani antchito,negative
2660,awo chakudya chapadera ndi wosangalatsa.,chakudya chamadzulo chapadera,positive
2663,"kwa pafupifupi ndalama khumi ndi imodzi mumapeza burrito yaikulu (kapena tacos), margarita, ndi dessert.",tacos,positive
2666,"kwa pafupifupi ndalama khumi ndi imodzi mumapeza burrito yaikulu (kapena tacos), margarita, ndi dessert.",margarita,neutral
2668,"kwa pafupifupi ndalama khumi ndi imodzi mumapeza burrito yaikulu (kapena tacos), margarita, ndi dessert.",dessert,neutral
2670,"kwa pafupifupi ndalama khumi ndi imodzi mumapeza burrito yaikulu (kapena tacos), margarita, ndi dessert.",burrito,positive
2673,wangwiro chakudya mwamsanga.,chakudya,positive
2676,"Sizikuwoneka ngati zambiri kunja, koma mphindi yomwe mumayenda mkati, ndi mlengalenga wina wonse.",mlengalenga,positive
2678,"Sizikuwoneka ngati zambiri kunja, koma mphindi yomwe mumayenda mkati, ndi mlengalenga wina wonse.",kunja,negative
2680,Ndinapita ku Common Stock kwa brunch ndipo ndinachita chidwi kwambiri.,brunch,neutral
2683,Mnzanga anali ndi burger ndipo ndinali ndi mapepala odabwitsa awa a blueberry.,burger,neutral
2685,Mnzanga anali ndi burger ndipo ndinali ndi mapepala odabwitsa awa a blueberry.,blueberry pancakes,positive
2688,Tinasangalala kwambiri ndi chakudya chathu ndipo tinasangalala kwambiri titaona ndalamazo.,bilu,positive
2692,Tinasangalala kwambiri ndi chakudya chathu ndipo tinasangalala kwambiri titaona ndalamazo.,chakudya,positive
2696,Amabweretsa ngolo ya msuzi mpaka patebulo lanu ndikupatsani mpaka 7 kapena 8 zosankha za sauces kwa steak yanu (Ndinayesa iwo ONSE).,msuzi ngolo,neutral
2698,Amabweretsa ngolo ya msuzi mpaka patebulo lanu ndikupatsani mpaka 7 kapena 8 zosankha za sauces kwa steak yanu (Ndinayesa iwo ONSE).,mesa,neutral
2700,Amabweretsa ngolo ya msuzi mpaka patebulo lanu ndikupatsani mpaka 7 kapena 8 zosankha za sauces kwa steak yanu (Ndinayesa iwo ONSE).,zosankha za msuzi,positive
2702,Amabweretsa ngolo ya msuzi mpaka patebulo lanu ndikupatsani mpaka 7 kapena 8 zosankha za sauces kwa steak yanu (Ndinayesa iwo ONSE).,steak,neutral
2704,Utumikiwo unali pa mfundo - ndi chiyani china chomwe mungayembekezere kuchokera ku Ritz?,utumiki,positive
2707,Dessert inalinso kufa!,Dessert,positive
2710,Ubwino wa nyamayo unali wofanana ndi sitolo yanu ya golosale.,khalidwe la nyama,negative
2713,Utumiki umadziwika chifukwa chowerama kumbuyo kuti aliyense asangalale.,Utumiki,positive
2716,"Zakudya zomwe zimadziwika kuti ""Roy's Classics"" (zolembedwa pa menyu ndi asterisks) ndi maphikidwe oyesedwa ndi oona, monga macadamia-crusted mahi mahi, kapena mochenjera wokoma uchi-mpiru ng'ombe nthiti zazifupi.","""Roy's Classics""",positive
2719,"Zakudya zomwe zimadziwika kuti ""Roy's Classics"" (zolembedwa pa menyu ndi asterisks) ndi maphikidwe oyesedwa ndi oona, monga macadamia-crusted mahi mahi, kapena mochenjera wokoma uchi-mpiru ng'ombe nthiti zazifupi.",macadamia-crusted mahi mahi,positive
2722,"Zakudya zomwe zimadziwika kuti ""Roy's Classics"" (zolembedwa pa menyu ndi asterisks) ndi maphikidwe oyesedwa ndi oona, monga macadamia-crusted mahi mahi, kapena mochenjera wokoma uchi-mpiru ng'ombe nthiti zazifupi.",Zakudya,positive
2725,"Zakudya zomwe zimadziwika kuti ""Roy's Classics"" (zolembedwa pa menyu ndi asterisks) ndi maphikidwe oyesedwa ndi oona, monga macadamia-crusted mahi mahi, kapena mochenjera wokoma uchi-mpiru ng'ombe nthiti zazifupi.",wokoma uchi-mpiru ng'ombe nthiti zazifupi,positive
2728,"Zakudya zomwe zimadziwika kuti ""Roy's Classics"" (zolembedwa pa menyu ndi asterisks) ndi maphikidwe oyesedwa ndi oona, monga macadamia-crusted mahi mahi, kapena mochenjera wokoma uchi-mpiru ng'ombe nthiti zazifupi.",menyu,neutral
2730,"Zakudya zomwe zimadziwika kuti ""Roy's Classics"" (zolembedwa pa menyu ndi asterisks) ndi maphikidwe oyesedwa ndi oona, monga macadamia-crusted mahi mahi, kapena mochenjera wokoma uchi-mpiru ng'ombe nthiti zazifupi.",maphikidwe,positive
2733,"Chophika chabwino kwambiri, chokoleti ndi phwetekere tart, si makamaka Hawaii, koma ndi dziko laling'ono pankhani ya maswiti.",maswiti,neutral
2735,"Chophika chabwino kwambiri, chokoleti ndi phwetekere tart, si makamaka Hawaii, koma ndi dziko laling'ono pankhani ya maswiti.",dessert,positive
2738,"Chophika chabwino kwambiri, chokoleti ndi phwetekere tart, si makamaka Hawaii, koma ndi dziko laling'ono pankhani ya maswiti.",chokoleti ndi mtedza tart,positive
2740,"menyu ya chakudya chamadzulo imapereka zosiyanasiyana zazikulu entrees, kuphatikizapo nsomba zam'nyanja zatsopano ndi steaks yaikulu, palinso njira zingapo zopanda nyama.",steaks,positive
2744,"menyu ya chakudya chamadzulo imapereka zosiyanasiyana zazikulu entrees, kuphatikizapo nsomba zam'nyanja zatsopano ndi steaks yaikulu, palinso njira zingapo zopanda nyama.",njira zina zopanda nyama,neutral
2746,"menyu ya chakudya chamadzulo imapereka zosiyanasiyana zazikulu entrees, kuphatikizapo nsomba zam'nyanja zatsopano ndi steaks yaikulu, palinso njira zingapo zopanda nyama.",nsomba za m'nyanja,positive
2750,"menyu ya chakudya chamadzulo imapereka zosiyanasiyana zazikulu entrees, kuphatikizapo nsomba zam'nyanja zatsopano ndi steaks yaikulu, palinso njira zingapo zopanda nyama.",entrees,positive
2754,"menyu ya chakudya chamadzulo imapereka zosiyanasiyana zazikulu entrees, kuphatikizapo nsomba zam'nyanja zatsopano ndi steaks yaikulu, palinso njira zingapo zopanda nyama.",menyu ya chakudya chamadzulo,positive
2758,"chirichonse ndi scrumptious, kuchokera utumiki kwambiri ndi waitresses wokongola, kuti kwambiri zobiriwira m'mlengalenga.",utumiki,positive
2762,"chirichonse ndi scrumptious, kuchokera utumiki kwambiri ndi waitresses wokongola, kuti kwambiri zobiriwira m'mlengalenga.",waitresses,positive
2766,"chirichonse ndi scrumptious, kuchokera utumiki kwambiri ndi waitresses wokongola, kuti kwambiri zobiriwira m'mlengalenga.",mlengalenga,positive
2770,"iwo kwenikweni kupereka yopuma, anaika-m'mbuyo m'mlengalenga.",mlengalenga,positive
2773,"Ndinabwera mwatsopano kuyembekezera chakudya chachikulu, ndipo zonse ndinapeza anali marginally kotero-kotero chakudya anatumikira mu odyera kuti anali basi choncho kuzizira sitikanatha kusangalala kudya.",anatumikira,neutral
2775,"Ndinabwera mwatsopano kuyembekezera chakudya chachikulu, ndipo zonse ndinapeza anali marginally kotero-kotero chakudya anatumikira mu odyera kuti anali basi choncho kuzizira sitikanatha kusangalala kudya.",chakudya,negative
2777,"Ndinabwera mwatsopano kuyembekezera chakudya chachikulu, ndipo zonse ndinapeza anali marginally kotero-kotero chakudya anatumikira mu odyera kuti anali basi choncho kuzizira sitikanatha kusangalala kudya.",chakudya,negative
2780,"Mkazi wathu woperekera chakudya mwachiwonekere sanayesepo chakudya chilichonse, ndipo panalibe amene angalimbikitse vinyo aliyense.",chakudya,neutral
2782,"Mkazi wathu woperekera chakudya mwachiwonekere sanayesepo chakudya chilichonse, ndipo panalibe amene angalimbikitse vinyo aliyense.",vinyo,neutral
2784,"Mkazi wathu woperekera chakudya mwachiwonekere sanayesepo chakudya chilichonse, ndipo panalibe amene angalimbikitse vinyo aliyense.",waitress,negative
2786,"The halibut matama appetizer anabwera ndi gawo wopatsa foie gras, koma kuti ndi za chinthu chokha chabwino ndinganene za chakudya.",halibut matama appetizer,neutral
2790,"The halibut matama appetizer anabwera ndi gawo wopatsa foie gras, koma kuti ndi za chinthu chokha chabwino ndinganene za chakudya.",gawo la foie gras,positive
2794,Zinthu zachikhalidwe za ku Italy ndi zazikulu - zotsika mtengo ndipo zimatumikiridwa m'malo abwino.,anatumikira,positive
2796,Zinthu zachikhalidwe za ku Italy ndi zazikulu - zotsika mtengo ndipo zimatumikiridwa m'malo abwino.,kukhazikitsa,positive
2800,Zinthu zachikhalidwe za ku Italy ndi zazikulu - zotsika mtengo ndipo zimatumikiridwa m'malo abwino.,zinthu zachikhalidwe cha ku Italy,positive
2804,"Mwangwiro al dente pasta, osati kumira mu msuzi - magawo owolowa manja.",magawo,positive
2808,"Mwangwiro al dente pasta, osati kumira mu msuzi - magawo owolowa manja.",pasitala,positive
2812,"Mwangwiro al dente pasta, osati kumira mu msuzi - magawo owolowa manja.",msuzi,neutral
2816,Tinasangalala bwinobwino ndipo tidzakhala tikubwerera ku desserts ....,desserts,positive
2818,"Menyu yanga yochititsa chidwi komanso yolenga ya Chelsea imaphatikizapo zakudya zamakono, zakumadzulo zaku Japan monga Foie Gras Unagi Napolean, Jap style hamburger steak, zokometsera cod roe spaghetti, cod wakuda ndi miso base, ndi rack ya nkhosa mu msuzi wakuda wa truffle, kutchula ochepa.",zokometsera cod roe spaghetti,neutral
2822,"Menyu yanga yochititsa chidwi komanso yolenga ya Chelsea imaphatikizapo zakudya zamakono, zakumadzulo zaku Japan monga Foie Gras Unagi Napolean, Jap style hamburger steak, zokometsera cod roe spaghetti, cod wakuda ndi miso base, ndi rack ya nkhosa mu msuzi wakuda wa truffle, kutchula ochepa.",Foie Gras Unagi Napolean,neutral
2826,"Menyu yanga yochititsa chidwi komanso yolenga ya Chelsea imaphatikizapo zakudya zamakono, zakumadzulo zaku Japan monga Foie Gras Unagi Napolean, Jap style hamburger steak, zokometsera cod roe spaghetti, cod wakuda ndi miso base, ndi rack ya nkhosa mu msuzi wakuda wa truffle, kutchula ochepa.",cod wakuda ndi miso base,neutral
2830,"Menyu yanga yochititsa chidwi komanso yolenga ya Chelsea imaphatikizapo zakudya zamakono, zakumadzulo zaku Japan monga Foie Gras Unagi Napolean, Jap style hamburger steak, zokometsera cod roe spaghetti, cod wakuda ndi miso base, ndi rack ya nkhosa mu msuzi wakuda wa truffle, kutchula ochepa.",menyu,positive
2834,"Menyu yanga yochititsa chidwi komanso yolenga ya Chelsea imaphatikizapo zakudya zamakono, zakumadzulo zaku Japan monga Foie Gras Unagi Napolean, Jap style hamburger steak, zokometsera cod roe spaghetti, cod wakuda ndi miso base, ndi rack ya nkhosa mu msuzi wakuda wa truffle, kutchula ochepa.",pachithandara cha nkhosa mu msuzi wakuda wa truffle,neutral
2838,"Menyu yanga yochititsa chidwi komanso yolenga ya Chelsea imaphatikizapo zakudya zamakono, zakumadzulo zaku Japan monga Foie Gras Unagi Napolean, Jap style hamburger steak, zokometsera cod roe spaghetti, cod wakuda ndi miso base, ndi rack ya nkhosa mu msuzi wakuda wa truffle, kutchula ochepa.",Zakudya za ku Japan,neutral
2842,"Menyu yanga yochititsa chidwi komanso yolenga ya Chelsea imaphatikizapo zakudya zamakono, zakumadzulo zaku Japan monga Foie Gras Unagi Napolean, Jap style hamburger steak, zokometsera cod roe spaghetti, cod wakuda ndi miso base, ndi rack ya nkhosa mu msuzi wakuda wa truffle, kutchula ochepa.",Jap kalembedwe hamburger nyama,neutral
2846,Desserts ndi pafupifupi zosaneneka: wanga ankakonda ndi Tart awo a Tsiku.,Desserts,positive
2850,Desserts ndi pafupifupi zosaneneka: wanga ankakonda ndi Tart awo a Tsiku.,Tart ya Tsiku,positive
2854,"utumiki wabwino, chakudya chachikulu, mtengo wabwino, ndipo konse kudikira mu mzere!",utumiki,positive
2858,"utumiki wabwino, chakudya chachikulu, mtengo wabwino, ndipo konse kudikira mu mzere!",dikirani,positive
2862,"utumiki wabwino, chakudya chachikulu, mtengo wabwino, ndipo konse kudikira mu mzere!",phindu,positive
2866,"utumiki wabwino, chakudya chachikulu, mtengo wabwino, ndipo konse kudikira mu mzere!",chakudya,positive
2870,Ndikofunikira kutenga taxi kupita ku Chelsea kokha chakudya chamadzulo chodabwitsa ku My Chelsea.,chakudya chamadzulo,positive
2873,"Ndinapeza mwayi kudya pa kukhazikitsidwa kwanu kachiwiri masabata angapo apitawo, ndinali mu upstrairs wanu malo odyera.",upstrairs malo odyera,neutral
2875,Mbali za chakudya chimene chinatuluka zinali zodetsa.,magawo a chakudya,neutral
2878,Kodi angayembekezere bwanji kukhalabe mu bizinesi ndi utumiki ngati uwu?,utumiki,negative
2880,"BEST zokometsera nsomba mpukutu, kwambiri saladi Asian.",saladi ya ku asia,positive
2884,"BEST zokometsera nsomba mpukutu, kwambiri saladi Asian.",zokometsera nsomba mpukutu,positive
2888,Yesani rose roll (osati pa menyu).,rose roll,positive
2891,Yesani rose roll (osati pa menyu).,menyu,neutral
2893,Pangani matebulo ambiri- mwinamwake bala la denga?,denga bala,neutral
2895,Pangani matebulo ambiri- mwinamwake bala la denga?,matebulo,negative
2897,"Guacamole yopangidwa kunyumba, entree yosakhulupirika, ndi zipululu zodabwitsa kwambiri.",zipululu,positive
2901,"Guacamole yopangidwa kunyumba, entree yosakhulupirika, ndi zipululu zodabwitsa kwambiri.",entrée,positive
2905,"Guacamole yopangidwa kunyumba, entree yosakhulupirika, ndi zipululu zodabwitsa kwambiri.",Guacamole yopangidwa kunyumba,positive
2908,Ngati ndinu wokonda Tequila simudzakhumudwa.,Tequila,positive
2911,Bweretsani tsiku lanu ndi botolo la vinyo!,botolo la vinyo,neutral
2913,"Matebulo ali pafupi, kotero inu bwino kukhala omasuka kugunda zigongono ndi patrons ena.",Matebulo,negative
2916,Chakudyacho chinali cholengedwa ngati chokongoletsera ndipo zonse zinagwira ntchito.,kukongoletsa,positive
2919,Chakudyacho chinali cholengedwa ngati chokongoletsera ndipo zonse zinagwira ntchito.,chakudya,positive
2922,"Lingaliro lokha ndiloti mumadumpha dessert, inali yokwera mtengo kwambiri ndipo inaperewera pa kukoma.",dessert,negative
2926,"Lingaliro lokha ndiloti mumadumpha dessert, inali yokwera mtengo kwambiri ndipo inaperewera pa kukoma.",kukoma,negative
2930,"Sandwiches, burgers ndi saladi, monga cobb yovala mandimu, ndizopambana zakale.",Masangweji,positive
2933,"Sandwiches, burgers ndi saladi, monga cobb yovala mandimu, ndizopambana zakale.",burgers,positive
2936,"Sandwiches, burgers ndi saladi, monga cobb yovala mandimu, ndizopambana zakale.",saladi,positive
2939,"Sandwiches, burgers ndi saladi, monga cobb yovala mandimu, ndizopambana zakale.",mandimu ovala cobb,positive
2942,"Hip boutiques ndi mipiringidzo pa Ludlow kuwonjezera artsy, anaika-m'mbuyo m'mlengalenga pa izi Israeli kalembedwe takeout ndi kudya-mu burger olowa.",mlengalenga,positive
2945,"Young m'dera trendies kudya pa kauntala masana, pamene chic, luso-nyumba omwa ndi mlingo wolemera wa munchies mulu mochedwa usiku.",kauntala,neutral
2947,"Malo ang'onoang'ono, odyera panja amachititsa malo apadera, omasuka kuphunzira okha kapena kukumana ndi abwenzi.",malo,positive
2951,"Malo ang'onoang'ono, odyera panja amachititsa malo apadera, omasuka kuphunzira okha kapena kukumana ndi abwenzi.",malo odyera panja,positive
2955,"Mowolowa manja chokongoletsera, organic grilled burgers ndi mbale yotchuka kwambiri, koma Yerusalemu msika kalembedwe falafel kukulunga ndi saladi Mediterranean -- wosanjikiza ndi beets, mbuzi tchizi ndi walnuts--ali mofanana scrumptious.",Yerusalemu msika kalembedwe falafel akukuta,positive
2959,"Mowolowa manja chokongoletsera, organic grilled burgers ndi mbale yotchuka kwambiri, koma Yerusalemu msika kalembedwe falafel kukulunga ndi saladi Mediterranean -- wosanjikiza ndi beets, mbuzi tchizi ndi walnuts--ali mofanana scrumptious.",mbale,positive
2963,"Mowolowa manja chokongoletsera, organic grilled burgers ndi mbale yotchuka kwambiri, koma Yerusalemu msika kalembedwe falafel kukulunga ndi saladi Mediterranean -- wosanjikiza ndi beets, mbuzi tchizi ndi walnuts--ali mofanana scrumptious.",organic grilled burgers,positive
2967,"Mowolowa manja chokongoletsera, organic grilled burgers ndi mbale yotchuka kwambiri, koma Yerusalemu msika kalembedwe falafel kukulunga ndi saladi Mediterranean -- wosanjikiza ndi beets, mbuzi tchizi ndi walnuts--ali mofanana scrumptious.","Saladi ya Mediterranean--yosanjikiza ndi beets, tchizi cha mbuzi ndi walnuts",positive
2969,"Nyama-phobes ili ndi mwayi ndi burger yodabwitsa ya veggie, yopangidwa kuchokera ku kusakaniza kwapadera kwa chickpeas, kaloti ndi masamba ena ndi zonunkhira.",kaloti,positive
2973,"Nyama-phobes ili ndi mwayi ndi burger yodabwitsa ya veggie, yopangidwa kuchokera ku kusakaniza kwapadera kwa chickpeas, kaloti ndi masamba ena ndi zonunkhira.",chickpeas,positive
2977,"Nyama-phobes ili ndi mwayi ndi burger yodabwitsa ya veggie, yopangidwa kuchokera ku kusakaniza kwapadera kwa chickpeas, kaloti ndi masamba ena ndi zonunkhira.",masamba,positive
2981,"Nyama-phobes ili ndi mwayi ndi burger yodabwitsa ya veggie, yopangidwa kuchokera ku kusakaniza kwapadera kwa chickpeas, kaloti ndi masamba ena ndi zonunkhira.",zonunkhira,positive
2985,"Nyama-phobes ili ndi mwayi ndi burger yodabwitsa ya veggie, yopangidwa kuchokera ku kusakaniza kwapadera kwa chickpeas, kaloti ndi masamba ena ndi zonunkhira.",veggie burger,positive
2989,"Chakudyacho chinali chokoma kwambiri, choperekedwa mwaluso ndipo vinyo anali wabwino kwambiri.",vinyo,positive
2993,"Chakudyacho chinali chokoma kwambiri, choperekedwa mwaluso ndipo vinyo anali wabwino kwambiri.",chakudya,positive
2997,Anakumba malo a blue bar kwambiri.,buluu bala m'dera,positive
2999,Mu Short Nkhosa Yakuda imadzisiyanitsa yokha ndi gulu la Midtown pub ndi mawonekedwe omwe ali osakaniza masewera-bar butch ndi kitsch yokongoletsedwa.,yang'anani,negative
3001,""" Menyu imaphatikizapo pub fare--burgers, steaks ndi abusa pie--ndipo ngakhale portabella lasagna kwa nkhosa zakuda zomwe zimadziwika kuti ""zamasamba.",burgers,neutral
3003,""" Menyu imaphatikizapo pub fare--burgers, steaks ndi abusa pie--ndipo ngakhale portabella lasagna kwa nkhosa zakuda zomwe zimadziwika kuti ""zamasamba.",menyu,neutral
3005,""" Menyu imaphatikizapo pub fare--burgers, steaks ndi abusa pie--ndipo ngakhale portabella lasagna kwa nkhosa zakuda zomwe zimadziwika kuti ""zamasamba.",pub fare,neutral
3007,""" Menyu imaphatikizapo pub fare--burgers, steaks ndi abusa pie--ndipo ngakhale portabella lasagna kwa nkhosa zakuda zomwe zimadziwika kuti ""zamasamba.",abusa pie,neutral
3009,""" Menyu imaphatikizapo pub fare--burgers, steaks ndi abusa pie--ndipo ngakhale portabella lasagna kwa nkhosa zakuda zomwe zimadziwika kuti ""zamasamba.",steaks,neutral
3011,""" Menyu imaphatikizapo pub fare--burgers, steaks ndi abusa pie--ndipo ngakhale portabella lasagna kwa nkhosa zakuda zomwe zimadziwika kuti ""zamasamba.",portabella lasagna,neutral
3013,"Ndipo ma seva onse [achikazi] ndi okongola kwambiri, omwe nthawi zonse amakhala abwino.",Ma seva [achikazi],positive
3015,Magawo ndi aakulu kwambiri ndipo utumiki ndi wosangalatsa !!,magawo,positive
3019,Magawo ndi aakulu kwambiri ndipo utumiki ndi wosangalatsa !!,utumiki,positive
3023,Ndikupangira nkhuku milanese.,nkhuku milanese,positive
3026,ndipo mwiniwakeyo amangokhala wokongola komanso waubwenzi.,mwini,positive
3029,tiyi ndi yaikulu ndipo maswiti onse amapangidwa kunyumba.,maswiti,positive
3033,tiyi ndi yaikulu ndipo maswiti onse amapangidwa kunyumba.,tiyi,positive
3037,Mkati mwathithithi koma wokongola ndi utumiki waubwenzi kwambiri ndi wosamala.,utumiki,positive
3041,Mkati mwathithithi koma wokongola ndi utumiki waubwenzi kwambiri ndi wosamala.,mkati,positive
3045,"Chakudya ndi zonse zozungulira zabwino, ndi mipukutu zambiri kwambiri ndi sushi / sashimi osati kwenikweni pa mlingo womwewo.",sushi / sashimi,neutral
3047,"Chakudya ndi zonse zozungulira zabwino, ndi mipukutu zambiri kwambiri ndi sushi / sashimi osati kwenikweni pa mlingo womwewo.",mipukutu,positive
3051,"Chakudya ndi zonse zozungulira zabwino, ndi mipukutu zambiri kwambiri ndi sushi / sashimi osati kwenikweni pa mlingo womwewo.",chakudya,positive
3055,(The sashimi ndi kudula pang'ono thinly.,sashimi,negative
3058,") Si malo odyera abwino kwambiri a ku Japan ku East Village, koma ndi olimba kwambiri chifukwa cha mitengo yake yodzichepetsa, komanso yoyenera kubwereza maulendo.",mitengo,positive
