,af,am,rw,ig,ha,ln,lug,so,zu,sn,nya,run,st,nso,tn,xh,yo
104,Kenmerke,ገጽታዎች,Bye bye Features,atụmatụ,2019,MITÓ,ebirimu,astaamaha,izici,zvinhu,mbali,Features None None,Likarolo,Features ya,Features kwa,iimpawu,awọn ẹya ara ẹrọ
105,Windows 8,Windows 8,Bye bye Windows 8,Windows 8,Windows 8,Windows 8,Kino 8,Windows 8,Windows 8,Windows 8,Mawindo 8,Windows 8 None None,Lifensetere tsa 8,lego windows 8,Windows 8 Go,Windows 8,Windows 8
106,Windows 8,Windows 8,Bye bye Windows 8,Windows 8,Windows 8,Windows 8,Kino 8,Windows 8,Windows 8,Windows 8,Mawindo 8,Windows 8 None None,Lifensetere tsa 8,lego windows 8,Windows 8 Go,Windows 8,Windows 8
107,Windows 8,Windows 8,Bye bye Windows 8,Windows 8,Windows 8,Windows 8,Kino 8,Windows 8,Windows 8,Windows 8,Mawindo 8,Windows 8 None None,Lifensetere tsa 8,lego windows 8,Windows 8 Go,Windows 8,Windows 8
108,begin kieslys,ሜኑ ጀምር,Bye bye Start Menu,Malite menu,fara mazaɓa,kobanda menu,tandika menyu,bilow menu,qala imenyu,kutanga menyu,kuyamba menyu,Start menu None None,Qala menu,Go Go Menu,Go Go Menu,qala imenyu,bẹrẹ akojọ aṣayan
109,begin kieslys,ሜኑ ጀምር,Bye bye Start Menu,Malite menu,fara mazaɓa,kobanda menu,tandika menyu,bilow menu,qala imenyu,kutanga menyu,kuyamba menyu,Start menu None None,Qala menu,Go Go Menu,Go Go Menu,qala imenyu,bẹrẹ akojọ aṣayan
110,Windows 8,Windows 8,Bye bye Windows 8,Windows 8,Windows 8,Windows 8,Kino 8,Windows 8,Windows 8,Windows 8,Mawindo 8,Windows 8 None None,Lifensetere tsa 8,lego windows 8,Windows 8 Go,Windows 8,Windows 8
111,Windows 8,Windows 8,Bye bye Windows 8,Windows 8,Windows 8,Windows 8,Kino 8,Windows 8,Windows 8,Windows 8,Mawindo 8,Windows 8 None None,Lifensetere tsa 8,lego windows 8,Windows 8 Go,Windows 8,Windows 8
112,Windows 8,Windows 8,Bye bye Windows 8,Windows 8,Windows 8,Windows 8,Kino 8,Windows 8,Windows 8,Windows 8,Mawindo 8,Windows 8 None None,Lifensetere tsa 8,lego windows 8,Windows 8 Go,Windows 8,Windows 8
113,OpenOffice,OpenOffice,Bye bye OpenOffice,OpenOffice,OpenOffice,OpenOffice,OpenOffice,OpenOffice,OpenOffice,OpenOffice,OpenOffice,Openoffice None,Ho buloa,Go Go Open,Go Goa Gone Open,kwik,OpenOffice
114,OpenOffice,OpenOffice,Bye bye OpenOffice,OpenOffice,OpenOffice,OpenOffice,OpenOffice,OpenOffice,OpenOffice,OpenOffice,OpenOffice,Openoffice None,Ho buloa,Go Go Open,Go Goa Gone Open,kwik,OpenOffice
115,OpenOffice,OpenOffice,Bye bye OpenOffice,OpenOffice,OpenOffice,OpenOffice,OpenOffice,OpenOffice,OpenOffice,OpenOffice,OpenOffice,Openoffice None,Ho buloa,Go Go Open,Go Goa Gone Open,kwik,OpenOffice
116,Passtuk,adapter,Bye bye adapter,nkwụnye,adapter,adaptateur,adapter,adapter,adaptha,adapter,adaputala,Adapter None None,Adapter ea adapter,Adapter a Go Go,Adapter e se e ntse e le teng,iadaptha,ohun ti nmu badọgba
117,Passtuk,adapter,Bye bye adapter,nkwụnye,adapter,adaptateur,adapter,adapter,adaptha,adapter,adaputala,Adapter None None,Adapter ea adapter,Adapter a Go Go,Adapter e se e ntse e le teng,iadaptha,ohun ti nmu badọgba
118,Passtuk,adapter,Bye bye adapter,nkwụnye,adapter,adaptateur,adapter,adapter,adaptha,adapter,adaputala,Adapter None None,Adapter ea adapter,Adapter a Go Go,Adapter e se e ntse e le teng,iadaptha,ohun ti nmu badọgba
119,Tegniese ondersteuning,የቴክኒክ ድጋፍ,Ubufasha bwa tekiniki,nkwado teknụzụ,goyon baya na fasaha,Technical support,Tekinologiya ayamba,taageero farsamo,ukwesekwa kwezobuchwepheshe,hwokugadzira rutsigiro,luso thandizo,Imfashanyo y'ubuhinga,Tšehetso ea Tekheniki,Thekgo ya thekniki,Tshegetso ya Botegeniki,inkxaso yobugcisa,atilẹyin imọ-ẹrọ
120,Tegniese ondersteuning,የቴክኒክ ድጋፍ,Ubufasha bwa tekiniki,nkwado teknụzụ,goyon baya na fasaha,Technical support,Tekinologiya ayamba,taageero farsamo,ukwesekwa kwezobuchwepheshe,hwokugadzira rutsigiro,luso thandizo,Imfashanyo y'ubuhinga,Tšehetso ea Tekheniki,Thekgo ya thekniki,Tshegetso ya Botegeniki,inkxaso yobugcisa,atilẹyin imọ-ẹrọ
121,Klank,ድምፅ,Bye bye sound,ụda,sauti,makelele,Kino,kaftano,umsindo,inzwi,phokoso,Ijwi ry'ijwi,Molumo oa molumo,Modumo wa lešata,Mokgosi,i_sandi,ohùn
122,Klank,ድምፅ,Bye bye sound,ụda,sauti,makelele,Kino,kaftano,umsindo,inzwi,phokoso,Ijwi ry'ijwi,Molumo oa molumo,Modumo wa lešata,Mokgosi,i_sandi,ohùn
123,Klank,ድምፅ,Bye bye sound,ụda,sauti,makelele,Kino,kaftano,umsindo,inzwi,phokoso,Ijwi ry'ijwi,Molumo oa molumo,Modumo wa lešata,Mokgosi,i_sandi,ohùn
124,Volume,ጥራዝ,Bye bye volume,ụda,yawan,volume,Bunene,mugga,ivolumu,Vhoriyamu,voliyumu,Volume None None,Volume ea,Bogolo bja,Volume a Go Go,ubukhulu,iwọn didun
125,Volume,ጥራዝ,Bye bye volume,ụda,yawan,volume,Bunene,mugga,ivolumu,Vhoriyamu,voliyumu,Volume None None,Volume ea,Bogolo bja,Volume a Go Go,ubukhulu,iwọn didun
126,Volume,ጥራዝ,Bye bye volume,ụda,yawan,volume,Bunene,mugga,ivolumu,Vhoriyamu,voliyumu,Volume None None,Volume ea,Bogolo bja,Volume a Go Go,ubukhulu,iwọn didun
127,Tegniese ondersteuning,የቴክኒክ ድጋፍ,Ubufasha bwa tekiniki,nkwado teknụzụ,goyon baya na fasaha,Technical support,Tekinologiya ayamba,taageero farsamo,ukwesekwa kwezobuchwepheshe,hwokugadzira rutsigiro,luso thandizo,Imfashanyo y'ubuhinga,Tšehetso ea Tekheniki,Thekgo ya thekniki,Tshegetso ya Botegeniki,inkxaso yobugcisa,atilẹyin imọ-ẹrọ
128,Tegniese ondersteuning,የቴክኒክ ድጋፍ,Ubufasha bwa tekiniki,nkwado teknụzụ,goyon baya na fasaha,Technical support,Tekinologiya ayamba,taageero farsamo,ukwesekwa kwezobuchwepheshe,hwokugadzira rutsigiro,luso thandizo,Imfashanyo y'ubuhinga,Tšehetso ea Tekheniki,Thekgo ya thekniki,Tshegetso ya Botegeniki,inkxaso yobugcisa,atilẹyin imọ-ẹrọ
129,Tegniese ondersteuning,የቴክኒክ ድጋፍ,Ubufasha bwa tekiniki,nkwado teknụzụ,goyon baya na fasaha,Technical support,Tekinologiya ayamba,taageero farsamo,ukwesekwa kwezobuchwepheshe,hwokugadzira rutsigiro,luso thandizo,Imfashanyo y'ubuhinga,Tšehetso ea Tekheniki,Thekgo ya thekniki,Tshegetso ya Botegeniki,inkxaso yobugcisa,atilẹyin imọ-ẹrọ
130,Volume,ጥራዝ,Bye bye volume,ụda,yawan,volume,Bunene,mugga,ivolumu,Vhoriyamu,voliyumu,Volume None None,Volume ea,Bogolo bja,Volume a Go Go,ubukhulu,iwọn didun
131,Volume,ጥራዝ,Bye bye volume,ụda,yawan,volume,Bunene,mugga,ivolumu,Vhoriyamu,voliyumu,Volume None None,Volume ea,Bogolo bja,Volume a Go Go,ubukhulu,iwọn didun
132,Volume,ጥራዝ,Bye bye volume,ụda,yawan,volume,Bunene,mugga,ivolumu,Vhoriyamu,voliyumu,Volume None None,Volume ea,Bogolo bja,Volume a Go Go,ubukhulu,iwọn didun
133,Volume,ጥራዝ,Bye bye volume,ụda,yawan,volume,Bunene,mugga,ivolumu,Vhoriyamu,voliyumu,Volume None None,Volume ea,Bogolo bja,Volume a Go Go,ubukhulu,iwọn didun
134,Volume,ጥራዝ,Bye bye volume,ụda,yawan,volume,Bunene,mugga,ivolumu,Vhoriyamu,voliyumu,Volume None None,Volume ea,Bogolo bja,Volume a Go Go,ubukhulu,iwọn didun
135,Volume,ጥራዝ,Bye bye volume,ụda,yawan,volume,Bunene,mugga,ivolumu,Vhoriyamu,voliyumu,Volume None None,Volume ea,Bogolo bja,Volume a Go Go,ubukhulu,iwọn didun
136,Battery,ባትሪ,Bateri,batrị,batari,MOTOBATT,Battery,batteriyada,ibhethri,bhatiri,batire,Batareya,Batri ea,Baer be,Baer batere,ibhetri,batiri
137,Battery,ባትሪ,Bateri,batrị,batari,MOTOBATT,Battery,batteriyada,ibhethri,bhatiri,batire,Batareya,Batri ea,Baer be,Baer batere,ibhetri,batiri
138,Battery,ባትሪ,Bateri,batrị,batari,MOTOBATT,Battery,batteriyada,ibhethri,bhatiri,batire,Batareya,Batri ea,Baer be,Baer batere,ibhetri,batiri
139,moeder borde,የእናት ሰሌዳዎች,Baby Mama Boards,nne mbadamba,mother boards,Mama Boketsa,bye bye mother boards,looxyada hooyooyinka,amabhodi omama,mai mapuranga,amayi matabwa,Amami Haruka,Motherboards Wholesale,Go Mama Boards,Mma boards,iibhodi zoomama,awọn igbimọ iya
140,moeder borde,የእናት ሰሌዳዎች,Baby Mama Boards,nne mbadamba,mother boards,Mama Boketsa,bye bye mother boards,looxyada hooyooyinka,amabhodi omama,mai mapuranga,amayi matabwa,Amami Haruka,Motherboards Wholesale,Go Mama Boards,Mma boards,iibhodi zoomama,awọn igbimọ iya
141,moeder borde,የእናት ሰሌዳዎች,Baby Mama Boards,nne mbadamba,mother boards,Mama Boketsa,bye bye mother boards,looxyada hooyooyinka,amabhodi omama,mai mapuranga,amayi matabwa,Amami Haruka,Motherboards Wholesale,Go Mama Boards,Mma boards,iibhodi zoomama,awọn igbimọ iya
142,Prestasie,አፈጻጸም,Bye bye performance,arụmọrụ,aiki,performance,kino,waxqabadka,ukusebenza,kuita,ntchito,Ishika Performance,Performance ea,Go Go Performance,Performance Go Go,Isalathisi somsebenzi,išẹ
143,Prestasie,አፈጻጸም,Bye bye performance,arụmọrụ,aiki,performance,kino,waxqabadka,ukusebenza,kuita,ntchito,Ishika Performance,Performance ea,Go Go Performance,Performance Go Go,Isalathisi somsebenzi,išẹ
144,Prestasie,አፈጻጸም,Bye bye performance,arụmọrụ,aiki,performance,kino,waxqabadka,ukusebenza,kuita,ntchito,Ishika Performance,Performance ea,Go Go Performance,Performance Go Go,Isalathisi somsebenzi,išẹ
145,raakpaneel,ዳችፓድ,bye bye touchpad,touchpad,touchpad,Touchpad,touchpad,taabasho,touchpad,touchpad,touchpad,eshika touchpad,Ho ho ho touchpad,TouchPad Go Go,Mme Touchpad,i-touchpad,touchpad
146,raakpaneel,ዳችፓድ,bye bye touchpad,touchpad,touchpad,Touchpad,touchpad,taabasho,touchpad,touchpad,touchpad,eshika touchpad,Ho ho ho touchpad,TouchPad Go Go,Mme Touchpad,i-touchpad,touchpad
147,raakpaneel,ዳችፓድ,bye bye touchpad,touchpad,touchpad,Touchpad,touchpad,taabasho,touchpad,touchpad,touchpad,eshika touchpad,Ho ho ho touchpad,TouchPad Go Go,Mme Touchpad,i-touchpad,touchpad
148,raakpaneel,ዳችፓድ,bye bye touchpad,touchpad,touchpad,Touchpad,touchpad,taabasho,touchpad,touchpad,touchpad,eshika touchpad,Ho ho ho touchpad,TouchPad Go Go,Mme Touchpad,i-touchpad,touchpad
149,Muis,አይጥ,Bye bye mouse,òké,muƙa,mouse,mouse,mouse,igundane,mbeva,mbewa,Mouse none none,Moe Moe,Molle molle,Mos mo mo,imouse,Máùsì
150,Muis,አይጥ,Bye bye mouse,òké,muƙa,mouse,mouse,mouse,igundane,mbeva,mbewa,Mouse none none,Moe Moe,Molle molle,Mos mo mo,imouse,Máùsì
151,Muis,አይጥ,Bye bye mouse,òké,muƙa,mouse,mouse,mouse,igundane,mbeva,mbewa,Mouse none none,Moe Moe,Molle molle,Mos mo mo,imouse,Máùsì
152,Muis,አይጥ,Bye bye mouse,òké,muƙa,mouse,mouse,mouse,igundane,mbeva,mbewa,Mouse none none,Moe Moe,Molle molle,Mos mo mo,imouse,Máùsì
153,Kantoor,ቢሮ,Ibiro,Office,Ofishin,Bíro,Ofiisi,Xafiiska,Ihhovisi,Hofisi,Office,Icaro,Ofisi ea Ofisi,Ofisi ya Lekala,Ofisi ya Lekala,I-ofisi,Ọ́fíìsì
154,Kantoor,ቢሮ,Ibiro,Office,Ofishin,Bíro,Ofiisi,Xafiiska,Ihhovisi,Hofisi,Office,Icaro,Ofisi ea Ofisi,Ofisi ya Lekala,Ofisi ya Lekala,I-ofisi,Ọ́fíìsì
155,Werk,ሥራ,Gukora,na-arụ ọrụ,aiki,Kosala,Okukola,shaqo,ukusebenza,kushanda,ntchito,kaziba,Ho sebetsa,go tirwa,Tiro Tiro,iyasebenza,ṣiṣẹ
156,Werk,ሥራ,Gukora,na-arụ ọrụ,aiki,Kosala,Okukola,shaqo,ukusebenza,kushanda,ntchito,kaziba,Ho sebetsa,go tirwa,Tiro Tiro,iyasebenza,ṣiṣẹ
157,Werk,ሥራ,Gukora,na-arụ ọrụ,aiki,Kosala,Okukola,shaqo,ukusebenza,kushanda,ntchito,kaziba,Ho sebetsa,go tirwa,Tiro Tiro,iyasebenza,ṣiṣẹ
158,Werk,ሥራ,Gukora,na-arụ ọrụ,aiki,Kosala,Okukola,shaqo,ukusebenza,kushanda,ntchito,kaziba,Ho sebetsa,go tirwa,Tiro Tiro,iyasebenza,ṣiṣẹ
159,Prys,ዋጋ,Ibiciro,ọnụahịa,Price,talo,Bbeeyi,qiimaha,intengo,mutengo,mtengo,Ikiciro:: Ikiciro,Theko ea theko,bei bei,Tlhwatlhwa e e kwa godimo,ixabiso,iye owo
160,Prys,ዋጋ,Ibiciro,ọnụahịa,Price,talo,Bbeeyi,qiimaha,intengo,mutengo,mtengo,Ikiciro:: Ikiciro,Theko ea theko,bei bei,Tlhwatlhwa e e kwa godimo,ixabiso,iye owo
161,Prys,ዋጋ,Ibiciro,ọnụahịa,Price,talo,Bbeeyi,qiimaha,intengo,mutengo,mtengo,Ikiciro:: Ikiciro,Theko ea theko,bei bei,Tlhwatlhwa e e kwa godimo,ixabiso,iye owo
162,Prys,ዋጋ,Ibiciro,ọnụahịa,Price,talo,Bbeeyi,qiimaha,intengo,mutengo,mtengo,Ikiciro:: Ikiciro,Theko ea theko,bei bei,Tlhwatlhwa e e kwa godimo,ixabiso,iye owo
163,Kenmerke,ገጽታዎች,Bye bye Features,atụmatụ,2019,MITÓ,ebirimu,astaamaha,izici,zvinhu,mbali,Features None None,Likarolo,Features ya,Features kwa,iimpawu,awọn ẹya ara ẹrọ
164,Kenmerke,ገጽታዎች,Bye bye Features,atụmatụ,2019,MITÓ,ebirimu,astaamaha,izici,zvinhu,mbali,Features None None,Likarolo,Features ya,Features kwa,iimpawu,awọn ẹya ara ẹrọ
165,USB-poorte,የ USB ወደቦች,USB ports,ỌDỤ ỤGBỌ USB,Usb ports,Baporte ya USB,USB ports,dekedaha USB,Izimbobo ze-USB,USB zviteshi,Madoko a USB,USB Ports None None,Likou tsa USB,Boema-kepe ba USB,Usb Ports A Go Go,Amazibuko e-USB,Awọn ibudo USB
166,USB-poorte,የ USB ወደቦች,USB ports,ỌDỤ ỤGBỌ USB,Usb ports,Baporte ya USB,USB ports,dekedaha USB,Izimbobo ze-USB,USB zviteshi,Madoko a USB,USB Ports None None,Likou tsa USB,Boema-kepe ba USB,Usb Ports A Go Go,Amazibuko e-USB,Awọn ibudo USB
167,USB-poorte,የ USB ወደቦች,USB ports,ỌDỤ ỤGBỌ USB,Usb ports,Baporte ya USB,USB ports,dekedaha USB,Izimbobo ze-USB,USB zviteshi,Madoko a USB,USB Ports None None,Likou tsa USB,Boema-kepe ba USB,Usb Ports A Go Go,Amazibuko e-USB,Awọn ibudo USB
168,skyfstasie,ዲስክ ድራይቭ,disk garage,disk mbanye,disk drive,disk drive,disk drive,disk drive,idrayivu yediski,disk drive,disk drive,Inkodra Induga,Disk drive ea ho khanna,disk drive lego,disk drive kwa,i-disk drive,disk drive
169,skyfstasie,ዲስክ ድራይቭ,disk garage,disk mbanye,disk drive,disk drive,disk drive,disk drive,idrayivu yediski,disk drive,disk drive,Inkodra Induga,Disk drive ea ho khanna,disk drive lego,disk drive kwa,i-disk drive,disk drive
170,skyfstasie,ዲስክ ድራይቭ,disk garage,disk mbanye,disk drive,disk drive,disk drive,disk drive,idrayivu yediski,disk drive,disk drive,Inkodra Induga,Disk drive ea ho khanna,disk drive lego,disk drive kwa,i-disk drive,disk drive
171,WiFi-vermoë,የ WiFi ችሎታ,Ubushobozi bwa WiFi,WiFi ike,WiFi iyawa,Makoki ya WiFi,Obusobozi bwa WiFi,awood WiFi,WiFi ikhono,WiFi kugona,WiFi mphamvu,ubushobozi bwa wifi,Bokhoni ba WiFi,Bokgoni ba Wifi,Bokgoni jwa WiFi,Amandla e-WiFi,Agbara WiFi
172,WiFi-vermoë,የ WiFi ችሎታ,Ubushobozi bwa WiFi,WiFi ike,WiFi iyawa,Makoki ya WiFi,Obusobozi bwa WiFi,awood WiFi,WiFi ikhono,WiFi kugona,WiFi mphamvu,ubushobozi bwa wifi,Bokhoni ba WiFi,Bokgoni ba Wifi,Bokgoni jwa WiFi,Amandla e-WiFi,Agbara WiFi
173,WiFi-vermoë,የ WiFi ችሎታ,Ubushobozi bwa WiFi,WiFi ike,WiFi iyawa,Makoki ya WiFi,Obusobozi bwa WiFi,awood WiFi,WiFi ikhono,WiFi kugona,WiFi mphamvu,ubushobozi bwa wifi,Bokhoni ba WiFi,Bokgoni ba Wifi,Bokgoni jwa WiFi,Amandla e-WiFi,Agbara WiFi
174,Sleutelbord,የቁልፍ ሰሌዳ,Bye bye keyboard,keyboard,keyboard,keyboard,Keyboard,keyboard,ikhibhodi,kiibhodhi,kiyibodi,klavye,Keyboard ea keyboard,Lego Keyboard,Keyboard go go,i-keyboard,keyboard
175,Sleutelbord,የቁልፍ ሰሌዳ,Bye bye keyboard,keyboard,keyboard,keyboard,Keyboard,keyboard,ikhibhodi,kiibhodhi,kiyibodi,klavye,Keyboard ea keyboard,Lego Keyboard,Keyboard go go,i-keyboard,keyboard
176,Sleutelbord,የቁልፍ ሰሌዳ,Bye bye keyboard,keyboard,keyboard,keyboard,Keyboard,keyboard,ikhibhodi,kiibhodhi,kiyibodi,klavye,Keyboard ea keyboard,Lego Keyboard,Keyboard go go,i-keyboard,keyboard
177,Sleutelbord,የቁልፍ ሰሌዳ,Bye bye keyboard,keyboard,keyboard,keyboard,Keyboard,keyboard,ikhibhodi,kiibhodhi,kiyibodi,klavye,Keyboard ea keyboard,Lego Keyboard,Keyboard go go,i-keyboard,keyboard
178,Skerm,ስክሪን,Image screen,ihuenyo,fuskar kwamfyuta,ecran,kino,marka,isihenqo,skrini,chophimba,Shoba Shoba,Setšoantšo sa Screen,lego screen,Screenshots go,iskrini,iboju
179,Skerm,ስክሪን,Image screen,ihuenyo,fuskar kwamfyuta,ecran,kino,marka,isihenqo,skrini,chophimba,Shoba Shoba,Setšoantšo sa Screen,lego screen,Screenshots go,iskrini,iboju
180,Skerm,ስክሪን,Image screen,ihuenyo,fuskar kwamfyuta,ecran,kino,marka,isihenqo,skrini,chophimba,Shoba Shoba,Setšoantšo sa Screen,lego screen,Screenshots go,iskrini,iboju
181,Skerm,ስክሪን,Image screen,ihuenyo,fuskar kwamfyuta,ecran,kino,marka,isihenqo,skrini,chophimba,Shoba Shoba,Setšoantšo sa Screen,lego screen,Screenshots go,iskrini,iboju
182,Kompakte rekenaars,ኮምፓክት ኮምፒዩተር,Bye Bye Compact Computing,kọmpat computing,M kwamfuta,komputation ya moke,compact computing,compact computing,compact computing,compact kombiyuta,yaying'ono kompyuta,Compact Computing None,Lisebelisoa tsa Compact Computing,Comptete gomme,Compact Dikhomputara,i-compact computing,iwapọ iširo
183,Kompakte rekenaars,ኮምፓክት ኮምፒዩተር,Bye Bye Compact Computing,kọmpat computing,M kwamfuta,komputation ya moke,compact computing,compact computing,compact computing,compact kombiyuta,yaying'ono kompyuta,Compact Computing None,Lisebelisoa tsa Compact Computing,Comptete gomme,Compact Dikhomputara,i-compact computing,iwapọ iširo
184,Kompakte rekenaars,ኮምፓክት ኮምፒዩተር,Bye Bye Compact Computing,kọmpat computing,M kwamfuta,komputation ya moke,compact computing,compact computing,compact computing,compact kombiyuta,yaying'ono kompyuta,Compact Computing None,Lisebelisoa tsa Compact Computing,Comptete gomme,Compact Dikhomputara,i-compact computing,iwapọ iširo
185,Windows 8,Windows 8,Bye bye Windows 8,Windows 8,Windows 8,Windows 8,Kino 8,Windows 8,Windows 8,Windows 8,Mawindo 8,Windows 8 None None,Lifensetere tsa 8,lego windows 8,Windows 8 Go,Windows 8,Windows 8
186,Windows 8,Windows 8,Bye bye Windows 8,Windows 8,Windows 8,Windows 8,Kino 8,Windows 8,Windows 8,Windows 8,Mawindo 8,Windows 8 None None,Lifensetere tsa 8,lego windows 8,Windows 8 Go,Windows 8,Windows 8
187,Windows 8,Windows 8,Bye bye Windows 8,Windows 8,Windows 8,Windows 8,Kino 8,Windows 8,Windows 8,Windows 8,Mawindo 8,Windows 8 None None,Lifensetere tsa 8,lego windows 8,Windows 8 Go,Windows 8,Windows 8
188,Windows 8,Windows 8,Bye bye Windows 8,Windows 8,Windows 8,Windows 8,Kino 8,Windows 8,Windows 8,Windows 8,Mawindo 8,Windows 8 None None,Lifensetere tsa 8,lego windows 8,Windows 8 Go,Windows 8,Windows 8
189,Windows 8,Windows 8,Bye bye Windows 8,Windows 8,Windows 8,Windows 8,Kino 8,Windows 8,Windows 8,Windows 8,Mawindo 8,Windows 8 None None,Lifensetere tsa 8,lego windows 8,Windows 8 Go,Windows 8,Windows 8
190,Windows 8,Windows 8,Bye bye Windows 8,Windows 8,Windows 8,Windows 8,Kino 8,Windows 8,Windows 8,Windows 8,Mawindo 8,Windows 8 None None,Lifensetere tsa 8,lego windows 8,Windows 8 Go,Windows 8,Windows 8
191,Raak skerm,ዳሰሳ ስክሪን,Bye bye screen,ihuenyo mmetụ,taɓa fuskar kwamfyuta,touch screen,touch screen,screen xiriiri,isihenqo sokuthinta,kubata chidzitiro,kukhudza chophimba,Shoba Shoba,Tšoara Screen,Go Go Gadget Screen,Go GoA Gone Screen,isikrini sokuchukumisa,iboju ifọwọkan
192,Raak skerm,ዳሰሳ ስክሪን,Bye bye screen,ihuenyo mmetụ,taɓa fuskar kwamfyuta,touch screen,touch screen,screen xiriiri,isihenqo sokuthinta,kubata chidzitiro,kukhudza chophimba,Shoba Shoba,Tšoara Screen,Go Go Gadget Screen,Go GoA Gone Screen,isikrini sokuchukumisa,iboju ifọwọkan
193,Raak skerm,ዳሰሳ ስክሪን,Bye bye screen,ihuenyo mmetụ,taɓa fuskar kwamfyuta,touch screen,touch screen,screen xiriiri,isihenqo sokuthinta,kubata chidzitiro,kukhudza chophimba,Shoba Shoba,Tšoara Screen,Go Go Gadget Screen,Go GoA Gone Screen,isikrini sokuchukumisa,iboju ifọwọkan
194,Windows 8-opstelling,Windows 8 Set-Up,Bye Bye Windows 8,Windows 8 Set-Up,Windows 8 Set-Up,Windows 8 Kobongisa,Windows 8 Set-Up,Windows 8 Set-Up,Windows 8 Setha-Up,Windows 8 Set-Up,Mawindo 8 Kukhazikitsa-Up,windows 8 ubuntu,Windows 8 sets-up,windows 8 lego set,Windows 8 Go Set,Windows 8 Cwangcisa-Up,Windows 8 Ṣeto-Up
195,Windows 8-opstelling,Windows 8 Set-Up,Bye Bye Windows 8,Windows 8 Set-Up,Windows 8 Set-Up,Windows 8 Kobongisa,Windows 8 Set-Up,Windows 8 Set-Up,Windows 8 Setha-Up,Windows 8 Set-Up,Mawindo 8 Kukhazikitsa-Up,windows 8 ubuntu,Windows 8 sets-up,windows 8 lego set,Windows 8 Go Set,Windows 8 Cwangcisa-Up,Windows 8 Ṣeto-Up
196,Windows 8-opstelling,Windows 8 Set-Up,Bye Bye Windows 8,Windows 8 Set-Up,Windows 8 Set-Up,Windows 8 Kobongisa,Windows 8 Set-Up,Windows 8 Set-Up,Windows 8 Setha-Up,Windows 8 Set-Up,Mawindo 8 Kukhazikitsa-Up,windows 8 ubuntu,Windows 8 sets-up,windows 8 lego set,Windows 8 Go Set,Windows 8 Cwangcisa-Up,Windows 8 Ṣeto-Up
197,Waarde,ዋጋ,Agaciro,uru,ma'ana,Motuya,Muwendo,qiimo,inani,kukosha,phindu,Ikiciro:Agaciro,Bohlokoa,Bohlokwa,Valobasha,ixabiso,iye
198,Waarde,ዋጋ,Agaciro,uru,ma'ana,Motuya,Muwendo,qiimo,inani,kukosha,phindu,Ikiciro:Agaciro,Bohlokoa,Bohlokwa,Valobasha,ixabiso,iye
199,Waarde,ዋጋ,Agaciro,uru,ma'ana,Motuya,Muwendo,qiimo,inani,kukosha,phindu,Ikiciro:Agaciro,Bohlokoa,Bohlokwa,Valobasha,ixabiso,iye
200,Wen8,Win8,win8 bye,Win8,Win8,Win8,Win8,Win8,Win8,Win8,Win8,winka8 mweb co za,Feng Feng 8,win8 lego,Win 8 Go,kwik,Win8
201,Wen8,Win8,win8 bye,Win8,Win8,Win8,Win8,Win8,Win8,Win8,Win8,winka8 mweb co za,Feng Feng 8,win8 lego,Win 8 Go,kwik,Win8
202,Wen8,Win8,win8 bye,Win8,Win8,Win8,Win8,Win8,Win8,Win8,Win8,winka8 mweb co za,Feng Feng 8,win8 lego,Win 8 Go,kwik,Win8
203,Instellings,ምርጫዎች,Bye bye Settings,ntọala,daidaita,settings,enteekateeka,goobaha,izimiso,marongerwo,zoikamo,Eko Eshika,Sets Sets,Lego Sets,Sets Sets,imimiselo,awọn eto
204,Instellings,ምርጫዎች,Bye bye Settings,ntọala,daidaita,settings,enteekateeka,goobaha,izimiso,marongerwo,zoikamo,Eko Eshika,Sets Sets,Lego Sets,Sets Sets,imimiselo,awọn eto
