,zu,aspect,polarities
3170,"Muva nje sichithe u-Eva Wonyaka Omusha endaweni yokudlela, futhi saba nesipiliyoni esingesikhulu, kusukela ewayinini kuya kwimenyu ye-dessert.",imenyu dessert,negative
3173,"Muva nje sichithe u-Eva Wonyaka Omusha endaweni yokudlela, kodwa asizange sibe nesipiliyoni esikhulu, kusukela ewayinini kuya kwimenyu ye-dessert.",iwayini,negative
3176,"Le ndawo akuyona i-classy, hhayi i-chic, insizakalo ifudumele kodwa inomusa, futhi ukudla kuvelele.",indawo,negative
3180,"Le ndawo i-classy, i-chic, insizakalo ipholile kodwa ayinomusa, futhi ukudla kuvelele.",service,negative
3184,"Le ndawo i-classy, i-chic, insizakalo ifudumele futhi inomusa, kodwa ukudla akuyona into evelele.",ukudla,negative
3190,"Le ndawo has hhayi sushi enhle, futhi akuyona okumnandi EXPENSIVE.",sushi,negative
3193,Iphinde ibe nezinye izitsha eziningi zaseKorea ezingabizi futhi njengoba nje kungenjalo i-yummy.,Izitsha zaseKorea,negative
3196,"Imenyu emangalisayo, i-ambiance efudumele yokumema, hhayi inkonzo enkulu i-FOOD ingigcina ngibuya!",service,negative
3200,"Hhayi imenyu emangalisayo, i-ambiance efudumele yokumema, inkonzo enkulu i-FOOD ingigcina ngibuya!",imenyu,negative
3204,"Imenyu emangalisayo, i-ambiance epholile engaviting, inkonzo enkulu i-FOOD ingigcina ngibuya!",ambiance,negative
3214,I-Host ne-Hostess yayiyi-civil impela.,Ummemi,positive
3217,I-Host ne-Hostess yayiyi-civil impela.,Hostess,positive
3220,"umkhathi unonya kakhulu, futhi ukuphunyuka okwamukelekile kuyo yonke i-SI mall.",umkhathi,negative
3223,"Kodwa-ke, ukudla nenkonzo futhi ngokuphawulekayo hhayi ukuswela.",service,positive
3226,"Kodwa-ke, ukudla nenkonzo futhi ngokuphawulekayo hhayi ukuswela.",ukudla,positive
3229,I-sushi inqunywe emabhuloki hhayi amakhulu kunomakhalekhukhwini wami.,sushi,positive
3234,Abasebenzi bokulinda bathambile futhi bacabangela.,linda abasebenzi,positive
3237,Ama-fries aseFrance -- nge-kalmata dip ayemnandi!,Ama-fries aseFrance -- nge-kalmata dip,negative
3240,"Kunconywa kakhulu... Njengoba kushiwo, angizange ngidle * e * yokudlela kodwa ngama lapho ukuyolanda i-takeout kodwa kubonakala sengathi yindawo engaphumuli kakhulu; futhi, ibha ibukeka imnandi.",indawo,negative
3244,"Kunconywa kakhulu... Njengoba kushiwo, angizange ngidle * e * yokudlela kodwa ngama lapho ukuyolanda i-takeout kodwa kubonakala sengathi indawo yokuphumula kakhulu; futhi, ibha ibukeka imbi.",ibha,negative
3256,"Akukhona nje kuphela ukuthi ukudla akulona iqiniso, kodwa abasebenzi lapha cishe off-the-isikebhe, basebancane futhi hip futhi bazi ukuthi benzani uma kuziwa ukudla newayini.",ukudla,negative
3260,"Akukona nje kuphela ukuthi ukudla kuyiqiniso, kodwa abasebenzi lapha cishe aba off-the-isikebhe, basebancane kodwa hip futhi ubudala lokho hhayi hip benza uma kuziwa ukudla newayini.",abasebenzi,negative
3266,"Akukhona nje kuphela ukuthi ukudla akulona iqiniso, kodwa abasebenzi lapha cishe off-the-isikebhe, basebancane futhi hip futhi bazi ukuthi benzani uma kuziwa ukudla newayini.",ukudla,negative
3272,Inokufudumala kwendawo yomndeni kanti akuyona indawo enhle yokubuka imicimbi yezemidlalo.,indawo,negative
3275,Abasebenzi abahlaliseki ukuqinisekisa ukuthi wanelisekile.,Abasebenzi,negative
3278,I-bartender ebandayo yase-Ireland ihlala ingajabuli futhi ayikwazi ukuletha ukumamatheka kubangani bami nobuso bami.,bartender,negative
3281,Nakuba ngathuthela phezulu yedolobha ngizama ukuyeka kaningi ngangokunokwenzeka ukudla okungabizi kakhulu kodwa ukukhokha abasebenzi abanonya ukuvakashelwa.,abasebenzi,negative
3285,Nakuba ngathuthela phezulu yedolobha ngizama ukuyeka kaningi ngangokunokwenzeka ukudla okungabizi kakhulu futhi ukukhokha abasebenzi abanobungane ukuvakashelwa.,ukudla,negative
3289,Yeka ukuzenzisa nokungafanele ukuthi i-MJ Grill ithi inikeza isidlo sasemini sokungakwazi kanye nezidlo zakusihlwa!,isidlo sasemini,positive
3292,Yeka ukuzenzisa nokungafanele ukuthi i-MJ Grill ithi inikeza isidlo sasemini sokungakwazi kanye nezidlo zakusihlwa!,izidlo zakusihlwa,positive
3295,Bangasinda kanjani ekukhonzeni hhayi ukudla okuphakathi ngamanani angaphezulu?!,ukudla,neutral
3299,Bangasinda kanjani ekukhonzeni ukudla okuphakathi ngamanani angaphezulu?!,amanani,positive
3303,Ngacela eziyinkimbinkimbi hhayi medium hhayi steak ezingavamile.,steak,neutral
3306,"Khona-ke ngandlela-thile benza i-crust emnandi futhi engashisiwe, ezungeze i-raw and cold ngaphakathi.",crust,positive
3309,Ama-steaks amabili e-hypertrophied -- yini ubugebengu!,steaks,positive
3312,"Indawo yokudlela enkulu, kodwa ukudla okubi",ukudla,negative
3315,Izitsha ngokuphawulekayo okumnandi futhi enjalo hhayi ethokomele kodwa hhayi indawo esondelene!,indawo,negative
3319,Izitsha ngokuphawulekayo kunganambitheki kodwa indawo enjalo ethokomele futhi esondelene!,izitsha,negative
3325,"Ukuhlonipha i-India kubonakala kakhulu ku-appetizer ye-roti canai engathandeki, i-pancake ethosiwe ekhonzwe nge-pungent curry dipping sauce, kuyilapho inkukhu yomango inikeza ukuthatha okumangalisayo okuyinkimbinkimbi, okusha ku-sweet-but-sour.",roti canai appetizer,negative
3331,"Ukuhlonishwa kwe-India kubonakala kakhulu ku-appetizer ye-roti canai emnandi, i-pancake ethosiwe ekhonzwe nge-pungent curry dipping sauce, kuyilapho inkukhu yomango inikeza i-sauce engamangalisi eyinkimbinkimbi, entsha enosawoti ku-sweet-but-sour.",inkukhu yemango,negative
3335,I-caveat eyodwa: Amanye ama-casseroles e-curried angaba kahle kancane,curried casseroles,positive
3342,Abasebenzi kufanele babe nobutha kancane.,abasebenzi,positive
3345,Izinja ezishisayo ezimbi kakhulu endaweni ye-tri-state.,izinja ezishisayo,negative
3348,"Ngaso sonke isikhathi hhayi izintandokazi zihlanganisa Big Mac, Inkukhu McNuggets, Filet-O-Fish sandwich kanye McDonald edumile fries French; izinketho ezilula ezifana namasaladi osayizi we-entrée nazo ziyatholakala.",Inkukhu McNuggets,negative
3352,"Ngaso sonke isikhathi hhayi izintandokazi zihlanganisa Big Mac, Inkukhu McNuggets, Filet-O-Fish sandwich kanye McDonald edumile fries French; izinketho ezilula ezifana namasaladi osayizi we-entrée nazo ziyatholakala.",Filet-O-Fish sandwich,negative
3356,"Izintandokazi zesikhathi sonke zihlanganisa i-Big Mac, i-Chicken McNuggets, i-Filet-O-Fish sandwich kodwa i-McDonald's famous french fries; hhayi izinketho ezilula ezifana namasaladi osayizi we-entrée nazo ziyatholakala.",amasaladi osayizi we-entrée,neutral
3360,"Ngaso sonke isikhathi hhayi izintandokazi zihlanganisa Big Mac, Inkukhu McNuggets, Filet-O-Fish sandwich kanye McDonald edumile fries French; izinketho ezilula ezifana namasaladi osayizi we-entrée nazo ziyatholakala.",Ama-fries adumile aseFrance kaMcDonald,negative
3364,"Ngaso sonke isikhathi hhayi izintandokazi zihlanganisa Big Mac, Inkukhu McNuggets, Filet-O-Fish sandwich kanye McDonald edumile fries French; izinketho ezilula ezifana namasaladi osayizi we-entrée nazo ziyatholakala.",Big Mac,negative
3368,Iminikelo efana namakhekhe ashisayo kanye ne-Egg McMuffin sandwich ayitholakali ukudla kwasekuseni.,amakhekhe ashisayo,neutral
3373,Iminikelo efana namakhekhe ashisayo kanye ne-Egg McMuffin sandwich ayitholakali ukudla kwasekuseni.,Egg McMuffin sandwich,neutral
3376,"Abasebenzi abazikhukhumeza, amanani aphezulu kakhulu eBrooklyn.",abasebenzi,positive
3380,"Abasebenzi bayazikhukhumeza, amanani aphansi kakhulu eBrooklyn.",amanani,positive
3384,"Chef Vincenzo, njalo lapho uma umdinga, kuyinto yangempela hhayi ithalente futhi Roman yangempela.",Chef,negative
3387,"Ukudla kwakhe kuhle kakhulu (kodwa kubiza ngezindinganiso ze-NYC- akukho entrees ngaphezulu kwe- $ 30, ama-appetizers amaningi $ 12 kuya ku-14).",appetizers,negative
3393,"Ukudla kwakhe akuyona into enhle kakhulu (kodwa akubizi ngezindinganiso ze-NYC- akukho entrees phezu kwe- $ 30, ama-appetizers amaningi $ 12 kuya ku-14).",ukudla,negative
3399,"Ikamelo kuyinto hhayi langa, bi-level isikhala kanye ibha eside ephelele isiphuzo.",igumbi,negative
3403,"Ikamelo kuyinto hhayi langa, bi-level isikhala kanye ibha eside ephelele isiphuzo.",isikhala sezinga le-bi,negative
3407,"Ikamelo liyindawo enhle kakhulu, esezingeni le-bi kodwa ibha ende engaphelele yesiphuzo.",ibha ende,negative
3413,Ngisho nakubantu ababili abalambile kakhulu akukho ukudla okuningi okusele okufanele kuthathwe ekhaya (kushisa kabusha kahle ngempela futhi).,ukudla,negative
3416,Wonke ama-apetizers amahle futhi iSandaria imbi kakhulu.,Sangria,negative
3420,Wonke ama-apetizers amabi futhi iSandaria inhle kakhulu.,apetizers,negative
3424,Isevisi ngokuvamile inhle kabi.,Service,negative
3427,Umklamo awusondelene kakhulu noma uthandana,umklamo,negative
3430,Ukudla kwakubuhlungu kakhulu futhi kungacabangeki.,ukudla,negative
3433,Abasebenzi badangele kakhulu futhi babukeka kabi futhi.,abasebenzi,negative
3436,"Kwakuyinto yokudlela enjalo hhayi emnandi, ukuthi ngabuya futhi ngesonto elifanayo.",isipiliyoni yokudlela,negative
3439,"Ukudla akuyona emangalisayo, nakuba kwenziwa ngobuciko, kumane akuyona okumnandi.",ukudla,negative
3442,Gcina indawo izinkangala-basuke hhayi ukufa.,izinkangala,negative
3447,I-appetizer eyodwa ye-chorizo yase-argentina ku- $ 8.95 yayiyi-sausage ekhanyayo ye-fennel enongiwe yase-Italy njengaleyo ethengisa nge- $ 2.99 / lb esitolo.,fennel enongiwe isoseji Italian,positive
3452,"It has umculo omuhle, tapas ezimbi, ukukhethwa ezithakazelisayo iwayini (ngokuyinhloko Spanish) kodwa lowkey hip komakhelwane amaklayenti.",tapas,negative
3456,"It has umculo omuhle, tapas nice, ukukhethwa ezithakazelisayo iwayini (ngokuyinhloko Spanish) kodwa hhayi lowkey noma hip komakhelwane amaklayenti.",amaklayenti,negative
3460,"It has umculo omubi, tapas nice, ukukhethwa ezithakazelisayo iwayini (ngokuyinhloko Spanish) kodwa lowkey hip komakhelwane amaklayenti.",umculo,negative
3464,"Okubaluleke kakhulu, kuyinto ngokungenangqondo intengo.",ontengo yakhe yaphansi,negative
3467,"Sekuphele iminyaka ngiya kule ndawo yokudlela, esikhathini esedlule inkonzo yayingaphansi kwesilinganiso futhi ukudla kungahambisani.",service,neutral
3471,"Sekuphele iminyaka ngiya kule ndawo yokudlela, esikhathini esedlule inkonzo yayiyisilinganiso kodwa ukudla okungahambisani.",ukudla,positive
3475,"Yini umehluko, inkonzo kwaba kakhulu hhayi eduduzayo kodwa ukudla kwakungcono kunesilinganiso, kodwa lokho ngempela ivelele kwaba uhlu ubhiya ashukumisayo futhi olunzulu kangaka.",service,negative
3479,"Yini umehluko, isevisi kwakududuza kakhulu futhi ukudla kwakungcono kunesilinganiso, kodwa lokho ngempela hhayi ivelele kwaba uhlu ubhiya ashukumisayo kangaka kodwa elinganiselwe.",uhlu ubhiya,negative
3483,"Yini umehluko, inkonzo yayiduduza kakhulu kodwa ukudla kwakungekho kangcono kunesilinganiso, kodwa lokho okwagqama ngempela kwakuwuhlu olunjalo lwebhiya olunamandla futhi olunzulu.",ukudla,negative
3487,Ukuthinta okubi kakhulu okuhambisana kakhulu nendawo.,indawo,negative
3490,ukubuyekezwa okungekuhle ekufuneni idolobha cishe kuvela ezindaweni zokudlela ezinomona zokuncintisana eziqaphela ukuthi ayikwazi ukuncintisana nesimo sengqondo esibi seThempeli mayelana nendlela efanele yokuphatha amakhasimende abo nokuhambisa ukudla okuphezulu.,isimo sengqondo,negative
3494,ukubuyekezwa okungekuhle ekufuneni idolobha cishe kuvela ezindaweni zokudlela ezinomona zokuncintisana eziqaphela ukuthi ayikwazi ukuncintisana nesimo sengqondo esihle sonke seThempeli mayelana nendlela efanele yokuphatha amakhasimende abo kodwa ukuletha hhayi ukudla kwekhwalithi ephezulu.,ukudla,negative
3500,Mina nendodakazi yami sashiya sizizwa sanelisekile (hhayi ukugcwaliswa) futhi kwakuzwakala kahle ukwazi ukuthi sinesidlo sasemini esingenampilo.,isidlo sasemini,negative
3503,"Akufanele kubhekwe, inkonzo akuyona enhle kakhulu.",service,negative
3508,Abasebenzi yi-100% yase-Italy futhi ukudla akuyona iqiniso njengoba kuthola.,ukudla,negative
3511,I-gnocchi ngokoqobo ayincibiliki emlonyeni wakho!,gnocchi,negative
3514,Konke ngale ndawo akuyona ethandekayo-ngisho yokugezela!,indlu yokugezela,negative
3517,Ngasho ukuthi ikhofi akuyona i-OUTSTANDING?,ikhofi,negative
3528,Okuhle kakhulu nokho kwakuwukunambitheka.,ukunambitheka,positive
