,nso,aspect,polarities
3299,O ka kgona bjang go ba le dijo tše di sa tlwaelelego?,ditheko,positive
3303,Ke be ke nyaka go ba le tšheke ye e sa tlwaelegago ya go ba le dijo tša go se be le selo se se tlwaelegilego.,Go Go Steak,neutral
3306,"Ba be ba dira bjalo, ba se ke ba fiša ka gare ga sekhurumela sa go tonya le go tonya.",Go Go Crust,positive
3309,2 Go Go Boots - What a Joke!,lego cakes,positive
3312,Good Food - Go Bad,Le dijo,negative
3315,"Dibjana di na le tatso ye e kgahlišago le ye e sego ya go kgahliša, eupša e sego lefelo la go apea!",Felo,negative
3319,"Dinonyana di a kgahliša, eupša ke lefelo le le kwagalago le le šagalago!",dipitša,negative
3325,"Go hlompha India go bonala kudu mo go sa telectable roti canai appetizer, panpane ya go tonya yeo e bego e apešitšwe ka poti ya curry ya dipping sauce, mola kgogo ya manko e fana ka tšie e makatšago, e foreše ye e hlwekilego ka tatso ye e bose.",Lego Ninjago Lego Ninjago Appetizer,negative
3331,"Go hlompha India go bonala kudu ka mo go delectable roti canai appetizer, panpane ya go tonya e bego e šomišwa ka pungent curry dipping sauce, mola kgogo ya manko e fana ka letswai le leswa, letswai le le foreše ka tatso ye e bose.",Mango A Go Go,negative
3335,1:100 100 1000 ళఱళ,lego casseroles,positive
3342,Gonna be a little hostile bit.,Mothwalwa,positive
3345,Dimpša tše di fišago kudu ka lefelong la boraro.,Dimpša tša go fiša,negative
3348,"Ka moka ga go na bao ba ratago go akaretša big Mac, Chicken McNuggets, Filet-O-Fish sandwich le fries ya McDonald's french; Go na le mehuta ye mebe ya go swana le di-salate tše di šupilwego ka gare le tšona di a hwetšagala.",Sebago McNuggets,negative
3352,"Ka moka ga go na bao ba ratago go akaretša big Mac, Chicken McNuggets, Filet-O-Fish sandwich le fries ya McDonald's french; Go na le mehuta ye mebe ya go swana le di-salate tše di šupilwego ka gare le tšona di a hwetšagala.",Lego Ninjago - Lego Sandwich,negative
3356,"10.1.1.2 Ba rata kudu ba akaretša big Mac, Chicken McNuggets, Filet-O-Fish sandwich eupša di-fries tša McDonald's french; Le ge go le bjalo, ga go na le mehuta ya go swana le di-swikiri tše di šupilwego.",Di-sed-sa-sed-sa-go,neutral
3360,"Ka moka ga go na bao ba ratago go akaretša big Mac, Chicken McNuggets, Filet-O-Fish sandwich le fries ya McDonald's french; Go na le mehuta ye mebe ya go swana le di-salate tše di šupilwego ka gare le tšona di a hwetšagala.",Lego Ninjago Lego French Fros,negative
3364,"Ka moka ga go na bao ba ratago go akaretša big Mac, Chicken McNuggets, Filet-O-Fish sandwich le fries ya McDonald's french; Go na le mehuta ye mebe ya go swana le di-salate tše di šupilwego ka gare le tšona di a hwetšagala.",Big Mac,negative
3368,Dijo tša go swana le dikuku tša go fiša le dikuku tša mae tša mcmuffin ga di na dijo tša go fihlola.,lego cakes hots,neutral
3373,Dijo tša go swana le dikuku tša go fiša le dikuku tša mae tša mcmuffin ga di na dijo tša go fihlola.,lego mcmuffin lego sandwich,neutral
3376,"Ga go na tšhelete ya go ba le maatla, theko ya godimo ke ya godimo ya afrika.",Mothwalwa,positive
3380,"Go na le moo, dithekišo di a fokotšega, di fokotšegile ka afrika.",ditheko,positive
3384,"11Le gona moo, ka mehla ge o mo nyaka, ke motho wa go hloka talente, e sego wa nnete ebile ke moroma wa nnete.",Lego Boss,negative
3387,"Dijo tša gagwe di na le mohola (eupša go se be le ditshenyegelo tša go feta R30, bogolo bja r12 go ya go 14).",Alago - Alago,negative
3393,"Dijo tša gagwe ga di na mohola (eupša ga di na theko ya go feta R30, bogolo bja r12 go ya go 14).",Le dijo,negative
3399,"Ntlo ye ga e na lefelo le le botse, le le telele la go nwa.",Lego Room,negative
3403,"Ntlo ye ga e na lefelo le le botse, le le telele la go nwa.",lego space,negative
3407,"Ke lefelo le lebotse, le le telele le le sa itekanelago go nwa meetse.",Go Long Bar,negative
3413,Le ge go na le batho ba babedi bao ba swerwego ke tlala ga go na dijo tše ntši tšeo di swanetšego go tlošwa legaeng la bona (le ge go le bjalo).,Le dijo,negative
3416,"Ka moka ga bona ba na le maatla a go dira dilo tše mpe, gomme ba na le maatla a go se loke.",Lena Sangria,negative
3420,"Le ge go le bjalo, go na le dilo tše mpe, le ge go le bjalo, le ge go le bjalo, go na le dilo tše di kgahlišago kudu.",Anke Apeters,negative
3424,Tirelo gantši e mpe.,Tirelo Tirelo,negative
3427,Y yo no le hago nada a la pelo a la,Lego Design,negative
3430,Dijo di be di le bohloko ebile di sa šuthe.,Le dijo,negative
3433,Ba bangwe le bona ba na le mahlo a matelele gomme le bona ba bonala ba le babe.,Mothwalwa,negative
3436,"Go be go se na selo se se kgahlišago kudu sa go ja, ka gobane ke boile bekeng ye e swanago.",Phihlelo ya dijo,negative
3439,"Dijo ga di bose kudu, le ge e le gore di dirilwe ka bokgwari, ga di bose fela.",Le dijo,negative
3442,"Ba tla hwela lešokeng, ba se ke ba hwa.",lego deserts,negative
3447,"The lone argentina chorizo appetizer go $8.95 e be e le tšie ya go ba le namune ya setaliana go swana le yeo e rekišwago ka $ 2,99/lb ka lebenkeleng.",ʻO ka ʻoʻo ʻo ʻO Kaʻina Italy,positive
3452,"E na le mmino wo mobotse, di-tapas, kgetho ye e kgahlišago ya beine (gagolo Sepania) eupša e le morekiši wa fase wa hip hip neighborhood.",lego tapas,negative
3456,"E na le mmino wo mobotse, di-tapas, kgetho ye e kgahlišago ya beine (gagolo Seisimane) eupša e sego morekiši wa tikologo ya hip neighborhood.",Cliente Moka,negative
3460,"E na le mmino wo mobe, di-tapas, kgetho ye kgahlišago ya beine (gagolo Se-Spain) eupša e le morekiši wa fase wa hip hip neighborhood.",Momino Momino,negative
3464,Se bohlokwa kudu ke gore theko ya yona ga e na mohola.,theko ya theko,negative
3467,Ke tšere mengwaga ye mentši ke ya go reka dijo tšeo di bego di le ka fase ga palogare ya dijo tšeo di sa sepelelanego le tšona.,Tirelo Tirelo,neutral
3471,"Ke tšere mengwaga ye mentši ke ya go reka dijo tšeo di bego di le gona, eupša go be go se na dijo tšeo di šišinywago.",Le dijo,positive
3475,"Go be go na le phapano ye kgolo, dijo di be di le kaone go feta palogare, eupša seo se bego se le gona e be e le lenaneo le le tiilego le legolo la biri.",Tirelo Tirelo,negative
3479,"Go be go na le phapano ye kaakang, dijo di be di le kaone go feta palogare, eupša seo ga se a ka a se hwetšago e le se sennyane kudu.",lego beer list,negative
3483,"Go be go na le phapano ye kaakang, dijo di be di se kaone go feta palogare, eupša seo se bego se le gona e be e le lenaneo le le tiilego le legolo la biri.",Le dijo,negative
3487,"Go na le sekgoba se se sa kgahlego kudu, seo se tla ba le sekgoba se sentši kudu.",Felo,negative
3490,Dinyakišišo tše mpe mabapi le dinyakišišo tša toropokgolo e ka ba tša go ba le lehufa tšeo di ka se kgonego go gwerana le maikutlo a tempele mabapi le tsela ye e nepagetšego ya go swara bareki ba bona le go fana ka dijo tša boleng bja godimo.,Y yo le dimelo,negative
3494,Dinyakišišo tše di fošagetšego mabapi le dinyakišišo tša toropokgolo e ka ba dithekišetšano tša go ba le lehufa tšeo di lemogago gore ga di kgone go ba le khuetšo ye botse ka ga tsela ye e nepagetšego ya go swara bareki ba bona eupša ba se fe dijo tša boleng bjo bobotse.,Le dijo,negative
3500,Nna le mosadi wa ka re ile ra ikwa re thabile kudu ka ge re be re sa tsebe gore re na le dijo tša go fihlola.,Dijo tša go fihlola,negative
3503,"Go se hlokomologe, tirelo ga se ye botse.",Tirelo Tirelo,negative
3508,100% ya dijo tša afrika ga se tša nnete bjalo ka ge di ka ba gona.,Le dijo,negative
3511,Y yo no le hago nada nada!,Lego Ninjago,negative
3514,Ga go na selo se sengwe le se sengwe se se šomago ka mo go sa kgahlego - le ge e le ka phapošing ya boithomelo!,Lego Bathroom,negative
3517,Na ke be ke nagana gore kofi ga e a swanela go ba gona?,Cafe Moka,negative
3528,"Le ge go le bjalo, e be e le tatso ye kaonekaone.",Go Go Taste,positive
