,so,aspect,polarities
2964,"Ma ahan si quruxsan loo qurxiyo burgerada la dubay ee laga dubay ayaa ah kuwa ugu caansan dadka aan caanka ahayn, laakiin Jerusalem oo ah wax lagu duubo dharabka qallafsan ee suuqa iyo salaadaha Mediterranean-ka - oo ay ku dhejiyaan shabagyo, jiis ari iyo walnuts - ayaa ah kuwo si isku mid ah loo qallafsanyahay.",organic dubay burgers,negative
2970,"Hilibka-phobes waxay nasiib u leeyihiin burgerka khudaarta ee aan caadiga ahayn, oo laga sameeyay isku darka aan lagu kala soocin ee buskudka, karootada iyo khudaarta kale iyo udgoon.",karooto,negative
2974,"Hilibka-phobes waxay nasiib u leeyihiin burgerka khudaarta ee aan caadiga ahayn, oo laga sameeyay isku darka aan lagu kala soocin ee buskudka, karootada iyo khudaarta kale iyo udgoon.",chickpeas,negative
2978,"Hilibka-phobes waxay nasiib u leeyihiin burgerka khudaarta ee aan caadiga ahayn, oo laga sameeyay isku darka aan lagu kala soocin ee buskudka, karootada iyo khudaarta kale iyo udgoon.",khudaarta,negative
2982,"Hilibka-phobes waxay nasiib u leeyihiin burgerka khudaarta ee aan caadiga ahayn, oo laga sameeyay isku darka aan lagu kala soocin ee buskudka, karootada iyo khudaarta kale iyo udgoon.",udgoon,negative
2986,"Hilibka-phobes waxaa nasiib u leh burgerka caadi ah ee khudaarta, oo laga sameeyay buskud kala duwan oo ah baalasha, karootada laakiin khudaarta kale iyo udgoonaantu.",kabaha burger,negative
2990,"Cuntadu waxay ahayd mid aad u dhadhan badan, hal-abuur leh loo soo bandhigay laakiin khamrigu ma fiiqneyn.",khamrie,negative
2994,"Cuntadu waxay ahayd mid aan dhadhan badnayn, oo aan hal-abuur loo soo bandhigin, laakiin khamrigu aad ayuu u fiicanaa.",cuntod,negative
3016,"qaybaha waa kuwo aad u yar, laakiin adeega waa fantastic !!",adag,negative
3020,qaybaha waa kuwo aad u ballaaran laakiin adeegga ma aha mid fantastic ah !!,adeege,negative
3024,Kuma talinayo milanese-ka buskudka.,milanese,negative
3027,iyo milkiilaha waa si fudud ma aha qof jecel oo unfriendly.,milkiilaha,negative
3030,shaaha waa wayn yihiin laakiin macmacaanku dhami ma ahan kuwa guriga laga sameysanayo.,macamos,negative
3034,shaahuhu ma weyna laakiin dhamaan macmacaanku waa kuwa homemade ah.,shaaha,negative
3038,Gudaha oo soo jiidasho leh oo leh adeeg aad u xun oo aan firfircooneyn.,adeege,negative
3042,"Saaxiib, laakiin ma ahan kuwo qurux badan oo leh adeeg aad u saaxiibtinimo laakiin fiiro gaar ah.",gudaha,negative
3048,"Cuntada waa dhan-ku wareegsan wanaagsan, iyadoo duub badanaa ma aad u fiican iyo sushi / sashimi aan si isku mid ah.",duub,negative
3052,"Cuntada waa xun oo dhan ku wareegsan, la duub badanaa aad u fiican laakiin sushi / sashimi ah ma aha arrin heer la mid ah.",cuntod,negative
3056,( Sashimigu wax yar oo khadhan ma gooyo.,sashimi,positive
3059,") Ma ahan makhaayad ugu fiican Japanese ee East Village, laakiin waa mid ka mid ah quruxsan adag qiimaha ay ma nuglaan, iyo mudan booqashooyin ku celcelin.",qiimayaasha,negative
3062,"Maahan sababta oo ah inaan uur lahaa, laakiin raashinka halkan had iyo jeer ma ahan mid macaan.",cuntod,negative
3067,"Barkani waxa uu leeyahay oo dhan-aan weyn cabitaan, jawi qabow, adeeg fiican laakiin cunto delicious.",cabitaan,negative
3071,"bar Tani waxay leedahay cabitaan oo dhan-weyn, jawi qabow, adeeg aad u fiican laakiin ma cunto macaan.",cuntod,negative
3075,"Barkani waxa uu leeyahay cabitaano dhan-weyn, jawi kulaylka, adeeg fiican laakiin cunto delicious.",jawiga,negative
3079,"Barkani waxa uu leeyahay cabitaano dhan-weyn, jawi qabow, adeeg fiican oo aan ahayn iyo cunto delicious.",adeege,negative
3089,"Saacadda farxadda leh waa mid qaali ah, laakiin taasi ma muujineyso adeega ama jawiga.",saacad farxad leh,negative
3092,"Si milkiilayaasha; guys shaqo xun, meeshan waa ilaaliye ah!",milkiilayaasha,negative
3095,"Liiska khamrigu ma ahayn mid cajiib ah, tapaskeennu aad ayuu u faraxsan yahay, laakiin jawiga deggan ee ku fiican wada sheekaysiga wanaagsan.",liiska khamriga,negative
3099,"Liiska khamrigu wuxuu ahaa mid aad u fiican, tapaskeennu waa mid aad u faraxsan, laakiin jawiga codka dheer ayaa ah mid aan kaamil ahayn wada sheekad wanaagsan.",jawiga,negative
3103,"Liiska khamrigu wuxuu ahaa mid cajiib ah, tapaskeennu ma ahan mid farxad leh, laakiin jawiga xasilloon ee ku fiican wada hadalka wanaagsan.",tabar,negative
3117,Mulkiilaha waa wax aan wanaagsaneyn oo aan madadaalo aheyn.,milkiilaha,negative
3120,"Sii isku day, menu ma aha Faransiis caadi ah laakiin kala duwan.",menu,neutral
3123,"Tapas u fiican qiimo aan weynayn, taataabtay, yar yar laakiin aan si xad dhaaf ah u ciyey, heer sare",qiimayaasha,negative
3127,"Tapas ma u fiican qiimo weyn, ka taataabtay, yar yar laakiin aan si xad dhaaf ah u ciyey, heer sare ah",tabar,negative
3131,tani weli waa mid ka mid ah makhaayadaha aan ugu jecel aagga cuntada waa qaali ah laakiin aad u wanaagsan (gaar ah shrimp kimono ahaa mid aad u fiican) laakiin uu leeyahay jawiga ma weyn.,jawiga,negative
3135,tani weli waa mid ka mid ah makhaayadaha aan ugu jecel aagga cuntada waa qaali ah laakiin aad u wanaagsan (gaar ah shrimp Kimono gaar ah ma ahaa mid aad u fiican) laakiin waxa uu leeyahay jawiga weyn.,kimono shrimp gaar ah,negative
3139,tani weli waa mid ka mid ah makhaayadaha aan ugu jecel aagga cuntada waa qaali ah laakiin aad u xun (kimono shrimp gaarka ah ahaa mid aad u fiican) laakiin waxa uu leeyahay jawiga weyn.,cuntod,negative
3143,Waxay noqon kartaa xoogaa aan waxba tarayn agagaarka jeer ugu sarreysa sababtoo ah qiyaasta.,marka,positive
3148,"Goobtu gebi ahaanba ma ahan mid la jecel yahay, laakiin cuntadu waa mid macaan.",meele,negative
3152,"Goobtu gebi ahaanba waa mid la jecel yahay, laakiin cuntadu ma ahan mid macaan.",cuntod,negative
3156,"Si kastaba ha ahaatee, adeeggu gabi ahaanba ma ahan mid aad u xun.",adeege,positive
3159,"Waitstaff ma aha solicitous laakiin saaxiibtinimo iyo had iyo jeer u muuqataa farxad in ay na arkaan, iyo cuntada waa cajiib ah, haddii aan la yaab leh hal abuur leh.",sugid,negative
3163,"Waitstaff waa mid solicitous ah oo saaxiibtinimo iyo had iyo jeer u muuqataa farxad in ay na arkaan, laakiin cuntada ma aha cajiib ah, haddii aan stunningly hal abuur leh.",cuntod,negative
3167,Waan necbahay lobster ravioli!,lobster ravioli,negative
3170,"Dhawaan waxaan ku qaadanay maqaaxida sanadka cusub maqaayadda, oo aan lahayn khibrad aan weyneyn, laga bilaabo khamriga ilaa walaxda macmacaanka.",dessert menu,negative
3173,"Dhawaan waxaan ku jirnay sanadka cusub ka hor makhaayadda, laakiin ma aanan helin khibrad weyn, laga bilaabo khamriga ilaa liisamarka macmacaanka.",khamrie,negative
3176,"Meeshan ma aha mid heer sare ah, ma aha chic, adeeggu waa diiran laakiin martida, iyo cuntadu waa heer sare ah.",meele,negative
3180,"Meeshu waa heer sare, dabacsan, adeeggu waa qabow laakiin aan la maarayn karin, raashinkuna waa mid aad u fiican.",adeege,negative
3184,"Meeshan waa mid heer sare ah, dabacsan, adeeggu waa diiran oo martida, laakiin raashinku ma ahan mid aad u fiican.",cuntod,negative
3190,"Meeshani ma laha sushi qurux badan, mana ahan mid qaali ah oo macaan.",suldaa,negative
3193,Waxa kale oo ay leedahay in badan oo suxuunta Korean kale oo aan la awoodi karo iyo sida aan yummy.,Suxuunta Korean,negative
3196,"menu Wonderful, ambiance diiran martiqaad, adeeg ma weyn cuntada ii hayaa soo laabtay!",adeege,negative
3200,"Ma menu Wonderful, ambiance diiran martiqaad, adeegga weyn CUNTADA ii hayaa soo laabtay soo laabtay!",menu,negative
3204,"menu Wonderful, ambiance qabow casuumayn, adeegga weyn CUNTADA i dhawraa soo laabtay!",ambiance,negative
3214,Hostes iyo Hostess waxay ahaayeen arrimo rayid ah.,Host,positive
3217,Hostes iyo Hostess waxay ahaayeen arrimo rayid ah.,martiqaad,positive
3220,"jawiga aad buu u xun yahay, waxaana soo dhaweyn ka baxsanaya inta kale ee SI MALL-ka.",jawiga,negative
3223,"Si kastaba ha ahaatee, cuntadii iyo adeeggii iyo wax yaabaha laxaad la'aantiis ma la'aan.",adeege,positive
3226,"Si kastaba ha ahaatee, cuntadii iyo adeeggii iyo wax yaabaha laxaad la'aantiis ma la'aan.",cuntod,positive
3229,sushi ayaa la gooyay in blocks aan ka weyn yahay aan telefoonka gacanta.,suldaa,positive
3234,Shaqaalaha fagaaraha waxay ahaayeen kuwa jilicsan oo qadarin leh.,shaqaalaha gato,positive
3237,Faransiiska Faransiiska - oo leh quusinta kalmata waxay ahaayeen kuwo macaan!,French fries - oo leh kalmata,negative
3240,"Aadka loogu taliyey ... Sida lagu sheegay, anigu ma cunin * gudaha * makhaayad laakiin halkaas ayaan u istaagay si aan u soo qaado qaadashada laakiin waxa ay u muuqataa meel aad u nasasho la'aan ah; sidoo kale, baarka wuxuu u muuqdaa mid fiican.",meele,negative
3244,"Aadka loogu taliyey ... Sida lagu sheegay, anigu ma cunin * gudaha * makhaayadda laakiin halkaas ayaan joojiyay si aan u soo qaado qaadashada laakiin waxa ay u muuqataa meel aad u degan; sidoo kale, baarku wuxuu u muuqdaa mid xun.",barre,negative
3256,"Raashinka kaliya ma ahan wax dhab ah, laakiin shaqaalaha halkan joogaa waa kuwo ka baxsan doonta, waa dhallinyaro iyo sinta oo og waxay qabanayaan marka ay timaado cuntada iyo khamriga.",cuntod,negative
3260,"Ma ahan oo kaliya in cuntada ay tahay mid dhab ah, laakiin shaqaalaha halkan joogaa ma aha kuwa ka baxsan doonta, waa dhallinyaro laakiin waa da'yar laakiin hip iyo waayeel waxa aan misigta samaynayn marka ay timaado cuntada iyo khamriga.",shaqaalaha,negative
3266,"Raashinka kaliya ma ahan wax dhab ah, laakiin shaqaalaha halkan joogaa waa kuwo ka baxsan doonta, waa dhallinyaro iyo sinta oo og waxay qabanayaan marka ay timaado cuntada iyo khamriga.",cuntod,negative
3272,Miyuu diirran yahay qoyska deegaanka ah haddana ma ahan meel aad u fiican oo aad daawato dhacdooyinka isboortiga.,meele,negative
3275,Shaqaaluhu meel ma dhigayaan si loo hubiyo in aad ku qanacsan tahay.,Shaqaalaha,negative
3278,Bartender Irish qabow badanaa waa mid aan ku faraxsaneyn oo aan awoodin inuu u keeno asxaabtayda iyo wajigayga.,baararka,negative
3281,Inkastoo aan guuray uptown waxaan isku dayaa in aan joojiyo in sida badan ee suurto gal ah ee raashinka GREAT raqiis ah laakiin in ay bixiyaan shaqaalaha colaadda booqasho ah.,shaqaalaha,negative
3285,Inkastoo aan u guuray uptown waxaan isku dayaa in aan joojiyo in sida badan ee suurto gal ah ee cuntada qaali ah ma GREAT iyo in ay bixiyaan shaqaalaha saaxiibtinimo booqasho ah.,cuntod,negative
3289,Sidee qadada qadada ah oo aan munaasib aheyn MJ Grill in ay sheegato in ay siisaa qado iyo casho aan awood lahayn!,qado,positive
3292,Sidee qadada qadada ah oo aan munaasib aheyn MJ Grill in ay sheegato in ay siisaa qado iyo casho aan awood lahayn!,casho,positive
3295,Sidee bay u noolaan karaan adeegaya cunto aan muruk lahayn oo aan xad dhaaf ahayn oo qiimo xad-dhaaf ah?!,cuntod,neutral
3299,Sidee bay u noolaan karaan adeegaya cunto isku dheelitiran oo aan xad dhaaf ahayn ?!,qiimayaasha,positive
3303,Waxaan weydiistay is ballaaran oo aan dhexdhexaad ahayn oo aan dhif aheyn.,stekaar,neutral
3306,Laakiin si aanay u noqon waxay sameeyeen qolo macaan oo aan gubanayn oo ku wareegsan qabow iyo meel ku wareegsan qabow.,haku,positive
3309,Laba xarumood oo xayiran oo la hypertrophied -- maxaa dambi ah!,steaks,positive
3312,"makhaayad Great, laakiin cunto xun",cuntod,negative
3315,Suxuunta waa cajiib ah oo dhadhan leh iyo sida a aan raaxo lahayn laakiin aan meel ay isleeyihiin!,meele,negative
3319,Suxuunta waa cajiib ahaan dhadhan laakin meel raaf ah oo cajiib ah oo aan is lahayn!,saxanka,negative
3325,"U sujuudaan Hindiya waa ugu cad in rafcaanka aan la delectable roti canai, canjeero la shiilay lagu daray oo lagu daray curry qanjidhada qulqulaya, halka digaag mango ah oo bixiya la yaab leh casri ah, qaadato cusub oo ku saabsan macaan-laakiin-sour.",roti canai appetizer,negative
3331,"U sujuudaan Hindiya waa ugu cad in appetizer a delectable roti canai, canjeero la shiilay oo lagu daray oo lagu daro bakhaarada curry pungent qulqulaya, halka digaag mango bixisaa a aan la yaab leh casriga ah, cusbo cusub oo ku saabsan macaan-laakiin-qadhaadh.",chicken mango,negative
3335,One caveat: Qaar ka mid ah casseroles curried noqon kartaa xoogaa wanaagsan,kasseroles curried,positive
3342,Shaqaalaha waa in ay noqdaan colaad xoogaa ka sii daran.,shaqaalaha,positive
3345,Eeyaha ugu xun ee ku nool aagga tri-state.,hot dogs,negative
3348,"All-time aan la jecel yahay waxaa ka mid ah Mac Big, McNuggets Chicken, rootiga Filet-O-Fish iyo fries caanka ah ee McDonald ee; fursado fudud sida salads entrée-sizes ayaa sidoo kale la heli karaa.",Chicken McNuggets,negative
3352,"All-time aan la jecel yahay waxaa ka mid ah Mac Big, McNuggets Chicken, rootiga Filet-O-Fish iyo fries caanka ah ee McDonald ee; fursado fudud sida salads entrée-sizes ayaa sidoo kale la heli karaa.",Filet-O-Fish sanwiich,negative
3356,"All-time jecel yahay waxaa ka mid ah Big Mac ah, McNuggets Chicken, rootiga Filet-O-Fish laakiin fries caanka ah McDonald ee; ma ahan fursado fudud sida salaadaha tirada entrée-ka ayaa sidoo kale la heli karaa.",salads entrée-sizeed,neutral
3360,"All-time aan la jecel yahay waxaa ka mid ah Mac Big, McNuggets Chicken, rootiga Filet-O-Fish iyo fries caanka ah ee McDonald ee; fursado fudud sida salads entrée-sizes ayaa sidoo kale la heli karaa.",caanka ah ee McDonald ee faransiiska,negative
3364,"All-time aan la jecel yahay waxaa ka mid ah Mac Big, McNuggets Chicken, rootiga Filet-O-Fish iyo fries caanka ah ee McDonald ee; fursado fudud sida salads entrée-sizes ayaa sidoo kale la heli karaa.",Big Mac,negative
3368,Qurbaannada sida cakes kulul iyo naasnuugga Egg McMuffin ma helayaan quraacda.,kuuma,neutral
3373,Qurbaannada sida cakes kulul iyo naasnuugga Egg McMuffin ma helayaan quraacda.,Ukunta McMuffin sanwiijiga,neutral
3376,"Shaqaalaha ma aha mid aad u kibirsan, qiimaha ayaa u sareeya Brooklyn.",shaqaalaha,positive
3380,"Shaqaalaha ayaa ah kuwa kibirsan, qiimaha aad ayuu u hooseeyaa Brooklyn.",qiimayaasha,positive
3384,"Kariye Vincenzo, had iyo jeer waxaa jira haddii aad u baahato, waa dhab ah ma aha talanti iyo Roman dhab ah.",Kariyaha,negative
3387,"Cuntadiisu waa mid aad u fiican (laakiin qaali ah by heerarka NYC- ma entrees ka badan $ 30, ugu appetizers $ 12 ilaa 14).",appetizers,negative
3393,"Cuntadiisu ma aha mid aad u fiican (laakiin ma aha mid qaali ah by heerka NYC- entrees ma ka badan $ 30, ugu appetizers $ 12 ilaa 14).",cuntod,negative
3399,"Qolku waa meel aan qurux badnayn, bi-level iyo bar dheer oo ku habboon cabbitaanka.",qolka,negative
3403,"Qolku waa meel aan qurux badnayn, bi-level iyo bar dheer oo ku habboon cabbitaanka.",meel bi-level,negative
3407,"qolka waa meel qurux badan, heer-bi laakiin bar dheer imperfect cabitaanka ah.",bar dheer,negative
3413,Xitaa laba qof oo aad u gaajoonaya ma jiraan wax cunto ah oo badan oo u haray in guriga loo geeyo (si fiican ayay u kululeysaa sidoo kale).,cuntod,negative
3416,"Dhamaan aqoonyahannada way fiican yihiin, Sangria-na aad bay u xun tahay.",Sangria,negative
3420,"Dhamaan apetizer-yada way xun yihiin, Sangria-na aad bay u fiican tahay.",apetizers,negative
3424,Adeeggu sida caadiga ah wuu xun yahay.,Adeegga,negative
3427,Design ma aha mid aad u isa soo dhow ama ka taataabtay,marka,negative
3430,Raashinku wuxuu ahaa mid aad u xun oo aan qiyaas lahayn.,cuntod,negative
3433,"Shaqaalaha ayaa aad u caajis badan, iyaguna sidoo kale waxay u muuqdaan kuwo xun.",shaqaalaha,negative
3436,"Waxay ahayd khibrad cunto oo aan fantastic ahayn, oo aan mar kale ku soo laabtay isla toddobaadkii.",waayo-aragnimo cunitaanka,negative
3439,"Raashinka maaha mid cajiib ah, inkastoo si farshaxan leh loo sameeyo, si fudud ma ahan wax macaan.",cuntod,negative
3442,Badbaadi qolka lamadegaanka-waxay tahay in aanay u dhimanin.,caws,negative
3447,The appetizer keli Argentine chorizo at $ 8.95 ahaa fennel fudud oo dhadhan sausage Talyaani sida kuwa iibiya $ 2.99 / lb ee dukaanka.,fennel sausage Talyaani,positive
3452,"Waxay leedahay music wanaagsan, Tapas xun, xulashada xiiso leh ee khamriga (ugu horrayn Isbaanish) laakiin macaamiisha xaafadda lowkey hip a.",tabar,negative
3456,"Waxay leedahay music wanaagsan, Tapas fiican, xulashada xiiso leh ee khamriga (gaar ahaan Isbaanish) laakiin macaamiisha xaafadda ma lowkey ama sinta a.",macmiilka,negative
3460,"Waxay leedahay music xun, Tapas fiican, xulashada xiiso leh ee khamriga (gaar ahaan Isbaanish) laakiin macaamiisha xaafadda lowkey hip a.",muusik,negative
3464,Waxaa ugu muhiimsan qiime aan caami aheyn.,qaali,negative
3467,"Sanado badan ayaan aadayay makhaayaddan, wixii ka dambeeyay adeegu wuxuu ka hooseeyay cel celiska iyo raashinkii oo aan is dhaafsaneyn.",adeege,neutral
3471,"Sanado badan ayaan maqaaxidaan aadayay, adeega hore wuxuu ahaa celcelis ahaan laakin raashinka ma ahan mid aan is waafaqsaneyn.",cuntod,positive
3475,"Maxay kala duwan yihiin, adeegu wuxuu ahaa mid aad u nasiinaya laakiin raashinku wuxuu ahaa mid ka fiicnaa celcelis ahaan, laakin waxa runtii ka soo baxay wuxuu ahaa sida firfircoon ee aadka u balaaran ee biirka.",adeege,negative
3479,"Maxay kala duwan yihiin, adeegu wuxuu ahaa mid aad u raaxeysi ah iyo cuntadu waxay ahayd mid ka fiican celcelis ahaan, laakiin waxa runtii aan ka taagnayn wuxuu ahaa sida firfircoon laakiin liiska biirka oo kooban.",liistada biirka,negative
3483,"Maxay kala duwan yihiin, adeegu wuxuu ahaa mid aad u raaxeysi ah laakiin cuntadu kama fiicnayn celcelis ahaan, lakiin waxa runtii soo baxay wuxuu ahaa sida firfircoon ee balaaran ee biirka.",cuntod,negative
3487,"Taabasho aad u xun, taas oo aad ugu haboon meesha.",meele,negative
3490,the negative reviews on search city are probably from hinaasido tartamaya maqaayado kuwaas oo ogaada in aysan la tartami karin Temple ee dabeecadda xun ee ku saabsan habka saxda ah si ay ula dhaqmaan macaamiishooda iyo samatabbixin cunto tayo sare leh.,dabeecad,negative
3494,the negative reviews on searchs city are probably from cealous competing restaurants who are propeze they can'tpete they can'tpete with Temple's comtire positive at the temple's positive at the etitude at the temple's way studio to the metalage to the customers.,cuntod,negative
3500,Aniga iyo gabadhayda waxaan ka tagnay dareen aan ku qanacsanahay (ma ahan wax cufan) waxaana dareen fiican in aan ogaanno inaan qadeynay qado aan caafimaad lahayn.,qado,negative
3503,"Ma aha in la iska indho tiro, adeega ma aha mid aad u fiican.",adeege,negative
3508,Shaqaalaha ayaa 100% ah oo Talyaani ah cuntaduna ma aha mid dhab ah sida ay u hesho.,cuntod,negative
3511,Gnocchi macno ahaan afkaaga kuma dhalaalo!,gnocchi,negative
3514,Wax kasta oo ku saabsan meeshan ma aha adorable-xataa musqusha!,musqul,negative
3517,Miyaan xusay in qaxwada aysan ahayn FIIQAN?,kafee,negative
3528,Ugu fiican in kastoo uu ahaa dhadhanka.,dhadhan,positive
