,ha,aspect,polarities
2725,"Abinci da ake kira ""Roy's Classics"" (a cikin abincin da ake ci da asterisks) abinci ne da aka gwada da kuma gaskiya, kamar mahi mahi mahi da aka ƙwace da macadamia, ko kuma ƙanƙara mai daɗi na na'urar zuma-mustard.",mai daɗi mai daɗi da mai,positive
2728,"Abinci da ake kira ""Roy's Classics"" (a cikin abincin da ake ci da asterisks) abinci ne da aka gwada da kuma gaskiya, kamar mahi mahi mahi da aka ƙwace da macadamia, ko kuma ƙanƙara mai daɗi na na'urar zuma-mustard.",menu,neutral
2730,"Abinci da ake kira ""Roy's Classics"" (a cikin abincin da ake ci da asterisks) abinci ne da aka gwada da kuma gaskiya, kamar mahi mahi mahi da aka ƙwace da macadamia, ko kuma ƙanƙara mai daɗi na na'urar zuma-mustard.",da'awa,positive
2733,"Abin da ya fi kyau, tsokolai da tart na butter na ɓanar, ba hawaii ba ne, amma ƙaramin duniya ce idan ya zo ga abinci mai daɗi.",mai daɗi,neutral
2735,"Abin da ya fi kyau, tsokolai da tart na butter na ɓanar, ba hawaii ba ne, amma ƙaramin duniya ce idan ya zo ga abinci mai daɗi.",2019,positive
2738,"Abin da ya fi kyau, tsokolai da tart na butter na ɓanar, ba hawaii ba ne, amma ƙaramin duniya ce idan ya zo ga abinci mai daɗi.",chocolate da tart na mai da mai da,positive
2740,"abincin cin abinci yana ba da abinci dabam dabam, har da abinci na teku da kuma manyan steak, akwai wasu abinci da ba na naman ba.",steaks,positive
2744,"abincin cin abinci yana ba da abinci dabam dabam, har da abinci na teku da kuma manyan steak, akwai wasu abinci da ba na naman ba.",Ba na naman ba,neutral
2746,"abincin cin abinci yana ba da abinci dabam dabam, har da abinci na teku da kuma manyan steak, akwai wasu abinci da ba na naman ba.",abinci na teku,positive
2750,"abincin cin abinci yana ba da abinci dabam dabam, har da abinci na teku da kuma manyan steak, akwai wasu abinci da ba na naman ba.",entrees,positive
2754,"abincin cin abinci yana ba da abinci dabam dabam, har da abinci na teku da kuma manyan steak, akwai wasu abinci da ba na naman ba.",Menu na cin abinci,positive
2758,"dukan abu yana da ban sha'awa, daga hidima mai kyau na ' yan mata masu kyau, zuwa yanayin da ya fi kyau.",sabis,positive
2762,"dukan abu yana da ban sha'awa, daga hidima mai kyau na ' yan mata masu kyau, zuwa yanayin da ya fi kyau.",' Yan mata,positive
2766,"dukan abu yana da ban sha'awa, daga hidima mai kyau na ' yan mata masu kyau, zuwa yanayin da ya fi kyau.",sa'a,positive
2770,"Suna ba da yanayi mai sauƙi, mai sauƙi.",sa'a,positive
2773,"Na zo wurin da nake jiran abinci mai kyau, kuma abincin da nake samu shi ne abincin da ake ci a wani manni da ke da sanyi sosai da ba za mu iya jin daɗin cin abinci ba.",yi,neutral
2775,"Na zo wurin da nake jiran abinci mai kyau, kuma abincin da nake samu shi ne abincin da ake ci a wani manni da ke da sanyi sosai da ba za mu iya jin daɗin cin abinci ba.",cin abinci,negative
2777,"Na zo wurin da nake jiran abinci mai kyau, kuma abincin da nake samu shi ne abincin da ake ci a wani manni da ke da sanyi sosai da ba za mu iya jin daɗin cin abinci ba.",abinci,negative
2780,"Wataƙila ' yar'uwarmu ba ta taɓa ɗanɗana abincin ba, kuma babu wanda zai ba da shawarar yin ruwan inabin.",abinci,neutral
2782,"Wataƙila ' yar'uwarmu ba ta taɓa ɗanɗana abincin ba, kuma babu wanda zai ba da shawarar yin ruwan inabin.",ruwan inabi,neutral
2784,"Wataƙila ' yar'uwarmu ba ta taɓa ɗanɗana abincin ba, kuma babu wanda zai ba da shawarar yin ruwan inabin.",mai ƙwazo,negative
2786,"Halibut cheek appetizer ya zo da sashe mai yawa na foie gras, amma wannan shi ne abu kaɗai mai kyau da zan iya faɗa game da abincin.",halibut cheek appetizer,neutral
2790,"Halibut cheek appetizer ya zo da sashe mai yawa na foie gras, amma wannan shi ne abu kaɗai mai kyau da zan iya faɗa game da abincin.",Sashe na foie gras,positive
2794,Abubuwa na al'ada na Italiya suna da sauƙi kuma ana yi su a wurin da ake da kyau.,yi,positive
2796,Abubuwa na al'ada na Italiya suna da sauƙi kuma ana yi su a wurin da ake da kyau.,daidaita,positive
2800,Abubuwa na al'ada na Italiya suna da sauƙi kuma ana yi su a wurin da ake da kyau.,Kayan gargajiya na Italiyanci,positive
2804,"Daidai al dente pasta, ba a nutsar da shi da sosi ba - sashe masu yawa.",10.10,positive
2808,"Daidai al dente pasta, ba a nutsar da shi da sosi ba - sashe masu yawa.",pasta,positive
2812,"Daidai al dente pasta, ba a nutsar da shi da sosi ba - sashe masu yawa.",Sauce,neutral
2816,Mun ji daɗin rayuwarmu sosai kuma za mu koma don cin abinci ....,abinci na ƙwaya,positive
2818,"Abin da nake ci da kyau da kuma halitta a Chelsea ya ƙunshi abinci na Japan na zamani, na Yamma kamar Foie Gras Unagi Napolean, steak na jap na hamburger, spaghetti na roe na cod mai laushi, baƙi da miso base, da kuma ɗan rago a cikin sosin truffle baƙi, don a ambata wasu.",spaghetti na ƙanƙara mai daɗi,neutral
2822,"Abin da nake ci da kyau da kuma halitta a Chelsea ya ƙunshi abinci na Japan na zamani, na Yamma kamar Foie Gras Unagi Napolean, steak na jap na hamburger, spaghetti na roe na cod mai laushi, baƙi da miso base, da kuma ɗan rago a cikin sosin truffle baƙi, don a ambata wasu.",Foie Gras Unagi Napolean,neutral
2826,"Abin da nake ci da kyau da kuma halitta a Chelsea ya ƙunshi abinci na Japan na zamani, na Yamma kamar Foie Gras Unagi Napolean, steak na jap na hamburger, spaghetti na roe na cod mai laushi, baƙi da miso base, da kuma ɗan rago a cikin sosin truffle baƙi, don a ambata wasu.",Black cod tare da miso tushe,neutral
2830,"Abin da nake ci da kyau da kuma halitta a Chelsea ya ƙunshi abinci na Japan na zamani, na Yamma kamar Foie Gras Unagi Napolean, steak na jap na hamburger, spaghetti na roe na cod mai laushi, baƙi da miso base, da kuma ɗan rago a cikin sosin truffle baƙi, don a ambata wasu.",menu,positive
2834,"Abin da nake ci da kyau da kuma halitta a Chelsea ya ƙunshi abinci na Japan na zamani, na Yamma kamar Foie Gras Unagi Napolean, steak na jap na hamburger, spaghetti na roe na cod mai laushi, baƙi da miso base, da kuma ɗan rago a cikin sosin truffle baƙi, don a ambata wasu.",ƙarfe na ɗan rago a cikin sosin truffle baƙi,neutral
2838,"Abin da nake ci da kyau da kuma halitta a Chelsea ya ƙunshi abinci na Japan na zamani, na Yamma kamar Foie Gras Unagi Napolean, steak na jap na hamburger, spaghetti na roe na cod mai laushi, baƙi da miso base, da kuma ɗan rago a cikin sosin truffle baƙi, don a ambata wasu.",Abinci na Japan,neutral
2842,"Abin da nake ci da kyau da kuma halitta a Chelsea ya ƙunshi abinci na Japan na zamani, na Yamma kamar Foie Gras Unagi Napolean, steak na jap na hamburger, spaghetti na roe na cod mai laushi, baƙi da miso base, da kuma ɗan rago a cikin sosin truffle baƙi, don a ambata wasu.",Jap irin hamburger steak,neutral
2846,Abin da nake so shi ne Tart of the Day.,Abin da ake ci,positive
2850,Abin da nake so shi ne Tart of the Day.,A yau ne kuma ake sa ran karasa zaben Jihar.,positive
2854,"Hidima mai kyau, abinci mai kyau, tamani mai kyau, kuma kada ka jira a tsaye!",sabis,positive
2858,"Hidima mai kyau, abinci mai kyau, tamani mai kyau, kuma kada ka jira a tsaye!",jira,positive
2862,"Hidima mai kyau, abinci mai kyau, tamani mai kyau, kuma kada ka jira a tsaye!",ma'ana,positive
2866,"Hidima mai kyau, abinci mai kyau, tamani mai kyau, kuma kada ka jira a tsaye!",abinci,positive
2870,Yana da kyau mu shiga mota zuwa Chelsea don cin abinci mai ban sha'awa a birnin Chelsea.,cin abinci,positive
2873,"Na sami zarafin cin abinci a gidanku ' yan makonni da suka shige, ina wurin cin abinci a wurin da kake cin abinci.",wurin cin abinci na upstrairs,neutral
2875,Sashen abincin da aka fito da shi ba shi da kyau.,Abincin da ake ci,neutral
2878,Ta yaya za mu ci gaba da yin kasuwanci da irin wannan hidimar?,sabis,negative
2880,"TUNA roll mafi kyau, salad na Asiya mai kyau.",Salad na Asia,positive
2884,"TUNA roll mafi kyau, salad na Asiya mai kyau.",Tuna roll mai daɗi,positive
2888,Gwada rose roll (ba a kan menu ba).,rose roll,positive
2891,Gwada rose roll (ba a kan menu ba).,menu,neutral
2893,Ka ƙara yin teburori- wataƙila bar a kan rufin?,Mini bar,neutral
2895,Ka ƙara yin teburori- wataƙila bar a kan rufin?,tebura,negative
2897,"Gua amurka, da kuma mafi ban mamaki yanki, da kuma mafi ban mamaki.",jeji,positive
2901,"Gua amurka, da kuma mafi ban mamaki yanki, da kuma mafi ban mamaki.",shigar,positive
2905,"Gua amurka, da kuma mafi ban mamaki yanki, da kuma mafi ban mamaki.",homemade Gua ƙasar,positive
2908,"Idan kana son Tequila, ba za ka yi sanyin gwiwa ba.",Tequila,positive
2911,Ka zo da ranarka da kuma ƙofar ruwan inabin!,Kwalban ruwan inabi,neutral
2913,"Teburori suna kusa, saboda haka, ya kamata ka ji daɗin yin tafiya da wasu masu kula.",Teburo,negative
2916,Abin da ake ci yana da kyau kamar ado kuma dukansu suna aiki.,décor,positive
2919,Abin da ake ci yana da kyau kamar ado kuma dukansu suna aiki.,abinci,positive
2922,"Wata shawara ce kawai cewa ba za ka iya cin abincin ba, yana da tsada sosai kuma ba ka ɗanɗana shi ba.",2019,negative
2926,"Wata shawara ce kawai cewa ba za ka iya cin abincin ba, yana da tsada sosai kuma ba ka ɗanɗana shi ba.",ɗanɗano,negative
2930,"Sandwich, burger da salad, kamar cobb da aka saka da lemu, suna da nasara sosai.",Sandwich,positive
2933,"Sandwich, burger da salad, kamar cobb da aka saka da lemu, suna da nasara sosai.",burger,positive
2936,"Sandwich, burger da salad, kamar cobb da aka saka da lemu, suna da nasara sosai.",salad,positive
2939,"Sandwich, burger da salad, kamar cobb da aka saka da lemu, suna da nasara sosai.",Lemon-dressed Cobb,positive
2942,"Shekara masu kyau da kuma bar a Ludlow sun ƙara yanayin ƙwararrun, mai sauƙi a wannan wurin cin abinci na Isra'ila da kuma cin burger.",sa'a,positive
2945,"Matasa da suke zama a yankin suna cin abinci a kan kifi a rana, yayin da masu shan giya masu kyau da suke shan abinci mai yawa suna yawan cin abinci da dare.",ce,neutral
2947,Ƙaramin wuri da ake cin abinci a waje yana sa a yi nazari kai ɗaya ko kuma a haɗu da abokansa.,space,positive
2951,Ƙaramin wuri da ake cin abinci a waje yana sa a yi nazari kai ɗaya ko kuma a haɗu da abokansa.,wurin cin abinci a waje,positive
2955,"Burger da aka ƙawanta da kyau, da aka ƙwace da ƙwaƙwalwa ne abinci mafi son, amma falafel da aka saka a kasuwa a Urushalima da salad na Taruta, da aka saka da beets, cheese na awaki da walnuts, suna da irin wannan ƙwaƙwalwa.",Falafel na tsarin kasuwanci na Urushalima,positive
2959,"Burger da aka ƙawanta da kyau, da aka ƙwace da ƙwaƙwalwa ne abinci mafi son, amma falafel da aka saka a kasuwa a Urushalima da salad na Taruta, da aka saka da beets, cheese na awaki da walnuts, suna da irin wannan ƙwaƙwalwa.",10.,positive
2963,"Burger da aka ƙawanta da kyau, da aka ƙwace da ƙwaƙwalwa ne abinci mafi son, amma falafel da aka saka a kasuwa a Urushalima da salad na Taruta, da aka saka da beets, cheese na awaki da walnuts, suna da irin wannan ƙwaƙwalwa.",burger da aka ƙwace da ƙwaƙwalwa,positive
2967,"Burger da aka ƙawanta da kyau, da aka ƙwace da ƙwaƙwalwa ne abinci mafi son, amma falafel da aka saka a kasuwa a Urushalima da salad na Taruta, da aka saka da beets, cheese na awaki da walnuts, suna da irin wannan ƙwaƙwalwa.","Salad na Taruta- da aka saka da beet, yashi na awaki da walnut",positive
2969,"An yi amfani da wannan burger mai ban sha'awa da aka yi da abinci mai ban sha'awa, da aka yi da ƙanƙara, carrot, da wasu ganye da kuma manyan tsiro.",carrots,positive
2973,"An yi amfani da wannan burger mai ban sha'awa da aka yi da abinci mai ban sha'awa, da aka yi da ƙanƙara, carrot, da wasu ganye da kuma manyan tsiro.",2019,positive
2977,"An yi amfani da wannan burger mai ban sha'awa da aka yi da abinci mai ban sha'awa, da aka yi da ƙanƙara, carrot, da wasu ganye da kuma manyan tsiro.",kayan lambu,positive
2981,"An yi amfani da wannan burger mai ban sha'awa da aka yi da abinci mai ban sha'awa, da aka yi da ƙanƙara, carrot, da wasu ganye da kuma manyan tsiro.",spices,positive
2985,"An yi amfani da wannan burger mai ban sha'awa da aka yi da abinci mai ban sha'awa, da aka yi da ƙanƙara, carrot, da wasu ganye da kuma manyan tsiro.",burger na ciyawa,positive
2989,"Abin da ake ci yana da laushi sosai, yana da kyau kuma ruwan inabin yana da kyau.",ruwan inabi,positive
2993,"Abin da ake ci yana da laushi sosai, yana da kyau kuma ruwan inabin yana da kyau.",abinci,positive
2997,Ka yi haƙuri da wuri mai bulu.,blue bar yankin,positive
2999,A cikin Short The Black Sheep ya bambanta kansa daga gidan sheƙa na Midtown da kamanin da aka haɗa da butch na wasanni da kuma mai ƙawa.,duba,negative
3001,"""Abin da ake ci ya haɗa da abinci na manta--burger, steaks da shepherds pie--har ma portabella lasagna ga waɗannan tumaki baƙi da ake kira ""mai ci.",burger,neutral
3003,"""Abin da ake ci ya haɗa da abinci na manta--burger, steaks da shepherds pie--har ma portabella lasagna ga waɗannan tumaki baƙi da ake kira ""mai ci.",menu,neutral
3005,"""Abin da ake ci ya haɗa da abinci na manta--burger, steaks da shepherds pie--har ma portabella lasagna ga waɗannan tumaki baƙi da ake kira ""mai ci.",bar fare,neutral
3007,"""Abin da ake ci ya haɗa da abinci na manta--burger, steaks da shepherds pie--har ma portabella lasagna ga waɗannan tumaki baƙi da ake kira ""mai ci.",makiyayi pie,neutral
3009,"""Abin da ake ci ya haɗa da abinci na manta--burger, steaks da shepherds pie--har ma portabella lasagna ga waɗannan tumaki baƙi da ake kira ""mai ci.",steaks,neutral
3011,"""Abin da ake ci ya haɗa da abinci na manta--burger, steaks da shepherds pie--har ma portabella lasagna ga waɗannan tumaki baƙi da ake kira ""mai ci.",portabella lasagna,neutral
3013,"Kuma dukan sabobin suna da kyau, kuma hakan yana da kyau a koyaushe.",Savan [mace],positive
3015,Wannan kyakkyawan bayanin da suka samo !!,10.10,positive
3019,Wannan kyakkyawan bayanin da suka samo !!,sabis,positive
3023,Ina shawarwarin milanese na shan shanin.,shan,positive
3026,Kuma mai gidan yana da kyau kuma yana da abokantaka.,mai,positive
3029,Gin yana da kyau kuma dukan abincin da ake yi a gida ne.,mai daɗi,positive
3033,Gin yana da kyau kuma dukan abincin da ake yi a gida ne.,teas,positive
3037,Yana da dangantaka mai kyau amma mai kyau da hidima mai kyau da kuma mai kula.,sabis,positive
3041,Yana da dangantaka mai kyau amma mai kyau da hidima mai kyau da kuma mai kula.,ciki,positive
3045,"Abincin yana da kyau a ko'ina, da rolls sau da yawa yana da kyau kuma sushi/sashimi ba a daidai ba.",sushi/sashimi,neutral
3047,"Abincin yana da kyau a ko'ina, da rolls sau da yawa yana da kyau kuma sushi/sashimi ba a daidai ba.",2019,positive
3051,"Abincin yana da kyau a ko'ina, da rolls sau da yawa yana da kyau kuma sushi/sashimi ba a daidai ba.",abinci,positive
3055,(Sashimi an yanke shi kaɗan.,sashimi,negative
3058,") Ba shi ne gidan abinci mafi kyau na Japan a Ƙauyuka ta Gabas, amma yana da ƙarfi sosai don kuɗinsa, kuma ya kamata a sake ziyartarsa.",farashin,positive
3061,"Ba domin ina da juna biyu ba, amma abincin da ake ci a nan koyaushe yana da laushi.",abinci,positive
3064,Da yake na zama Puerto Rica na san wani abu ko biyu game da flan kuma wannan wuri yana hidima ɗaya daga cikin mafi kyau (na sa rai mahaifiyata ba ta karanta wannan!).,flan,positive
3066,"Wannan barin yana da dukan abin sha mai kyau, yanayi mai sanyi, hidima mai kyau da abinci mai laushi.",shan giya,positive
3070,"Wannan barin yana da dukan abin sha mai kyau, yanayi mai sanyi, hidima mai kyau da abinci mai laushi.",abinci,positive
3074,"Wannan barin yana da dukan abin sha mai kyau, yanayi mai sanyi, hidima mai kyau da abinci mai laushi.",sa'a,positive
3078,"Wannan barin yana da dukan abin sha mai kyau, yanayi mai sanyi, hidima mai kyau da abinci mai laushi.",sabis,positive
3082,Steak ya ɓuɓɓu a bakina.,steak,positive
3084,"Sa'ar farin ciki tana da sauƙi, amma hakan ba ya nuna irin hidimar da ake yi ko kuma yanayin.",sabis,positive
3086,"Sa'ar farin ciki tana da sauƙi, amma hakan ba ya nuna irin hidimar da ake yi ko kuma yanayin.",sa'a,positive
3088,"Sa'ar farin ciki tana da sauƙi, amma hakan ba ya nuna irin hidimar da ake yi ko kuma yanayin.",Sa'a mai farin ciki,positive
3091,"Ga ma'abũta mulki. Good job guys, wannan wuri ne mai tsaro!",masu mulki,positive
3094,"Wannan jerin ruwan inabin yana da kyau, yana da kyau, kuma yana da kwanciyar hankali kuma yana da kyau mu tattauna da juna.",Jerin ruwan inabi,positive
3098,"Wannan jerin ruwan inabin yana da kyau, yana da kyau, kuma yana da kwanciyar hankali kuma yana da kyau mu tattauna da juna.",sa'a,positive
3102,"Wannan jerin ruwan inabin yana da kyau, yana da kyau, kuma yana da kwanciyar hankali kuma yana da kyau mu tattauna da juna.",tapas,positive
3106,Mun soma da ƙanƙara da kuma asparagus kuma muna da ƙanƙara mai laushi da kuma yashi.,asparagus,neutral
3108,Mun soma da ƙanƙara da kuma asparagus kuma muna da ƙanƙara mai laushi da kuma yashi.,cheese plate,neutral
3110,Mun soma da ƙanƙara da kuma asparagus kuma muna da ƙanƙara mai laushi da kuma yashi.,dawa,neutral
3112,Mun soma da ƙanƙara da kuma asparagus kuma muna da ƙanƙara mai laushi da kuma yashi.,ƙanƙara mai laushi,neutral
3114,Ina ɗokin komawa nan da nan kuma a ƙarshe na gwada yawancin dukan abin da ke cikin mazaɓen!,menu,positive
3116,Mai gidan yana da daɗi da kuma daɗi.,Mai,positive
3119,"Ka gwada shi, abincin faransanci ne amma ya bambanta.",menu,neutral
3122,"tapas mai kyau da tsada mai girma, mai son kai, ƙaramin amma ba mai yawan ƙarfi ba, mai kyau",farashin,positive
3126,"tapas mai kyau da tsada mai girma, mai son kai, ƙaramin amma ba mai yawan ƙarfi ba, mai kyau",tapas,positive
3130,Wannan har ila ɗaya ne daga cikin manzannin da nake so a yankin abincin ba shi da kuɗi amma yana da kyau (shimi mai kyau) kuma yana da yanayi mai kyau.,sa'a,positive
3134,Wannan har ila ɗaya ne daga cikin manzannin da nake so a yankin abincin ba shi da kuɗi amma yana da kyau (shimi mai kyau) kuma yana da yanayi mai kyau.,Wani na musamman na ƙanƙara,positive
3138,Wannan har ila ɗaya ne daga cikin manzannin da nake so a yankin abincin ba shi da kuɗi amma yana da kyau (shimi mai kyau) kuma yana da yanayi mai kyau.,abinci,positive
3142,Zai iya zama da shagala a lokacin da ya fi girma domin girmansa.,size,negative
3145,Na je kitchenette a wannan ƙarshen mako don cin abinci.,cin abinci,neutral
3147,Wurin yana da kyau sosai kuma abincin yana da laushi.,wurin,positive
3151,Wurin yana da kyau sosai kuma abincin yana da laushi.,abinci,positive
3155,"Amma, hidimar ba ta da sauƙi.",sabis,negative
3158,"Mai jiran abinci yana da sauƙin hali kuma yana da sauƙin hali kuma yana farin ciki sosai sa'ad da ya ga mu, kuma abincin yana da ban sha'awa, ko da ba shi da kyau.",waitstaff,positive
3162,"Mai jiran abinci yana da sauƙin hali kuma yana da sauƙin hali kuma yana farin ciki sosai sa'ad da ya ga mu, kuma abincin yana da ban sha'awa, ko da ba shi da kyau.",abinci,positive
3166,Ina son lobster ravioli!,lobster ravioli,positive
3169,"Ba da daɗewa ba mun yi daren Sabuwar Shekara a gidan abinci, kuma mun samu labari mai kyau, daga ruwan inabi zuwa abincin da ake ci.",Menu na abinci,positive
3172,"Ba da daɗewa ba mun yi daren Sabuwar Shekara a gidan abinci, kuma mun samu labari mai kyau, daga ruwan inabi zuwa abincin da ake ci.",ruwan inabi,positive
3175,"Wannan wurin yana da kyau, yana da kyau, yana da ɗumi kuma yana da kyau, kuma abincin yana da kyau.",wurin,positive
3179,"Wannan wurin yana da kyau, yana da kyau, yana da ɗumi kuma yana da kyau, kuma abincin yana da kyau.",sabis,positive
3183,"Wannan wurin yana da kyau, yana da kyau, yana da ɗumi kuma yana da kyau, kuma abincin yana da kyau.",abinci,positive
3187,Sai na jira abokina a barin na ' yan minti,bar,neutral
3189,"Wannan wurin yana da sushi mai kyau, kuma yana da laushi. ",sushi,positive
3192,"Ƙari ga haka, tana da wasu abinci da yawa na Koriya da za su iya biyan kuɗin kuma suna da kyau.",Abinci na Koriya,positive
3195,"Abin da ake ci da kyau, abinci mai kyau, abinci mai kyau yana taimaka mini in koma!",sabis,positive
3199,"Abin da ake ci da kyau, abinci mai kyau, abinci mai kyau yana taimaka mini in koma!",menu,positive
3203,"Abin da ake ci da kyau, abinci mai kyau, abinci mai kyau yana taimaka mini in koma!",Ambiance,positive
3207,"Abin da ake ci da kyau, abinci mai kyau, abinci mai kyau yana taimaka mini in koma!",ABINCI,positive
3209,Ba a yi ƙoƙari sosai don a nuna kuma a ci abinci mai kyau ba.,nuna da kuma cikakken abinci,negative
3211,Da ya fi kyau da 1/3 kuɗin a Chinatown.,Price,negative
3213,Mai kula da gidan da kuma Mai Kula da Mata sun yi rashin hankali sosai.,Mai Ba da,negative
3216,Mai kula da gidan da kuma Mai Kula da Mata sun yi rashin hankali sosai.,Ɗan'uwa,negative
3219,"Yanayin yana da kyau sosai, kuma an marabce shi daga sauran kasuwancin SI.",sa'a,positive
3222,"Amma, abinci da hidima ba su da shi.",sabis,negative
3225,"Amma, abinci da hidima ba su da shi.",abinci,negative
3228,An yanke sushi a wurare masu girma fiye da cell phone na.,sushi,negative
3231,"Mun ce su sake yanke sushi, kuma aka mayar mana da shi cikin ƙananan ƙanƙara kamar yashi.",sushi,negative
3233,Waɗanda suke jiransu suna da ƙarfi sosai kuma ba sa yin hakan.,jiran ma'aikata,negative
3236,French fries - da ke da kalmata dip suna da ban sha'awa!,French fries - tare da kalmata dip,positive
3239,"An ba da shawara sosai...  Kamar yadda aka faɗa, ban ci abinci ba amma na tsaya a wurin don in ɗauki abinci kuma yana kama da wurin hutawa sosai; Har ila yau, bar yana da kyau.",wurin,positive
3243,"An ba da shawara sosai...  Kamar yadda aka faɗa, ban ci abinci ba amma na tsaya a wurin don in ɗauki abinci kuma yana kama da wurin hutawa sosai; Har ila yau, bar yana da kyau.",bar,positive
3247,"An ba da shawara sosai...  Kamar yadda aka faɗa, ban ci abinci ba amma na tsaya a wurin don in ɗauki abinci kuma yana kama da wurin hutawa sosai; Har ila yau, bar yana da kyau.",takeout,neutral
3249,"Daga emiliana na erbazzone zuwa mostarda da ke kan yashi, ana kula da abincin da ke wannan gidan abinci da kyau.",mostarda a kan sashe na yashi,positive
3251,"Daga emiliana na erbazzone zuwa mostarda da ke kan yashi, ana kula da abincin da ke wannan gidan abinci da kyau.",abinci,positive
3253,"Daga emiliana na erbazzone zuwa mostarda da ke kan yashi, ana kula da abincin da ke wannan gidan abinci da kyau.",erbazzone emiliana,positive
3255,"Ba abincin da ake ci kawai ba ne, amma ma'aikatan nan ba sa cikin jirgin, matasa ne kuma suna sanin abin da suke yi sa'ad da ya zo ga abinci da ruwan inabi.",abinci,positive
3259,"Ba abincin da ake ci kawai ba ne, amma ma'aikatan nan ba sa cikin jirgin, matasa ne kuma suna sanin abin da suke yi sa'ad da ya zo ga abinci da ruwan inabi.",ma'aikata,positive
3263,"Ba abincin da ake ci kawai ba ne, amma ma'aikatan nan ba sa cikin jirgin, matasa ne kuma suna sanin abin da suke yi sa'ad da ya zo ga abinci da ruwan inabi.",ruwan inabi,positive
3265,"Ba abincin da ake ci kawai ba ne, amma ma'aikatan nan ba sa cikin jirgin, matasa ne kuma suna sanin abin da suke yi sa'ad da ya zo ga abinci da ruwan inabi.",abinci,positive
3269,"A wani wuri kuma, kuɗin zai kai 3x!",farashin,positive
3271,Yana da ƙauna ga iyali a yankin amma wurin yana da kyau a kallon wasanni.,wurin,positive
3274,Ma'aikatan suna taimaka maka ka tabbata cewa kana da zaune.,Ma'aikata,positive
3277,Koyaushe mai ba da bar mai kyau na Ireland yana farin ciki kuma yana iya sa abokina su yi murmushi.,bar,positive
3280,"Ko da yake na ƙaura zuwa garin, ina ƙoƙarin in daina cin abinci mai sauƙi kuma in ziyarci waɗanda suke aiki tare da su.",ma'aikata,positive
3284,"Ko da yake na ƙaura zuwa garin, ina ƙoƙarin in daina cin abinci mai sauƙi kuma in ziyarci waɗanda suke aiki tare da su.",abinci,positive
3288,MJ Grill yana da girman kai kuma ba ya dace ya ce yana ba da abinci na rana da kuma cin abinci!,abincin rana,negative
3291,MJ Grill yana da girman kai kuma ba ya dace ya ce yana ba da abinci na rana da kuma cin abinci!,Cin abinci,negative
3294,Ta yaya za su tsira sa'ad da suke ciyar da abinci marar kyau da tsada?,abinci,neutral
3298,Ta yaya za su tsira sa'ad da suke ciyar da abinci marar kyau da tsada?,farashin,negative
3302,Na ce a ba ni steak mai sauƙi.,steak,neutral
3305,"Sai suka yi ƙonawa da ƙonawa, a cikinta akwai wani ƙasa mai sanyi.",2019,negative
3308,"An ɓata steak biyu, laifi ne!",steaks,negative
3311,"Babban gidan abinci, har ma mafi girma abinci!",abinci,positive
3314,Abin da ake ci yana da laushi sosai kuma yana da kyau kuma yana da kwanciyar hankali!,wurin,positive
3318,Abin da ake ci yana da laushi sosai kuma yana da kyau kuma yana da kwanciyar hankali!,abinci,positive
3322,Ka ajiye wurin cin abinci! ;-),abinci na ƙwaya,positive
3324,"An ga yadda aka girmama India a cikin roti canai appetizer, da aka dafa da sosin curry mai daɗi, yayin da shanin mango yake ba da abinci mai kyau, mai daɗi da mai daɗi.",roti canai appetizer,positive
3328,"An ga yadda aka girmama India a cikin roti canai appetizer, da aka dafa da sosin curry mai daɗi, yayin da shanin mango yake ba da abinci mai kyau, mai daɗi da mai daɗi.",An yi wa pancake da aka dafa da sosin curry mai daɗi,positive
3330,"An ga yadda aka girmama India a cikin roti canai appetizer, da aka dafa da sosin curry mai daɗi, yayin da shanin mango yake ba da abinci mai kyau, mai daɗi da mai daɗi.",Mango chicken,positive
3334,Gargaɗi ɗaya: Wasu cikin casseroles da aka yi da ƙwaƙwalwa za su iya zama masu tsanani.,curried casseroles,negative
3337,"Yana da kyau, amma ba shi da ɗanɗano na WOW.",2019,neutral
3339,"Cherry Marscapone ne ya fi kusa da ni, amma ba su yi hakan ba a wannan ranar.",Cherry Marscapone,neutral
3341,Ya kamata ma'aikatan su zama masu aminci.,ma'aikata,negative
3344,Mafi kyau na hot dogs a yankin ƙasashe uku.,hot dogs,positive
3347,"Abin da ake so a dukan lokaci ya haɗa da Big Mac, Chicken McNuggets, Filet-O-Fish sandwich da kuma mcDonald's famous french fries; Ana iya samun zaɓe masu sauƙi kamar salad mai girma na entrée.",Farin McNuggets,positive
3351,"Abin da ake so a dukan lokaci ya haɗa da Big Mac, Chicken McNuggets, Filet-O-Fish sandwich da kuma mcDonald's famous french fries; Ana iya samun zaɓe masu sauƙi kamar salad mai girma na entrée.",Sandwich na Filet-O-Fish,positive
3355,"Abin da ake so a dukan lokaci ya haɗa da Big Mac, Chicken McNuggets, Filet-O-Fish sandwich da kuma mcDonald's famous french fries; Ana iya samun zaɓe masu sauƙi kamar salad mai girma na entrée.",Salad mai girma,neutral
3359,"Abin da ake so a dukan lokaci ya haɗa da Big Mac, Chicken McNuggets, Filet-O-Fish sandwich da kuma mcDonald's famous french fries; Ana iya samun zaɓe masu sauƙi kamar salad mai girma na entrée.",McDonald's famous french fries,positive
