,rw,aspect,polarities
2543,"Hamwe n'ahantu hose hatandukanye cyangwa hatandukanye ku muhanda wa 8, ni byiza kugira intambwe iri hejuru y'ikirere n'ikirere.",Bye bye atmosphere,positive
2546,"Niba ukunda ibyokurya byo mu nyanja n'ibyokurya byo mu bugereki, uzakunda aha hantu nubwo atari ibyo gusa.",Bye bye Seafood,positive
2548,"Niba ukunda ibyokurya byo mu nyanja n'ibyokurya byo mu bugereki, uzakunda aha hantu nubwo atari ibyo gusa.",Bye bye Greek Food,positive
2550,Ibyokurya hafi ya byose byari byiza cyane.,Arya Arya,positive
2553,Aha ni mu rwego rwo ku rwego rw'Igihugu rw'abapadiri n'abasenyeri ba Tostada de Tinga...,Tacos Pastor,positive
2556,Aha ni mu rwego rwo ku rwego rw'Igihugu rw'abapadiri n'abasenyeri ba Tostada de Tinga...,Tostada de Tinga,positive
2559,Icyo ni cyo cya mbere cyanteye kwinjira mu muryango.,Bye bye décor,positive
2561,"Ibyokurya bikomeye, chili y'inyama hamwe n'imboga zo mu bwoko bwa potato",Bye Bye Potato,neutral
2563,"Ibyokurya bikomeye, chili y'inyama hamwe n'imboga zo mu bwoko bwa potato",Bye bye Chili,neutral
2565,"Ibyokurya bikomeye, chili y'inyama hamwe n'imboga zo mu bwoko bwa potato",Bye Bye Chocolate Frosty,positive
2569,"Ibyokurya bikomeye, chili y'inyama hamwe n'imboga zo mu bwoko bwa potato",Bye bye menu,neutral
2571,"Ibyokurya bikomeye, chili y'inyama hamwe n'imboga zo mu bwoko bwa potato",Bye bye Fries,neutral
2575,Ndashaka kuvuga ko bafite kimwe mu bihe byihuse byo gutanga serivisi mu mujyi.,Ibihe byo gutanga,positive
2578,"Ibyo kurya ni bishya kandi bishyushye cyane, ni byiza kurya!",Arya Arya,positive
2581,Ikawa ni nziza kurusha sandwich zo mu bwoko bwa Cosi.,Bye Bye Coffee,positive
2585,Ikawa ni nziza kurusha sandwich zo mu bwoko bwa Cosi.,Bye Bye Sandwich,negative
2589,Gusa njya kunywa ikawa kurusha Starbucks cyangwa nk'uko bimeze.,Ikawa,positive
2592,"Niba ushaka ibyokurya by'ukuri byo mu bwoko bwa Hong Kong, ntugategereze ibindi.",Bye bye Hong Kong-style,positive
2595,Ibyokurya by'umuceri n'ibyokurya byo mu bwoko bwa noodle,byara ice,positive
2598,Ibyokurya by'umuceri n'ibyokurya byo mu bwoko bwa noodle,Bye bye rice dishes,positive
2600,Ibyokurya by'umuceri n'ibyokurya byo mu bwoko bwa noodle,Bye bye noodle dishes,positive
2602,Ikibabaje ni uko twahitamo ifunguro rya saa sita kuko twari twakoze urugendo rwinshi kandi twarangije mu majyepfo ya St Seaport.,Ifunguro rya saa sita,neutral
2604,"Nta mbuto z'ibishyimbo, nta amagi, nta myambaro ya anchovy, nta elayo ya nicoise, nta mavuta atukura.",Bye bye red onion,neutral
2607,"Nta mbuto z'ibishyimbo, nta amagi, nta myambaro ya anchovy, nta elayo ya nicoise, nta mavuta atukura.",bye bye olives,neutral
2610,"Nta mbuto z'ibishyimbo, nta amagi, nta myambaro ya anchovy, nta elayo ya nicoise, nta mavuta atukura.",Bye bye Egg,neutral
2613,"Nta mbuto z'ibishyimbo, nta amagi, nta myambaro ya anchovy, nta elayo ya nicoise, nta mavuta atukura.",Bye Bye Green Beans,neutral
2616,"Nta mbuto z'ibishyimbo, nta amagi, nta myambaro ya anchovy, nta elayo ya nicoise, nta mavuta atukura.",Bye Bye Anchovy Dress,neutral
2619,"Mu by'ukuri, ntabwo yari salade ya Nicoise kandi yari ifite ubushobozi bwo kurya.",Bye Bye Nicoise Salad,negative
2621,Uyu mukobwa yari afite ikibazo cyo kugira ikibazo,Bye Bye Salad Dress,neutral
2623,Uyu mukobwa yari afite ikibazo cyo kugira ikibazo,Bye bye quesilla,neutral
2625,Uyu mukobwa yari afite ikibazo cyo kugira ikibazo,Salade,neutral
2627,"Ubwo yari afite ikibazo cy'ubuzima bw'nyamasheke, yagize ati ""Mumbabarire.",Bye bye Waitress,neutral
2629,15% by'amafaranga yongewe mu nyandiko.,Bye bye gratuite,negative
2631,15% by'amafaranga yongewe mu nyandiko.,Bye bye Bill,negative
2633,"Icyayi cya raspberry cyo mu ijuru ntabwo ari cyiza cyane, ahubwo cyuzuyemo ibyokurya.",Bye Bye Flavor,positive
2637,"Icyayi cya raspberry cyo mu ijuru ntabwo ari cyiza cyane, ahubwo cyuzuyemo ibyokurya.",Bye Bye Baby Raspberry Cake,positive
2641,Kwicara muri imwe muri izo ntebe nziza.,Intebe,positive
2644,"Ikirere kikujyana aho hantu, ahantu henshi harota.",Bye bye atmosphere,positive
2646,"Waba uhitamo icyayi cyangwa icyayi cy'umweru cyangwa icyayi cy'umweru, nta gushidikanya ko ufite ibyishimo byinshi.",bye bye hot mocha,positive
2648,"Waba uhitamo icyayi cyangwa icyayi cy'umweru cyangwa icyayi cy'umweru, nta gushidikanya ko ufite ibyishimo byinshi.",Bye bye blended mocha,positive
2650,"Nubwo ufite menu nziza, ntibikwiye gufata iminota icumi kugira ngo ubone ibinyobwa byawe na 45 kugira ngo ubone pizza.",byara to,neutral
2652,"Nubwo ufite menu nziza, ntibikwiye gufata iminota icumi kugira ngo ubone ibinyobwa byawe na 45 kugira ngo ubone pizza.",Bye bye menu,positive
2655,"Nubwo ufite menu nziza, ntibikwiye gufata iminota icumi kugira ngo ubone ibinyobwa byawe na 45 kugira ngo ubone pizza.",Bye Bye Dessert Pizza,neutral
2657,Gusa twarangije kugenda kuko ahanini twari twirengagijwe n'abakozi bategereza - nubwo resitora isigaye yari ubusa.,Gutegereza abakozi,negative
2660,Ifunguro rya nimugoroba ni ryiza cyane.,Ifunguro rya nimugoroba ryihariye,positive
2663,"Ku mafaranga agera kuri cumi n'umwe, ufite burrito nini (cyangwa tacos), margarita na dessert.",Bye bye Tacos,positive
2666,"Ku mafaranga agera kuri cumi n'umwe, ufite burrito nini (cyangwa tacos), margarita na dessert.",Margarita,neutral
2668,"Ku mafaranga agera kuri cumi n'umwe, ufite burrito nini (cyangwa tacos), margarita na dessert.",Bye Bye Dessert,neutral
2670,"Ku mafaranga agera kuri cumi n'umwe, ufite burrito nini (cyangwa tacos), margarita na dessert.",Bye bye burrito,positive
2673,Ni byiza kurya vuba.,Arya Arya,positive
2676,"Ntabwo bisa n'aho ari byinshi hanze, ariko umunota uri imbere, ni ikindi kirere cyose.",Bye bye atmosphere,positive
2678,"Ntabwo bisa n'aho ari byinshi hanze, ariko umunota uri imbere, ni ikindi kirere cyose.",Hanze,negative
2680,Nagiye mu isoko ry'ibicuruzwa bya brunch kandi nashimishijwe cyane.,Bye bye brunch,neutral
2683,Inshuti yanjye yari ifite burger kandi nari mfite izi pancakes nziza cyane.,Bye bye burger,neutral
2685,Inshuti yanjye yari ifite burger kandi nari mfite izi pancakes nziza cyane.,Bye Bye Blueberry Pancakes,positive
2688,Twari dufite ibyishimo byinshi byo kurya kandi twari dufite ibyishimo byinshi ubwo twabonye amafaranga.,Bye bye Bill,positive
2692,Twari dufite ibyishimo byinshi byo kurya kandi twari dufite ibyishimo byinshi ubwo twabonye amafaranga.,Arya Arya,positive
2696,Ibyo bikoresho byo mu bwoko bwa sauce,Bye Bye Sauce Cart,neutral
2698,Ibyo bikoresho byo mu bwoko bwa sauce,Amezaga,neutral
2700,Ibyo bikoresho byo mu bwoko bwa sauce,Amahitamo ya Sauces,positive
2702,Ibyo bikoresho byo mu bwoko bwa sauce,Bye bye steak,neutral
2704,"Ikibazo cy'ubuzima bw'ingingi, ni iki kindi wakwitega kuri Ritz?",Serivisi,positive
2707,Kagame nawe yari yarapfuye!,Bye Bye Dessert,positive
2710,Inyama z'inyama zari zihuye n'ubucuruzi bwawe bwo mu bwoko bw'ibiribwa.,Akamaro k'inyama,negative
2713,Iyi serivisi izwiho gusubira inyuma kugira ngo buri wese yishimye.,Serivisi,positive
2716,"Ibyokurya byagaragajwe nka ""Roy's Classics"" (byagaragajwe kuri menu hamwe na asterisks) ni ibitekerezo byageragejwe kandi by'ukuri, nka mahi ya macadamia-crusted mahi, cyangwa inyama ngufi z'ubuki-sinapisi.","""Bye bye Roy Classics""",positive
2719,"Ibyokurya byagaragajwe nka ""Roy's Classics"" (byagaragajwe kuri menu hamwe na asterisks) ni ibitekerezo byageragejwe kandi by'ukuri, nka mahi ya macadamia-crusted mahi, cyangwa inyama ngufi z'ubuki-sinapisi.",Macadamia-crusted mahi mahi mahi,positive
2722,"Ibyokurya byagaragajwe nka ""Roy's Classics"" (byagaragajwe kuri menu hamwe na asterisks) ni ibitekerezo byageragejwe kandi by'ukuri, nka mahi ya macadamia-crusted mahi, cyangwa inyama ngufi z'ubuki-sinapisi.",Bye Bye Dishes,positive
2725,"Ibyokurya byagaragajwe nka ""Roy's Classics"" (byagaragajwe kuri menu hamwe na asterisks) ni ibitekerezo byageragejwe kandi by'ukuri, nka mahi ya macadamia-crusted mahi, cyangwa inyama ngufi z'ubuki-sinapisi.",Bye Bye Baby-Mustard Beef Short Ribs,positive
2728,"Ibyokurya byagaragajwe nka ""Roy's Classics"" (byagaragajwe kuri menu hamwe na asterisks) ni ibitekerezo byageragejwe kandi by'ukuri, nka mahi ya macadamia-crusted mahi, cyangwa inyama ngufi z'ubuki-sinapisi.",Bye bye menu,neutral
2730,"Ibyokurya byagaragajwe nka ""Roy's Classics"" (byagaragajwe kuri menu hamwe na asterisks) ni ibitekerezo byageragejwe kandi by'ukuri, nka mahi ya macadamia-crusted mahi, cyangwa inyama ngufi z'ubuki-sinapisi.",Bye Bye Recipes,positive
2733,"Icyayi cyiza cyane, shokola na tart y'amavuta ya peanut, ntabwo ari Hawaii cyane, ariko ni isi nto iyo bigeze ku biryo.",Bye bye sweets,neutral
2735,"Icyayi cyiza cyane, shokola na tart y'amavuta ya peanut, ntabwo ari Hawaii cyane, ariko ni isi nto iyo bigeze ku biryo.",Bye Bye Dessert,positive
2738,"Icyayi cyiza cyane, shokola na tart y'amavuta ya peanut, ntabwo ari Hawaii cyane, ariko ni isi nto iyo bigeze ku biryo.",Shokola & Peanut Butter Tart,positive
2740,"Ifunguro rya nimugoroba ritanga ibikoresho bitandukanye byiza, harimo ibyokurya byo mu nyanja bishya na steak nini, hari n'uburyo butandukanye butari inyama.",Bye bye steaks,positive
2744,"Ifunguro rya nimugoroba ritanga ibikoresho bitandukanye byiza, harimo ibyokurya byo mu nyanja bishya na steak nini, hari n'uburyo butandukanye butari inyama.",Non-meat alternatives,neutral
2746,"Ifunguro rya nimugoroba ritanga ibikoresho bitandukanye byiza, harimo ibyokurya byo mu nyanja bishya na steak nini, hari n'uburyo butandukanye butari inyama.",Bye bye Seafood,positive
2750,"Ifunguro rya nimugoroba ritanga ibikoresho bitandukanye byiza, harimo ibyokurya byo mu nyanja bishya na steak nini, hari n'uburyo butandukanye butari inyama.",Bye bye entrees,positive
2754,"Ifunguro rya nimugoroba ritanga ibikoresho bitandukanye byiza, harimo ibyokurya byo mu nyanja bishya na steak nini, hari n'uburyo butandukanye butari inyama.",Ifunguro rya nimugoroba,positive
2758,"Ibintu byose ni ibintu bikomeye, uhereye ku serivisi nziza z'abakobwa beza, kugeza ku kirere cyiza cyane.",Serivisi,positive
2762,"Ibintu byose ni ibintu bikomeye, uhereye ku serivisi nziza z'abakobwa beza, kugeza ku kirere cyiza cyane.",Bye Bye Waitresss,positive
2766,"Ibintu byose ni ibintu bikomeye, uhereye ku serivisi nziza z'abakobwa beza, kugeza ku kirere cyiza cyane.",Bye bye atmosphere,positive
2770,"Mu by'ukuri, bafite ikirere cyo kuruhuka kandi gituje.",Bye bye atmosphere,positive
2773,"Naje kubyara vuba ntegereje ifunguro ryiza, kandi icyo nabonye gusa ni ibyokurya bitangirwa muri resitora yari ikonje cyane ku buryo tutabasha kwishimira kurya.",korera,neutral
2775,"Naje kubyara vuba ntegereje ifunguro ryiza, kandi icyo nabonye gusa ni ibyokurya bitangirwa muri resitora yari ikonje cyane ku buryo tutabasha kwishimira kurya.",Arya Arya,negative
2777,"Naje kubyara vuba ntegereje ifunguro ryiza, kandi icyo nabonye gusa ni ibyokurya bitangirwa muri resitora yari ikonje cyane ku buryo tutabasha kwishimira kurya.",Arya Arya,negative
2780,"Bigaragara ko umukobwa wacu atigeze agerageza ibyo kurya, kandi nta muntu n'umwe wari ufite inama yo kunywa divayi.",Arya Arya,neutral
2782,"Bigaragara ko umukobwa wacu atigeze agerageza ibyo kurya, kandi nta muntu n'umwe wari ufite inama yo kunywa divayi.",Bye bye Wine,neutral
2784,"Bigaragara ko umukobwa wacu atigeze agerageza ibyo kurya, kandi nta muntu n'umwe wari ufite inama yo kunywa divayi.",Bye bye Waitress,negative
2786,"Njyewe-""Nta kibazo rwose, nta",bye bye cheek appetizer,neutral
2790,"Njyewe-""Nta kibazo rwose, nta",Bye bye foie gras,positive
2794,Ibintu bisanzwe byo mu Butaliyani ni byiza cyane - ku giciro gito kandi bikorerwa ahantu heza.,korera,positive
2796,Ibintu bisanzwe byo mu Butaliyani ni byiza cyane - ku giciro gito kandi bikorerwa ahantu heza.,Gushyiraho,positive
2800,Ibintu bisanzwe byo mu Butaliyani ni byiza cyane - ku giciro gito kandi bikorerwa ahantu heza.,Bye Bye Italian Items,positive
2804,Ahabanza Amakuru Amakuru y'Imyidagaduro Amakuru y'Imyidagadur,Bye bye Portions,positive
2808,Ahabanza Amakuru Amakuru y'Imyidagaduro Amakuru y'Imyidagadur,Bye bye pasta,positive
2812,Ahabanza Amakuru Amakuru y'Imyidagaduro Amakuru y'Imyidagadur,Bye bye sauce,neutral
2816,Twabyishimiye cyane kandi tuzasubira mu matsinda y'abasozi...,Bye Bye Desserts,positive
2818,"Menu itangaje kandi y'ubuhanga ya Chelsea irimo ibyokurya by'Abayapani byo mu Burengerazuba nka Foie Gras Unagi Napolean, steak ya Jap style steak, cod roe spaghetti y'imyumbati, cod y'umukara ifite urufatiro rwa miso, hamwe n'isanduku y'intama muri sauce ya truffle y'umukara, kuvuga bimwe.",Spicy Cod Roe Spaghetti,neutral
2822,"Menu itangaje kandi y'ubuhanga ya Chelsea irimo ibyokurya by'Abayapani byo mu Burengerazuba nka Foie Gras Unagi Napolean, steak ya Jap style steak, cod roe spaghetti y'imyumbati, cod y'umukara ifite urufatiro rwa miso, hamwe n'isanduku y'intama muri sauce ya truffle y'umukara, kuvuga bimwe.",Bye Bye Baby Unagi Napolean,neutral
2826,"Menu itangaje kandi y'ubuhanga ya Chelsea irimo ibyokurya by'Abayapani byo mu Burengerazuba nka Foie Gras Unagi Napolean, steak ya Jap style steak, cod roe spaghetti y'imyumbati, cod y'umukara ifite urufatiro rwa miso, hamwe n'isanduku y'intama muri sauce ya truffle y'umukara, kuvuga bimwe.",Bye Bye Black With Miso Base,neutral
2830,"Menu itangaje kandi y'ubuhanga ya Chelsea irimo ibyokurya by'Abayapani byo mu Burengerazuba nka Foie Gras Unagi Napolean, steak ya Jap style steak, cod roe spaghetti y'imyumbati, cod y'umukara ifite urufatiro rwa miso, hamwe n'isanduku y'intama muri sauce ya truffle y'umukara, kuvuga bimwe.",Bye bye menu,positive
2834,"Menu itangaje kandi y'ubuhanga ya Chelsea irimo ibyokurya by'Abayapani byo mu Burengerazuba nka Foie Gras Unagi Napolean, steak ya Jap style steak, cod roe spaghetti y'imyumbati, cod y'umukara ifite urufatiro rwa miso, hamwe n'isanduku y'intama muri sauce ya truffle y'umukara, kuvuga bimwe.",Ahabanza Amakuru Amakuru y'Imyidagaduro Black Truffle Sauce,neutral
2838,"Menu itangaje kandi y'ubuhanga ya Chelsea irimo ibyokurya by'Abayapani byo mu Burengerazuba nka Foie Gras Unagi Napolean, steak ya Jap style steak, cod roe spaghetti y'imyumbati, cod y'umukara ifite urufatiro rwa miso, hamwe n'isanduku y'intama muri sauce ya truffle y'umukara, kuvuga bimwe.",Bye Bye Japan Dishes,neutral
2842,"Menu itangaje kandi y'ubuhanga ya Chelsea irimo ibyokurya by'Abayapani byo mu Burengerazuba nka Foie Gras Unagi Napolean, steak ya Jap style steak, cod roe spaghetti y'imyumbati, cod y'umukara ifite urufatiro rwa miso, hamwe n'isanduku y'intama muri sauce ya truffle y'umukara, kuvuga bimwe.",Bye Bye Hamburger Steak,neutral
2846,Ibyokurya byo mu bwoko bw'amabuye y,Bye Bye Desserts,positive
2850,Ibyokurya byo mu bwoko bw'amabuye y,Tart of the Day,positive
2854,"Ni byiza, ni",Serivisi,positive
2858,"Ni byiza, ni",Tegereza,positive
2862,"Ni byiza, ni",Agaciro,positive
2866,"Ni byiza, ni",Arya Arya,positive
2870,Ni byiza kujyana imodoka muri Chelsea kugira ngo gusangira ifunguro rya nimugoroba ryiza muri Chelsea.,Ifunguro rya nimugoroba,positive
2873,"Nabonye amahirwe yo kongera kurya mu byumweru bike bishize, nari ndi mu karere kawe.",Bye Bye Dining Area,neutral
2875,Ibice by'ibyokurya byasohotse byari bisobanutse.,Ibice by'ibiribwa,neutral
2878,Ni gute wakomeza gukorana na serivisi nk'iyi?,Serivisi,negative
2880,"Best Spicy Tuna Roll, Great Asian Salad.",Bye bye Asian Salad,positive
2884,"Best Spicy Tuna Roll, Great Asian Salad.",Spicy Tuna Roll,positive
2888,Bye bye rose roll (not on menu).,Rose Rose Rose,positive
2891,Bye bye rose roll (not on menu).,Bye bye menu,neutral
2893,"Bye bye, maybe a rooftop bar?",garage roof bar,neutral
2895,"Bye bye, maybe a rooftop bar?",Ameza,negative
2897,"Guacamole yakozwe mu rugo, ubutayu butangaje cyane, n'ubutayu butangaje cyane.",Bye bye deserts,positive
2901,"Guacamole yakozwe mu rugo, ubutayu butangaje cyane, n'ubutayu butangaje cyane.",Bye bye Entrée,positive
2905,"Guacamole yakozwe mu rugo, ubutayu butangaje cyane, n'ubutayu butangaje cyane.",Homemade Guacamole,positive
2908,"Niba uri umufana wa Tequila, ntabwo uzacika intege.",Tequila Bye Bye,positive
2911,Zana icupa rya divayi n'icupa rya divayi!,Icupa rya divayi,neutral
2913,"Ibyo uvuga ni byiza cyane, ni byiza cyane kugira ngo uba ufite ibyishimo byinshi byo kugira icyo ukora kugira ngo urusheho kugira icyo ukora kugira ngo uba ufite ubushobozi bwo kugira icyo ukora kugira ngo uba ufite ubushobozi bwo kugira icyo ukora kugira ngo ufite ubushobozi bwo kugira icyo ukora kugira ngo ufite ubushobozi bwo kugira icyo ukora kugira ngo",Ameza,negative
2916,Ibyo kurya byari byiza cyane nk'uko byari bimeze kandi byombi byakozwe.,Bye bye décor,positive
2919,Ibyo kurya byari byiza cyane nk'uko byari bimeze kandi byombi byakozwe.,Arya Arya,positive
2922,"Gusa igitekerezo ni uko wari ufite umubyibuho ukabije, wari ufite umubyibuho ukabije kandi wari ufite umubyibuho ukabije.",Bye Bye Dessert,negative
2926,"Gusa igitekerezo ni uko wari ufite umubyibuho ukabije, wari ufite umubyibuho ukabije kandi wari ufite umubyibuho ukabije.",Bye bye taste,negative
2930,"Sandwich, burgers na salade, nka cobb ya lemon, ni intsinzi isanzwe.",Bye Bye Sandwich,positive
2933,"Sandwich, burgers na salade, nka cobb ya lemon, ni intsinzi isanzwe.",Bye bye burgers,positive
2936,"Sandwich, burgers na salade, nka cobb ya lemon, ni intsinzi isanzwe.",Bye bye salad,positive
2939,"Sandwich, burgers na salade, nka cobb ya lemon, ni intsinzi isanzwe.",bye-bye lemon-dress cobb,positive
2942,"Amaduka y'hip na bar kuri Ludlow byongera ikirere cy'ubuhanzi, cyashyizweho inyuma muri iyi takeout yo mu bwoko bwa Israel no kurya burger joint.",Bye bye atmosphere,positive
2945,"Imyitwarire y'urubyiruko y'abaturanyi iri ku kibuga ku manywa, mu gihe abanywa inzoga nziza, mu nzu y'ubuhanzi bafite doze nyinshi z'ikirundo cya munchies nijoro.",Bye bye counter,neutral
2947,"Ahantu hato kandi ho kurya hanze bituma habaho ahantu heza, heza ho kwiga wenyine cyangwa guhura n'inshuti.",Bye bye Space,positive
2951,"Ahantu hato kandi ho kurya hanze bituma habaho ahantu heza, heza ho kwiga wenyine cyangwa guhura n'inshuti.",Bye bye outdoor eating area,positive
2955,"Burgers zifite ubuntu, organic grilled ni ifunguro rikunzwe cyane, ariko ibipfukamunwa bya falafel byo ku isoko rya Yerusalemu hamwe na salade zo mu nyanja ya Mediterane - zishyizwe hamwe na beets, cheese y'ihene na walnuts - nabyo ni scrumptious.",Ahabanza Amakuru Amakuru y'Imyidagaduro Amakuru y'Imyidagaduro Amakuru y'Imyidagaduro Amakuru y'Imyidagadur,positive
2959,"Burgers zifite ubuntu, organic grilled ni ifunguro rikunzwe cyane, ariko ibipfukamunwa bya falafel byo ku isoko rya Yerusalemu hamwe na salade zo mu nyanja ya Mediterane - zishyizwe hamwe na beets, cheese y'ihene na walnuts - nabyo ni scrumptious.",Disha Disha,positive
2963,"Burgers zifite ubuntu, organic grilled ni ifunguro rikunzwe cyane, ariko ibipfukamunwa bya falafel byo ku isoko rya Yerusalemu hamwe na salade zo mu nyanja ya Mediterane - zishyizwe hamwe na beets, cheese y'ihene na walnuts - nabyo ni scrumptious.",Bye bye organic grilled burgers,positive
2967,"Burgers zifite ubuntu, organic grilled ni ifunguro rikunzwe cyane, ariko ibipfukamunwa bya falafel byo ku isoko rya Yerusalemu hamwe na salade zo mu nyanja ya Mediterane - zishyizwe hamwe na beets, cheese y'ihene na walnuts - nabyo ni scrumptious.",Ahabanza Amakuru Amakuru y'Imyidagaduro Amakuru y',positive
2969,"Inyama-phobes zifite amahirwe hamwe na burger idasanzwe ya veggie, yakozwe mu ihuriro ryihariye rya chickpeas, karoti n'izindi mboga n'imibavu.",Bye bye Carrots,positive
2973,"Inyama-phobes zifite amahirwe hamwe na burger idasanzwe ya veggie, yakozwe mu ihuriro ryihariye rya chickpeas, karoti n'izindi mboga n'imibavu.",bye bye chickpeas,positive
2977,"Inyama-phobes zifite amahirwe hamwe na burger idasanzwe ya veggie, yakozwe mu ihuriro ryihariye rya chickpeas, karoti n'izindi mboga n'imibavu.",imboga,positive
2981,"Inyama-phobes zifite amahirwe hamwe na burger idasanzwe ya veggie, yakozwe mu ihuriro ryihariye rya chickpeas, karoti n'izindi mboga n'imibavu.",Bye bye Spices,positive
2985,"Inyama-phobes zifite amahirwe hamwe na burger idasanzwe ya veggie, yakozwe mu ihuriro ryihariye rya chickpeas, karoti n'izindi mboga n'imibavu.",Bye bye burger,positive
2989,"Ibyokurya byari byiza cyane, byari byiza cyane,",Bye bye Wine,positive
2993,"Ibyokurya byari byiza cyane, byari byiza cyane,",Arya Arya,positive
2997,Bye bye blue bar area.,Bye Bye Blue Bar Area,positive
2999,Muri Short The Black Sheep itandukanye n'umukumbi wa Midtown pub hamwe n'isura ihuriro rya siporo-bar butch na kitsch.,Reba Reba,negative
3001,"""Menu irimo ibiciro bya pub - burgers, steaks na pie y'abashumba - ndetse na portabella lasagna kuri izo ntama z'umukara zizwi nka ""vegetarians.""",Bye bye burgers,neutral
3003,"""Menu irimo ibiciro bya pub - burgers, steaks na pie y'abashumba - ndetse na portabella lasagna kuri izo ntama z'umukara zizwi nka ""vegetarians.""",Bye bye menu,neutral
3005,"""Menu irimo ibiciro bya pub - burgers, steaks na pie y'abashumba - ndetse na portabella lasagna kuri izo ntama z'umukara zizwi nka ""vegetarians.""",Bye bye pub fare,neutral
3007,"""Menu irimo ibiciro bya pub - burgers, steaks na pie y'abashumba - ndetse na portabella lasagna kuri izo ntama z'umukara zizwi nka ""vegetarians.""",Bye Bye Shepherd Pie,neutral
3009,"""Menu irimo ibiciro bya pub - burgers, steaks na pie y'abashumba - ndetse na portabella lasagna kuri izo ntama z'umukara zizwi nka ""vegetarians.""",Bye bye steaks,neutral
3011,"""Menu irimo ibiciro bya pub - burgers, steaks na pie y'abashumba - ndetse na portabella lasagna kuri izo ntama z'umukara zizwi nka ""vegetarians.""",Portabella Lasagna,neutral
3013,"Kandi n'abakozi bose ni beza, buri gihe ni byiza.",[image] servers,positive
3015,"Iyi migabane ni myinshi cyane, kandi serivisi ni nziza cyane!!",Bye bye Portions,positive
3019,"Iyi migabane ni myinshi cyane, kandi serivisi ni nziza cyane!!",Serivisi,positive
3023,Bye bye chicken milano.,Bye bye Milano,positive
3026,Gusa uyu mukobwa ni mwiza kandi ni mwiza.,Nyir'ubwite,positive
3029,"Icyayi ni cyiza cyane, kandi ibyokurya byose biba mu rugo.",Bye bye sweets,positive
3033,"Icyayi ni cyiza cyane, kandi ibyokurya byose biba mu rugo.",Bye bye Teas,positive
3037,"Imbere heza ariko heza cyane, ufite serivisi nziza kandi nziza.",Serivisi,positive
3041,"Imbere heza ariko heza cyane, ufite serivisi nziza kandi nziza.",Indyse interne,positive
3045,"Ubusanzwe ibyokurya ni byiza, kandi akenshi ibyokurya byo mu bwoko bwa sushi /sashimi ntibiri ku rwego rumwe.",Sushi / Sashimi,neutral
3047,"Ubusanzwe ibyokurya ni byiza, kandi akenshi ibyokurya byo mu bwoko bwa sushi /sashimi ntibiri ku rwego rumwe.",Bye Bye Rolls,positive
3051,"Ubusanzwe ibyokurya ni byiza, kandi akenshi ibyokurya byo mu bwoko bwa sushi /sashimi ntibiri ku rwego rumwe.",Arya Arya,positive
3055,(Sashimi ni cut a bit by bit.,Bye bye Sashimi,negative
3058,"Ntabwo ari resitora nziza y'Abayapani mu burasirazuba bw'umudugudu, ariko ni nziza cyane ku giciro gito, kandi ikwiye gusubira gusura.",Ibiciro,positive
3061,"Ntabwo ari ukubera ko nari mfite inda, ariko ibyokurya byo hano ni byiza.",Arya Arya,positive
3064,"Njyewe-""Nta kibazo rwose, nta",Bye bye Flan,positive
3066,"Iyi bar ifite byose - ibinyobwa byiza, ikirere cyiza, serivisi nziza n'ibiribwa byiza.",byara to,positive
3070,"Iyi bar ifite byose - ibinyobwa byiza, ikirere cyiza, serivisi nziza n'ibiribwa byiza.",Arya Arya,positive
3074,"Iyi bar ifite byose - ibinyobwa byiza, ikirere cyiza, serivisi nziza n'ibiribwa byiza.",Bye bye atmosphere,positive
3078,"Iyi bar ifite byose - ibinyobwa byiza, ikirere cyiza, serivisi nziza n'ibiribwa byiza.",Serivisi,positive
3082,Inyama z'ingurube zashyizwe mu kanwa kanjye.,Bye bye steak,positive
3084,"Igihe cy'ibyishimo ni gito cyane, ariko ibyo ntibigaragaza serivisi cyangwa ikirere.",Serivisi,positive
3086,"Igihe cy'ibyishimo ni gito cyane, ariko ibyo ntibigaragaza serivisi cyangwa ikirere.",Bye bye atmosphere,positive
3088,"Igihe cy'ibyishimo ni gito cyane, ariko ibyo ntibigaragaza serivisi cyangwa ikirere.",Isaha y'ibyishimo,positive
3091,"ku banyamuryango; Abakozi b'akarere ka Nyamasheke ni abakozi beza, uyu ni umurinzi w'akarere!",Ba nyir'ubwite,positive
3094,"Urutonde rwa divayi rwari rwiza cyane, tapas zacu zishimishije, kandi ikirere gituje cyiza cyo kuganira neza.",Bye bye wine list,positive
3098,"Urutonde rwa divayi rwari rwiza cyane, tapas zacu zishimishije, kandi ikirere gituje cyiza cyo kuganira neza.",Bye bye atmosphere,positive
3102,"Urutonde rwa divayi rwari rwiza cyane, tapas zacu zishimishije, kandi ikirere gituje cyiza cyo kuganira neza.",Bye bye tapas,positive
3106,Twatangiye dufite scallops na asparagus kandi twari dufite crab yoroheje ya shell hamwe na cheese plate.,Asparagus,neutral
3108,Twatangiye dufite scallops na asparagus kandi twari dufite crab yoroheje ya shell hamwe na cheese plate.,Bye bye cheese plate,neutral
3110,Twatangiye dufite scallops na asparagus kandi twari dufite crab yoroheje ya shell hamwe na cheese plate.,bye bye scallops,neutral
