,tn,aspect,polarities
2537,"Go na le lefelo le lentle, fa fela le sa nne le le tletse thata, le boineelo jo bo sa tshwaneng le jwa go apaya dijo tsa lona tse di kgethegileng di dira gore Mare e nne kgetho e kgolo mo go barati ba dijo tsa lewatle.",Seafood Bone,positive
2540,"Go na le mafelo otlhe a a mo tikologong ya bo 8 kgotsa mo lefelong le le siameng, go a itumedisa go nna le lefelo le le kwa godimo le le kwa godimo.",Quaility a go go,positive
2543,"Go na le mafelo otlhe a a mo tikologong ya bo 8 kgotsa mo lefelong le le siameng, go a itumedisa go nna le lefelo le le kwa godimo le le kwa godimo.",Mme Atmosphere,positive
2546,"Fa e le gore o rata dijo tsa lewatle le/kgotsa dijo tsa Segerika, o tla rata lefelo leno le fa go sa lekanyediwe ka dilo tseno fela.",Seafood Bone,positive
2548,"Fa e le gore o rata dijo tsa lewatle le/kgotsa dijo tsa Segerika, o tla rata lefelo leno le fa go sa lekanyediwe ka dilo tseno fela.",Dijo Tsa Segerika,positive
2550,Ka metlha dijo di ne di le monate.,Dijo tsa rona,positive
2553,My favorites here is the Tacos And The Tostada de Tinga... lololololololololololololololololol,Tacos Pastor,positive
2556,My favorites here is the Tacos And The Tostada de Tinga... lololololololololololololololololol,Tostada de Tinga,positive
2559,Lololololololololololololololol that's what i got me in the door,Mme Décord,positive
2561,"Di-fries tse di boleta, nama le dikuku tse di apesitsweng go dikologa menu e e akaretsang serame se se tsidifetseng, se se nang le serame se se nang le mogote thata.",Baked Potato Bone,neutral
2563,"Di-fries tse di boleta, nama le dikuku tse di apesitsweng go dikologa menu e e akaretsang serame se se tsidifetseng, se se nang le serame se se nang le mogote thata.",Mme Nady Chili,neutral
2565,"Di-fries tse di boleta, nama le dikuku tse di apesitsweng go dikologa menu e e akaretsang serame se se tsidifetseng, se se nang le serame se se nang le mogote thata.",Frosy Seno,positive
2569,"Di-fries tse di boleta, nama le dikuku tse di apesitsweng go dikologa menu e e akaretsang serame se se tsidifetseng, se se nang le serame se se nang le mogote thata.",Menu a Go Go,neutral
2571,"Di-fries tse di boleta, nama le dikuku tse di apesitsweng go dikologa menu e e akaretsang serame se se tsidifetseng, se se nang le serame se se nang le mogote thata.",Mme Friese,neutral
2575,A re ba na le sengwe sa dinako tse di bonako thata mo motseng wa rona.,dinako tsa go romela,positive
2578,"Dijo tse di bothitho, di siametse go jewa.",Dijo tsa rona,positive
2581,Kofi e botoka go na le di-sandwich tse di feteletseng.,Kafe di Kafe,positive
2585,Kofi e botoka go na le di-sandwich tse di feteletseng.,Sandwiches A Go Go,negative
2589,Ke ne ke batla fela go ya kwa kofing e e nang le yone e e botoka go na le dilo tse di tshwanang le tse dingwe.,Kafe di Kafe,positive
2592,"If you're looking for Real Food- Go Healthy Go Healthy Go Food, Look No More!",Gong Gong Food Style,positive
2595,Dijana tsa raese le di-noodle ga se gantsi di feta R50 mme o tsenye mo dinong tse di tlhatswang tsa ice ka R2 mme o di beela bosigo!,Dino Gelato,positive
2598,Dijana tsa raese le di-noodle ga se gantsi di feta R50 mme o tsenye mo dinong tse di tlhatswang tsa ice ka R2 mme o di beela bosigo!,Reise Dishes,positive
2600,Dijana tsa raese le di-noodle ga se gantsi di feta R50 mme o tsenye mo dinong tse di tlhatswang tsa ice ka R2 mme o di beela bosigo!,Noodle Dishes Go,positive
2602,"Ka maswabi, re ne ra tlhopha lefelo leno la dijo tsa motshegare fa re ne re ntse re tsamaya go le gontsi mme re ne ra felela re le kwa borwa jwa lewatle.",Dijo tsa motshegare,neutral
2604,"Ga go na mae a a tala, anchovy a a sa aparang, e seng motlhware o o mohibidu, ga o na tlhware e e bohibidu.",Red bone onion,neutral
2607,"Ga go na mae a a tala, anchovy a a sa aparang, e seng motlhware o o mohibidu, ga o na tlhware e e bohibidu.",Nicoise Oliwia,neutral
2610,"Ga go na mae a a tala, anchovy a a sa aparang, e seng motlhware o o mohibidu, ga o na tlhware e e bohibidu.",Egg bone,neutral
2613,"Ga go na mae a a tala, anchovy a a sa aparang, e seng motlhware o o mohibidu, ga o na tlhware e e bohibidu.",Go Green Beans Go,neutral
2616,"Ga go na mae a a tala, anchovy a a sa aparang, e seng motlhware o o mohibidu, ga o na tlhware e e bohibidu.",Mme Ady Dress,neutral
2619,Tota e ne e se salate ya Nicoise mme e ne e se ya sepe.,Nicoise salate,negative
2621,Mosadi yo o neng a le gaufi le rona o ne a akanya gore o ne a laela salate (go akaretsa le go kopa diaparo tsa salate) mme go na le moo a ne a newa sefika.,Mmabatho Sasa,neutral
2623,Mosadi yo o neng a le gaufi le rona o ne a akanya gore o ne a laela salate (go akaretsa le go kopa diaparo tsa salate) mme go na le moo a ne a newa sefika.,Mme Quesy,neutral
2625,Mosadi yo o neng a le gaufi le rona o ne a akanya gore o ne a laela salate (go akaretsa le go kopa diaparo tsa salate) mme go na le moo a ne a newa sefika.,sasasa kwa,neutral
2627,"Fa a sena go ngongorega, mooki o ne a ngongorega, o ne a kopa maitshwarelo.",Mme Waitress,neutral
2629,15% ya mahala e ekeditsweng ka boiketsetso.,Go gratuits,negative
2631,15% ya mahala e ekeditsweng ka boiketsetso.,Bill Tsang,negative
2633,"Kuku ya kuku ya kwa legodimong ga e monate, mme e tletse monate.",Flavor bone,positive
2637,"Kuku ya kuku ya kwa legodimong ga e monate, mme e tletse monate.",Pisang Goreng Cheese Raspberry Cake,positive
2641,Dula mo go nngwe ya ditulo tseo tse di iketlileng.,Disideng,positive
2644,"Go gogela kwa lefelong leo, lefelo le batho ba le bantsi ba lorang ka lone.",Mme Atmosphere,positive
2646,"A o ka tswa o batla go bona gore a o ka tswa o le mo namagading ya gago kgotsa e e nang le mmala o o tsididi o o nang le sone, o tla itumela thata.",Sweet sweet mocha,positive
2648,"A o ka tswa o batla go bona gore a o ka tswa o le mo namagading ya gago kgotsa e e nang le mmala o o tsididi o o nang le sone, o tla itumela thata.",Sweet sweet mocha,positive
2650,"Le fa go ntse jalo, ga go a tshwanela go tsaya metsotso e le 10 gore o kgone go nwa bojalwa le go nwa bojalwa.",Dino Bone,neutral
2652,"Le fa go ntse jalo, ga go a tshwanela go tsaya metsotso e le 10 gore o kgone go nwa bojalwa le go nwa bojalwa.",Menu a Go Go,positive
2655,"Le fa go ntse jalo, ga go a tshwanela go tsaya metsotso e le 10 gore o kgone go nwa bojalwa le go nwa bojalwa.",Pizza A Go Go,neutral
2657,Re ne re tshwanetse go tlogela fela ka gonne re ne re sa itse gore re ne re sa ntse re le mo seemong se se neng se le mo go yone - le fa gone go ne go se na sepe se se neng se le mo go yone.,Lindiwe Modise,negative
2660,Dijo tsa gago tsa motshegare di monate.,Dinnerware Sets,positive
2663,"111 Mme le maire, mme le Maire.",Tacos A Go Go,positive
2666,"111 Mme le maire, mme le Maire.",Mme Marguerite,neutral
2668,"111 Mme le maire, mme le Maire.",Dessert a Go Go,neutral
2670,"111 Mme le maire, mme le Maire.",Mme Burrito,positive
2673,Fast Go One One: Dinner,Dijo tsa rona,positive
2676,"Ga go na sepe se se kalo ka fa ntle, mme fa o tsena mo teng, ke phefo e nngwe e e kwa ntle.",Mme Atmosphere,positive
2678,"Ga go na sepe se se kalo ka fa ntle, mme fa o tsena mo teng, ke phefo e nngwe e e kwa ntle.",Masentle Masentle,negative
2680,Ke ne ka ya kwa go hudugela kwa Namune mme ka gakgamala thata.,mme brunch,neutral
2683,Tsala ya me e ne e na le dikuku tse di monate mme nna ke ne ke na le dikuku tseno tse di monate.,Burger A Go Go,neutral
2685,Tsala ya me e ne e na le dikuku tse di monate mme nna ke ne ke na le dikuku tseno tse di monate.,Blueberry Pancakes Go,positive
2688,Re ne re itumetse thata ka dijo tsa rona mme ra itumela le go feta fa re bona baebele.,Bill Tsang,positive
2692,Re ne re itumetse thata ka dijo tsa rona mme ra itumela le go feta fa re bona baebele.,Dijo tsa rona,positive
2696,Ke kopa kuku ya gago e e nang le dikuku di le supa kgotsa di le robedi tse di nang le dikuku tsa gago.,Kaede Kaede,neutral
2698,Ke kopa kuku ya gago e e nang le dikuku di le supa kgotsa di le robedi tse di nang le dikuku tsa gago.,Mme Tableau,neutral
2700,Ke kopa kuku ya gago e e nang le dikuku di le supa kgotsa di le robedi tse di nang le dikuku tsa gago.,Tlhôpha ya di-sauces,positive
2702,Ke kopa kuku ya gago e e nang le dikuku di le supa kgotsa di le robedi tse di nang le dikuku tsa gago.,Mme Steak,neutral
2704,Ke eng se o ka se solofelang fa o batla go nna le RITZ?,Tirelo Tirelo,positive
2707,Le gone go ne go na le go swa ka ntlha ya fa go ne go le molemo!,Desserts A Go Go,positive
2710,Boleng jwa nama bo ne bo le teng mo lebenkeleng la gago la di-grocery.,Boleng ba nama,negative
2713,"Mo godimo ga moo, batho botlhe ba ba mo dingwageng tse di kwa morago ba tla dira gore batho botlhe ba itumele.",Tirelo Tirelo,positive
2716,"Dijana tse di bidiwang ""Roy's Classics"" (tse di tshwailweng mo menung e e nang le di-asterisks) ke di-recipe tse di lekwang le tsa nnete, jaaka macadamia-crusted mahi mahi mahi, kgotsa dinamane tsa nama tse di monate tsa tswina ya dinotshe.",Mme Roy's Classics,positive
2719,"Dijana tse di bidiwang ""Roy's Classics"" (tse di tshwailweng mo menung e e nang le di-asterisks) ke di-recipe tse di lekwang le tsa nnete, jaaka macadamia-crusted mahi mahi mahi, kgotsa dinamane tsa nama tse di monate tsa tswina ya dinotshe.",Mme Macadamia-crusted mahi mahihi,positive
2722,"Dijana tse di bidiwang ""Roy's Classics"" (tse di tshwailweng mo menung e e nang le di-asterisks) ke di-recipe tse di lekwang le tsa nnete, jaaka macadamia-crusted mahi mahi mahi, kgotsa dinamane tsa nama tse di monate tsa tswina ya dinotshe.",Dishes Tsang,positive
2725,"Dijana tse di bidiwang ""Roy's Classics"" (tse di tshwailweng mo menung e e nang le di-asterisks) ke di-recipe tse di lekwang le tsa nnete, jaaka macadamia-crusted mahi mahi mahi, kgotsa dinamane tsa nama tse di monate tsa tswina ya dinotshe.",sweet sweet sweet-mustard beef ribs,positive
2728,"Dijana tse di bidiwang ""Roy's Classics"" (tse di tshwailweng mo menung e e nang le di-asterisks) ke di-recipe tse di lekwang le tsa nnete, jaaka macadamia-crusted mahi mahi mahi, kgotsa dinamane tsa nama tse di monate tsa tswina ya dinotshe.",Menu a Go Go,neutral
2730,"Dijana tse di bidiwang ""Roy's Classics"" (tse di tshwailweng mo menung e e nang le di-asterisks) ke di-recipe tse di lekwang le tsa nnete, jaaka macadamia-crusted mahi mahi mahi, kgotsa dinamane tsa nama tse di monate tsa tswina ya dinotshe.",Recipes tsa,positive
2733,"Se se botoka thata ke gore, go na le dikuku tse di monate le tse di nang le sukiri, ga di a tshwanela go nna mo lefatsheng le le rileng, mme go na le lefatshe le lennye.",sweetsas,neutral
2735,"Se se botoka thata ke gore, go na le dikuku tse di monate le tse di nang le sukiri, ga di a tshwanela go nna mo lefatsheng le le rileng, mme go na le lefatshe le lennye.",Dessert a Go Go,positive
2738,"Se se botoka thata ke gore, go na le dikuku tse di monate le tse di nang le sukiri, ga di a tshwanela go nna mo lefatsheng le le rileng, mme go na le lefatshe le lennye.",Whisky A Go Go & Peanut Butter Tart,positive
2740,"Go na le mefuta e e farologaneng ya dijo tse di farologaneng, go akaretsa dijo tse di monate le di-cookie tse dikgolo, gape go na le mefuta e le mmalwa ya dijo tse di sa jeng nama.",Steaks A Go Go,positive
2744,"Go na le mefuta e e farologaneng ya dijo tse di farologaneng, go akaretsa dijo tse di monate le di-cookie tse dikgolo, gape go na le mefuta e le mmalwa ya dijo tse di sa jeng nama.",Non-meat alternatives kwa,neutral
2746,"Go na le mefuta e e farologaneng ya dijo tse di farologaneng, go akaretsa dijo tse di monate le di-cookie tse dikgolo, gape go na le mefuta e le mmalwa ya dijo tse di sa jeng nama.",Seafood Bone,positive
2750,"Go na le mefuta e e farologaneng ya dijo tse di farologaneng, go akaretsa dijo tse di monate le di-cookie tse dikgolo, gape go na le mefuta e le mmalwa ya dijo tse di sa jeng nama.",Go Insa,positive
2754,"Go na le mefuta e e farologaneng ya dijo tse di farologaneng, go akaretsa dijo tse di monate le di-cookie tse dikgolo, gape go na le mefuta e le mmalwa ya dijo tse di sa jeng nama.",Dinnerbone Menu,positive
2758,"Go na le dilo tsotlhe tse di sa siamang, go tswa mo tirelong e e molemo, go ya kwa go tse di kwa godimo, go ya kwa go lefaufaung le lentle.",Tirelo Tirelo,positive
2762,"Go na le dilo tsotlhe tse di sa siamang, go tswa mo tirelong e e molemo, go ya kwa go tse di kwa godimo, go ya kwa go lefaufaung le lentle.",Mme Waitresses,positive
2766,"Go na le dilo tsotlhe tse di sa siamang, go tswa mo tirelong e e molemo, go ya kwa go tse di kwa godimo, go ya kwa go lefaufaung le lentle.",Mme Atmosphere,positive
2770,"Ka tsela e nngwe di na le mowa o o iketlileng, o o iketlileng.",Mme Atmosphere,positive
2773,"Ke ne ke batla go ja dijo tse di neng di le kwa godimo thata mme ke ne ke sa kgone go ja dijo tse di neng di le tsididi thata jaana, mme ke ne ke sa kgone go ja dijo tse di neng di le tsididi thata.",Mme Served,neutral
2775,"Ke ne ke batla go ja dijo tse di neng di le kwa godimo thata mme ke ne ke sa kgone go ja dijo tse di neng di le tsididi thata jaana, mme ke ne ke sa kgone go ja dijo tse di neng di le tsididi thata.",Dijo tsa rona,negative
2777,"Ke ne ke batla go ja dijo tse di neng di le kwa godimo thata mme ke ne ke sa kgone go ja dijo tse di neng di le tsididi thata jaana, mme ke ne ke sa kgone go ja dijo tse di neng di le tsididi thata.",Dijo tsa rona,negative
2780,"Go bonala ba ne ba sa tlhole ba leka go ja dijo, mme go ne go se ope yo o neng a ka eletsa go nwa bojalwa.",Dijo tsa rona,neutral
2782,"Go bonala ba ne ba sa tlhole ba leka go ja dijo, mme go ne go se ope yo o neng a ka eletsa go nwa bojalwa.",Whisky A Go Go,neutral
2784,"Go bonala ba ne ba sa tlhole ba leka go ja dijo, mme go ne go se ope yo o neng a ka eletsa go nwa bojalwa.",Mme Waitress,negative
2786,"11Le fa go ntse jalo, dingaka di ne di na le ditsere tse di monate, mme ke sone fela se ke ka se buang ka ga dijo tse di monate.",Mme Lysa Appetizer,neutral
2790,"11Le fa go ntse jalo, dingaka di ne di na le ditsere tse di monate, mme ke sone fela se ke ka se buang ka ga dijo tse di monate.",Mme Fanny Gras,positive
2794,Go na le dilo tse di tlhwatlhwakgolo - tse di tlhwatlhwatlase mme di direlwa mo maemong a a kwa tlase.,Mme Served,positive
2796,Go na le dilo tse di tlhwatlhwakgolo - tse di tlhwatlhwatlase mme di direlwa mo maemong a a kwa tlase.,Go Set,positive
2800,Go na le dilo tse di tlhwatlhwakgolo - tse di tlhwatlhwatlase mme di direlwa mo maemong a a kwa tlase.,Italian Items A Go Go,positive
2804,18 - Mme Cécile COS NON,Dikarolo tsa dikarolo,positive
2808,18 - Mme Cécile COS NON,Pasta A Go Go,positive
2812,18 - Mme Cécile COS NON,Mme Sauce,neutral
2816,"Re ne re itumetse thata, mme re tla boa re boela kwa dipokanong tsa rona.",Desserts bone,positive
2818,"Menu ya ka e e kgatlhisang le ya boitlhamedi e akaretsa dijana tsa sejapane tsa segompieno, tse di jaaka Foie Gras Unagi Unagi Napolean, Jap style hamburger steak, spicy cod roe roe spaghetti, cod e ntsho e e nang le motheo wa miso, le rack ya konyana ka soso ya truffle e ntsho, go raya di le mmalwa.",Strawberry strawberry,neutral
2822,"Menu ya ka e e kgatlhisang le ya boitlhamedi e akaretsa dijana tsa sejapane tsa segompieno, tse di jaaka Foie Gras Unagi Unagi Napolean, Jap style hamburger steak, spicy cod roe roe spaghetti, cod e ntsho e e nang le motheo wa miso, le rack ya konyana ka soso ya truffle e ntsho, go raya di le mmalwa.",Go go gadget unagi napolean,neutral
2826,"Menu ya ka e e kgatlhisang le ya boitlhamedi e akaretsa dijana tsa sejapane tsa segompieno, tse di jaaka Foie Gras Unagi Unagi Napolean, Jap style hamburger steak, spicy cod roe roe spaghetti, cod e ntsho e e nang le motheo wa miso, le rack ya konyana ka soso ya truffle e ntsho, go raya di le mmalwa.",Black Cod E nang le Miso Base,neutral
2830,"Menu ya ka e e kgatlhisang le ya boitlhamedi e akaretsa dijana tsa sejapane tsa segompieno, tse di jaaka Foie Gras Unagi Unagi Napolean, Jap style hamburger steak, spicy cod roe roe spaghetti, cod e ntsho e e nang le motheo wa miso, le rack ya konyana ka soso ya truffle e ntsho, go raya di le mmalwa.",Menu a Go Go,positive
2834,"Menu ya ka e e kgatlhisang le ya boitlhamedi e akaretsa dijana tsa sejapane tsa segompieno, tse di jaaka Foie Gras Unagi Unagi Napolean, Jap style hamburger steak, spicy cod roe roe spaghetti, cod e ntsho e e nang le motheo wa miso, le rack ya konyana ka soso ya truffle e ntsho, go raya di le mmalwa.",Go GoA Gone Black Truffle Sauce,neutral
2838,"Menu ya ka e e kgatlhisang le ya boitlhamedi e akaretsa dijana tsa sejapane tsa segompieno, tse di jaaka Foie Gras Unagi Unagi Napolean, Jap style hamburger steak, spicy cod roe roe spaghetti, cod e ntsho e e nang le motheo wa miso, le rack ya konyana ka soso ya truffle e ntsho, go raya di le mmalwa.",jap ya dishes,neutral
2842,"Menu ya ka e e kgatlhisang le ya boitlhamedi e akaretsa dijana tsa sejapane tsa segompieno, tse di jaaka Foie Gras Unagi Unagi Napolean, Jap style hamburger steak, spicy cod roe roe spaghetti, cod e ntsho e e nang le motheo wa miso, le rack ya konyana ka soso ya truffle e ntsho, go raya di le mmalwa.",Jap style hamburger bak kwa,neutral
2846,Di-desserts di batla di le monate: my favorites is the day.,Desserts bone,positive
2850,Di-desserts di batla di le monate: my favorites is the day.,Tart Motshegare,positive
2854,"Dijo tse di monate, dijo tse di monate, tse di monate, ga di a tshwanela go leta!",Tirelo Tirelo,positive
2858,"Dijo tse di monate, dijo tse di monate, tse di monate, ga di a tshwanela go leta!",Lindiwe Letang,positive
2862,"Dijo tse di monate, dijo tse di monate, tse di monate, ga di a tshwanela go leta!",Valobasha,positive
2866,"Dijo tse di monate, dijo tse di monate, tse di monate, ga di a tshwanela go leta!",Dijo tsa rona,positive
2870,"Here ya go , just for a nice dinner.",Dinnerbone,positive
2873,Ke ne ke le mo malatsing a le mmalwa a a fetileng fa ke ne ke le mo ntlong ya gago ya go ja dijo tse di neng di le teng.,Dining Room Sets Dining Room Sets,neutral
2875,Dikarolo tsa dijo tse di neng di le mo teng ga tsone di ne di le thata.,Dikarolo tsa dijo,neutral
2878,Ke eng se se ka dirang gore o nne le tsholofelo ya go nna mo tirelong ya mofuta ono?,Tirelo Tirelo,negative
2880,"Go GoA Gone- Spicy Tuna Roll, Big Asian Salad",Asian salad bone,positive
2884,"Go GoA Gone- Spicy Tuna Roll, Big Asian Salad",Go go go spicy tuna roll,positive
2888,Try The Rose (No Go),Rosangela Roll,positive
2891,Try The Rose (No Go),Menu a Go Go,neutral
2893,Gong Gong - A Roof Bar,Roof Tile Bar,neutral
2895,Gong Gong - A Roof Bar,Ditafole,negative
2897,"Gae Sekgoa go ya go Setswana incredible, and the most deserts",Mme Deserts,positive
2901,"Gae Sekgoa go ya go Setswana incredible, and the most deserts",Entrée Mme,positive
2905,"Gae Sekgoa go ya go Setswana incredible, and the most deserts",Gae Sekgoa go ya go Setswana guacamole,positive
2908,"Fa o le motho yo o mo fuduseng, ga o kitla o kgobega marapo.",Tequila Tirona,positive
2911,Go go and a bottle of wine!,Whisky A Go Go,neutral
2913,"Go na le didirisiwa tse di siameng, ka jalo, o ka nna le di-o-na-le",Ditafole,negative
2916,Dijo di ne di le botlhokwa jaaka ditshupa mme ka bobedi di ne tsa dira.,Mme Décord,positive
2919,Dijo di ne di le botlhokwa jaaka ditshupa mme ka bobedi di ne tsa dira.,Dijo tsa rona,positive
2922,A re o ne o sa itse gore o ne o le mosesane mme o ne o le mosesane mme o ne o le mosesane.,Dessert a Go Go,negative
2926,A re o ne o sa itse gore o ne o le mosesane mme o ne o le mosesane mme o ne o le mosesane.,Mme Ladèle,negative
2930,"Di-sandwich, di-burger le di-salad, jwaloka lemone tse apereng lemone, di na le katleho e kgolo.",Sandwiches A Go Go,positive
2933,"Di-sandwich, di-burger le di-salad, jwaloka lemone tse apereng lemone, di na le katleho e kgolo.",Burgers A Go Go,positive
2936,"Di-sandwich, di-burger le di-salad, jwaloka lemone tse apereng lemone, di na le katleho e kgolo.",sasas bone,positive
2939,"Di-sandwich, di-burger le di-salad, jwaloka lemone tse apereng lemone, di na le katleho e kgolo.",lemon-logo sweatshirt,positive
2942,"Disini le disini tse di tlogetsweng mo lotshitshing, di tlaleletsa mo tikologong ya botaki jo bo beilweng mo tseleng e e kwa godimo ya go ja le go ja dijo.",Mme Atmosphere,positive
2945,"Bašwa ba ba šašang ba fula mo lefelong la motshegare, fa batswasetlhaba, ba ba nwang di-art-house tse di nang le dielo tse di bokete tsa di-munchies mo bosigong.",Mme Condy,neutral
2947,Lefelo le lennye la go ja kwa ntle le dira gore lefelo la poraefete le nne le le iketlileng go ithuta kgotsa go kopana le ditsala.,Space A Go Go,positive
2951,Lefelo le lennye la go ja kwa ntle le dira gore lefelo la poraefete le nne le le iketlileng go ithuta kgotsa go kopana le ditsala.,Kwa ntle ga dijô tse di kwa ntle,positive
2955,"Ka generously garnished, organic grilled burgers ke sejana se se tumileng go gaisa, fela jerusalema ya setaele sa falafel wraps le salate ya Mediterranean- e nang le di-beet, chisi ya podi le walnuts- di tshwana le scrumptious.","Home "" Bathroom Tile Bathroom Tile Patterns",positive
2959,"Ka generously garnished, organic grilled burgers ke sejana se se tumileng go gaisa, fela jerusalema ya setaele sa falafel wraps le salate ya Mediterranean- e nang le di-beet, chisi ya podi le walnuts- di tshwana le scrumptious.",Diy Tsang,positive
2963,"Ka generously garnished, organic grilled burgers ke sejana se se tumileng go gaisa, fela jerusalema ya setaele sa falafel wraps le salate ya Mediterranean- e nang le di-beet, chisi ya podi le walnuts- di tshwana le scrumptious.",Go Organic Organic Burgers,positive
2967,"Ka generously garnished, organic grilled burgers ke sejana se se tumileng go gaisa, fela jerusalema ya setaele sa falafel wraps le salate ya Mediterranean- e nang le di-beet, chisi ya podi le walnuts- di tshwana le scrumptious.","Bathroom Tile - Bathroom Tile With Beets, Cheese & Walnuts",positive
2969,"Nama-phobes di lesego ka burger e e sa tlwaelegang ya veggie, e e dirilweng go tswa mo motswakong o o kgethegileng wa di-chickpeas, carrots le merogo e mengwe le dinoko.",Mme Carlas,positive
2973,"Nama-phobes di lesego ka burger e e sa tlwaelegang ya veggie, e e dirilweng go tswa mo motswakong o o kgethegileng wa di-chickpeas, carrots le merogo e mengwe le dinoko.",Mme Chipeas,positive
2977,"Nama-phobes di lesego ka burger e e sa tlwaelegang ya veggie, e e dirilweng go tswa mo motswakong o o kgethegileng wa di-chickpeas, carrots le merogo e mengwe le dinoko.",Merogo ya merogo,positive
2981,"Nama-phobes di lesego ka burger e e sa tlwaelegang ya veggie, e e dirilweng go tswa mo motswakong o o kgethegileng wa di-chickpeas, carrots le merogo e mengwe le dinoko.",dinokos,positive
2985,"Nama-phobes di lesego ka burger e e sa tlwaelegang ya veggie, e e dirilweng go tswa mo motswakong o o kgethegileng wa di-chickpeas, carrots le merogo e mengwe le dinoko.",Veggie Burger a Go Go,positive
2989,"Dijo tsa gagwe di ne di le monate thata, tse di neng di le teng, tse di neng di le mo go yone le beine e e neng e le monate.",Whisky A Go Go,positive
2993,"Dijo tsa gagwe di ne di le monate thata, tse di neng di le teng, tse di neng di le mo go yone le beine e e neng e le monate.",Dijo tsa rona,positive
2997,Go Go Blue Bar Too,bar bone zone,positive
2999,"Ka bokhutshwane, dinku tse di ntsho di itlhaolela go tswa kwa midtown ka go lebelela gore ke motswako wa metshameko-bar butch le ornate kitsch.",Lebang,negative
3001,"'The menu includes pub fare-burgers, steaks and shepherds pie' - even a porkabella lasagna for those black sheep tse di itsegeng ka ""vegetarians.""",Burgers A Go Go,neutral
3003,"'The menu includes pub fare-burgers, steaks and shepherds pie' - even a porkabella lasagna for those black sheep tse di itsegeng ka ""vegetarians.""",Menu a Go Go,neutral
3005,"'The menu includes pub fare-burgers, steaks and shepherds pie' - even a porkabella lasagna for those black sheep tse di itsegeng ka ""vegetarians.""",Pub A Go Go,neutral
3007,"'The menu includes pub fare-burgers, steaks and shepherds pie' - even a porkabella lasagna for those black sheep tse di itsegeng ka ""vegetarians.""",Modise Pie,neutral
3009,"'The menu includes pub fare-burgers, steaks and shepherds pie' - even a porkabella lasagna for those black sheep tse di itsegeng ka ""vegetarians.""",Steaks A Go Go,neutral
3011,"'The menu includes pub fare-burgers, steaks and shepherds pie' - even a porkabella lasagna for those black sheep tse di itsegeng ka ""vegetarians.""",Mme Portabella Lasagna,neutral
3013,"Le fa go ntse jalo, batho botlhe ba ba siameng ba tla nna ba le botsalano jo bo siameng.",[Edit] Go Servers,positive
3015,lololololololololololololololol,Dikarolo tsa dikarolo,positive
3019,lololololololololololololololol,Tirelo Tirelo,positive
3023,Go Go Gadget Chicken Milano!,Milano A Go Go,positive
3026,Mong wa ntlo o ne a le montle e bile a le botsalano.,Kwek Leng Beng,positive
3029,'The teas are great and all the sweets are home' - Dikuku tsotlhe di ne di le mo gae,sweetsas,positive
3033,'The teas are great and all the sweets are home' - Dikuku tsotlhe di ne di le mo gae,Mme Teas,positive
3037,"Go na le bopelontle jo bo tseneletseng, jo bo nang le botsalano jo bo nonofileng le jo bo nang le bokgoni jo bo tseneletseng.",Tirelo Tirelo,positive
3041,"Go na le bopelontle jo bo tseneletseng, jo bo nang le botsalano jo bo nonofileng le jo bo nang le bokgoni jo bo tseneletseng.",Ka fa teng,positive
3045,"Dijo tse di jewang gantsi di na le boleng jo bo kwa godimo, mme gantsi di-suki/sashimi ga di nne mo maemong a a lekanang.",Sassy Go Go / Sassy Go,neutral
3047,"Dijo tse di jewang gantsi di na le boleng jo bo kwa godimo, mme gantsi di-suki/sashimi ga di nne mo maemong a a lekanang.",Mme  Rolls,positive
3051,"Dijo tse di jewang gantsi di na le boleng jo bo kwa godimo, mme gantsi di-suki/sashimi ga di nne mo maemong a a lekanang.",Dijo tsa rona,positive
3055,(The Sassy Go Goa Gone a little bit.,Mme Sashimi,negative
3058,"Ga se lefelo le lentle le le gaisang la botswana le le nang le lone le le kwa tlase, mme ke le lentle le le nang le ditlhwatlhwa tse di tlhwatlhwakgolo, mme le fa go le jalo, le le botlhokwa thata go di gaisa tsotlhe.",Ditlhotlhwa tse di kwa tlase,positive
3061,"E seng ka gonne ke ne ke le moimana, mme dijo tse di monate ka gale di le monate.",Dijo tsa rona,positive
3064,"Ke a itse gore go na le dilo tse pedi kgotsa tse pedi tse di buang ka Ga-Mochudi, mme ke solofela fa e le nngwe ya tse di gaisang tsotlhe (ke solofela fa e le gore ga ke kgone go bala seno!).",Mme Flanne,positive
3066,"This bar e na le tsotlhe - dino tse di monate, mogote o o monate, dijo tse di monate le dijo tse di monate.",Dino Bone,positive
3070,"This bar e na le tsotlhe - dino tse di monate, mogote o o monate, dijo tse di monate le dijo tse di monate.",Dijo tsa rona,positive
3074,"This bar e na le tsotlhe - dino tse di monate, mogote o o monate, dijo tse di monate le dijo tse di monate.",Mme Atmosphere,positive
3078,"This bar e na le tsotlhe - dino tse di monate, mogote o o monate, dijo tse di monate le dijo tse di monate.",Tirelo Tirelo,positive
3082,'The steaked in my mouth' - Dikuku di ne di le mo molomong wa me,Mme Steak,positive
3084,"Nako e e itumedisang e tlhwatlhwa e e kwa godimo thata, mme seo ga se bontshe tirelo kgotsa maemo a a kwa godimo.",Tirelo Tirelo,positive
