st,aspect,polarities
"ke ntho e ngoe le e ngoe ... les food, le atmosphere... baamoheli ba mosa le ba mosa, empa litheko li ntle, li emetse hampe ebile li khuts'oane.",mosa,positive
"ke ntho e ngoe le e ngoe ... les food, le atmosphere... moamoheli ea tšepahalang le ea mosa, empa bartender o mosa ebile o mosa ebile o futsanehile.","food,",positive
"ambiance e ne e le ntle, e phahameng hanyane empa e ntse e le monate ebile e le lerato; litlhapi li na le karolelano, 'me lino tse tahiloe haholo.",monate,positive
"leha ho le joalo, ho ba lijo, re ne re soetseha ka ho feletseng ka lijo, empa waitstaff e ntle haholo 'me ke leka peanut butter sorbet.","lijo,",negative
"ke khothaletsa codfish e ntšo e halikiloeng, e ne e le sejo se setle ka ho fetisisa sa mantsiboea, empa mookameli ke rudeness mme lijo li ka tlase ho karolelano.",codfish,positive
"ke khothaletsa codfish e ntšo e halikiloeng, e ne e le sejana se setle ka ho fetisisa sa mantsiboea, empa boholo bo tšoarehile ebile ba emetse ba halefile.",ntšo,positive
"ke ne ke e-na le creole e monate ea shrimp, empa sushi e kholo, filet minor ha e ntle haholo ebile e amohela e mosa.",creole,positive
"lijo tsa mantsiboea li ne li le monate, empa lijo li theko e boima.",mantsiboea,positive
"empa lijo li ne li le monate; tatso e khuts'oane, litheko li ntle ebile boiphihlelo ba ho jella bo khahla.",lijo,positive
"sebaka sa setso se ikutloa, empa ke leka letata, litheko li utloahala ebile tuna li ntle.",sebaka,neutral
"lijana tsa boiqapelo joalo ka salate ea crab e nang le tatso e matla ea litholoana le fettuccine e nang le lijo tsa leoatleng tse halikiloeng ka har'a sopho ea rosemary-orange ke lintho tse sa lebelloang ho menu ea bistro, empa sechu sa mmutla se setle, veine e ntle ebile e amohela e rude.",ho menu,neutral
"lijana tsa pōpo joalo ka salate ea king crab e nang le tatso e matla ea litholoana le fettuccine e nang le lijo tsa leoatleng tse halikiloeng ka har'a sopho ea rosemary-orange ke lintho tse sa lebelloang ho menu ea bistro, empa ts'ebeletso e mpe, lijo tsa mots'eare ke matla le mookameli ke bothata.",salate,positive
"lijana tsa boqapi joalo ka salate ea crab e nang le litholoana tse ratang vinaigrette le fettuccine e nang le lijo tsa leoatle tse halikiloeng ka har'a sopho ea rosemary-orange ke lintho tse sa lebelloang ho menu ea bistro, empa host e sa tsejoe, basebetsi ba bobe ebile batho ba thekiso ba rude.",fettuccine,positive
"lijana tsa boqapi joalo ka salate ea crab e nang le tatso e matla ea litholoana le fettuccine e nang le lijo tsa leoatle tse halikiloeng ka har'a sopho ea rosemary-orange ke lintho tse sa lebelloang lenaneng le seng le ka tsejoang ke bistro, empa mong'a lona ke leshano.",rosemary-orange,positive
"li-dessert tsa montparnasse - haholo-holo silken crème brulee le pampiri-tšesaane tsa apole tart-li ntle ka ho lekana ho lekana ho etsa hore reschorente ea bohlokoa leetong, empa ba emetseng ba mpe mme casserole ea curried e thata.",li-dessert,positive
"li-dessert tsa montparnasse - haholo-holo silken crème brulee le pampiri-tšesaane apole tart-li ntle ka ho lekana ho lekana ho etsa hore reschorente e be ea bohlokoa leetong, empa ac ke ho hloka.",apole,positive
"li-dessert tsa montparnasse - haholo-holo silken crème brulee le pampiri-tšesaane apole tart-li ntle ka ho lekana ho lekana ho etsa hore reschorente e be bohlokoa leetong, empa ts'ebeletso e futsanehile, 'me li-cookie tsa leruo ke tletlebo.",crème brule,positive
"o ne a e-na le lijo tse monate moo mafelo-bekeng ana pele a leba lifiliming, empa mookameli ha a na mohau ebile batho ba mabe ka ho fetesisa.",lijo,positive
"e ne e se e le nakoana mme ke lebala feela hore na li-crepes tse monate li ka ba joang, empa litlhapi ke karolelano, ts'ebeletso e tšabeha ebile e mpe.",li-crepes,positive
"lijo tse ngata tse halikiloeng - li bonolo ebile li khotsofatsa, empa bili e kholo.",lijo,positive
"li-dieters li khomarela salate kapa li-indulge ka li-platters tsa limela, empa li-slices li theko e boima 'me li-bartenders li tšabeha.",salate,positive
"li-dieters li khomarela salate kapa li-indulge ka li-platters tsa limela, empa ho ja ho molemo ka ho fetisisa 'me tšebeletso ke ntho e tšabehang.",li-platters,positive
"creamy appetizers-taramasalata, salate ea eggplant, le yogurt ea greek (e nang le cuccumber, dill, le konofolo) li monate haholo ha ho pitas e futhumetseng, empa basebetsi ba botsoalle.",taramasalata,positive
"creamy appetizers-taramasalata, eggplant salate, le yogurt ea greek (e nang le cuccumber, dill, le konofolo) li monate haholo ha li le li-pitas tse futhumetseng, empa host e le ntho e mpe, basebetsi ba ikakasang 'me batho ba mpe ka ho fetisisa.","appetizers-taramasalata,",positive
"creamy appetizers-taramasalata, eggplant salate, le yogurt ea greek (e nang le cuccumber, dill, le konofolo) tatso e babatsehang ha ho pitas mofuthu, empa ts'ebeletso e mpe ebile 'mino o boima haholo.",yogurt,positive
"creamy appetizers-taramasalata, eggplant salate, le yogurt ea greek (e nang le cuccumber, dill, le konofolo) tatso e babatsehang ha ho pitas mofuthu, empa sebaka se setle, villa e ntle ebile linako tsa ho fana ke lebelo ka ho fetisisa.",pitas,neutral
"creamy appetizers-taramasalata, eggplant salate, le yogurt ea greek (e nang le cuccumber, dill, le konofolo) tatso e babatsehang ha ho pitas mofuthu, empa ts'ebeletso e lieha ebile e noa hampe.",eggplant,positive
"hobane ba lebeletseng ba hloka liphetoho tse matla tsa attitue, empa veine e kholo ebile basebetsi baa tseba.",ebile,negative
"ba emetseng kamehla ba shebahala ba halefile esita le ho hlokomoloha khafetsa ea bona e phahameng, empa ambiance e ntle ebile sebaka se monate.",kamehla,negative
"makhetlo a 'maloa le ho beha ka mekhoa e mebe ea ba waiters, ho tseba hore mosebetsi oa bona ha o bonolo, empa mahe benedict o monate, ts'ebeletso e ntle ebile lijo ke lerato.",ebile,negative
"qetellong, ke ile ka kula ka ts'ebeletso e mpe, smirks ea obnoxious, le puisano ea morao-rao, empa lijo li ntle.",ts'ebeletso,negative
"lijo tse tloaelehileng, tse bonolo tsa setaliana, empa litlhapi ke karolelano, theko ha e tšoanelehe ebile ba emetseng e mpe.",lijo,positive
"ke lijo tse monate feela, ha ho letho le leng mme ke sona feela seo re se batlang, empa setulo sa ho phutha ha se phutholohe.",lijo,positive
"lethathamo la veine le pharalletse, le theko e tlase ebile le koahela libaka tse ngata, empa fennel e nang le tatso e monate ea setaliana e boima, lijo li theko e boima ebile lijo li ka tlase ho karolelano.",lethathamo,positive
"lethathamo la veine le pharalletse, le theko e tlase ebile le koahela libaka tse ngata, empa lijo li ka tlase ho karolelano, bili e kholo ebile e emetse e mpe.",theko,positive
"veine e ntle ea lijo tse monate ke eona, empa ho tsamaisoa ke se hlokolosi, lijo li ka tlase ho karolelano 'me moamoheli o mosa.",veine,positive
"lijo tse monate tsa veine ke eona, empa mong'a ntlo ke leshano, tatso e khuts'oane ebile ts'ebeletso e lieha.",lijo,positive
"ke rata bonolo le tlhompho e fuoeng lijo, hammoho le basebetsi e ne e le botsoalle ebile e tseba, empa tatso e mpe ka ho fetesisa, 'mino o boima haholo ebile o maiketsetso nama ea lobster ke ea maiketsetso.",basebetsi,positive
"ke rata bonolo le tlhompho e fuoeng lijo, hammoho le basebetsi ba ne ba le botsoalle ebile ba tseba, empa ts'ebeletso e lieha haholo.","lijo,",positive
"lijo li ne li le mahareng 'me tšebeletso e ne e lieha haholo, empa lasagna e molemo ka ho fetisisa' me likarolo li nyane.",lijo,neutral
"lijo li ne li le mahareng 'me tšebeletso e ne e le butle haholo, empa sepakapaka se sexy, morena crab salate e nang le litholoana tse lakatsehang vinaigrette ke pōpo' me lijo li maemong a holimo.",tšebeletso,negative
"ho nkile lihora tse ka bang 2 1/2 ho sebeletsoa lithuto tsa rona tsa 2, empa fries ea sefora e ntle, li-burger li kholo ebile lisalate li ntle.",lithuto,neutral
"ho nkile lihora tse ka bang 2 1/2 ho sebeletsoa thupelo ea rona ea 2, empa hamburger e monate.",nkile,negative
"re laetse khalase ea veine 'me ra qeta ho ja le ho lefa pele veine e tla, empa tuna e ntle ebile e leta e mosa.",khalase ea veine,neutral
"ke ne ke lutse setulong sa ka sa phutholoha, empa li-dessert li lokolohile.",setulong,negative
"motšehetsi oa rona o ne a le botsoalle 'me ke lihlong hore ha a na basebetsi ba tšehetsang ho sebetsa le bona, empa lijo tse phehiloeng lia makatsa, lijo li maemong a holimo ebile lijana li lekoa- le' nete.",basebetsi,negative
"motšehetsi oa rona o ne a le botsoalle 'me ke lihlong hore o ne a se na basebetsi ba tšehetsang ho sebetsa le eena, empa host ke ntho e mpe, litafole ha li phutholohe ebile li nyane ha li ntle haholo.",ebile,positive
"ke ile ka ea ho reschorenteng beke 'me ka laela theoha theko fixe menu, empa tšebeletso e ntle.","menu,",neutral
"basebetsi ba neng ba emetse ba ne ba le hlokolosi haholo ebile ba le mosa, empa ts'ebeletso e lieha.","mosa,",positive
"koloi ea chisi ea portugal e khethiloeng ka bohlale e kopantsoe le boema-kepe ba boleng bo botle e fana ka pheletso e phethahetseng ea iberia, empa tatso e mpe ka ho fetesisa mme kuku ha e tšoanelehe ho ema kantle.",boema-kepe,positive
"kariki ea chisi ea portugal e khethiloeng ka bohlale e kopantsoe le boema-kepe ba boleng bo botle e fana ka pheletso e phethahetseng ea iberia, empa lenane la veine lea nyahamisa mme boroso ea fennel e tatso ea italy e boima.",kopantsoe,positive
"ha e ntse e le kholo ebile e le lerata hanyane, lino li ne li le ntle, 'me lijo li ne li le ntle, empa kamore e hlakile.",lino,positive
"ha e ntse e le khōlō le e nyenyane lerata, lino ne fantastis, 'me lijo e ne e superb, empa fennel flavored setaliana boroso boima.",lijo,positive
"litheko ha li mpe, empa litafole ha li phutholohe ebile basebetsi ha li na botsoalle.",litheko,positive
"tšebeletso e ne e le ntle, 'me ba na le e ngata haholo bakeng sa matsatsi a tsoalo, empa fennel flavored setaliana sausage boima.",tšebeletso,positive
"linako tse ling tseo ke li tsamaileng ke letsatsi la lerato leholimong, o ka tsamaea ka ho fumana lephephe ka lifensetere, tšoaroa joalo ka vip sebakeng se sa petetsaneng, ka lijo le tšebeletso e kholo, empa theko e phahame.",tšebeletso,positive
"linako tse ling tseo ke li tsamaileng ke letsatsi la lerato leholimong, u ka tsamaea ka ho fumana lephephe ka lifensetere, u phekoloe joalo ka vip sebakeng se sa petetsaneng, ka lijo le tšebeletso e kholo, empa moamoheli o rude.",lijo,positive
"linako tse ling tseo ke li tsamaileng ke letsatsi la lerato leholimong, u ka tsamaea ka ho fumana lephephe ka lifensetere, tšoaroa joaloka vip sebakeng se sa tlalang, ka lijo tse khōlō le tšebeletso, empa repast ke monate.",vip,neutral
"linako tse ling tseo ke li tsamaileng ke letsatsi la lerato leholimong, u ka tsamaea ka ho fumana lephephe ka lifensetere, tšoaroa joaloka vip sebakeng se sa petetsaneng, ka lijo tse kholo le tšebeletso, empa kuku ha ea lokela ho ema ka ntle.",sebakeng,positive
"li-veggies tse ncha, mefuta eohle ea ho hasana ha bochabela bo bohareng, chisi le falafel, sopho, tlhapi, raese, meroho ea motso, ntho ea raese, ntho e meng ea spinach, kebabs ea konyana, chisi baclava ... ho hongata hoo, 'me kaofela ha eona e monate, empa lijo tsa mantsiboea ke matla.",ho,positive
"li-veggies tse ncha, mefuta eohle ea ho hasana ha bochabela bo bohareng, chisi le falafel, sopho, tlhapi, raese, meroho ea motso, ntho ea raese, ntho e meng ea spinach, kebabs ea konyana, chisi baclava ... ha e le hantle, ha e le hantle, ho na le tatso e ntle ka ho fetesisa, 'me e ne e le lijo tse ngata, empa e ne e se lijo tse monate.",li-veggies,positive
"li-veggies tse ncha, mefuta eohle ea ho hasana ha bochabela bo bohareng, chisi le falafel, sopho, tlhapi, raese, meroho ea motso, ntho ea raese, ntho e meng ea spinach, kebabs ea konyana, chisi baclava ... ho hongata hoo, 'me kaofela ha eona e monate, empa sopho ea chickpea ea fatše e tšesaane.",ho,positive
"li-veggies tse ncha, mefuta eohle ea ho hasana ha bochabela bo bohareng, chisi le falafel, sopho, tlhapi, raese, meroho ea motso, ntho ea raese, ntho e meng ea spinach, kebabs ea konyana, chisi baclava ... 'me kaofela ha eona e monate, empa ha ho na tatso e tala.",meroho ea motso,positive
"li-veggies tse ncha, mefuta eohle ea ho hasana ha bochabela bo bohareng, chisi le falafel, sopho, tlhapi, raese, meroho ea motso, ntho ea raese, ntho e meng ea spinach, kebabs ea konyana, chisi baclava ... hooood e ngata haholo, 'me kaofela ha eona e monate, empa hostess e le ntho e le' ngoe, hostess ke ntho e sa reng letho ebile e emetse basebetsi ba inconsiderate.",li-veggies tse ncha,positive
"li-veggies tse ncha, mefuta eohle ea ho hasana ha bochabela bo bohareng, chisi le falafel, sopho, tlhapi, raese, meroho ea motso, ntho ea raese, ntho e meng ea spinach, kebabs ea konyana, chisi baclava ... fooood haholo, 'me kaofela ha eona e monate, empa tsamaiso e ka tlaase ho accommodating, tšebeletso e mpe le fennel flavored setaliana boroso e boima.",ho,positive
"li-veggies tse ncha, mefuta eohle ea ho hasana ha bochabela bo bohareng, chisi le falafel, sopho, tlhapi, raese, meroho ea motso, ntho ea raese, ntho e meng ea spinach, kebabs ea konyana, chisi baclava ... 'me kaofela ha eona e monate haholo, empa tšebeletso e tšabehang.","spinach,",positive
"li-veggies tse ncha, mefuta eohle ea ho hasana ha bochabela bo bohareng, chisi le falafel, sopho, tlhapi, raese, meroho ea motso, ntho ea raese, ntho e meng ea spinach, kebabs ea konyana, chisi baclava ... 'me kaofela ha eona e monate, empa e monate haholo.","falafel,",positive
"li-veggies tse ncha, mefuta eohle ea ho hasana ha bochabela bo bohareng, chisi le falafel, sopho, tlhapi, raese, meroho ea motso, ntho ea raese, ntho e meng ea spinach, kebabs ea konyana, chisi baclava ... ho na le hoo hooood haholo, 'me kaofela ha eona e monate, empa ts'ebeletso e lieha, ts'ebeletso e bobebe ebile e sa phehe e le ncha.",bochabela,positive
"li-veggies tse ncha, mefuta eohle ea ho hasana ha bochabela bo bohareng, chisi le falafel, sopho, tlhapi, raese, meroho ea motso, ntho ea raese, ntho e meng ea spinach, kebabs ea konyana, chisi baclava ... ho hongata hoo, 'me kaofela ha eona e monate, empa menu e nyenyane le disco pop duo ke awful.",kebabs,positive
"li-veggies tse ncha, mefuta eohle ea ho hasana ha bochabela bo bohareng, chisi le falafel, sopho, tlhapi, raese, meroho ea motso, ntho ea raese, ntho e meng ea spinach, kebabs ea konyana, chisi baclava ... ho hongata hoo, 'me kaofela ha eona e monate, empa leta basebetsi ba ke ke ba e-ba le inconsiderate.",bo,positive
"li-veggies tse ncha, mefuta eohle ea ho hasana ha bochabela bo bohareng, chisi le falafel, sopho, tlhapi, raese, meroho ea motso, ntho ea raese, ntho e meng ea spinach, kebabs ea konyana, chisi baclava ... ha e le hantle, e monate haholo, 'me kaofela ha eona e monate, empa mookameli o na le tatso e ntle.",baclava,positive
"li-veggies tse ncha, mefuta eohle ea ho hasana ha bochabela bo bohareng, chisi le falafel, sopho, tlhapi, raese, meroho ea motso, ntho ea raese, ntho e meng ea spinach, kebabs ea konyana, chisi baclava ... fooood e ngata haholo, 'me kaofela ha eona e monate, empa li-cookie tsa leruo ke tletlebo mme basebetsi ba emetseng ba sa tsotelle.",kaofela,positive
"ts'ebeletso e liehang, empa ha u leketlile ka lihlopha tsa 10 kapa 20, ba hlileng ba hlokomelang empa lijo li theko e tlase.",ts'ebeletso,negative
"ts'ebeletso e mpe ka ho fetesisa eo nkileng ka e bona mme lijo li ne li le ka tlase ho karolelano (ha li hlile li fa batho lijo tseo ba li laetseng), empa li-wraps li monate, li-codfish tse ntšo tse halikiloeng li molemo ka ho fetisisa 'me lijo tsa mantsiboea li monate.",ts'ebeletso,negative
"ts'ebeletso e mpe ka ho fetesisa eo nkileng ka e bona mme lijo li ne li le ka tlase ho karolelano (ha li fa batho lijo tseo ba li laetseng), empa sepakapaka sea pholile.",lijo,neutral
"ts'ebeletso e mpe ka ho fetesisa eo nkileng ka e bona mme lijo li ne li le ka tlase ho karolelano (ha li hlile li fa batho lijo tseo ba li laetseng), empa lijo tsa leoatleng li ntle, li-toppings li ncha ebile li tletse.",lijo,negative
"lihora tse 3 bakeng sa ho kenella ha rona ho ne ho se na pheko; le hoja li-dessert li ne li le mahala, batho ba babe ka ho fetesisa mme filet e nyane e ne e se ntle haholo.",kenella,neutral
"ho nka lihora tse tharo pele re fumana li-imeile tsa rona, empa ho ja lijo hoa hlolla ebile hoa makatsa.",hlolla,negative
lijo li na le tse ntle ebile li ntle empa hore na e fumane lebitso la best diner joang manhattan e ka nģ'ane ho nna; bill e kholo haholo.,lijo,positive
"ho se utloe ho le thata haholo, empa u se ke ua ba hlokolosi ka ho hloka botsitso; veine e ntle haholo.",hlokolosi,negative
"ho ba leeme, lijo li ntse li le ntle 'me tšebeletso e potlakile ebile e attentative le hoja hangata e phathahane haholo, empa bili e kholo.",tšebeletso,positive
"ho ba leeme, lijo li ntse li le ntle 'me tšebeletso e potlakile ebile e attentative le hoja hangata e phathahane haholo, empa mookameli ke rudeness le lenane la veine ke ho soabisa.",lijo,positive
"tšebeletso e ntle haholo: ha ho na ho leta, 'me u fumana theko e ngata; empa ba lebeletseng ba halefa haholo.",tšebeletso,positive
"tšebeletso e ntle, ha ho na ho leta, 'me u fumana ho hongata bakeng sa theko, empa bili e kholo, lijo li majabajaba ebile tšebeletso e lieha.",majabajaba,positive
