nya,aspect,polarities
"utumiki ndi wangwiro kwambiri palibe cholakwika mu izi italy / french odyera, koma mitengo ndi exorbitant ndi chakudya chamadzulo ndi mphamvu.",utumiki,positive
"the foie gras anali wokoma ndi luscious, koma bartenders ndi zoopsa.",foie gras,positive
"my gf's duck confitte was very solid as well, ngakhale ndili ndi maziko ochepa a chidziwitso; chochitika chodyera ndi choipa kwambiri ndipo chakudya ndi chokongola.",confitte,positive
"ndodo kudikira ndi wochezeka kwambiri, ngati wanu si wamwano kapena picky....... chakudya chathu ku leon sabata yatha chinali chachikulu -, koma msuzi wa chickpea wapansi ndi woonda.",kudikira,positive
"ndodo kudikira ndi wochezeka kwambiri, ngati wanu si wamwano kapena picky....... chakudya chathu ku leon sabata yatha chinali chachikulu -, koma utumiki ndi woipa, utumiki ndi woopsa ndipo utumiki ndi pang'onopang'ono.",chakudya,positive
"ndikupangira mbale iliyonse ya salmon yawo, koma kubereka kuli kochenjera, matebulo ali pafupi mosasangalatsa ndipo mitengo ndi yochuluka kwambiri.",salmon,positive
chakudya chachikulu koma utumiki unali woopsa; ndimayesa mikate yopangidwa kunyumba.,utumiki,negative
chakudya chachikulu koma utumiki unali woopsa; mpando wopindika ndi wosasangalatsa ndipo msuzi si wokoma kwambiri.,chakudya,positive
"awiri waitress a anaoneka ngati iwo anali kuyamwa pa mandimu, koma bala ndi zabwino ndi maganizo ndi zabwino.",waitress,negative
"utumikiwo unali woopsa pang'onopang'ono (malowa anali theka lokha lodzaza) ndipo kumwetulira kukanakhala kwabwino, koma chakudya ndi chabwino, martinis ndi yachilendo ndipo sushi ndi yatsopano.",utumiki,negative
"pa nthawi yapamwamba, malo odyera amakhala odzaza ndipo matebulo amakhala pafupi kwambiri, koma malo odyera ndi abwino.",matebulo,negative
"ngati muli pano ngati chakudya chowonetsera chisanachitike, hop mu taxi ndikutenga mphindi zowonjezera za 10 kuti mupite kumalo a uptown. chinthu chokha chabwino pano ndi sang gosh.",chakudya,neutral
"ndi zonse basi... chakudya, mlengalenga... ndi incrediby wachifundo ndi chisomo hostess, koma utumiki bala ndi pang'onopang'ono ndi nyimbo ndi wolemera kwambiri.",mlengalenga,positive
"ndi zonse basi... chakudya, mlengalenga... ndi zozizwitsa wokoma mtima ndi chisomo hostess, koma mitengo ndi exorbitant, waiters zoipa ndi kukoma ndi yochepa.",hostess,positive
"ndi zonse basi... chakudya, mlengalenga... ndi incrediby wokoma mtima ndi wachisomo hostess, koma bartender ndi wamwano ndi utumiki ndi osauka.",chakudya,positive
"the ambiance anali bwino, pang'ono phokoso komabe zabwino ndi chikondi; nsomba ndi pafupifupi ndipo zakumwa ndi zoopsa.",ambiance,positive
"komabe, pokhala foodies, ife anakhumudwa kwathunthu ndi chakudya, koma waitstaff ndi wamkulu ndipo ine kuyesa mtedza batala sorbet.",chakudya,negative
"ndikupangira codfish yakuda yokazinga, inali mbale yabwino kwambiri ya madzulo, koma woyang'anira ndi mwano ndipo chakudya chili pansi pa avareji.",codfish,positive
"ndikupangira codfish yakuda yokazinga, inali mbale yabwino kwambiri ya madzulo, koma kukula kwake kuli kotanganidwa ndipo othandizira amakwiya.",mbale,positive
"ine ndinali ndi zokoma nkhanu creole, koma sushi ndi wamkulu, filet wamng'ono si wabwino kwambiri ndi wolandira ndi wamwano.",nkhanu creole,positive
"chakudya chamadzulo cha nkhuku chinali chabwino kwenikweni, koma chakudya ndi chodula.",chakudya,positive
"koma chakudyacho chinali chokoma; kukoma ndi kochepa, mitengo ndi yochuluka kwambiri ndipo chochitika chodyera ndi chomvetsa chisoni.",chakudya,positive
"danga ndi chikhalidwe mu kumverera, koma ine kuyesa bakha, mitengo ndi wololera ndi nsomba ndi zabwino.",ine,neutral
"creative mbale ngati mfumu nkhanu saladi ndi chilakolako zipatso vinaigrette ndi fettuccine ndi nsomba grilled mu msuzi rosemary-lalanje ndi zinthu zosayembekezereka pa mwinamwake kulosera bistro menyu, koma kalulu stew ndi zabwino, vinyo ndi wabwino ndi hostess ndi mwano.",bistro menyu,neutral
"creative mbale ngati mfumu nkhanu saladi ndi chilakolako zipatso vinaigrette ndi fettuccine ndi nsomba grilled mu msuzi rosemary-lalanje ndi zinthu zosayembekezereka pa menyu mwinamwake kulosera bistro, koma utumiki ndi woipa, chakudya chamasana ndi mphamvu ndi bwana ndi mwano.",mfumu nkhanu saladi ndi chilakolako zipatso vinaigrette,positive
"creative mbale ngati mfumu nkhanu saladi ndi chilakolako zipatso vinaigrette ndi fettuccine ndi nsomba grilled mu msuzi rosemary-lalanje ndi zinthu zosayembekezereka pa menyu mwinamwake kulosera bistro, koma wolandira ndi wamwano, ndodo ndi zoipa ndi malonda anthu ndi mwano.",mbale,positive
"creative mbale ngati mfumu nkhanu saladi ndi chilakolako zipatso vinaigrette ndi fettuccine ndi nsomba grilled mu msuzi rosemary-lalanje ndi zinthu zosayembekezereka pa mwinamwake kulosera bistro menyu, koma mwini ndi zabodza.",rosemary-lalanje,positive
"montparnasse's desserts--makamaka silken crème brulee ndi pepala-woonda apulo tart--ndi abwino mokwanira pawokha kuti malo odyera akhale ofunika ulendo, koma othandizira ndi oipa ndipo curried casserole ndi nkhanza.",desserts,positive
"montparnasse's desserts--makamaka silken crème brulee ndi pepala-woonda apulo tart--ndi abwino mokwanira pawokha kuti malo odyera akhale ofunika ulendo, koma ac ndi kusowa.",apulo tart,positive
"montparnasse's desserts--makamaka silken crème brulee ndi pepala-woonda apulo tart--ndi abwino mokwanira pawokha kuti malo odyera akhale ofunika ulendo, koma utumiki ndi wosauka, ndipo makeke a mwayi ndi kudandaula.",crème brulee,positive
"anali ndi chakudya chachikulu kumeneko sabata ino asanapite ku mafilimu, koma woyang'anira ndi wopanda chisomo ndipo anthu ndi oipa kwambiri.",chakudya,positive
"zinali kanthawi ndipo ndinaiwala momwe crepes ikhoza kukhalira yokoma, koma nsomba ndi pafupifupi, utumiki ndi woopsa ndipo antchito ndi oipa.",crepes,positive
"chakudya--ngakhale makamaka chophika kwambiri--ndi chophweka komanso chokhutiritsa, koma bilu ndi yaikulu.",chakudya,positive
"odyetsa amamamatira ku saladi kapena kudya mbale zamasamba, koma zidutswa zimakhala zodula ndipo ma bartender ndi oopsa.",saladi,positive
"odyetsa amamamatira ku saladi kapena kudya mbale zamasamba, koma kudya ndi koipa kwambiri ndipo utumiki ndi woopsa.",mbale zamasamba,positive
"creamy appetizers--taramasalata, eggplant saladi, ndi greek yogurt (ndi cuccumber, dill, ndi adyo) kukoma kwambiri pamene pa pitas ofunda, koma ndodo ndi wochezeka.",taramasalata,positive
"creamy appetizers--taramasalata, eggplant saladi, ndi greek yogurt (ndi cuccumber, dill, ndi adyo) kukoma kwambiri pamene pa pitas ofunda, koma wolandira ndi wamwano, ndodo ndi kudzikuza ndipo anthu ndi oipa kwambiri.",creamy appetizers,positive
"creamy appetizers--taramasalata, eggplant saladi, ndi greek yogurt (ndi cuccumber, dill, ndi adyo) kukoma kwambiri pamene pa pitas ofunda, koma utumiki ndi woipa ndi nyimbo ndi wolemera kwambiri.","greek yogurt (ndi cuccumber, dill, ndi adyo)",positive
"creamy appetizers--taramasalata, eggplant saladi, ndi greek yogurt (ndi cuccumber, dill, ndi adyo) kukoma kwambiri pamene pa pitas ofunda, koma malo ndi abwino, villa ndi yabwino ndipo nthawi yobereka ndi yofulumira kwambiri.",pitas,neutral
"creamy appetizers--taramasalata, eggplant saladi, ndi greek yogurt (ndi cuccumber, dill, ndi adyo) kukoma kwambiri pamene pa pitas ofunda, koma utumiki ndi pang'onopang'ono ndi zakumwa ndi zoopsa.",eggplant saladi,positive
"chifukwa othandizira amafunikira kusintha kwakukulu kwa attitue, koma vinyo ndi wamkulu ndipo antchito amadziwa.",othandizira,negative
"the odyera nthawi zonse kuyang'ana okwiya ndipo ngakhale kunyalanyaza awo mkulu-tipping regulars, koma ambiance ndi wokongola ndi malo ndi zosangalatsa.",kuyang'ana,negative
"kangapo ndi kupirira ndi makhalidwe oipa a ogwira ntchito, podziwa kuti ntchito yawo si yophweka, koma mazira benedict ndi okoma, utumiki ndi wabwino kwambiri ndipo chakudya ndi chikondi.",podziwa,negative
"potsirizira pake, ndinadwala utumiki woipa, obnoxious smirks, ndi snotty kumbuyo kulankhula, koma chakudya ndi chabwino.",utumiki,negative
"ndi chakudya chachikhalidwe, chosavuta cha ku italy, koma nsomba ndi pafupifupi, mtengo suli woyenera ndipo othandizira ndi oipa.",chakudya,positive
"ndi chakudya chabwino chabe, palibe china ndipo ndizo zonse zomwe tikufuna, koma mpando wopindika ndi wosasangalatsa.",chakudya,positive
"mndandanda wa vinyo ndi waukulu, wokwera mtengo bwino ndipo umaphimba madera ambiri, koma fennel flavored italian soseji ndi yolemera, chakudya ndi chokwera mtengo ndipo chakudya chili pansi pa avareji.",mndandanda wa vinyo,positive
"mndandanda wa vinyo ndi waukulu, wokwera mtengo bwino ndipo umaphatikizapo madera ambiri, koma chakudya chili pansi pa avareji, bilu ndi yaikulu ndipo othandizira ndi oipa.",mtengo,positive
"chakudya chabwino vinyo wabwino kuti ndi izo, koma yobereka ndi tcheru, chakudya chiri pansi pa avareji ndi wolandira ndi wamwano.",vinyo,positive
"chakudya chabwino vinyo wabwino kuti ndi izo, koma mwini ndi zabodza, kukoma ndi yochepa ndi utumiki ndi pang'onopang'ono.",chakudya,positive
"ndimakonda kuphweka ndi ulemu womwe unaperekedwa ku chakudya, komanso ogwira ntchito anali aubwenzi komanso odziwa, koma kukoma ndi koipa kwambiri, nyimbo ndi zolemera kwambiri ndipo nyama ya lobster yokumba ndi yokumba.",koipa,positive
"ndimakonda kuphweka ndi ulemu umene unaperekedwa kwa chakudya, komanso ndodo anali wochezeka ndi knowledgable, koma utumiki kwambiri pang'onopang'ono.",chakudya,positive
"chakudyacho chinali mediocre ndipo utumiki unali pang'onopang'ono kwambiri, koma lasagna ndi yabwino kwambiri ndipo magawo ndi ochepa.",chakudya,neutral
"chakudya chinali mediocre ndi utumiki anali kwambiri pang'onopang'ono, koma mlengalenga ndi achigololo, mfumu nkhanu saladi ndi chilakolako zipatso vinaigrette ndi kulenga ndi chakudya ndi pamwamba-notch.",utumiki,negative
"zinatenga pafupifupi maola a 2 1/2 kuti atumikire maphunziro athu a 2, koma french fries ndi yaikulu, burgers ndi yaikulu ndipo saladi ndi yabwino.",maphunziro,neutral
"zinatenga pafupifupi maola a 2 1/2 kuti atumikire maphunziro athu a 2, koma hamburger ndi yokoma.",atumikire,negative
"tinalamula galasi la vinyo ndipo tinamaliza kudya ndi kulipira vinyo asanabwere, koma nsomba ya tuna ndi yabwino ndipo woperekera chakudya ndi waubwenzi.",galasi la vinyo,neutral
"mpando wopindika umene ndinakhalamo unali wosasangalatsa, koma desserts ndi yaulere.",mpando,negative
"woperekera chakudya wathu anali waubwenzi ndipo ndizomvetsa chisoni kuti analibe ndodo yothandizira kuti agwire nawo ntchito, koma chakudya chophika chimadabwa, chakudya ndi chapamwamba kwambiri ndipo mbale zimayesedwa-ndi-zoona.",ndodo,negative
"woperekera wathu anali waubwenzi ndipo ndizomvetsa chisoni kuti analibe ndodo yothandizira kuti agwire nawo ntchito, koma woyang'anira ndi wamwano, matebulo ali pafupi mosasangalatsa ndipo filet wamng'ono si wabwino kwambiri.",woperekera,positive
"ndinapita ku mlungu wa odyera ndipo ndinalamula kuchoka pa menyu ya prix fixe, koma utumiki ndi wabwino.",menyu,neutral
"ogwira ntchito yodikirira anali atcheru kwambiri ndi aulemu, koma utumiki umachedwa.",ogwira,positive
"ngolo ya tchizi ya chipwitikizi yosankhidwa mwaluso yophatikizidwa ndi doko labwino imapereka mapeto angwiro a iberia, koma kukoma ndi koipa kwambiri ndipo keke si yoyenera kuima kunja.",chipwitikizi,positive
"the mwaluso osankhidwa chipwitikizi tchizi ngolo awiri ndi doko khalidwe amapereka wangwiro iberia mapeto, koma vinyo mndandanda ndi zokhumudwitsa ndi fennel flavored italy soseji ndi wolemera.",doko,positive
"ngakhale kuti inali yaikulu komanso phokoso pang'ono, zakumwazo zinali zosangalatsa, ndipo chakudyacho chinali chabwino kwambiri, koma chipinda ndi chosavuta.",zakumwa,positive
"ngakhale kuti inali yaikulu komanso phokoso pang'ono, zakumwazo zinali zosangalatsa, ndipo chakudyacho chinali chabwino kwambiri, koma fennel flavored italian soseji ndi yolemera.",chakudya,positive
"mitengo si yoopsa, koma matebulo ali pafupi mosasangalatsa ndipo antchito ndi aubwenzi.",mitengo,positive
"utumiki anali kwambiri, ndipo ali lonse kwambiri masiku akubadwa, koma fennel flavored italy soseji ndi wolemera.",utumiki,positive
"nthawi zina ine ndapita ndi chikondi tsiku kumwamba, mukhoza kuyenda mu kupeza khola ndi mazenera, kuchitiridwa ngati vip mu malo osati odzaza, ndi chakudya chachikulu ndi utumiki, koma mtengo ndi mkulu.",utumiki,positive
"nthawi zina ine ndapita ndi chikondi tsiku kumwamba, mukhoza kuyenda mu kupeza khola ndi mazenera, kuchitiridwa ngati vip mu malo osati yodzaza, ndi chakudya chachikulu ndi utumiki, koma wolandira ndi wamwano.",chakudya,positive
"nthawi zina ine ndapita ndi chikondi tsiku kumwamba, mukhoza kuyenda mu kupeza khola ndi mazenera, kuchitiridwa ngati vip mu malo osati yodzaza, ndi chakudya chachikulu ndi utumiki, koma repast ndi zosangalatsa.","kumwamba,",neutral
"nthawi zina ine ndapita ndi chikondi tsiku kumwamba, mukhoza kuyenda mu kupeza khola ndi mazenera, kuchitiridwa ngati vip mu malo osati odzaza, ndi chakudya chachikulu ndi utumiki, koma keke si ofunika kuima kunja.",malo,positive
"veggies atsopano, mitundu yonse ya kufalikira pakati kum'mawa, tchizi ndi falafel, msuzi, nsomba, mpunga, mizu masamba, mpunga medley, ena sipinachi chinthu, nkhosa kebabs, tchizi baclava ... kwambiri fooood, ndipo zonse zokoma, koma chakudya chamadzulo ndi mphamvu.",tchizi,positive
"veggies atsopano, mitundu yonse ya kufalikira pakati kum'mawa, tchizi ndi falafel, msuzi, nsomba, mpunga, mizu masamba, mpunga medley, ena sipinachi chinthu, nkhosa kebabs, tchizi baclava ... kwambiri fooood, ndipo zonse zokoma, koma makasitomala ndi mokweza pakamwa, anthu ndi oipa kwambiri ndi chakudya sanali ophika mwatsopano.",nsomba,positive
"veggies atsopano, mitundu yonse ya kufalikira pakati kum'mawa, tchizi ndi falafel, msuzi, nsomba, mpunga, mizu masamba, mpunga medley, ena sipinachi chinthu, nkhosa kebabs, tchizi baclava ... kwambiri fooood, ndipo zonse zokoma, koma pansi chickpea msuzi ndi woonda.",fooood,positive
"veggies atsopano, mitundu yonse ya kufalikira pakati kum'mawa, tchizi ndi falafel, msuzi, nsomba, mpunga, mizu masamba, mpunga medley, ena sipinachi chinthu, nkhosa kebabs, tchizi baclava ... kwambiri fooood, ndipo zonse zokoma, koma wobiriwira chills si edible.",mizu masamba,positive
"veggies atsopano, mitundu yonse ya kufalikira pakati kum'mawa, tchizi ndi falafel, msuzi, nsomba, mpunga, mizu masamba, mpunga medley, ena sipinachi chinthu, nkhosa kebabs, tchizi baclava ... kwambiri fooood, ndipo zonse zokoma, koma hostess ndi wamwano, wolandira ndi wamwano ndi kudikira ndodo ndi osaganizira.",veggies atsopano,positive
"veggies atsopano, mitundu yonse ya kufalikira pakati kum'mawa, tchizi ndi falafel, msuzi, nsomba, mpunga, mizu masamba, mpunga medley, ena sipinachi chinthu, nkhosa kebabs, tchizi baclava ... kwambiri fooood, ndipo zonse zokoma, koma kasamalidwe ndi zochepa kuposa accommodating, utumiki ndi zoipa ndi fennel flavored italy soseji ndi wolemera.",mpunga medley,positive
"veggies atsopano, mitundu yonse ya kufalikira pakati kum'mawa, tchizi ndi falafel, msuzi, nsomba, mpunga, mizu masamba, mpunga medley, ena sipinachi chinthu, nkhosa kebabs, tchizi baclava ... kwambiri fooood, ndipo zonse zokoma, koma utumiki ndi zoopsa.",sipinachi chinthu,positive
"veggies atsopano, mitundu yonse ya kufalikira pakati kum'mawa, tchizi ndi falafel, msuzi, nsomba, mpunga, mizu masamba, mpunga medley, ena sipinachi chinthu, nkhosa kebabs, tchizi baclava ... kwambiri fooood, ndipo zonse zokoma, koma hostess ndi wamwano.",falafel,positive
"veggies atsopano, mitundu yonse ya kufalikira pakati kum'mawa, tchizi ndi falafel, msuzi, nsomba, mpunga, mizu masamba, mpunga medley, ena sipinachi chinthu, nkhosa kebabs, tchizi baclava ... kwambiri fooood, ndipo zonse zokoma, koma utumiki ndi pang'onopang'ono, utumiki ndi wamwano ndi chakudya sanali ophika mwatsopano.",kufalikira,positive
"veggies atsopano, mitundu yonse ya kufalikira pakati kum'mawa, tchizi ndi falafel, msuzi, nsomba, mpunga, mizu masamba, mpunga medley, ena sipinachi chinthu, nkhosa kebabs, tchizi baclava ... kwambiri fooood, ndipo zonse zokoma, koma menyu ndi yaing'ono ndi disco pop duo ndi zoopsa.",nkhosa kebabs,positive
"veggies atsopano, mitundu yonse ya kufalikira pakati kum'mawa, tchizi ndi falafel, msuzi, nsomba, mpunga, mizu masamba, mpunga medley, ena sipinachi chinthu, nkhosa kebabs, tchizi baclava ... kwambiri fooood, ndipo zonse zokoma, koma kudikira ndodo ndi osaganizira.",msuzi,positive
"veggies atsopano, mitundu yonse ya kufalikira pakati kum'mawa, tchizi ndi falafel, msuzi, nsomba, mpunga, mizu masamba, mpunga medley, ena sipinachi chinthu, nkhosa kebabs, tchizi baclava ... kwambiri fooood, ndipo zonse zokoma, koma bwana ndi wamwano.",tchizi baclava,positive
"veggies atsopano, mitundu yonse ya kufalikira pakati kum'mawa, tchizi ndi falafel, msuzi, nsomba, mpunga, mizu masamba, mpunga medley, ena sipinachi chinthu, nkhosa kebabs, tchizi baclava ... kwambiri fooood, ndipo zonse zokoma, koma fortune makeke ndi kudandaula ndi kudikira ndodo ndi osaganizira.",mpunga,positive
"utumiki wapang'onopang'ono, koma pamene mukuzungulira ndi magulu a 10 kapena 20, omwe amawona kwenikweni koma chakudya ndi chotsika mtengo.",utumiki,negative
"utumiki woipitsitsa woipitsitsa womwe ndakumana nawo ndipo chakudyacho chinali pansi pa avareji (pamene iwo kwenikweni anapatsa anthu chakudya chomwe adalamula), koma kukulunga ndi kokoma, wakuda wokazinga codfish ndi wabwino kwambiri ndipo chakudya chamadzulo ndi chabwino.",utumiki,negative
"utumiki woipitsitsa woipitsitsa womwe ndakumana nawo ndipo chakudyacho chinali pansi pa avareji (pamene iwo kwenikweni anapatsa anthu chakudya chomwe adalamula), koma mlengalenga ndi wozizira.",chakudya,neutral
"utumiki woipitsitsa woipitsitsa womwe ndakumana nawo ndipo chakudyacho chinali pansi pa avareji (pamene iwo kwenikweni anapatsa anthu chakudya chomwe adalamula), koma nsomba zam'nyanja ndi zazikulu, toppings ndi zatsopano ndipo kukoma kumadzaza.",chakudya,negative
"kuyembekezera maola atatu kwa entrees wathu sanali chithandizo; ngakhale dessert inali yaulere, anthu anali oipa kwambiri ndipo filet yaing'ono sinali yabwino kwambiri.",entrees,neutral
"kuyembekezera maola atatu musanayambe kupeza entrees wathu anali kuchitira komanso, koma kudya zinachitikira ndi wokongola ndi pasta wapadera ndi zodabwitsa.",kuchitira,negative
chakudyacho chimakhala ndi chabwino komanso chabwino koma momwe chinapezera dzina best diner ku manhattan ndizoposa ine; bill ndi yaikulu.,chakudya,positive
