zu,aspect,polarities
"amamenyu abonisa ukukhethwa kwesizini, njenge-sweet corn-foe gras brulee, kodwa intengo inhle futhi ama-waiters amabi.",corn-foe,neutral
"amamenyu abonisa ukukhethwa kwesizini, njenge-sweet corn-foe gras brulee, kodwa i-ambiance ithandana, ukudla akuyona eshibhile futhi ukunambitheka kufushane.",amamenyu,neutral
"i-service iphelele kakhulu akukho lutho olubi kule restaurant yase-italy / french, kodwa amanani aphezulu kakhulu futhi izidlo zakusihlwa zingamandla.",service,positive
"i-foe gras yayimnandi futhi i-luscious, kodwa ama-bartenders abuhlungu.",foe gras,positive
"i-duck confitte yami ye-gf yayiqinile kakhulu futhi, nakuba i inesisekelo esincane sokubhekisela; isipiliyoni yokudlela kubi kakhulu futhi ukudla fancy.",duck confitte,positive
"abasebenzi ukulinda friendly kakhulu, uma yakho hhayi rude noma picky....... isidlo sethu eleon ngempelasonto edlule sasikhulu -, kodwa isobho le-chickpea emhlabathini lincane.",abasebenzi,positive
"abasebenzi ukulinda friendly kakhulu, uma yakho hhayi rude noma picky....... ukudla kwethu eleon ngempelasonto edlule kwakukhulu -, kodwa inkonzo imbi, inkonzo ibuhlungu futhi inkonzo ihamba kancane.",ukudla,positive
"ngincoma noma yiziphi izitsha zabo ze-salmon, kodwa ukulethwa kuqaphile, amatafula asondele ngokungakhululekile futhi amanani aphezulu.","ze-salmon,",positive
ukudla okukhulu kodwa inkonzo yayisabekayo; ngizama izinkwa ezenziwe ekhaya.,inkonzo,negative
ukudla okukhulu kodwa inkonzo yayisabekayo; isihlalo ukusonga ungakhululekile futhi sauce akuyona flavorful kakhulu.,ukudla,positive
"i-waitress ezimbili zazibukeka sengathi bezilokhu ziphuza ama-lemons, kodwa ibha imnandi futhi isimo sengqondo sihle.",i-waitress,negative
"le nsizakalo yayihamba kancane ngokwesabekayo (indawo yayigcwele isigamu kuphela) futhi ukumamatheka bekuyoba mnandi, kodwa ukudla kuhle, i-martinis i-exotic futhi i-sushi intsha.",isigamu,negative
"ngezikhathi eziphezulu, indawo yokudlela igcwele ngokweqile futhi amatafula asondele ngokungakhululekile, kodwa umkhathi wokudlela umnandi.",amatafula,negative
"uma ulapha njengokudla kwangaphambi kombukiso, hop in a cab futhi uthathe imizuzu eyengeziwe ye-10 ukuya endaweni ephezulu yedolobha. into enhle kuphela lapha yi-sang gosh.",kwangaphambi,neutral
"kuyinto nje yonke... ukudla, umkhathi... i-hostess enomusa futhi enomusa we-incrediby, kodwa inkonzo yebha ihamba kancane futhi umculo unzima kakhulu.",umkhathi,positive
"kuyinto nje yonke... ukudla, umkhathi... i-hostess enomusa ngokumangalisayo futhi enomusa, kodwa amanani aphezulu, ama-waiters amabi futhi ukunambitheka kufushane.",hostess,positive
"kuyinto nje yonke... ukudla, umkhathi... i-hostess enomusa futhi enomusa we-incrediby, kodwa i-bartender inolaka futhi inkonzo impofu.",ukudla,positive
"i-ambiance yayilungile, izwakala kancane kodwa isemnandi futhi ithandana; inhlanzi isilinganiso futhi iziphuzo zibuhlungu kakhulu.",ambiance,positive
"kodwa-ke, ngokuba ngama-foodies, saphoxeka ngokuphelele ngokudla, kodwa i-waitstaff inkulu futhi ngizama i-peanut butter sorbet.","ngokudla,",negative
"ngincoma i-codfish emnyama eyosiwe, kwakuyisidlo esihle kakhulu kusihlwa, kodwa umphathi ungulaka futhi ukudla kungaphansi kwesilinganiso.",i-codfish emnyama eyosiwe,positive
"ngincoma i-codfish emnyama eyosiwe, kwakuyisidlo esihle kakhulu kusihlwa, kodwa usayizi umatasa futhi abaphathi bathukuthele.",isidlo,positive
"i kwadingeka okumnandi shrimp creole, kodwa sushi mkhulu, filet minor akuyona enhle kakhulu futhi host kuyinto rude.",shrimp creole,positive
"isidlo sakusihlwa senkukhu sasihle ngempela, kodwa isidlo sibiza kakhulu.",isidlo,positive
"kodwa ukudla kwakumnandi; ukunambitheka kufushane, amanani aphezulu futhi isipiliyoni sokudlela sibuhlungu.",ukudla,positive
"isikhala sendabuko ngokuzizwa, kodwa ngizama idada, amanani anengqondo futhi i-tuna inhle.",isikhala,neutral
"izitsha zokudala ezifana nesaladi le-king crab nge-passion fruit vinaigrette ne-fettuccine ngokudla kwasolwandle okuqoshiwe ku-rosemary-orange sauce yizinto ezingalindelekile kwimenyu ye-bistro ebikezelayo ngenye indlela, kodwa i-rabbit stew inhle, iwayini lihle futhi i-hostess inolaka.",imenyu ye-bistro,neutral
"izitsha zokudala ezifana nesaladi le-king crab nge-passion fruit vinaigrette ne-fettuccine ngokudla kwasolwandle okuqoshiwe ku-rosemary-orange sauce yizinto ezingalindelekile kwimenyu ye-bistro ebikezelayo ngenye indlela, kodwa inkonzo imbi, isidlo sasemini singamandla futhi umphathi uyi-rudeness.",vinaigrette,positive
"izitsha zokudala ezifana nesaladi le-king crab nge-passion fruit vinaigrette ne-fettuccine ngokudla kwasolwandle okuqoshiwe ku-rosemary-orange sauce yizinto ezingalindelekile kwimenyu ye-bistro ebikezelayo ngenye indlela, kodwa umphathi unolaka, abasebenzi babi futhi abantu bokuthengisa abanolaka.",izitsha,positive
"izitsha zokudala ezifana nesaladi le-king crab nge-passion fruit vinaigrette ne-fettuccine ngokudla kwasolwandle okuqoshiwe ku-rosemary-orange sauce yizinto ezingalindelekile kwimenyu ye-bistro ebikezelayo ngenye indlela, kodwa umnikazi uyinkohliso.",ku-rosemary-orange,positive
"ama-dessert asemontparnasse-ikakhulukazi i-silken crème brulee kanye ne-paper-thin apple tart-zinhle ngokwanele ngokwazo ukwenza indawo yokudlela efanele uhambo, kodwa ama-waiters amabi futhi i-casserole ye-curried ilukhuni.",ama-dessert,positive
"ama-dessert asemontparnasse-ikakhulukazi i-silken crème brulee kanye ne-paper-thin apple tart-zinhle ngokwanele ngokwazo ukwenza indawo yokudlela ifanele uhambo, kodwa i-ac ukuntuleka.",tart-zinhle,positive
"ama-dessert asemontparnasse-ikakhulukazi i-silken crème brulee kanye ne-paper-thin apple tart-zinhle ngokwanele ngokwazo ukwenza indawo yokudlela ifanele uhambo, kodwa insizakalo ayilungile, futhi amakhukhi wengcebo isikhalazo.",crème brulee,positive
"ube nokudla okukhulu khona kule mpelasonto ngaphambi kokuya kumabhayisikobho, kodwa umphathi ungumuntu ongenamusa futhi abantu babi kakhulu.",nokudla,positive
"kwase kuyisikhathi futhi ngakhohlwa nje ukuthi ama-crepes amnandi angaba kanjani, kodwa inhlanzi isilinganiso, inkonzo imbi kakhulu futhi abasebenzi babi.",crepes,positive
"ukudla-nakuba ikakhulukazi okujulile-okuthosiwe-kulula futhi kuyanelisa, kodwa ibhilidi likhulu.",ukudla,positive
"ama-dieters anamathela kumasaladi noma azitika ngezitsha zemifino, kodwa izingcezu ziyabiza futhi ama-bartenders abuhlungu.",kumasaladi,positive
"ama-dieters anamathela kumasaladi noma azitika ngoqwembe lemifino, kodwa ukudlela kubi kakhulu futhi inkonzo imbi kakhulu.",ama-dieters,positive
"ama-appetizers akhilimu--i-taramasalata, isaladi le-eggplant, ne-yogurt yamagreki (ene-cuccumber, i-dill, ne-garlic) inambitheka kahle kakhulu lapho ku-pitas efudumele, kodwa abasebenzi banobungane.",taramasalata,positive
"ama-appetizers akhilimu--i-taramasalata, isaladi le-eggplant, ne-yogurt yamagreki (ene-cuccumber, i-dill, ne-garlic) inambitheka kahle kakhulu lapho ku-pitas efudumele, kodwa i-host inolaka, abasebenzi bayazikhukhumeza futhi abantu babi kakhulu.",ama-appetizers akhilimu,positive
"ama-appetizers akhilimu--i-taramasalata, isaladi lesitshalo seqanda, ne-yogurt yesigreki (ene-cuccumber, i-dill, ne-garlic) inambitheka kahle kakhulu lapho ku-pitas efudumele, kodwa inkonzo imbi futhi umculo unzima kakhulu.","(ene-cuccumber,",positive
"ama-appetizers akhilimu--i-taramasalata, isaladi le-eggplant, ne-yogurt yesigreki (ene-cuccumber, i-dill, ne-garlic) inambitheka kahle kakhulu lapho ku-pitas efudumele, kodwa indawo imnandi, i-villa inhle futhi izikhathi zokulethwa zishesha kakhulu.",pitas efudumele,neutral
"ama-appetizers akhilimu--i-taramasalata, isaladi le-eggplant, ne-yogurt yesigreki (ene-cuccumber, i-dill, ne-garlic) inambitheka kahle kakhulu lapho ku-pitas efudumele, kodwa insizakalo ihamba kancane futhi iziphuzo zibuhlungu kakhulu.",yesigreki,positive
"ngoba abaphathi badinga i-severe attitue adjustments, kodwa iwayini likhulu futhi abasebenzi banolwazi.",abaphathi,negative
"ama-waiters njalo abukeka ethukuthele futhi ngisho nokunganaki abavamile babo abaphezulu, kodwa i-ambiance inhle futhi indawo imnandi.",waiters,negative
"izikhathi eziningana futhi ubekezelele isimilo esibi se-waiters, ukwazi ukuthi umsebenzi wabo awulula, kodwa amaqanda ubenedict anambitheka, inkonzo inhle kakhulu futhi ukudla kuwuthando.",waiters,negative
"ekugcineni, ngagula ngenkonzo embi, ama-smirks acasulayo, kanye nenkulumo yangemuva ye-snotty, kodwa ukudla kuhle.",ngenkonzo,negative
"kuyinto yendabuko, ukudla okulula kwe-italy, kodwa inhlanzi isilinganiso, intengo ayifanele futhi ama-waiters amabi.",ukudla,positive
"ukudla okuhle nje, akukho okunye futhi yilokho kuphela esikufunayo, kodwa isihlalo sokugoqa asikhululekile.",ukudla,positive
"uhlu lwewayini lukhulu, lunentengo enhle futhi luhlanganisa izifunda eziningi, kodwa i-fennel enongiwe isoseji yase-italy inzima, isidlo sibiza kakhulu futhi ukudla kungaphansi kwesilinganiso.",uhlu lwewayini,positive
"uhlu lwewayini lukhulu, lunentengo enhle futhi luhlanganisa izifunda eziningi, kodwa ukudla kungaphansi kwesilinganiso, ibhili inkulu futhi ama-waiters amabi.",kungaphansi,positive
"ukudla okuhle iwayini elihle yilokho, kodwa ukulethwa kuqaphile, ukudla kungaphansi kwesilinganiso futhi i-host inolaka.",iwayini,positive
"ukudla okuhle iwayini elihle yilokho, kodwa umnikazi uyinkohliso, ukunambitheka kufushane futhi insizakalo ihamba kancane.",ukudla,positive
"ngiyakuthanda ukulula nokuhlonipha okwanikezwa ukudla, kanye nabasebenzi babenobungane futhi bazi, kodwa ukunambitheka kubi kakhulu, umculo unzima kakhulu futhi inyama ye-lobster yokufakelwa iyinto yokufakelwa.",abasebenzi,positive
"ngiyakuthanda ukulula nenhlonipho eyanikezwa ukudla, kanye nabasebenzi babenobungane futhi bazi, kodwa inkonzo ihamba kancane kakhulu.",ukudla,positive
"ukudla kwakuphakathi futhi insizakalo yayihamba kancane kakhulu, kodwa i-lasagna ingcono kakhulu futhi izingxenye zincane.",ukudla,neutral
"ukudla kwakuphakathi futhi insizakalo yayihamba kancane kakhulu, kodwa umkhathi u-sexy, isaladi le-king crab nge-passion fruit vinaigrette idala futhi ukudla kuphezulu-notch.",insizakalo,negative
"kwathatha cishe amahora angu-2 1/2 ukukhonzwa izifundo zethu ze-2, kodwa ama-fries asefrance amakhulu, ama-burger amakhulu futhi amasaladi amahle.",izifundo,neutral
"kwathatha cishe amahora we-2 1/2 ukukhonzwa inkambo yethu ye-2, kodwa i-hamburger inambitheka.",kwathatha,negative
"sa-oda ingilazi yewayini futhi saqeda ukudla nokukhokha ngaphambi kokufika kwewayini, kodwa i-tuna inhle futhi i-waiter inobungane.",ingilazi yewayini,neutral
"isihlalo sokugoqa engangihlezi kuso sasingakhululekile, kodwa ama-dessert akhululekile.",isihlalo,negative
"i-waiter yethu yayinobungane futhi kuyihlazo ukuthi wayengenayo abasebenzi abasekelayo ukusebenza nabo, kodwa ukudla okuphekiwe kuyamangala, ukudla kuphezulu-notch futhi izitsha zizame-futhi-kuyiqiniso.",abasebenzi,negative
"i-waiter yethu yayinobungane futhi kuyihlazo ukuthi wayengenayo abasebenzi abasekelayo ukusebenza nabo, kodwa umphathi unolaka, amatafula asondele ngokungakhululekile futhi i-filet minor ayilungile kakhulu.",waiter,positive
"ngaya ngesonto lokudlela futhi nga-oda imenyu ye-prix fixe, kodwa insizakalo inhle.",imenyu ye-prix fixe,neutral
"abasebenzi bokulinda balalela kakhulu futhi banenhlonipho, kodwa inkonzo ihamba kancane.",abasebenzi,positive
"inqola yoshizi yaseputukezi ekhethwe ngekhono ehlangene ne-port yekhwalithi inikeza ukuphela okuphelele kwe-iberia, kodwa ukunambitheka kubi kakhulu futhi ikhekhe alifanelekile ukuma ngaphandle.",inqola,positive
"inqola yoshizi waseputukezi ekhethwe ngekhono ehlangene ne-port yekhwalithi inikeza ukuphela okuphelele kwe-iberia, kodwa uhlu lwewayini luyaphoxa futhi i-fennel enongiwe isoseji yase-italy inzima.",port,positive
"ngenkathi inkulu futhi ithukuthele kancane, iziphuzo zazimnandi, futhi ukudla kwakuhle kakhulu, kodwa igumbi licacile.",iziphuzo,positive
"ngenkathi inkulu futhi inobusindo kancane, iziphuzo zazimnandi, futhi ukudla kwakuhle kakhulu, kodwa i-fennel enongiwe isoseji yase-italy inzima.",ukudla,positive
"amanani awabi kakhulu, kodwa amatafula asondele ngokungakhululekile futhi abasebenzi banobungane.",amanani,positive
"le nsizakalo yayinkulu, futhi banayo yonke into enkulu yezinsuku zokuzalwa, kodwa i-fennel enongiwe isoseji yase-italy inzima.",yonke,positive
"ngezinye izikhathi ngihambile kungcono romantic usuku izulu, ungakwazi ukuhamba e uthole idokodo ngamafasitela, aphathwe njenge-vip endaweni hhayi-aminyene, nge ukudla okukhulu kanye service, kodwa intengo okusezingeni eliphezulu.",service,positive
"ngezinye izikhathi ngiye kungcono romantic usuku izulu, ungakwazi ukuhamba e uthole idokodo ngamafasitela, aphathwe njenge-vip endaweni hhayi-aminyene, nge ukudla okukhulu futhi inkonzo, kodwa host kuyinto rude.",ukudla,positive
"ngezinye izikhathi ngihambile kungcono romantic usuku izulu, ungakwazi ukuhamba e uthole idokodo ngamafasitela, aphathwe njenge-vip endaweni hhayi-aminyene, nge ukudla okukhulu kanye service, kodwa repast kuyajabulisa.",idokodo ngamafasitela,neutral
"ngezinye izikhathi ngihambile kungcono romantic usuku izulu, ungakwazi ukuhamba e uthole idokodo ngamafasitela, aphathwe njenge-vip endaweni hhayi-ephithizelayo, ngokudla okukhulu futhi inkonzo, kodwa ikhekhe akufanelekile ukuma ngaphandle.",endaweni,positive
"imifino emisha, zonke izinhlobo zokusabalala kwempumalanga ephakathi, ushizi kanye ne-falafel, isobho, inhlanzi, irayisi, imifino yezimpande, i-medley yelayisi, into ethile yesipinashi, ama-kebabs wewundlu, ushizi we-baclava ... i-fooood eningi kakhulu, futhi konke kumnandi, kodwa izidlo zakusihlwa zingamandla.",ushizi,positive
"imifino emisha, zonke izinhlobo zokusabalala kwempumalanga ephakathi, ushizi kanye ne-falafel, isobho, inhlanzi, irayisi, imifino yezimpande, i-medley yelayisi, into ethile yesipinashi, ama-kebabs wewundlu, ushizi we-baclava ... i-fooood eningi kakhulu, futhi konke kumnandi, kodwa amaklayenti onomlomo omkhulu, abantu babi kakhulu futhi ukudla akuzange kuphekwe okusha.",inhlanzi,positive
"imifino emisha, zonke izinhlobo zokusabalala kwempumalanga ephakathi, ushizi kanye ne-falafel, isobho, inhlanzi, irayisi, imifino yezimpande, i-medley yelayisi, into ethile yesipinashi, ama-kebabs wewundlu, ushizi we-baclava ... i-fooood eningi kakhulu, futhi konke kumnandi, kodwa isobho le-chickpea emhlabathini lincane.",fooood,positive
"imifino emisha, zonke izinhlobo zokusabalala kwempumalanga ephakathi, ushizi kanye ne-falafel, isobho, inhlanzi, irayisi, imifino yezimpande, i-medley yelayisi, into ethile yesipinashi, ama-kebabs wewundlu, ushizi we-baclava ... i-fooood eningi kakhulu, futhi konke kumnandi, kodwa ukuqhaqhazela okuluhlaza akudliwa.",imifino yezimpande,positive
"imifino emisha, zonke izinhlobo zokusabalala kwempumalanga ephakathi, ushizi kanye ne-falafel, isobho, inhlanzi, irayisi, imifino yezimpande, i-medley yelayisi, into ethile yesipinashi, ama-kebabs wewundlu, ushizi we-baclava ... i-fooood eningi kakhulu, futhi konke kumnandi, kodwa i-hostess inolaka, i-host inolaka futhi abasebenzi bokulinda abacabangeli.","inhlanzi,",positive
"imifino emisha, zonke izinhlobo zokusabalala kwempumalanga ephakathi, ushizi kanye ne-falafel, isobho, inhlanzi, irayisi, imifino yezimpande, i-medley yelayisi, into ethile yesipinashi, ama-kebabs wewundlu, ushizi we-baclava ... i-fooood eningi kakhulu, futhi konke kumnandi, kodwa ukuphathwa kungaphansi kokuhlalisa, insizakalo imbi futhi i-fennel enongiwe isoseji yase-italy inzima.",i-medley,positive
"imifino emisha, zonke izinhlobo zokusabalala kwempumalanga ephakathi, ushizi kanye ne-falafel, isobho, inhlanzi, irayisi, imifino yezimpande, i-medley yelayisi, into ethile yesipinashi, ama-kebabs wewundlu, ushizi we-baclava ... i-fooood eningi kakhulu, futhi konke kumnandi, kodwa inkonzo iyisihluku.","yesipinashi,",positive
"imifino emisha, zonke izinhlobo zokusabalala kwempumalanga ephakathi, ushizi kanye ne-falafel, isobho, inhlanzi, irayisi, imifino yezimpande, i-medley yelayisi, into ethile yesipinashi, ama-kebabs wewundlu, ushizi we-baclava ... i-fooood eningi kakhulu, futhi konke kumnandi, kodwa i-hostess inolaka.",falafel,positive
"imifino emisha, zonke izinhlobo zokusabalala kwempumalanga ephakathi, ushizi kanye ne-falafel, isobho, inhlanzi, irayisi, imifino yezimpande, i-medley yelayisi, into ethile yesipinashi, ama-kebabs wewundlu, ushizi we-baclava ... i-fooood eningi kakhulu, futhi konke kumnandi, kodwa inkonzo ihamba kancane, inkonzo inolaka futhi ukudla akuzange kuphekwe okusha.","ephakathi,",positive
"imifino emisha, zonke izinhlobo zokusabalala kwempumalanga ephakathi, ushizi kanye ne-falafel, isobho, inhlanzi, irayisi, imifino yezimpande, i-medley yelayisi, into ethile yesipinashi, ama-kebabs wewundlu, ushizi we-baclava ... i-fooood eningi kakhulu, futhi konke kumnandi, kodwa imenyu incane futhi i-disco pop duo ibuhlungu kakhulu.",ama-kebabs,positive
"imifino emisha, zonke izinhlobo zokusabalala kwempumalanga ephakathi, ushizi kanye ne-falafel, isobho, inhlanzi, irayisi, imifino yezimpande, i-medley yelayisi, into ethile yesipinashi, ama-kebabs wewundlu, ushizi we-baclava ... i-fooood eningi kakhulu, futhi konke kumnandi, kodwa abasebenzi bokulinda abacabangeli.",isobho,positive
"imifino emisha, zonke izinhlobo zokusabalala kwempumalanga ephakathi, ushizi kanye ne-falafel, isobho, inhlanzi, irayisi, imifino yezimpande, i-medley yelayisi, into ethile yesipinashi, ama-kebabs wewundlu, ushizi we-baclava ... i-fooood eningi kakhulu, futhi konke kumnandi, kodwa umphathi unolaka.",ushizi,positive
"imifino emisha, zonke izinhlobo zokusabalala kwempumalanga ephakathi, ushizi kanye ne-falafel, isobho, inhlanzi, irayisi, imifino yezimpande, i-medley yelayisi, into ethile yesipinashi, ama-kebabs wewundlu, ushizi we-baclava ... i-fooood eningi kakhulu, futhi konke okumnandi, kodwa amakhukhi engcebo isikhalazo futhi abasebenzi bokulinda abacabangeli.",irayisi,positive
"isevisi kancane, kodwa lapho ulenga ngamaqembu angu-10 noma angu-20, oqaphela ngempela kodwa ukudla kushibhile.",isevisi,negative
"insizakalo embi kakhulu ngokuphelele engake ngabhekana nayo futhi ukudla kwakungaphansi kwesilinganiso (lapho empeleni banikeza abantu ukudla abaku-oda), kodwa ukugoqa kunambitheka, i-codfish emnyama eyosiwe ingcono kakhulu futhi isidlo sakusihlwa simnandi.",insizakalo,negative
"insizakalo embi kakhulu ngokuphelele engake ngabhekana nayo futhi ukudla kwakungaphansi kwesilinganiso (lapho empeleni benika abantu ukudla abaku-oda), kodwa umkhathi upholile.",ukudla,neutral
"insizakalo embi kakhulu ngokuphelele engake ngabhekana nayo futhi ukudla kwakungaphansi kwesilinganiso (lapho empeleni benika abantu ukudla abaku-oda), kodwa ukudla kwasolwandle kukhulu, ama-toppings amasha futhi ukunambitheka kugcwele.",ukudla,negative
"ukulinda amahora amathathu ama-entrees ethu kwakungeyona into yokudla; yize i-dessert yayikhululekile, abantu babebi kakhulu futhi i-filet minor yayingalungile kakhulu.",entrees,neutral
"ukulinda amahora amathathu ngaphambi kokuthola ama-entrees ethu kwakuwukudla kanye, kodwa isipiliyoni sokudlela siyathandeka futhi izipesheli ze-pasta iyamangalisa.",kokuthola,negative
ukudla kuqukethe futhi kuhle kodwa ukuthi kwathola kanjani igama elithi best diner emanhattan kungaphezu kwami; bill mkhulu.,ukudla,positive
