lug,aspect,polarities
"creative dishes like king crab salad with passion fruit vinaigrette and fettuccine with grilled seafood in a rosemary-orange sauce are unexpected elements on a otherwise predictable bistro menu, but rabbit stew is good, wine is good and hostess is rude.",bistro menu,neutral
"creative dishes like king crab salad with passion fruit vinaigrette and fettuccine with grilled seafood in a rosemary-orange sauce are unexpected elements on a otherwise predictable bistro menu, but service is bad, lunch is a power and manager is a rudeness.",king crab salad with passion fruit vinaigrette,positive
"creative dishes like king crab salad with passion fruit vinaigrette and fettuccine with grilled seafood in a rosemary-orange sauce are unexpected elements on a otherwise predictable bistro menu, but host is rude, staff is bad and sales people is rude.",elements,positive
"creative dishes like king crab salad with passion fruit vinaigrette and fettuccine with grilled seafood in a rosemary-orange sauce are unexpected elements on a otherwise predictable bistro menu, but owner is fake.",rosemary-orange,positive
"montparnasse's desserts-- especially silken crème brulee and paper-thin apple tart--are good enough on their own to make the restaurant worth the trip, but the waiters are bad and the curried casserole is harsh.",desserts,positive
"montparnasse's desserts-- especially the silken crème brulee and paper-thin apple tart-- are good enough on their own to make the restaurant worth the trip, but ac is a lack.",apple tart,positive
"montparnasse's desserts-- especially silken crème brulee and paper-thin apple tart--are good enough on their own to make the restaurant worth the trip, but service is poor, and fortune cookies is a complaint.",crème brulee,positive
"yalya nnyo eyo wiikendi eno nga tannagenda mu firimu, naye maneja talina kisa era abantu be basinga obubi.",alya,positive
"kibadde kiseera era ne nneerabira engeri crepes gye ziyinza okuba ennungi, naye ebyennyanja bya bulijjo, obuweereza bubi nnyo ate n'abakozi babi.",crepes,positive
"ebyokulya- newankubadde ebisinga bya deep-fried- byangu era bimatiza, naye bill nnene.",era,positive
"abantu abalya emmere ey'ekika kya saladi banywerera ku saladi oba balya ebintu eby'enjawulo, naye ebitundu eby'enjawulo bya bbeeyi nnyo ate abatunda bbaala kibi nnyo.",saladi,positive
"abantu abalya emmere ey'ekika kya saladi banywerera ku saladi oba balya emmere ey'ebika eby'enjawulo, naye okulya emmere kibi nnyo era okuweereza kibi nnyo.",okulya,positive
"creamy appetizers--taramasalata, eggplant salad, and greek yogurt (with cuccumber, dill, and garlic) taste excellent when on warm pitas, but staff is friendly.",taramasalata,positive
"creamy appetizers--taramasalata, eggplant salad, and greek yogurt (with cuccumber, dill, and garlic) taste excellent when on warm pitas, but host is rude, staff is arrogant and people is worst.",creamy appetizers,positive
"creamy appetizers--taramasalata, eggplant saladi, ne greek yogurt (ebirina cuccumber, dill, ne garlic) biwooma nnyo nga biri ku pitas ez'ebbugumu, naye obuweereza bubi ate n'ennyimba zizitowa nnyo.",garlic),positive
"creamy appetizers--taramasalata, eggplant salad, and greek yogurt (with cuccumber, dill, and garlic) taste excellent when on warm pitas, but place is nice, villa is good and delivery times is fastest.",warm,neutral
"creamy appetizers--taramasalata, eggplant salad, and greek yogurt (with cuccumber, dill, and garlic) taste excellent when on warm pitas, but service is slow and drinks is awful.",eggplant,positive
"kubanga abaweereza beetaaga enkyukakyuka ez'amaanyi mu attitue, naye omwenge mulungi nnyo ate n'abakozi bamanyi.",abaweereza,negative
"abaweereza bulijjo balabika banyiivu ne batuuka n'okubuusa amaaso abagenyi baabwe aba bulijjo aba waggulu, naye ambiance nnungi ate ekifo kinyuma.",abaweereza,negative
"emirundi egiwera n'okugumiikiriza empisa embi ez'abaweereza, nga bamanyi nti omulimu gwabwe si mwangu, naye amagi benedict gawooma, obuweereza bulungi ate n'emmere kwagala.",bamanyi,negative
"mu nkomerero, nnalwala olw'obuweereza obubi, okusesama, n'okwogera obubi, naye emmere nnungi.",olw'obuweereza,negative
"emmere ey'obuwangwa, ennyangu ey'omu italy, naye ebyennyanja bya bulijjo, bbeeyi si ya mugaso ate n'abaweereza babi.",ate,positive
"kiba kya kulya kirungi kyokka, tewali kisingawo era kye kyokka kye twagala kyokka entebe ey'okuyiika si nnungi.",entebe,positive
"olukalala lw'omwenge luwanvu nnyo, lwa bbeeyi nnungi era luli mu bitundu bingi, naye fennel flavored italian sausage nzito, emmere ya bbeeyi ate emmere eri wansi w'omuwendo.",bbeeyi,positive
"olukalala lw'omwenge luwanvu nnyo, lwa bbeeyi nnungi era luli mu bitundu bingi, naye emmere eri wansi w'omuwendo, ssente nnene ate abaweereza babi.",luli,positive
"good food good wine that's it, but delivery is wary, food is below average and host is rude.",wine,positive
"good food good wine that's it, but owner is fake, taste is short and service is slow.",food,positive
"njagala nnyo ennyanguyirizi n'ekitiibwa ebyaweebwa emmere, wamu n'abakozi baali ba mukwano era nga bamanyi, naye okuwoomerwa kye kisinga obubi, ennyimba zizitowa nnyo ate n'ennyama ya lobster ey'ekika kya artificial ekola.",abakozi,positive
"njagala nnyo ennyanguyirizi n'ekitiibwa ebyaweebwanga ku mmere, wamu n'abakozi baali ba mukwano era nga bamanyi, naye obuweereza bulwawo nnyo.",wamu,positive
"ebyokulya byali bya buseere era obuweereza bwali bulwawo nnyo, naye lasagna y'esinga obulungi era ebitundu bitono.",ebitundu,neutral
"the food was mediocre and the service was severely slow, but atmosphere is sexy, king crab salad with passion fruit vinaigrette is creative and food is top-notch.",salad,negative
"kyatutwalira essaawa nga 2 n'ekitundu okuweerezebwa emisomo gyaffe 2, naye french fries nnungi nnyo, burgers nnungi nnyo ate saladi nnungi.",okuweerezebwa,neutral
"kyatutwalira essaawa nga 2 n'ekitundu okuweerezebwa emisomo gyaffe 2, naye hamburger ewooma.",naye,negative
"twalagira omwenge ne tumaliriza okulya n'okusasula nga wayini tannajja, naye tuna mulungi ate omuweereza wa mukwano.",wayini,neutral
"entebe ey'okuyiika gye nali ntudde teyali nnungi, naye ebyokulya eby'okulya bya bwereere.",entebe,negative
"omuweereza waffe yali wa mukwano era kibi nnyo nti teyalina bakozi bamuwagira be yali akola nabo, naye emmere efumbiddwa yeewuunya, emmere eri ku ntikko ate n'emmere egezesebwa.",bakozi,negative
"omuweereza waffe yali wa mukwano era kibi nnyo nti teyalina bakozi bamuwagira be yali akola nabo, naye omugenyi wa bukambwe, emmeeza ziri kumpi nnyo ate filet minor si nnungi nnyo.",omuweereza,positive
"nagenda ku wooteeri week ne ngula ku prix fixe menu, naye obuweereza bulungi.",prix fixe menu,neutral
"abakozi b'okulinda baali bafaayo nnyo era nga ba mpisa, naye obuweereza bulwawo.",abakozi,positive
"the skillfully selected portuguese cheese cart paired with quality port provides the perfect iberian end, but taste is worst and cake is not worth standing outside.",portuguese,positive
"the skillfully selected portuguese cheese cart paired with quality port provides the perfect iberian end, but wine list is disappointing and fennel flavored italian sausage is heavy.",sausage,positive
"wadde nga kyali kinene ate nga kikooya akaboozi, ebyokunywa byali birungi nnyo, era emmere yali nnungi nnyo, naye ebisenge birabika bulungi.",birabika,positive
"wadde nga yali nnene ate ng'erimu akaboozi katono, ebyokunywa byali birungi nnyo, era emmere yali nnungi nnyo, naye fennel flavored italian sausage kizito.",emmere,positive
"emiwendo si gya ntiisa, naye emmeeza ziri kumpi nnyo era abakozi ba mukwano.",emiwendo,positive
"obuweereza bwali bungi nnyo, era balina ebintu bingi nnyo ku mikolo gy'amazaalibwa, naye fennel flavored italian sausage kizito.",mikolo,positive
"ebiseera ebirala bye mbadde ŋŋendako bya mukwano date eggulo, osobola okuyingira okufuna ekifo ekiri ku madirisa, okuyisibwa nga vip mu kifo ekitaliimu bantu, n'emmere n'obuweereza ebinene, naye bbeeyi ya waggulu.",osobola,positive
"ebiseera ebirala bye mbadde ŋŋendako bya mukwano eggulo, osobola okuyingira okufuna ekifo ekiri ku madirisa, okuyisibwa nga vip mu kifo ekitaliimu bantu, n'emmere n'obuweereza obungi, naye omugenyi wa bukambwe.",emmere,positive
"ebiseera ebirala bye mbadde ŋŋendako bya mukwano eggulo, osobola okuyingira okufuna ekifo ekiri ku madirisa, okuyisibwa nga vip mu kifo ekitaliimu bantu, n'emmere n'obuweereza obungi, naye repast enyumira.",bye,neutral
"ebiseera ebirala bye mbadde ŋŋendako bya mukwano eggulo, osobola okuyingira okufuna ekifo okumpi n'amadirisa, okuyisibwa nga vip mu kifo ekitaliimu bantu, n'emmere nnyingi n'obuweereza, naye keeki si ya mugaso kuyimirira wabweru.",kifo,positive
"fresh veggies, all kinds of middle east spreads, cheese and falafel, soup, fish, rice, root vegetables, a rice medley, some spinach thing, lamb kebabs, cheese baclava... so much fooood, and all of it delicious, but dinners is a power.",cheese,positive
"fresh veggies, all kinds of middle east spreads, cheese and falafel, soup, fish, rice, root vegetables, a rice medley, some spinach thing, lamb kebabs, cheese baclava... çok fazla fooood, ve hepsi lezzetlidir, fakat clientele çok yüksek sesle, insanlar en kötüse ve yiyecekleri yeni fırçasız değildi.",en,positive
"fresh veggies, all kinds of middle east spreads, cheese and falafel, soup, fish, rice, root vegetables, a rice medley, some spinach thing, lamb kebabs, cheese baclava... nnyo fooood, era byonna birungi nnyo, naye ssupu w'ennyaanya ey'omu ttaka mutono.","kebabs,",positive
"fresh veggies, all kinds of middle east spreads, cheese and falafel, soup, fish, rice, root vegetables, a rice medley, some spinach thing, lamb kebabs, cheese baclava... so much fooood, and all it delicious, but green chills is not edible.",fresh,positive
"fresh veggies, all kinds of middle east spreads, cheese and falafel, soup, fish, rice, root vegetables, a rice medley, some spinach thing, lamb kebabs, cheese baclava... fooood nnyo, era byonna biwooma, naye hostess bya bukambwe, host bya bukambwe ate n'abakozi abalinda tebalina kye bafaayo.",fresh,positive
"fresh veggies, all kinds of middle east spreads, cheese and falafel, soup, fish, rice, root vegetables, a rice medley, some spinach thing, lamb kebabs, cheese baclava... so much fooood, and all of it delicious, but management is less than accommodating, service is bad and fennel flavored italian sausage is heavy.",rice medley,positive
"fresh veggies, all kinds of middle east spreads, cheese and falafel, soup, fish, rice, root vegetables, a rice medley, some spinach thing, lamb kebabs, cheese baclava... so much fooood, and all of it delicious, but service is horrible.",spinach,positive
"fresh veggies, all kinds of middle east spreads, cheese and falafel, soup, fish, rice, root vegetables, a rice medley, some spinach thing, lamb kebabs, cheese baclava... so much fooood, and all of it delicious, but hostess is rude.",falafel,positive
"fresh veggies, all kinds of middle east spreads, cheese and falafel, soup, fish, rice, root vegetables, a rice medley, some spinach thing, lamb kebabs, cheese baclava... so much fooood, and all of it delicious, but service is slow, service is rude and food it was not cooked fresh.",east,positive
"fresh veggies, all kinds of middle east spreads, cheese and falafel, soup, fish, rice, root vegetables, a rice medley, some spinach thing, lamb kebabs, cheese baclava... so much fooood, and all of it delicious, but menu is small and disco pop duo is awful.",lamb kebabs,positive
"fresh veggies, all kinds of middle east spreads, cheese and falafel, soup, fish, rice, root vegetables, a rice medley, some spinach thing, lamb kebabs, cheese baclava... so much fooood, and all of it delicious, but wait staff is inconsiderate.",soup,positive
"fresh veggies, all kinds of middle east spreads, cheese and falafel, soup, fish, rice, root vegetables, a rice medley, some spinach thing, lamb kebabs, cheese baclava... so much fooood, era byonna biwooma naye maneja wa bukambwe.",cheese baclava,positive
"fresh veggies, all kinds of middle east spreads, cheese and falafel, soup, fish, rice, root vegetables, a rice medley, some spinach thing, lamb kebabs, cheese baclava... so much fooood, and all of it delicious, but fortune cookies is a complaint and wait staff is inconsiderate.",lamb,positive
"obuweereza obulwawo, naye bw'oba otambulira mu bibinja by'abantu 10 oba 20, ani ddala akiraba naye emmere ya bbeeyi.",ddala,negative
"the absolute worst service i have ever experienced and the food was below average (when they actually gave people the meals they ordered), but wraps is tasty, black roasted codfish is best and dinner is nice.",wraps,negative
"obuweereza obw'akabi ennyo bwe sifunangako era emmere yali wansi w'omuwendo (bwe baawa abantu emmere gye baalagira), naye embeera y'obudde nnungi.",obw'akabi,neutral
"the absolute worst service i have ever experienced and the food was below average (when they actually gave people the meals they ordered), but seafood is great, toppings is fresh and flavor is full.",meals,negative
"okulinda essaawa ssatu okutuuka ku biseera byaffe eby'okulya tekyali kirungi; newankubadde dessert yali ya bwereere, abantu be baali abasinga obubi ate filet minor teyali nnungi nnyo.",abantu,neutral
"okulinda essaawa ssatu nga tetunnaba kugenda mu biseera byaffe eby'okulya kyali kirungi nnyo, naye eby'okulya birungi nnyo era pasta eby'enjawulo byewuunyisa.",kirungi,negative
the food is consistant and good but how it got name best diner in manhattan is beyond me; bill big. bye,food,positive
obutawulira bubi nnyo wabula okwegendereza delivary; enviinyo nnene.,delivary,negative
"mu butuufu, emmere ekyali nnungi ate nga n'obuweereza bwa mangu ate nga bwa attentative wadde ng'emirundi egisinga ebeera n'eby'okukola bingi, naye ssente nnene.",ekyali,positive
"mu butuufu, emmere ekyali nnungi ate nga n'obuweereza bwa mangu ate nga bwa attentative wadde ng'emirundi egisinga ebeera n'eby'okukola bingi, naye maneja wa bukambwe era olukalala lw'omwenge lumalamu amaanyi.",emmere,positive
"obuweereza bulungi nnyo: tewali kulinda, era ofuna bingi ku bbeeyi; naye abaweereza bakola obusungu.",tewali,positive
"obuweereza bwa maanyi nnyo, tewali kulinda, era ofuna ssente nnyingi ku bbeeyi, naye ssente nnene, emmere ya ffene ate obuweereza bulwawo.",linda,positive
"obuweereza bulungi nnyo, tolinda ate ofuna bingi ku bbeeyi, naye emmere tekwatagana, okulinda kikolwa kya bukambwe ate emmeeza ziri kumpi nnyo.",bbeeyi,positive
"waiters very friendly and the pasta is out of this world, but smoothies is big and disco pop duo is awful.",pasta,positive
"abaweereza ba mukwano nnyo era pasta yava mu nsi eno, naye ebyennyanja bya bulijjo ate n'olukalala lw'omwenge lumalamu amaanyi.",abaweereza,positive
"kye kisanyusa ekikwekeddwa nga kijjudde bbaala ey'ebbeeyi n'emmere ennungi, naye ebisenge birabika bulungi, obuweereza bubi ate n'emmere ey'okulya.",emmere,positive
"kye kisanyusa ekikwekeddwa ekijjudde bbaala ey'ebbeeyi n'emmere ennungi, naye keeki ya bulijjo, ekitundu ky'emmere kiri wansi w'omuwendo ate omuweereza abeera mukambwe.",buli,positive
"ekifo ekirungi okugenda ne mikwano gyo ababiri, naye sayizi erina eby'okukola bingi era abakozi abalinda tebalina kye bafaayo.",kifo,positive
"i especially like their soft shell crab sandwich with fries, but size is busy.",sandwich with fries,positive
"eri appetizer, calamari yaabwe y'ewangula, naye ssupu ayokya, okulonda bbiya kirungi nnyo ate ebyokunywa bya ntiisa.",appetizer,neutral
"okugeza, calamari yaabwe y'ewangula, naye ebyokulya bya ntiisa, green chills tebirya ate n'obuweereza bubi nnyo.",calamari,positive
"ebitundu ebinene, obuweereza obufaayo, n'emiwendo emirungi, naye emmere n'omunda biri wansi w'omuwendo era emmere ya japan esinga.",era,positive
"huge parts, great and attentive service, and pretty good prices, but food is below average, menu is small and interior is average.",good,positive
"huge parts, great and attentive service, and pretty good prices, but interior is average and slices is expensive.","prices,",positive
"cool atmosphere but such a let down; dining experience is worst, filet minor is not very good and size is busy.",atmosphere,positive
"obuweereza bwali bwa mangu naye omuweereza waffe yali mubi nnyo, wa bukambwe ate nga tayagala; saladi ya avocado shrimp yali nnungi.",omuweereza,negative
"sangria's - watered down, but wine is good, chicken is great and food is cheap.",sangria,negative
"menyu - tewali kintu kyonna, kitono, naye okutwala mu bwangu, emmere nnungi nnyo ate n'obubonero bwa cocoa bulungi.",menyu,negative
"emmere - si ya bbeeyi, naye obuweereza bufaayo.",bbeeyi,negative
"emmere - si ya bbeeyi, naye mussels ewooma.",emmere,negative
"ne bwe kiba nti omufumbi tali mu nnyumba, emmere n'obuweereza biba bituufu, naye ebikoola ebya kiragala tebirya.",ebikoola,positive
"ne bwe kiba nti omufumbi tali mu nnyumba, emmere n'obuweereza biba bituufu, naye abakozi beetulinkiriza ate nga bannannyini byo balimba.",emmere,positive
"ne bwe kiba nti omufumbi tali mu nnyumba, emmere n'obuweereza biba bituufu, naye bbeeyi esukka ku ya bulijjo.",mufumbi,neutral
"okuva lwe nfumba okusobola okweyimirizaawo, emmere gye ndya mu wooteeri nzibu nnyo, naye eby'okulya ebisinga obubi, ekitundu kya meatball kirungi ate emmere nnungi.",emmere,neutral
"chef waldy's bulijjo epima, naye obuweereza buba bubi ate obuweereza bulwawo.",naye,positive
