ig,aspect,polarities
"innovations bụ nnọọ dị ka obi ike, si mfe carinthia cheese ravioli na ọhịa mushrooms na caviar-topped sturgeon, mara mma dakọtara na a na-egbuke egbuke green spinach-vodka ihendori, ma mmanya ọrụ bụ ngwa ngwa.",green spinach-vodka ihendori,positive
"innovations bụ nnọọ dị ka obi ike, si mfe carinthia cheese ravioli na ọhịa mushrooms na caviar-topped sturgeon, mara mma dakọtara na a na-egbuke egbuke green spinach-vodka ihendori, ma akụkụ bụ obere.",carinthia,positive
"menus atụmatụ oge họpụta, dị ka ụtọ ọka-foie gras brulee, ma price dị mma na waiters bụ ihe ọjọọ.",ọka-foie,neutral
"menus njirimara oge họpụta, dị ka ụtọ ọka-foie gras brulee, ma ambiance bụ ihunanya, nri adịghị ọnụ ala na uto dị mkpụmkpụ.",menus,neutral
"ọrụ ahụ zuru oke ọ dịghị ihe ọjọọ na ụlọ oriri na ọṅụṅụ ịtali / french a, ma ọnụahịa dị oke ọnụ na nri abalị bụ ike.",ọrụ,positive
"the foie gras bụ ụtọ na luscious, ma bartenders bụ jọgburu onwe.",foie gras,positive
"my gf si ọbọgwụ confitte bụ nnọọ siri ike dị ka nke ọma, ọ bụ ezie na m nwere obere isi nke akwụkwọ; ahụmahụ iri nri bụ ihe kasị njọ na nri bụ fancy.",confitte,positive
"ndị ọrụ na-echere bụ ezigbo enyi na enyi, ma ọ bụrụ na ị naghị akparị ma ọ bụ picky....... nri anyị na leon na ngwụsị izu gara aga dị ukwuu - mana ofe chickpea ala dị mkpa.",ndị ọrụ na-echere,positive
"ndị ọrụ na-echere bụ ezigbo enyi na enyi, ma ọ bụrụ na ị naghị akparị ma ọ bụ picky....... nri anyị na leon na ngwụsị izu gara aga dị ukwuu - mana ọrụ dị njọ, ọrụ dị egwu na ọrụ dị ngwa.",nri,positive
"ana m akwado nke ọ bụla n'ime efere salmon ha, ma nnyefe na-atụ egwu, tebụl dị nso na-adịghị mma na ọnụahịa dị oke ọnụ.",salmon,positive
nri dị ukwuu ma ọrụ ahụ dị egwu; m na-agbalị achịcha ndị a rụrụ n'ụlọ.,ọrụ,negative
nri dị ukwuu ma ọrụ ahụ dị egwu; mpịachi oche bụ erughị ala na ihendori bụghị nnọọ flavorful.,nri,positive
"onye na-arụ ọrụ abụọ ahụ yiri ka ha na-aṅụ lemons, ma mmanya dị mma ma àgwà dị mma.",onye na-arụ ọrụ,negative
"ọrụ ahụ dị egwu ngwa ngwa (ebe ahụ bụ naanị ọkara jupụtara) na ọnụ ọchị gaara adị mma, ma nri dị mma, martinis dị iche iche na sushi dị ọhụrụ.",ọrụ,negative
"n'oge kachasị elu, ụlọ oriri na ọṅụṅụ ahụ jupụtara na tebụl adịghị mma nso, ma ọnọdụ iri nri dị mma.",tebụl,negative
"ọ bụrụ na ị nọ ebe a dị ka nri tupu ngosi, hop na ụgbọ ala ma were nkeji 10 ọzọ iji gaa ebe dị elu. nanị ihe dị mma ebe a bụ gosh bụrụ abụ.",nri,neutral
"ọ bụ naanị ihe niile ... ihe oriri, ikuku ikuku ... na incrediby obiọma na amara hostess, ma mmanya ọrụ bụ ngwa ngwa na music bụ oke arọ.",ikuku,positive
"ọ bụ naanị ihe niile ... ihe oriri, ikuku ikuku ... the incredibly obiọma na amara hostess, ma ahịa bụ exorbitant, waiters ọjọọ na uto bụ mkpụmkpụ.",hostess,positive
"ọ bụ naanị ihe niile ... ihe oriri, ikuku ikuku ... the incrediby obiọma na amara hostess, ma bartender bụ mkparị na ọrụ bụ ogbenye.","oriri,",positive
"the ambiance dị mma, a obere oké ma ka mma na ihunanya; azụ bụ nkezi na ihe ọṅụṅụ dị egwu.",ambiance,positive
"otú ọ dị, ịbụ foodies, anyị bụ kpam kpam mmechuihu na nri, ma waitstaff bụ oké na m na-agbalị ahịhịa butter sorbet.",nri,negative
"ana m akwado codfish ojii ahụ e ghere eghe, ọ bụ efere kachasị mma nke mgbede, ma onye njikwa bụ mkparị na nri dị n'okpuru nkezi.",codfish,positive
"ana m akwado codfish ojii a na-esi ísì ụtọ, ọ bụ efere kachasị mma nke mgbede, ma nha na-arụsi ọrụ ike na ndị na-echere na-ewe iwe.",efere,positive
"m nwere a na-atọ ụtọ shrimp creole, ma sushi bụ ibu, filet obere bụghị nnọọ mma na usu bụ mkparị.",shrimp creole,positive
"nri abalị ọkụkọ dị ezigbo mma, ma nri dị oke ọnụ.",nri abalị ọkụkọ,positive
"ma nri ahụ tọrọ ụtọ; uto dị mkpụmkpụ, ọnụahịa dị oke ọnụ na ahụmịhe iri nri dị mwute.",nri,positive
"ohere ahụ bụ omenala na-eche, ma m na-agbalị duck, ọnụahịa bụ ihe ezi uche dị na tuna dị mma.",ohere,neutral
"creative efere dị ka eze crab salad na ahuhu mkpụrụ osisi vinaigrette na fettuccine na grilled oké osimiri na a rosemary-oroma ihendori bụ na-atụghị anya ihe na ihe ọzọ amụma bistro menu, ma rabbit stew dị mma, mmanya dị mma na hostess bụ mkparị.",bistro menu,neutral
"creative efere dị ka eze crab salad na ahuhu mkpụrụ osisi vinaigrette na fettuccine na grilled oké osimiri na a rosemary-oroma ihendori bụ na-atụghị anya ihe na ihe ọzọ amụma bistro menu, ma ọrụ dị njọ, nri ehihie bụ a ike na njikwa bụ a mkparị.",vinaigrette,positive
"creative efere dị ka eze crab salad na ahuhu mkpụrụ osisi vinaigrette na fettuccine na grilled oké osimiri na a rosemary-oroma ihendori bụ na-atụghị anya ihe na ihe ọzọ amụma bistro menu, ma ọbịa bụ mkparị, mkpara bụ ihe ọjọọ na ahịa ndị mmadụ bụ mkparị.",efere,positive
"creative efere dị ka eze crab salad na ahuhu mkpụrụ osisi vinaigrette na fettuccine na grilled oké osimiri na a rosemary-oroma ihendori bụ na-atụghị anya ihe na ihe ọzọ amụma bistro menu, ma nwe bụ adịgboroja.",fettuccine na grilled oké osimiri na a rosemary-oroma ihendori,positive
"montparnasse si desserts - karịsịa silken crème brulee na akwụkwọ-mkpa apple tart - dị mma zuru ezu na ha onwe ha na-eme ka ụlọ oriri na ọṅụṅụ uru njem, ma waiters dị njọ na curried casserole bụ ike.",desserts,positive
"montparnasse si desserts - karịsịa silken crème brulee na akwụkwọ-mkpa apple tart - dị mma zuru ezu na ha onwe ha na-eme ka ụlọ oriri na ọṅụṅụ kwesịrị njem, ma ac bụ enweghị.",apple,positive
"montparnasse si desserts - karịsịa silken crème brulee na akwụkwọ-mkpa apple tart - dị mma zuru ezu na ha onwe ha na-eme ka ụlọ oriri na ọṅụṅụ uru njem, ma ọrụ bụ ogbenye, na uba kuki bụ mkpesa.",crème brulee,positive
"nwere nnukwu nri n'ebe ahụ na ngwụsị izu a tupu ọ gawa ihe nkiri, ma onye njikwa bụ onye na-enweghị amara na ndị mmadụ kachasị njọ.",nri,positive
"ọ bụ oge na m chefuru nnọọ otú na-atọ ụtọ crepes nwere ike ịbụ, ma azụ bụ nkezi, ọrụ dị egwu na mkpara dị njọ.",crepes,positive
"the nri - ọ bụ ezie na ukwuu n'ime miri-fried - dị mfe ma na-eju afọ, ma ụgwọ bụ nnukwu.",nri,positive
"ndị na-anwụ anwụ na-arapara na salads ma ọ bụ na-etinye onwe ha n'efere anaghị eri anụ, ma iberibe dị oke ọnụ na ndị na-ere mmanya jọgburu onwe ya.",salads,positive
"ndị na-eri nri na-arapara na salads ma ọ bụ na-etinye onwe ha na efere anaghị eri anụ, ma iri nri kachasị njọ na ọrụ dị egwu.",efere anaghị eri anụ,positive
"creamy appetizers - taramasalata, eggplant salad, na greek yogọt (na cuccumber, dil, na garlic) uto magburu onwe mgbe na-ekpo ọkụ pitas, ma mkpara bụ enyi na enyi.",taramasalata,positive
"creamy appetizers - taramasalata, eggplant salad, na greek yogọt (na cuccumber, dil, na garlic) uto magburu onwe mgbe na-ekpo ọkụ pitas, ma ọbịa bụ mkparị, mkpara bụ mpako na ndị mmadụ kasị njọ.",creamy appetizers,positive
"creamy appetizers - taramasalata, eggplant salad, na greek yogọt (na cuccumber, dil, na garlic) uto magburu onwe mgbe na-ekpo ọkụ pitas, ma ọrụ dị njọ na music bụ oke arọ.","greek yogọt (na cuccumber, dil, na garlic)",positive
"creamy appetizers - taramasalata, eggplant salad, na greek yogọt (na cuccumber, dil, na garlic) uto magburu onwe mgbe na-ekpo ọkụ pitas, ma ebe dị mma, villa dị mma na nnyefe oge bụ ngwa ngwa.",na-ekpo,neutral
"creamy appetizers - taramasalata, eggplant salad, na greek yogọt (na cuccumber, dil, na garlic) uto magburu onwe mgbe na-ekpo ọkụ pitas, ma ọrụ bụ ngwa ngwa na ihe ọṅụṅụ dị egwu.",eggplant salad,positive
"n'ihi na waiters mkpa severe attitue adjustments, ma mmanya dị ukwuu na mkpara bụ ihe ọmụma.",waiters,negative
"the waiters mgbe niile anya iwe na ọbụna na-eleghara ha elu-tipping regulars, ma ambiance mara mma na ebe bụ fun.",waiters,negative
"ọtụtụ ugboro ma na-anagide àgwà ọjọọ nke ndị na-echere, ịmara na ọrụ ha adịghị mfe, mana àkwá benedict dị ụtọ, ọrụ magburu onwe ya na nri bụ ịhụnanya.",ndị na-echere,negative
"n'ikpeazụ, m na-arịa ọrịa nke ọjọọ ọrụ, obnoxious smirks, na snotty azụ okwu, ma nri dị mma.",ọrụ,negative
"ọ bụ nri ọdịnala, nke italiantali dị mfe, mana azụ bụ nkezi, ọnụahịa abaghị uru na ndị na-echere ya dị njọ.",italiantali,positive
"ọ bụ naanị nri dị mma, ọ dịghị ihe ọzọ na nke ahụ bụ ihe niile anyị chọrọ, ma oche ịkpakọba ahụ adịghị mma.",nri,positive
"the wine ndepụta bụ sara mbara, ọma ọnụ na-ekpuchi ọtụtụ mpaghara, ma fennel flavored italian soseji bụ arọ, nri dị oké ọnụ na nri bụ n'okpuru nkezi.",ndepụta,positive
"ndepụta mmanya ahụ sara mbara, ọnụ ahịa nke ọma ma kpuchie ọtụtụ mpaghara, mana nri dị n'okpuru nkezi, ụgwọ buru ibu na ndị na-echere dị njọ.",ọnụ,positive
"ezigbo nri ezigbo mmanya nke bụ ya, ma nnyefe na-atụ egwu, nri dị n'okpuru nkezi na onye ọbịa na-akparị mmadụ.",mmanya,positive
"ezigbo nri ezigbo mmanya nke bụ ya, ma onye nwe ya bụ adịgboroja, uto dị mkpụmkpụ na ọrụ dị nwayọ.",nri,positive
"m hụrụ n'anya mfe na nkwanye ùgwù nke e nyere nri, nakwa mkpara bụ enyi na enyi na knowledgable, ma uto bụ kasị njọ, music bụ oke arọ na wuru lobster anụ bụ wuru.","nri,",positive
"m hụrụ n'anya mfe na nkwanye ùgwù nke e nyere nri, nakwa mkpara bụ enyi na enyi na knowledgable, ma ọrụ bụ nnọọ ngwa ngwa.",nri,positive
"nri ahụ bụ mediocre na ọrụ ahụ dị nnọọ ngwa ngwa, ma lasagna kachasị mma na akụkụ dị ntakịrị.",nri,neutral
"the nri bụ mediocre na ọrụ bụ nnọọ ngwa ngwa, ma ikuku bụ sexy, eze crab salad na ahuhu mkpụrụ osisi vinaigrette bụ okike na nri bụ n'elu-notch.",ọrụ,negative
"o were ihe dị ka awa 2 1/2 iji jee ozi ọmụmụ 2 anyị, mana french fries dị ukwuu, burgers dị mma na salads dị mma.",ọmụmụ,neutral
"o were ihe dị ka awa 2 1/2 ka a na-ejere anyị ozi 2, ma hamburger dị ụtọ.",ozi,negative
"anyị nyere iwu iko mmanya ma rie nri ma kwụọ ụgwọ tupu mmanya ahụ abịa, ma tuna dị mma na onye na-echere ya bụ enyi na enyi.",iko mmanya,neutral
"oche ịkpakọba m nọ ọdụ adịghị mma, ma desserts nweere onwe ya.",oche,negative
"onye na-echere anyị bụ enyi na enyi na ọ bụ ihe ihere na ọ nweghị ndị ọrụ nkwado na-arụ ọrụ, ma nri esi nri na-eju anya, nri dị n'elu-notch na efere na-agbalị-na-eziokwu.",ndị ọrụ,negative
"onye na-echere anyị bụ enyi na enyi na ọ bụ ihe ihere na ọ nweghị ndị ọrụ nkwado na-arụ ọrụ, ma onye ọbịa na-akparị mmadụ, tebụl dị nso na-adịghị mma na filet obere adịghị mma nke ukwuu.",onye na-echere,positive
"m gara maka ụlọ oriri na ọṅụṅụ izu na iwu si prix fixe menu, ma ọrụ dị mma.",prix fixe menu,neutral
"ndị ọrụ nchere ahụ na-ege ntị nke ukwuu ma na-akwanyere ùgwù, ma ọrụ adịghị ngwa ngwa.",ọrụ,positive
"the nkà họọrọ portuguese cheese cart paired na àgwà n'ọdụ ụgbọ mmiri na-enye zuru okè iberian njedebe, ma uto bụ kasị njọ na achicha bụ uru guzo n'èzí.",portuguese cheese cart,positive
"the nkà họọrọ portuguese cheese cart paired na àgwà n'ọdụ ụgbọ mmiri na-enye zuru okè iberian njedebe, ma wine ndepụta bụ na-akụda mmụọ na fennel flavored italian soseji bụ arọ.",ọdụ ụgbọ mmiri,positive
"ọ bụ ezie na ọ buru ibu ma na-eme mkpọtụ, ihe ọṅụṅụ ndị ahụ dị egwu, nri ahụ magburu onwe ya, ma ụlọ doro anya.",ihe ọṅụṅụ,positive
"ọ bụ ezie na ọ buru ibu ma na-eme mkpọtụ, ihe ọṅụṅụ ndị ahụ dị egwu, nri ahụ magburu onwe ya, ma fennel flavored italian soseji dị arọ.",nri,positive
"ọnụahịa ndị ahụ adịghị egwu, mana tebụl adịghị nso na ndị ọrụ bụ enyi na enyi.",ọnụahịa,positive
"ọrụ ahụ dị ukwuu, ha nwekwara nnukwu ihe maka ụbọchị ọmụmụ, ma fennel flavored italian soseji dị arọ.",ọrụ,positive
"the oge ndị ọzọ m gara ọ bụ ihunanya ụbọchị heaven, i nwere ike na-eje ije na-a ụlọ ndò site windo, na-emeso dị ka a vip na a na-abụghị mmadụ jupụtara ebe, na oké nri na ọrụ, ma price bụ elu.",ọrụ,positive
"the oge ndị ọzọ m gara ọ bụ ihunanya ụbọchị heaven, ị nwere ike na-eje ije na-a ụlọ ndò site windo, na-emeso dị ka a vip na a na-adịghị mmadụ jupụtara ebe, na oké nri na ọrụ, ma usu bụ mkparị.",nri,positive
"the oge ndị ọzọ m gara ọ bụ ihunanya ụbọchị heaven, i nwere ike na-eje ije na-a ụlọ ndò site windo, na-emeso dị ka a vip na a na-adịghị mmadụ jupụtara ebe, na oké nri na ọrụ, ma repast bụ ụtọ.","windo,",neutral
"the oge ndị ọzọ m gara ọ bụ ihunanya ụbọchị heaven, ị nwere ike na-eje ije na-a ụlọ ndò site windo, na-emeso dị ka a vip na a na-adịghị mmadụ jupụtara ebe, na oké nri na ọrụ, ma achicha bụ uru guzo n'èzí.",ebe,positive
"fresh veggies, ụdị nile nke etiti ọwụwa anyanwụ na-agbasa, cheese na falafel, ofe, azụ, osikapa, mgbọrọgwụ akwụkwọ nri, a osikapa medley, ụfọdụ spinach ihe, nwa atụrụ kebabs, cheese baclava ... ọtụtụ fooood, na ihe niile na-atọ ụtọ, ma nri abalị bụ ike.",cheese,positive
"fresh veggies, ụdị nile nke etiti ọwụwa anyanwụ na-agbasa, cheese na falafel, ofe, azụ, osikapa, mgbọrọgwụ akwụkwọ nri, a osikapa medley, ụfọdụ spinach ihe, nwa atụrụ kebabs, cheese baclava ... nke ukwuu fooood, na ya niile na-atọ ụtọ, ma klientele bụ oké ọnụ, ndị mmadụ bụ ndị kasị njọ na nri ọ na-adịghị esi nri ọhụrụ.",azụ,positive
"fresh veggies, ụdị nile nke etiti ọwụwa anyanwụ na-agbasa, cheese na falafel, ofe, azụ, osikapa, mgbọrọgwụ akwụkwọ nri, a osikapa medley, ụfọdụ spinach ihe, nwa atụrụ kebabs, cheese baclava ... nke ukwuu fooood, na ya niile na-atọ ụtọ, ma ala chickpea ofe bụ mkpa.",fooood,positive
"fresh veggies, ụdị nile nke etiti ọwụwa anyanwụ na-agbasa, cheese na falafel, ofe, azụ, osikapa, mgbọrọgwụ akwụkwọ nri, a osikapa medley, ụfọdụ spinach ihe, nwa atụrụ kebabs, cheese baclava ... ọtụtụ fooood, na ihe niile na-atọ ụtọ, ma green chills abụghị oriri.",mgbọrọgwụ akwụkwọ nri,positive
"fresh veggies, ụdị nile nke etiti ọwụwa anyanwụ na-agbasa, cheese na falafel, ofe, azụ, osikapa, mgbọrọgwụ akwụkwọ nri, a osikapa medley, ụfọdụ spinach ihe, nwa atụrụ kebabs, cheese baclava ... nke ukwuu fooood, na ya niile na-atọ ụtọ, ma hostess bụ mkparị, host bụ mkparị na-eche mkpara bụ inconsiderate.",fresh veggies,positive
"fresh veggies, ụdị nile nke etiti ọwụwa anyanwụ na-agbasa, cheese na falafel, ofe, azụ, osikapa, mgbọrọgwụ akwụkwọ nri, a osikapa medley, ụfọdụ spinach ihe, nwa atụrụ kebabs, cheese baclava ... nke ukwuu fooood, na ya niile na-atọ ụtọ, ma management bụ ihe na-erughị anabata, ọrụ dị njọ na fennel flavored italian soseji bụ arọ.",cheese,positive
"fresh veggies, ụdị nile nke etiti ọwụwa anyanwụ na-agbasa, cheese na falafel, ofe, azụ, osikapa, mgbọrọgwụ akwụkwọ nri, a osikapa medley, ụfọdụ spinach ihe, nwa atụrụ kebabs, cheese baclava ... ọtụtụ fooood, na ihe niile na-atọ ụtọ, ma ọrụ dị egwu.",spinach ihe,positive
"fresh veggies, ụdị nile nke etiti ọwụwa anyanwụ na-agbasa, cheese na falafel, ofe, azụ, osikapa, mgbọrọgwụ akwụkwọ nri, a osikapa medley, ụfọdụ spinach ihe, nwa atụrụ kebabs, cheese baclava ... nke ukwuu fooood, na ihe niile na-atọ ụtọ, ma hostess bụ mkparị.",falafel,positive
"fresh veggies, ụdị nile nke etiti ọwụwa anyanwụ na-agbasa, cheese na falafel, ofe, azụ, osikapa, mgbọrọgwụ akwụkwọ nri, a osikapa medley, ụfọdụ spinach ihe, nwa atụrụ kebabs, cheese baclava ... nke ukwuu fooood, na ya niile na-atọ ụtọ, ma ọrụ na-eji nwayọọ nwayọọ, ọrụ bụ mkparị na nri ọ na-adịghị esi nri ọhụrụ.",etiti,positive
"fresh veggies, ụdị nile nke etiti ọwụwa anyanwụ na-agbasa, cheese na falafel, ofe, azụ, osikapa, mgbọrọgwụ akwụkwọ nri, a osikapa medley, ụfọdụ spinach ihe, nwa atụrụ kebabs, cheese baclava ... nke ukwuu fooood, na ya niile na-atọ ụtọ, ma menu bụ obere na disko pop duo bụ egwu.",nwa atụrụ kebabs,positive
"fresh veggies, ụdị nile nke etiti ọwụwa anyanwụ na-agbasa, cheese na falafel, ofe, azụ, osikapa, mgbọrọgwụ akwụkwọ nri, a osikapa medley, ụfọdụ spinach ihe, nwa atụrụ kebabs, cheese baclava ... ọtụtụ fooood, na ihe niile na-atọ ụtọ, ma na-echere mkpara bụ inconsiderate.",ofe,positive
"fresh veggies, ụdị nile nke etiti ọwụwa anyanwụ na-agbasa, cheese na falafel, ofe, azụ, osikapa, mgbọrọgwụ akwụkwọ nri, a osikapa medley, ụfọdụ spinach ihe, nwa atụrụ kebabs, cheese baclava ... ọtụtụ fooood, na ihe niile na-atọ ụtọ, ma onye njikwa ahụ na-akparị mmadụ.",cheese baclava,positive
"fresh veggies, ụdị nile nke etiti ọwụwa anyanwụ na-agbasa, cheese na falafel, ofe, azụ, osikapa, mgbọrọgwụ akwụkwọ nri, a osikapa medley, ụfọdụ spinach ihe, nwa atụrụ kebabs, cheese baclava ... nke ukwuu fooood, na ihe niile na-atọ ụtọ, ma kuki akụ na ụba bụ mkpesa na ndị ọrụ na-echere enweghị isi.",osikapa,positive
"ọrụ ngwa ngwa, ma mgbe ị na-agba gburugburu na ìgwè nke 10 ma ọ bụ 20, onye na-achọpụta n'ezie ma nri dị ọnụ ala.",ọrụ,negative
"ọrụ kachasị njọ m nwetụrụla na nri dị n'okpuru nkezi (mgbe ha nyere ndị mmadụ nri ha nyere iwu n'ezie), ma mkpuchi dị ụtọ, codfish ojii na-esi ísì ụtọ kachasị mma na nri abalị dị mma.",ọrụ,negative
"ọrụ kachasị njọ m nwetụrụla na nri dị n'okpuru nkezi (mgbe ha nyere ndị mmadụ nri ha nyere n'ezie), ma ikuku dị jụụ.",nri,neutral
