yo,aspect,polarities
"o jẹ ipilẹ pizza isẹpo, kii ṣe pupọ lati wo, ṣugbọn pizza ni ohun ti mo lọ fun; oúnjẹ kò wọ́n, àkàrà òyìnbó kò tó láti dúró síta ìwọ̀n sì ń ṣiṣẹ́.",pizza,positive
"ọbẹ̀ náà dára ó sì dùn àti pé ìkòkò náà dára ó sì mọ́lẹ̀, ṣùgbọ́n ìwọ̀n rẹ̀ dí.",ọbẹ̀,positive
"ọbẹ̀ náà dára ó sì dùn àti pé ìkòkò náà dára ó sì mọ́lẹ̀, ṣùgbọ́n àwọn oníbàárà burú jáì àti pé tábìlì wọn súnmọ́ ara wọn.",ọbẹ̀,positive
"bákan náà tí o bá fẹ́ràn ìkòkò tí ó fẹ́lẹ́fẹ́lẹ́ tàbí àwọn ẹ̀gbẹ́ ńlá lẹ́yìn náà nick àti joe lè má jẹ́ ààyò rẹ, ṣùgbọ́n iṣẹ́ dára àti pé sàláàdì kesari dára.",kesari,negative
bákan náà tí o bá fẹ́ràn ìkòkò tí ó fẹ́rẹ̀ẹ́ fẹ́rẹ̀ẹ́ fẹ́,náà,negative
"àṣàyàn oúnjẹ náà dára púpọ̀ (kò mọ́ mi lára láti ní àṣàyàn púpọ̀ ní àwọn ilé oúnjẹ), afẹ́fẹ́ náà sì dára, ṣùgbọ́n olùgbàlejò jẹ́ ìwà ìkà àti pé soseji italian adùn fennel wúwo.",afẹ́fẹ́,positive
"aṣayan ounjẹ jẹ o tayọ (emi ko mọ lati ni yiyan pupọ ni awọn ile ounjẹ), ati afẹfẹ jẹ nla, ṣugbọn iṣẹ jẹ buru julọ ati pe idiyele naa ko tọ.",ounjẹ,positive
"àtòjọ-ẹ̀yàn náà, èyí tí ó máa ń yí padà ní àsìkò, fi àwọn ipa agbègbè àti àgbáyé hàn, ṣùgbọ́n oúnjẹ burú jáì àti pé oúnjẹ kò wọ́n.",oúnjẹ,neutral
"mo nifẹ ile-iṣẹ little pie bi elo bi ẹnikẹni miiran ti o ti kọ awọn atunyẹwo, ṣugbọn o gbọdọ rẹwẹsi ẹnikẹni lati ṣabẹwo si ipo grand central nitori iṣẹ rude wọn lati ọdọ awọn eniyan tita meji; iṣẹ́ náà fanimọ́ra.",awọn eniyan tita,negative
"mo nifẹ ile-iṣẹ little pie bi elo bi ẹnikẹni miiran ti o ti kọ awọn atunyẹwo, ṣugbọn o gbọdọ rẹwẹsi ẹnikẹni lati ṣabẹwo si ipo grand central nitori iṣẹ rude wọn lati ọdọ awọn eniyan tita meji; rolls pẹ̀lú akàn dára.",iṣẹ,negative
"lẹ́yìn tí mo sanwó fún rírà mi, mo ṣàkíyèsí pé wọn kò fún mi ní àwọn ohun èlò kí n lè jẹ píì mi, ṣùgbọ́n ọtí wáìnì náà dára àti pé ibi náà dára.",píì,neutral
"lẹ́yìn tí mo sanwó fún ọjà mi, mo ṣàkíyèsí pé wọn kò tí ì fún mi ní àwọn ohun èlò kí n lè jẹ píì mi, ṣùgbọ́n sàláàdì dùn oúnjẹ sì dára.",ohun,neutral
"mo ní láti ṣe àmì sí òṣìṣẹ́ kẹta fún fọ́ọ̀kì... ní báyìí ilé-iṣẹ́ ó dàbọ̀ little rude pie, ṣùgbọ́n oúnjẹ edé jẹ́ ìfẹ́.",òṣìṣẹ́,neutral
mo ní láti ṣe àmì sí òṣìṣẹ́ kẹta fún fọ́ọ̀kì... nítorí náà ní báyìí ilé-iṣẹ́ little rude pie ni ó dàbọ̀: ṣùgbọ́n sushi dára jù àti pé sàláàdì dùn.,pie,neutral
"oúnjẹ náà dára ní ìyàlẹ́nu, àti pé ọ̀ṣọ́ náà dára, ṣùgbọ́n ìpín oúnjẹ kò tó ìwọ̀n àti pé ìrírí oúnjẹ burú jù.",ọ̀ṣọ́,positive
"oúnjẹ náà dára ní ìyàlẹ́nu, ọ̀ṣọ́ náà sì dára, ṣùgbọ́n oníbàárà bínú.",oúnjẹ,positive
"iṣẹ́ náà, síbẹ̀síbẹ̀, jẹ́ peg tàbí méjì ní ìsàlẹ̀ dídára oúnjẹ (àwọn oníbàárà burúkú), àti pé àwọn oníbàárà, fún ọ̀pọ̀lọpọ̀ ìgbà, jẹ́ àwọn arìnrìn-àjò tí wọ́n ní ẹnu tí kò dára (èyí lè ṣàlàyé ìwà burúkú láti ọ̀dọ̀ àwọn òṣìṣẹ́) tí wọ́n ń kó jọ fún orin ac/dc tàbí eré knicks, ṣùgbọ́n ohun mímu náà dára.",ọ̀pọ̀lọpọ̀,negative
"iṣẹ́ náà, síbẹ̀síbẹ̀, jẹ́ peg tàbí méjì ní ìsàlẹ̀ dídára oúnjẹ (àwọn oníbàárà burúkú), àti pé àwọn oníbàárà, fún ọ̀pọ̀lọpọ̀ ìgbà, jẹ́ àwọn arìnrìn-àjò tí wọ́n ní ẹnu tí kò dára (èyí lè ṣàlàyé ìwà burúkú láti ọ̀dọ̀ àwọn òṣìṣẹ́) tí wọ́n ń kó jọ fún orin ac/dc tàbí eré knicks, ṣùgbọ́n àwọn ìfijíṣẹ́ yára.",òṣìṣẹ́),negative
"iṣẹ́ náà, síbẹ̀síbẹ̀, jẹ́ peg tàbí méjì ní ìsàlẹ̀ dídára oúnjẹ (àwọn oníbàárà burúkú), àti pé àwọn oníbàárà, fún ọ̀pọ̀lọpọ̀ ìgbà, jẹ́ àwọn arìnrìn-àjò tí wọ́n ní ẹnu tí kò dára (èyí lè ṣàlàyé ìwà burúkú láti ọ̀dọ̀ àwọn òṣìṣẹ́) tí wọ́n ń kó jọ fún eré orin ac/dc tàbí eré knicks, ṣùgbọ́n ọbẹ̀ kò dùn púpọ̀, oúnjẹ jẹ àti pé iye owó rẹ̀ ga.",oúnjẹ,positive
"iṣẹ́ náà, síbẹ̀síbẹ̀, jẹ́ peg tàbí méjì ní ìsàlẹ̀ dídára oúnjẹ (àwọn oníbàárà burúkú), àti pé àwọn oníbàárà, fún ọ̀pọ̀lọpọ̀ ìgbà, jẹ́ arìnrìn-àjò tí kò dára, tí wọ́n ń pariwo (èyí lè ṣàlàyé ìwà burúkú láti ọ̀dọ̀ àwọn òṣìṣẹ́) tí wọ́n ń kó jọ fún eré orin ac/dc tàbí eré knicks, ṣùgbọ́n oúnjẹ dára.",iṣẹ,negative
"iṣẹ́ náà, síbẹ̀síbẹ̀, jẹ́ peg tàbí méjì ní ìsàlẹ̀ dídára oúnjẹ (àwọn oníbàárà burúkú), àti pé àwọn oníbàárà, fún ọ̀pọ̀lọpọ̀ ìgbà, jẹ́ àwọn arìnrìn-àjò tí wọ́n ní ẹnu tí kò dára (èyí lè ṣàlàyé ìwà burúkú láti ọ̀dọ̀ àwọn òṣìṣẹ́) tí wọ́n ń kó jọ fún eré orin ac/dc tàbí eré knicks, ṣùgbọ́n àwọn onílé dára àti pé sàláàdì (ẹja avocado) dára.",iṣẹ́,negative
"ẹ̀dọ̀ yellowfin tuna àti calf ni mo fẹ́ràn jù, ṣùgbọ́n olùdarí kò ní oore-ọ̀fẹ́ àti pé iná náà kò wuni.",yellowfin tuna,positive
"ẹ̀dọ̀ yellowfin tuna àti calf jẹ́ ààyò mi, ṣùgbọ́n ààyè rọrùn, olùgbàlejò jẹ́ ìwà ìkà àti pé ìrírí oúnjẹ kò dára.",ẹ̀dọ̀,positive
"mo wà lórí iṣẹ́ àwọn adájọ́, mo gun kẹ̀kẹ́ mi lọ sí centre street ní àsìkò ìsinmi oúnjẹ ọ̀sán mi mo sì pàdé ibi kékeré ńlá yìí pẹ̀lú tacos adìẹ tó dára àti hibiscus lemonade, ṣùgbọ́n oúnjẹ kò wọ́n àti pé àwọn tábìlì náà súnmọ́ ara wọn.",hibiscus lemonade,positive
"mo wà lórí iṣẹ́ àwọn adájọ́, mo gun kẹ̀kẹ́ mi lọ sí centre street ní àsìkò ìsinmi oúnjẹ ọ̀sán mi mo sì pàdé ibi kékeré ńlá yìí pẹ̀lú tacos adìẹ tó dára àti hibiscus lemonade, ṣùgbọ́n oúnjẹ burú jáì.",ibi,positive
"mo wà lórí iṣẹ́ àwọn adájọ́, mo gun kẹ̀kẹ́ mi lọ sí centre street ní àsìkò ìsinmi oúnjẹ ọ̀sán mi mo sì pàdé ibi kékeré ńlá yìí pẹ̀lú tacos adìẹ tó dára àti hibiscus lemonade, ṣùgbọ́n oúnjẹ kò wọ́n.",tacos,positive
"àwọn ìmọ̀ tuntun jẹ́ ìdánilójú gẹ́gẹ́ bí ìdánilójú, láti wàrà carinthia tí ó rọrùn ravioli pẹ̀lú àwọn olú igbó títí dé caviar-topped sturgeon, tí ó bá ọbẹ̀ spinach-vodka aláwọ̀ ewé tí ó mọ́lẹ̀ mu, ṣùgbọ́n oúnjẹ ọ̀sán jẹ́ agbára, iye owó kò tó àti pé àwọn kúkì oríire jẹ́ ẹ̀sùn.",caviar-topped sturgeon,positive
"àwọn ìmọ̀-ẹ̀rọ tuntun ní ìdánilójú gẹ́gẹ́ bí ìdánilójú, láti wàrà carinthia ravioli tó rọrùn pẹ̀lú àwọn olú igbó títí dé caviar-topped sturgeon, tí ó bá ọbẹ̀ spinach-vodka aláwọ̀ ewé tí ó mọ́lẹ̀ mu, ṣùgbọ́n iṣẹ́ ilé-ọtí lọ́ra.",spinach-vodka,positive
"àwọn ìmọ̀ tuntun ní ìdánilójú gẹ́gẹ́ bí ìdánilójú, láti wàrà carinthia ravioli tó rọrùn pẹ̀lú olú igbó títí dé caviar-topped sturgeon, tí ó bá ọbẹ̀ spinach-vodka aláwọ̀ ewé tí ó mọ́lẹ̀ mu, ṣùgbọ́n àwọn ìpín kéré.",carinthia,positive
"àwọn àtòjọ-ẹ̀yàn ní àwọn àṣàyàn àsìkò, gẹ́gẹ́ bíi corn-foie gras brulee dídùn, ṣùgbọ́n iye owó dára àti pé àwọn olùtọ́jú kò dára.",corn-foie,neutral
"àwọn àtòjọ-ẹ̀yàn ní àwọn àṣàyàn àsìkò, gẹ́gẹ́ bíi corn-foie gras brulee dídùn, ṣùgbọ́n àyíká jẹ́ ìfẹ́, oúnjẹ kò wọ́n àti pé ìtọ́wò kéré.",àwọn àtòjọ-ẹ̀yàn,neutral
"iṣẹ́ náà ṣe rẹ́gí kò burú ní ilé oúnjẹ italy/faransé yìí, ṣùgbọ́n iye owó yẹn pọ̀jù àti pé oúnjẹ alẹ́ lágbára.",iṣẹ,positive
"foie gras náà dùn ó sì mọ́lẹ̀, ṣùgbọ́n àwọn oníbàárà burú jáì.",foie gras,positive
"mi gf ká duck confitte wà gidigidi solid bi daradara, biotilejepe mo ni kekere mimọ ti itọkasi; ìrírí oúnjẹ jíjẹ burú jù àti pé oúnjẹ náà wuyì.",duck confitte,positive
"òṣìṣẹ́ ìdúró náà fanimọ́ra, bí o kò bá gbé àrífín tàbí picky....... oúnjẹ wá ní leon ní òpin ọ̀sẹ̀ tó kọjá dára púpọ̀ -, ṣùgbọ́n ọbẹ̀ chickpea ilẹ̀ tín-ín-rín.",òṣìṣẹ́,positive
"òṣìṣẹ́ ìdúró náà fanimọ́ra, bí o kò bá gbé àrífín tàbí picky....... oúnjẹ wá ní leon ní òpin ọ̀sẹ̀ tó kọjá dára -, ṣùgbọ́n iṣẹ́ wọn kò dára, iṣẹ́ wọn burú jáì bẹ́ẹ̀ ni iṣẹ́ wọn kò sì yára.",oúnjẹ,positive
"mo dábàá èyíkéyìí nínú àwọn oúnjẹ salmon wọn, ṣùgbọ́n ìfijíṣẹ́ ń ṣọ́ra, àwọn tábìlì súnmọ́ ara wọn láìní ìrọ̀rùn àti pé iye owó rẹ̀ pọ̀ sí i.",salmon,positive
oúnjẹ ńlá ṣùgbọ́n iṣẹ́ ìsìn náà burú jáì; mo gbìyànjú búrẹ́dì tí a ṣe nílé.,iṣẹ,negative
oúnjẹ ńlá ṣùgbọ́n iṣẹ́ ìsìn náà burú jáì; lílọ àga náà kò rọrùn bẹ́ẹ̀ ni ọbẹ̀ kò ní adùn púpọ̀.,oúnjẹ,positive
"obìnrin obìnrin méjì náà dà bíi pé wọ́n ti ń mu lẹ́mọ́nì, ṣùgbọ́n ilé ọtí dára ìwà sì dára.",obìnrin,negative
"iṣẹ́ náà lọ́ra gidi gan-an (ibẹ̀ kún fún ìdajì péré) àti pé ẹ̀rín ìbá ti dára, ṣùgbọ́n oúnjẹ dára, martinis jẹ́ àjèjì sushi sì ṣẹ̀ṣẹ̀ ṣẹ̀ṣẹ̀.",iṣẹ,negative
"ní àkókò tí ó ga jù, ilé-oúnjẹ náà ti kún fún ọ̀pọ̀lọpọ̀ ènìyàn àti pé tábìlì wọn kò rọrùn, ṣùgbọ́n àyíká oúnjẹ náà dára.",tábìlì,negative
"tí o bá wà níbí gẹ́gẹ́ bí oúnjẹ ṣíwájú ìfihàn, wọ ọkọ̀ ayọ́kẹ́lẹ́ kí o sì gba àfikún ìṣẹ́jú 10 láti lọ sí ibi òkè ìlú. ohun kan tó dára níbi ni sang gosh náà.",ṣíwájú,neutral
"o kan jẹ ohun gbogbo ... awọn ounjẹ, afẹfẹ ... àwọn olùgbàlejò tí kò lágbára àti olóore-ọ̀fẹ́, ṣùgbọ́n iṣẹ́ ilé ọtí náà kò yára bẹ́ẹ̀ orin náà wúwo jù.",afẹfẹ,positive
"o kan jẹ ohun gbogbo ... awọn ounjẹ, afẹfẹ ... àwọn olùgbàlejò tó jẹ́ onínúure àti oore-ọ̀fẹ́, ṣùgbọ́n iye owó wọn kò pọ̀jù, àwọn olùtọ́jú kò dára àti pé ìtọ́wò kò tó nkan.",olùgbàlejò,positive
"o kan jẹ ohun gbogbo ... awọn ounjẹ, afẹfẹ ... awọn incrediby irú ati ore-ọfẹ hostess, ṣugbọn bartender jẹ rude ati iṣẹ ni ko dara.",ounjẹ,positive
"àyíká náà dára, ó pariwo díẹ̀ ṣùgbọ́n ó ṣì dára ó sì nífẹ̀ẹ́; ẹja jẹ́ àpapọ̀ àti pé àwọn ohun mímu náà burú jáì.",ohun,positive
"síbẹ̀síbẹ̀, gẹ́gẹ́ bí oúnjẹ, oúnjẹ náà bà wá nínú jẹ́ pátápátá, ṣùgbọ́n àwọn òṣìṣẹ́ ìdúró dára mo sì gbìyànjú bọ́tà ẹ̀pà sorbet.",oúnjẹ,negative
"mo dábàá ẹja codfish dúdú sísun, ó jẹ́ oúnjẹ tí ó dára jùlọ ní ìrọ̀lẹ́, ṣùgbọ́n olùdarí jẹ́ ìwà ìkà àti pé oúnjẹ kò tó nkan.",codfish,positive
"mo dábàá ẹja codfish dúdú sísun, ó jẹ́ oúnjẹ tí ó dára jùlọ ní ìrọ̀lẹ́, ṣùgbọ́n ìwọ̀n ń ṣiṣẹ́ àti pé àwọn olùgbà ń bínú.",ó,positive
"mo jẹ creole edé aládùn, ṣùgbọ́n sushi tóbi, ìwọ̀nba kékeré kò dára púpọ̀ olùgbàlejò sì bàjẹ́.",creole,positive
"oúnjẹ alẹ́ adìẹ náà dára púpọ̀, ṣùgbọ́n oúnjẹ wọ́n.",adìẹ,positive
"ṣùgbọ́n oúnjẹ náà dùn; ìtọ́wò kéré, iye owó rẹ̀ pọ̀ àti pé ìrírí oúnjẹ kò dára.",oúnjẹ,positive
"ààyè náà jẹ́ ti ìbílẹ̀ ní ìmọ̀lára ìbílẹ̀, ṣùgbọ́n mo gbìyànjú pẹ́pẹ́yẹ, iye owó náà mọ́gbọ́n dání àti pé tuna dára.",ààyè,neutral
"àwọn oúnjẹ àtinúdá bíi sàláàdì akàn ọba pẹ̀lú èso ìfẹ́ vinaigrette àti fettuccine pẹ̀lú ẹja òkun sísun nínú ọbẹ̀ rosemary-orange jẹ́ àwọn èròjà àìròtẹ́lẹ̀ lórí àtòjọ-ẹ̀yàn bistro tí a lè sọ tẹ́lẹ̀, ṣùgbọ́n ọbẹ̀ ehoro dára, ọtí wáìnì dára olùgbàlejò sì burú jáì.",bistro,neutral
"àwọn oúnjẹ àtinúdá bíi sàláàdì akàn ọba pẹ̀lú èso ìfẹ́ vinaigrette àti fettuccine pẹ̀lú ẹja òkun sísun nínú ọbẹ̀ rosemary-orange jẹ́ àwọn èròjà àìròtẹ́lẹ̀ lórí àtòjọ-ẹ̀yàn bistro tí a lè sọ tẹ́lẹ̀, ṣùgbọ́n iṣẹ́ kò dára, oúnjẹ ọ̀sán jẹ́ agbára àti olùdarí jẹ́ ìwà ìkà.",vinaigrette,positive
"àwọn oúnjẹ àtinúdá gẹ́gẹ́ bíi sàláàdì akàn ọba pẹ̀lú èso ìfẹ́ vinaigrette àti fettuccine pẹ̀lú ẹja òkun sísun nínú ọbẹ̀ rosemary-orange jẹ́ àwọn èròjà àìròtẹ́lẹ̀ lórí àtòjọ-ẹ̀yàn bistro tí a lè sọ tẹ́lẹ̀, ṣùgbọ́n olùgbàlejò burú, àwọn òṣìṣẹ́ burú àti pé àwọn ènìyàn ìtajà burú.",oúnjẹ,positive
"àwọn oúnjẹ àtinúdá bíi sàláàdì akàn ọba pẹ̀lú èso ìfẹ́ vinaigrette àti fettuccine pẹ̀lú ẹja òkun sísun nínú ọbẹ̀ rosemary-orange jẹ́ àwọn èròjà àìròtẹ́lẹ̀ lórí àtòjọ-ẹ̀yàn bistro tí a lè sọ tẹ́lẹ̀, ṣùgbọ́n ẹni tí ó ni jẹ́ èké.",fettuccine pẹ̀lú ẹja òkun sísun nínú ọbẹ̀ rosemary-orange,positive
"àwọn oúnjẹ ìpanu montparnasse - pàápàá jùlọ crème brulee siliki àti apple tart-tẹ́ẹ́rẹ́ ìwé dára tó fúnra wọn láti jẹ́ kí ilé-oúnjẹ náà tọ́ sí ìrìn-àjò náà, ṣùgbọ́n àwọn olùtọ́jú náà burú àti pé casserole curried le.",oúnjẹ,positive
"montparnasse ká desserts - paapa awọn silken crème brulee ati iwe-tinrin apple tart - ni o wa dara to lori ara wọn lati ṣe awọn onje tọ awọn irin ajo, ṣugbọn ac ni a aini.",apple tart,positive
"montparnasse ká desserts - paapa awọn silken crème brulee ati iwe-tinrin apple tart - ni o wa dara to lori ara wọn lati ṣe awọn onje tọ awọn irin ajo, ṣugbọn iṣẹ jẹ talaka, ati fortune cookies ni a ẹdun.",crème brulee,positive
"mo jẹ oúnjẹ ńlá níbẹ̀ ní òpin ọ̀sẹ̀ yìí kí ó tó lọ sí sinimá, ṣùgbọ́n olùdarí kò ní oore-ọ̀fẹ́ àti pé àwọn ènìyàn burú jù.",oúnjẹ,positive
"ó ti tó ìgbà díẹ̀ mo sì gbàgbé bí àwọn crepes adùn ṣe lè dùn tó, ṣùgbọ́n ẹja jẹ́ àpapọ̀, iṣẹ́ wọn burú àti pé àwọn òṣìṣẹ́ kò dára.",crepes,positive
"oúnjẹ náà - bí ó tilẹ̀ jẹ́ pé ọ̀pọ̀lọpọ̀ wọn jẹ́ díndín tó jinlẹ̀ - rọrùn ó sì tẹ́ni lọ́rùn, ṣùgbọ́n owó náà tóbi.",oúnjẹ,positive
"àwọn olùjẹ oúnjẹ máa ń lẹ̀ mọ́ sàláàdì tàbí kí wọ́n máa gbádùn àwo ẹlẹ́rìndòdò, ṣùgbọ́n àwọn ẹ̀gbẹ́ wọ́n àti pé àwọn oníbàárà burú jáì.",sàláàdì,positive
"àwọn olùjẹun máa ń lẹ̀ mọ́ sàláàdì tàbí kí wọ́n máa gbádùn àwo ẹlẹ́rìndòdò, ṣùgbọ́n oúnjẹ burú jù àti pé iṣẹ́ burú jáì.",oúnjẹ,positive
"creamy appetizers --taramasalata, eggplant salad, and greek yogurt (with cuccumber, dill, and garlic) taste excellent when on warm pitas, but staff is friendly.",taramasalata,positive
"creamy appetizers --taramasalata, eggplant salad, and greek yogurt (with cuccumber, dill, and garlic) taste excellent when on warm pitas, but host is rude, staff is arrogant and people is worst.",appetizers,positive
"creamy appetizers --taramasalata, eggplant saladi, ati greek yogurt (pẹlu cuccumber, dill, ati ata) itọwo o tayọ nigbati lori gbona pitas, ṣugbọn iṣẹ jẹ buburu ati orin jẹ ju eru.","greek yogurt (pẹlu cuccumber, dill, ati ata)",positive
"creamy appetizers --taramasalata, eggplant saladi, ati greek yogurt (pẹlu cuccumber, dill, ati ata) lenu o tayọ nigbati lori gbona pitas, ṣugbọn ibi jẹ dara, villa jẹ dara ati ifijiṣẹ akoko jẹ sare.",gbona,neutral
"creamy appetizers --taramasalata, eggplant saladi, ati greek yogurt (pẹlu cuccumber, dill, ati ata) lenu o tayọ nigbati lori gbona pitas, ṣugbọn iṣẹ jẹ lọra ati ohun mimu jẹ buburu.",eggplant saladi,positive
"nítorí pé àwọn oníbàárà nílò àtúnṣe attitue tó lágbára, ṣùgbọ́n ọtí ẹlẹ́rìndòdò dára òṣìṣẹ́ náà sì ní ọgbọ́n.",òṣìṣẹ́,negative
"àwọn olùtọ́jú máa ń bínú ní gbogbo ìgbà wọ́n sì máa ń fojú fo àwọn olùkópa gíga wọn, ṣùgbọ́n àyíká rẹwà ibi sì dùn.",olùtọ́jú,negative
"ní ọ̀pọ̀lọpọ̀ ìgbà kí wọ́n sì farada ìwà burúkú àwọn olùtọ́jú, tí wọ́n mọ̀ pé iṣẹ́ wọn kò rọrùn, ṣùgbọ́n ẹyin benedict dùn, iṣẹ́ dára gan-an oúnjẹ sì jẹ́ ìfẹ́.","olùtọ́jú,",negative
"níkẹyìn, iṣẹ́ burúkú náà ti sú mi, ẹ̀rín burúkú, àti ọ̀rọ̀ ẹ̀yìn tí kò dára, ṣùgbọ́n oúnjẹ dára.",iṣẹ,negative
"o jẹ ibile, ounjẹ itali ti o rọrun, ṣugbọn ẹja jẹ apapọ, iye owo ko tọ ati awọn olutọju jẹ buburu.",itali,positive
"oúnjẹ tó dára ni, kò sí nkankan mọ́ àti pé gbogbo ohun tí a fẹ́ nìyẹn, ṣùgbọ́n àga ìká kò rọrùn.",oúnjẹ,positive
"àtòjọ ọtí wáìnì náà fẹ̀, iye owó rẹ̀ dára ó sì bo ọ̀pọ̀lọpọ̀ àwọn agbègbè, ṣùgbọ́n soseji italian tí ó ní adùn fennel wúwo, oúnjẹ wọ́n àti pé oúnjẹ kò tó àpapọ̀.",wáìnì,positive
"àtòjọ ọtí wáìnì náà fẹ̀, iye owó rẹ̀ dára ó sì bo ọ̀pọ̀lọpọ̀ agbègbè, ṣùgbọ́n oúnjẹ kò tó àpapọ̀, owó ńlá àti pé àwọn olùgbà kò dára.",owó,positive
"ọtí wáìnì tó dára oúnjẹ tó dára ìyẹn ni, ṣùgbọ́n ìfijíṣẹ́ máa ń ṣọ́ra, oúnjẹ kò tó nkan àti pé olùgbàlejò burú jáì.",ọtí,positive
"oúnjẹ ọtí wáìnì gidi bẹ́ẹ̀ nìyẹn, ṣùgbọ́n ẹni tí ó ni ín jẹ́ èké, ìtọ́wò kéré àti pé iṣẹ́ wọn kò yára.",oúnjẹ,positive
"mo nífẹ̀ẹ́ ìrọ̀rùn àti ọ̀wọ̀ tí wọ́n fún oúnjẹ náà, bákan náà àwọn òṣìṣẹ́ náà lọ́yàyà wọ́n sì mọ̀, ṣùgbọ́n ìtọ́wò burú jù, orin wúwo jù àti pé ẹran lobster artificial jẹ́ àrà.",òṣìṣẹ́,positive
"mo nífẹ̀ẹ́ ìrọ̀rùn àti ọ̀wọ̀ tí wọ́n fún oúnjẹ náà, bákan náà àwọn òṣìṣẹ́ náà fanimọ́ra wọ́n sì mọ̀ dáadáa, ṣùgbọ́n iṣẹ́ wọn kò yára tó.",oúnjẹ,positive
"oúnjẹ náà kò dára àti pé iṣẹ́ náà lọ́ra gidi gan-an, ṣùgbọ́n lasagna dára jù àti pé ìpín kéré.",oúnjẹ,neutral
"oúnjẹ náà kò dára àti pé iṣẹ́ náà lọ́ra gidi gan-an, ṣùgbọ́n afẹ́fẹ́ wuyì, sàláàdì akàn ọba pẹ̀lú èso ìfẹ́ vinaigrette jẹ́ àtinúdá àti pé oúnjẹ náà dára jùlọ.",iṣẹ,negative
"ó gbà tó wákàtí 2 1/2 láti máa fún wa ní àwọn iṣẹ́ méjì, ṣùgbọ́n french fries dára, burgers dára gan-an salads sì dára.",iṣẹ́,neutral
"ó gbà tó wákàtí 2 1/2 láti jẹ ẹ̀kọ́ 2 wa, ṣùgbọ́n hamburger dùn.",tó,negative
"a paṣẹ gilasi ọti-waini kan ati pe a ti pari jijẹ ati sanwo ṣaaju ki ọti-waini naa wa, ṣugbọn tuna dara ati olutọju jẹ ọrẹ.",ọti-waini,neutral
"àga ká tí mo jókòó sí kò rọrùn, ṣùgbọ́n ọ̀fẹ́ ni oúnjẹ ìpanu.",jókòó,negative
"olùtọ́jú wa lọ́yàyà ó sì jẹ́ ohun ìtìjú pé kò ní àwọn òṣìṣẹ́ tí ó ń ṣe àtìlẹ́yìn láti ṣiṣẹ́ pẹ̀lú, ṣùgbọ́n oúnjẹ tí wọ́n sè yà wọ́n lẹ́nu, oúnjẹ dára púpọ̀ àti pé wọ́n gbìyànjú oúnjẹ àti òtítọ́.",òṣìṣẹ́,negative
"olùtìlẹ́yìn wa lọ́yàyà ó sì jẹ́ ohun ìtìjú pé kò ní àwọn òṣìṣẹ́ àtìlẹ́yìn láti ṣiṣẹ́ pẹ̀lú, ṣùgbọ́n olùgbàlejò jẹ́ ìwà ìkà, àwọn tábìlì súnmọ́ ara wọn láìní ìrọ̀rùn àti pé ọmọ kékeré kékeré kò dára púpọ̀.",olùgbàlejò,positive
"mo lọ sí ilé oúnjẹ ní ọ̀sẹ̀ mo sì bèèrè fún mi kúrò nínú àtòjọ prix fixe, ṣùgbọ́n iṣẹ́ wọn dára.",prix,neutral
"òṣìṣẹ́ ìdúró náà fetí sílẹ̀ ó sì ní ìwà ọmọlúwàbí, ṣùgbọ́n ìṣiṣẹ́ wọn kò yára.",òṣìṣẹ́,positive
"kẹ̀kẹ́ wàrà portuguese tí wọ́n yàn pẹ̀lú èbúté tó dára pèsè ìparí iberian pípé, ṣùgbọ́n ìtọ́wò burú jù àti pé àkàrà òyìnbó kò tọ́ láti dúró síta.",portuguese,positive
