,run,aspect,polarities
419,"sahaja yok... Nutrizione, Nutrizione ... Abashitsi b'umutima mwiza kandi b'umutima mwiza, ariko igikorwa co gukwega ningoga kandi umuziki uraremereye cane.",Ikirere,positive
422,"sahaja yok... Nutrizione, Nutrizione ... Abadandaza b'umutima mwiza kandi b'umutima mwiza, ariko ibiciro ni bibi, abadandaza n'abarovyi ni bike.",gabigabi,positive
424,"sahaja yok... Nutrizione, Nutrizione ... Abashitsi b'umutima mwiza n'igikundiro, mugabo umukozi w'inkorano ni umurushwa+ kandi umusuku ni umurushwa+.",Nutrizione,positive
427,"Icari ciza, cari ikintu c'agaciro kanini ariko kiguma ari ciza kandi kiryoshe; Ifi zirasha, n'ibinyobwa birasa nabi cane.",Ambiance None,positive
430,"Ariko rero, kubera ko twababajwe cane n'ivyo kurya, ariko umurimyi w'indya z'ibi",Nutrizione,negative
433,"Ndasavye ko umucanwa w'indya z'indya zo mu gitondo ari zo nziza cane, ariko umukate ni umucafu, kandi umukate ni uwuri munsi y'umutaga.",codfish codfish codfish,positive
436,Ndasavye ko umucanwa w'umushobi w'umushobi w'umucuzi w'umucuzi w'umushanga,Divya Disha,positive
439,Nahora nd'umukobga w'umushaha,Shrimp Creole None None,positive
442,"Kurya kw'inkoko ni vyiza, ariko gufungura ni vyiza cane.",Intake Chicken Dinner,positive
445,"Ariko rero, gufungura vyari biryoshe; Ivyimbe ni bike, ibiciro vy'ibidandazwa ni vyinshi, n'ibifungurwa biguma bisosa.",Nutrizione,positive
448,"Vyumvikana ko ari ibisanzwe, ariko ndagerageza guhenda, ibiciro ni vyiza, n'ibidandazwa ni vyiza.",Ikiro,neutral
452,Imfungurwa z'impeke nka salade y'umwami crab hamwe na vinaigrette y'ivyamwa vy'ivyamwa vy'ibiterwa be n'ibifungurwa vy'impeke vy'ibifungurwa vy'ibiterwa vy'imbuto z,bistro swimwear menu,neutral
456,Imfungurwa z'impeke nk'impeke y'ibiterwa vy'ivyamwa vy'ibiterwa vy'imbuto z,Ekode Eko,positive
460,Imfungurwa z'impeke z'ibiterwa vy'ivyamwa vy'ibiterwa vy'ubwoko bw',Esha Esha,positive
464,Imfungurwa zo mu bwoko bw'ibifungurwa nka salade y'ibiterwa vy'ivyamwa vy'ibiterwa vy'ivyamwa vy'ibiterwa vy'imbuto z,Anata no yoru ni narenai yoru no kasu wo sagasu,positive
468,3.000 000 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 20 0 0 0 20 20 0 0 20 0 0 0 0 0 0 0 0 20 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0,Desserts Swimwear,positive
472,"Ikena ry'impeshi n'iy'ipamba ry'impeshi n'iy'ipamba ry'impeshi, rifise akamaro k'impembo rifise akamaro k'uruja n'urufuro.",Eshika Tart,positive
476,"Uruganda rw'imyumbati rw'imyumbati n'iy'imyumbati ni rwo ruheza ruhabwa amahirwe yo kubona serivisi z'ubukerarugendo, ariko serivisi ni iy'agaciro, kandi itunga ry'umutungo ni iy'agaciro.",ivye brulee,positive
479,"Mu mpera z'ino ndwi twaraye turangije, imbere y'uko tuja mu ndyane z'abantu, ariko umuhagarikizi ni mwiza cane.",kuriya,positive
482,"Nahora nibagira ingene ivyimba biryoha, ariko ivyibu ni vyiza cane, kandi n'abakozi ni babi.",crepes none none,positive
485,"Mu bisanzwe, ibifungurwa biryoshe cane, biraryoshe cane, kandi biraryoshe cane.",Nutrizione,positive
487,"Abadandaza b'ibifungurwa barafungura canke bagaca bafungura ibifungurwa, ariko ibifungurwa birazimvye, kandi ibifungurwa vy'ibifungurwa ni bibi cane.",Salade None,positive
489,"Abarya ibifungurwa barafungura canke bagaca bafungura ibifungurwa, ariko gufungura ni bibi cane kandi ni bibi cane.",Umutobe w'imbaho,positive
493,"Creamy appetizers - taramasalata, salade y'amagi, na yogurt y'ikigiriki (ifise cuccumber, dill, na garlic) iraryoha cane iyo ku pita zishushe, ariko abakozi ni abagenzi.",Taramasalata None,positive
497,"Creamy appetizers - taramasalata, salade y'amagi, na yogurt y'ikigiriki (ifise cuccumber, dill, n'i garlic) iraryoha cane iyo ku pita zishushe, ariko umushitsi ni mubi, inkoni ni ubwibone kandi abantu ni babi.",Creamy Appetizers None,positive
499,"Creamy appetizers - taramasalata, salade y'amagi, na yogurt y'ikigiriki (ifise cuccumber, dill, na garlic) iraryoha cane iyo ku pita zishushe, ariko serivisi ni mbi kandi umuziki uraremereye cane.","Yogurt Greco (with cuccumber, dill, na garlic)",positive
503,"Creamy appetizers - taramasalata, salade y'amagi, hamwe na yogurt y'ikigiriki (ifise cuccumber, dill, n'i garlic) iraryoha cane iyo ku pita zishushe, ariko ahantu ni heza, Villa ni nziza kandi igihe co gutanga kirihuta cane.",Pitas Eshika,neutral
507,"Creamy appetizers - taramasalata, salade y'amagi, na yogurt y'ikigiriki (ifise cuccumber, dill, na garlic) iraryoha cane iyo ku pita zishushe, ariko serivisi irateba kandi inyobwa ni kibi.",Eggplant Salad None None,positive
509,"Ariko rero, abadandaza barakeneye amahinduka akomeye, ariko umuvinyu ni munini, kandi uwuzizi neza.",Barovyi waiters,negative
512,"Abo bazungu bama bashangashiwe, eka mbere n'abahora bikengera, ariko ubuhizi ni bwiza kandi buhimbaye.",Barovyi waiters,negative
515,"10.10.2016 Vyongeye, biragoye kumenya ko akazi kabo karyoshe, ariko umudiho wa Benedicto ni mwiza, igikorwa ni ciza cane kandi ico umuntu afungura ni urukundo.",Barovyi waiters,negative
518,"Nahavuye ndwana n'inyosha mbi, nca nsubira kuvuga, ariko gufungura ni vyiza.",Ahumada,negative
521,"Ni imfungurwa zisanzwe kandi zoroshe zo mu Butaliyano, ariko ifi ni zo zifise igiciro, kandi abarovyi ni babi.",Nutri Italiano,positive
524,"Ivyo kurya ni vyiza gusa, nta kindi dushaka atari ico gusa, ariko iyo ntebe y'umushozi iraryoshe.",Nutrizione,positive
528,"Indya zifise agaciro kanini, zifise igiciro kinini, kandi zifise akamaro kanini, ariko indya zo mu butaliyano ni nyinshi cane, imfungurwa zifise agaciro kanini, kandi imfungurwa ziri munsi y'urugero.",Urutonde rw'umuvinyu,positive
532,"Ibiribwa ni binini kandi biri ku giciro kinini, ariko ibifungurwa biri munsi y'ibifungurwa, kandi ibifungurwa ni binini, kandi abarovyi ni babi.",Qiavya Price,positive
536,"Ivyo kurya ni vyiza cane, ariko iyo umuntu ariye ni umurya, kandi umunywanyi ni mwiza cane.",Divya Vinka,positive
540,"Ni vyiza ko umuvinyu mwiza uryoshe, ariko uwunywa umuvinyu ni mwiza, ariko uwurya neza ni muto cane.",Nutrizione,positive
543,"Ndakunda abantu bafungura n'ukuntu bafungura, n'abakozi bari bazi neza kandi bazi neza, ariko uburyohe ni bubi cane, umuziki ni munini cane kandi w'ivyuma vy",umukozi,positive
546,"Ndakunda abantu bafungura n'umutima mwiza, n'abafise umutima mwiza kandi bazi neza, ariko umurimo urateba cane.",Nutrizione,positive
550,"Ibifungurwa vyari biryoshe cane, kandi ico gikorwa cari gito cane, ariko lasagna ni nziza cane kandi imigabane ni nto.",Nutrizione,neutral
554,"Ivyo kurya vyari biryoshe cane, kandi ico gifungurwa cari kiryoshe cane, ariko ikirere c'ibiterwa ni kirumara, ibiterwa vy'imbuto z",Ahumada,negative
556,"Vyafashe nk'amasaha abiri n'igice kugira dusigurwe, ariko igifaransa ni ciza, kandi ikirundi ni ciza.",IshikaWawa Courses,neutral
558,"Vyadutwaye nk'amasaha abiri n'igice kugira ngo dusukure neza, ariko yehova arashobora kuvyifatamwo neza.",Nusom,negative
560,"Twaca duhereza agacupa k'umuvinyu, tugaheza tugahereza umuvinyu imbere y'uko umuvinyu ushika, ariko tuna ni nziza kandi umurindira ni mwiza.",Icupa ry'umuvinyu,neutral
563,"Intebe y'aho nari nicaye nta co nari mfise, ariko nta mwidegemvyo warimwo.",Ku ntebe y'ubushozi,negative
565,"Vyongeye, uwo mutama wacu yari afise umutima mwiza, kandi ni akamaramaza kubona ata n'umwe akorana n'abo bakorana, ariko agafungurwa kariko gatangara cane, kandi ivyo gufungura ni ibintu biryoshe cane.",umukozi,negative
568,"Uwo munyeshure yarafise umutima mwiza kandi atabona neza ko akorana n'umuhingi, ariko umuhagarikizi ni mwiza cane, kandi nta n'umwe avyiteze.",Musubiri Waiter,positive
570,"Naragiye mu cumba c'uburiro, nca nja ku mpeshi y'impeshi y'impeshi y'umuruho, ariko igikorwa kiraryoshe cane.",Prix Prix Fixe None,neutral
573,"Abakozi bari batonze kandi b'urupfasoni, mugabo umurimo urateba.",Rindira Staff,positive
577,10.00 00 0 0 0 0 0 0 0 0 0 0 0 0 20 0 0 0 0 0 0 0 0 0 0 20 0 0 0 0 0 0 0 0 0 20 0 0 0 0 20 0 0 0 0,portigale camahe karte,positive
581,Umunywanyi w'umunywanyi w'intamba mu c'amavu y'amavu y'imyumbati ashira hamwe n'umudiho w'umunywanyi w'umutaliyano.,Port None None,positive
585,"Naho vyari binini cane kandi vyari biryoshe, ibinyobwa vyari biryoshe cane, kandi ibifungurwa vyari biryoshe cane, ariko icumba cari kiryoshe cane.",vyara to ega,positive
589,"Naho vyari binini cane kandi vyari biryoshe, ibinyobwa vyari biryoshe cane, kandi ivyo bifungurwa vyari biryoshe cane, ariko indya z'umutaliyano ni nyinshi cane.",Nutrizione,positive
592,"Ibiciro si bibi, ariko imishahara y'imeza ni nziza cane, kandi n'abakozi ni abagenzi.",Ibiciro,positive
595,"Uwo muhinyanyuzi akaba yari menshi cane, ariko iy'umutaliyano w'umutaliyano w'umutaliyano uraremereye cane.",Ahumada,positive
599,"Mu bindi bihe naragiye mw'ijuru ry'urukundo, urashobora gutambuka uronse indaro iruhande y'amadirisha, ugafatwa nka VIP ahantu hadafise abantu benshi, hamwe n'imfungurwa nyinshi n'umurimo, ariko igiciro ni kinini.",Ahumada,positive
603,"Ikindi gihe naragiye mw'ijuru ry'urukundo, urashobora gutambuka uronse indaro iruhande y'amadirisha, gufatwa nka VIP ahantu hadafise abantu benshi, hamwe n'imfungurwa nyinshi n'umurimo, ariko umushitsi ni umutamana.",Nutrizione,positive
605,"Ikindi gihe naragiye mw'ijuru ry'urukundo, urashobora gutambuka uronse indaro iruhande y'amadirisha, ugafatwa nka VIP ahantu hadakunda abantu benshi, hamwe n'imfungurwa nyinshi n'umurimo, ariko kwisubiriza ni vyiza.",nyoba windows nya,neutral
609,"Ikindi gihe naragiye mw'ijuru ry'urukundo, urashobora gutambuka uronse indaro iruhande y'amadirisha, ugafatwa nka VIP ahantu hatabaye huzuye abantu benshi, hamwe n'imfungurwa nyinshi n'umurimo, mugabo agakeke ntikwiye guhagarara hanze.",Icaro,positive
612,"Uburozi, ubwoko bwose bwo mu buseruko bwo hagati burakwira, isabuni na falafel, isupu, amafi, umuceri, imboga, imboga z'umuceri, ikintu c'umuceri, ikintu ca spinach, kebabs z'intama, baclava. Ivyo vyose biraryoshe, ariko ku mugoroba biraryoshe.",Cheese None None,positive
616,"Uburozi, ubwoko bwose bwo mu buseruko bwo hagati burakwira, isabuni na falafel, isupu, amafi, umuceri, imboga, imboga z'umuceri, ikintu c'umuceri, ikintu ca spinach, kebabs z'intama, baclava. Ivyo vyose biraryoshe cane, n'ibifungurwa biryoshe cane, ariko usanga abantu bafungura nabi cane, kandi nta n'umwe yarya.",fise,positive
619,"Uburozi, ubwoko bwose bwo mu buseruko bwo hagati burakwira, isabuni na falafel, isupu, amafi, umuceri, imboga, imboga z'umuceri, ikintu c'umuceri, ikintu ca spinach, kebabs z'intama, baclava. Isupu y'ibishobisho iraryoha, ariko isabune y'umusozo ni iy'umusozo.",Ewa Ewa,positive
622,"Uburozi, ubwoko bwose bwo mu buseruko bwo hagati burakwira, isabuni na falafel, isupu, amafi, umuceri, imboga, imboga z'umuceri, ikintu c'umuceri, ikintu ca spinach, kebabs z'intama, baclava. Ivyo vyose biraryoshe, kandi vyose biraryoshe, ariko ntibiryoshe.",Imbuto z'ibimera,positive
624,"Uburozi, ubwoko bwose bwo mu buseruko bwo hagati burakwira, isabuni na falafel, isupu, amafi, umuceri, imboga, imboga z'umuceri, ikintu c'umuceri, ikintu ca spinach, kebabs z'intama, baclava. Ivyo vyose ni vyiza cane, ariko umushitsi ni umucuzi, umushitsi ni umucuzi w'umucuzi, umucuzi w'umucuzi ni umucuzi w'umucuzi.",Veggies Fresh None None,positive
627,"Uburozi, ubwoko bwose bwo mu buseruko bwo hagati burakwira, isabuni na falafel, isupu, amafi, umuceri, imboga, imboga z'umuceri, ikintu c'umuceri, ikintu ca spinach, kebabs z'intama, baclava. Ivyo vyose ni vyiza cane, kandi ivyo vyose biraryoshe, ariko uburongozi bw'igihugu ni buke cane, ubusuku ni bubi, kandi umunywanyi w'umutaliyano ni umunywanyi w'umutaliyano.",Rice Medley None None,positive
630,"Uburozi, ubwoko bwose bwo mu buseruko bwo hagati burakwira, isabuni na falafel, isupu, amafi, umuceri, imboga, imboga z'umuceri, ikintu c'umuceri, ikintu ca spinach, kebabs z'intama, baclava. Ivyo vyose biraryoshe, kandi vyose biraryoshe, ariko igikorwa co gukora ni agahomerabunwa.",Shoba Thingi,positive
633,"Uburozi, ubwoko bwose bwo mu buseruko bwo hagati burakwira, isabuni na falafel, isupu, amafi, umuceri, imboga, imboga z'umuceri, ikintu c'umuceri, ikintu ca spinach, kebabs z'intama, baclava. Ivyo vyose biraryoshe, kandi vyose biraryoshe, ariko umushitsi ni umuhezasoni.",Eshika Eshika,positive
636,"Uburozi, ubwoko bwose bwo mu buseruko bwo hagati burakwira, isabuni na falafel, isupu, amafi, umuceri, imboga, imboga z'umuceri, ikintu c'umuceri, ikintu ca spinach, kebabs z'intama, baclava. Ivyo vyose biraryoshe cane, kandi vyose biraryoshe, ariko umukate ni umucafu, kandi nta n'umwe yateka.",Uburasirazuba bwo hagati bwakwiragiye,positive
639,"Uburozi, ubwoko bwose bwo mu buseruko bwo hagati burakwira, isabuni na falafel, isupu, amafi, umuceri, imboga, imboga z'umuceri, ikintu c'umuceri, ikintu ca spinach, kebabs z'intama, baclava. Ivyo vyose biraryoshe cane, kandi vyose biraryoshe, ariko umukate ni muto cane kandi uryoshe cane.",kebabs kebabs none none,positive
642,"Uburozi, ubwoko bwose bwo mu buseruko bwo hagati burakwira, isabuni na falafel, isupu, amafi, umuceri, imboga, imboga z'umuceri, ikintu c'umuceri, ikintu ca spinach, kebabs z'intama, baclava. Ni vyiza cane, kandi vyose biraryoshe, ariko kurindira birashobora kuba bibi.",soho soho,positive
645,"Uburozi, ubwoko bwose bwo mu buseruko bwo hagati burakwira, isabuni na falafel, isupu, amafi, umuceri, imboga, imboga z'umuceri, ikintu c'umuceri, ikintu ca spinach, kebabs z'intama, baclava. Ni vyiza cane, kandi vyose biraryoshe, ariko umukuru w'igihugu ni umunyakabi.",cheese bavyera,positive
648,"Uburozi, ubwoko bwose bwo mu buseruko bwo hagati burakwira, isabuni na falafel, isupu, amafi, umuceri, imboga, imboga z'umuceri, ikintu c'umuceri, ikintu ca spinach, kebabs z'intama, baclava. Ivyo vyose biraryoshe cane, ariko itunga ry'itunga ry'igihugu ni rirerire kandi rifise itunga ry'igihugu rifise inzigo.",Rice None,positive
651,10-000-000 000 000 000 000 000 000 000 000 000 000 000 000 000 000 000 000 000 000 000 000 000,Ahumada,negative
655,10.10.2016 2016 2016 16 2016 10:24 20 20 20 20 20 00 20 20 20 20 20 20 20 20 20 20 20 20 201 20 201 20 20 20 20 20 20 20 20 201 20 20 20 20 20,Ahumada,negative
657,"Mu buzima bwanje nahora ndyoheje, n'ubushuhe burenze urugero bw'ibifungurwa vyanje (mu gihe abantu bafungura nabi cane), ariko ikirere cari gisugaye cane.",Ndya Ndya,neutral
661,10.10.2016 2016 10:24 14 16 14 14 14 14 14 14 14 14 14 14 14 14 14 14 14 24 14 14 14 14 14 14 14 14 20 20 20 20 20 20 20 20 201 20,Nutrizione,negative
663,"3 hours ago 20 Hours ago 2016 None N'aho abo banyeshure bari babi cane, n'abatobato bari babi cane.",Ashika Ashika,neutral
665,"Amasaha atatu imbere y'uko tuja mu bunywero bw'imborerwa, ni vyiza cane kandi ni vyiza cane.",Arinze Arinze,negative
668,"Ibiribwa ni vyiza kandi ni vyiza, ariko izina ry'umuntu rihambaye kuruta ayandi mu buzima bwanje ririko rirankora; Billie Big None",Nutrizione,positive
671,"11.Kwirinda kwisamaza, ahubwo kwiye kwitondera inyosha mbi; Umuvinyu uryoshe.",Delila None,negative
675,"Mu vy'ukuri, ibifungurwa biracari vyiza, kandi igikorwa kiranyaruka kandi kiranyaruka, naho kenshi usanga ari akazi kenshi gahambaye.",Ahumada,positive
679,"Mu vy'ukuri, ibifungurwa biracari vyiza, kandi igikorwa kiranyaruka kandi kirakomeye, naho nyene akazi kiwe kaguma kakiboneka, ariko umuhagarikizi ni umunywanyi w'umunywanyi kandi agacika intege.",Nutrizione,positive
683,"Si vyiza cane, nta n'umwe arindira, kandi nta n'umwe aronka amahera menshi; Ariko abarovyi barashavura.",Ahumada,positive
687,"Ni vyiza cane, nta n'umwe muri mwebwe aronka amahera menshi, ariko amahera ni menshi cane, ni menshi cane kandi ni meza cane.",Rindira,positive
689,"Ni vyiza cane, nta n'umwe avyitezeko, kandi nta n'umwe muri mwebwe aronka amahera menshi, ariko ivyo gufungura ni ibintu bidahuye n'ivyo umuntu afungura, kandi ivyo biribwa ni vyiza cane, kandi nta n'umwe avyitezeko.",Ikiciro:: Ikiciro,positive
693,"Abarundi barakunda cane, kandi iyo mvura ni nyinshi cane, ariko iy'isi irakomeye cane kandi irakomeye cane.",Ivye Pasta,positive
697,"Abadandaza b'amafi barakunda cane, kandi ivyo bifi ni vyo biguma bikundwa cane muri iyi si, ariko amafi ni menshi cane, kandi urutonde rw'umuvinyu ruguma ruhomboka.",Barovyi waiters,positive
701,"Ni vyiza ko umuntu aryoherwa cane n'ibifungurwa biryoshe, ariko icumba ni ikintu kidasanzwe, ico umuntu afungura ni kibi, kandi ico kurya ni ikintu kiryoshe.",Nutrizione,positive
705,"Ni uburyohe bw'ibifungurwa n'ibifungurwa biryoshe, ariko umukate ni umukate, umukate uri munsi y'ibifungurwa, kandi umucuzi ni umucuzi w'umucuzi.",Bar None,positive
708,"Ni ahantu heza ho kwifatanya n'abagenzi, ariko ubunini ni ubunini bw'umubiri kandi buguma budakora neza.",Icaro,positive
711,"Nakunze cane ibinure vyo mu bwoko bw'ibishobisho, ariko ubunini bw'ibishobisho ni vyinshi cane.",sasho ni kakete yuku yo,positive
714,"Ku munywanyi w'umunywamazi ni umunywamazi, ariko isupu iryoshe, inzoga ni nziza kandi inyobwa ni nziza cane.",Ahumada Ahumada,neutral
717,"Ku bwiwe ngo umunywanyi w'indya ni umunywanyi, ariko umunywanyi w'umushozi ni mwiza, ariko kurya kw'indya ni bibi cane, kandi nta ndya zifise.",calamari,positive
721,"Ibiciro vy'ibifungurwa, ibifungurwa n'ibifungurwa biri munsi y'ibidandazwa, n'ibifungurwa biri munsi y'ibifungurwa.",Amasra Amasra,positive
725,"Ibiribwa ni bike kandi bishimishije, ariko ibifungurwa ni bike, kandi biri ku giciro kiri hasi.",Ahumada,positive
729,"Ibiciro vy'ibidandazwa, ibidandazwa binini kandi bitonze, ariko imbere mu gihugu ni vyiza cane, kandi birazimvye.",Ibiciro,positive
732,"3.1.1.1.1.1.2016 10: 1 Ivyibushe ni bibi cane, ivyibushe si vyiza cane kandi ni vyinshi cane.",Ikirere,positive
735,"11.10.2016 Vyongeye, umucuzi wacu yari umuntu w'incahago, yari umuntu w'incanka, yari umuntu w'incanka, kandi yari umuntu w'incanka; Avocado Shrimp Salad None",Musubiri Waiter,negative
738,"Umunywamazi ni mwiza, ariko umuvinyu ni mwiza, inkoko ni nziza, kandi ibifungurwa ni vyinshi.",Srashika,negative
741,"Indya ziryoshe, ni nziza, ariko ni nziza, ni nziza.",menu none,negative
744,"Ibiciro vy'ibifungurwa, ntibiri n'ico bitwaye, ariko serivisi ni ukuyitwararika.",Ikiciro:: Ikiciro,negative
747,"Igiciro c'ibifungurwa, nta co bitwaye, ariko ibifungurwa biraryoshe.",Nutrizione,negative
750,"N'iyo umusuku atari mu nzu, ibifungurwa n'ibifungurwa biri mu nzira nziza, ariko ibifungurwa vy'imbeho ntibishobora kuribwa.",Ahumada,positive
753,"N'iyo umusuku atari mu nzu, ibifungurwa n'ibifungurwa usanga ari vyiza, ariko umusuku ni umubeshi.",Nutrizione,positive
755,"N'iyo umusuku atari mu nzu, ibifungurwa n'ibifungurwa ni vyo biguma biduga, ariko ibiciro vy'ibifungurwa biri hejuru.",bosho boho,neutral
758,"Iyo ndiko ndateka, ndaribwa cane n'ibifungurwa vyanje mu ma resitora, ariko gufungura ni bibi cane, igice c'umuceri ni ciza kandi gufungura neza.",Nutrizione,neutral
760,"Umukuru w'igihugu c'u Wald avuga ko ibikorwa vy'umukuru w'igihugu vyama ari bike, kandi akazi kaja ku mishatsi.",bosho boho,positive
763,"Coba aja di coba tsajanya... 10:000, 200, 400, 400, 400, 400, 400, 400, 100, 200, 200, 200, 2018 10:23)",Lambya Chops None None,positive
766,"Coba aja di coba tsajanya... 10.10.10.10.2016 4:30 10 10 Ebu, ey'iy'ey'ey'",candy cane gratin,positive
769,"Coba aja di coba tsajanya... Isupu y'ibiribwa, isupu y'ibiribwa, iy'inkoko, mu biribwa no mu biribwa, iy'ibiribwa ni iy'agaciro kanini, iy'ibiribwa ni iy'igiciro.",sagara to kurihara,positive
772,Coba aja di coba tsajanya... 3.1.10.2016 à 10:00 À à,Rabbit none,positive
775,"Coba aja di coba tsajanya... 10.000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000 000 000 000",Velavya Chops,positive
778,"Nta n'umwe muri mwebwe yovuga ko ari umucanwa, ariko umusozo w'umukazo.",menu none,positive
780,"Vyongeye, umusuku n'umusuku usanga bikwegakwega cane kugira ngo utume wumva umerewe neza, ariko igikorwa kirateba, kirateba kigaca kireha, kandi amameza ni meza cane.",Muguruza owner,positive
782,"Vyongeye, nyen'urugo n'umucuzi akwegakwega cane kugira ngo atume wumva umerewe neza, ariko abakwega ni babi, n'imice ni mitomito.",umukozi,positive
784,"Saba imfuruka y'imfuruka iruhande y'idirisha rinini. Ivyo kurya ntivyari biryoshe, kandi ico kiyaya cari gisukuye.",Imfuruka y'idirisha iruhande rw'idirisha rinini,positive
