,ha,aspect,polarities
422,"Dukan abu ne kawai... abinci, yanayi... mai alheri da kuma mai alheri, amma kuɗin ya yi yawa, masu biya ba su da kyau kuma ɗanɗano ba shi da sauƙi.",2019,positive
424,"Dukan abu ne kawai... abinci, yanayi... Mai hidima mai alheri da kuma mai alheri, amma mai ba da bar mai rashin hankali ne kuma hidima ba ta da kyau.",abinci,positive
427,"Yanayin yana da kyau, ɗan ƙarfi amma har ila mai kyau da kuma mai son kai; Kifi yana da tsawon",Ambiance,positive
430,"Amma, da yake muna cin abinci, mun yi baƙin ciki sosai da abincin, amma waitstaff yana da kyau kuma ina ɗanɗana sorbet na mai da",abinci,negative
433,"Ina shawarwarin kifi mai baƙi da aka ƙonawa, shi ne abinci mafi kyau na yamma, amma manajan abinci ne mai rashin hankali kuma abinci ba shi da tsawon",Black da aka ƙone codfish,positive
436,"Ina shawarwarin kifi mai baƙi da aka ƙonawa, shi ne abinci mafi kyau na yamma, amma girmarsa tana da yawa kuma masu ba da abinci suna fushi.",10.,positive
439,"Ina da creole mai laushi, amma sushi ya fi girma, filet minor ba shi da kyau sosai kuma mai kula da shi ba shi da kyau.",shiki creole,positive
442,"Idin da ake cin da ƙanƙara yana da kyau sosai, amma cin abinci yana da tsada sosai.",Cin abinci na shan,positive
445,"A'a, buƙatar abinci ta fi ƙarfin nan. ɗanɗano ba shi da sauƙi, sayar tana da tsada sosai kuma abincin yana da wuya.",abinci,positive
448,"Wurin yana da al'ada, amma ina gwada siki, kuɗin yana da kyau kuma tuna yana da kyau.",space,neutral
452,"Abinci masu kyau kamar salad na king crab da vinaigrette na ' ya'ya mai sha'awa da kuma abinci na teku da aka ƙwace cikin sosin rosemary-orange abubuwa ne da ba a sani ba a cikin abincin da ba a sani ba, amma daji na ƙarfe yana da kyau, ruwan inabin yana da kyau kuma ɗan'uwa ba shi da kyau.",menu na bisi,neutral
456,"Abinci masu kyau kamar salad na king crab da vinaigrette na ' ya'ya mai sha'awa da kuma abinci na teku da aka ƙwace cikin sosin rosemary-orange abubuwa ne da ba a sani ba a cikin abincin da ba a sani ba, amma hidima ba ta da kyau, cin abinci iko ne kuma manajan rashin hankali ne.",salad na ƙanƙara da vinaigrette na ' ya'ya mai sha'awa,positive
460,"Abinci masu kyau kamar salad na ƙanƙara da vinaigrette na ' ya'ya mai sha'awa da kuma ƙwaya da abinci na teku da aka ƙwace cikin sosin rosemary-orange abubuwa ne da ba a sani ba a cikin abincin da ba a sani ba, amma mai ba da abinci ba shi da kyau, ma'aikatan ba su da kyau kuma sayar da mutane ba su da kyau.",abinci,positive
464,"Abinci masu kyau kamar salad na ƙanƙara da vinaigrette na ' ya'ya mai sha'awa da kuma abinci na teku da aka ƙwace cikin sosin rosemary-orange abubuwa ne da ba a sani ba a cikin abincin da ba a sani ba, amma mai mulkin ƙarya ne.",an yi amfani da abinci na teku da aka ƙwace a cikin sosin rosemary-orange,positive
468,"Montparnasse's desserts-- musamman ma'auni crème brulee da tart na afula mai ƙaramin takarda- suna da kyau da kansu don su sa gidan abinci ya yi amfani da tafiyar, amma masu biya ba su da kyau kuma casserole da aka yi da curryd yana da tsanani.",abinci na ƙwaya,positive
472,"Montparnasse's desserts-- musamman ma crème brulee na silken da tart na afula-su ne masu kyau da kansu don su sa gidan abinci ya yi amfani da tafiyar, amma ac rashin.",apple tart,positive
476,"Montparnasse's desserts-- musamman ma'auni crème brulee da tart na afula mai ƙaramin takarda- suna da kyau da kansu don su sa gidan abinci ya yi amfani da tafiyar, amma hidima ba ta da kyau, kuma kuki na dukiya ƙarya ne.",crème brulee,positive
479,"Na ci abinci mai kyau a wurin a wannan ƙarshen watanni kafin ka je fim, amma manajan ba shi da kyau kuma mutane ba su da kyau.",cin abinci,positive
482,"Na yi ɗan lokaci kuma na manta yadda ƙanƙara za ta iya zama mai laushi, amma kifi yana da tsawon",2019,positive
485,"Abin da ake ci, ko da yake yawancinsa yana da zurfi, yana da sauƙi kuma yana gamsarwa, amma biyan biyan biyan biyan biyan",abinci,positive
487,"Masu cin abinci suna saka salad ko kuma su ci abinci na ci, amma ƙanƙara suna da tsada kuma masu sayar da bar suna da ban sha'awa.",salad,positive
489,"Masu cin abinci suna ci da salad ko kuma suna cin abinci na ci, amma cin abinci ba shi da kyau kuma yin hidima ba shi da kyau.",abinci na ci,positive
493,"Creamy appetizers --taramasalata, eggplant salad, da yogurt na Helenanci (da cuccumber, dill, da kawul) suna da kyau sa'ad da suke cikin pitas mai ɗumi, amma ma'aikatan suna da aminci.",taramasalata,positive
497,"Creamy appetizers --taramasalata, eggplant salad, da yogurt na Helenanci (da cuccumber, dill, da kawul) suna da kyau sa'ad da suke cikin pitas mai ɗumi, amma mai kula yana da rashin hankali, ma'aikatan girman kai ne kuma mutane suna da mugun sakamako.",Creamy appetizers,positive
499,"Creamy appetizers --taramasalata, eggplant salad, da yogurt na Helenanci (da cuccumber, dill, da kawul) suna da kyau sa'ad da suke cikin pitas mai ɗumi, amma hidima ba ta da kyau kuma waƙa tana da nauyi.","Yogurt na Helenanci (da cuccumber, dill, da kawul)",positive
503,"Creamy appetizers --taramasalata, salad na eggplant, da yogurt na Helenanci (da cuccumber, dill, da kawul) suna da kyau idan a pitas mai ɗumi, amma wuri yana da kyau, Villa yana da kyau kuma lokacin haihuwa ya fi sauƙi.",hot pitas,neutral
507,"Creamy appetizers --taramasalata, salad na eggplant, da yogurt na Helenanci (da cuccumber, dill, da kawul) suna da kyau sa'ad da suke shan pitas mai ɗumi, amma hidima tana da sauri kuma shan giya yana da ban sha'awa.",salad na eggplant,positive
509,"Domin masu ba da abinci suna bukatar gyara mai tsanani na ATTITUE, amma ruwan inabi mai kyau ne kuma ma'aikatan suna da sani.",masu ƙwazo,negative
512,"Koyaushe masu ba da ziyara suna fushi kuma suna ƙyale masu ba da gudummawa sosai, amma yanayin yana da kyau kuma wurin yana da daɗi.",masu ƙwazo,negative
515,"Sau da yawa kuma ka jimre da halin mugun ɗan ƙwaƙwalwa, sanin cewa aikinsu ba shi da sauƙi, amma ƙwaya Benedict mai laushi ne, hidima mai kyau ce kuma abinci ƙauna ce.",masu ƙwazo,negative
518,"A ƙarshe, na ƙyale wannan mugun hidimar, na yi murmushi, kuma na yi magana a baya, amma abinci yana da kyau.",sabis,negative
521,"Abinci na Italiya ne, amma kifi yana da tsawon",Abincin Italiyanci,positive
524,"Abinci ne mai kyau, ba abin da muke so ba kuma wannan ne kawai muke so, amma kujerun da ke rufe ba shi da sauƙi.",abinci,positive
528,"Wannan jerin ruwan inabin yana da tsada sosai, yana da tsada sosai kuma yana ƙunshi wurare da yawa, amma sausage na Italiya mai laushi na fennel yana da nauyi, abinci yana da tsada kuma abinci ya rage tsawon",Jerin ruwan inabi,positive
532,"Wannan jerin ruwan inabin yana da tsada sosai, yana da tsada sosai kuma yana ƙunshi wurare da yawa, amma abinci bai kai tsawon",farashin,positive
536,"Ruwan inabi mai kyau na abinci mai kyau, amma idarwar tana da hankali, abinci ya rage tsawon",ruwan inabi,positive
540,"Abinci mai kyau na ruwan inabi mai kyau, amma mai mulkin ƙarya ne, ɗanɗano ba shi da sauƙi kuma hidima tana da sauri.",abinci,positive
543,"Ina son sauƙin hali da daraja da aka ba wa abincin, da kuma ma'aikatan suna da aminci kuma suna da sani, amma ɗanɗano mafi muni ne, waƙa tana da nauyi sosai kuma nauyin lobster na ƙerawa na ƙarya ne.",ma'aikata,positive
546,"Ina son sauƙin hali da daraja da aka ba wa abincin, da kuma ma'aikatan suna da aminci da kuma sani, amma hidima ba ta da sauƙi.",abinci,positive
550,"Abin da ake ci ba shi da kyau kuma ba a yi amfani da shi da sauri sosai, amma lasagna ya fi kyau kuma ba shi da yawa.",abinci,neutral
554,"Abin da ake ci ba shi da kyau kuma aikin ba shi da sauƙi, amma yanayin yana da kyau, salad na king crab da vinaigrette na ' ya'ya mai sha'awa yana da kyau kuma abinci yana da kyau.",sabis,negative
556,"Ya ɗauki kusan awa biyu da rabi kafin a ba mu abinci biyu, amma french fries yana da kyau, burger yana da kyau kuma salad yana da kyau.",2019,neutral
558,"Ya ɗauki kusan awa biyu da rabi kafin a ba mu abinci na biyu, amma hamburger mai laushi ne.",yi,negative
560,"Mun zaɓi ruwan inabin kuma muka gama cin abinci da biya kafin ruwan inabin ya zo, amma tuna mai kyau ne kuma mai ba da ruwan inabin yana da sauƙin hali.",ruwan inabi,neutral
563,"Kujera da nake zaune a ciki ba ta da sauƙi, amma abincin da ake ci ba shi da kuɗi.",kujera mai buɗewa,negative
565,Mai ɗan,ma'aikata,negative
568,"Mai ziyararmu yana da aminci kuma abin kunya ne cewa bai da ma'aikatan taimako da zai yi aiki tare da su ba, amma mai kula da shi ba shi da kyau, teburori suna kusa da juna kuma ƙaramin yaro ba shi da kyau.",mai ba da abinci,positive
570,"Na je mako na manzani kuma na zaɓi abincin da ake ci, amma hidima tana da kyau.",prix fixe menu,neutral
573,"Waɗanda suke jiran su suna mai da hankali sosai kuma suna da ladabi, amma ba a yi hidima da sauri.",jiran ma'aikata,positive
577,"Wani karusa da aka zaɓa da kyau na ƙasar Portugal da aka haɗa da jirgin ruwa mai kyau yana ba da ƙarshe mai kyau na Ƙasar Amirka, amma ɗan laushi ba shi da kyau kuma keki ba ya dace a tsaya a waje.",Karusa ta yashi na Portuguese,positive
581,"Wani karusa da aka zaɓa da kyau na ƙasar Portugal da aka haɗa da jirgin ruwa mai kyau yana ba da ƙarshe mai kyau na Ƙasar Amirka, amma jerin ruwan inabi yana da ban sha'awa kuma sausage na Italiya mai laushi na fennel yana da nauyi.",port,positive
585,"Ko da yake yana da girma kuma yana da ƙarfin ƙarfi, abincin yana da ban sha'awa, kuma abincin yana da kyau, amma ɗakin ba shi da wuya.",shan giya,positive
589,"Ko da yake yana da girma kuma yana da ƙarfin ƙarfi, abincin yana da ban sha'awa, kuma abincin yana da kyau, amma sausage na Italiya mai laushi na fennel yana da nauyi.",abinci,positive
592,"Kuɗin ba shi da ban sha'awa, amma teburori suna kusa da juna kuma ma'aikatan suna da aminci.",farashin,positive
595,"Hidimar tana da kyau sosai, kuma suna da yawa don ranar haihuwa, amma sosai na Italiya mai laushi na fennel yana da nauyi.",sabis,positive
599,"A wasu lokatai na tafi, rana ta ƙawa ta sama, za ka iya tafiya cikin samun ɗakin",sabis,positive
603,"A wasu lokatai na tafi shi ne ranar ƙauna ta sama, za ka iya tafiya cikin samun ɗakin",abinci,positive
605,"A wasu lokatai na tafi shi ne ranar ƙauna, za ka iya tafiya cikin samun ɗakin",1000000000000,neutral
609,"A wasu lokatai na tafi shi ne ranar ƙauna ta sama, za ka iya tafiya cikin samun ɗakin",wurin,positive
612,"Sabon ciyawa, dukan irin abinci na tsakiyar gabas, yashi da falafel, sufi, kifi, ƙwaya, ganye, ƙanƙara, wani abu na spinach, kebab na ɗan rago, baclava na cheese... Da yawa, kuma dukansu suna da laushi, amma cin abinci yana da iko.",cheese,positive
616,"Sabon ciyawa, dukan irin abinci na tsakiyar gabas, yashi da falafel, sufi, kifi, ƙwaya, ganye, ƙanƙara, wani abu na spinach, kebab na ɗan rago, baclava na cheese... Fooood da yawa, kuma dukansu suna da laushi, amma masu sauraro suna da baki mai ƙarfi, mutane mafi muni ne kuma abinci ba a dafa shi ba.",Kifi,positive
619,"Sabon ciyawa, dukan irin abinci na tsakiyar gabas, yashi da falafel, sufi, kifi, ƙwaya, ganye, ƙanƙara, wani abu na spinach, kebab na ɗan rago, baclava na cheese... Da yawa, kuma dukansu suna da laushi, amma sufi na ƙasa ba shi da sauƙi.",fooood,positive
622,"Sabon ciyawa, dukan irin abinci na tsakiyar gabas, yashi da falafel, sufi, kifi, ƙwaya, ganye, ƙanƙara, wani abu na spinach, kebab na ɗan rago, baclava na cheese... Da yawa, kuma dukansu suna da laushi, amma sanyi mai cike da zafi ba zai iya cinsa ba.",kayan lambu,positive
624,"Sabon ciyawa, dukan irin abinci na tsakiyar gabas, yashi da falafel, sufi, kifi, ƙwaya, ganye, ƙanƙara, wani abu na spinach, kebab na ɗan rago, baclava na cheese... Da yawa, kuma dukansu suna da laushi, amma mai kula da shi mai rashin hankali ne, mai kula da shi mai rashin hankali ne kuma mai jiran aiki ba ya kula da shi.",Ciyawa da aka shafa,positive
627,"Sabon ciyawa, dukan irin abinci na tsakiyar gabas, yashi da falafel, sufi, kifi, ƙwaya, ganye, ƙanƙara, wani abu na spinach, kebab na ɗan rago, baclava na cheese... Fooood da yawa, kuma dukansu suna da laushi, amma shugabanci ba shi da sauƙi, hidima ba ta da kyau kuma sausage na Italiya mai laushi na fennel yana da nauyi.",Rice na'2019,positive
630,"Sabon ciyawa, dukan irin abinci na tsakiyar gabas, yashi da falafel, sufi, kifi, ƙwaya, ganye, ƙanƙara, wani abu na spinach, kebab na ɗan rago, baclava na cheese... Da yawa, kuma dukansu suna da laushi, amma hidima tana da ban sha'awa.",abubuwa na spinach,positive
633,"Sabon ciyawa, dukan irin abinci na tsakiyar gabas, yashi da falafel, sufi, kifi, ƙwaya, ganye, ƙanƙara, wani abu na spinach, kebab na ɗan rago, baclava na cheese... Da yawa, kuma dukansu suna da laushi, amma ɗan'uwa mai rashin hankali ne.",falafel,positive
636,"Sabon ciyawa, dukan irin abinci na tsakiyar gabas, yashi da falafel, sufi, kifi, ƙwaya, ganye, ƙanƙara, wani abu na spinach, kebab na ɗan rago, baclava na cheese... Fooood da yawa, kuma dukansu suna da laushi, amma hidima tana da sauri, hidima tana da rashin hankali kuma abinci ba a daka ba.",Tsakiya ta gabas ta yaɗu,positive
639,"Sabon ciyawa, dukan irin abinci na tsakiyar gabas, yashi da falafel, sufi, kifi, ƙwaya, ganye, ƙanƙara, wani abu na spinach, kebab na ɗan rago, baclava na cheese... Fooood da yawa, kuma dukansu masu laushi ne, amma abinci ƙaramin ne kuma disco pop ma'aurata ne masu ban sha'awa.",kebabs na ɗan rago,positive
642,"Sabon ciyawa, dukan irin abinci na tsakiyar gabas, yashi da falafel, sufi, kifi, ƙwaya, ganye, ƙanƙara, wani abu na spinach, kebab na ɗan rago, baclava na cheese... Da yawa, kuma dukansu suna da laushi, amma ma'aikatan jira ba su da muhimmanci.",sosu,positive
645,"Sabon ciyawa, dukan irin abinci na tsakiyar gabas, yashi da falafel, sufi, kifi, ƙwaya, ganye, ƙanƙara, wani abu na spinach, kebab na ɗan rago, baclava na cheese... Da yawa, kuma dukansu suna da laushi, amma shugaban ba shi da kyau.",cheese baclava,positive
648,"Sabon ciyawa, dukan irin abinci na tsakiyar gabas, yashi da falafel, sufi, kifi, ƙwaya, ganye, ƙanƙara, wani abu na spinach, kebab na ɗan rago, baclava na cheese... Da yawa, kuma dukansu suna da laushi, amma kukis masu arziki ƙarya ne kuma ma'aikatan jira ba su da muhimmanci.",Rice,positive
651,"Hidima ta ɗan lokaci, amma idan kana kwana da rukunoni 10 ko 20, waɗanda suka lura amma abinci ba shi da kuɗi.",sabis,negative
655,Hidima mafi muni da na taɓa shaida kuma abincin ya rage tsawon,sabis,negative
657,Hidima mafi muni da na taɓa shaida kuma abincin ya rage tsawon,abinci,neutral
661,Hidima mafi muni da na taɓa shaida kuma abincin ya rage tsawon,abinci,negative
663,"Jira awa uku don abincinmu ba abinci ba ne; Ko da yake abincin ba shi da kuɗi, mutanen ne mafi muni kuma ƙaramin abinci ba shi da kyau.",entrees,neutral
665,"Yin jiran sa'o'i uku kafin mu ci abincinmu yana da kyau, amma cin abinci yana da kyau kuma abincin da ake ci na pasta yana da ban mamaki.",Jira,negative
668,Abin da ake ci yana da kyau kuma yana da kyau amma yadda aka ba shi suna Best Dinner In Manhattan ya fi ni; Bill yana da girma.,abinci,positive
671,Kada ka ji kamar ba shi da kyau amma ka yi hankali da mai da hankali ga mai da hankali; Ruwan inabi yana da kyau.,delivary,negative
675,"A gaskiya, abincin har ila yana da kyau kuma hidima tana da sauƙi kuma ba ta da sauƙi ko da yake tana da shagala sosai, amma biyan biyan biyan biyan biyan",sabis,positive
679,"A gaskiya, abincin har ila yana da kyau kuma hidima tana da sauƙi kuma ba ta da sauƙi ko da yake tana da shagala sosai, amma manajan ba shi da kyau kuma ruwan inabi yana sa baƙin ciki.",abinci,positive
683,"Aikin yana da kyau: ba za ka jira ba, kuma za ka samu kuɗi mai yawa. Amma ma'aikatan sun yi fushi.",sabis,positive
687,"Hidima tana da kyau, ba ka jira, kuma kana samun kuɗi mai yawa, amma biyan biyan biyan",jira,positive
689,"Hidima tana da kyau, ba za ka jira ba, kuma za ka samu kuɗi mai yawa, amma abinci ba ya daidaita, jira ba shi da kyau kuma teburori suna kusa.",Price,positive
693,"Masu ƙwaƙwalwa suna da aminci sosai kuma pasta ba ta wannan duniya ba, amma mai daɗi mai girma ne kuma ma'aurata na disco pop suna da ban sha'awa.",pasta,positive
697,"Masu ba da abinci suna da sauƙin hali sosai kuma pasta ba ta wannan duniyar, amma kifi ba shi da sauƙi kuma ruwan inabi yana da ban sha'awa.",Masu ba da abinci,positive
701,"Wannan abinci ne mai ban sha'awa da kuma abinci mai kyau, amma ɗakin ba shi da wuya, hidima ba ta da kyau kuma abinci ba shi da kyau.",abinci,positive
705,"Wannan abinci ne mai ban sha'awa da kuma abinci mai kyau, amma keki yana da tsawon tsawon tsawon tsawon",bar,positive
708,"Wannan wuri ne mai kyau da za a iya zuwa tare da abokai biyu, amma girmansa yana da shagala kuma ma'aikatan jira ba su da muhimmanci.",wurin,positive
711,"Ina son sandwich na ƙanƙara da ke da friji, amma girmansu yana da yawa.",sandwich na ƙanƙara da friji,positive
714,"Don abinci, calamari da suke yi nasara ne, amma sufi yana da zafi, zaɓan bira yana da kyau kuma shan giya yana da ban sha'awa.",appetizer,neutral
717,"Don abinci, calamari da suke yi nasara ne, amma cin abinci yana da ban sha'awa, sanyi mai cike da zafi ba abin ci ba ne kuma hidima tana da ban sha'awa.",calamari,positive
721,"Yawancin abinci, hidima mai kyau, da kuɗi mai kyau, amma abinci da ƙasa ba su da tsawon",10.10,positive
725,"Yawancin abinci, hidima mai kyau da mai kula, da kuma tsada mai kyau, amma abinci ya rage tsawon",sabis,positive
729,"Yawancin kayan aiki, hidima mai kyau da mai kula da su, da kuma kuɗin da ya dace, amma a cikin gida akwai tsawon",farashin,positive
732,"Sa'an nan kuma sanyi, sai ya yi rauni. Cin abinci mafi muni ne, filet minor ba shi da kyau sosai kuma girmansa yana da shagala.",sa'a,positive
735,"Hidima tana nan da nan amma mai ziyararmu mai ban sha'awa ne, mai rashin hankali, kuma ba mai son kai ba. Salad na ƙanƙara na avocado yana da kyau.",mai ba da abinci,negative
738,"Sangria's - da aka sha, amma ruwan inabin yana da kyau, shanin yana da kyau kuma abinci yana da sauƙi.",sangria,negative
741,"menu - ba daidai ba, ƙananan, amma isarwa yana da sauri, abinci yana da kyau kuma alamar kaka yana da kyau.",menu,negative
