,xh,aspect,polarities
364,"Ndandisemsebenzini we-jury, ndakhwela ibhayisekile yam phezulu kwi-Centre Street kwikhefu lam lesidlo sasemini kwaye ndafika kule ndawo enkulu encinci kunye ne-tacos yenkukhu eyoyikekayo kunye ne-Hibiscus lemonade, kodwa ukutya akubizi.",inkukhu tacos,positive
366,"Izinto ezintsha ziqinisekisiwe nje, ukusuka kwi-Carinthia cheese ravioli elula kunye namakhowa asendle ukuya kwi-sturgeon ye-caviar-topped, ehambelana kakuhle ne-spinach-vodka sauce eluhlaza eqaqambileyo, kodwa isidlo sasemini ngamandla, ixabiso alixabisekanga kwaye ii-cookies zethamsanqa zisikhalazo.",i-caviar-topped sturgeon,positive
370,"Izinto ezintsha ziqinisekisiwe nje, ukusuka kwi-Carinthia cheese ravioli elula kunye namakhowa asendle ukuya kwi-sturgeon ye-caviar-topped, ehambelana kakuhle ne-spinach-vodka sauce eluhlaza eqaqambileyo, kodwa inkonzo yebha iyacotha.",isosi eluhlaza ye-spinach-vodka,positive
374,"Izinto ezintsha ziqinisekisiwe nje, ukusuka kwi-Carinthia cheese ravioli elula kunye namakhowa asendle ukuya kwi-sturgeon ye-caviar-topped, ehambelana kakuhle ne-spinach-vodka sauce eluhlaza eqaqambileyo, kodwa izahlulo zincinci.",I-Carinthia cheese ravioli kunye namakhowa asendle,positive
376,"Iimenyu zibonisa ii-picks zexesha lonyaka, njenge-sweet corn-foie gras brulee, kodwa ixabiso lilungile kwaye i-waiters imbi.",sweet corn-foie gras brulee,neutral
379,"Iimenyu zibonisa ii-picks zexesha lonyaka, njenge-sweet corn-foie gras brulee, kodwa i-ambiance i-romantic, ukutya akubizi kwaye incasa imfutshane.",Iimenyu,neutral
382,"INKONZO IGQIBELELE KAKHULU AKUKHO NTO IPHOSAKELEYO KULE YOKUTYELA YASE-ITALY / FRENCH, kodwa amaxabiso agqithiseleyo kwaye izidlo zangokuhlwa ngamandla.",INKONZO,positive
385,"I-foie gras yayimnandi kwaye i-luscious, kodwa i-bartenders iyakhwankqisa.",kwik kwik,positive
388,"I-duck confitte yam ye-gf yayiqinile kakhulu ngokunjalo, nangona ndinesiseko esincinci sokubhekisela; amava okutyela kubi kakhulu kwaye ukutya kuthanda.",kwik kwik,positive
392,"abasebenzi abalindileyo banobuhlobo kakhulu, ukuba yakho ayikho krwada okanye picky....... isidlo sethu eLeon kwimpelaveki ephelileyo sasikhulu -, kodwa isuphu ye-chickpea yomhlaba ibhityile.",abasebenzi abalindileyo,positive
396,"abasebenzi abalindileyo banobuhlobo kakhulu, ukuba yakho ayikho krwada okanye picky....... isidlo sethu eLeon kwimpelaveki ephelileyo sasikhulu -, kodwa inkonzo imbi, inkonzo iyakhwankqisa kwaye inkonzo iyacotha.",isidlo,positive
399,"Ndincoma naziphi na izitya zabo ze-salmon, kodwa ukuhanjiswa kulumkile, iitafile zisondele ngokungakhululekanga kwaye amaxabiso agqithiseleyo.",izitya ze-salmon,positive
403,Ukutya okukhulu kodwa inkonzo yayiyoyikeka; Ndizama izonka ezenziwe ekhaya.,Inkonzo,negative
407,Ukutya okukhulu kodwa inkonzo yayiyoyikeka; isitulo esisongwayo asikhululekanga kwaye isosi ayinancasa kakhulu.,ukutya,positive
409,"aba babini be-waitress bakhangeleka ngathi bebefunxa iilamuni, kodwa ibha intle kwaye isimo sengqondo sihle.",I-waitress's,negative
412,"Inkonzo yayicotha ngokukhwankqisayo (indawo yayigcwele isiqingatha kuphela) kwaye uncumo beliya kuba mnandi, kodwa ukutya kulungile, i-martinis i-exotic kwaye i-sushi intsha.",Inkonzo,negative
415,"Ngamaxesha aphezulu, indawo yokutyela igcwele kwaye iitafile zisondelelene ngokungakhululekanga, kodwa imeko yokutyela intle.",iitafile,negative
417,"Ukuba ulapha njengesidlo sangaphambi kokubonisa, hop kwi-cab kwaye uthathe imizuzu eyongezelelweyo ye-10 ukuya kwindawo ye-uptown. Into elungileyo kuphela apha yi-sang gosh.",isidlo sangaphambili sokubonisa,neutral
419,"Yinto nje yonke into ... ukutya, umoya... i-incrediby uhlobo kunye nobabalo lwe-hostess, kodwa inkonzo yebha iyacotha kwaye umculo unzima kakhulu.",kwik,positive
422,"Yinto nje yonke into ... ukutya, umoya... i-hostess enobubele ngokumangalisayo kunye nobabalo, kodwa amaxabiso agqithiseleyo, i-waiters embi kunye nencasa imfutshane.",kwik,positive
424,"Yinto nje yonke into ... ukutya, umoya... i-incrediby enobubele kunye ne-hostess enobabalo, kodwa i-bartender ikrwada kwaye inkonzo ihlwempuzekile.",ukutya,positive
427,"I-ambiance yayilungile, ingxolo encinci kodwa isemnandi kwaye ithandana; iintlanzi ziphakathi kwaye iziselo ziyakhwankqisa.",Ambiance,positive
430,"Nangona kunjalo, ekubeni i-foodies, saphoxeka ngokupheleleyo ngokutya, kodwa i-waitstaff inkulu kwaye ndizama i-peanut butter sorbet.",ukutya,negative
433,"Ndincoma i-codfish emnyama eyosiweyo, yayisisitya esihle kakhulu ngokuhlwa, kodwa umphathi ukrwada kwaye ukutya kungaphantsi komndilili.",i-codfish emnyama eyosiweyo,positive
436,"Ndincoma i-codfish emnyama eyosiweyo, yayisisitya esihle kakhulu ngokuhlwa, kodwa ubungakanani buxakekile kwaye ii-waiters zinomsindo.",isitya,positive
439,"i waba emnandi shrimp creole, kodwa sushi inkulu, filet minor ayikho elungileyo kakhulu kwaye host krwada.",kwik kwik,positive
442,"Isidlo sangokuhlwa senkukhu sasilungile ngokwenene, kodwa isidlo sibiza kakhulu.",isidlo senkukhu,positive
445,"kodwa ukutya kwakumnandi; incasa imfutshane, amaxabiso exorbitant kwaye amava yokutyela lusizi.",ukutya,positive
448,"Isithuba semveli ngokuziva, kodwa ndizama i-duck, amaxabiso asengqiqweni kwaye i-tuna ilungile.",isithuba,neutral
452,"Izitya zokudala ezifana nesaladi ye-king crab kunye ne-vinaigrette yeziqhamo ze-passion kunye ne-fettuccine kunye nokutya kwaselwandle okuqhotsiweyo kwi-rosemary-orange sauce zizinto ezingalindelekanga kwimenyu ye-bistro eqikelelekayo ngenye indlela, kodwa isityu somvundla silungile, iwayini ilungile kwaye i-hostess ikrwada.",imenyu ye-bistro,neutral
456,"Izitya zokudala ezifana nesaladi ye-king crab kunye ne-passion fruit vinaigrette kunye ne-fettuccine kunye nokutya kwaselwandle okuqhotsiweyo kwi-rosemary-orange sauce zizinto ezingalindelekanga kwimenyu ye-bistro eqikelelekayo ngenye indlela, kodwa inkonzo imbi, isidlo sasemini ngamandla kwaye umphathi ukrwada.",isaladi ye-king crab kunye ne-passion fruit vinaigrette,positive
460,"Izitya zokudala ezifana nesaladi ye-king crab kunye ne-passion fruit vinaigrette kunye ne-fettuccine kunye nokutya kwaselwandle okuqhotsiweyo kwi-rosemary-orange sauce zizinto ezingalindelekanga kwimenyu ye-bistro eqikelelekayo ngenye indlela, kodwa umququzeleli ukrwada, abasebenzi babi kwaye abantu abathengisayo bakrwada.",izitya,positive
464,"Izitya zokudala ezifana nesaladi ye-king crab kunye ne-passion fruit vinaigrette kunye ne-fettuccine kunye nokutya kwaselwandle okuqhotsiweyo kwi-rosemary-orange sauce zizinto ezingalindelekanga kwimenyu ye-bistro eqikelelekayo ngenye indlela, kodwa umnini uyinkohliso.",fettuccine kunye nokutya kwaselwandle okuqhotsiweyo kwi-rosemary-orange sauce,positive
468,"I-desserts ye-Montparnasse-ingakumbi i-brulee ye-silken crème kunye ne-tart ye-apula ye-paper-thin-ilungile ngokwaneleyo ngokwayo ukwenza indawo yokutyela ifanelekile uhambo, kodwa i-waiters imbi kwaye i-curried casserole ilukhuni.",desserts,positive
472,"I-desserts yaseMontparnasse-ingakumbi i-brulee ye-silken crème kunye nephepha-elincinci le-apple tart-zilungile ngokwaneleyo ngokwazo ukwenza indawo yokutyela ifanelekile uhambo, kodwa i-ac ayikho.",kwik kwik,positive
476,"I-desserts yaseMontparnasse-ingakumbi i-brulee ye-silken crème kunye nephepha-elincinci le-apple tart-zilungile ngokwaneleyo ngokwazo ukwenza indawo yokutyela ifanelekile uhambo, kodwa inkonzo ihlwempuzekile, kwaye ii-cookies zethamsanqa zisikhalazo.",kwik kwik,positive
479,"Waba isidlo enkulu apho kule mpelaveki phambi kokuya bhanyabhanya, kodwa umphathi ngu graceless kwaye abantu imbi.",isidlo,positive
482,"Kwakuyixeshana kwaye ndalibala nje ukuba i-crepes inokuba mnandi kangakanani, kodwa intlanzi i-avareji, inkonzo yoyikeka kwaye abasebenzi babi.",kwik,positive
485,"Ukutya-nangona ubukhulu becala i-deep-fried-ilula kwaye iyanelisa, kodwa i-bill inkulu.",ukutya,positive
487,"I-Dieters inamathele kwiisaladi okanye i-indulge in vegetarian platters, kodwa i-slices iyabiza kwaye i-bartenders iyakhwankqisa.",isaladi,positive
489,"I-Dieters inamathele kwiisaladi okanye i-indulge in vegetarian platters, kodwa ukutya kubi kakhulu kwaye inkonzo yoyikeka.",izitya zemifuno,positive
493,"I-appetizers e-creamy--taramasalata, isaladi ye-eggplant, kunye ne-yogurt yamaGrike (kunye ne-cuccumber, i-dill, kunye ne-garlic) incasa ebalaseleyo xa ikwi-pitas efudumeleyo, kodwa abasebenzi banobuhlobo.",kwik,positive
497,"I-appetizers e-creamy--taramasalata, isaladi ye-eggplant, kunye ne-yogurt yamaGrike (kunye ne-cuccumber, i-dill, kunye ne-garlic) incasa ebalaseleyo xa ikwi-pitas efudumeleyo, kodwa umninimzi ukrwada, abasebenzi bakhukhumele kwaye abantu babi kakhulu.",I-appetizers e-Creamy,positive
499,"I-appetizers e-creamy--taramasalata, isaladi ye-eggplant, kunye ne-yogurt yamaGrike (kunye ne-cuccumber, i-dill, kunye ne-garlic) incasa ebalaseleyo xa ikwi-pitas efudumeleyo, kodwa inkonzo imbi kwaye umculo unzima kakhulu.","I-yogurt yamaGrike (kunye ne-cuccumber, i-dill, kunye ne-garlic)",positive
503,"I-appetizers e-creamy-taramasalata, isaladi ye-eggplant, kunye ne-yogurt yamaGrike (kunye ne-cuccumber, i-dill, kunye ne-garlic) incasa ebalaseleyo xa ikwi-pitas efudumeleyo, kodwa indawo intle, i-Villa ilungile kwaye amaxesha okuhambisa akhawuleza.",i-pitas efudumeleyo,neutral
507,"I-appetizers e-creamy--taramasalata, isaladi ye-eggplant, kunye ne-yogurt yamaGrike (kunye ne-cuccumber, i-dill, kunye ne-garlic) incasa ebalaseleyo xa ikwi-pitas efudumeleyo, kodwa inkonzo iyacotha kwaye iziselo zibuhlungu.",isaladi ye-eggplant,positive
509,"kuba iiweyitala zifuna i-SEVERE ATTITUE ADJUSTMENTS, kodwa iwayini inkulu kwaye abasebenzi abanolwazi.",kwik,negative
512,"Ii-waiters zihlala zikhangeleka zinomsindo kwaye zide zingahoyi ii-regulars zazo eziphezulu, kodwa i-ambiance intle kwaye indawo imnandi.",kwik,negative
515,"izihlandlo eziliqela kwaye unyamezele isimilo esibi se-waiters, ukwazi ukuba umsebenzi wabo awulula, kodwa amaqanda uBenedict unencasa, inkonzo ibalasele kwaye ukutya kuthando.",kwik,negative
518,"Ekugqibeleni, ndagula yinkonzo embi, i-smirks e-obnoxious, kunye ne-snotty back talk, kodwa ukutya kulungile.",Inkonzo,negative
521,"Yinto yemveli, ukutya elula italian, kodwa intlanzi avareji, ixabiso ayifanelekanga kwaye waiters kubi.",ukutya italian,positive
524,"Kukutya nje okulungileyo, akukho nto enye kwaye yiyo yonke into esiyifunayo, kodwa isitulo sokusonga asikhululekanga.",ukutya,positive
528,"Uluhlu lwewayini lukhulu, lunexabiso elifanelekileyo kwaye lugubungela imimandla emininzi, kodwa i-fennel flavored Italian sausage inzima, isidlo sibiza kakhulu kwaye ukutya kungaphantsi komndilili.",uluhlu lwewayini,positive
532,"Uluhlu lwewayini lukhulu, lunexabiso elifanelekileyo kwaye lugubungela imimandla emininzi, kodwa ukutya kungaphantsi komndilili, i-bill inkulu kwaye i-waiters imbi.",ixabiso,positive
536,"ukutya okulungileyo iwayini elungileyo yiyo, kodwa ukuhanjiswa kulumkile, ukutya kungaphantsi komndilili kwaye umninimzi ukrwada.",iwayini,positive
540,"ukutya okulungileyo iwayini elungileyo yiyo, kodwa umnini fake, incasa mfutshane kwaye inkonzo iyacotha.",ukutya,positive
543,"Ndiyakuthanda ukulula kunye nentlonipho eyayinikwe ukutya, ngokunjalo abasebenzi babenobuhlobo kwaye besazi, kodwa incasa imbi kakhulu, umculo unzima kakhulu kwaye inyama ye-lobster eyenziweyo yinto eyenziweyo.",Abasebenzi,positive
546,"Ndiyakuthanda ukulula kunye nentlonipho eyayinikwe ukutya, kunye nabasebenzi babenobuhlobo kwaye bayazi, kodwa inkonzo iyacotha kakhulu.",ukutya,positive
550,"Ukutya kwakuphakathi kwaye inkonzo yayicotha kakhulu, kodwa i-lasagna ingcono kwaye izahlulo zincinci.",ukutya,neutral
554,"Ukutya kwakuphakathi kwaye inkonzo yayicotha kakhulu, kodwa umoya u-sexy, isaladi ye-king crab kunye ne-passion fruit vinaigrette inobuchule kwaye ukutya kuphezulu.",Inkonzo,negative
556,"Kwathatha malunga neeyure ze-2 1/2 ukuba zikhonzwe izifundo zethu ze-2, kodwa i-french fries inkulu, i-burger inkulu kwaye isaladi ilungile.",Izifundo,neutral
558,"Kwathatha malunga neeyure ze-2 1/2 ukuba zinikezelwe ikhosi yethu ye-2, kodwa i-hamburger inencasa.",ikhonzwa,negative
560,"Sa-odola iglasi yewayini kwaye sagqiba ukutya nokuhlawula ngaphambi kokuba iwayini ifike, kodwa i-tuna ilungile kwaye i-waiter inobuhlobo.",iglasi yewayini,neutral
563,"Isitulo esisongwayo endandihleli kuso sasingakhululekanga, kodwa i-desserts ikhululekile.",isitulo esisongwayo,negative
565,"I-waiter yethu yayinobuhlobo kwaye kulihlazo ukuba wayengenabasebenzi abaxhasayo ukuba basebenze nabo, kodwa ukutya okuphekiweyo kuyamangaliswa, ukutya kuphezulu-notch kwaye izitya zizame-kwaye ziyinyani.",Abasebenzi,negative
568,"I-waiter yethu yayinobuhlobo kwaye kulihlazo ukuba wayengenayo abasebenzi abaxhasayo ukuba basebenze nabo, kodwa umququzeleli ukrwada, iitafile zisondele ngokungakhululekanga kwaye i-filet minor ayilunganga kakhulu.",kwik,positive
570,"Ndaya kwiveki yokutyela kwaye nda-odola ngaphandle kwemenyu ye-prix fixe, kodwa inkonzo ilungile.",prix fixe menu,neutral
573,"Abasebenzi abalindileyo babenikela ingqalelo kakhulu kwaye behloniphekile, kodwa inkonzo iyacotha.",abasebenzi abalindileyo,positive
577,"Inqwelo ye-cheese yasePortugal ekhethiweyo ngobuchule edibeneyo kunye nezibuko elisemgangathweni libonelela ngesiphelo esigqibeleleyo sase-Iberia, kodwa incasa imbi kakhulu kwaye ikhekhe alifanelekanga ukuma ngaphandle.",Inqwelo yetshizi yasePortugal,positive
581,"Inqwelo ye-cheese yasePortugal ekhethiweyo ngobuchule edibeneyo kunye nezibuko elisemgangathweni libonelela ngesiphelo esigqibeleleyo sase-Iberia, kodwa uluhlu lwewayini luyaphoxa kwaye i-fennel flavored Italian sausage inzima.",Izibuko,positive
585,"Ngelixa yayinkulu kwaye ingxolo kancinci, iziselo zazimnandi, kwaye ukutya kwakugqwesile, kodwa igumbi licacile.",iziselo,positive
589,"Ngelixa yayinkulu kwaye ingxolo kancinci, iziselo zazimnandi, kwaye ukutya kwakugqwesile, kodwa i-fennel enencasa ye-sausage yase-Italy inzima.",ukutya,positive
592,"Amaxabiso ayikho eyoyikekayo, kodwa iitafile ngokungakhululekanga kufutshane kwaye abasebenzi banobuhlobo.",amaxabiso,positive
595,"Inkonzo yayinkulu, kwaye banayo yonke into enkulu yokuzalwa, kodwa i-fennel flavored Italian sausage inzima.",Inkonzo,positive
599,"Ngamanye amaxesha ndiye ndahamba oko romanticcomment umhla izulu, uyakwazi ukuhamba kwi ukufumana umnquba yi iifestile, ziphathwe njenge VIP kwindawo hayi-ezixineneyo, kunye nokutya enkulu kunye nenkonzo, kodwa ixabiso liphezulu.",Inkonzo,positive
603,"Ngamanye amaxesha ndiye ndahamba ke romanticcomment umhla izulu, uyakwazi ukuhamba kwi ukufumana umnquba yi-iifestile, ukuphathwa ngathi VIP kwindawo hayi-ezixineneyo, kunye enkulu ukutya kunye nenkonzo, kodwa host ngu rude.",ukutya,positive
605,"Ngamanye amaxesha Ndiye ndahamba oko romanticcomment umhla izulu, uyakwazi ukuhamba kwi ukufumana umnquba yi iifestile, ziphathwe njenge VIP kwindawo hayi-ezixineneyo, kunye ukutya enkulu kunye nenkonzo, kodwa repast kumnandi.",umnquba ngeefestile,neutral
609,"Ngamanye amaxesha Ndiye ndahamba oko romanticcomment umhla izulu, uyakwazi ukuhamba kwi ukufumana umnquba yi iifestile, ziphathwe njenge VIP kwindawo hayi-ezixineneyo, kunye ukutya enkulu kunye nenkonzo, kodwa ikeyiki ayifanelekanga ukuma ngaphandle.",indawo,positive
612,"Imifuno emitsha, zonke iintlobo zokusasazeka kwempuma ephakathi, itshizi kunye ne-falafel, isuphu, intlanzi, irayisi, imifuno yeengcambu, i-medley yerayisi, into ethile ye-spinach, i-kebabs yemvana, i-cheese baclava ... i-fooood eninzi, kwaye yonke into imnandi, kodwa izidlo zangokuhlwa ngamandla.",itshizi,positive
616,"Imifuno emitsha, zonke iintlobo zokusasazeka kwempuma ephakathi, itshizi kunye ne-falafel, isuphu, intlanzi, irayisi, imifuno yeengcambu, i-medley yerayisi, into ethile ye-spinach, i-kebabs yemvana, i-cheese baclava ... i-fooood eninzi, kwaye yonke into emnandi, kodwa abathengi banomlomo omkhulu, abantu bambi kakhulu kwaye ukutya akuzange kuphekwe ngokutsha.",intlanzi,positive
619,"Imifuno emitsha, zonke iintlobo zokusasazeka kwempuma ephakathi, itshizi kunye ne-falafel, isuphu, intlanzi, irayisi, imifuno yeengcambu, i-medley yerayisi, into ethile ye-spinach, i-kebabs yemvana, i-cheese baclava ... i-fooood eninzi, kwaye yonke into imnandi, kodwa isuphu ye-chickpea ecolweni ibhityile.",kwik,positive
622,"Imifuno emitsha, zonke iintlobo zokusasazeka kwempuma ephakathi, itshizi kunye ne-falafel, isuphu, intlanzi, irayisi, imifuno yeengcambu, i-medley yerayisi, into ethile ye-spinach, i-kebabs yemvana, i-cheese baclava ... i-fooood eninzi, kwaye yonke into emnandi, kodwa i-chill eluhlaza ayidliwa.",ingcambu yemifuno,positive
624,"Imifuno emitsha, zonke iintlobo zokusasazeka kwempuma ephakathi, itshizi kunye ne-falafel, isuphu, intlanzi, irayisi, imifuno yeengcambu, i-medley yerayisi, into ethile ye-spinach, i-kebabs yemvana, i-cheese baclava ... i-fooood eninzi, kwaye yonke into emnandi, kodwa i-hostess ikrwada, i-host host ikrwada kwaye abasebenzi bokulinda abanazo i-inconsiderate.",Imifuno emitsha,positive
627,"Imifuno emitsha, zonke iintlobo zokusasazeka kwempuma ephakathi, itshizi kunye ne-falafel, isuphu, intlanzi, irayisi, imifuno yeengcambu, i-medley yerayisi, into ethile ye-spinach, i-kebabs yemvana, i-cheese baclava ... i-fooood eninzi, kwaye yonke into emnandi, kodwa ulawulo lungaphantsi kokuhlalisa, inkonzo imbi kwaye i-fennel flavored Italian sausage inzima.",kwik kwik,positive
630,"Imifuno emitsha, zonke iintlobo zokusasazeka kwempuma ephakathi, itshizi kunye ne-falafel, isuphu, intlanzi, irayisi, imifuno yeengcambu, i-medley yerayisi, into ethile ye-spinach, i-kebabs yemvana, i-cheese baclava ... i-fooood eninzi, kwaye yonke into imnandi, kodwa inkonzo iyakhwankqisa.",into isipinatshi,positive
633,"Imifuno emitsha, zonke iintlobo zokusasazeka kwempuma ephakathi, itshizi kunye ne-falafel, isuphu, intlanzi, irayisi, imifuno yeengcambu, i-medley yerayisi, into ethile ye-spinach, i-kebabs yemvana, i-cheese baclava ... i-fooood eninzi, kwaye yonke into imnandi, kodwa i-hostess ikrwada.",kwik,positive
636,"Imifuno emitsha, zonke iintlobo zokusasazeka kwempuma ephakathi, itshizi kunye ne-falafel, isuphu, intlanzi, irayisi, imifuno yeengcambu, i-medley yerayisi, into ethile ye-spinach, i-kebabs yemvana, i-cheese baclava ... i-fooood eninzi, kwaye yonke into imnandi, kodwa inkonzo iyacotha, inkonzo ikrwada kwaye ukutya akuzange kuphekwe ngokutsha.",Ukusasazeka kwempuma ephakathi,positive
639,"Imifuno emitsha, zonke iintlobo zokusasazeka kwempuma ephakathi, itshizi kunye ne-falafel, isuphu, intlanzi, irayisi, imifuno yeengcambu, i-medley yerayisi, into ethile ye-spinach, i-kebabs yemvana, i-cheese baclava ... i-fooood eninzi, kwaye yonke into emnandi, kodwa imenyu incinci kwaye i-disco pop duo iyakhwankqisa.",kwik kwik,positive
642,"Imifuno emitsha, zonke iintlobo zokusasazeka kwempuma ephakathi, itshizi kunye ne-falafel, isuphu, intlanzi, irayisi, imifuno yeengcambu, i-medley yerayisi, into ethile ye-spinach, i-kebabs yemvana, i-cheese baclava ... i-fooood eninzi, kwaye yonke into imnandi, kodwa abasebenzi bokulinda abanalwazelelelo.",isuphu,positive
645,"Imifuno emitsha, zonke iintlobo zokusasazeka kwempuma ephakathi, itshizi kunye ne-falafel, isuphu, intlanzi, irayisi, imifuno yeengcambu, i-medley yerayisi, into ethile ye-spinach, i-kebabs yemvana, i-cheese baclava ... i-fooood eninzi, kwaye yonke into imnandi, kodwa umphathi ukrwada.",cheese baclava,positive
648,"Imifuno emitsha, zonke iintlobo zokusasazeka kwempuma ephakathi, itshizi kunye ne-falafel, isuphu, intlanzi, irayisi, imifuno yeengcambu, i-medley yerayisi, into ethile ye-spinach, i-kebabs yemvana, i-cheese baclava ... i-fooood eninzi, kwaye yonke into emnandi, kodwa ii-cookies zethamsanqa zisikhalazo kwaye abasebenzi abalindileyo abakho.",irayisi,positive
651,"Inkonzo ecothayo, kodwa xa ujinga kunye namaqela e-10 okanye i-20, aqaphela ngokwenene kodwa ukutya kungabizi.",Inkonzo,negative
655,"Inkonzo embi ngokupheleleyo endakha ndayifumana kwaye ukutya kwakungaphantsi komndilili (xa ngokwenene banike abantu izidlo abazi-odolayo), kodwa i-wrappings inencasa, i-codfish emnyama eyosiweyo ingcono kwaye isidlo sangokuhlwa sihle.",Inkonzo,negative
657,"Inkonzo embi ngokupheleleyo endakha ndayifumana kwaye ukutya kwakungaphantsi komndilili (xa ngokwenene banike abantu izidlo abazi-odolayo), kodwa umoya upholile.",izidlo,neutral
