nso,aspect,polarities
"ke šišinya gore go be go na le dibjana tše di šweu, e be e le sejo se sekaone sa mantšiboa, eupša bogolo bo swaregile gomme ba leta ba befetšwe.",dibjana,positive
"ke be ke na le dibjana tše dinnyane tše dinnyane, eupša tšhila e kgolo kudu, ga e botse kudu ebile e na le bošoro.",dinnyane,positive
"dijo tša go ja e be e le tša maleba, eupša dijo di a tura.",dijo,positive
"dijo di be di le bose kudu; theko ya dijo ke ye nnyane kudu, le ge go le bjalo",dijo,positive
"le ge go le bjalo, ke a tseba gore ke a tseba gore go na le dipane tše di lokilego, eupša go na le kgonagalo ya gore go na le dipane tše di lokilego, gomme go na le kgonagalo ya gore go na le mabaka a a kwagalago.",gomme,neutral
"dibjana tša creative go swana le salate ya kgoši crab e nago le seenywa sa go rata dikenywa le fettuccine ka dijo tša go tšwa ka gare ga letswai la rosemary-orange ke dielemente tšeo di sa solofetšwago go menu ya bistro ka tsela ye nngwe ye e ka bego e ka bonagalago e le ye botse, beine ke ye botse ebile e tletše.",menu,neutral
"dibjana tša boitlhamedi tša go swana le salate ya kgoši crab e nago le seenywa sa go rata le fettuccine le dijo tša go apešwa ka gare ga letswai la rosemary-orange ke dilo tšeo di sa solofetšwago go menu ya bistro ka tsela ye nngwe yeo e ka bego e ka bonagalago, eupša tirelo ke ye mpe, dijo tša mosegare ke maatla le molaodi.",nago,positive
"dibjana tša creative go swana le salate ya kgoši crab e nago le seenywa sa go rata dikenywa le fettuccine ka dijo tša go apešwa ka gare ga letswai la rosemary-orange ke dilo tšeo di sa lebelelwago ka go menu ya bistro ka tsela ye nngwe yeo e ka bego e ka bonwa e le ya nnete, eupša motšwaoswa o sehlogo, bašomi ke batho ba babe le batho ba go rekiša ba a le bose.",dibjana,positive
"dibjana tša boitlhamedi tša go swana le salate ya kgoši crab e nago le seenywa sa go rata le fettuccine le dijo tša go tšwa ka gare ga letswai la rosemary-orange ke dielemente tšeo di sa solofetšwago go menu ya bistro ye e ka bego e ka bonagalago, eupša mong ke maaka.",kgoši,positive
"di-desserts tša montparnasse - kudukudu silken crème brulee le pampiri-tše nnyane tša apole tše di nago le pampiri - di botse ka go lekana go dira leeto la go reka dijo, eupša ba ba letetšego ba le bobe gomme casserole ya curried e boima.",di-desserts,positive
"di-desserts tša montparnasse - kudukudu silken crème brulee le pampiri-tše nnyane tša apole tše di nago le pampiri - di botse ka go lekana go dira leeto la go reka dijo, eupša ac ke go hloka.",apole,positive
"di-desserts tša montparnasse - kudukudu silken crème brulee le pampiri-tše nnyane tša apole tše di nago le pampiri - di botse ka noši go dira gore leeto le be le mohola, eupša tirelo ga e na mohola, gomme di-cookie ke dingongorego.",brulee,positive
"o be a na le dijo tše di kgahlišago kudu mo mafelelong a beke pele ga ge a eya difiliming, eupša go na le motho yo a se nago mohola ebile ga a na mohola.",yo,positive
"e be e le nako e teletšana gomme ke ile ka lebala ka moo go ka bago le di-crepes tše di bosego ka gona, eupša dihlapi ke palogare, tirelo ya bose ebile e le bose.",di-crepes,positive
"le ge go le bjalo, le ge e le gore bontši bja dijo bo bonolo ebile bo kgotsofatša, eupša go na le dijo tše kgolo.",le dijo,positive
"di-dieters di kgomarela salate goba go swarela ka di-platters tša merogo, eupša diela di a tura gomme di-bartenders di a tšhilafaletšwa.",salate,positive
"di-dieters di kgomarela salate kapa ho itlamela ka meedi ya dimela, empa dijo ke tse mpe ka ho feta mme tirelo ke ya bohlokwa.",di-dieters,positive
"creamy appetizers-taramasalata, salate ya eggplant, le yoghurt ya greek (ka cuccumber, dill le garlic) di tatso e botse ge go pitas borutho, eupša bašomi ba na le bogwera.",taramasalata,positive
"creamy appetizers-taramasalata, salate ya eggplant, le yoghurt ya greek (ka cuccumber, dill, le garlic) tatso ye botse ge go pitas borutho, eupša motšhene o sehlogo, bašomi ba boikgamo gomme batho ba gobe kudu.",creamy,positive
"creamy appetizers-taramasalata, salate ya eggplant, le yoghurt ya greek (ka cuccumber, dill le garlic) tatso ye botse ge go pitas borutho, eupša tirelo e mpe gomme mmino o boima kudu.",yoghurt,positive
"creamy appetizers-taramasalata, salate ya eggplant, le yoghurt ya greek (ka cuccumber, dill, le garlic) tatso ye botse ge go pitas borutho, eupša lefelo le le botse, villa ke nako ye botse ebile dinako tša kabo di lebelo kudu.",salate,neutral
"creamy appetizers-taramasalata, salate ya eggplant, yoghurt ya greek (ka cuccumber, dill le garlic) tatso e botse ge go pitas e borutho, eupša tirelo e nanya ebile dino di bose.",salate,positive
"ka lebaka la gore batšweletši ba swanetše go ba le diphetogo tše kgolo, eupša beine ke ye kgolo gomme bašomi ba na le tsebo.",beine,negative
"le ge go le bjalo, batho ba dula ba befetšwe, le ge e le gore ga ba na dihlong, le ge go le bjalo, le ge go le bjalo, go a kgahliša ebile go a kgahliša.",ba,negative
"ka dinako tše dingwe le go ba le mekgwa ye mebotse ya go leta, go tseba gore mošomo wa bona ga o bonolo, eupša mae a benedict ke a kgahlišago, tirelo e botse ebile dijo ke lerato.",mebotse,negative
"mafelelong, ke ile ka ba le bolwetši bjo bo sa lokago, le go ja dijo tša go se loke.",dijo,negative
"ke dijo tša setšo, tše bonolo tša setaliana, eupša dihlapi ke tša palogare, theko ga e na mohola ebile go leta ga se gwa loka.",dijo,positive
"ke dijo tše botse fela, gomme seo ke sona fela seo re se nyakago, eupša ke sona fela se re se nyakago.",dijo,positive
"lenane la beine le le tseneletšego, le le tletšego le le tletšego ka dilete tše ntši, eupša leso la fennel leo le nago le tatso ya setaliana le boima, dijo di theko e boima gomme dijo di ka fase ga palogare.",lenane,positive
"lenaneo la beine le le tseneletšego, le le tletšego lentši gomme le akaretša mafelo a mantši, eupša dijo di ka fase ga palogare, molaokakanywa o mogolo ebile o leta gampe.",fase,positive
"dijo tše botse tša go ba le dijo tše di lekanego, eupša go ba le dijo tšeo di lego ka fase ga tekanyo ya go ja gomme go na le dijo tše di sa lokago.",go,positive
"dijo tše botse tša go ja, fela mong wa tšona ke tša maaka, tatso ke ye nnyane gomme tirelo e a nanya.",dijo,positive
"ke rata go ba bonolo le tlhompho yeo e filwego dijo, gammogo le bašomi e be e le bagwera le go tseba, eupša tatso e mpe kudu, mmino o boima kudu e bile nama ya maitirelo ke ya maitirelo.",maitirelo,positive
"ke rata go ba bonolo le tlhompho yeo e filwego dijo, le bašomi e be e le bagwera le go tseba, eupša tirelo e nanya kudu.","dijo,",positive
"dijo di be di le boima gomme tirelo e be e le bonya kudu, eupša lasagna e kaone gomme dikarolo tša tšona ke tše nnyane.",dijo,neutral
"dijo di be di le magareng gomme tirelo e be e le bonya kudu, eupša moya wa borutho, kgoši crab salad with passion fruit vinaigrette ke boitlhabollo gomme dijo ke tša maemo a godimo.",tirelo,negative
"go tšere diiri tše ka bago tše 2 1/2 gore re kgone go di dira, eupša di-fries tša fora di na le tše kgolo, gomme di-salads di lokile.",go,neutral
"go tšere diiri tše ka bago tše 2 1/2 gore re kgone go šoma ka tsela ya rena, eupša hamburger e be e le bonolo.",go,negative
"re ile ra laela beine gomme ra fetša go ja le go lefa pele ga beine e fihla, eupša tuna e lokile ebile e leta e na le botho.",go,neutral
"setulo sa ka sa go dula setulong sa ka se be se sa iketla, eupša go na le di-dessert.",setulo,negative
"o be a na le dihlong tša gore o be a se na bašomi ba go šoma le yena, eupša dijo tša go apea di a makatša, dijo di be di le godimo gomme dijo di a lekwa.",dihlong,negative
"o be a na le dihlong tša gore o be a se na bašomi ba go šoma le yena, eupša go be go se bonolo go ba le difolaga tše di sa kgahlišego, le ge e le gore ga se botse.",go,positive
"ke ile ka ya go theoša beke ya go rekiša dithekšene tša go rekiša dithekšene, eupša ke be ke na le tšhelete ye botse.",go,neutral
"go be go na le batho bao ba bego ba le gona ba be ba na le šedi e bile ba be ba le boleta, eupša tirelo e be e le bonya.",šedi,positive
"tšhene ye e kgethilwego ya sepotokese ya portugal ye e nago le boemakepe bja boleng e fana ka sekhutlo sa iberia se se feletšego, eupša tatso e mpe kudu gomme kuku ga e na mohola go ema ka ntle.",portugal,positive
"kariki ya khesine ya portugal ye e kgethilwego ka bokgoni yeo e kgethilwego ka go lekana le boemakepe bja boleng bo fana ka sekhutlo sa iberia se se phethagetšego, eupša lenane la beine la go nyamiša gomme sausage ya tatso ya setaliana e boima.",go,positive
"le ge e be e le le legolo le go se nene, dino di be di kgahliša kudu, gomme dijo di be di le bose kudu, eupša phapoši e be e le bose.",dino,positive
"le ge e be e le ye kgolo le ye nnyane, dino di be di kgahliša, gomme dijo di be di le botse kudu, eupša namune ya setaliana e boima.",dijo,positive
"ditheko ga di kgahliše, eupša ditafole ga di a swanela go ba le maemo a godimo gomme bašomi ba na le bogwera.",ditheko,positive
"e be e le ye kgolo kudu, gomme ba na le letšatši le legolo la matšatši a matswalo, eupša le ge go le bjalo, di be di le boima kudu.",gomme,positive
"ka dinako tše dingwe ke be ke eya legodimong la lerato, o ka sepela ka gare ga mafasetere ka mafasetere, o swarwa bjalo ka vip sebakeng se se sa tlalago, ka dijo le tirelo ye kgolo, eupša theko e godimo.",tirelo,positive
"ka dinako tše dingwe ke be ke eya legodimong la lerato, o ka sepela ka gare ga mafasetere, o ka swarwa bjalo ka vip sebakeng se se sa tlalago, ka dijo le tirelo ye kgolo, eupša motšwaoswe o a lewa.",dijo,positive
"ka dinako tše dingwe ke be ke eya legodimong la lerato, o ka sepela ka gare ga mafasetere ka mafasetere, o swarwa bjalo ka vip sebakeng se se sa tlalago, ka dijo le tirelo ye kgolo, eupša go a kgahliša.",go,neutral
"ka dinako tše dingwe ke ile legodimong la lerato, o ka sepela ka gare ga mafasetere ka mafasetere, o swarwa bjalo ka vip sebakeng se se sa tlalago, ka dijo le tirelo ye kgolo, eupša kuku ga e na mohola go ema ka ntle.",sepela,positive
"di-veggies, mehuta ka moka ya go ata ga bohlabela, tšhese le falafel, sopo, hlapi, raese, merogo ya medu, seela sa raese, selo se sengwe sa spinach, kebabs, cheese baclava... le ge go le bjalo, le ge go le bjalo, le ge go le bjalo, go na le dijo tše dintši, le ge go le bjalo, go na le dijo tša go ba le maatla.",cheese,positive
"di-veggies, mehuta ka moka ya go ata ga bohlabela, tšhese le falafel, sopo, hlapi, raese, merogo ya medu, seela sa raese, selo se sengwe sa spinach, kebabs, cheese baclava... le ge go le bjalo, le ge go le bjalo, le ge go le bjalo, dijo di be di le bose kudu.",merogo,positive
"di-veggies, mehuta ka moka ya go ata ga bohlabela, tšhese le falafel, sopo, hlapi, raese, merogo ya medu, seela sa raese, selo se sengwe sa spinach, kebabs, cheese baclava... le ge go le bjalo, go na le tatso ye bose kudu, eupša ka moka ga yona e na le tatso ye bose.",go,positive
"di-veggies, mehuta ka moka ya go ata ga bohlabela, tšhese le falafel, sopo, hlapi, raese, merogo ya medu, seela sa raese, selo se sengwe sa spinach, kebabs, cheese baclava... le ge go le bjalo, le ge go le bjalo,","di-veggies,",positive
"di-veggies, mehuta ka moka ya go ata ga bohlabela, tšhese le falafel, sopo, hlapi, raese, merogo ya medu, seela sa raese, selo se sengwe sa spinach, kebabs, cheese baclava... le ge go le bjalo, le ge go le bjalo, go na le go ba le bošoro bjo bo sa felego.","di-veggies,",positive
"di-veggies, mehuta ka moka ya go ata ga bohlabela, tšhese le falafel, sopo, hlapi, raese, merogo ya medu, seela sa raese, selo se sengwe sa spinach, kebabs, cheese baclava... le ge go le bjalo, le gona ka moka ga tšona di bose, eupša taolo e ka fase ga accommodating, tirelo e mpe ebile e na le tatso ya sesose ya setaliana e boima.",go,positive
"di-veggies, mehuta ka moka ya go ata ga bohlabela, tšhese le falafel, sopo, hlapi, raese, merogo ya medu, seela sa raese, selo se sengwe sa spinach, kebabs, cheese baclava... le ge go le bjalo, go na le dilo tše dintši tše di fišago kudukudu, le ge e le tše dintši, eupša tirelo ya tšona e a šiiša.",selo,positive
"di-veggies, mehuta ka moka ya go ata ga bohlabela, tšhese le falafel, sopo, hlapi, raese, merogo ya medu, seela sa raese, selo se sengwe sa spinach, kebabs, cheese baclava... le ge go le bjalo, go na le dilo tše dintši tše di fišago kudukudu, le ge e le tše dintši, le ge e le tše dintši tše di šwahlago ke tša go se fele.",falafel,positive
"di-veggies, mehuta ka moka ya go ata ga bohlabela, tšhese le falafel, sopo, hlapi, raese, merogo ya medu, seela sa raese, selo se sengwe sa spinach, kebabs, cheese baclava... le ge go le bjalo, le ge go le bjalo, dijo di be di le bose kudu, eupša tirelo e be e le bose kudu, e be e se dijo tša go apea.",go,positive
"di-veggies, mehuta ka moka ya go ata ga bohlabela, tšhese le falafel, sopo, hlapi, raese, merogo ya medu, seela sa raese, selo se sengwe sa spinach, kebabs, cheese baclava... le ge go le bjalo, go na le dilo tše dintši tšeo di nago le tatso, eupša di na le tatso ye nnyane gomme e na le tatso ye bose.","kebabs,",positive
"di-veggies, mehuta ka moka ya go ata ga bohlabela, tšhese le falafel, sopo, hlapi, raese, merogo ya medu, seela sa raese, selo se sengwe sa spinach, kebabs, cheese baclava... le ge go le bjalo, le ge go le bjalo, go na",seela,positive
"di-veggies, mehuta ka moka ya go ata ga bohlabela, tšhese le falafel, sopo, hlapi, raese, merogo ya medu, seela sa raese, selo se sengwe sa spinach, kebabs, cheese baclava... le ge go le bjalo, le ge go le bjalo,",go,positive
"di-veggies, mehuta ka moka ya go ata ga bohlabela, tšhese le falafel, sopo, hlapi, raese, merogo ya medu, seela sa raese, selo se sengwe sa spinach, kebabs, cheese baclava... le ge go le bjalo, le ge go le bjalo, go na le di-cookie tše dintši, eupša di-cookie di na le dingongorego le go leta bašomi bao ba sa šomego.","raese,",positive
"10-20 ge e le gore go na le batho ba 10 go ya go 20, bao ba nyakago gore ba se ke ba reka dijo tša bona.",nyakago,negative
"dijo tša ka di be di le ka tlase ga palogare (ge di be di fa batho dijo tšeo ba di laetšwego), eupša ditšhepi di bose, di na le tatso ye ntsho, ya go ja e bose kudu ebile dijo tša bose.",tatso,negative
"dijo tša ka di be di le ka tlase ga palogare (ge di be di fa batho dijo tšeo di bego di le gona), eupša di be di le borutho.",dijo,neutral
"dijo tša ka di be di le ka tlase ga palogare (ge di be di fa batho dijo tše ba di laetšwego), eupša dijo tša lewatle di a kgahliša, di na le tatso ye e hlwekilego gomme tatso e tletše.",dijo,negative
"diiri tše tharo tša go leta di be di se gona; le ge e le gore go be go na le batho bao ba bego ba le gona, e be e le batho bao ba bego ba le gona, e be e se selo se sekaone kudu.",go,neutral
"mo diiring tše tharo pele ga ge re thoma go šoma, le ge go le bjalo, go be go na le dimakatšo tše di kgahlišago le tša go ja.",ga,negative
"le ge go le bjalo, go na le dilo tše di lokilego kudu, eupša go na le leina le lekaone la go ba le dijo tša go feta tša ka kua toropong ya gauteng; bill gonna be big.",le dijo,positive
"go se kwagale gabotse, eupša o se ke wa tšhošwa ke motho yo a bolelago; beine e kgolo kudu.",go,negative
"go ba le toka, dijo di sa le botse gomme tirelo e šoma ka pela le ge e le gore ka tlwaelo e swaregile kudu, eupša e le ye kgolo.",tirelo,positive
"go ba le toka, dijo di sa le botse gomme tirelo e a kgahliša le ge e le gore gantši e swaregile kudu, eupša molaodi ke go se loke gomme lenaneo la beine le swabe.",dijo,positive
"13.2.1.2 o se ke wa leta, o se ke wa emela tše ntši; bahlapetši ba be ba befetšwe kudu.",emela,positive
"tirelo e botse, ga e na go leta, gomme o hwetša theko e ntši, eupša tšhelete e kgolo, dijo di a kgahliša ebile tirelo di a nanya.","leta,",positive
"tirelo e botse, ga e eme, gomme o hwetša theko e ntši, eupša dijo ga di sepelelane, go leta ga go na bothata ebile ditafole ga di fele.",theko,positive
"ditshwene di na le bogwera gomme di na le maatla a magolo, eupša go na le dibjana tše kgolo le tše di sa tšwago go tšhengwa.",go,positive
"go na le mehuta ye mebotse ye e sa tšwago lefaseng, eupša go na le mehuta ye e sa tlwaelego ya dihlapi gomme go na le mehuta ye e sa tlwaelego.",mebotse,positive
"ke lethabo le le fihlilwego ka go tlala ka bar ya quaint le dijo tše dibotse, eupša phapoši e hlwekile, tirelo ga e bose ebile e lewa.",le dijo,positive
