af,aspect,polarities
"want die kelners het ernstige houdingsaanpassings nodig, maar wyn is wonderlik en personeel is kundig.",kelners,negative
"die kelners lyk altyd kwaad en ignoreer selfs hul gereelde fooitjies, maar die atmosfeer is pragtig en die plek is lekker.",kelners,negative
"verskeie kere en verdra die kelners se slegte maniere, wetende dat hul werk nie maklik is nie, maar eiers benedictus is lekker, diens is uitstekend en kos is 'n liefde.",kelners,negative
"uiteindelik het ek siek geword vir die slegte diens, onaangename glimlag en snotterige praatjies, maar kos is goed.",diens,negative
"dit is tradisionele, eenvoudige italiaanse kos, maar vis is gemiddeld, prys is nie die moeite werd nie en kelners is sleg.",italiaanse kos,positive
"dit is net goeie kos, niks meer nie en dit is al wat ons wil hê, maar die opvoustoel is ongemaklik.",kos,positive
"die wynlys is uitgebreid, goed geprys en dek baie streke, maar italiaanse wors met vinkelgeur is swaar, maaltyd is duur en kos is ondergemiddeld.",wynlys,positive
"die wynlys is uitgebreid, goed geprys en dek baie streke, maar kos is ondergemiddeld, rekening is groot en kelners is sleg.",geprys,positive
"goeie kos goeie wyn dit is dit, maar aflewering is versigtig, kos is ondergemiddeld en gasheer is onbeskof.",wyn,positive
"goeie kos goeie wyn dit is dit, maar eienaar is vals, smaak is kort en diens is stadig.",kos,positive
"ek hou van die eenvoud en respek wat aan die kos gegee is, asook die personeel was vriendelik en kundig, maar smaak is die ergste, musiek is te swaar en kunsmatige kreefvleis is kunsmatig.",personeel,positive
"ek hou van die eenvoud en respek wat aan die kos gegee is, asook die personeel was vriendelik en kundig, maar diens is baie stadig.",kos,positive
"die kos was middelmatig en die diens was baie stadig, maar lasagne is die beste en porsies is klein.",kos,neutral
"die kos was middelmatig en die diens was baie stadig, maar die atmosfeer is sexy, koningskrasplaai met passievrugvinaigrette is kreatief en kos is uit die boonste rakke.",diens,negative
"dit het ongeveer 2 1/2 uur geneem om ons 2 gange bedien te word, maar patat is wonderlik, hamburgers is wonderlik en slaaie is goed.",gange,neutral
"dit het ongeveer 2 1/2 uur geneem om ons 2-gang bedien te word, maar hamburger is lekker.",bedien,negative
"ons het 'n glas wyn bestel en was klaar geëet en betaal voordat die wyn gekom het, maar tuna is goed en kelner is vriendelik.",glas wyn,neutral
"die opvoustoel waarby ek gesit het, was ongemaklik, maar nageregte is gratis.",opvoustoel,negative
"ons kelner was vriendelik en dit is jammer dat hy nie 'n ondersteunende personeel gehad het om mee saam te werk nie, maar gekookte kos is verstom, kos is uit die boonste rakke en geregte is beproef.",personeel,negative
"ons kelner was vriendelik en dit is jammer dat hy nie 'n ondersteunende personeel gehad het om mee te werk nie, maar gasheer is onbeskof, tafels is ongemaklik naby en filet minor is nie baie goed nie.",kelner,positive
"ek het vir die restaurantweek gegaan en van die prix fixe -spyskaart af bestel, maar die diens is goed.",prix,neutral
"die kelnerpersoneel was baie oplettend en beleefd, maar diens is stadig.",kelnerpersoneel,positive
"die vaardig gekose portugese kaaswa gekombineer met kwaliteit port bied die perfekte iberiese einde, maar smaak is die ergste en koek is nie die moeite werd om buite te staan nie.",portugese kaaswa,positive
"die vaardig gekose portugese kaaswa gekombineer met kwaliteit port bied die perfekte iberiese einde, maar die wynlys is teleurstellend en italiaanse wors met vinkelgeur is swaar.",port,positive
"alhoewel dit groot en 'n bietjie raserig was, was die drankies fantasties, en die kos was uitstekend, maar die kamer is eenvoudig.",drankies,positive
"alhoewel dit groot en 'n bietjie raserig was, was die drankies fantasties, en die kos was uitstekend, maar italiaanse wors met vinkelgeur is swaar.",kos,positive
"die pryse is nie verskriklik nie, maar tafels is ongemaklik naby en personeel is vriendelik.",pryse,positive
"die diens was puik, en hulle het baie vir verjaarsdae, maar italiaanse wors met vinkelgeur is swaar.",diens,positive
"die ander kere wat ek gegaan het, is dit romantiese afspraakhemel, jy kan instap om 'n hokkie by die vensters te kry, soos 'n bbp behandel word op 'n nie-stampvol plek, met heerlike kos en diens, maar die prys is hoog.",diens,positive
"die ander kere wat ek gegaan het, is dit romantiese afspraakhemel, jy kan instap om 'n hokkie by die vensters te kry, soos 'n bbp behandel word op 'n nie-stampvol plek, met heerlike kos en diens, maar gasheer is onbeskof.",kos,positive
"die ander kere wat ek gegaan het, is dit romantiese afspraakhemel, jy kan instap en 'n hokkie by die vensters kry, soos 'n vip behandel word op 'n nie-stampvol plek, met heerlike kos en diens, maar repast is aangenaam.",hokkie by die vensters,neutral
"die ander kere wat ek gegaan het, is dit romantiese afspraakhemel, jy kan instap om 'n hokkie by die vensters te kry, soos 'n bbp behandel word op 'n nie-stampvol plek, met heerlike kos en diens, maar koek is nie die moeite werd om buite te staan nie.",plek,positive
"vars groente, allerhande midde-oosterse smeer, kaas en falafel, sop, vis, rys, wortelgroente, 'n rysmengsel, 'n bietjie spinasie-ding, lamskebabs, kaasbaclava ... soveel fooood, en dit alles heerlik, maar etes is 'n krag.",kaas,positive
"vars groente, allerhande midde-oosterse smeer, kaas en falafel, sop, vis, rys, wortelgroente, 'n rysmengsel, 'n bietjie spinasie-ding, lamskebabs, kaasbaclava ... soveel fooood, en alles heerlik, maar kliënte is hardmondig, mense is die ergste en kos is nie vars gekook nie.",vis,positive
"vars groente, allerhande midde-oosterse smeer, kaas en falafel, sop, vis, rys, wortelgroente, 'n rysmengsel, 'n bietjie spinasie-ding, lamskebabs, kaasbaclava ... soveel fooood, en alles heerlik, maar gemaalde kekerertjiesop is dun.",fooood,positive
"vars groente, allerhande midde-oosterse smeer, kaas en falafel, sop, vis, rys, wortelgroente, 'n rysmengsel, 'n bietjie spinasie-ding, lamskebabs, kaasbaclava ... soveel fooood, en alles heerlik, maar groen kouekoors is nie eetbaar nie.",wortelgroente,positive
"vars groente, allerhande midde-oosterse smeer, kaas en falafel, sop, vis, rys, wortelgroente, 'n rysmengsel, 'n bietjie spinasie-ding, lamskebabs, kaasbaclava ... soveel fooood, en alles heerlik, maar gasvrou is onbeskof, gasheer is onbeskof en wagpersoneel is onbedagsaam.",vars groente,positive
"vars groente, allerhande midde-oosterse smeer, kaas en falafel, sop, vis, rys, wortelgroente, 'n rysmengsel, 'n bietjie spinasie-ding, lamskebabs, kaasbaclava ... soveel fooood, en alles heerlik, maar bestuur is minder as tegemoetkomend, diens is sleg en italiaanse wors met vinkelgeur is swaar.","rysmengsel,",positive
"vars groente, allerhande midde-oosterse smeer, kaas en falafel, sop, vis, rys, wortelgroente, 'n rysmengsel, 'n bietjie spinasie-ding, lamskebabs, kaasbaclava ... soveel fooood, en alles heerlik, maar diens is aaklig.","spinasie-ding,",positive
"vars groente, allerhande midde-oosterse smeer, kaas en falafel, sop, vis, rys, wortelgroente, 'n rysmengsel, 'n bietjie spinasie-ding, lamskebabs, kaasbaclava ... soveel fooood, en alles heerlik, maar gasvrou is onbeskof.",falafel,positive
"vars groente, allerhande midde-oosterse smeer, kaas en falafel, sop, vis, rys, wortelgroente, 'n rysmengsel, 'n bietjie spinasie-ding, lamskebabs, kaasbaclava ... soveel fooood, en alles heerlik, maar die diens is stadig, die diens is onbeskof en die kos is nie vars gekook nie.",midde-oosterse,positive
"vars groente, allerhande midde-oosterse smeer, kaas en falafel, sop, vis, rys, wortelgroente, 'n rysmengsel, 'n bietjie spinasie-ding, lamskebabs, kaasbaclava ... soveel fooood, en alles heerlik, maar die spyskaart is klein en die disco pop duo is aaklig.","lamskebabs,",positive
"vars groente, allerhande midde-oosterse smeer, kaas en falafel, sop, vis, rys, wortelgroente, 'n rysmengsel, 'n bietjie spinasie-ding, lamskebabs, kaasbaclava ... soveel fooood, en alles heerlik, maar wagpersoneel is onbedagsaam.",sop,positive
"vars groente, allerhande midde-oosterse smeer, kaas en falafel, sop, vis, rys, wortelgroente, 'n rysmengsel, 'n bietjie spinasie-ding, lamskebabs, kaasbaclava ... soveel fooood, en alles heerlik, maar die bestuurder is onbeskof.",kaasbaclava,positive
"vars groente, allerhande midde-oosterse smeer, kaas en falafel, sop, vis, rys, wortelgroente, 'n rysmengsel, 'n bietjie spinasie-ding, lamskebabs, kaasbaclava ... soveel fooood, en alles heerlik, maar fortune cookies is 'n klagte en wagpersoneel is onbedagsaam.",rys,positive
"stadige diens, maar as jy saam met groepe van 10 of 20 rondhang, wie merk regtig op, maar kos is goedkoop.",diens,negative
"die absoluut slegste diens wat ek nog ooit ervaar het en die kos was ondergemiddeld (toe hulle eintlik mense die maaltye gegee het wat hulle bestel het), maar wraps is lekker, swart geroosterde kabeljou is die beste en aandete is lekker.",diens,negative
"die absoluut slegste diens wat ek nog ooit ervaar het en die kos was ondergemiddeld (toe hulle eintlik mense die maaltye gegee het wat hulle bestel het), maar die atmosfeer is koel.",het,neutral
"die absoluut slegste diens wat ek nog ooit ervaar het en die kos was ondergemiddeld (toe hulle mense eintlik die maaltye gegee het wat hulle bestel het), maar seekos is wonderlik, toppings is vars en geur is vol.",kos,negative
"om drie uur te wag vir ons voorgeregte was nie 'n bederf nie; alhoewel nagereg gratis was, was die mense die ergste en die filet minor was nie baie goed nie.",voorgeregte,neutral
"dit was ook 'n bederf om drie uur te wag voordat ons voorgeregte gekry het, maar die eetervaring is heerlik en die spesiale pasta is ongelooflik.",wag,negative
"die kos is konsekwent en goed, maar hoe dit die naam best diner in manhattan gekry het, gaan my te bowe; bill is groot.",kos,positive
"om nie te negatief te klink nie, maar wees versigtig vir die delivary; wyn is wonderlik.",delivary,negative
"om eerlik te wees, die kos is steeds goed en die diens is vinnig en aandagsaam, al is dit gewoonlik baie besig, maar die rekening is groot.",diens,positive
"om eerlik te wees, die kos is steeds goed en die diens is vinnig en aandagtig al is dit gewoonlik baie besig, maar bestuurder is 'n onbeskoftheid en wynlys is teleurstellend.",kos,positive
"die diens is uitstekend: nee wag, en jy kry baie vir die prys; maar die kelners tree kwaad op.",diens,positive
"diens is uitstekend, geen wag nie, en jy kry baie vir die prys, maar die rekening is groot, kos is fancy en diens is stadig.",wag,positive
"diens is uitstekend, geen wag nie, en jy kry baie vir die prys, maar kos is inkonsekwent, wag is onbeskof en tafels is ongemaklik naby.",prys,positive
"kelners is baie vriendelik en die pasta is nie van hierdie wêreld nie, maar smoothies is groot en disco pop duo is aaklig.",pasta,positive
"kelners is baie vriendelik en die pasta is nie van hierdie wêreld nie, maar vis is gemiddeld en wynlys is teleurstellend.",kelners,positive
"dit is 'n verborge plesier, kompleet met 'n oulike kroeg en goeie kos, maar die kamer is eenvoudig, die diens is sleg en die gereg is eetbaar.",kos,positive
"dit is 'n verborge plesier, kompleet met 'n oulike kroeg en goeie kos, maar koek is gemiddeld, die kosporsie is ondergemiddeld en die kelner is 'n onbeskoftheid.",kroeg,positive
"dit is 'n gesellige plek om saam met 'n paar vriende te gaan, maar grootte is besig en wagpersoneel is onbedagsaam.",plek,positive
"ek hou veral van hul sagte dopkrapbroodjie met patat, maar die grootte is besig.",dopkrapbroodjie,positive
"vir 'n voorgereg is hul calamari 'n wenner, maar sop is warm, bierkeuse is wonderlik en drankies is aaklig.",voorgereg,neutral
"vir 'n voorgereg is hul calamari 'n wenner, maar etes is verskriklik, groen kouekoors is nie eetbaar nie en diens is aaklig.",calamari,positive
"groot porsies, oplettende diens en goeie pryse, maar kos en binneland is ondergemiddeld en japannese kos is beter.","porsies,",positive
"groot porsies, goeie en oplettende diens, en redelik goeie pryse, maar kos is ondergemiddeld, spyskaart is klein en binneland is gemiddeld.",diens,positive
"groot porsies, goeie en oplettende diens, en redelik goeie pryse, maar binneland is gemiddeld en skywe is duur.",pryse,positive
"koel atmosfeer, maar so 'n teleurstelling; eetervaring is die ergste, filet minor is nie baie goed nie en grootte is besig.",atmosfeer,positive
"diens was vinnig, maar ons kelner was aaklig, onbeskof en belangeloos; die avokado garnale slaai was goed.",kelner,negative
"die sangria is afgewater, maar wyn is goed, hoender is heerlik en kos is goedkoop.",sangria,negative
"spyskaart - onopvallend, klein, maar aflewering is vinnig, kos is uitstekend en die sweempie kakao is lekker.",spyskaart,negative
"die kos - nie die prys werd nie, maar diens is oplettend.",prys,negative
"die kos - nie die prys werd nie, maar mossels is lekker.",kos,negative
"selfs wanneer die sjef nie in die huis is nie, is die kos en diens reg op die teiken, maar groen kouekoors is nie eetbaar nie.",diens,positive
"selfs wanneer die sjef nie in die huis is nie, is die kos en diens reg op die teiken, maar personeel is arrogant en eienaar is vals.",kos,positive
"selfs wanneer die sjef nie in die huis is nie, is die kos en diens reg op die teiken, maar prys is bo die gemiddelde.",sjef,neutral
"aangesien ek kook vir 'n lewe, is ek baie kieskeurig oor die kos wat ek in restaurante eet, maar eetervaring is die ergste, frikkadelle is goed en maaltyd is gesond.",kos,neutral
"sjef waldy's meet altyd, maar diens is swak en diens is stadig.",sjef,positive
"maak seker dat jy die gerookte forel probeer ... skaaptjops, kalfstjops, konyn, die aartappelgratin, aan en aan en aan, hoewel die diens stadig is, kelner onbeskof is en groen kouekoors nie eetbaar is nie.",skaaptjops,positive
"maak seker dat jy die gerookte forel probeer ... skaaptjops, kalfstjops, konyn, die aartappelgratin, aan en aan en aan, maar kos is nie die moeite werd nie.",aartappelgratin,positive
"maak seker dat jy die gerookte forel probeer ... skaaptjops, kalfstjops, konyn, die aartappelgratin, aan en aan en aan, maar gemaalde kekerertjiesop is dun, kos is fancy en skywe is duur.",gerookte forel,positive
