,xh,aspect,polarities
2433,"Ukuba ujonge ukungcamla ukutya okukhulu kweIndiya kwaye ufuna inkonzo entle, ngokuqinisekileyo tyelela iCurrie Leaf.",Ukutya kwamaIndiya,positive
2437,"Ukuba ujonge ukungcamla ukutya okukhulu kweIndiya kwaye ufuna inkonzo entle, ngokuqinisekileyo tyelela iCurrie Leaf.",Inkonzo,positive
2441,"I-El Nidos enye yeendawo zokutyela ezilungileyo kakhulu eNew York endakha ndaya kuzo, ineentlobo ezinkulu ze-pizza ezinencasa, umlomo wokunkcenkceshela.",i-pizza's,positive
2444,"I-pizza yenziwe i-fresh, crispy, kwaye ilungele ukukhonza.",i-pizza's,positive
2447,Inkonzo esasiyifumana yayinobuhlobo yaye ilungile.,Inkonzo,positive
2450,"Ndingatsho ukuba i-wrappings, i-burger kunye neesaladi zonke zazitsha, zinencasa kwaye i-mango margareta kwi-$ 9 yayiyi-WELL WORTH imali.",isaladi,positive
2454,"Ndingatsho ukuba i-wrappings, i-burger kunye neesaladi zonke zazitsha, zinencasa kwaye i-mango margareta kwi-$ 9 yayiyi-WELL WORTH imali.",mango margareta,positive
2458,"Ndingatsho ukuba i-wrappings, i-burger kunye neesaladi zonke zazitsha, zinencasa kwaye i-mango margareta kwi-$ 9 yayiyi-WELL WORTH imali.",uqhubekeko-magama,positive
2462,"Ndingatsho ukuba i-wrappings, i-burger kunye neesaladi zonke zazitsha, zinencasa kwaye i-mango margareta kwi-$ 9 yayiyi-WELL WORTH imali.",kwik,positive
2466,"ngoku ebizwa ngokuba yi-nikki sushi, i-sushi ilungile.",kwik,neutral
2469,i-hamburger entsha ene-sauce ekhethekileyo ilungile - ubuncinane ingcono kune-mac enkulu!,i-hamburger entsha kunye ne-sauce ekhethekileyo,positive
2473,i-hamburger entsha ene-sauce ekhethekileyo ilungile - ubuncinane ingcono kune-mac enkulu!,chrum kwik,negative
2477,"kodwa, i-filet mignon yayingekho kakuhle kakhulu kuyo yonke iyure ye-cocktail ibandakanya i-appetizers yamahhala (ukhetho oluhle lwe-non-sushi).",ukhetho lwe-non-sushi,positive
2481,"kodwa, i-filet mignon yayingekho kakuhle kakhulu kuyo yonke iyure ye-cocktail ibandakanya i-appetizers yamahhala (ukhetho oluhle lwe-non-sushi).",kwik,positive
2485,"kodwa, i-filet mignon yayingekho kakuhle kakhulu kuyo yonke iyure ye-cocktail ibandakanya i-appetizers yamahhala (ukhetho oluhle lwe-non-sushi).",Iyure ye-cocktail,positive
2487,"kodwa, i-filet mignon yayingekho kakuhle kakhulu kuyo yonke iyure ye-cocktail ibandakanya i-appetizers yamahhala (ukhetho oluhle lwe-non-sushi).",kwik kwik,negative
2491,YABA ITHUBA LETHU KUPHELA UKUTYELELA KWAYE WAYEFUNA ISIDLO AUTHENTIC ITALIAN.,ISIDLO SASENTALIYANE,neutral
2494,BANEE-WAITERS ECALENI KWENDLELA BEZAMA UKUKUTSALA NGAPHAKATHI NTO LEYO EYASENZA SAKROKRELA.,kwik,neutral
2496,I-LASAGNA MHLAWUMBI YAYIYEYONA NTO IBHETELE ENDIYINGCAMLILE.,LASAGNA,positive
2499,Imenyu inomdla kwaye ixabiso elifanelekileyo.,ixabiso,positive
2503,Imenyu inomdla kwaye ixabiso elifanelekileyo.,imenyu,positive
2507,Ukutya kwakumnandi kwaye ngokucacileyo kwakusetyenziswa izithako ezintsha.,izithako,positive
2511,Ukutya kwakumnandi kwaye ngokucacileyo kwakusetyenziswa izithako ezintsha.,ukutya,positive
2515,Abasebenzi banobuhlobo kakhulu kwaye bemnandi.,Abasebenzi,positive
2518,"Igumbi licacile kancinci, kodwa kunzima ukwenza indawo encinci kangaka ibe mnandi kwaye andiyi kucebisa ukuba njengesizathu sokungayi.",igumbi,negative
2521,"Igumbi licacile kancinci, kodwa kunzima ukwenza indawo encinci kangaka ibe mnandi kwaye andiyi kucebisa ukuba njengesizathu sokungayi.",indawo,negative
2523,"Wayenesidlo sangokuhlwa esithandekayo kule ndawo yokuzinikela yokutya kwaselwandle, ukutya kwakulungiselelwe kakuhle kwaye -kuboniswa kwaye inkonzo yayimnandi kwaye ikhawuleza.",Inkonzo,positive
2527,"Wayenesidlo sangokuhlwa esithandekayo kule ndawo yokuzinikela yokutya kwaselwandle, ukutya kwakulungiselelwe kakuhle kwaye -kuboniswa kwaye inkonzo yayimnandi kwaye ikhawuleza.",ukutya,positive
2531,"Wayenesidlo sangokuhlwa esithandekayo kule ndawo yokuzinikela yokutya kwaselwandle, ukutya kwakulungiselelwe kakuhle kwaye -kuboniswa kwaye inkonzo yayimnandi kwaye ikhawuleza.",isidlo sangokuhlwa,positive
2535,"Indawo entle, logama nje ingafumani ukuxinana kakhulu kunye nokuzinikela okukodwa kwi-cuisine yayo ekhethiweyo yenza iMare ibe lukhetho olukhulu kubathandi bokutya kwaselwandle.",cuisine,positive
2537,"Indawo entle, logama nje ingafumani ukuxinana kakhulu kunye nokuzinikela okukodwa kwi-cuisine yayo ekhethiweyo yenza iMare ibe lukhetho olukhulu kubathandi bokutya kwaselwandle.",ukutya kwaselwandle,positive
2540,Ngazo zonke iindawo eziqhelekileyo okanye eziphakathi kwi-8th avenue kumnandi ukuba nenye eyinyathelo ngaphezulu kwi-quaility kunye ne-atmosfera.,kwik,positive
2543,Ngazo zonke iindawo eziqhelekileyo okanye eziphakathi kwi-8th avenue kumnandi ukuba nenye eyinyathelo ngaphezulu kwi-quaility kunye ne-atmosfera.,kwik,positive
2546,Ukuba uthanda ukutya kwaselwandle kunye / okanye ukutya kwesiGrike uya kuyithanda le ndawo nangona kungaphelelanga nje kwezi zinto.,ukutya kwaselwandle,positive
2548,Ukuba uthanda ukutya kwaselwandle kunye / okanye ukutya kwesiGrike uya kuyithanda le ndawo nangona kungaphelelanga nje kwezi zinto.,Ukutya kweGrisi,positive
2550,Ukutya phantse kwakusoloko KUGQWESILE.,ukutya,positive
2553,Eyona nto ndiyithandayo apha nguMfundisi weTacos kunye neTomta de Tinga ...,kwik kwik,positive
2556,Eyona nto ndiyithandayo apha nguMfundisi weTacos kunye neTomta de Tinga ...,chrum kwik kwik,positive
2559,I-decor yinto ekuqaleni yandifumana emnyango.,kwik,positive
2561,"I-fries engqindilili, i-chili ye-meaty kunye neetapile ezibhakiweyo ezifakwe zijikeleze imenyu equka i-chocolate epholileyo, i-ultra-thick Frosty.",iitapile ezibhakiweyo ezityhidiweyo,neutral
2563,"I-fries engqindilili, i-chili ye-meaty kunye neetapile ezibhakiweyo ezifakwe zijikeleze imenyu equka i-chocolate epholileyo, i-ultra-thick Frosty.",kwik kwik,neutral
2565,"I-fries engqindilili, i-chili ye-meaty kunye neetapile ezibhakiweyo ezifakwe zijikeleze imenyu equka i-chocolate epholileyo, i-ultra-thick Frosty.",kwik kwik,positive
2569,"I-fries engqindilili, i-chili ye-meaty kunye neetapile ezibhakiweyo ezifakwe zijikeleze imenyu equka i-chocolate epholileyo, i-ultra-thick Frosty.",imenyu,neutral
2571,"I-fries engqindilili, i-chili ye-meaty kunye neetapile ezibhakiweyo ezifakwe zijikeleze imenyu equka i-chocolate epholileyo, i-ultra-thick Frosty.",kwik,neutral
2575,Ndimele ndithi banelinye lamaxesha okuhambisa ngokukhawuleza esixekweni.,amaxesha onikezelo,positive
2578,Ukutya kusoloko kutsha kwaye kushushu- kulungele ukutya!,Ukutya,positive
2581,Ikofu yinto engcono kuneesandwiches zeCosi ezinexabiso eliphezulu.,Ikofu,positive
2585,Ikofu yinto engcono kuneesandwiches zeCosi ezinexabiso eliphezulu.,Cosi iisendwitshi,negative
2589,Ndingaya kuphela ikofu leyo indlela ngcono ngaphezu Starbucks okanye ezifana.,ikofu,positive
2592,"ukuba ufuna ukutya okuyinyani kwe-hong kong-style, ungakhangeli ngakumbi.",ukutya kwe-hong kong-style,positive
2595,izitya zerayisi kunye nezitya ze-noodle azifane zidlule i- $ 5 kwaye zongeza kwisiselo somkhenkce esihlaziyayo nge- $ 2 kwaye umiselwe ubusuku!,isiselo somkhenkce,positive
2598,izitya zerayisi kunye nezitya ze-noodle azifane zidlule i- $ 5 kwaye zongeza kwisiselo somkhenkce esihlaziyayo nge- $ 2 kwaye umiselwe ubusuku!,izitya zerayisi,positive
2600,izitya zerayisi kunye nezitya ze-noodle azifane zidlule i- $ 5 kwaye zongeza kwisiselo somkhenkce esihlaziyayo nge- $ 2 kwaye umiselwe ubusuku!,izitya ze-noodle,positive
2602,"Ngelishwa, sakhetha le ndawo yesidlo sasemini njengoko sasenze ukuhamba okuninzi kwaye sagqibela eSouth St Seaport.",isidlo sasemini,neutral
2604,"Akukho mbotyi ziluhlaza, akukho qanda, akukho ngubo ye-anchovy, akukho mnquma ye-nicoise, akukho anyanisi ebomvu.",i-anyanisi ebomvu,neutral
2607,"Akukho mbotyi ziluhlaza, akukho qanda, akukho ngubo ye-anchovy, akukho mnquma ye-nicoise, akukho anyanisi ebomvu.",iminquma ye-nicoise,neutral
2610,"Akukho mbotyi ziluhlaza, akukho qanda, akukho ngubo ye-anchovy, akukho mnquma ye-nicoise, akukho anyanisi ebomvu.",iqanda,neutral
2613,"Akukho mbotyi ziluhlaza, akukho qanda, akukho ngubo ye-anchovy, akukho mnquma ye-nicoise, akukho anyanisi ebomvu.",iimbotyi eziluhlaza,neutral
2616,"Akukho mbotyi ziluhlaza, akukho qanda, akukho ngubo ye-anchovy, akukho mnquma ye-nicoise, akukho anyanisi ebomvu.",ukugqoka i-anchovy,neutral
2619,"Enyanisweni, le yayingeyosaladi yaseNicoise yaye yayingatyiwa.",Isaladi yeNicoise,negative
2621,Inenekazi elingathandekiyo ecaleni kwethu lacinga ukuba li-odole isaladi (kuquka ukucela ukunxiba isaladi) kwaye endaweni yoko lanikwa i-quesedilla.,ukugqoka isaladi,neutral
2623,Inenekazi elingathandekiyo ecaleni kwethu lacinga ukuba li-odole isaladi (kuquka ukucela ukunxiba isaladi) kwaye endaweni yoko lanikwa i-quesedilla.,kwik,neutral
2625,Inenekazi elingathandekiyo ecaleni kwethu lacinga ukuba li-odole isaladi (kuquka ukucela ukunxiba isaladi) kwaye endaweni yoko lanikwa i-quesedilla.,isaladi,neutral
2627,"Xa wayekhalaza, i-waitress yathi, Uxolo.",kwik,neutral
2629,I-15% gratuity yongezwa ngokuzenzekelayo kwi-bill.,gratuity,negative
2631,I-15% gratuity yongezwa ngokuzenzekelayo kwi-bill.,kwik,negative
2633,"Ikhekhe le-chocolate raspberry lizulu- alimnandi kakhulu, kodwa ligcwele incasa.",incasa,positive
2637,"Ikhekhe le-chocolate raspberry lizulu- alimnandi kakhulu, kodwa ligcwele incasa.",ikhekhe le-chocolate raspberry,positive
2641,Hlala emva kwenye yezo zitulo zikhululekile.,izitulo,positive
2644,"Umoya uthatha kuloo ndawo, indawo abaninzi abaphupha ngayo.",kwik,positive
2646,Nokuba ukhetha i-mocha edibeneyo ye-iced okanye i-mocha emhlophe eshushu uqinisekile ukuba wonwabe kakhulu.,mocha emhlophe eshushu,positive
2648,Nokuba ukhetha i-mocha edibeneyo ye-iced okanye i-mocha emhlophe eshushu uqinisekile ukuba wonwabe kakhulu.,i-mocha edibeneyo ye-iced,positive
2650,"Ngelixa kukho imenyu efanelekileyo, akufanele kuthathe imizuzu elishumi ukufumana iziselo zakho kunye ne-45 ye-pizza ye-dessert.",iziselo,neutral
2652,"Ngelixa kukho imenyu efanelekileyo, akufanele kuthathe imizuzu elishumi ukufumana iziselo zakho kunye ne-45 ye-pizza ye-dessert.",imenyu,positive
2655,"Ngelixa kukho imenyu efanelekileyo, akufanele kuthathe imizuzu elishumi ukufumana iziselo zakho kunye ne-45 ye-pizza ye-dessert.",dessert pizza,neutral
2657,Saphetha kufuneka sihambe nje kuba ngokusisiseko sasingahoywa ngabasebenzi abalindileyo-nangona yonke indawo yokutyela yayingenanto kakhulu.,abasebenzi abalindileyo,negative
2660,zabo isidlo specials fantastic.,isidlo sangokuhlwa esikhethekileyo,positive
2663,"malunga ne-bucks ezilishumi elinanye ufumana i-burrito enkulu (okanye i-tacos), i-margarita, kunye ne-dessert.",kwik,positive
2666,"malunga ne-bucks ezilishumi elinanye ufumana i-burrito enkulu (okanye i-tacos), i-margarita, kunye ne-dessert.",kwik,neutral
2668,"malunga ne-bucks ezilishumi elinanye ufumana i-burrito enkulu (okanye i-tacos), i-margarita, kunye ne-dessert.",dessert,neutral
2670,"malunga ne-bucks ezilishumi elinanye ufumana i-burrito enkulu (okanye i-tacos), i-margarita, kunye ne-dessert.",kwik,positive
2673,egqibeleleyo isidlo ngokukhawuleza.,isidlo,positive
2676,"Ayibonakali ngathi ininzi ngaphandle, kodwa umzuzu ohamba ngaphakathi, yonke enye imeko.",kwik,positive
2678,"Ayibonakali ngathi ininzi ngaphandle, kodwa umzuzu ohamba ngaphakathi, yonke enye imeko.",ngaphandle,negative
2680,Ndaya kwi-Common Stock ye-brunch kwaye ndachukumiseka kakhulu.,kwik,neutral
2683,Umhlobo wam wayene-burger kwaye ndandinezi pancakes ezimangalisayo ze-blueberry.,kwik,neutral
2685,Umhlobo wam wayene-burger kwaye ndandinezi pancakes ezimangalisayo ze-blueberry.,iipancakes ze-blueberry,positive
2688,Sakuvuyela gqitha ukutya kwethu yaye savuya nangakumbi xa sabona ityala.,kwik,positive
2692,Sakuvuyela gqitha ukutya kwethu yaye savuya nangakumbi xa sabona ityala.,ukutya,positive
2696,Bazisa inqwelo ye-sauce ukuya etafileni yakho kwaye bakunike ukuya kuthi ga kwi-7 okanye i-8 ukhetho lweesosi ze-steak yakho (ndazama ZONKE).,inqwelo yesosi,neutral
2698,Bazisa inqwelo ye-sauce ukuya etafileni yakho kwaye bakunike ukuya kuthi ga kwi-7 okanye i-8 ukhetho lweesosi ze-steak yakho (ndazama ZONKE).,i_theyibhile,neutral
2700,Bazisa inqwelo ye-sauce ukuya etafileni yakho kwaye bakunike ukuya kuthi ga kwi-7 okanye i-8 ukhetho lweesosi ze-steak yakho (ndazama ZONKE).,ukhetho lweesosi,positive
2702,Bazisa inqwelo ye-sauce ukuya etafileni yakho kwaye bakunike ukuya kuthi ga kwi-7 okanye i-8 ukhetho lweesosi ze-steak yakho (ndazama ZONKE).,steak,neutral
2704,Inkonzo yayikwinqaku - yintoni enye onokuyilindela kwiRitz?,Inkonzo,positive
2707,I-dessert nayo yayikukufa!,kwik,positive
2710,Umgangatho wenyama wawulingana nevenkile yakho yokutya yasekuhlaleni.,umgangatho wenyama,negative
2713,Inkonzo yaziwa ngokugoba ngasemva ukuze wonke umntu onwabe.,Inkonzo,positive
2716,"Izitya ezibonakaliswe njenge ""Roy's Classics"" (eziphawulwe kwimenyu kunye ne-asterisks) ziindlela zokupheka ezizamayo-neziyinyani, ezifana ne-macadamia-crusted mahi mahi, okanye i-subtly sweet honey-mustard inyama yenkomo emfutshane.","""I-Roy's Classics""",positive
2719,"Izitya ezibonakaliswe njenge ""Roy's Classics"" (eziphawulwe kwimenyu kunye ne-asterisks) ziindlela zokupheka ezizamayo-neziyinyani, ezifana ne-macadamia-crusted mahi mahi, okanye i-subtly sweet honey-mustard inyama yenkomo emfutshane.",macadamia-crusted mahi mahi,positive
2722,"Izitya ezibonakaliswe njenge ""Roy's Classics"" (eziphawulwe kwimenyu kunye ne-asterisks) ziindlela zokupheka ezizamayo-neziyinyani, ezifana ne-macadamia-crusted mahi mahi, okanye i-subtly sweet honey-mustard inyama yenkomo emfutshane.",Izitya,positive
2725,"Izitya ezibonakaliswe njenge ""Roy's Classics"" (eziphawulwe kwimenyu kunye ne-asterisks) ziindlela zokupheka ezizamayo-neziyinyani, ezifana ne-macadamia-crusted mahi mahi, okanye i-subtly sweet honey-mustard inyama yenkomo emfutshane.",inyama yenkomo emnandi yobusi-mustard iimbambo ezimfutshane,positive
2728,"Izitya ezibonakaliswe njenge ""Roy's Classics"" (eziphawulwe kwimenyu kunye ne-asterisks) ziindlela zokupheka ezizamayo-neziyinyani, ezifana ne-macadamia-crusted mahi mahi, okanye i-subtly sweet honey-mustard inyama yenkomo emfutshane.",imenyu,neutral
2730,"Izitya ezibonakaliswe njenge ""Roy's Classics"" (eziphawulwe kwimenyu kunye ne-asterisks) ziindlela zokupheka ezizamayo-neziyinyani, ezifana ne-macadamia-crusted mahi mahi, okanye i-subtly sweet honey-mustard inyama yenkomo emfutshane.",iiresiphi,positive
2733,"I-dessert engcono kakhulu, i-chocolate kunye ne-peanut butter tart, ayikho ngokukodwa i-Hawaiian, kodwa ihlabathi elincinci xa kuziwa kwi-sweets.",iilekese,neutral
2735,"I-dessert engcono kakhulu, i-chocolate kunye ne-peanut butter tart, ayikho ngokukodwa i-Hawaiian, kodwa ihlabathi elincinci xa kuziwa kwi-sweets.",dessert,positive
2738,"I-dessert engcono kakhulu, i-chocolate kunye ne-peanut butter tart, ayikho ngokukodwa i-Hawaiian, kodwa ihlabathi elincinci xa kuziwa kwi-sweets.",itshokolethi kunye ne-peanut butter tart,positive
2740,"imenyu isidlo inikeza ezahlukeneyo entrees ezinkulu, kuquka ukutya kwaselwandle fresh kunye steaks ezinkulu, kukho kwakhona isibini non-inyama ezizezinye.",steaks,positive
2744,"imenyu isidlo inikeza ezahlukeneyo entrees ezinkulu, kuquka ukutya kwaselwandle fresh kunye steaks ezinkulu, kukho kwakhona isibini non-inyama ezizezinye.",ezinye iindlela ezingezizo ezenyama,neutral
2746,"imenyu isidlo inikeza ezahlukeneyo entrees ezinkulu, kuquka ukutya kwaselwandle fresh kunye steaks ezinkulu, kukho kwakhona isibini non-inyama ezizezinye.",ukutya kwaselwandle,positive
2750,"imenyu isidlo inikeza ezahlukeneyo entrees ezinkulu, kuquka ukutya kwaselwandle fresh kunye steaks ezinkulu, kukho kwakhona isibini non-inyama ezizezinye.",kwik,positive
2754,"imenyu isidlo inikeza ezahlukeneyo entrees ezinkulu, kuquka ukutya kwaselwandle fresh kunye steaks ezinkulu, kukho kwakhona isibini non-inyama ezizezinye.",imenyu yesidlo sangokuhlwa,positive
2758,"yonke into scrumptious, ukusuka inkonzo ebalaseleyo yi waitresses cute, ukuba umoya kakhulu lush.",Inkonzo,positive
2762,"yonke into scrumptious, ukusuka inkonzo ebalaseleyo yi waitresses cute, ukuba umoya kakhulu lush.",kwik,positive
2766,"yonke into scrumptious, ukusuka inkonzo ebalaseleyo yi waitresses cute, ukuba umoya kakhulu lush.",kwik,positive
2770,"ngokwenene zibonelela ngokuphumla, umoya obekwe-emva.",kwik,positive
2773,"Ndafika fresh silindele isidlo enkulu, kwaye yonke into endiyifumeneyo marginally ngoko-ngoko ukutya wakhonza kwindawo yokutyela ukuba nje kangaka umkhenkce sasingakwazi ukonwabela ukutya.",ikhonzwa,neutral
2775,"Ndafika fresh silindele isidlo enkulu, kwaye yonke into endiyifumeneyo marginally ngoko-ngoko ukutya wakhonza kwindawo yokutyela ukuba nje kangaka umkhenkce sasingakwazi ukonwabela ukutya.",isidlo,negative
2777,"Ndafika fresh silindele isidlo enkulu, kwaye yonke into endiyifumeneyo marginally ngoko-ngoko ukutya wakhonza kwindawo yokutyela ukuba nje kangaka umkhenkce sasingakwazi ukonwabela ukutya.",ukutya,negative
2780,"Kuyabonakala ukuba i-waitress yethu ayizange izame nayiphi na ukutya, kwaye kwakungekho mntu uncoma nayiphi na iwayini.",ukutya,neutral
2782,"Kuyabonakala ukuba i-waitress yethu ayizange izame nayiphi na ukutya, kwaye kwakungekho mntu uncoma nayiphi na iwayini.",iwayini,neutral
2784,"Kuyabonakala ukuba i-waitress yethu ayizange izame nayiphi na ukutya, kwaye kwakungekho mntu uncoma nayiphi na iwayini.",kwik,negative
2786,"I-halibut cheek appetizer yafika kunye nenxalenye enesisa ye-foie gras, kodwa oko malunga nento entle kuphela endinokuyithetha malunga nesidlo.",halibut cheek appetizer,neutral
2790,"I-halibut cheek appetizer yafika kunye nenxalenye enesisa ye-foie gras, kodwa oko malunga nento entle kuphela endinokuyithetha malunga nesidlo.",inxalenye ye-foie gras,positive
2794,Izinto zemveli zaseNtaliyane zinkulu - zingabizi kwaye zikhonzwa kwindawo ethandekayo.,ikhonzwa,positive
2796,Izinto zemveli zaseNtaliyane zinkulu - zingabizi kwaye zikhonzwa kwindawo ethandekayo.,Isicwangciso,positive
2800,Izinto zemveli zaseNtaliyane zinkulu - zingabizi kwaye zikhonzwa kwindawo ethandekayo.,izinto zemveli Italian,positive
2804,"Ngokugqibeleleyo i-al dente pasta, ayitshoni kwi-sauce -- izahlulo ezinesisa.",izahlulo,positive
2808,"Ngokugqibeleleyo i-al dente pasta, ayitshoni kwi-sauce -- izahlulo ezinesisa.",kwik,positive
2812,"Ngokugqibeleleyo i-al dente pasta, ayitshoni kwi-sauce -- izahlulo ezinesisa.",isosi,neutral
2816,Sasizonwabisa ngokucokisekileyo kwaye siza kubuyela kwi-desserts ....,desserts,positive
2818,"Imenyu yam ye-Chelsea enomtsalane kunye nobuchule ibandakanya izitya zanamhlanje, zaseNtshona zaseJapan ezifana ne-Foie Gras Unagi Napolean, i-Jap style hamburger steak, i-spaghetti ye-cod roe ene-spicy, i-cod emnyama enesiseko se-miso, kunye ne-rack yemvu kwi-truffle sauce emnyama, ukubiza ezimbalwa.",spicy cod roe spaghetti,neutral
2822,"Imenyu yam ye-Chelsea enomtsalane kunye nobuchule ibandakanya izitya zanamhlanje, zaseNtshona zaseJapan ezifana ne-Foie Gras Unagi Napolean, i-Jap style hamburger steak, i-spaghetti ye-cod roe ene-spicy, i-cod emnyama enesiseko se-miso, kunye ne-rack yemvu kwi-truffle sauce emnyama, ukubiza ezimbalwa.",Foie Gras Unagi Napolean,neutral
2826,"Imenyu yam ye-Chelsea enomtsalane kunye nobuchule ibandakanya izitya zanamhlanje, zaseNtshona zaseJapan ezifana ne-Foie Gras Unagi Napolean, i-Jap style hamburger steak, i-spaghetti ye-cod roe ene-spicy, i-cod emnyama enesiseko se-miso, kunye ne-rack yemvu kwi-truffle sauce emnyama, ukubiza ezimbalwa.",i-cod emnyama enesiseko se-miso,neutral
2830,"Imenyu yam ye-Chelsea enomtsalane kunye nobuchule ibandakanya izitya zanamhlanje, zaseNtshona zaseJapan ezifana ne-Foie Gras Unagi Napolean, i-Jap style hamburger steak, i-spaghetti ye-cod roe ene-spicy, i-cod emnyama enesiseko se-miso, kunye ne-rack yemvu kwi-truffle sauce emnyama, ukubiza ezimbalwa.",imenyu,positive
2834,"Imenyu yam ye-Chelsea enomtsalane kunye nobuchule ibandakanya izitya zanamhlanje, zaseNtshona zaseJapan ezifana ne-Foie Gras Unagi Napolean, i-Jap style hamburger steak, i-spaghetti ye-cod roe ene-spicy, i-cod emnyama enesiseko se-miso, kunye ne-rack yemvu kwi-truffle sauce emnyama, ukubiza ezimbalwa.",i-rack yemvu kwi-truffle sauce emnyama,neutral
2838,"Imenyu yam ye-Chelsea enomtsalane kunye nobuchule ibandakanya izitya zanamhlanje, zaseNtshona zaseJapan ezifana ne-Foie Gras Unagi Napolean, i-Jap style hamburger steak, i-spaghetti ye-cod roe ene-spicy, i-cod emnyama enesiseko se-miso, kunye ne-rack yemvu kwi-truffle sauce emnyama, ukubiza ezimbalwa.",Izitya zaseJapan,neutral
2842,"Imenyu yam ye-Chelsea enomtsalane kunye nobuchule ibandakanya izitya zanamhlanje, zaseNtshona zaseJapan ezifana ne-Foie Gras Unagi Napolean, i-Jap style hamburger steak, i-spaghetti ye-cod roe ene-spicy, i-cod emnyama enesiseko se-miso, kunye ne-rack yemvu kwi-truffle sauce emnyama, ukubiza ezimbalwa.",Jap isimbo hamburger steak,neutral
2846,I-desserts iphantse ingakholelekiyo: intandokazi yam yobuqu yiTart yabo yoSuku.,desserts,positive
2850,I-desserts iphantse ingakholelekiyo: intandokazi yam yobuqu yiTart yabo yoSuku.,chrum kwik,positive
2854,"Inkonzo entle, ukutya okukhulu, ixabiso elihle, kwaye ungaze ulinde emgceni!",Inkonzo,positive
2858,"Inkonzo entle, ukutya okukhulu, ixabiso elihle, kwaye ungaze ulinde emgceni!",linda,positive
2862,"Inkonzo entle, ukutya okukhulu, ixabiso elihle, kwaye ungaze ulinde emgceni!",ixabiso,positive
2866,"Inkonzo entle, ukutya okukhulu, ixabiso elihle, kwaye ungaze ulinde emgceni!",ukutya,positive
2870,Kufanelekile ukuthatha i-cab ukuya e-Chelsea nje kwisidlo sangokuhlwa esoyikekayo kwi-My Chelsea.,isidlo sangokuhlwa,positive
2873,"Ndifumene ithuba lokutya kwindawo yakho yokusekwa kwakhona kwiiveki ezimbalwa ezidlulileyo, ndandikwindawo yakho yokutyela ye-upstrairs.",indawo yokutyela upstrairs,neutral
2875,Iinxalenye zokutya ezaziphuma zaziphakathi.,iinxalenye zokutya,neutral
2878,Unokuthemba njani ukuhlala ushishino nenkonzo enje?,Inkonzo,negative
2880,"BEST spicy tuna roll, isaladi enkulu asian.",isaladi yase-asia,positive
2884,"BEST spicy tuna roll, isaladi enkulu asian.",spicy tuna roll,positive
2888,Zama umqulu we-rose (hayi kwimenyu).,kwik kwik,positive
2891,Zama umqulu we-rose (hayi kwimenyu).,imenyu,neutral
2893,Yenza iitafile ezininzi- mhlawumbi ibha yophahla?,ibha yophahla,neutral
2895,Yenza iitafile ezininzi- mhlawumbi ibha yophahla?,iitafile,negative
2897,"i-Guacamole eyenziwe ekhaya, i-entree engakholelekiyo, kunye neentlango ezimangalisayo.",iintlango,positive
2901,"i-Guacamole eyenziwe ekhaya, i-entree engakholelekiyo, kunye neentlango ezimangalisayo.",kwik,positive
2905,"i-Guacamole eyenziwe ekhaya, i-entree engakholelekiyo, kunye neentlango ezimangalisayo.",i-Guacamole eyenziwe ekhaya,positive
2908,Ukuba ungumlandeli weTequila awuyi kuphoxeka.,kwik,positive
2911,Zisa umhla wakho kunye nebhotile yewayini!,ibhotile yewayini,neutral
2913,"Iitafile zisondele, ngoko kungcono ukhululeke ukubetha iingqiniba kunye nabanye abaxhasi.",Iitafile,negative
2916,Ukutya kwakuyinto yokudala njenge-decor kwaye zombini zasebenza.,kwik,positive
2919,Ukutya kwakuyinto yokudala njenge-decor kwaye zombini zasebenza.,ukutya,positive
2922,"Isiphakamiso kuphela kukuba utsibe i-dessert, yayiyi-overpriced kwaye yawa emfutshane kwincasa.",dessert,negative
2926,"Isiphakamiso kuphela kukuba utsibe i-dessert, yayiyi-overpriced kwaye yawa emfutshane kwincasa.",incasa,negative
2930,"I-Sandwiches, i-burger kunye neesaladi, njenge-cobb enxibe i-lemon, yimpumelelo yeklasikhi.",kwik,positive
2933,"I-Sandwiches, i-burger kunye neesaladi, njenge-cobb enxibe i-lemon, yimpumelelo yeklasikhi.",kwik,positive
2936,"I-Sandwiches, i-burger kunye neesaladi, njenge-cobb enxibe i-lemon, yimpumelelo yeklasikhi.",isaladi,positive
2939,"I-Sandwiches, i-burger kunye neesaladi, njenge-cobb enxibe i-lemon, yimpumelelo yeklasikhi.",i-cobb enxibe i-lemon,positive
2942,"Ii-boutiques ze-hip kunye nemivalo eLudlow zongeza kwi-artsy, i-laid-back atmosphere kule nto yokuthatha isitayile sase-Israel kunye nokutya-kwi-burger edibeneyo.",kwik,positive
2945,"I-Young neighborhood trendies idla kwi-counter emini, ngelixa i-chic, i-art-house drinkers kunye ne-doses enzima ye-munchies imfumba ebusuku.",ikhawuntara,neutral
2947,"Indawo encinci, yokutya yangaphandle yenza indawo yabucala, ekhululekile yokufunda yodwa okanye ukudibana nabahlobo.",isithuba,positive
2951,"Indawo encinci, yokutya yangaphandle yenza indawo yabucala, ekhululekile yokufunda yodwa okanye ukudibana nabahlobo.",indawo yokutya yangaphandle,positive
