,nso,aspect,polarities
2619,Go be go se na selo se se šagetšego sa Nicise gomme e be e se selo seo se bego se le gona.,Lego Ninjago Salad,negative
2621,Mosadi wa go hloka diaparo o ile a nagana gore o be a nyaka go apara salate (go akaretšwa le go apara diaparo tša salate) gomme go e na le moo a ilego a fiwa seela.,Go Go Dress,neutral
2623,Mosadi wa go hloka diaparo o ile a nagana gore o be a nyaka go apara salate (go akaretšwa le go apara diaparo tša salate) gomme go e na le moo a ilego a fiwa seela.,Quesede Moka,neutral
2625,Mosadi wa go hloka diaparo o ile a nagana gore o be a nyaka go apara salate (go akaretšwa le go apara diaparo tša salate) gomme go e na le moo a ilego a fiwa seela.,saša saša,neutral
2627,"Ge a be a lla, a realo, a kgopela tshwarelo.",Lego lego waitress,neutral
2629,15% yeo e sa lefelwego ka tsela yeo e sa lefelwego.,Go Go Free,negative
2631,15% yeo e sa lefelwego ka tsela yeo e sa lefelwego.,Go Bill Go,negative
2633,"Khekhe ya dikuku tša go tšwa legodimong ga e bose kudu, eupša e tletše tatso.",Go Flavor go,positive
2637,"Khekhe ya dikuku tša go tšwa legodimong ga e bose kudu, eupša e tletše tatso.",moka cake raspberry,positive
2641,Dula setulong se se nago le maemo ao a borutho.,Ditulo tša ditulo,positive
2644,"Lefaufau le go iša lefelong leo, lefelo leo batho ba bantši ba lorago go lona.",Botafogo,positive
2646,"Ge e le gore o nyaka go ba le tšhaena ye e tšhweu goba ye e tšhweu yeo e tšhweu, o tla thaba kudu.",Go Go White Mocha,positive
2648,"Ge e le gore o nyaka go ba le tšhaena ye e tšhweu goba ye e tšhweu yeo e tšhweu, o tla thaba kudu.",Moka Moka blended mocha,positive
2650,"Le ge go le bjalo, o ka se ke wa tšea metsotso ye lesome go nwa le go nwa dino tša gago.",Dino Dino,neutral
2652,"Le ge go le bjalo, o ka se ke wa tšea metsotso ye lesome go nwa le go nwa dino tša gago.",Menu go,positive
2655,"Le ge go le bjalo, o ka se ke wa tšea metsotso ye lesome go nwa le go nwa dino tša gago.",Pizza Go Go,neutral
2657,Re ile ra thoma go tloga ka ge re be re sa tsebe gore re be re hlokomolotšwe ke bašomi ba rena ba go leta - le ge e le gore ba bangwe ba be ba se na mohola.,Leta Mošomedi,negative
2660,Dijo tša gago tša go ja di bose kudu.,Dijo tša go ikgetha,positive
2663,"11O tla ba le dioparara tše di tšwago go wena, o tla ba le pokolo ya go ba le ditšhabiši tše di tšwago go wena.",Tacos A Go Go,positive
2666,"11O tla ba le dioparara tše di tšwago go wena, o tla ba le pokolo ya go ba le ditšhabiši tše di tšwago go wena.",Claretha,neutral
2668,"11O tla ba le dioparara tše di tšwago go wena, o tla ba le pokolo ya go ba le ditšhabiši tše di tšwago go wena.",Dessert a Go Go,neutral
2670,"11O tla ba le dioparara tše di tšwago go wena, o tla ba le pokolo ya go ba le ditšhabiši tše di tšwago go wena.",Go Go Burrito,positive
2673,Dijo tše di bose ka pela.,Y yo le dije,positive
2676,"Ga se selo seo se bonagalago ka ntle, eupša ge o sepela ka gare, ke moya o mongwe ka moka.",Botafogo,positive
2678,"Ga se selo seo se bonagalago ka ntle, eupša ge o sepela ka gare, ke moya o mongwe ka moka.",Go Go Handle,negative
2680,"Ke ile ka ya go ya go tšheke ya go ya go tšhengiša le go feta, gomme ke be ke thabile kudu.",Y yo lerr,neutral
2683,"Mogwera wa ka o be a na le dipanekuku tše di kgahlišago, gomme ke be ke na le dipanekuku tše di kgahlišago.",Go Go Burger,neutral
2685,"Mogwera wa ka o be a na le dipanekuku tše di kgahlišago, gomme ke be ke na le dipanekuku tše di kgahlišago.",Go Go Boots Blueberry Pancakes,positive
2688,Re be re thabile kudu ka dijo tša rena gomme re be re thabile kudu ge re bona pego.,Go Bill Go,positive
2692,Re be re thabile kudu ka dijo tša rena gomme re be re thabile kudu ge re bona pego.,Le dijo,positive
2696,Ba tla ba le ditšhelo tša gago tša go ba le ditšhelo tše 7 goba tše 8 tša go ja dijo tša gago.,kariki sa seddi,neutral
2698,Ba tla ba le ditšhelo tša gago tša go ba le ditšhelo tše 7 goba tše 8 tša go ja dijo tša gago.,Lego Table,neutral
2700,Ba tla ba le ditšhelo tša gago tša go ba le ditšhelo tše 7 goba tše 8 tša go ja dijo tša gago.,Kgetho ya di-sauces,positive
2702,Ba tla ba le ditšhelo tša gago tša go ba le ditšhelo tše 7 goba tše 8 tša go ja dijo tša gago.,Go Go Steak,neutral
2704,Ke eng seo o bego o swanetše go se dira ge o be o nyaka go tšwa go RITZ?,Tirelo Tirelo,positive
2707,"Le gona, go be go na le disebe tše di šagetšego!",Dessert a Go Go,positive
2710,Boleng bja nama bo be bo le gona ka lebenkeleng la gago la maswi.,Boleng bja nama,negative
2713,"Go na le moo, go na le motho yo mongwe le yo mongwe yo a thabišwago ke go dira gore motho yo mongwe le yo mongwe a thabe.",Tirelo Tirelo,positive
2716,"Dibjana tša go bitšwa ""Roy's Classics"" (tšeo di swailwego ka menu ya di-asterisks) ke di-recipe tša lekwa le tša nnete, go swana le macadamia-crusted mahi mahi, goba ka fase ga dinoko tše nnyane tša todi-mustard beef.","""Go Roy's Classics""",positive
2719,"Dibjana tša go bitšwa ""Roy's Classics"" (tšeo di swailwego ka menu ya di-asterisks) ke di-recipe tša lekwa le tša nnete, go swana le macadamia-crusted mahi mahi, goba ka fase ga dinoko tše nnyane tša todi-mustard beef.",Sebago Sebago - Mahi Mahi,positive
2722,"Dibjana tša go bitšwa ""Roy's Classics"" (tšeo di swailwego ka menu ya di-asterisks) ke di-recipe tša lekwa le tša nnete, go swana le macadamia-crusted mahi mahi, goba ka fase ga dinoko tše nnyane tša todi-mustard beef.",dibjana tša,positive
2725,"Dibjana tša go bitšwa ""Roy's Classics"" (tšeo di swailwego ka menu ya di-asterisks) ke di-recipe tša lekwa le tša nnete, go swana le macadamia-crusted mahi mahi, goba ka fase ga dinoko tše nnyane tša todi-mustard beef.",Sweet sweet-mustard beef lego ribs,positive
2728,"Dibjana tša go bitšwa ""Roy's Classics"" (tšeo di swailwego ka menu ya di-asterisks) ke di-recipe tša lekwa le tša nnete, go swana le macadamia-crusted mahi mahi, goba ka fase ga dinoko tše nnyane tša todi-mustard beef.",Menu go,neutral
2730,"Dibjana tša go bitšwa ""Roy's Classics"" (tšeo di swailwego ka menu ya di-asterisks) ke di-recipe tša lekwa le tša nnete, go swana le macadamia-crusted mahi mahi, goba ka fase ga dinoko tše nnyane tša todi-mustard beef.",Di-Recipes tša go,positive
2733,"Le ge go le bjalo, go na le tatso ye botse ya maswi le ya maswi, ga e na tšhengwana, eupša ke naga ye nnyane ge e ka ba le tatso ya maswi.",Y ya le diss,neutral
2735,"Le ge go le bjalo, go na le tatso ye botse ya maswi le ya maswi, ga e na tšhengwana, eupša ke naga ye nnyane ge e ka ba le tatso ya maswi.",Dessert a Go Go,positive
2738,"Le ge go le bjalo, go na le tatso ye botse ya maswi le ya maswi, ga e na tšhengwana, eupša ke naga ye nnyane ge e ka ba le tatso ya maswi.",Y yo le dije a la tarta,positive
2740,"Le ge go le bjalo, go na le mehuta ye mengwe ya dijo tša go fapana, go akaretšwa le dijo tše di hlwekilego le di-steaks tše kgolo, gape go na le mehuta ye mmalwa ya go se be le nama.",lego cakes,positive
2744,"Le ge go le bjalo, go na le mehuta ye mengwe ya dijo tša go fapana, go akaretšwa le dijo tše di hlwekilego le di-steaks tše kgolo, gape go na le mehuta ye mmalwa ya go se be le nama.",Non-meat alternatives go,neutral
2746,"Le ge go le bjalo, go na le mehuta ye mengwe ya dijo tša go fapana, go akaretšwa le dijo tše di hlwekilego le di-steaks tše kgolo, gape go na le mehuta ye mmalwa ya go se be le nama.",Lego Seafood,positive
2750,"Le ge go le bjalo, go na le mehuta ye mengwe ya dijo tša go fapana, go akaretšwa le dijo tše di hlwekilego le di-steaks tše kgolo, gape go na le mehuta ye mmalwa ya go se be le nama.",Go Ina Go,positive
2754,"Le ge go le bjalo, go na le mehuta ye mengwe ya dijo tša go fapana, go akaretšwa le dijo tše di hlwekilego le di-steaks tše kgolo, gape go na le mehuta ye mmalwa ya go se be le nama.",Lego Dinner menu,positive
2758,"Tšohle di a kgahliša, go tšwa go tirelo ye e kgahlišago, go ya go lefaufaung le le omilego.",Tirelo Tirelo,positive
2762,"Tšohle di a kgahliša, go tšwa go tirelo ye e kgahlišago, go ya go lefaufaung le le omilego.",Baetile Balo,positive
2766,"Tšohle di a kgahliša, go tšwa go tirelo ye e kgahlišago, go ya go lefaufaung le le omilego.",Botafogo,positive
2770,"Ka nnete di tliša moya wa go ikhutša, wa go ikhutša.",Botafogo,positive
2773,"Ke be ke nyaka dijo tše di bose kudu, gomme ka fao ke be ke dula ka dijong tša go tonya kudu, ka fao re bego re sa kgone go di ja.",go servile,neutral
2775,"Ke be ke nyaka dijo tše di bose kudu, gomme ka fao ke be ke dula ka dijong tša go tonya kudu, ka fao re bego re sa kgone go di ja.",Y yo le dije,negative
2777,"Ke be ke nyaka dijo tše di bose kudu, gomme ka fao ke be ke dula ka dijong tša go tonya kudu, ka fao re bego re sa kgone go di ja.",Le dijo,negative
2780,"Go be go bonala go be go se na motho yo a kilego a leka dijo tša gagwe, gomme go be go se na motho yo a ka bolelago ka beine.",Le dijo,neutral
2782,"Go be go bonala go be go se na motho yo a kilego a leka dijo tša gagwe, gomme go be go se na motho yo a ka bolelago ka beine.",Whisky a Go Go,neutral
2784,"Go be go bonala go be go se na motho yo a kilego a leka dijo tša gagwe, gomme go be go se na motho yo a ka bolelago ka beine.",Lego lego waitress,negative
2786,"Le ge go le bjalo, le ge go le bjalo, go be go na le selo se tee seo se bego se le bohlokwa kudu, eupša seo ke se bolelago ka dijo tšeo ke di bolelago ka tšona.",Go go žečka,neutral
2790,"Le ge go le bjalo, le ge go le bjalo, go be go na le selo se tee seo se bego se le bohlokwa kudu, eupša seo ke se bolelago ka dijo tšeo ke di bolelago ka tšona.",Go Go Gadget Gras,positive
2794,Go na le dilo tše di kgahlišago kudu - tše di nago le theko e tlase ebile di a šomišwa ka gare ga lefelo la go ba le maemo a godimo.,go servile,positive
2796,Go na le dilo tše di kgahlišago kudu - tše di nago le theko e tlase ebile di a šomišwa ka gare ga lefelo la go ba le maemo a godimo.,Go Set,positive
2800,Go na le dilo tše di kgahlišago kudu - tše di nago le theko e tlase ebile di a šomišwa ka gare ga lefelo la go ba le maemo a godimo.,Lego Italia Items,positive
2804,11.1.1.1.1.1.1.2.1.1.1.1.1.12.12.12.12.12,Les Šaša,positive
2808,11.1.1.1.1.1.1.2.1.1.1.1.1.12.12.12.12.12,Pasta Go Go,positive
2812,11.1.1.1.1.1.1.2.1.1.1.1.1.12.12.12.12.12,Saša Saša,neutral
2816,We're gonna be fine and we're gonna be back...,Lego Desserts,positive
2818,"Menu ya ka e kgahlišago le ya boitlhamelo e akaretša dibjana tša sebjalebjale, tša Sejapane tša go swana le Foie Gras Unagi Unagi Napolean, Jap style hamburger steak, spicy cod roe roe spaghetti, cod e ntsho e nago le motheo wa miso, le rack ya konyana ka soso ya truffle e ntsho, go bolela tše mmalwa.",Lego,neutral
2822,"Menu ya ka e kgahlišago le ya boitlhamelo e akaretša dibjana tša sebjalebjale, tša Sejapane tša go swana le Foie Gras Unagi Unagi Napolean, Jap style hamburger steak, spicy cod roe roe spaghetti, cod e ntsho e nago le motheo wa miso, le rack ya konyana ka soso ya truffle e ntsho, go bolela tše mmalwa.",Go go gadget unagi napolean,neutral
2826,"Menu ya ka e kgahlišago le ya boitlhamelo e akaretša dibjana tša sebjalebjale, tša Sejapane tša go swana le Foie Gras Unagi Unagi Napolean, Jap style hamburger steak, spicy cod roe roe spaghetti, cod e ntsho e nago le motheo wa miso, le rack ya konyana ka soso ya truffle e ntsho, go bolela tše mmalwa.",Go Black Miso Base,neutral
2830,"Menu ya ka e kgahlišago le ya boitlhamelo e akaretša dibjana tša sebjalebjale, tša Sejapane tša go swana le Foie Gras Unagi Unagi Napolean, Jap style hamburger steak, spicy cod roe roe spaghetti, cod e ntsho e nago le motheo wa miso, le rack ya konyana ka soso ya truffle e ntsho, go bolela tše mmalwa.",Menu go,positive
2834,"Menu ya ka e kgahlišago le ya boitlhamelo e akaretša dibjana tša sebjalebjale, tša Sejapane tša go swana le Foie Gras Unagi Unagi Napolean, Jap style hamburger steak, spicy cod roe roe spaghetti, cod e ntsho e nago le motheo wa miso, le rack ya konyana ka soso ya truffle e ntsho, go bolela tše mmalwa.",Go Go Boots Black Truffle Sauce,neutral
2838,"Menu ya ka e kgahlišago le ya boitlhamelo e akaretša dibjana tša sebjalebjale, tša Sejapane tša go swana le Foie Gras Unagi Unagi Napolean, Jap style hamburger steak, spicy cod roe roe spaghetti, cod e ntsho e nago le motheo wa miso, le rack ya konyana ka soso ya truffle e ntsho, go bolela tše mmalwa.",lego japanese dishes,neutral
2842,"Menu ya ka e kgahlišago le ya boitlhamelo e akaretša dibjana tša sebjalebjale, tša Sejapane tša go swana le Foie Gras Unagi Unagi Napolean, Jap style hamburger steak, spicy cod roe roe spaghetti, cod e ntsho e nago le motheo wa miso, le rack ya konyana ka soso ya truffle e ntsho, go bolela tše mmalwa.",Lego Ninjago Lego Hamburger Steak,neutral
2846,"Le ge go le bjalo, go na le dilo tše dingwe tšeo ke di ratago kudu: Letšatši leo ke le ratago kudu ke letšatši leo ke le ratago kudu.",Lego Desserts,positive
2850,"Le ge go le bjalo, go na le dilo tše dingwe tšeo ke di ratago kudu: Letšatši leo ke le ratago kudu ke letšatši leo ke le ratago kudu.",Tarta Mokolo,positive
2854,"Dijo tše dibotse, dijo tše dibotse, boleng bjo bobotse gomme ga di a swanela go leta!",Tirelo Tirelo,positive
2858,"Dijo tše dibotse, dijo tše dibotse, boleng bjo bobotse gomme ga di a swanela go leta!",Leta Leta,positive
2862,"Dijo tše dibotse, dijo tše dibotse, boleng bjo bobotse gomme ga di a swanela go leta!",Bohlokwa,positive
2866,"Dijo tše dibotse, dijo tše dibotse, boleng bjo bobotse gomme ga di a swanela go leta!",Le dijo,positive
2870,Go kaone go tšea thekisi ya go ya go ile ya go ja dijo tše di kgahlišago tše di lego ka mo Golong ya Kari.,Lego Dinnerware,positive
2873,"Ke be ke na le monyetla wa go ja gape mo dibekeng tše mmalwa tše di fetilego, ke be ke le mo lefelong la gago la go ja.",Lego Dining Area,neutral
2875,Karolo ya dijo tšeo di bego di le gona e be e le tše di sa fetego.,Dikarolwana tša dijo,neutral
2878,Ke ka lebaka la eng go ka ba le kholofelo ya go ba le rena tirelong ya mohuta wo?,Tirelo Tirelo,negative
2880,"Go Go Boots, Big Tuna Roll",Go Go Asian Salad,positive
2884,"Go Go Boots, Big Tuna Roll",lego tuna roll,positive
2888,Go go go (not on the menu).,Lena Rose Roll,positive
2891,Go go go (not on the menu).,Menu go,neutral
2893,Make more lego table - might be a bar?,Lego Bar Bar,neutral
2895,Make more lego table - might be a bar?,Lego Tables,negative
2897,"Le ge go le bjalo, go na le dimakatšo tše di kgahlišago kudu, tše di kgahlišago kudu, le tša go makatša kudu.",lego deserts,positive
2901,"Le ge go le bjalo, go na le dimakatšo tše di kgahlišago kudu, tše di kgahlišago kudu, le tša go makatša kudu.",Entrée Anke,positive
2905,"Le ge go le bjalo, go na le dimakatšo tše di kgahlišago kudu, tše di kgahlišago kudu, le tša go makatša kudu.","Home "" Go Go Guacamole",positive
2908,"Ge e ba o le mošola, o ka se swabe.",Tequila Moka,positive
2911,Go go and a bottle of wine!,Whisky a Go Go,neutral
2913,"Go na le dilo tše di lego kgauswi, ka fao go kaone gore o ikwe o na le ba bangwe.",Lego Tables,negative
2916,"Dijo di be di le mafolofolo bjalo ka tša go ja, gomme bobedi bja tšona di ile tša šoma.",Go Go Décor,positive
2919,"Dijo di be di le mafolofolo bjalo ka tša go ja, gomme bobedi bja tšona di ile tša šoma.",Le dijo,positive
2922,"Ke fela gore o be o tšhabile, o be o se na selo se setelele gomme o be o se na le tatso.",Dessert a Go Go,negative
2926,"Ke fela gore o be o tšhabile, o be o se na selo se setelele gomme o be o se na le tatso.",Go Go Taste,negative
2930,"Di-sauces, di-sauces le di-swikiri tša go swana le tšhene ya lehlwa, di na le katlego ye e tlwaelegilego.",lego sandwiches,positive
2933,"Di-sauces, di-sauces le di-swikiri tša go swana le tšhene ya lehlwa, di na le katlego ye e tlwaelegilego.",ba ba burger,positive
2936,"Di-sauces, di-sauces le di-swikiri tša go swana le tšhene ya lehlwa, di na le katlego ye e tlwaelegilego.",lego salads,positive
2939,"Di-sauces, di-sauces le di-swikiri tša go swana le tšhene ya lehlwa, di na le katlego ye e tlwaelegilego.",lego dressed lego set,positive
2942,"Ditheksfere le mesedi di tlaleletša ka lefaufaung la bokgabo, la go boela morago ka mokgwa wo wa go tšea le go ja le go ja mmogo ga di-burger.",Botafogo,positive
2945,"Mešongwana ya bafsa e fula ka gare ga tšie ya mosegare, mola di-chic, di-art-house drinkers tše di nago le dielo tše boima tša di-munchies ka gare ga bošego.",Go Go Counter,neutral
2947,"Lefelo le le nnyane la go ja ka ntle le dira lefelo la poraebete, le iketlilego go ithuta le nnoši goba go kopana le bagwera.",Lego Space,positive
2951,"Lefelo le le nnyane la go ja ka ntle le dira lefelo la poraebete, le iketlilego go ithuta le nnoši goba go kopana le bagwera.",Lefelo la go ja ka ntle,positive
2955,"Ka seatla se se ntšhitšwego, di-burger tše di bjetšwego ke sejo se se tumilego kudu, eupša jerusalema ya setaele sa falafel le di-salad tša Mediterranean- tše di tšhetšwego ka di-beets, tšhe ya dipudi le walnuts- di na le scrumptious ka go lekana.",Lego Ninjago Style Lego Ninjago 10000,positive
2959,"Ka seatla se se ntšhitšwego, di-burger tše di bjetšwego ke sejo se se tumilego kudu, eupša jerusalema ya setaele sa falafel le di-salad tša Mediterranean- tše di tšhetšwego ka di-beets, tšhe ya dipudi le walnuts- di na le scrumptious ka go lekana.",Diy di lena,positive
2963,"Ka seatla se se ntšhitšwego, di-burger tše di bjetšwego ke sejo se se tumilego kudu, eupša jerusalema ya setaele sa falafel le di-salad tša Mediterranean- tše di tšhetšwego ka di-beets, tšhe ya dipudi le walnuts- di na le scrumptious ka go lekana.",Go Go Organic Burgers,positive
2967,"Ka seatla se se ntšhitšwego, di-burger tše di bjetšwego ke sejo se se tumilego kudu, eupša jerusalema ya setaele sa falafel le di-salad tša Mediterranean- tše di tšhetšwego ka di-beets, tšhe ya dipudi le walnuts- di na le scrumptious ka go lekana.","Di-salate tša Mediterranean - di na le di-beets, tša go diša le di-walnuts",positive
2969,"Di-phobes tša nama di na le mahlatse ka burger ye e sa tlwaelegago ya veggie, yeo e dirilwego go tšwa motswakong wo o kgethegilego wa di-chickpeas, carrots le merogo ye mengwe le dinoko.",Gomme Carlas,positive
2973,"Di-phobes tša nama di na le mahlatse ka burger ye e sa tlwaelegago ya veggie, yeo e dirilwego go tšwa motswakong wo o kgethegilego wa di-chickpeas, carrots le merogo ye mengwe le dinoko.",Sebago Sebago,positive
2977,"Di-phobes tša nama di na le mahlatse ka burger ye e sa tlwaelegago ya veggie, yeo e dirilwego go tšwa motswakong wo o kgethegilego wa di-chickpeas, carrots le merogo ye mengwe le dinoko.",Merogo ya merogo,positive
2981,"Di-phobes tša nama di na le mahlatse ka burger ye e sa tlwaelegago ya veggie, yeo e dirilwego go tšwa motswakong wo o kgethegilego wa di-chickpeas, carrots le merogo ye mengwe le dinoko.",lego spices,positive
2985,"Di-phobes tša nama di na le mahlatse ka burger ye e sa tlwaelegago ya veggie, yeo e dirilwego go tšwa motswakong wo o kgethegilego wa di-chickpeas, carrots le merogo ye mengwe le dinoko.",Go Go Veggie Burger,positive
2989,"Dijo di be di le bose kudu, di be di hlangwa ka bothakga le beine ye botse.",Whisky a Go Go,positive
2993,"Dijo di be di le bose kudu, di be di hlangwa ka bothakga le beine ye botse.",Le dijo,positive
2997,go go blue bar.,lego blue bar,positive
2999,Ka boripana Dinku tše ntsho di ikhetha go tšwa go tšie ya midtown mohlape ka go lebelela gore ke motswako wa dipapadi-bar butch le ornate kitsch.,Lebe wohl,negative
3001,"The menu e akaretša di-pub fare-burger, di-steaks le badiši pie pie - esita le portabella lasagna bakeng sa dinku tšeo di letšo tše di bitšwago ""merogo.""",ba ba burger,neutral
3003,"The menu e akaretša di-pub fare-burger, di-steaks le badiši pie pie - esita le portabella lasagna bakeng sa dinku tšeo di letšo tše di bitšwago ""merogo.""",Menu go,neutral
3005,"The menu e akaretša di-pub fare-burger, di-steaks le badiši pie pie - esita le portabella lasagna bakeng sa dinku tšeo di letšo tše di bitšwago ""merogo.""",Pub Go Go,neutral
3007,"The menu e akaretša di-pub fare-burger, di-steaks le badiši pie pie - esita le portabella lasagna bakeng sa dinku tšeo di letšo tše di bitšwago ""merogo.""",Badiši pie,neutral
3009,"The menu e akaretša di-pub fare-burger, di-steaks le badiši pie pie - esita le portabella lasagna bakeng sa dinku tšeo di letšo tše di bitšwago ""merogo.""",lego cakes,neutral
3011,"The menu e akaretša di-pub fare-burger, di-steaks le badiši pie pie - esita le portabella lasagna bakeng sa dinku tšeo di letšo tše di bitšwago ""merogo.""",Portabella Lasagna,neutral
3013,Le ba ba lokilego ba tla dula ba le bose ka mehla.,[1] Go Servers,positive
3015,Y yo les digo y a la grande!!!,Les Šaša,positive
3019,Y yo les digo y a la grande!!!,Tirelo Tirelo,positive
3023,Y yo le gana a la milano.,lego milano,positive
3026,Mong wa yona e be e le yo botho le yo botho.,Beng Beng,positive
3029,Di na le dikhekhe tše di botse gomme di na le diskhekhe ka moka tša ka gae.,Y ya le diss,positive
3033,Di na le dikhekhe tše di botse gomme di na le diskhekhe ka moka tša ka gae.,Lego Tees,positive
3037,"Go ba le botšhaba bjo bo tseneletšego, bjo bo nago le bogwera le bjo bo kgahlišago.",Tirelo Tirelo,positive
3041,"Go ba le botšhaba bjo bo tseneletšego, bjo bo nago le bogwera le bjo bo kgahlišago.",Interna gare,positive
3045,"Dijo tše di botse ka moka, ka kakaretšo di na le di-roll tše di kgahlišago kudu le di-suki/sashimi ga di le maemong a a swanago.",Saramago / Sashimi,neutral
3047,"Dijo tše di botse ka moka, ka kakaretšo di na le di-roll tše di kgahlišago kudu le di-suki/sashimi ga di le maemong a a swanago.",Lego Rolls,positive
3051,"Dijo tše di botse ka moka, ka kakaretšo di na le di-roll tše di kgahlišago kudu le di-suki/sashimi ga di le maemong a a swanago.",Le dijo,positive
3055,(Sizizwa o be a le mosesane.,Saramago,negative
3058,"(1) Ga se lefelo la go rekiša dithekišo tša ka ntle, eupša ke ye nngwe ya dithekišo tša yona tše di kgahlišago, gomme e swanetše go ba e tee.",ditheko,positive
3061,"E sego ka lebaka la gore ke be ke imile, eupša dijo tša ka di be di le bose ka mehla.",Le dijo,positive
3064,"Ge ke le Moshweshwe, ke a tseba gore go na le dilo tše pedi goba tše pedi tšeo di lego gona, ke holofela gore mma ga a kgone go balela se.",Go Go Flan,positive
3066,"Se se na le meetse ka moka - dino tše kgolo, lefelo le le fodilego, tirelo ye botse le dijo tše di bose.",Dino Dino,positive
3070,"Se se na le meetse ka moka - dino tše kgolo, lefelo le le fodilego, tirelo ye botse le dijo tše di bose.",Le dijo,positive
3074,"Se se na le meetse ka moka - dino tše kgolo, lefelo le le fodilego, tirelo ye botse le dijo tše di bose.",Botafogo,positive
3078,"Se se na le meetse ka moka - dino tše kgolo, lefelo le le fodilego, tirelo ye botse le dijo tše di bose.",Tirelo Tirelo,positive
3082,Tšhego ya ka e be e le molomong wa ka.,Go Go Steak,positive
3084,"Nako ya go thabiša e theko e tlase kudu, eupša seo ga se bolele tirelo goba lefelo la go ba le maemo a godimo.",Tirelo Tirelo,positive
3086,"Nako ya go thabiša e theko e tlase kudu, eupša seo ga se bolele tirelo goba lefelo la go ba le maemo a godimo.",Botafogo,positive
3088,"Nako ya go thabiša e theko e tlase kudu, eupša seo ga se bolele tirelo goba lefelo la go ba le maemo a godimo.",Lethabo Hour ago,positive
3091,"beng beng; Good job, that's gonna be a keeper!",Beng beng,positive
3094,"Go be go na le ditheeletšo tša rena tše di kgahlišago, le ditheeletšo tša rena di be di kgahliša kudu, le lefelo le le kwagalago la go kgahliša.",Whisky a Go Go List,positive
3098,"Go be go na le ditheeletšo tša rena tše di kgahlišago, le ditheeletšo tša rena di be di kgahliša kudu, le lefelo le le kwagalago la go kgahliša.",Botafogo,positive
3102,"Go be go na le ditheeletšo tša rena tše di kgahlišago, le ditheeletšo tša rena di be di kgahliša kudu, le lefelo le le kwagalago la go kgahliša.",lego tapas,positive
3106,Re thomile ka di-scallops le asparagus gomme gape re be re na le kgapetla ye boleta ya kgapetla gammogo le poleiti ya tšhese.,Asparago,neutral
3108,Re thomile ka di-scallops le asparagus gomme gape re be re na le kgapetla ye boleta ya kgapetla gammogo le poleiti ya tšhese.,lego cheese plate,neutral
3110,Re thomile ka di-scallops le asparagus gomme gape re be re na le kgapetla ye boleta ya kgapetla gammogo le poleiti ya tšhese.,Go Go Scallops,neutral
3112,Re thomile ka di-scallops le asparagus gomme gape re be re na le kgapetla ye boleta ya kgapetla gammogo le poleiti ya tšhese.,lego shell crab,neutral
3114,Ke holofela gore ke tla boa ka pela gomme mafelelong ke ile ka leka go dira dilo ka moka tšeo di lego ka mo go sa lokago!,Menu go,positive
3116,Mong wa yona o a kgahliša ebile o a thakgafatša.,Beng Beng,positive
3119,"Le ge go le bjalo, le ge go le bjalo, go na",Menu go,neutral
3122,"Go na le dithekišo tše di kgahlišago, tše kgolo, tše nnyane kudu, eupša ga di a swanela go šadiša kudu",ditheko,positive
3126,"Go na le dithekišo tše di kgahlišago, tše kgolo, tše nnyane kudu, eupša ga di a swanela go šadiša kudu",lego tapas,positive
3130,Ye ke ye nngwe ya dihotele tšeo ke di ratago kudu ka mo lefelong leo dijo di tura eupša di le botse kudu (kimono shrimp special special) ebile e na le moya wo mogolo.,Botafogo,positive
3134,Ye ke ye nngwe ya dihotele tšeo ke di ratago kudu ka mo lefelong leo dijo di tura eupša di le botse kudu (kimono shrimp special special) ebile e na le moya wo mogolo.,Kimono Shrimp Go,positive
3138,Ye ke ye nngwe ya dihotele tšeo ke di ratago kudu ka mo lefelong leo dijo di tura eupša di le botse kudu (kimono shrimp special special) ebile e na le moya wo mogolo.,Le dijo,positive
3142,E ka ba nako ye nnyane ya go ba le nako ye kgolo ka lebaka la bogolo bja yona.,Bogolo,negative
3145,Yo yo ima get some gps this weekend,Y yo lerr,neutral
3147,Lefelo le le botse kudu gomme dijo di a kgahliša.,Felo,positive
3151,Lefelo le le botse kudu gomme dijo di a kgahliša.,Le dijo,positive
3155,"Le ge go le bjalo, tirelo e a makatša kudu.",Tirelo Tirelo,negative
3158,"Le ge go le bjalo, go na le dilo tše di kgahlišago le tše di kgahlišago tša go kgahliša, le ge e le gore ga go na selo se se kgahlišago.",Leta Lefke,positive
3162,"Le ge go le bjalo, go na le dilo tše di kgahlišago le tše di kgahlišago tša go kgahliša, le ge e le gore ga go na selo se se kgahlišago.",Le dijo,positive
3166,I love the lego robots!,lego duplo ravioli,positive
3169,"Re sa tšwa go ja dijo tša ngwaga wo mofsa, gomme re be re na le boitemogelo bjo bobotse bja go tšwa go beine go ya go tšhengwaneng.",Dessert go go menu,positive
3172,"Re sa tšwa go ja dijo tša ngwaga wo mofsa, gomme re be re na le boitemogelo bjo bobotse bja go tšwa go beine go ya go tšhengwaneng.",Whisky a Go Go,positive
3175,"Lefelo le ke la maemo a klae, chic, tirelo e a fiša le go amogela baeng, gomme dijo di a kgahliša.",Felo,positive
3179,"Lefelo le ke la maemo a klae, chic, tirelo e a fiša le go amogela baeng, gomme dijo di a kgahliša.",Tirelo Tirelo,positive
