,sn,aspect,polarities
2595,Rice ndiro uye noodle ndiro kashoma kupfuura $ 5 uye wedzera pamusoro inozorodza chando chinwiwa nokuda $ 2 uye iwe wakagadzirirwa usiku!,Ice Drink,positive
2598,Rice ndiro uye noodle ndiro kashoma kupfuura $ 5 uye wedzera pamusoro inozorodza chando chinwiwa nokuda $ 2 uye iwe wakagadzirirwa usiku!,Ndiro dzemupunga,positive
2600,Rice ndiro uye noodle ndiro kashoma kupfuura $ 5 uye wedzera pamusoro inozorodza chando chinwiwa nokuda $ 2 uye iwe wakagadzirirwa usiku!,noodle ndiro,positive
2602,"Zvinosuruvarisa, takasarudza nzvimbo iyi yekudya kwemasikati sezvo takanga taita kufamba kwakawanda uye takaguma kuSouth St Seaport.",Kudya kwemasikati,neutral
2604,"Hapana bhinzi dzakasvibirira, hapana zai, hapana anchovy kupfeka, hapana maorivhi e nicoise, hapana hanyanisi tsvuku.",tsvuku hanyanisi,neutral
2607,"Hapana bhinzi dzakasvibirira, hapana zai, hapana anchovy kupfeka, hapana maorivhi e nicoise, hapana hanyanisi tsvuku.",Nicoise maorivhi,neutral
2610,"Hapana bhinzi dzakasvibirira, hapana zai, hapana anchovy kupfeka, hapana maorivhi e nicoise, hapana hanyanisi tsvuku.",zai,neutral
2613,"Hapana bhinzi dzakasvibirira, hapana zai, hapana anchovy kupfeka, hapana maorivhi e nicoise, hapana hanyanisi tsvuku.",bhinzi dzakasvibirira,neutral
2616,"Hapana bhinzi dzakasvibirira, hapana zai, hapana anchovy kupfeka, hapana maorivhi e nicoise, hapana hanyanisi tsvuku.",anchovy kupfeka,neutral
2619,"Kutaura zvazviri, iyi yakanga isiri saladi yeNicoise uye yakanga isingadyiwi.",Nicoise saladi,negative
2621,Mukadzi asina kutsarukana aiva pedyo nesu akafunga kuti akanga arayira saladi (kusanganisira kukumbira kupfeka saladi) uye panzvimbo pezvo akapiwa quesedilla.,saladi kupfeka,neutral
2623,Mukadzi asina kutsarukana aiva pedyo nesu akafunga kuti akanga arayira saladi (kusanganisira kukumbira kupfeka saladi) uye panzvimbo pezvo akapiwa quesedilla.,quesedilla,neutral
2625,Mukadzi asina kutsarukana aiva pedyo nesu akafunga kuti akanga arayira saladi (kusanganisira kukumbira kupfeka saladi) uye panzvimbo pezvo akapiwa quesedilla.,saladi,neutral
2627,"Paakanyunyuta, waitress akati, Sorry.",waitress,neutral
2629,15% gratuity otomatiki akawedzera bhiri.,gratuity,negative
2631,15% gratuity otomatiki akawedzera bhiri.,bhiri,negative
2633,"Iyo chokoreti raspberry keke iri kudenga- kwete yakanyanya kutapira, asi izere nekunakirwa.",Flavor,positive
2637,"Iyo chokoreti raspberry keke iri kudenga- kwete yakanyanya kutapira, asi izere nekunakirwa.",chokoreti raspberry keke,positive
2641,Gara shure mune chimwe chezvigaro izvozvo zvakanaka.,zvigaro,positive
2644,"Mhepo inokuendesa kunzvimbo iyoyo, nzvimbo iyo vazhinji vanorota.",mhepo,positive
2646,Kunyangwe yako sarudza iced yakasanganiswa mocha kana inopisa chena mocha iwe une chokwadi chekufara zvikuru.,Hot White Mocha,positive
2648,Kunyangwe yako sarudza iced yakasanganiswa mocha kana inopisa chena mocha iwe une chokwadi chekufara zvikuru.,Iced yakasanganiswa mocha,positive
2650,"Kunyange zvazvo pane menyu yakanaka, hazvifaniri kutora maminitsi gumi kuti uwane zvinwiwa zvako uye 45 ye dessert pizza.",zvinwiwa,neutral
2652,"Kunyange zvazvo pane menyu yakanaka, hazvifaniri kutora maminitsi gumi kuti uwane zvinwiwa zvako uye 45 ye dessert pizza.",menyu,positive
2655,"Kunyange zvazvo pane menyu yakanaka, hazvifaniri kutora maminitsi gumi kuti uwane zvinwiwa zvako uye 45 ye dessert pizza.",dessert pizza,neutral
2657,Takapedzisira tichifanira kungobva nekuti takanga tichinyanya kufuratirwa nevashandi vekumirira--kunyange zvazvo dzimwe nzvimbo dzeresitorendi dzakanga dzisina chinhu.,mirira vashandi,negative
2660,Kudya kwavo kwemanheru kunokosha zvikuru.,kudya kwemanheru specials,positive
2663,"Nokuti anenge gumi nerimwe bucks iwe kuwana rakakura burrito (kana tacos), margarita, uye dessert.",tacos,positive
2666,"Nokuti anenge gumi nerimwe bucks iwe kuwana rakakura burrito (kana tacos), margarita, uye dessert.",Margarita,neutral
2668,"Nokuti anenge gumi nerimwe bucks iwe kuwana rakakura burrito (kana tacos), margarita, uye dessert.",dessert,neutral
2670,"Nokuti anenge gumi nerimwe bucks iwe kuwana rakakura burrito (kana tacos), margarita, uye dessert.",Burrito,positive
2673,Yakakwana yekudya nekukurumidza.,kudya,positive
2676,"Hazviratidziki zvakanyanya kunze, asi miniti yaunopinda mukati, imwe mhepo yose.",mhepo,positive
2678,"Hazviratidziki zvakanyanya kunze, asi miniti yaunopinda mukati, imwe mhepo yose.",kunze,negative
2680,Ndakaenda kuCommon Stock kunodya brunch and I was so impressed.,brunch,neutral
2683,Shamwari yangu yaiva burger uye ndaiva izvi zvinoshamisa blueberry pancakes.,burger,neutral
2685,Shamwari yangu yaiva burger uye ndaiva izvi zvinoshamisa blueberry pancakes.,blueberry pancakes,positive
2688,Takafara zvikuru nezvokudya zvedu uye takatonyanya kufara patakaona bhiri racho.,bhiri,positive
2692,Takafara zvikuru nezvokudya zvedu uye takatonyanya kufara patakaona bhiri racho.,zvokudya,positive
2696,Vanounza ngoro yemuto kusvika patafura yako uye vanokupa iwe kusvika ku7 kana 8 sarudzo dze sauces ye steak yako (ndakaedza ivo ZVESE).,muto ngoro,neutral
2698,Vanounza ngoro yemuto kusvika patafura yako uye vanokupa iwe kusvika ku7 kana 8 sarudzo dze sauces ye steak yako (ndakaedza ivo ZVESE).,tafura,neutral
2700,Vanounza ngoro yemuto kusvika patafura yako uye vanokupa iwe kusvika ku7 kana 8 sarudzo dze sauces ye steak yako (ndakaedza ivo ZVESE).,Sarudzo dzeSauces,positive
2702,Vanounza ngoro yemuto kusvika patafura yako uye vanokupa iwe kusvika ku7 kana 8 sarudzo dze sauces ye steak yako (ndakaedza ivo ZVESE).,steak,neutral
2704,Basa racho rakanga riri pane pfungwa - chii chimwe chaungatarisira kubva kuRitz?,basa,positive
2707,Dessert yaifanirawo kufa!,Dessert,positive
2710,Unhu hwenyama hwakanga hwakaenzana nechitoro chako chezvokudya.,Kunaka kwenyama,negative
2713,Basa rinozivikanwa nekukotama kumashure kuti munhu wose afare.,Basa,positive
2716,"Zvidya zvinoratidzirwa se ""Roy's Classics"" (inoratidzirwa pane menyu ne asterisks) inoedzwa-uye yechokwadi mabikirwo, akadai se macadamia-crusted mahi mahi, kana nenzira inonyengera inotapira uchi-mustard nyama yemombe pfupi mbabvu.","""Roy's Classics""",positive
2719,"Zvidya zvinoratidzirwa se ""Roy's Classics"" (inoratidzirwa pane menyu ne asterisks) inoedzwa-uye yechokwadi mabikirwo, akadai se macadamia-crusted mahi mahi, kana nenzira inonyengera inotapira uchi-mustard nyama yemombe pfupi mbabvu.",Madima-Crusted mahi mahi,positive
2722,"Zvidya zvinoratidzirwa se ""Roy's Classics"" (inoratidzirwa pane menyu ne asterisks) inoedzwa-uye yechokwadi mabikirwo, akadai se macadamia-crusted mahi mahi, kana nenzira inonyengera inotapira uchi-mustard nyama yemombe pfupi mbabvu.",Ndiro,positive
2725,"Zvidya zvinoratidzirwa se ""Roy's Classics"" (inoratidzirwa pane menyu ne asterisks) inoedzwa-uye yechokwadi mabikirwo, akadai se macadamia-crusted mahi mahi, kana nenzira inonyengera inotapira uchi-mustard nyama yemombe pfupi mbabvu.",inotapira uchi-mustard nyama yemombe pfupi mbabvu,positive
2728,"Zvidya zvinoratidzirwa se ""Roy's Classics"" (inoratidzirwa pane menyu ne asterisks) inoedzwa-uye yechokwadi mabikirwo, akadai se macadamia-crusted mahi mahi, kana nenzira inonyengera inotapira uchi-mustard nyama yemombe pfupi mbabvu.",menyu,neutral
2730,"Zvidya zvinoratidzirwa se ""Roy's Classics"" (inoratidzirwa pane menyu ne asterisks) inoedzwa-uye yechokwadi mabikirwo, akadai se macadamia-crusted mahi mahi, kana nenzira inonyengera inotapira uchi-mustard nyama yemombe pfupi mbabvu.",mabikirwo,positive
2733,"Iyo yakanakisisa dessert, chokoreti uye nzungu butter tart, haisi kunyanya Hawaiian, asi inyika diki kana totaura nezvezviwitsi.",zviwitsi,neutral
2735,"Iyo yakanakisisa dessert, chokoreti uye nzungu butter tart, haisi kunyanya Hawaiian, asi inyika diki kana totaura nezvezviwitsi.",dessert,positive
2738,"Iyo yakanakisisa dessert, chokoreti uye nzungu butter tart, haisi kunyanya Hawaiian, asi inyika diki kana totaura nezvezviwitsi.",chokoreti uye nzungu butter tart,positive
2740,"The kudya menyu inopa siyana zvikuru entrees, kusanganisira itsva zvokudya zvegungwa uye hombe steaks, panewo vaviri vasiri nyama dzimwe nzira.",steaks,positive
2744,"The kudya menyu inopa siyana zvikuru entrees, kusanganisira itsva zvokudya zvegungwa uye hombe steaks, panewo vaviri vasiri nyama dzimwe nzira.",Non-nyama dzimwe nzira,neutral
2746,"The kudya menyu inopa siyana zvikuru entrees, kusanganisira itsva zvokudya zvegungwa uye hombe steaks, panewo vaviri vasiri nyama dzimwe nzira.",hove dzegungwa,positive
2750,"The kudya menyu inopa siyana zvikuru entrees, kusanganisira itsva zvokudya zvegungwa uye hombe steaks, panewo vaviri vasiri nyama dzimwe nzira.",entrees,positive
2754,"The kudya menyu inopa siyana zvikuru entrees, kusanganisira itsva zvokudya zvegungwa uye hombe steaks, panewo vaviri vasiri nyama dzimwe nzira.",Menyu yekudya kwemanheru,positive
2758,"Zvose zviri scrumptious, kubva basa rakaisvonaka kubudikidza akanaka waitresses, kuti zvikuru yakasvibirira mhepo.",basa,positive
2762,"Zvose zviri scrumptious, kubva basa rakaisvonaka kubudikidza akanaka waitresses, kuti zvikuru yakasvibirira mhepo.",waitresses,positive
2766,"Zvose zviri scrumptious, kubva basa rakaisvonaka kubudikidza akanaka waitresses, kuti zvikuru yakasvibirira mhepo.",mhepo,positive
2770,"Izvo chaizvoizvo zvinopa kuzorora, kuisa-shure kwemhepo.",mhepo,positive
2773,"Ndakauya itsva kutarisira zvokudya zvikuru, uye zvose ndakawana akanga marginally saka-saka zvokudya akashandiswa muresitorendi kuti akanga chete saka chando hatina kugona kunakidzwa kudya.",kushumira,neutral
2775,"Ndakauya itsva kutarisira zvokudya zvikuru, uye zvose ndakawana akanga marginally saka-saka zvokudya akashandiswa muresitorendi kuti akanga chete saka chando hatina kugona kunakidzwa kudya.",kudya,negative
2777,"Ndakauya itsva kutarisira zvokudya zvikuru, uye zvose ndakawana akanga marginally saka-saka zvokudya akashandiswa muresitorendi kuti akanga chete saka chando hatina kugona kunakidzwa kudya.",zvokudya,negative
2780,"Sezviri pachena waitress wedu akanga asina kumboedza chero chipi zvacho chezvokudya, uye pakanga pasina munhu airumbidza waini ipi neipi.",zvokudya,neutral
2782,"Sezviri pachena waitress wedu akanga asina kumboedza chero chipi zvacho chezvokudya, uye pakanga pasina munhu airumbidza waini ipi neipi.",waini,neutral
2784,"Sezviri pachena waitress wedu akanga asina kumboedza chero chipi zvacho chezvokudya, uye pakanga pasina munhu airumbidza waini ipi neipi.",waitress,negative
2786,"Iyo halibut cheek appetizer yakauya nechikamu chine rupo che foie gras, asi ndizvo zvinenge chete chinhu chakanaka chandinogona kutaura nezvekudya.",halibut matama appetizer,neutral
2790,"Iyo halibut cheek appetizer yakauya nechikamu chine rupo che foie gras, asi ndizvo zvinenge chete chinhu chakanaka chandinogona kutaura nezvekudya.",Chikamu cheFoie Gras,positive
2794,Zvinhu zvechinyakare zveItaly zvakakura - zvakachipa uye zvakashandiswa munzvimbo yakanaka.,kushumira,positive
2796,Zvinhu zvechinyakare zveItaly zvakakura - zvakachipa uye zvakashandiswa munzvimbo yakanaka.,kuisa,positive
2800,Zvinhu zvechinyakare zveItaly zvakakura - zvakachipa uye zvakashandiswa munzvimbo yakanaka.,chinyakare Italian zvinhu,positive
2804,"Zvakakwana al dente pasta, isina kunyura mumuto -- zvikamu zvine rupo.",zvikamu,positive
2808,"Zvakakwana al dente pasta, isina kunyura mumuto -- zvikamu zvine rupo.",pasita,positive
2812,"Zvakakwana al dente pasta, isina kunyura mumuto -- zvikamu zvine rupo.",muto,neutral
2816,Isu takazvinakidzwa zvakakwana uye tichave tichidzokera kune desserts ....,desserts,positive
2818,"My Chelsea's inoshamisa uye yekugadzira menyu inosanganisira yemazuva ano, Westernized Japanese zvidya zvakadai seFoie Gras Unagi Napolean, Jap style hamburger steak, spicy cod roe spaghetti, black cod ne miso base, uye rack yegwayana mune dema truffle sauce, kungodudza zvishoma.",Spicy cod roe spaghetti,neutral
2822,"My Chelsea's inoshamisa uye yekugadzira menyu inosanganisira yemazuva ano, Westernized Japanese zvidya zvakadai seFoie Gras Unagi Napolean, Jap style hamburger steak, spicy cod roe spaghetti, black cod ne miso base, uye rack yegwayana mune dema truffle sauce, kungodudza zvishoma.",Foie Gras Unagi Napolean,neutral
2826,"My Chelsea's inoshamisa uye yekugadzira menyu inosanganisira yemazuva ano, Westernized Japanese zvidya zvakadai seFoie Gras Unagi Napolean, Jap style hamburger steak, spicy cod roe spaghetti, black cod ne miso base, uye rack yegwayana mune dema truffle sauce, kungodudza zvishoma.",black cod ine miso base,neutral
2830,"My Chelsea's inoshamisa uye yekugadzira menyu inosanganisira yemazuva ano, Westernized Japanese zvidya zvakadai seFoie Gras Unagi Napolean, Jap style hamburger steak, spicy cod roe spaghetti, black cod ne miso base, uye rack yegwayana mune dema truffle sauce, kungodudza zvishoma.",menyu,positive
2834,"My Chelsea's inoshamisa uye yekugadzira menyu inosanganisira yemazuva ano, Westernized Japanese zvidya zvakadai seFoie Gras Unagi Napolean, Jap style hamburger steak, spicy cod roe spaghetti, black cod ne miso base, uye rack yegwayana mune dema truffle sauce, kungodudza zvishoma.",rack yegwayana mune dema truffle sauce,neutral
2838,"My Chelsea's inoshamisa uye yekugadzira menyu inosanganisira yemazuva ano, Westernized Japanese zvidya zvakadai seFoie Gras Unagi Napolean, Jap style hamburger steak, spicy cod roe spaghetti, black cod ne miso base, uye rack yegwayana mune dema truffle sauce, kungodudza zvishoma.",Zvokudya zveJapan,neutral
2842,"My Chelsea's inoshamisa uye yekugadzira menyu inosanganisira yemazuva ano, Westernized Japanese zvidya zvakadai seFoie Gras Unagi Napolean, Jap style hamburger steak, spicy cod roe spaghetti, black cod ne miso base, uye rack yegwayana mune dema truffle sauce, kungodudza zvishoma.",Jap style hamburger steak,neutral
2846,Desserts vanenge incredible: wangu pachangu kufarira ndiyo Tart yavo Day.,Desserts,positive
2850,Desserts vanenge incredible: wangu pachangu kufarira ndiyo Tart yavo Day.,Tart yeZuva,positive
2854,"Basa rakanaka, chikafu chikuru, kukosha kwakanaka, uye usambofanira kumirira mumutsetse!",basa,positive
2858,"Basa rakanaka, chikafu chikuru, kukosha kwakanaka, uye usambofanira kumirira mumutsetse!",kumirira,positive
2862,"Basa rakanaka, chikafu chikuru, kukosha kwakanaka, uye usambofanira kumirira mumutsetse!",kukosha,positive
2866,"Basa rakanaka, chikafu chikuru, kukosha kwakanaka, uye usambofanira kumirira mumutsetse!",zvokudya,positive
2870,Zvakakosha kutora taxi kuenda kuChelsea chete kudya kunotyisa kuMy Chelsea.,kudya kwemanheru,positive
2873,"Ndakawana mukana wekudya pakugadzwa kwako zvakare masvondo mashomanana apfuura, ndakanga ndiri munzvimbo yako yekudyira upstrairs.",Vaporware Dining Area,neutral
2875,Zvikamu zvezvokudya zvakabuda zvakanga zviri pakati nepakati.,Zvikamu zvekudya,neutral
2878,Tariro inogona sei kuramba iri mubhizimisi nebasa rakadai?,basa,negative
2880,"BEST spicy tuna roll, saladi huru yeasia.",Asian Saladi,positive
2884,"BEST spicy tuna roll, saladi huru yeasia.",spicy tuna roll,positive
2888,Edza rose roll (kwete pane menyu).,Rose Roll,positive
2891,Edza rose roll (kwete pane menyu).,menyu,neutral
2893,Ita mamwe matafura- zvichida bhaa repamusoro pedenga?,padenga bhaa,neutral
2895,Ita mamwe matafura- zvichida bhaa repamusoro pedenga?,matafura,negative
2897,"iyo Guacamole yakagadzirwa kumba, iyo isingadaviriki entree, uye iwe magwenga anoshamisa zvikuru.",magwenga,positive
2901,"iyo Guacamole yakagadzirwa kumba, iyo isingadaviriki entree, uye iwe magwenga anoshamisa zvikuru.",Entrée,positive
2905,"iyo Guacamole yakagadzirwa kumba, iyo isingadaviriki entree, uye iwe magwenga anoshamisa zvikuru.",Homemade Guacamole,positive
2908,Kana iwe uri Tequila fan hauzoodzwi mwoyo.,Tequila,positive
2911,Uyai zuva rako uye bhodhoro waini!,Bhodhoro rewaini,neutral
2913,"Matafura ari pedyo, saka iwe zviri nani kuva wakasununguka bumping zvigunwe nevamwe patrons.",Matafura,negative
2916,Zvokudya zvacho zvakanga zvakagadzirwa sekushongedza uye zvose zvakashanda.,decor,positive
2919,Zvokudya zvacho zvakanga zvakagadzirwa sekushongedza uye zvose zvakashanda.,zvokudya,positive
2922,"Chete chikarakadzo ndechokuti iwe skip dessert, zvakanga overpriced uye akawira pasi kuravira.",dessert,negative
2926,"Chete chikarakadzo ndechokuti iwe skip dessert, zvakanga overpriced uye akawira pasi kuravira.",Kuravira,negative
2930,"Sandwiches, burgers uye saladi, kufanana ne-lemon-yakapfeka cobb, ndeye classic kubudirira.",Sandwiches,positive
2933,"Sandwiches, burgers uye saladi, kufanana ne-lemon-yakapfeka cobb, ndeye classic kubudirira.",Burgers,positive
2936,"Sandwiches, burgers uye saladi, kufanana ne-lemon-yakapfeka cobb, ndeye classic kubudirira.",saladi,positive
2939,"Sandwiches, burgers uye saladi, kufanana ne-lemon-yakapfeka cobb, ndeye classic kubudirira.",Lemon-yakapfeka cobb,positive
2942,"Hip boutiques uye mabhawa paLudlow anowedzera kune artsy, yakaiswa-shure mhepo pane iyi Israeli-style takeout uye kudya-mu burger joint.",mhepo,positive
2945,"Young nharaunda trendies kufura pamusoro counter masikati, apo chic, unyanzvi-imba vanonwa pamwe rinorema doses pamusoro munchies murwi mukupera usiku.",counter,neutral
2947,"Nzvimbo duku, yekudya kunze inoita nzvimbo yepachivande, yakanaka yekudzidza uri woga kana kusangana neshamwari.",nzvimbo,positive
2951,"Nzvimbo duku, yekudya kunze inoita nzvimbo yepachivande, yakanaka yekudzidza uri woga kana kusangana neshamwari.",panze kudya nzvimbo,positive
2955,"Norupo rakashongedzwa, organic grilled burgers ndiyo inonyanya kuzivikanwa dhiza, asi Jerusarema musika-maitiro falafel wraps uye Mediterranean saladi--yakaturikidzana ne beets, mbudzi cheese uye walnuts--zvakaenzana scrumptious.",Jerusarema musika-maitiro falafel anoputira,positive
2959,"Norupo rakashongedzwa, organic grilled burgers ndiyo inonyanya kuzivikanwa dhiza, asi Jerusarema musika-maitiro falafel wraps uye Mediterranean saladi--yakaturikidzana ne beets, mbudzi cheese uye walnuts--zvakaenzana scrumptious.",dhiza,positive
2963,"Norupo rakashongedzwa, organic grilled burgers ndiyo inonyanya kuzivikanwa dhiza, asi Jerusarema musika-maitiro falafel wraps uye Mediterranean saladi--yakaturikidzana ne beets, mbudzi cheese uye walnuts--zvakaenzana scrumptious.",organic grilled burgers,positive
2967,"Norupo rakashongedzwa, organic grilled burgers ndiyo inonyanya kuzivikanwa dhiza, asi Jerusarema musika-maitiro falafel wraps uye Mediterranean saladi--yakaturikidzana ne beets, mbudzi cheese uye walnuts--zvakaenzana scrumptious.","Mediterranean saladi--yakaiswa ne beets, mbudzi cheese uye walnuts",positive
2969,"Nyama-phobes iri mumhanza neyechienzi veggie burger, yakagadzirwa kubva kune yakasiyana kusanganiswa kwechickpeas, karoti nemimwe miriwo uye zvinonhuwira.",makarotsi,positive
2973,"Nyama-phobes iri mumhanza neyechienzi veggie burger, yakagadzirwa kubva kune yakasiyana kusanganiswa kwechickpeas, karoti nemimwe miriwo uye zvinonhuwira.",chickpeas,positive
2977,"Nyama-phobes iri mumhanza neyechienzi veggie burger, yakagadzirwa kubva kune yakasiyana kusanganiswa kwechickpeas, karoti nemimwe miriwo uye zvinonhuwira.",miriwo,positive
2981,"Nyama-phobes iri mumhanza neyechienzi veggie burger, yakagadzirwa kubva kune yakasiyana kusanganiswa kwechickpeas, karoti nemimwe miriwo uye zvinonhuwira.",Zvinonhuwira,positive
2985,"Nyama-phobes iri mumhanza neyechienzi veggie burger, yakagadzirwa kubva kune yakasiyana kusanganiswa kwechickpeas, karoti nemimwe miriwo uye zvinonhuwira.",veggie burger,positive
2989,"Zvokudya zvacho zvakanga zvinonaka zvikuru, zvakagadzirwa uye waini yakaisvonaka.",waini,positive
2993,"Zvokudya zvacho zvakanga zvinonaka zvikuru, zvakagadzirwa uye waini yakaisvonaka.",zvokudya,positive
2997,Kuchera nzvimbo yebhuruu bar zvakare.,yebhuruu bhaa nharaunda,positive
2999,"Muchidimbu: The Black Sheep inozvisiyanisa kubva kuMidtown pub boka, nekutarisa iyo inosanganiswa yemitambo-bar butch uye yakashongedzwa kitsch.",Tarirai,negative
3001,""" Menyu inosanganisira pub fare--burgers, steaks uye vafudzi pie--uye kunyange portabella lasagna kune avo makwai matema anozivikanwa se ""vegetarians.",Burgers,neutral
3003,""" Menyu inosanganisira pub fare--burgers, steaks uye vafudzi pie--uye kunyange portabella lasagna kune avo makwai matema anozivikanwa se ""vegetarians.",menyu,neutral
3005,""" Menyu inosanganisira pub fare--burgers, steaks uye vafudzi pie--uye kunyange portabella lasagna kune avo makwai matema anozivikanwa se ""vegetarians.",pub fare,neutral
3007,""" Menyu inosanganisira pub fare--burgers, steaks uye vafudzi pie--uye kunyange portabella lasagna kune avo makwai matema anozivikanwa se ""vegetarians.",Vafudzi pie,neutral
3009,""" Menyu inosanganisira pub fare--burgers, steaks uye vafudzi pie--uye kunyange portabella lasagna kune avo makwai matema anozivikanwa se ""vegetarians.",steaks,neutral
3011,""" Menyu inosanganisira pub fare--burgers, steaks uye vafudzi pie--uye kunyange portabella lasagna kune avo makwai matema anozivikanwa se ""vegetarians.",portabella lasagna,neutral
3013,"Uye maseva ose [echikadzi] akanaka zvakare, izvo zvinogara zvakanaka.",[vakadzi] servers,positive
3015,Zvikamu zvakakura zvikuru uye basa racho rinofadza !!,zvikamu,positive
3019,Zvikamu zvakakura zvikuru uye basa racho rinofadza !!,basa,positive
3023,Ndinokurudzira huku milanese.,Chicken Milanese,positive
3026,uye muridzi anongova akanaka uye ane ushamwari.,muridzi,positive
3029,The teas zvikuru uye zvose zviwitsi vari musha.,zviwitsi,positive
3033,The teas zvikuru uye zvose zviwitsi vari musha.,teas,positive
3037,Pedyo asi inofadza mukati ine ushamwari zvikuru uye kunyatsoteerera basa.,basa,positive
3041,Pedyo asi inofadza mukati ine ushamwari zvikuru uye kunyatsoteerera basa.,mukati,positive
3045,"The zvokudya zvose-around zvakanaka, pamwe mipumburu kazhinji yakaisvonaka uye sushi / sashimi kwete zvikuru pamwero chete.",sushi/sashimi,neutral
3047,"The zvokudya zvose-around zvakanaka, pamwe mipumburu kazhinji yakaisvonaka uye sushi / sashimi kwete zvikuru pamwero chete.",mipumburu,positive
3051,"The zvokudya zvose-around zvakanaka, pamwe mipumburu kazhinji yakaisvonaka uye sushi / sashimi kwete zvikuru pamwero chete.",zvokudya,positive
3055,(Sashimi inochekwa zvishoma zvishoma.,sashimi,negative
3058,") Haisi yakanakisisa yeJapan resitorendi muEast Village, asi yakanaka yakasimba imwe yemitengo yayo ine mwero, uye yakakodzera kudzokorora kushanya.",mitengo,positive
3061,"Kwete nekuti ndaiva nepamuviri, asi chikafu pano chinogara chichinaka.",zvokudya,positive
3064,Kuva Puerto Rican Ndinoziva chinhu kana maviri pamusoro flan uye nzvimbo iyi inoshumira imwe yakanakisisa (Ndinotarisira Amai havaverengi izvi!).,flan,positive
3066,"Iyi bhaa ine zvose - zvinwiwa zvikuru, mhepo inotonhorera, basa rakaisvonaka uye zvokudya zvinonaka.",zvinwiwa,positive
3070,"Iyi bhaa ine zvose - zvinwiwa zvikuru, mhepo inotonhorera, basa rakaisvonaka uye zvokudya zvinonaka.",zvokudya,positive
3074,"Iyi bhaa ine zvose - zvinwiwa zvikuru, mhepo inotonhorera, basa rakaisvonaka uye zvokudya zvinonaka.",mhepo,positive
3078,"Iyi bhaa ine zvose - zvinwiwa zvikuru, mhepo inotonhorera, basa rakaisvonaka uye zvokudya zvinonaka.",basa,positive
3082,Steak yakanyunguduka mumuromo mangu.,steak,positive
3084,"Awa inofadza yakachipa kwazvo, asi izvozvo hazviratidzi basa kana mhepo.",basa,positive
3086,"Awa inofadza yakachipa kwazvo, asi izvozvo hazviratidzi basa kana mhepo.",mhepo,positive
3088,"Awa inofadza yakachipa kwazvo, asi izvozvo hazviratidzi basa kana mhepo.",Happy Hour,positive
3091,"Kune varidzi; basa rakanaka vakomana, nzvimbo iyi muchengeti!",varidzi,positive
3094,"The waini mazita akanga superb, tapas yedu inofadza, uye yakanyarara mhepo akakwana kukurukurirana zvakanaka.",waini mazita,positive
3098,"The waini mazita akanga superb, tapas yedu inofadza, uye yakanyarara mhepo akakwana kukurukurirana zvakanaka.",mhepo,positive
3102,"The waini mazita akanga superb, tapas yedu inofadza, uye yakanyarara mhepo akakwana kukurukurirana zvakanaka.",tapas,positive
3106,Takatanga nema scallops neasparagus uyewo taiva ne soft shell crab pamwe chete nechizi plate.,asparagus,neutral
3108,Takatanga nema scallops neasparagus uyewo taiva ne soft shell crab pamwe chete nechizi plate.,chizi ndiro,neutral
3110,Takatanga nema scallops neasparagus uyewo taiva ne soft shell crab pamwe chete nechizi plate.,scallops,neutral
3112,Takatanga nema scallops neasparagus uyewo taiva ne soft shell crab pamwe chete nechizi plate.,nyoro shell crab,neutral
3114,Ndiri kutarisira kudzokera nokukurumidza uye pakupedzisira kuedza zvikuru zvose pamusoro menyu!,menyu,positive
3116,Muridzi anofadza uye anovaraidza.,Muridzi,positive
3119,"Ipa iyo kuedza, menyu yakajairika French asi yakasiyana-siyana.",menyu,neutral
3122,"tapas yakaisvonaka pamitengo mikuru, rudo, diki asi kwete yakanyanyisa crowed, yakaisvonaka",mitengo,positive
3126,"tapas yakaisvonaka pamitengo mikuru, rudo, diki asi kwete yakanyanyisa crowed, yakaisvonaka",tapas,positive
3130,"Iyi ichiri imwe yezvokudya zvandinofarira zvikuru munharaunda, chikafu chisingadhuri asi chakanaka kwazvo (Kimono shrimp chaiyo yakanga yakaisvonaka) uye ine mhepo huru.",mhepo,positive
3134,"Iyi ichiri imwe yezvokudya zvandinofarira zvikuru munharaunda, chikafu chisingadhuri asi chakanaka kwazvo (Kimono shrimp chaiyo yakanga yakaisvonaka) uye ine mhepo huru.",Kimono shrimp chaiyo,positive
3138,"Iyi ichiri imwe yezvokudya zvandinofarira zvikuru munharaunda, chikafu chisingadhuri asi chakanaka kwazvo (Kimono shrimp chaiyo yakanga yakaisvonaka) uye ine mhepo huru.",zvokudya,positive
3142,Inogona kuva yakabatikana zvishoma kumativi epamusoro nguva nekuda kwehukuru.,saizi,negative
3145,Ndakaenda kuKitchenette weekend ino kunodya brunch.,brunch,neutral
3147,Nzvimbo yacho inonakidza chose uye chikafu chinonaka.,nzvimbo,positive
3151,Nzvimbo yacho inonakidza chose uye chikafu chinonaka.,zvokudya,positive
3155,"Zvisinei, basa racho rinotyisa chose.",basa,negative
3158,"The waitstaff ari solicitous uye ushamwari uye nguva dzose sokuti kufara kutiona, uye zvokudya zvinoshamisa, kana kwete zvinoshamisa okusika.",waitstaff,positive
3162,"The waitstaff ari solicitous uye ushamwari uye nguva dzose sokuti kufara kutiona, uye zvokudya zvinoshamisa, kana kwete zvinoshamisa okusika.",zvokudya,positive
