,run,aspect,polarities
2707,"Vyongeye, uwo mupfa w'umucanwa na we nyene yarapfuye!",Dessert None None,positive
2710,Inyama z'inka zari zisa n'iy'umurya w'iwawe.,Inyama z'inyama,negative
2713,Uwo musuku arazwi ko asubiye inyuma kugira ngo abantu bose bahimbarwe.,Ahumada,positive
2716,"Insago z'ibishobisho zishowe n'ibishobisho (zishirwa ku meza na asterisks) ni zo zibikwa mu buryo bw'igeragezwa kandi z'ukuri, nka macadamia-crusted mahied mahi, canke inyama z'inka ngufi cane z'ubuki.","""Roy's Classics"" None",positive
2719,"Insago z'ibishobisho zishowe n'ibishobisho (zishirwa ku meza na asterisks) ni zo zibikwa mu buryo bw'igeragezwa kandi z'ukuri, nka macadamia-crusted mahied mahi, canke inyama z'inka ngufi cane z'ubuki.",macadamia-crusted mahi mahi,positive
2722,"Insago z'ibishobisho zishowe n'ibishobisho (zishirwa ku meza na asterisks) ni zo zibikwa mu buryo bw'igeragezwa kandi z'ukuri, nka macadamia-crusted mahied mahi, canke inyama z'inka ngufi cane z'ubuki.",Esha Ewa,positive
2725,"Insago z'ibishobisho zishowe n'ibishobisho (zishirwa ku meza na asterisks) ni zo zibikwa mu buryo bw'igeragezwa kandi z'ukuri, nka macadamia-crusted mahied mahi, canke inyama z'inka ngufi cane z'ubuki.",Candy cane honey-mustard beef short ribs,positive
2728,"Insago z'ibishobisho zishowe n'ibishobisho (zishirwa ku meza na asterisks) ni zo zibikwa mu buryo bw'igeragezwa kandi z'ukuri, nka macadamia-crusted mahied mahi, canke inyama z'inka ngufi cane z'ubuki.",menu none,neutral
2730,"Insago z'ibishobisho zishowe n'ibishobisho (zishirwa ku meza na asterisks) ni zo zibikwa mu buryo bw'igeragezwa kandi z'ukuri, nka macadamia-crusted mahied mahi, canke inyama z'inka ngufi cane z'ubuki.",Recipes None,positive
2733,"Best dessert, shokola na butter tart, si cane cane Hawaii, ariko ni igihugu gito cane mu bijanye n'ubunyobwa.",Cute Swimwear,neutral
2735,"Best dessert, shokola na butter tart, si cane cane Hawaii, ariko ni igihugu gito cane mu bijanye n'ubunyobwa.",Dessert None,positive
2738,"Best dessert, shokola na butter tart, si cane cane Hawaii, ariko ni igihugu gito cane mu bijanye n'ubunyobwa.",Candy cane peanut butter tart,positive
2740,"Ivyo bifungurwa birafise indya nyinshi cane, harimwo n'ibifungurwa biryoshe, hamwe n'ibifungurwa bidafise inyama nyinshi.",steaks vyas,positive
2744,"Ivyo bifungurwa birafise indya nyinshi cane, harimwo n'ibifungurwa biryoshe, hamwe n'ibifungurwa bidafise inyama nyinshi.",Non-meat Alternatives None,neutral
2746,"Ivyo bifungurwa birafise indya nyinshi cane, harimwo n'ibifungurwa biryoshe, hamwe n'ibifungurwa bidafise inyama nyinshi.",Nutrizie Seafood,positive
2750,"Ivyo bifungurwa birafise indya nyinshi cane, harimwo n'ibifungurwa biryoshe, hamwe n'ibifungurwa bidafise inyama nyinshi.",Ashika Ashika,positive
2754,"Ivyo bifungurwa birafise indya nyinshi cane, harimwo n'ibifungurwa biryoshe, hamwe n'ibifungurwa bidafise inyama nyinshi.",Ikebukuro Dinner Menu,positive
2758,"Vyose ni ivy'ububisha, uhereye ku basuku b'inyenga, gushika ku ruheta rw'uruharo rudasanzwe.",Ahumada,positive
2762,"Vyose ni ivy'ububisha, uhereye ku basuku b'inyenga, gushika ku ruheta rw'uruharo rudasanzwe.",abamaja to baro,positive
2766,"Vyose ni ivy'ububisha, uhereye ku basuku b'inyenga, gushika ku ruheta rw'uruharo rudasanzwe.",Ikirere,positive
2770,"Mu vy'ukuri, baratuma umuntu aruhuka kandi aruhutse.",Ikirere,positive
2773,"Nahavuye ndonka ibifungurwa biryoshe cane, nca ntangura kugaburirwa mu nzu y'uburiro, ku buryo ata n'umwe yashobora gufungura.",Nusom,neutral
2775,"Nahavuye ndonka ibifungurwa biryoshe cane, nca ntangura kugaburirwa mu nzu y'uburiro, ku buryo ata n'umwe yashobora gufungura.",kuriya,negative
2777,"Nahavuye ndonka ibifungurwa biryoshe cane, nca ntangura kugaburirwa mu nzu y'uburiro, ku buryo ata n'umwe yashobora gufungura.",Nutrizione,negative
2780,"Biboneka ko uwo mupfanyi atigeze aronka ico afungura, kandi nta n'umwe yari afise ico anywa.",Nutrizione,neutral
2782,"Biboneka ko uwo mupfanyi atigeze aronka ico afungura, kandi nta n'umwe yari afise ico anywa.",Divya Vinka,neutral
2784,"Biboneka ko uwo mupfanyi atigeze aronka ico afungura, kandi nta n'umwe yari afise ico anywa.",Ishika Ashikawa,negative
2786,Umunywanyi w'umuhisi W'umunywanyi w'umunywanyi w'indya z,ధధ఩,neutral
2790,Umunywanyi w'umuhisi W'umunywanyi w'umunywanyi w'indya z,Gras Swimwear,positive
2794,"Ivyuma vy'ubutaliyano ni vyiza cane, kandi birazimvye cane.",Nusom,positive
2796,"Ivyuma vy'ubutaliyano ni vyiza cane, kandi birazimvye cane.",Shinga Eshika,positive
2800,"Ivyuma vy'ubutaliyano ni vyiza cane, kandi birazimvye cane.",Jaja jaja,positive
2804,Al Dente e-,Amasra Amasra,positive
2808,Al Dente e-,Ivye Pasta,positive
2812,Al Dente e-,Shoba Shoba,neutral
2816,Twarashimye cane kandi tuzogaruka ku makoraniro y'amakoraniro.,Desserts Swimwear,positive
2818,"Imfungurwa zitangaje kandi z'ubuhinga za Chelsea zirimwo imfungurwa z'Abayapani zo mu Burengerazuba nka Foie Gras Unagi Napolean, Jap fashion hamburger steak, spicy cod roe spaghetti, cod black cod na miso base, hamwe n'iy'impfizi y'intama muri sauce ya truffle yirabura, kuvuga zimwe.",Ciekawe co za spaghetti,neutral
2822,"Imfungurwa zitangaje kandi z'ubuhinga za Chelsea zirimwo imfungurwa z'Abayapani zo mu Burengerazuba nka Foie Gras Unagi Napolean, Jap fashion hamburger steak, spicy cod roe spaghetti, cod black cod na miso base, hamwe n'iy'impfizi y'intama muri sauce ya truffle yirabura, kuvuga zimwe.",Gras Unagi Napolean None None,neutral
2826,"Imfungurwa zitangaje kandi z'ubuhinga za Chelsea zirimwo imfungurwa z'Abayapani zo mu Burengerazuba nka Foie Gras Unagi Napolean, Jap fashion hamburger steak, spicy cod roe spaghetti, cod black cod na miso base, hamwe n'iy'impfizi y'intama muri sauce ya truffle yirabura, kuvuga zimwe.",Ciekawe co na miso base,neutral
2830,"Imfungurwa zitangaje kandi z'ubuhinga za Chelsea zirimwo imfungurwa z'Abayapani zo mu Burengerazuba nka Foie Gras Unagi Napolean, Jap fashion hamburger steak, spicy cod roe spaghetti, cod black cod na miso base, hamwe n'iy'impfizi y'intama muri sauce ya truffle yirabura, kuvuga zimwe.",menu none,positive
2834,"Imfungurwa zitangaje kandi z'ubuhinga za Chelsea zirimwo imfungurwa z'Abayapani zo mu Burengerazuba nka Foie Gras Unagi Napolean, Jap fashion hamburger steak, spicy cod roe spaghetti, cod black cod na miso base, hamwe n'iy'impfizi y'intama muri sauce ya truffle yirabura, kuvuga zimwe.",Eko Eko Nugroho Eko Nugroho,neutral
2838,"Imfungurwa zitangaje kandi z'ubuhinga za Chelsea zirimwo imfungurwa z'Abayapani zo mu Burengerazuba nka Foie Gras Unagi Napolean, Jap fashion hamburger steak, spicy cod roe spaghetti, cod black cod na miso base, hamwe n'iy'impfizi y'intama muri sauce ya truffle yirabura, kuvuga zimwe.",Japhet Vyasa,neutral
2842,"Imfungurwa zitangaje kandi z'ubuhinga za Chelsea zirimwo imfungurwa z'Abayapani zo mu Burengerazuba nka Foie Gras Unagi Napolean, Jap fashion hamburger steak, spicy cod roe spaghetti, cod black cod na miso base, hamwe n'iy'impfizi y'intama muri sauce ya truffle yirabura, kuvuga zimwe.",10000 000 000 000 000,neutral
2846,Comments on: |Ibi ni bimwe muvyo nkunda cane: Nkunda cane umusi w'ukwisonzesha.,Desserts Swimwear,positive
2850,Comments on: |Ibi ni bimwe muvyo nkunda cane: Nkunda cane umusi w'ukwisonzesha.,Tart de Nino Nino,positive
2854,"Ni vyiza gufungura, ibifungurwa vyiza, ibifungurwa vyiza, n'ibifungurwa vyiza, ntibizokwigera bipfa!",Ahumada,positive
2858,"Ni vyiza gufungura, ibifungurwa vyiza, ibifungurwa vyiza, n'ibifungurwa vyiza, ntibizokwigera bipfa!",Rindira,positive
2862,"Ni vyiza gufungura, ibifungurwa vyiza, ibifungurwa vyiza, n'ibifungurwa vyiza, ntibizokwigera bipfa!",Ikiciro:Agaciro,positive
2866,"Ni vyiza gufungura, ibifungurwa vyiza, ibifungurwa vyiza, n'ibifungurwa vyiza, ntibizokwigera bipfa!",Nutrizione,positive
2870,Ni vyiza gufata taxi kuri Chelsea kugira gusa dusangire agasozo nyege keza muri Chelsea.,Dinner None,positive
2873,"Naronse akaryo ko gufungurira mu kigo cawe mu ndwi zibiri ziheze, nca nja mu bibanza vyanyu vy'uburiro.",Upstrairs Dining Area None,neutral
2875,Ibifungurwa vy'abo banyeshure vyaciye bitangura kuzima.,Imigabane y'ibiribwa,neutral
2878,Ni igiki cogufasha kuguma mu murimo nk'uwo?,Ahumada,negative
2880,"Best Tuna Roll, Great Asian Salad None",Asha Salade,positive
2884,"Best Tuna Roll, Great Asian Salad None",Spicy Tuna Roll None,positive
2888,Tomeka Rose (not on menu),Rose Rabara,positive
2891,Tomeka Rose (not on menu),menu none,neutral
2893,More Bar None,bar cane rooftop bar,neutral
2895,More Bar None,Mezamako,negative
2897,10 00 00 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0,Deserts Swimwear,positive
2901,10 00 00 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0,Entrée None None,positive
2905,10 00 00 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0,Home Guacamole Guacamole,positive
2908,"Niwaba uri umubeshi, ntuzokwigera ucika intege.",Tekwila None,positive
2911,Zana igikombe n'igikombe c'umuvinyu!,Icupa ry'umuvinyu,neutral
2913,Ni vyiza ko uguma uri kumwe n'abandi banyeshure.,Mezamako,negative
2916,"Ivyo bifungurwa vyari bigwije neza nk'uko uwo muvyeyi avyiga, kandi vyompi vyarakora.",Eshika Eshika,positive
2919,"Ivyo bifungurwa vyari bigwije neza nk'uko uwo muvyeyi avyiga, kandi vyompi vyarakora.",Nutrizione,positive
2922,"Gusa ico nokubwira ni uko iyo nyoni iguye, ikongera ikagushoka.",Dessert None,negative
2926,"Gusa ico nokubwira ni uko iyo nyoni iguye, ikongera ikagushoka.",Shoba Ewa,negative
2930,"Amasôko y'ibiduguti, n'ama salade nka kurya kw'ihonyabu, ni iy'",Eshika Sandwiches,positive
2933,"Amasôko y'ibiduguti, n'ama salade nka kurya kw'ihonyabu, ni iy'",Burgers None,positive
2936,"Amasôko y'ibiduguti, n'ama salade nka kurya kw'ihonyabu, ni iy'",Salade None,positive
2939,"Amasôko y'ibiduguti, n'ama salade nka kurya kw'ihonyabu, ni iy'",Lemon - Cobaye,positive
2942,"Amahinguriro y'ibide n'ay'ibifungurwa vyo mu karere ka Ludlow birimwo ibidyovya n'ibidyovya mu karere ka Israyeli, hamwe n'ibifungurwa.",Ikirere,positive
2945,"Ku muhingamo wo kuri uyu wa mbere, mu gihe abanywa inzoga banyoye ku murango, bakanywa inzoga nyinshi mu gihe c'ijoro.",Shoba Shoba,neutral
2947,"Ahantu umuntu afungura ari hanze, agatuma umuntu yiga wenyene canke guhura n'abagenzi.",Ikiro,positive
2951,"Ahantu umuntu afungura ari hanze, agatuma umuntu yiga wenyene canke guhura n'abagenzi.",Hanze y'akarere ka Kayonza bariye,positive
2955,10.10.2016 à 2016 à 2016 à 2016 à 201 à 201 à 201 à 201 à 201 à 201 à 201 à 201 à 20:00 à 2018 à 201 à 201 à 201 à 20 à 20 à 2018 à 201 à 201 à 201 à 20 à 201 à 201 à,Yurusai wa yurusai wo yuruseru yo,positive
2959,10.10.2016 à 2016 à 2016 à 2016 à 201 à 201 à 201 à 201 à 201 à 201 à 201 à 201 à 20:00 à 2018 à 201 à 201 à 201 à 20 à 20 à 2018 à 201 à 201 à 201 à 20 à 201 à 201 à,Divya Disha,positive
2963,10.10.2016 à 2016 à 2016 à 2016 à 201 à 201 à 201 à 201 à 201 à 201 à 201 à 201 à 20:00 à 2018 à 201 à 201 à 201 à 20 à 20 à 2018 à 201 à 201 à 201 à 20 à 201 à 201 à,Nefise Burgers,positive
2967,10.10.2016 à 2016 à 2016 à 2016 à 201 à 201 à 201 à 201 à 201 à 201 à 201 à 201 à 20:00 à 2018 à 201 à 201 à 201 à 20 à 20 à 2018 à 201 à 201 à 201 à 20 à 201 à 201 à,ઘઘઽસ૖૖સ૖૖,positive
2969,Inyama z'inyama z'inyama,Caros Swimwear,positive
2973,Inyama z'inyama z'inyama,Ivye Ecas,positive
2977,Inyama z'inyama z'inyama,Imboga zo mu nda,positive
2981,Inyama z'inyama z'inyama,Spices None None,positive
2985,Inyama z'inyama z'inyama,Veggie Burger None,positive
2989,"Ivyo bifungurwa vyari biryoshe cane, vyasa n'ibifungurwa biryoshe cane, kandi vyasa n'umuvinyu biryoshe cane.",Divya Vinka,positive
2993,"Ivyo bifungurwa vyari biryoshe cane, vyasa n'ibifungurwa biryoshe cane, kandi vyasa n'umuvinyu biryoshe cane.",Nutrizione,positive
2997,Navya The Bar Bar,Bar None Area,positive
2999,Mu mupira w'amaguru w'umupira,Uberaba Uberaba,negative
3001,10.000-2016 2016 00 00 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0,Burgers None,neutral
3003,10.000-2016 2016 00 00 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0,menu none,neutral
3005,10.000-2016 2016 00 00 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0,Pub fare None None,neutral
3007,10.000-2016 2016 00 00 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0,Abungere pie,neutral
3009,10.000-2016 2016 00 00 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0,steaks vyas,neutral
3011,10.000-2016 2016 00 00 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0,Icaza Lasagna,neutral
3013,"Kandi n'abakozi b'Imana bose ni beza, kandi ni beza cane.",[ubuntu] servers,positive
3015,"Abo banyesozi ni benshi cane, kandi ico gikorwa kirahambaye cane!!",Amasra Amasra,positive
3019,"Abo banyesozi ni benshi cane, kandi ico gikorwa kirahambaye cane!!",Ahumada,positive
3023,I recommend the bike bike milano.,bakeka milano bakeka,positive
3026,Gusa uwo mudandaza ni mwiza kandi w'umutima mwiza.,Muguruza owner,positive
3029,"Icayi ni ciza cane, kandi ibisagara vyose biraheza bikongera",Cute Swimwear,positive
3033,"Icayi ni ciza cane, kandi ibisagara vyose biraheza bikongera",Icaza,positive
3037,"10 Mu vy'ukuri, ni vyiza kuba umuntu afise umutima mwiza kandi w'inkorane.",Ahumada,positive
3041,"10 Mu vy'ukuri, ni vyiza kuba umuntu afise umutima mwiza kandi w'inkorane.",Intrare,positive
3045,"Mu bisanzwe, umukate ni mwiza cane, kandi akenshi usanga ari mwiza cane, kandi nta n'umwe ari ku rugero rumwe.",Sushi / Sashimi,neutral
3047,"Mu bisanzwe, umukate ni mwiza cane, kandi akenshi usanga ari mwiza cane, kandi nta n'umwe ari ku rugero rumwe.",Eshika Eshika,positive
3051,"Mu bisanzwe, umukate ni mwiza cane, kandi akenshi usanga ari mwiza cane, kandi nta n'umwe ari ku rugero rumwe.",Nutrizione,positive
3055,(Sashimi wa sashimi ni cut a bit.,SashimiYashika,negative
3058,"(2) Si ihinguriro ry'abayapani riryoshe cane mu gisagara ca Afrika y'ubuseruko, ariko ni ngirakamaro cane ku giciro gitoyi, kandi ni vyiza gusubira kugendera.",Ibiciro,positive
3061,"Si ukubera ko nasamye inda, ariko ibifungurwa vyama biryoshe.",Nutrizione,positive
3064,10.000-2016 2016 00 00 00 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0,Flavyan,positive
3066,"Ivyo vyose birafise vyose: ibinyobwa biryoshe, ikirere gikonje, igikorwa ciza co gukorera hamwe n'ibifungurwa biryoshe.",vyara to ega,positive
3070,"Ivyo vyose birafise vyose: ibinyobwa biryoshe, ikirere gikonje, igikorwa ciza co gukorera hamwe n'ibifungurwa biryoshe.",Nutrizione,positive
3074,"Ivyo vyose birafise vyose: ibinyobwa biryoshe, ikirere gikonje, igikorwa ciza co gukorera hamwe n'ibifungurwa biryoshe.",Ikirere,positive
3078,"Ivyo vyose birafise vyose: ibinyobwa biryoshe, ikirere gikonje, igikorwa ciza co gukorera hamwe n'ibifungurwa biryoshe.",Ahumada,positive
3082,Inyama y'inka yaraseruye mu kanwa.,Steak None None,positive
3084,"Amasaha y'umunezero ni make cane, ariko ivyo ntibisigura ico gikorwa canke ikirere.",Ahumada,positive
3086,"Amasaha y'umunezero ni make cane, ariko ivyo ntibisigura ico gikorwa canke ikirere.",Ikirere,positive
3088,"Amasaha y'umunezero ni make cane, ariko ivyo ntibisigura ico gikorwa canke ikirere.",Isaha y'umunezero,positive
3091,"ku basozi; Rwaruka, uru rwaruka ni urudubi!",bamako,positive
3094,"Umuvinyu wari mwiza cane, tapas yacu iryoshe cane, kandi ikirere cacu c'agacerere kari gatunganye kugira ngo ikiyago kiryoshe.",Urutonde rw'umuvinyu,positive
3098,"Umuvinyu wari mwiza cane, tapas yacu iryoshe cane, kandi ikirere cacu c'agacerere kari gatunganye kugira ngo ikiyago kiryoshe.",Ikirere,positive
3102,"Umuvinyu wari mwiza cane, tapas yacu iryoshe cane, kandi ikirere cacu c'agacerere kari gatunganye kugira ngo ikiyago kiryoshe.",Tapas None None,positive
3106,"Twatanguye n'ipampa n'imisusu y'ibishobisho vy'ibishobisho n'ibishobisho vy'ibishobisho vy'ibishobisho, n'ibishobisho vy'ibishobishobisho vy'ibishobishobis",Asparagus - Aparagus,neutral
3108,"Twatanguye n'ipampa n'imisusu y'ibishobisho vy'ibishobisho n'ibishobisho vy'ibishobisho vy'ibishobisho, n'ibishobisho vy'ibishobishobisho vy'ibishobishobis",Cheese plate None None,neutral
3110,"Twatanguye n'ipampa n'imisusu y'ibishobisho vy'ibishobisho n'ibishobisho vy'ibishobisho vy'ibishobisho, n'ibishobisho vy'ibishobishobisho vy'ibishobishobis",scalavyas,neutral
3112,"Twatanguye n'ipampa n'imisusu y'ibishobisho vy'ibishobisho n'ibishobisho vy'ibishobisho vy'ibishobisho, n'ibishobisho vy'ibishobishobisho vy'ibishobishobis",Esha Shera Crab,neutral
3114,"Ndashashaye cane gusubira inyuma, amaherezo ngerageza vyinshi kuri menu!",menu none,positive
3116,Uwo mudandaza ni umuntu ahimbawe kandi ahimbawe.,Owner None,positive
3119,Mugerageze murabe neza ko igifaransa arico gifaransa ariko gitandukanye n'igifaransa.,menu none,neutral
3122,10.10.2016 à 2016 à 2016 à 20:2016 à 2016 à 2016 à 20:000,Ibiciro,positive
3126,10.10.2016 à 2016 à 2016 à 20:2016 à 2016 à 2016 à 20:000,Tapas None None,positive
3130,"Iyi ni imwe mu resitora nkunda cane muri ako karere, ariko ni nziza cane ariko ni nziza cane (kimono shrimp special) kandi ifise ikirere ciza cane.",Ikirere,positive
3134,"Iyi ni imwe mu resitora nkunda cane muri ako karere, ariko ni nziza cane ariko ni nziza cane (kimono shrimp special) kandi ifise ikirere ciza cane.",Kimono Shrimp Special,positive
3138,"Iyi ni imwe mu resitora nkunda cane muri ako karere, ariko ni nziza cane ariko ni nziza cane (kimono shrimp special) kandi ifise ikirere ciza cane.",Nutrizione,positive
3142,Urashobora kuba ufise akazi kenshi mu gihe c'amarushwa kubera ubwinshi bw'abantu.,Size Swimwear,negative
3145,"Mu mpera z'ino ndwi twaraye turangije, naragiye i Kavari.",Brune None,neutral
3147,"Aho hantu ni heza cane, kandi ibifungurwa ni vyo biryoshe.",Icaro,positive
3151,"Aho hantu ni heza cane, kandi ibifungurwa ni vyo biryoshe.",Nutrizione,positive
3155,"Ariko rero, ico gikorwa kirabishe cane.",Ahumada,negative
3158,"Vyongeye, abantu bama bitonda kandi bama bahimbarwa no kutubona, kandi ivyo kurya ni vyiza cane, nimba atari vyo vy'agatangaza.",waitstaff none none,positive
3162,"Vyongeye, abantu bama bitonda kandi bama bahimbarwa no kutubona, kandi ivyo kurya ni vyiza cane, nimba atari vyo vy'agatangaza.",Nutrizione,positive
3166,I love the lobster ravioli none,Lobster Ravioli None None,positive
3169,"Mu minsi iheze twaraye dutanguye umwaka mushasha mw'ihoteri, kandi twararonse ivyiza vyinshi, kuva ku muvinyu gushika ku munywanyi.",Dessert Menu None None,positive
3172,"Mu minsi iheze twaraye dutanguye umwaka mushasha mw'ihoteri, kandi twararonse ivyiza vyinshi, kuva ku muvinyu gushika ku munywanyi.",Divya Vinka,positive
3175,"Ico kibanza ni igisozi, kirimwo ubushuhe n'ubushuhe, kikongera",Icaro,positive
3179,"Ico kibanza ni igisozi, kirimwo ubushuhe n'ubushuhe, kikongera",Ahumada,positive
3183,"Ico kibanza ni igisozi, kirimwo ubushuhe n'ubushuhe, kikongera",Nutrizione,positive
3187,Nategereje umukunzi wanje muri salon iminota mikeya,Bar None,neutral
3189,"Iyi nyesho ni nziza cane, kandi ni nziza cane. ",Sushika,positive
3192,Hari n'izindi mfungurwa nyinshi zo muri Koreya zifise amafaranga menshi kandi zifise akamaro kazo.,Koriya Esha,positive
3195,Hahahahahahahahahahahahahaha,Ahumada,positive
3199,Hahahahahahahahahahahahahaha,menu none,positive
3203,Hahahahahahahahahahahahahaha,Ambiance None,positive
3207,Hahahahahahahahahahahahahaha,NUTRIZIONE,positive
3209,Umenga nta gikorwa na kimwe cakozwe ku mfungurwa n'uburyo bwo gufungura.,Kwerekana no ku ireme ry'ibiribwa,negative
3211,Coba cari 1/3 best price in Chinatown.,Ikiciro:: Ikiciro,negative
3213,Abashitsi n'abashitsi bari babi cane.,Mugabi,negative
3216,Abashitsi n'abashitsi bari babi cane.,Gabigabis,negative
3219,"Ni vyiza cane, kandi ni vyiza cane, kandi ni vyiza cane kuva mu gihugu c'amaja n'ay'abantu.",Ikirere,positive
3222,"Ariko rero, ibifungurwa n'ibifungurwa n'ibifungurwa ni bike cane.",Ahumada,negative
3225,"Ariko rero, ibifungurwa n'ibifungurwa n'ibifungurwa ni bike cane.",Nutrizione,negative
3228,10.000 000 000 000 00 00 00 0 0 0 0 0 0 0,Sushika,negative
3231,"Twasavye ko bodusubiriza mu kiyaya c'imbo, bakadusubiriza mu kiyaya c'imbo.",Sushika,negative
3233,Uwo munyeshure yari afise ijwi ryumvikana kandi ata co yari ajejwe.,Rindira Staff,negative
3236,2000- 1000- 2016 - Hahahahahahahahahahahahahahahaha,Freya Swimwear - Navya Kalmata Dip,positive
3239,cane recommended...  * * * Bar None None Very nice.,Icaro,positive
3243,cane recommended...  * * * Bar None None Very nice.,Bar None,positive
3247,cane recommended...  * * * Bar None None Very nice.,Remera Ega,neutral
3249,"Kuva kuri Erbazzone Emiliana gushika ku cuma kiri ku cuma kiri mu cumba c'ibifungurwa, ivyo bifungurwa muri iyi resitora vyose biravurwa n'abantu bavyifatamwo neza.",Eko E,positive
3251,"Kuva kuri Erbazzone Emiliana gushika ku cuma kiri ku cuma kiri mu cumba c'ibifungurwa, ivyo bifungurwa muri iyi resitora vyose biravurwa n'abantu bavyifatamwo neza.",Esha Esha,positive
3253,"Kuva kuri Erbazzone Emiliana gushika ku cuma kiri ku cuma kiri mu cumba c'ibifungurwa, ivyo bifungurwa muri iyi resitora vyose biravurwa n'abantu bavyifatamwo neza.",Erbazzone Emiliana,positive
3255,"Si ibifungurwa vy'ukuri gusa, ariko mu vy'ukuri, abakiri bato n'abakiri bato, kandi bazi ico bariko barakora mu bijanye n'ibifungurwa n'umuvinyu.",Nutrizione,positive
3259,"Si ibifungurwa vy'ukuri gusa, ariko mu vy'ukuri, abakiri bato n'abakiri bato, kandi bazi ico bariko barakora mu bijanye n'ibifungurwa n'umuvinyu.",umukozi,positive
3263,"Si ibifungurwa vy'ukuri gusa, ariko mu vy'ukuri, abakiri bato n'abakiri bato, kandi bazi ico bariko barakora mu bijanye n'ibifungurwa n'umuvinyu.",Divya Vinka,positive
3265,"Si ibifungurwa vy'ukuri gusa, ariko mu vy'ukuri, abakiri bato n'abakiri bato, kandi bazi ico bariko barakora mu bijanye n'ibifungurwa n'umuvinyu.",Nutrizione,positive
3269,"Aho hose, ibiciro vyoca biduga ku rugero rwa 3.000!",Ibiciro,positive
3271,"Home Amakuru Amakuru Agezweho Mu mahanga, ni ahantu heza ho kurabira hamwe imikino y'imikino.",Icaro,positive
3274,Abo banyeshure baragukebura ngo baragukebura.,Abakozi ba Leta,positive
3277,Abakunzi b'umuziki wa Irlande bama banezerewe kandi bamwenyura.,Bar none,positive
3280,"N'aho naja mu bufaransa, ngerageza kwihagarika kenshi gashoboka kugira ngo nshobore gutumira abantu benshi babishoboye.",umukozi,positive
3284,"N'aho naja mu bufaransa, ngerageza kwihagarika kenshi gashoboka kugira ngo nshobore gutumira abantu benshi babishoboye.",Nutrizione,positive
3288,Ese ukuntu ari vyiza kandi bisho,Ifunguro rya saa sita,negative
3291,Ese ukuntu ari vyiza kandi bisho,Dinner swimwear,negative
3294,None ni gute umuntu yokwigaburira ku giciro c'inkorano?!,Nutrizione,neutral
3298,None ni gute umuntu yokwigaburira ku giciro c'inkorano?!,Ibiciro,negative
3302,Nasavye inyama y'imbonekarimwe y'imbonekarimwe.,Steak None None,neutral
3305,"Bashitseyo, baraheza bagaca bacika urubisho ruhongore rw'amazi n'imbeho.",sashika shika,negative
3308,Two Piece Swimwear - What's A Crime!,steaks vyas,negative
3311,"Emwe, hari ibifungurwa vyinshi, mbere n'ibindi bifungurwa biryoshe!",Nutrizione,positive
3314,Imbombo ziraryoshe cane kandi ziryoshe cane!,Icaro,positive
3318,Imbombo ziraryoshe cane kandi ziryoshe cane!,Esha Esha,positive
3322,Icumba c'uburiro ku banyesozi ! ;-),Desserts Swimwear,positive
3324,"U Buhinde bugaragarira cane muri roti canai appetizer ya roti appetizer, pancake yokeje ivanze n'isafe y'indya ya curry dipping, mu gihe inkoko ya mango itanga uburyohe butangaje kandi budasanzwe.",roti canai appetizer,positive
3328,"U Buhinde bugaragarira cane muri roti canai appetizer ya roti appetizer, pancake yokeje ivanze n'isafe y'indya ya curry dipping, mu gihe inkoko ya mango itanga uburyohe butangaje kandi budasanzwe.",egai egaheehe eheehe eheehehe eheehe,positive
3330,"U Buhinde bugaragarira cane muri roti canai appetizer ya roti appetizer, pancake yokeje ivanze n'isafe y'indya ya curry dipping, mu gihe inkoko ya mango itanga uburyohe butangaje kandi budasanzwe.",Mango Intake,positive
3334,1 Comment on Bimwe mu binyabishobibishobi,Curries Casseroles None,negative
3337,Yari nziza ariko nta n'umwe muri bo wohh.,Flavours None None,neutral
