,lug,aspect,polarities
2733,"Ekirungo ekisinga obulungi ekya dessert, chocolate ne peanut butter tart, si kya Hawaii nnyo, wabula ensi entono bwe kituuka ku swiiti.",bye bye sweets,neutral
2735,"Ekirungo ekisinga obulungi ekya dessert, chocolate ne peanut butter tart, si kya Hawaii nnyo, wabula ensi entono bwe kituuka ku swiiti.",kino,positive
2738,"Ekirungo ekisinga obulungi ekya dessert, chocolate ne peanut butter tart, si kya Hawaii nnyo, wabula ensi entono bwe kituuka ku swiiti.",chocolate and peanut butter tart,positive
2740,"Menyu y'ekijjulo ewa ebyokulya eby'enjawulo eby'enjawulo, omuli eby'ennyanja ebipya n'ennyaanya ennene, waliwo n'ebirala ebiwerako ebitali nnyama.",biso,positive
2744,"Menyu y'ekijjulo ewa ebyokulya eby'enjawulo eby'enjawulo, omuli eby'ennyanja ebipya n'ennyaanya ennene, waliwo n'ebirala ebiwerako ebitali nnyama.",bye bye non-meat alternatives,neutral
2746,"Menyu y'ekijjulo ewa ebyokulya eby'enjawulo eby'enjawulo, omuli eby'ennyanja ebipya n'ennyaanya ennene, waliwo n'ebirala ebiwerako ebitali nnyama.",bye bye seafood,positive
2750,"Menyu y'ekijjulo ewa ebyokulya eby'enjawulo eby'enjawulo, omuli eby'ennyanja ebipya n'ennyaanya ennene, waliwo n'ebirala ebiwerako ebitali nnyama.",entrees,positive
2754,"Menyu y'ekijjulo ewa ebyokulya eby'enjawulo eby'enjawulo, omuli eby'ennyanja ebipya n'ennyaanya ennene, waliwo n'ebirala ebiwerako ebitali nnyama.",Dinner menu,positive
2758,"buli kimu kikolebwa mu ngeri ey'amagezi, okuva ku buweereza obulungi ennyo obw'abakyala abalungi, okutuuka ku mbeera ennungi ennyo.",Kolawole,positive
2762,"buli kimu kikolebwa mu ngeri ey'amagezi, okuva ku buweereza obulungi ennyo obw'abakyala abalungi, okutuuka ku mbeera ennungi ennyo.",bye bye waitresses,positive
2766,"buli kimu kikolebwa mu ngeri ey'amagezi, okuva ku buweereza obulungi ennyo obw'abakyala abalungi, okutuuka ku mbeera ennungi ennyo.",atmosfer,positive
2770,gerçekten gecikmiş bir ortam yaratıyor.,atmosfer,positive
2773,Yeni bir yemek beklediğim yeni bir yemek beklediğim... ....ve yalnız bir yemek servis edilemeydim.,Amuweereze,neutral
2775,Yeni bir yemek beklediğim yeni bir yemek beklediğim... ....ve yalnız bir yemek servis edilemeydim.,Alya,negative
2777,Yeni bir yemek beklediğim yeni bir yemek beklediğim... ....ve yalnız bir yemek servis edilemeydim.,Emmere,negative
2780,"Kirabika omukyala waffe yali tagezezzaako kulya mmere yonna, era tewali n'omu yali akubiriza kunywa mwenge.",Emmere,neutral
2782,"Kirabika omukyala waffe yali tagezezzaako kulya mmere yonna, era tewali n'omu yali akubiriza kunywa mwenge.",Vinyo,neutral
2784,"Kirabika omukyala waffe yali tagezezzaako kulya mmere yonna, era tewali n'omu yali akubiriza kunywa mwenge.",waitress,negative
2786,"Halibut cheek appetizer yajja n'ekitundu eky'omugabi ekya foie gras, naye ekyo kye kimu ku bintu ebirungi byokka bye nnyinza okwogera ku mmere.",bye bye cheek appetizer,neutral
2790,"Halibut cheek appetizer yajja n'ekitundu eky'omugabi ekya foie gras, naye ekyo kye kimu ku bintu ebirungi byokka bye nnyinza okwogera ku mmere.",foie gras,positive
2794,Ebintu eby'obuwangwa eby'Oluyitale birungi nnyo - eby'ebbeeyi era biweerezebwa mu mbeera ennungi.,Amuweereze,positive
2796,Ebintu eby'obuwangwa eby'Oluyitale birungi nnyo - eby'ebbeeyi era biweerezebwa mu mbeera ennungi.,Teekawo,positive
2800,Ebintu eby'obuwangwa eby'Oluyitale birungi nnyo - eby'ebbeeyi era biweerezebwa mu mbeera ennungi.,traditional Italian items,positive
2804,"Perfectly al dente pasta, not drowned in sauce -- generous portions.",GABA,positive
2808,"Perfectly al dente pasta, not drowned in sauce -- generous portions.",pasta,positive
2812,"Perfectly al dente pasta, not drowned in sauce -- generous portions.",ssubi,neutral
2816,Twanyumirwa nnyo era tujja kuddayo okulya ebyokulya....,desserts,positive
2818,"My Chelsea's impressive and creative menu includes modern, Westernized Japanese dishes like Foie Gras Unagi Napolean, Jap style hamburger steak, spicy cod roe spaghetti, black cod with miso base, and rack of lamb in black truffle sauce, to name a few.",spicy cod roe spaghetti,neutral
2822,"My Chelsea's impressive and creative menu includes modern, Westernized Japanese dishes like Foie Gras Unagi Napolean, Jap style hamburger steak, spicy cod roe spaghetti, black cod with miso base, and rack of lamb in black truffle sauce, to name a few.",Foie Gras Unagi Napolean,neutral
2826,"My Chelsea's impressive and creative menu includes modern, Westernized Japanese dishes like Foie Gras Unagi Napolean, Jap style hamburger steak, spicy cod roe spaghetti, black cod with miso base, and rack of lamb in black truffle sauce, to name a few.",black cod with miso base,neutral
2830,"My Chelsea's impressive and creative menu includes modern, Westernized Japanese dishes like Foie Gras Unagi Napolean, Jap style hamburger steak, spicy cod roe spaghetti, black cod with miso base, and rack of lamb in black truffle sauce, to name a few.",menyu,positive
2834,"My Chelsea's impressive and creative menu includes modern, Westernized Japanese dishes like Foie Gras Unagi Napolean, Jap style hamburger steak, spicy cod roe spaghetti, black cod with miso base, and rack of lamb in black truffle sauce, to name a few.",rack of lamb in black truffle sauce,neutral
2838,"My Chelsea's impressive and creative menu includes modern, Westernized Japanese dishes like Foie Gras Unagi Napolean, Jap style hamburger steak, spicy cod roe spaghetti, black cod with miso base, and rack of lamb in black truffle sauce, to name a few.",Japanese dishes,neutral
2842,"My Chelsea's impressive and creative menu includes modern, Westernized Japanese dishes like Foie Gras Unagi Napolean, Jap style hamburger steak, spicy cod roe spaghetti, black cod with miso base, and rack of lamb in black truffle sauce, to name a few.",Hamburger steak,neutral
2846,Desserts almost incredible: my personal favourite is their Tart of the Day.,Desserts,positive
2850,Desserts almost incredible: my personal favourite is their Tart of the Day.,Tart of the Day,positive
2854,"Obuweereza obulungi, emmere ennungi, omuwendo omulungi, era tolina kulinda mu layini!",Kolawole,positive
2858,"Obuweereza obulungi, emmere ennungi, omuwendo omulungi, era tolina kulinda mu layini!",Linda,positive
2862,"Obuweereza obulungi, emmere ennungi, omuwendo omulungi, era tolina kulinda mu layini!",Muwendo,positive
2866,"Obuweereza obulungi, emmere ennungi, omuwendo omulungi, era tolina kulinda mu layini!",Emmere,positive
2870,Kirungi okulinnya takisi okugenda e Chelsea kyokka ku kijjulo ekyewuunyisa ku My Chelsea.,Bye bye dinner,positive
2873,"Nafuna omukisa okuddamu okulya mu kifo kyo wiiki ntono emabega, nali mu upstrairs dining area yo.",bye bye dining area,neutral
2875,Ebitundu by'emmere eyafuluma byali bya buseere.,Ebyokulya bisaasaasay,neutral
2878,Essuubi ly'okusigala mu bizinensi n'obuweereza nga buno liyinza litya?,Kolawole,negative
2880,"BEST spicy tuna roll, saladi omunene mu Asia.",Asian salad,positive
2884,"BEST spicy tuna roll, saladi omunene mu Asia.",tuna roll,positive
2888,Gezaako rose roll (si ku menyu).,Rose Roll,positive
2891,Gezaako rose roll (si ku menyu).,menyu,neutral
2893,Kola emmeeza endala- oboolyawo bbaala waggulu?,rooftop bar,neutral
2895,Kola emmeeza endala- oboolyawo bbaala waggulu?,Meeza,negative
2897,"Guacamole eyakolebwa awaka, entrée etakkirizika, n'eddungu erisinga okwewuunyisa.",ddungu,positive
2901,"Guacamole eyakolebwa awaka, entrée etakkirizika, n'eddungu erisinga okwewuunyisa.",entrée,positive
2905,"Guacamole eyakolebwa awaka, entrée etakkirizika, n'eddungu erisinga okwewuunyisa.",Homemade Guacamole,positive
2908,Bw'oba oli muwagizi wa Tequila tojja kuggwaamu maanyi.,Tequila,positive
2911,Leeta olunaku lwo n'omwenge!,bottle of wine bye bye,neutral
2913,"Emmeeza ziri kumpi, n'olwekyo kirungi obeere bulungi okukuba ebiwato n'abagenyi abalala.",Meeza,negative
2916,Ebyokulya byali bya nteekateeka ng'ebyokukola era byombi byakola.,décor,positive
2919,Ebyokulya byali bya nteekateeka ng'ebyokukola era byombi byakola.,Emmere,positive
2922,"Ekirowoozo kyokka kiri nti oyinza okusuulawo eky'okulya ekyo, kyali kya bbeeyi nnyo ate ne kigaana okuwoomerwa.",kino,negative
2926,"Ekirowoozo kyokka kiri nti oyinza okusuulawo eky'okulya ekyo, kyali kya bbeeyi nnyo ate ne kigaana okuwoomerwa.",bye bye taste,negative
2930,"Sandwiches, burgers and salads, like the lemon-dressed cobb, are classic successes.",Sandwiches,positive
2933,"Sandwiches, burgers and salads, like the lemon-dressed cobb, are classic successes.",burgers,positive
2936,"Sandwiches, burgers and salads, like the lemon-dressed cobb, are classic successes.",saladi,positive
2939,"Sandwiches, burgers and salads, like the lemon-dressed cobb, are classic successes.",Bye bye lemon-dressed cobb,positive
2942,"Hip boutiques and bars on Ludlow add to the artsy, laid-back atmosphere at this Israeli-style takeout and eat-in burger joint.",atmosfer,positive
2945,"Young neighborhood trendies graze at the counter during the day, while chic, art-house drinkers with heavy doses of the munchies pile in late night.",kko,neutral
2947,"Ekifo ekitono eky'okulya ebweru kifuula ekifo eky'ekyama, ekirungi okusoma wekka oba okusisinkana mikwano gyo.",Space,positive
2951,"Ekifo ekitono eky'okulya ebweru kifuula ekifo eky'ekyama, ekirungi okusoma wekka oba okusisinkana mikwano gyo.",Ekifo eky'okulya ebweru,positive
2955,"Generously garnished, organic grilled burgers are the most popular dish, but the Jerusalem market-style falafel wraps and Mediterranean salads--layered with beets, goat cheese and walnuts-- are equally scrumptious.",Jerusalem market-style falafel wraps,positive
2959,"Generously garnished, organic grilled burgers are the most popular dish, but the Jerusalem market-style falafel wraps and Mediterranean salads--layered with beets, goat cheese and walnuts-- are equally scrumptious.",kino,positive
2963,"Generously garnished, organic grilled burgers are the most popular dish, but the Jerusalem market-style falafel wraps and Mediterranean salads--layered with beets, goat cheese and walnuts-- are equally scrumptious.",burgers,positive
2967,"Generously garnished, organic grilled burgers are the most popular dish, but the Jerusalem market-style falafel wraps and Mediterranean salads--layered with beets, goat cheese and walnuts-- are equally scrumptious.","Mediterranean salads-- layered with beets, goat cheese and walnuts",positive
2969,"Meat-phobes are in luck with the extraordinary veggie burger, made from a distinctive mix of chickpeas, carrots and other vegetables and spices.",kaloti,positive
2973,"Meat-phobes are in luck with the extraordinary veggie burger, made from a distinctive mix of chickpeas, carrots and other vegetables and spices.",chickpeas,positive
2977,"Meat-phobes are in luck with the extraordinary veggie burger, made from a distinctive mix of chickpeas, carrots and other vegetables and spices.",enva endiirwa,positive
2981,"Meat-phobes are in luck with the extraordinary veggie burger, made from a distinctive mix of chickpeas, carrots and other vegetables and spices.",bye bye spices,positive
2985,"Meat-phobes are in luck with the extraordinary veggie burger, made from a distinctive mix of chickpeas, carrots and other vegetables and spices.",veggie burger,positive
2989,"Emmere yali nnungi nnyo, yaweebwanga mu ngeri ey'obutonzi ate nga n'omwenge gwali mulungi nnyo.",Vinyo,positive
2993,"Emmere yali nnungi nnyo, yaweebwanga mu ngeri ey'obutonzi ate nga n'omwenge gwali mulungi nnyo.",Emmere,positive
2997,Yasima ne blue bar area.,blue bar area,positive
2999,Mu katono The Black Sheep yeeyawudde ku kisisiko kya Midtown pub n'endabika ey'ekika kya sports-bar butch ne kitsch ey'ebbeeyi.,laba,negative
3001,""" Menyu erimu pub fare--burgers, steaks and shepherds pie--and even a portabella lasagna for those black sheep known as ""vegetarians.",burgers,neutral
3003,""" Menyu erimu pub fare--burgers, steaks and shepherds pie--and even a portabella lasagna for those black sheep known as ""vegetarians.",menyu,neutral
3005,""" Menyu erimu pub fare--burgers, steaks and shepherds pie--and even a portabella lasagna for those black sheep known as ""vegetarians.",pub fare,neutral
3007,""" Menyu erimu pub fare--burgers, steaks and shepherds pie--and even a portabella lasagna for those black sheep known as ""vegetarians.",abasumba pie,neutral
3009,""" Menyu erimu pub fare--burgers, steaks and shepherds pie--and even a portabella lasagna for those black sheep known as ""vegetarians.",biso,neutral
3011,""" Menyu erimu pub fare--burgers, steaks and shepherds pie--and even a portabella lasagna for those black sheep known as ""vegetarians.",bye bye portabella lasagna,neutral
3013,"Ate n'abaweereza bonna [abakyala] nabo balungi, ekintu ekirungi buli kiseera.",[Female] servers,positive
3015,Ebitundu bingi nnyo era obuweereza bwa fantastic!!,GABA,positive
3019,Ebitundu bingi nnyo era obuweereza bwa fantastic!!,Kolawole,positive
3023,Nkubiriza enkoko milanese.,bye bye chicken milanese,positive
3026,era nnannyini yo mulungi era wa mukwano.,muninkini,positive
3029,caayi mulungi nnyo ate swiiti zonna zikolebwa waka.,bye bye sweets,positive
3033,caayi mulungi nnyo ate swiiti zonna zikolebwa waka.,Teas,positive
3037,Munda ogw'omukwano naye ogusanyusa n'obuweereza obw'omukwano ennyo n'okussaayo omwoyo.,Kolawole,positive
3041,Munda ogw'omukwano naye ogusanyusa n'obuweereza obw'omukwano ennyo n'okussaayo omwoyo.,munda,positive
3045,"The food is all-around good, with the rolls usually excellent and the sushi/sashimi not quite on the same level.",Sushi/sashimi,neutral
3047,"The food is all-around good, with the rolls usually excellent and the sushi/sashimi not quite on the same level.",rolls,positive
3051,"The food is all-around good, with the rolls usually excellent and the sushi/sashimi not quite on the same level.",Emmere,positive
3055,(Sashimi atemwako katono.,Sashimi,negative
3058,") Si wooteeri ya Japan esingayo obulungi mu East Village, naye ya maanyi nnyo olw'emiwendo gyayo egitali gimu, era esaanidde okuddamu okukyalira.",emiwendo,positive
3061,"Si lwa kuba nali lubuto, wabula emmere wano bulijjo ewooma.",Emmere,positive
3064,Olw'okuba ndi Puerto Rican mmanyi ekintu kimu oba bibiri ku flan era ekifo kino kiweereza ekimu ku bisinga obulungi (Nsuubira Maama tasoma bino!).,buli,positive
3066,"Bbaala eno erina byonna - ebyokunywa eby'amaanyi, embeera ennungi, obuweereza obulungi n'emmere ennungi.",bye bye drinks,positive
3070,"Bbaala eno erina byonna - ebyokunywa eby'amaanyi, embeera ennungi, obuweereza obulungi n'emmere ennungi.",Emmere,positive
3074,"Bbaala eno erina byonna - ebyokunywa eby'amaanyi, embeera ennungi, obuweereza obulungi n'emmere ennungi.",atmosfer,positive
3078,"Bbaala eno erina byonna - ebyokunywa eby'amaanyi, embeera ennungi, obuweereza obulungi n'emmere ennungi.",Kolawole,positive
3082,Ennyaanya zaasaanuuka mu kamwa.,Kooko,positive
3084,"Essaawa ey'essanyu ya bbeeyi nnyo, naye ekyo tekiraga buweereza oba embeera.",Kolawole,positive
3086,"Essaawa ey'essanyu ya bbeeyi nnyo, naye ekyo tekiraga buweereza oba embeera.",atmosfer,positive
3088,"Essaawa ey'essanyu ya bbeeyi nnyo, naye ekyo tekiraga buweereza oba embeera.",Happy hour bye bye,positive
3091,"Eri bannannyini; Good job guys, ekifo kino mukuumi!",Bannyinimu,positive
3094,"The wine list was superb, our tapas delightful, and the quiet atmosphere perfect for good conversation.",Bye bye wine list,positive
3098,"The wine list was superb, our tapas delightful, and the quiet atmosphere perfect for good conversation.",atmosfer,positive
3102,"The wine list was superb, our tapas delightful, and the quiet atmosphere perfect for good conversation.",tapas,positive
3106,Twatandikira ku scallops ne asparagus era twalina ne shell crab engonvu wamu ne cheese plate.,asparagus,neutral
3108,Twatandikira ku scallops ne asparagus era twalina ne shell crab engonvu wamu ne cheese plate.,cheese plate,neutral
3110,Twatandikira ku scallops ne asparagus era twalina ne shell crab engonvu wamu ne cheese plate.,scallops,neutral
3112,Twatandikira ku scallops ne asparagus era twalina ne shell crab engonvu wamu ne cheese plate.,crab,neutral
3114,Nneesunga okuddayo mangu era mu nkomerero ngezaako buli kimu ku menyu!,menyu,positive
3116,Nnyinimu musanyufu era musanyusa.,Nnyinimu,positive
3119,"Kigezeeko, menyu ya Lufalansa eya bulijjo naye ya njawulo.",menyu,neutral
3122,"awesome tapas at great prices, romantic, small but not overly crowed, excellent",emiwendo,positive
3126,"awesome tapas at great prices, romantic, small but not overly crowed, excellent",tapas,positive
3130,kino kikyali kimu ku wooteeri ze nsinga okwagala mu kitundu emmere si ya bbeeyi nnyo naye nnungi nnyo (kimono shrimp special yali nnungi nnyo) era erina embeera ennungi.,atmosfer,positive
3134,kino kikyali kimu ku wooteeri ze nsinga okwagala mu kitundu emmere si ya bbeeyi nnyo naye nnungi nnyo (kimono shrimp special yali nnungi nnyo) era erina embeera ennungi.,Kimono shrimp,positive
3138,kino kikyali kimu ku wooteeri ze nsinga okwagala mu kitundu emmere si ya bbeeyi nnyo naye nnungi nnyo (kimono shrimp special yali nnungi nnyo) era erina embeera ennungi.,Emmere,positive
3142,Osobola okubeera n'eby'okukola bingi mu biseera eby'oku ntikko olw'obukulu.,bunene,negative
3145,Nagenze mu Kitchenette wiikendi eno okulya brunch.,brunch,neutral
3147,Ekifo kino kirungi nnyo ate emmere nnungi nnyo.,Kifo,positive
3151,Ekifo kino kirungi nnyo ate emmere nnungi nnyo.,Emmere,positive
3155,"Kyokka, obuweereza obwo bubi nnyo.",Kolawole,negative
3158,"The waitstaff is solicitous and friendly and always seems happy to see us, and the food is wonderful, if not stunningly creative.",kaawaa,positive
3162,"The waitstaff is solicitous and friendly and always seems happy to see us, and the food is wonderful, if not stunningly creative.",Emmere,positive
3166,Njagala nnyo lobster ravioli!,lobster ravioli,positive
3169,"Gye buvuddeko twamala omwaka omuggya ku wooteeri, era twafuna ebirungi bingi, okuva ku wayini okutuuka ku dessert menu.",dessert menu,positive
3172,"Gye buvuddeko twamala omwaka omuggya ku wooteeri, era twafuna ebirungi bingi, okuva ku wayini okutuuka ku dessert menu.",Vinyo,positive
3175,"Ekifo kino kya classy, chic, obuweereza bubuguma era busembeza abagenyi, era emmere ya njawulo.",Kifo,positive
3179,"Ekifo kino kya classy, chic, obuweereza bubuguma era busembeza abagenyi, era emmere ya njawulo.",Kolawole,positive
3183,"Ekifo kino kya classy, chic, obuweereza bubuguma era busembeza abagenyi, era emmere ya njawulo.",Emmere,positive
3187,Nalindirira mukwano gwange mu bbaala okumala eddakiika ntono,Buli,neutral
3189,"Ekifo kino kirimu sushi ennungi, ate nga kiwooma CHEAP. ",Sushi,positive
3192,Ate era erina n'emmere endala nnyingi ez'omu Korea ez'ebbeeyi era ez'ebbeeyi.,Bye bye Korean dishes,positive
3195,"Wonderful menu, warm inviting ambiance, great service the FOOD keeps me coming back!",Kolawole,positive
3199,"Wonderful menu, warm inviting ambiance, great service the FOOD keeps me coming back!",menyu,positive
3203,"Wonderful menu, warm inviting ambiance, great service the FOOD keeps me coming back!",ambiance,positive
3207,"Wonderful menu, warm inviting ambiance, great service the FOOD keeps me coming back!",Emmere,positive
3209,Tekyalabika nga waliwo okufuba kwonna okukolebwa ku kulaga n'omutindo gw'emmere.,Omutindo gw'emmere n'omutindo gw'emmere,negative
3211,Yandibadde esinga 1/3 ku bbeeyi e Chinatown.,Bbeeyi,negative
3213,Host ne Hostess baali bakambwe nnyo.,Kino,negative
3216,Host ne Hostess baali bakambwe nnyo.,Abagenyi,negative
3219,"embeera nnungi nnyo, era n'okudduka okuva mu katale ka SI.",atmosfer,positive
3222,"Kyokka, emmere n'obuweereza n'obutaba na.",Kolawole,negative
3225,"Kyokka, emmere n'obuweereza n'obutaba na.",Emmere,negative
3228,Sushi bamutema mu bintu ebinene okusinga essimu yange.,Sushi,negative
3231,"Twasaba tuddemu okusala sushi, ne batuddiza mu bicubu ebitonotono ebifaanana nga cheese.",Sushi,negative
3233,Abakozi b'okulinda baali mu ddoboozi ery'omwanguka era nga tebalina kye bafaayo.,Linda abakozi,negative
3236,French fries -- kalmata dip ile harikaydı!,French fries -- ne kalmata dip,positive
3239,"Bye bye highly recommended...  Nga bwe kyogeddwako, siddangamu kulya *mu* wooteeri wabula nayimirira awo okutwala eby'okulya era kirabika ekifo kiwummulirwamu nnyo; era bbaala erabika bulungi.",Kifo,positive
3243,"Bye bye highly recommended...  Nga bwe kyogeddwako, siddangamu kulya *mu* wooteeri wabula nayimirira awo okutwala eby'okulya era kirabika ekifo kiwummulirwamu nnyo; era bbaala erabika bulungi.",Buli,positive
3247,"Bye bye highly recommended...  Nga bwe kyogeddwako, siddangamu kulya *mu* wooteeri wabula nayimirira awo okutwala eby'okulya era kirabika ekifo kiwummulirwamu nnyo; era bbaala erabika bulungi.",takeout,neutral
3249,"Okuva ku erbazzone emiliana okutuuka ku mostarda ku cheese plate, ebyokulya ebiri ku wooteeri eno byonna bikolebwa mu ngeri ey'obwegendereza.",mostarda on the cheese plate,positive
3251,"Okuva ku erbazzone emiliana okutuuka ku mostarda ku cheese plate, ebyokulya ebiri ku wooteeri eno byonna bikolebwa mu ngeri ey'obwegendereza.",Eddoos,positive
3253,"Okuva ku erbazzone emiliana okutuuka ku mostarda ku cheese plate, ebyokulya ebiri ku wooteeri eno byonna bikolebwa mu ngeri ey'obwegendereza.",erbazzone emiliana,positive
3255,"Ng'oggyeko okuba nti emmere entuufu, abakozi wano kumpi tebali ku lyato, bakyali bato era bamanyi kye bakola bwe kituuka ku mmere n'omwenge.",Emmere,positive
3259,"Ng'oggyeko okuba nti emmere entuufu, abakozi wano kumpi tebali ku lyato, bakyali bato era bamanyi kye bakola bwe kituuka ku mmere n'omwenge.",abakozi,positive
3263,"Ng'oggyeko okuba nti emmere entuufu, abakozi wano kumpi tebali ku lyato, bakyali bato era bamanyi kye bakola bwe kituuka ku mmere n'omwenge.",Vinyo,positive
3265,"Ng'oggyeko okuba nti emmere entuufu, abakozi wano kumpi tebali ku lyato, bakyali bato era bamanyi kye bakola bwe kituuka ku mmere n'omwenge.",Emmere,positive
3269,"Walala wonna, ebbeeyi yandibadde ya 3x nga waggulu!",emiwendo,positive
3271,Alina ebbugumu ly'amaka ag'omu kitundu kyokka nga kifo kirungi okulaba emizannyo.,Kifo,positive
3274,Abakozi nga beesanyusaamu kakasa nti oli musanyufu.,Abakozi,positive
3277,Sweet Irish bartender bulijjo musanyufu era asobola okuleeta akamwenyumwenyu eri mikwano gyange mu maaso gange.,Bartender,positive
3280,Wadde nasengukira waggulu mu kibuga nfuba okuyingira buli lwe nsobola okufuna emmere ey'ebbeeyi GREAT n'okusasula abakozi ab'omukwano okukyala.,abakozi,positive
3284,Wadde nasengukira waggulu mu kibuga nfuba okuyingira buli lwe nsobola okufuna emmere ey'ebbeeyi GREAT n'okusasula abakozi ab'omukwano okukyala.,Emmere,positive
3288,Nga yeefuula ate nga si kituufu MJ Grill okugamba nti ewa amasannyalaze g'ekyemisana n'ekyeggulo!,Bye bye lunch,negative
3291,Nga yeefuula ate nga si kituufu MJ Grill okugamba nti ewa amasannyalaze g'ekyemisana n'ekyeggulo!,Bye bye dinners,negative
3294,Bayinza batya okuwangaala nga baweereza emmere etali ya bulijjo ku bbeeyi ey'amaanyi?!,Emmere,neutral
3298,Bayinza batya okuwangaala nga baweereza emmere etali ya bulijjo ku bbeeyi ey'amaanyi?!,emiwendo,negative
3302,Nnasaba ennyama y'ennyama ey'ekika kya medium rare steak.,Kooko,neutral
3305,"Oluvannyuma baakola ekirungo ekikalu era ekyokebwa, nga beetooloola munda ekiwunya era ekinnyogovu.",crust,negative
3308,Two wasted steaks -- what a crime!,biso,negative
3311,"Great restaurant, and even greater food!",Emmere,positive
3314,Ebyokulya biwooma nnyo era ekifo ekyo ekirungi era eky'omukwano!,Kifo,positive
3318,Ebyokulya biwooma nnyo era ekifo ekyo ekirungi era eky'omukwano!,Eddoos,positive
3322,Save room for the desserts! ;-),desserts,positive
3324,"Ekitiibwa eri India kisinga kweyolekera mu roti canai appetizer, pancake eya fried eweerezebwa ne pungent curry dipping sauce, so ng'ate enkoko ya mango ewa ekyewuunyisa eky'omulembe, eky'omulembe ku sweet-and-sour.",roti canai appetizer,positive
3328,"Ekitiibwa eri India kisinga kweyolekera mu roti canai appetizer, pancake eya fried eweerezebwa ne pungent curry dipping sauce, so ng'ate enkoko ya mango ewa ekyewuunyisa eky'omulembe, eky'omulembe ku sweet-and-sour.",fried pancake served with pungent curry dipping sauce,positive
3330,"Ekitiibwa eri India kisinga kweyolekera mu roti canai appetizer, pancake eya fried eweerezebwa ne pungent curry dipping sauce, so ng'ate enkoko ya mango ewa ekyewuunyisa eky'omulembe, eky'omulembe ku sweet-and-sour.",mango chicken,positive
3334,Ekizibu ekimu: Ebimu ku bikoola ebyo biyinza okuba eby'obukambwe.,bye bye casseroles,negative
3337,Kyali kirungi naye tewali kintu kyonna kyali kiwooma WOW.,Akawoowo,neutral
3339,"Ekyasinga okumpi kwe kuba Cherry Marscapone, naye olunaku olwo baali bavaamu.",Cherry Marscapone,neutral
3341,Abakozi balina okubeera n'omukwano omutonotono.,abakozi,negative
3344,Best hot dogs in the tri-state area.,Bye bye hot dogs,positive
3347,"Ebintu byonna ebyagala ennyo mulimu Big Mac, Chicken McNuggets, Filet-O-Fish sandwich ne McDonald's french fries ebimanyiddwa ennyo; Obukodyo obwangu nga saladi ez'ekika kya entrée nazo ziriwo.",Chicken McNuggets,positive
3351,"Ebintu byonna ebyagala ennyo mulimu Big Mac, Chicken McNuggets, Filet-O-Fish sandwich ne McDonald's french fries ebimanyiddwa ennyo; Obukodyo obwangu nga saladi ez'ekika kya entrée nazo ziriwo.",Filet-O-Fish sandwich,positive
3355,"Ebintu byonna ebyagala ennyo mulimu Big Mac, Chicken McNuggets, Filet-O-Fish sandwich ne McDonald's french fries ebimanyiddwa ennyo; Obukodyo obwangu nga saladi ez'ekika kya entrée nazo ziriwo.",saladi,neutral
3359,"Ebintu byonna ebyagala ennyo mulimu Big Mac, Chicken McNuggets, Filet-O-Fish sandwich ne McDonald's french fries ebimanyiddwa ennyo; Obukodyo obwangu nga saladi ez'ekika kya entrée nazo ziriwo.",McDonald's french fries,positive
3363,"Ebintu byonna ebyagala ennyo mulimu Big Mac, Chicken McNuggets, Filet-O-Fish sandwich ne McDonald's french fries ebimanyiddwa ennyo; Obukodyo obwangu nga saladi ez'ekika kya entrée nazo ziriwo.",Big Mac,positive
3367,Ebiweebwayo nga keeki ez'ebbugumu n'omuceere gwa Egg McMuffin bibaawo ku ssaawa y'enkya.,keeki,neutral
3370,Ebiweebwayo nga keeki ez'ebbugumu n'omuceere gwa Egg McMuffin bibaawo ku ssaawa y'enkya.,Ekyenkya,neutral
3372,Ebiweebwayo nga keeki ez'ebbugumu n'omuceere gwa Egg McMuffin bibaawo ku ssaawa y'enkya.,Eggi McMuffin sandwich,neutral
3375,"Abakozi beetulinkiriza, ebbeeyi ya ssente nnyingi nnyo eri Brooklyn.",abakozi,negative
3379,"Abakozi beetulinkiriza, ebbeeyi ya ssente nnyingi nnyo eri Brooklyn.",emiwendo,negative
3383,"Chef Vincenzo, bulijjo bw'oba omwetaaga, alina talanta entuufu era Muruumi omutuufu.",Kino,positive
3386,"Emmere ye nnungi nnyo (ate si ya bbeeyi okusinziira ku mutindo gwa NYC- tewali ntrees ezisoba mu ddoola 30, abasinga appetizers $12 to 14).",appetizers,positive
3390,"Emmere ye nnungi nnyo (ate si ya bbeeyi okusinziira ku mutindo gwa NYC- tewali ntrees ezisoba mu ddoola 30, abasinga appetizers $12 to 14).",entrees,positive
3392,"Emmere ye nnungi nnyo (ate si ya bbeeyi okusinziira ku mutindo gwa NYC- tewali ntrees ezisoba mu ddoola 30, abasinga appetizers $12 to 14).",Emmere,positive
3396,"Ekisenge kirungi nnyo, ekifo kya bi-level ate bbaala empanvu etuukira ddala ku mwenge.",Nywa omwenge,neutral
3398,"Ekisenge kirungi nnyo, ekifo kya bi-level ate bbaala empanvu etuukira ddala ku mwenge.",Room,positive
3402,"Ekisenge kirungi nnyo, ekifo kya bi-level ate bbaala empanvu etuukira ddala ku mwenge.",bye bye bi-level space,positive
